"Municipio","Sección","Casilla","Partido Acción Nacional","Partido Revolucionario Institucional","Partido de la Revolución Democrática","Partido del Trabajo","Partido Verde Ecologista de México","Partido Movimiento Ciudadano","Partido Nueva Alianza","Partido Morena","Partido Encuentro Social","NO REGISTRADO","NULO"
"Huazalingo","431","BASICA","1","73","162","1","0","7","135","126","2","0","14"
"Huazalingo","431","CONTIGUA 1","2","91","162","1","0","9","121","121","0","0","26"
"Huazalingo","432","BASICA","2","15","62","1","0","3","30","53","0","0","3"
"Huazalingo","432","EXTRAORDINARIA 1","2","66","89","1","0","8","112","98","0","0","17"
"Huazalingo","433","BASICA","2","64","112","1","0","81","81","169","4","0","24"
"Huazalingo","434","BASICA","20","71","146","2","0","6","112","115","1","0","20"
"Huazalingo","434","CONTIGUA 1","13","102","126","6","0","5","108","98","0","0","18"
"Huazalingo","434","EXTRAORDINARIA 1","0","34","115","2","0","1","60","134","4","0","18"
"Huazalingo","435","BASICA","0","0","0","0","0","0","0","0","0","0","0"
"Huazalingo","435","CONTIGUA 1","0","0","0","0","0","0","0","0","0","0","0"
"Huazalingo","435","EXTRAORDINARIA 1","0","2","85","1","0","0","8","24","1","0","3"
"Huazalingo","436","BASICA","1","17","104","2","0","4","65","68","1","0","14"
"Huazalingo","437","BASICA","2","27","147","2","0","15","76","98","0","0","15"
"Huazalingo","438","BASICA","0","56","64","2","0","0","101","76","3","0","6"
"Huazalingo","438","CONTIGUA 1","1","59","52","3","0","2","86","104","0","0","5"
"Huazalingo","439","BASICA","2","36","217","0","0","3","12","206","1","0","19"
"Huazalingo","440","BASICA","8","24","85","1","0","1","112","98","0","0","5"
"Huazalingo","440","CONTIGUA 1","3","25","87","1","0","1","126","78","0","0","13"
