"Municipio","Sección","Casilla","Partido Acción Nacional","Partido Revolucionario Institucional","Partido de la Revolución Democrática","Partido del Trabajo","Partido Verde Ecologista de México","Partido Movimiento Ciudadano","Partido Nueva Alianza","Partido Morena","Partido Encuentro Social","NO REGISTRADO","NULO"
"Tlahuiltepa","1378","BASICA","0","126","9","0","0","0","135","0","0","0","5"
"Tlahuiltepa","1378","CONTIGUA 1","0","106","7","0","0","0","159","0","0","0","7"
"Tlahuiltepa","1379","BASICA","0","219","8","0","0","0","199","0","0","0","10"
"Tlahuiltepa","1380","BASICA","0","191","23","0","0","0","376","0","0","2","15"
"Tlahuiltepa","1381","BASICA","0","186","6","0","0","0","173","0","0","0","7"
"Tlahuiltepa","1382","BASICA","0","59","1","0","0","0","77","0","0","0","3"
"Tlahuiltepa","1382","EXTRAORDINARIA 1","0","48","0","0","0","0","54","0","0","0","4"
"Tlahuiltepa","1383","BASICA","0","89","25","0","0","0","167","0","0","0","9"
"Tlahuiltepa","1384","BASICA","0","55","1","0","0","0","59","0","0","0","3"
"Tlahuiltepa","1385","BASICA","0","89","2","0","0","0","103","0","0","0","6"
"Tlahuiltepa","1386","BASICA","0","164","4","0","0","0","170","0","0","0","10"
"Tlahuiltepa","1387","BASICA","0","55","0","0","0","0","46","0","0","0","3"
"Tlahuiltepa","1388","BASICA","0","152","2","0","0","0","161","0","0","0","7"
"Tlahuiltepa","1388","CONTIGUA 1","0","140","0","0","0","0","168","0","0","0","5"
"Tlahuiltepa","1389","BASICA","0","57","1","0","0","0","100","0","0","0","5"
"Tlahuiltepa","1390","BASICA","0","67","3","0","0","0","131","0","0","0","4"
"Tlahuiltepa","1391","BASICA","0","159","10","0","0","0","254","0","0","0","18"
"Tlahuiltepa","1392","BASICA","0","127","18","0","0","0","143","0","0","0","16"
"Tlahuiltepa","1393","BASICA","0","77","3","0","0","0","231","0","0","0","3"
"Tlahuiltepa","1394","BASICA","0","57","2","0","0","0","85","0","0","0","10"
