"Municipio","Sección","Casilla","Partido Acción Nacional","Partido Revolucionario Institucional","Partido de la Revolución Democrática","Partido del Trabajo","Partido Verde Ecologista de México","Partido Movimiento Ciudadano","Partido Nueva Alianza","Partido Morena","Partido Encuentro Social","NO REGISTRADO","NULO"
"Tepetitlán","1295","BASICA","208","128","32","0","3","1","14","11","0","0","6"
"Tepetitlán","1295","CONTIGUA 1","215","106","29","0","2","0","27","5","0","0","6"
"Tepetitlán","1295","CONTIGUA 2","237","80","37","0","2","0","17","2","0","0","1"
"Tepetitlán","1296","BASICA","160","44","21","0","6","3","33","14","0","0","9"
"Tepetitlán","1296","CONTIGUA 1","187","47","8","0","2","0","20","12","0","0","6"
"Tepetitlán","1297","BASICA","67","39","13","0","8","1","2","0","0","0","2"
"Tepetitlán","1298","BASICA","45","52","9","0","6","0","15","9","0","0","0"
"Tepetitlán","1299","BASICA","262","106","11","0","7","18","24","18","0","0","7"
"Tepetitlán","1299","CONTIGUA 1","264","101","9","0","10","2","23","5","0","0","18"
"Tepetitlán","1300","BASICA","144","100","1","0","3","0","51","6","0","0","11"
"Tepetitlán","1300","CONTIGUA 1","133","113","3","0","7","0","34","3","0","0","3"
"Tepetitlán","1301","BASICA","157","123","12","0","14","1","10","26","0","0","6"
"Tepetitlán","1301","CONTIGUA 1","163","95","16","0","21","1","17","32","0","0","6"
"Tepetitlán","1301","CONTIGUA 2","168","93","13","0","3","0","12","22","0","0","7"
"Tepetitlán","1302","BASICA","178","122","9","0","19","0","77","35","0","0","8"
"Tepetitlán","1302","CONTIGUA 1","142","145","11","0","20","5","52","39","0","1","9"
