CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,PAZ,MDZ,PP,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,32,ZACATECAS,13,JALPA,44,TABASCO,1398,1,50,37,8,2,5,3,6,29,2,,0,,1,2,0,0,2,1,0,0,,,,,,,148,0,6,154,322
1,32,ZACATECAS,13,JALPA,44,TABASCO,1399,1,87,58,2,2,4,9,1,21,0,,1,,4,0,0,0,0,0,0,0,,,,,,,189,0,12,201,323
1,32,ZACATECAS,13,JALPA,44,TABASCO,1400,1,158,102,5,1,3,7,2,18,4,,0,,9,2,0,0,0,0,0,0,,,,,,,311,0,10,321,507
1,32,ZACATECAS,13,JALPA,44,TABASCO,1401,1,103,128,4,0,10,4,0,9,1,,1,,2,3,0,0,1,2,0,0,,,,,,,268,0,12,280,457
1,32,ZACATECAS,13,JALPA,44,TABASCO,1402,1,221,87,5,3,5,14,0,22,1,,1,,14,0,0,0,0,0,1,0,,,,,,,374,0,0,374,598
1,32,ZACATECAS,13,JALPA,44,TABASCO,1403,1,122,75,19,1,2,1,1,5,0,,0,,3,6,0,0,0,0,0,0,,,,,,,235,0,8,243,339
1,32,ZACATECAS,13,JALPA,44,TABASCO,1404,1,93,17,1,0,5,0,0,7,2,,1,,2,3,0,0,0,0,0,0,,,,,,,131,0,8,139,195
1,32,ZACATECAS,13,JALPA,44,TABASCO,1405,1,86,67,0,1,4,0,0,18,2,,0,,2,0,0,0,0,0,0,0,,,,,,,180,0,6,186,258
1,32,ZACATECAS,13,JALPA,44,TABASCO,1407,1,63,74,3,3,3,3,1,6,1,,1,,1,0,1,0,2,0,0,0,,,,,,,162,0,8,170,252
1,32,ZACATECAS,13,JALPA,44,TABASCO,1409,1,48,38,4,1,5,1,2,6,0,,0,,2,1,0,0,1,0,0,0,,,,,,,109,0,4,113,226
1,32,ZACATECAS,13,JALPA,44,TABASCO,1411,1,96,50,5,2,3,2,1,14,2,,0,,2,0,0,0,0,0,0,0,,,,,,,177,0,9,186,302
1,32,ZACATECAS,14,TLALTENANGO,45,TEPECHITLAN,1412,1,28,79,25,11,,2,6,100,3,2,,1,3,2,0,0,5,0,0,2,,,,,,,269,0,10,279,318
1,32,ZACATECAS,14,TLALTENANGO,45,TEPECHITLAN,1413,1,22,76,20,16,,4,7,89,0,0,,1,3,5,0,0,1,1,0,0,,,,,,,245,0,1,246,408
1,32,ZACATECAS,14,TLALTENANGO,45,TEPECHITLAN,1414,1,37,84,41,18,,3,6,108,2,0,,1,0,1,1,0,3,0,0,0,,,,,,,305,0,8,313,125
1,32,ZACATECAS,14,TLALTENANGO,45,TEPECHITLAN,1415,1,14,95,29,21,,2,4,72,4,0,,5,1,3,0,0,2,1,0,0,,,,,,,253,0,5,258,216
1,32,ZACATECAS,14,TLALTENANGO,45,TEPECHITLAN,1416,1,29,142,45,26,,7,9,124,3,0,,1,0,3,0,0,7,1,0,1,,,,,,,398,0,11,409,500
1,32,ZACATECAS,14,TLALTENANGO,45,TEPECHITLAN,1417,1,29,159,25,19,,4,6,132,1,0,,1,1,1,0,0,2,1,0,2,,,,,,,383,0,6,389,500
1,32,ZACATECAS,14,TLALTENANGO,45,TEPECHITLAN,1418,1,31,104,26,25,,1,5,56,3,0,,0,1,0,0,0,1,0,0,0,,,,,,,253,0,2,255,126
1,32,ZACATECAS,14,TLALTENANGO,45,TEPECHITLAN,1419,1,25,90,31,9,,1,3,35,1,0,,0,2,6,0,0,1,0,0,1,,,,,,,205,0,6,211,194
1,32,ZACATECAS,14,TLALTENANGO,45,TEPECHITLAN,1420,1,33,82,65,21,,5,1,62,4,0,,2,0,5,0,0,1,0,0,1,,,,,,,282,0,6,288,119
1,32,ZACATECAS,14,TLALTENANGO,45,TEPECHITLAN,1421,1,2,42,22,4,,0,3,11,1,0,,1,1,1,0,0,1,0,0,0,,,,,,,89,0,3,92,104
1,32,ZACATECAS,14,TLALTENANGO,45,TEPECHITLAN,1422,1,7,68,27,7,,1,3,19,3,0,,0,0,0,0,0,0,0,0,0,,,,,,,135,0,0,135,382
1,32,ZACATECAS,14,TLALTENANGO,45,TEPECHITLAN,1423,2,49,354,64,38,,3,10,169,9,2,,2,3,3,0,0,2,0,0,1,,,,,,,709,0,8,717,532
1,32,ZACATECAS,14,TLALTENANGO,45,TEPECHITLAN,1425,1,8,49,18,3,,0,1,18,0,0,,0,0,0,0,0,1,0,0,0,,,,,,,98,0,1,99,243
1,32,ZACATECAS,14,TLALTENANGO,45,TEPECHITLAN,1427,1,44,41,31,1,,1,0,5,2,1,,1,4,1,0,0,0,0,0,0,,,,,,,132,0,2,134,392
1,32,ZACATECAS,14,TLALTENANGO,45,TEPECHITLAN,1428,1,16,27,8,2,,2,2,6,0,0,,0,0,2,0,0,0,0,0,0,,,,,,,65,0,3,68,391
1,32,ZACATECAS,14,TLALTENANGO,45,TEPECHITLAN,1429,1,7,30,26,3,,2,1,7,0,0,,0,1,1,1,0,0,0,0,0,,,,,,,79,0,1,80,493
1,32,ZACATECAS,14,TLALTENANGO,45,TEPECHITLAN,1430,2,97,179,105,9,1,9,7,27,2,3,,2,8,10,2,0,0,2,0,0,,,,,,,462,0,17,479,1140
1,32,ZACATECAS,14,TLALTENANGO,45,TEPECHITLAN,1431,1,9,60,12,4,,2,2,1,0,0,,13,2,0,0,0,0,0,0,0,,,,,,,105,0,6,111,399
1,32,ZACATECAS,14,TLALTENANGO,45,TEPECHITLAN,1432,1,23,57,33,9,,2,3,35,2,0,,0,6,1,1,0,0,0,0,0,,,,,,,172,0,7,179,731
1,32,ZACATECAS,10,JEREZ,46,TEPETONGO,1433,1,4,121,7,2,159,3,2,1,0,1,,,1,0,0,0,0,0,0,0,,,,,,,301,0,9,310,428
1,32,ZACATECAS,10,JEREZ,46,TEPETONGO,1434,1,6,102,4,0,128,0,2,3,0,0,,,0,0,0,0,0,0,0,0,,,,,,,245,0,15,260,385
1,32,ZACATECAS,10,JEREZ,46,TEPETONGO,1435,1,4,203,4,1,193,1,9,8,1,0,,,1,1,0,0,0,0,0,0,,,,,,,426,0,15,441,637
1,32,ZACATECAS,10,JEREZ,46,TEPETONGO,1436,1,2,51,0,0,21,0,2,3,0,0,,,0,0,0,0,0,0,0,0,,,,,,,79,0,2,81,139
1,32,ZACATECAS,10,JEREZ,46,TEPETONGO,1437,1,3,26,0,2,30,1,3,4,1,0,,,0,0,0,0,0,0,0,0,,,,,,,70,0,4,74,152
1,32,ZACATECAS,10,JEREZ,46,TEPETONGO,1438,1,3,67,0,1,26,0,0,6,0,0,,,0,0,0,0,0,0,0,0,,,,,,,103,0,10,113,204
1,32,ZACATECAS,10,JEREZ,46,TEPETONGO,1439,1,9,47,2,0,93,1,0,3,0,0,,,1,0,0,0,0,0,0,0,,,,,,,156,0,10,166,281
1,32,ZACATECAS,10,JEREZ,46,TEPETONGO,1440,1,3,44,1,1,26,0,0,8,2,1,,,0,0,0,0,1,0,0,0,,,,,,,87,0,8,95,159
1,32,ZACATECAS,10,JEREZ,46,TEPETONGO,1442,1,4,172,1,2,173,3,3,10,1,2,,,0,0,0,0,0,0,0,0,,,,,,,371,0,19,390,555
1,32,ZACATECAS,10,JEREZ,46,TEPETONGO,1443,1,1,118,0,1,103,0,1,11,0,0,,,0,0,0,0,0,0,0,0,,,,,,,235,0,8,243,326
1,32,ZACATECAS,10,JEREZ,46,TEPETONGO,1444,1,2,73,1,1,35,0,2,7,0,4,,,0,0,0,0,0,0,0,0,,,,,,,125,0,6,131,223
1,32,ZACATECAS,10,JEREZ,46,TEPETONGO,1447,1,8,42,1,0,57,0,1,4,0,0,,,0,0,0,0,0,0,0,0,,,,,,,113,0,6,119,202
1,32,ZACATECAS,10,JEREZ,46,TEPETONGO,1448,1,4,87,1,1,78,0,2,3,1,2,,,0,0,0,0,0,0,0,0,,,,,,,179,0,10,189,310
1,32,ZACATECAS,10,JEREZ,46,TEPETONGO,1450,1,3,94,2,2,95,4,1,5,1,0,,,0,0,0,0,0,0,0,0,,,,,,,207,0,22,229,427
1,32,ZACATECAS,10,JEREZ,46,TEPETONGO,1452,1,5,142,0,0,113,0,1,4,0,0,,,0,0,0,0,0,0,0,0,,,,,,,265,0,16,281,450
1,32,ZACATECAS,10,JEREZ,46,TEPETONGO,1453,1,10,121,3,3,71,1,1,6,0,0,,,0,0,0,0,0,0,0,0,,,,,,,216,0,14,230,397
1,32,ZACATECAS,10,JEREZ,46,TEPETONGO,1454,1,3,96,2,0,41,0,0,1,0,0,,,0,1,0,0,0,0,0,0,,,,,,,144,0,14,158,246
1,32,ZACATECAS,10,JEREZ,46,TEPETONGO,1455,1,6,114,2,1,139,1,0,10,0,0,,,0,0,0,0,0,0,0,0,,,,,,,273,0,18,291,440
1,32,ZACATECAS,10,JEREZ,46,TEPETONGO,1460,1,3,64,1,0,31,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,99,0,2,101,148
1,32,ZACATECAS,10,JEREZ,46,TEPETONGO,1463,1,0,71,2,0,36,1,0,1,1,0,,,0,0,0,0,0,0,0,0,,,,,,,112,0,7,119,202
1,32,ZACATECAS,14,TLALTENANGO,47,TEUL DE GONZALEZ ,1465,2,124,227,7,4,135,1,6,25,2,5,,,0,0,0,0,1,0,0,0,,,,,,,537,0,20,557,903
1,32,ZACATECAS,14,TLALTENANGO,47,TEUL DE GONZALEZ ,1466,1,69,112,1,2,104,1,3,28,2,3,,,0,0,0,0,0,0,0,0,,,,,,,325,0,5,330,126
1,32,ZACATECAS,14,TLALTENANGO,47,TEUL DE GONZALEZ ,1467,1,113,164,2,0,159,2,1,36,0,3,,,1,1,0,0,1,0,0,0,,,,,,,483,0,15,498,132
1,32,ZACATECAS,14,TLALTENANGO,47,TEUL DE GONZALEZ ,1468,2,111,203,2,0,153,1,9,30,2,3,,,2,1,1,0,0,1,0,0,,,,,,,519,0,19,538,395
1,32,ZACATECAS,14,TLALTENANGO,47,TEUL DE GONZALEZ ,1475,1,21,86,2,0,33,1,1,12,1,0,,,0,0,0,0,0,0,0,0,,,,,,,157,0,6,163,331
1,32,ZACATECAS,14,TLALTENANGO,47,TEUL DE GONZALEZ ,1476,1,11,48,1,0,45,0,4,2,0,0,,,0,0,0,0,0,0,0,0,,,,,,,111,0,5,116,170
1,32,ZACATECAS,14,TLALTENANGO,47,TEUL DE GONZALEZ ,1478,1,76,72,2,1,43,2,0,11,0,0,,,0,1,0,0,0,0,0,0,,,,,,,208,0,8,216,219
1,32,ZACATECAS,14,TLALTENANGO,47,TEUL DE GONZALEZ ,1479,1,73,37,0,0,15,0,0,4,0,0,,,1,0,0,0,0,0,0,0,,,,,,,130,0,1,131,274
1,32,ZACATECAS,14,TLALTENANGO,47,TEUL DE GONZALEZ ,1480,1,18,30,4,3,14,4,2,41,1,0,,,1,0,0,0,2,0,0,0,,,,,,,120,0,6,126,287
1,32,ZACATECAS,14,TLALTENANGO,47,TEUL DE GONZALEZ ,1481,1,15,47,0,3,24,2,3,54,0,2,,,0,0,0,0,1,0,0,0,,,,,,,151,0,10,161,159
1,32,ZACATECAS,14,TLALTENANGO,47,TEUL DE GONZALEZ ,1484,1,17,20,3,0,13,0,0,45,0,0,,,0,0,0,0,0,0,0,0,,,,,,,98,0,1,99,145
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1485,2,209,190,6,5,6,0,3,55,4,4,2,0,4,4,0,0,1,0,0,0,,,,,,,493,1,21,515,816
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1486,2,329,358,9,12,6,7,3,98,4,6,1,3,7,3,1,0,2,2,1,2,,,,,,,854,0,35,889,1424
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1487,1,220,161,7,4,2,0,1,28,4,6,0,0,5,1,0,0,0,0,0,0,,,,,,,439,1,15,455,743
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1488,1,60,52,2,0,0,1,0,10,0,1,0,0,2,1,1,0,0,0,0,0,,,,,,,130,0,2,132,217
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1489,1,202,174,4,4,4,1,3,29,2,4,0,0,1,4,1,0,0,1,0,0,,,,,,,434,0,18,452,699
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1490,1,130,143,3,3,1,3,0,34,4,1,0,0,5,7,0,0,0,0,0,0,,,,,,,334,0,9,343,531
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1491,1,165,112,3,0,0,3,1,44,0,1,0,0,2,1,1,0,2,2,0,0,,,,,,,337,0,7,344,537
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1492,1,201,127,10,3,4,2,2,48,1,1,0,0,5,0,0,0,3,0,1,0,,,,,,,408,0,16,424,701
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1493,2,267,219,5,3,3,7,0,44,3,1,0,1,6,5,1,0,3,1,0,0,,,,,,,569,0,18,587,838
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1494,2,151,125,8,6,6,2,3,50,1,6,0,0,4,1,0,0,0,0,0,1,,,,,,,364,1,6,371,449
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1495,2,199,189,5,13,17,1,4,83,8,5,0,0,5,5,1,0,1,2,0,1,,,,,,,539,0,21,560,882
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1496,1,133,117,2,9,1,2,7,38,3,1,0,1,2,2,0,0,1,0,0,0,,,,,,,319,0,11,330,500
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1497,2,414,253,7,11,6,1,4,114,10,5,0,0,6,4,0,0,4,0,0,0,,,,,,,839,0,28,867,1367
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1498,4,570,569,13,23,16,9,14,210,11,10,1,1,16,8,3,0,6,1,0,3,,,,,,,1484,0,47,1531,2365
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1499,2,291,237,7,20,8,6,11,91,4,3,0,2,4,2,1,0,4,3,0,0,,,,,,,694,0,22,716,1058
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1501,1,89,74,3,4,2,1,2,11,1,15,0,1,1,1,0,0,0,0,0,0,,,,,,,205,0,9,214,318
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1502,1,153,131,3,7,3,1,2,12,0,2,0,0,4,1,0,1,4,0,0,1,,,,,,,325,0,11,336,619
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1503,1,89,29,1,3,2,0,2,7,0,2,0,0,3,0,1,0,0,0,0,0,,,,,,,139,0,2,141,208
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1504,1,34,49,2,12,3,0,1,34,2,0,0,0,0,1,0,0,1,1,0,1,,,,,,,141,0,1,142,245
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1505,1,51,34,2,4,5,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,106,0,3,109,183
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1506,1,84,50,2,4,2,0,1,10,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,157,0,8,165,291
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1507,1,117,158,4,4,5,2,2,15,5,1,0,2,0,2,0,0,0,0,0,1,,,,,,,318,0,19,337,462
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1508,1,139,94,10,16,5,1,2,17,5,0,0,0,3,3,0,0,0,0,0,0,,,,,,,295,0,14,309,460
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1510,2,157,107,17,15,4,2,1,66,2,2,0,1,3,0,1,0,1,1,0,0,,,,,,,380,0,17,397,612
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1511,2,182,117,11,15,11,4,5,75,28,6,0,6,9,3,0,1,3,0,0,1,,,,,,,477,0,20,497,804
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1512,1,31,37,5,5,4,2,3,7,3,0,0,0,0,1,0,0,0,0,0,0,,,,,,,98,0,5,103,143
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1513,1,44,31,8,6,4,1,2,7,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,105,0,7,112,164
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1514,1,106,68,0,5,3,1,3,20,2,2,1,1,3,0,1,1,1,0,0,1,,,,,,,219,0,8,227,355
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1515,1,53,11,1,4,1,0,0,7,1,0,0,0,2,2,1,0,0,0,0,0,,,,,,,83,0,3,86,116
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1518,1,34,41,3,0,1,2,3,21,1,0,0,1,2,3,0,0,0,0,0,1,,,,,,,113,0,4,117,193
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1519,1,18,33,1,4,4,1,1,55,4,0,0,0,0,0,0,0,4,2,0,1,,,,,,,128,0,7,135,211
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1520,1,37,18,1,3,1,1,3,8,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,75,0,6,81,142
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1521,1,62,23,5,8,2,0,3,8,0,1,0,2,1,1,0,0,0,1,0,0,,,,,,,117,0,6,123,194
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1522,1,78,55,2,2,3,1,2,9,0,1,0,0,0,1,2,0,1,0,0,0,,,,,,,157,0,3,160,247
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1523,1,198,178,6,12,3,1,0,26,6,5,1,0,3,1,0,0,1,2,0,1,,,,,,,444,0,15,459,684
1,32,ZACATECAS,14,TLALTENANGO,48,TLALTENANGO ,1524,1,67,34,4,6,1,2,0,12,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,127,0,4,131,216
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1525,1,26,112,67,6,88,9,2,75,5,,2,0,2,0,0,1,1,1,0,0,,,,,,,397,0,14,411,629
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1526,2,16,154,114,12,88,11,10,156,0,,5,1,1,1,0,1,0,1,0,0,,,,,,,571,0,11,582,868
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1527,2,31,219,141,15,128,5,11,215,3,1,4,2,5,3,0,1,3,1,0,0,,,,,,,787,0,22,809,1208
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1528,1,38,70,59,8,62,18,2,82,0,1,4,2,1,3,0,2,0,1,0,0,,,,,,,352,0,13,365,648
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1529,1,15,102,17,4,54,6,3,62,1,,8,0,1,1,1,0,5,2,0,0,,,,,,,282,0,10,292,428
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1530,1,18,79,42,5,48,3,0,55,1,,11,0,2,3,0,0,0,0,0,1,,,,,,,268,0,7,275,436
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1531,2,36,207,100,10,110,4,7,159,7,,6,2,1,2,0,0,8,5,0,1,,,,,,,665,0,14,679,1034
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1532,1,24,97,46,4,69,6,4,119,7,,9,0,4,3,0,0,1,0,1,0,,,,,,,394,0,6,400,629
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1533,1,30,110,53,8,84,2,3,109,3,,8,0,5,2,0,1,2,0,0,0,,,,,,,420,0,6,426,687
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1534,2,36,130,92,8,88,6,7,143,12,,2,0,4,1,0,0,2,2,0,0,,,,,,,533,0,26,559,872
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1535,3,71,316,226,24,184,14,17,340,17,,12,3,11,10,0,0,7,1,1,0,,,,,,,1254,0,38,1292,2076
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1536,1,27,71,34,6,64,6,4,68,4,,5,2,2,0,0,1,2,1,0,1,,,,,,,298,0,5,303,497
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1537,1,8,55,27,2,32,1,2,35,4,,1,0,0,1,0,0,0,0,0,0,,,,,,,168,0,1,169,264
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1538,2,53,159,98,17,117,15,8,208,9,,9,0,5,7,0,1,4,3,0,3,,,,,,,716,0,33,749,1231
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1539,1,6,82,59,2,81,2,3,77,0,,0,0,0,6,0,0,1,0,0,0,,,,,,,319,0,20,339,505
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1540,1,5,37,33,0,55,0,1,30,0,,0,0,3,1,0,0,0,0,0,0,,,,,,,165,0,8,173,253
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1541,1,8,49,34,3,83,0,1,42,2,,3,0,3,1,1,0,1,0,0,0,,,,,,,231,0,6,237,362
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1542,1,6,18,16,5,18,0,1,10,0,,0,0,1,0,0,0,0,1,0,0,,,,,,,76,0,4,80,114
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1543,1,12,45,44,4,72,1,1,29,0,,1,1,1,3,0,0,0,1,0,0,,,,,,,215,0,13,228,343
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1544,1,14,10,59,3,7,3,2,38,0,,0,0,1,2,0,0,0,0,0,0,,,,,,,139,0,2,141,226
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1545,1,15,15,31,5,62,2,0,20,1,,0,1,1,1,0,0,1,0,0,0,,,,,,,155,0,3,158,268
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1546,1,14,12,90,1,12,3,0,34,1,,3,0,5,4,0,1,1,0,0,0,,,,,,,181,0,6,187,244
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1547,1,2,15,62,1,20,0,1,14,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,116,0,4,120,183
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1549,1,8,13,109,3,41,6,4,28,0,,1,1,0,0,0,0,0,0,0,0,,,,,,,214,0,9,223,344
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1550,1,4,7,20,1,37,0,2,9,1,,0,0,0,0,0,0,0,0,0,0,,,,,,,81,0,1,82,157
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1551,1,30,34,137,11,47,6,2,28,0,,0,0,8,0,0,9,0,0,0,0,,,,,,,312,0,17,329,491
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1552,1,8,37,46,2,10,3,3,20,0,,0,1,0,0,0,0,0,0,0,0,,,,,,,130,0,4,134,203
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1553,1,5,57,22,5,48,2,1,36,1,,1,0,1,1,0,0,1,0,0,5,,,,,,,186,0,5,191,303
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1555,1,26,39,38,7,72,4,0,16,0,,1,0,0,0,0,0,1,0,0,0,,,,,,,204,0,4,208,328
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1557,1,8,55,31,10,41,2,0,71,2,,1,0,2,0,0,0,1,0,0,1,,,,,,,225,0,9,234,380
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1558,1,13,43,13,2,23,1,2,49,1,,1,0,0,2,0,0,0,0,0,0,,,,,,,150,0,7,157,262
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1559,1,10,197,46,10,73,3,3,123,5,,2,1,1,3,0,1,2,1,0,4,,,,,,,485,4,16,505,697
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1560,1,3,111,27,7,32,2,2,80,3,,2,0,0,1,0,0,3,1,0,0,,,,,,,274,0,7,281,407
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1561,1,14,39,155,7,38,5,3,75,2,,0,0,8,6,0,1,3,3,0,1,,,,,,,360,0,8,368,477
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1562,1,20,41,152,5,69,3,3,23,2,,3,0,5,9,0,0,0,0,0,0,,,,,,,335,0,9,344,479
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1563,1,51,58,128,4,94,4,3,56,0,,1,2,2,5,0,0,0,1,0,0,,,,,,,409,0,12,421,626
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1564,1,12,21,45,1,41,3,1,37,0,,0,0,5,4,0,0,2,2,1,0,,,,,,,175,0,5,180,322
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1566,1,11,40,15,3,7,3,0,19,0,,0,0,0,1,0,0,0,0,0,0,,,,,,,99,0,8,107,164
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1567,1,14,17,24,5,26,1,0,18,1,,0,0,1,1,0,0,0,2,0,0,,,,,,,110,0,3,113,164
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1568,1,5,25,15,1,12,0,1,12,2,,1,1,0,3,0,1,0,0,0,0,,,,,,,79,0,1,80,109
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1569,1,31,34,27,7,39,1,4,67,0,,2,0,0,2,2,0,1,1,0,0,,,,,,,218,0,10,228,385
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1570,1,17,29,14,5,28,2,2,26,6,,2,0,1,0,0,0,1,1,0,0,,,,,,,134,0,7,141,223
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1571,1,21,29,57,10,16,1,2,18,1,,1,0,3,3,0,0,2,2,0,0,,,,,,,166,0,7,173,223
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1573,1,25,19,47,4,42,1,3,25,0,,0,0,2,0,0,0,0,0,0,0,,,,,,,168,0,3,171,365
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1575,1,0,24,10,7,20,1,2,23,0,,1,0,0,0,0,0,0,0,0,0,,,,,,,88,0,2,90,218
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1576,1,23,27,36,6,19,1,1,24,1,,2,0,3,6,0,0,2,0,0,0,,,,,,,151,0,3,154,241
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1577,1,4,39,68,8,8,0,1,79,4,,4,1,3,3,0,0,7,0,0,2,,,,,,,231,0,11,242,399
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1578,1,22,36,186,5,56,1,4,28,3,,4,0,5,3,0,1,0,0,0,0,,,,,,,354,0,11,365,585
1,32,ZACATECAS,7,FRESNILLO,49,VALPARAISO,1579,1,5,15,16,5,34,0,1,8,0,,0,0,2,1,0,0,0,0,0,0,,,,,,,87,0,1,88,155
