municipality,section,PAN,PRI,PRD,PartCardenista,PT,total,uniqueid,valid,year,month,PVEM,listanominal,turnout,PRD_PT_PC_PVEM_PAS_PSN,PRI_PVEM,PC,PANAL,PAS,PRD_PT,PRD_PT_PC,PRD_PC,PAN_PRI,PAN_PRI_PVEM,PAN_PVEM,PAN_PVEM_PANAL,PAN_PANAL,PRI_PVEM_PANAL,PAN_PRI_PVEM_PANAL,PAN_PRI_PANAL,PRI_PRD_PVEM_PC_PANAL,PT_PC,PRD_PT_PMC,MC,MORENA,PES,PAN_PRD_MC,PAN_MC,PAN_PRD,PRD_MC,PRD_PVEM,PT_MORENA,CI_1,CI_2,PH,PRD_PT_PANAL,PRD_PT_PANAL_PES,PRD_PANAL,PRD_PANAL_PES,PT_PANAL_PH,PAN_PH,PAN_PRD_PT,PRD_PES,PRD_PT_PES,PT_PES_PH,PT_PES,PRD_PT_PANAL_PH,PRD_PT_PH,PT_MC,PT_PH,PAN_PT,PAN_PRI_PRD_PANAL_PH_PES,PAN_PRD_PT_PANAL_PES,PAN_PRD_PT_PANAL_PH,PAN_PRD_PANAL,PRI_PT_PVEM
NOCUPETARO,1344,0,0,0,NA,0,484,16057,473,2015,June,0,620,0.780645132064819,NA,123,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,NA,NA
NOCUPETARO,1338,0,0,0,NA,0,1190,16057,1171,2015,June,0,1601,0.743285417556763,NA,587,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,0,NA,NA
NOCUPETARO,1341,0,0,0,NA,0,208,16057,207,2015,June,0,261,0.796934843063354,NA,90,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,NA,NA
NUEVO PARANGARICUTIRO,1359,14,0,0,NA,0,127,16058,126,2015,June,0,193,0.658031105995178,NA,53,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,NA,NA
NUEVO PARANGARICUTIRO,1355,24,0,0,NA,0,331,16058,324,2015,June,0,566,0.58480566740036,NA,66,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,NA,NA
NUEVO PARANGARICUTIRO,1354,105,0,0,NA,0,1452,16058,1430,2015,June,0,2175,0.667586207389832,NA,751,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,517,0,0,0,0,0,0,0,NA,NA
NUEVO PARANGARICUTIRO,1356,48,0,0,NA,0,525,16058,511,2015,June,0,813,0.645756483078003,NA,118,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,NA,NA
NUEVO PARANGARICUTIRO,1358,3,0,0,NA,0,82,16058,82,2015,June,0,110,0.745454549789429,NA,46,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,NA,NA
NUEVO PARANGARICUTIRO,1353,101,0,0,NA,0,1568,16058,1551,2015,June,0,2256,0.695035457611084,NA,681,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,752,0,0,0,0,0,0,0,NA,NA
NUEVO PARANGARICUTIRO,1357,27,0,0,NA,0,464,16058,455,2015,June,0,721,0.643550634384155,NA,66,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,NA,NA
NUEVO PARANGARICUTIRO,1350,50,0,0,NA,0,1131,16058,1119,2015,June,0,1543,0.732987701892853,NA,631,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,NA,NA
NUEVO PARANGARICUTIRO,1352,73,0,0,NA,0,1278,16058,1261,2015,June,0,1696,0.753537714481354,NA,852,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,NA,NA
NUEVO PARANGARICUTIRO,1349,107,0,0,NA,0,1049,16058,1032,2015,June,0,1575,0.666031718254089,NA,493,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0,0,0,NA,NA
NUEVO PARANGARICUTIRO,1351,55,0,0,NA,0,999,16058,978,2015,June,0,1346,0.742199122905731,NA,593,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,NA,NA
NUEVO URECHO,1366,0,207,177,NA,2,402,16059,394,2015,June,5,505,0.796039581298828,NA,0,NA,3,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
NUEVO URECHO,1363,0,142,262,NA,10,442,16059,435,2015,June,8,610,0.724590182304382,NA,0,NA,13,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
NUEVO URECHO,1360,0,676,536,NA,29,1299,16059,1260,2015,June,13,1742,0.745694577693939,NA,0,NA,6,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
NUEVO URECHO,1362,0,75,240,NA,7,344,16059,336,2015,June,10,451,0.762749433517456,NA,0,NA,4,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
NUEVO URECHO,1361,0,313,223,NA,0,559,16059,550,2015,June,7,730,0.765753448009491,NA,0,NA,7,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
NUEVO URECHO,1368,0,43,51,NA,1,98,16059,98,2015,June,1,148,0.662162184715271,NA,0,NA,2,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
NUEVO URECHO,1364,0,298,284,NA,6,625,16059,613,2015,June,22,964,0.648340225219727,NA,0,NA,3,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
NUEVO URECHO,1365,0,108,97,NA,0,211,16059,209,2015,June,3,270,0.781481504440308,NA,0,NA,1,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
NUEVO URECHO,1367,0,140,106,NA,11,269,16059,267,2015,June,8,357,0.753501415252686,NA,0,NA,2,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
NUMARAN,1373,597,0,0,NA,0,1182,16060,1146,2015,June,0,2292,0.515706777572632,NA,358,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,NA,0,0,NA,NA,NA,0,NA,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
NUMARAN,1371,53,0,0,NA,0,89,16060,85,2015,June,0,193,0.461139887571335,NA,14,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,0,NA,NA,NA,0,NA,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
NUMARAN,1369,671,0,0,NA,0,1239,16060,1224,2015,June,0,1705,0.726686239242554,NA,319,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,NA,0,0,NA,NA,NA,0,NA,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
NUMARAN,1372,106,0,0,NA,0,193,16060,188,2015,June,0,343,0.562682211399078,NA,67,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
NUMARAN,1375,165,0,0,NA,0,367,16060,357,2015,June,0,542,0.677121758460999,NA,163,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,0,NA,NA,NA,0,NA,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
NUMARAN,1374,198,0,0,NA,0,299,16060,293,2015,June,0,472,0.633474588394165,NA,62,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,0,NA,NA,NA,0,NA,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
NUMARAN,1376,223,0,0,NA,0,501,16060,498,2015,June,0,650,0.770769238471985,NA,209,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,NA,0,0,NA,NA,NA,0,NA,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
NUMARAN,1377,271,0,0,NA,0,518,16060,508,2015,June,0,673,0.769687950611115,NA,193,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,NA,0,0,NA,NA,NA,0,NA,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
NUMARAN,1370,888,0,0,NA,0,1528,16060,1507,2015,June,0,2261,0.675807178020477,NA,459,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,0,NA,0,0,NA,NA,NA,0,NA,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
OCAMPO,1379,143,158,0,NA,263,1135,16061,1108,2015,June,474,1478,0.76792961359024,NA,0,NA,7,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,NA,NA
OCAMPO,1383,117,185,0,NA,257,1041,16061,1019,2015,June,365,1307,0.796480476856232,NA,0,NA,17,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,NA,NA
OCAMPO,1381,160,89,0,NA,246,952,16061,898,2015,June,312,1274,0.747252762317657,NA,0,NA,10,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,NA,NA
OCAMPO,1378,178,102,0,NA,207,882,16061,848,2015,June,321,1117,0.789615035057068,NA,0,NA,5,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,NA,NA
OCAMPO,1387,47,76,0,NA,206,721,16061,693,2015,June,314,987,0.73049646615982,NA,0,NA,3,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,NA,NA
OCAMPO,1388,53,115,0,NA,378,1215,16061,1172,2015,June,576,1542,0.787937760353088,NA,0,NA,2,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,NA,NA
OCAMPO,1385,72,304,0,NA,442,1366,16061,1309,2015,June,388,2111,0.647086679935455,NA,0,NA,2,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,NA,NA
OCAMPO,1384,104,219,0,NA,342,1296,16061,1247,2015,June,502,1838,0.705114245414734,NA,0,NA,23,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,NA,NA
OCAMPO,1380,71,65,0,NA,113,468,16061,440,2015,June,110,619,0.756058156490326,NA,0,NA,1,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,NA,NA
OCAMPO,1386,30,313,0,NA,401,1228,16061,1171,2015,June,365,1648,0.745145618915558,NA,0,NA,4,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,NA,NA
OCAMPO,1382,26,35,0,NA,79,256,16061,248,2015,June,87,337,0.759643912315369,NA,0,NA,1,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PAJACUARAN,1405,17,75,0,NA,0,590,16062,569,2015,June,60,848,0.695754706859589,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PAJACUARAN,1406,66,44,0,NA,0,354,16062,343,2015,June,61,533,0.664165079593658,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PAJACUARAN,1391,51,192,0,NA,0,877,16062,863,2015,June,65,1270,0.690551161766052,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PAJACUARAN,1399,86,63,0,NA,0,330,16062,325,2015,June,31,621,0.531400978565216,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PAJACUARAN,1393,48,122,0,NA,0,584,16062,572,2015,June,51,780,0.748717963695526,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PAJACUARAN,1394,75,169,0,NA,0,817,16062,790,2015,June,105,1160,0.704310357570648,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PAJACUARAN,1389,44,123,0,NA,0,651,16062,641,2015,June,67,891,0.730639755725861,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PAJACUARAN,1395,44,187,0,NA,0,686,16062,679,2015,June,55,943,0.727465510368347,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PAJACUARAN,1402,44,42,0,NA,0,452,16062,447,2015,June,34,735,0.614965975284576,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PAJACUARAN,1398,52,79,0,NA,0,314,16062,307,2015,June,64,590,0.532203376293182,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PAJACUARAN,1390,46,94,0,NA,0,611,16062,597,2015,June,53,863,0.707995355129242,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PAJACUARAN,1396,26,221,0,NA,0,765,16062,736,2015,June,52,1055,0.72511845827102706,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PAJACUARAN,1403,21,54,0,NA,0,307,16062,296,2015,June,53,521,0.589251458644867,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PAJACUARAN,1404,19,83,0,NA,0,556,16062,540,2015,June,146,947,0.587117195129395,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PAJACUARAN,1397,56,123,0,NA,0,305,16062,296,2015,June,49,583,0.523156106472015,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PAJACUARAN,1400,66,134,0,NA,0,427,16062,420,2015,June,88,738,0.57859081029892,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PAJACUARAN,1392,37,92,0,NA,0,573,16062,560,2015,June,117,812,0.705665051937103,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PAJACUARAN,1401,47,75,0,NA,0,531,16062,519,2015,June,27,840,0.632142841815948,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PANINDICUARO,1416,0,0,0,NA,0,85,16063,84,2015,June,0,214,0.397196263074875,NA,24,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,0,NA,0,0,NA,NA,NA,0,NA,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PANINDICUARO,1411,0,0,0,NA,0,534,16063,525,2015,June,0,781,0.683738768100739,NA,309,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,NA,0,0,NA,NA,NA,0,NA,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PANINDICUARO,1407,0,0,0,NA,0,174,16063,169,2015,June,0,259,0.671814680099487,NA,89,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,0,NA,NA,NA,0,NA,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PANINDICUARO,1423,0,0,0,NA,0,374,16063,371,2015,June,0,513,0.729044854640961,NA,197,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,NA,0,0,NA,NA,NA,0,NA,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PANINDICUARO,1421,0,0,0,NA,0,1011,16063,995,2015,June,0,1536,0.658203125,NA,426,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,0,NA,0,0,NA,NA,NA,0,NA,0,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PANINDICUARO,1420,0,0,0,NA,0,250,16063,247,2015,June,0,400,0.625,NA,100,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,NA,0,0,NA,NA,NA,0,NA,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PANINDICUARO,1424,0,0,0,NA,0,566,16063,558,2015,June,0,937,0.604055523872375,NA,220,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,NA,0,0,NA,NA,NA,0,NA,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PANINDICUARO,1413,0,0,0,NA,0,686,16063,674,2015,June,0,1066,0.643527209758759,NA,357,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,0,NA,0,0,NA,NA,NA,0,NA,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PANINDICUARO,1425,0,0,0,NA,0,409,16063,391,2015,June,0,872,0.46903669834137,NA,125,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,NA,0,0,NA,NA,NA,0,NA,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PANINDICUARO,1414,0,0,0,NA,0,411,16063,406,2015,June,0,736,0.558423936367035,NA,241,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,NA,0,0,NA,NA,NA,0,NA,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PANINDICUARO,1422,0,0,0,NA,0,261,16063,252,2015,June,0,389,0.670951128005981,NA,136,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,NA,0,0,NA,NA,NA,0,NA,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PANINDICUARO,1412,0,0,0,NA,0,568,16063,561,2015,June,0,882,0.643990933895111,NA,302,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,NA,0,0,NA,NA,NA,0,NA,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PANINDICUARO,1417,0,0,0,NA,0,737,16063,719,2015,June,0,1218,0.605090320110321,NA,235,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,0,NA,0,0,NA,NA,NA,0,NA,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PANINDICUARO,1410,0,0,0,NA,0,481,16063,473,2015,June,0,656,0.733231723308563,NA,329,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,NA,0,0,NA,NA,NA,0,NA,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
PANINDICUARO,1419,0,0,0,NA,0,419,16063,409,2015,June,0,676,0.61982250213623,NA,246,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,0,NA,0,0,NA,NA,NA,0,NA,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
