SECCION,TIPO,MUNICIPIO,PAN,PRI,PPS,PRD,PFCRN,PARM,PDM,PT,PVEM
943,N,Cajeme,278,584,2,153,5,4,0,13,11
944,N,Cajeme,152,295,6,109,7,2,1,7,5
945,N,Cajeme,107,289,0,81,0,0,0,0,2
946,N,Cajeme,160,398,1,102,3,1,0,5,10
947,N,Cajeme,282,483,1,188,2,4,1,10,12
948,N,Cajeme,196,444,2,150,3,3,1,5,3
949,N,Cajeme,307,588,7,203,3,2,1,18,3
950,N,Cajeme,210,351,1,86,2,2,2,13,11
951,N,Cajeme,264,535,2,145,3,0,0,9,10
952,N,Cajeme,81,216,1,64,6,2,1,3,0
953,N,Cajeme,77,137,0,31,0,0,2,1,0
954,N,Cajeme,115,276,0,84,0,1,0,2,4
955,N,Cajeme,39,159,3,49,0,0,1,5,0
956,N,Cajeme,108,260,0,113,3,3,2,6,0
957,N,Cajeme,222,249,0,105,4,1,3,8,3
958,N,Cajeme,220,345,1,102,0,1,1,5,0
959,N,Cajeme,208,387,4,80,1,1,0,0,3
960,N,Cajeme,138,268,2,171,4,0,0,6,1
961,N,Cajeme,236,299,2,99,3,3,0,5,0
962,N,Cajeme,87,176,1,80,0,0,0,1,0
963,N,Cajeme,19,115,31,70,2,2,0,3,0
964,N,Cajeme,56,266,3,442,1,0,0,28,0
965,N,Cajeme,22,222,0,273,0,1,0,27,0
966,N,Cajeme,281,586,10,328,7,1,1,14,2
967,N,Cajeme,163,274,4,75,0,1,3,10,3
968,N,Cajeme,161,390,1,65,2,2,0,5,0
969,N,Cajeme,123,325,2,112,0,1,1,14,7
970,N,Cajeme,129,298,4,106,1,1,0,12,3
971,N,Cajeme,109,325,3,322,2,4,0,7,2
972,N,Cajeme,0,0,0,0,0,0,0,0,0
973,N,Cajeme,98,354,1,297,8,2,0,8,0
974,N,Cajeme,44,334,2,259,3,5,0,10,0
975,N,Cajeme,137,468,2,253,6,4,0,14,6
976,N,Cajeme,137,379,8,250,16,3,0,11,3
977,N,Cajeme,98,376,3,372,6,2,0,8,3
978,N,Cajeme,92,379,6,304,3,1,0,8,2
979,N,Cajeme,111,354,3,226,4,3,0,10,1
980,N,Cajeme,109,345,1,257,2,3,0,11,2
981,N,Cajeme,88,272,2,136,2,1,0,2,3
982,N,Cajeme,61,154,2,86,0,2,0,4,1
983,N,Cajeme,78,438,1,262,2,1,0,9,4
984,N,Cajeme,33,196,6,143,0,0,1,0,5
985,N,Cajeme,25,205,0,167,0,1,1,6,0
986,N,Cajeme,39,393,1,162,6,2,0,6,1
987,N,Cajeme,41,405,3,205,5,0,0,8,1
988,N,Cajeme,14,141,0,15,0,0,0,0,0
989,N,Cajeme,52,208,0,60,1,1,0,1,0
990,N,Cajeme,36,151,1,20,0,3,0,1,3
991,N,Cajeme,103,455,4,452,16,7,0,8,1
992,N,Empalme,176,208,1,114,4,0,0,0,0
993,N,Empalme,208,218,0,136,6,0,0,0,0
994,N,Empalme,253,265,2,183,1,0,0,0,0
995,N,Empalme,212,306,6,150,15,0,0,0,0
996,N,Empalme,168,334,3,273,1,0,0,0,0
997,N,Empalme,138,155,0,150,2,0,0,0,0
998,N,Empalme,297,346,2,199,17,0,0,0,0
999,N,Empalme,183,322,1,184,2,0,0,0,0
1000,N,Empalme,315,399,1,202,4,0,0,0,0
1001,N,Empalme,279,384,4,213,0,0,0,0,0
1002,N,Empalme,141,267,2,231,1,0,0,0,0
1003,N,Empalme,178,326,5,132,2,0,0,0,0
1004,N,Empalme,294,409,1,157,3,0,0,0,0
1005,N,Empalme,93,150,1,53,2,0,0,0,0
1006,N,Empalme,259,234,0,125,15,0,0,0,0
1007,N,Empalme,144,446,3,186,0,0,0,0,0
1008,N,Empalme,110,391,4,81,7,0,0,0,0
1009,N,Empalme,139,318,6,234,3,0,0,0,0
1010,N,Empalme,187,570,2,122,2,0,0,0,0
1011,N,Empalme,163,527,1,93,0,0,0,0,0
1012,N,Empalme,246,294,1,58,3,0,0,0,0
1013,N,Empalme,239,378,1,180,2,0,0,0,0
1014,N,Empalme,300,396,3,200,3,0,0,0,0
1015,E,Empalme,107,66,2,48,2,0,0,0,0
1015,N,Empalme,292,291,4,73,9,0,0,0,0
1016,N,Empalme,55,166,2,159,4,0,0,0,0
1017,N,Empalme,377,275,5,170,9,0,0,0,0
1018,N,Empalme,63,252,2,85,2,0,0,0,0
1019,N,Empalme,86,146,3,44,2,0,0,0,0
1020,E,Empalme,75,124,0,38,1,0,0,0,0
1020,N,Empalme,144,133,3,70,0,0,0,0,0
1021,N,Empalme,118,242,0,72,14,0,0,0,0
1022,N,Guaymas,246,515,3,111,2,1,1,14,4
1023,N,Guaymas,207,305,1,143,0,3,2,14,3
1024,N,Guaymas,146,487,0,57,0,2,2,4,2
1025,N,Guaymas,121,245,0,100,2,0,0,6,5
1026,N,Guaymas,242,338,1,79,0,2,0,20,3
1027,N,Guaymas,224,455,0,137,2,2,1,16,1
1028,N,Guaymas,247,433,5,95,3,5,2,14,5
1029,N,Guaymas,349,420,4,146,2,7,1,16,5
1030,N,Guaymas,0,0,0,0,0,0,0,0,0
1031,N,Guaymas,222,323,4,117,0,0,6,25,2
1032,N,Guaymas,183,324,0,106,0,4,3,20,2
1033,N,Guaymas,42,65,0,37,0,3,0,5,1
1034,E,Guaymas,261,352,2,178,0,0,51,9,3
1034,N,Guaymas,29,55,1,30,0,0,1,5,2
1035,N,Guaymas,374,314,2,150,1,10,1,38,2
1036,N,Guaymas,286,273,2,155,4,7,0,18,1
1037,N,Guaymas,190,230,5,138,1,1,2,12,3
1038,N,Guaymas,237,248,5,178,2,4,1,47,1
1039,N,Guaymas,319,410,0,173,1,10,0,17,6
1040,N,Guaymas,222,409,1,152,0,2,0,16,3
1041,N,Guaymas,69,356,0,42,0,1,0,8,2
1042,N,Guaymas,50,90,5,30,0,0,0,5,5
1043,N,Guaymas,157,347,0,121,0,0,1,21,5
1044,N,Guaymas,191,487,1,122,0,1,2,27,3
1045,N,Guaymas,195,421,3,188,0,1,3,11,3
1046,N,Guaymas,149,298,3,134,3,2,6,13,1
1047,N,Guaymas,422,432,1,151,1,3,4,25,6
1048,N,Guaymas,350,583,3,189,5,1,0,13,6
1049,N,Guaymas,140,342,3,115,0,4,0,10,4
1050,N,Guaymas,181,285,2,84,0,1,1,10,0
1051,N,Guaymas,434,436,0,211,0,4,0,29,6
1052,N,Guaymas,88,267,1,66,0,0,0,1,1
1053,N,Guaymas,141,283,0,160,5,5,0,7,7
1054,N,Guaymas,260,395,1,144,3,2,0,9,1
1055,N,Guaymas,162,266,0,93,3,4,0,5,4
1056,N,Guaymas,297,390,0,123,1,1,10,18,8
1057,N,Guaymas,171,224,3,74,0,2,1,12,4
1058,N,Guaymas,48,233,0,20,0,0,0,4,4
1059,N,Guaymas,263,325,3,91,2,1,8,16,0
1060,N,Guaymas,180,218,0,118,1,1,1,8,4
1061,N,Guaymas,232,311,3,116,4,3,0,12,1
1062,N,Guaymas,203,439,1,146,3,2,1,14,0
1063,N,Guaymas,97,269,1,67,0,0,1,6,2
1064,N,Guaymas,212,423,4,175,3,5,0,7,0
1065,N,Guaymas,129,384,1,128,2,5,0,39,0
1066,N,Guaymas,193,488,7,161,4,4,0,22,2
1067,N,Guaymas,288,474,5,166,4,0,0,8,7
1068,N,Guaymas,249,388,13,173,2,3,2,20,6
1069,N,Guaymas,278,436,8,126,3,1,0,15,13
1070,N,Guaymas,232,420,7,162,2,2,2,21,10
1071,N,Guaymas,254,411,2,185,1,6,2,12,5
1072,N,Guaymas,239,401,5,108,1,0,2,16,31
1073,N,Guaymas,241,459,4,153,4,3,1,18,16
1074,N,Guaymas,89,169,1,33,1,0,1,7,2
1075,N,Guaymas,220,326,12,98,1,2,0,18,3
1076,N,Guaymas,226,359,13,168,2,5,1,16,0
1077,N,Guaymas,8,38,0,7,0,0,0,3,1
1078,N,Guaymas,96,201,3,66,0,5,0,17,5
1079,N,Guaymas,63,135,0,59,1,0,1,2,0
1080,N,Guaymas,160,308,1,105,1,2,4,17,4
1081,N,Guaymas,146,271,0,94,1,1,0,16,1
1082,E,Guaymas,148,290,1,51,0,1,0,8,1
1082,N,Guaymas,43,43,2,2,0,2,0,2,0
1083,N,Guaymas,132,460,4,62,0,2,3,2,2
1084,N,Guaymas,102,377,3,174,2,1,0,7,0
1085,N,Guaymas,85,338,3,18,0,0,1,6,0
1086,N,Guaymas,14,62,0,4,0,0,0,0,0
1087,N,Guaymas,37,177,0,34,0,6,0,2,0
1088,N,Guaymas,64,127,0,50,0,4,0,3,2
1089,E,Guaymas,48,320,2,114,2,1,0,6,0
1089,N,Guaymas,15,142,0,22,0,1,0,3,0
1090,N,Guaymas,217,494,3,91,0,4,2,18,1
1091,N,Guaymas,84,299,2,93,0,0,0,4,2
1092,N,Guaymas,74,173,1,124,13,1,0,10,0
1093,N,Guaymas,191,475,0,270,12,2,0,20,2
1094,N,Guaymas,142,386,3,216,14,0,2,16,4
1095,N,Guaymas,126,225,0,213,33,6,0,14,3
1096,N,Guaymas,112,257,1,117,14,2,0,11,3
1097,N,Guaymas,54,248,2,295,8,3,1,5,0
1098,N,Guaymas,77,388,1,461,4,3,0,12,2
1099,N,Guaymas,4,40,0,216,1,1,0,0,0
1100,N,Guaymas,31,272,1,153,4,5,0,4,0
1101,N,Guaymas,14,113,4,133,1,1,0,9,0
1102,N,Guaymas,78,338,1,329,3,4,0,10,3
1103,N,Guaymas,63,262,4,292,5,2,3,5,2
1104,N,Guaymas,52,319,2,224,0,1,1,8,1
1105,N,Guaymas,100,434,3,308,5,4,0,14,1
1106,E,Guaymas,14,57,1,66,1,0,0,2,0
1106,E,Guaymas,11,103,1,86,3,0,0,1,1
1106,E,Guaymas,8,59,1,60,0,1,0,2,0
1106,N,Guaymas,27,138,2,61,0,0,0,4,3
1107,N,Guaymas,100,507,1,271,3,3,1,15,1
1108,E,Guaymas,70,191,0,68,0,2,0,4,2
1108,N,Guaymas,25,50,1,98,0,0,0,1,1
1109,N,Alamos,681,488,0,14,0,0,0,0,0
1110,N,Alamos,444,356,0,32,0,0,0,0,0
1111,N,Alamos,390,338,0,5,0,0,0,0,0
1112,N,Alamos,312,366,0,11,0,0,0,0,0
1113,N,Alamos,5,220,0,0,0,0,0,0,0
1114,N,Alamos,8,47,0,1,0,0,0,0,0
1115,N,Alamos,81,204,0,35,0,0,0,0,0
1116,N,Alamos,41,75,0,8,0,0,0,0,0
1117,N,Alamos,101,41,0,1,0,0,0,0,0
1118,N,Alamos,113,118,0,2,0,0,0,0,0
1119,N,Alamos,24,38,0,1,0,0,0,0,0
1120,N,Alamos,46,64,0,2,0,0,0,0,0
1121,N,Alamos,62,126,0,1,0,0,0,0,0
1122,N,Alamos,126,181,0,9,0,0,0,0,0
1123,N,Alamos,57,243,0,7,0,0,0,0,0
1124,N,Alamos,106,472,0,35,0,0,0,0,0
1125,N,Alamos,97,214,0,3,0,0,0,0,0
1126,N,Alamos,45,12,0,0,0,0,0,0,0
1127,N,Alamos,37,33,0,2,0,0,0,0,0
1128,N,Alamos,99,28,0,15,0,0,0,0,0
1129,N,Alamos,12,7,0,54,0,0,0,0,0
1130,N,Alamos,151,242,0,189,0,0,0,0,0
1131,N,Alamos,121,99,0,81,0,0,0,0,0
1132,N,Alamos,102,68,0,15,0,0,0,0,0
1133,N,Alamos,50,178,0,115,0,0,0,0,0
1134,N,Alamos,114,211,0,15,0,0,0,0,0
1135,N,Alamos,102,215,0,14,0,0,0,0,0
1136,N,Alamos,50,51,0,31,0,0,0,0,0
1137,N,Alamos,55,218,0,91,0,0,0,0,0
1138,N,Etchojoa,12,341,0,292,10,0,0,4,0
1139,N,Etchojoa,13,304,0,285,1,0,0,16,0
1140,N,Etchojoa,13,482,0,447,2,0,0,4,0
1141,N,Etchojoa,13,297,0,275,1,0,0,8,0
1142,N,Etchojoa,34,244,0,312,1,0,0,26,0
1143,N,Etchojoa,9,123,0,151,0,0,0,1,0
1144,N,Etchojoa,11,70,0,48,0,0,0,3,0
1145,N,Etchojoa,22,238,0,334,1,0,0,2,0
1146,N,Etchojoa,137,161,0,159,2,0,0,12,0
1147,N,Etchojoa,6,208,0,626,1,0,0,12,0
1148,N,Etchojoa,8,386,0,346,2,0,0,38,0
1149,N,Etchojoa,47,332,0,483,0,0,0,16,0
1150,N,Etchojoa,52,415,0,554,1,0,0,41,0
1151,N,Etchojoa,48,359,0,411,5,0,0,10,0
1152,N,Etchojoa,7,251,0,458,2,0,0,20,0
1153,E,Etchojoa,1,124,0,32,0,0,0,0,0
1153,N,Etchojoa,1,155,0,126,0,0,0,1,0
1154,N,Etchojoa,21,195,0,294,0,0,0,4,0
1155,N,Etchojoa,22,296,0,284,1,0,0,24,0
1156,N,Etchojoa,15,377,0,391,0,0,0,6,0
1157,N,Etchojoa,14,128,0,143,1,0,0,14,0
1158,N,Etchojoa,3,270,0,344,6,0,0,3,0
1159,N,Etchojoa,8,327,0,436,0,0,0,2,0
1160,N,Etchojoa,7,242,0,237,3,0,0,5,0
1161,N,Etchojoa,61,212,0,263,1,0,0,1,0
1162,N,Etchojoa,4,196,0,333,1,0,0,4,0
1163,N,Etchojoa,10,182,0,416,24,0,0,11,0
1164,N,Etchojoa,1,179,0,116,0,0,0,1,0
1165,N,Etchojoa,13,324,0,403,3,0,0,8,0
1166,N,Etchojoa,23,314,0,298,4,0,0,20,0
1167,N,Etchojoa,14,276,0,282,0,0,0,3,0
1168,N,Etchojoa,15,315,0,588,0,0,0,0,0
1169,N,Etchojoa,13,132,0,161,0,0,0,0,0
1170,N,Etchojoa,78,394,0,327,0,0,0,2,0
1171,N,Etchojoa,53,326,0,289,0,0,0,4,0
1172,N,Etchojoa,29,187,0,212,0,0,0,1,0
1173,N,Etchojoa,20,159,0,184,0,0,0,1,0
1174,N,Etchojoa,39,436,0,597,0,0,0,11,0
1175,N,Etchojoa,12,65,0,140,0,0,0,0,0
1176,N,Etchojoa,4,223,0,268,4,0,0,9,0
1177,N,Etchojoa,4,40,0,54,0,0,0,0,0
1178,N,Etchojoa,27,476,0,651,5,0,0,4,0
1179,N,Etchojoa,9,191,0,170,2,0,0,5,0
1180,N,Etchojoa,0,180,0,249,10,0,0,21,0
1181,N,Etchojoa,9,491,0,331,9,0,0,1,0
1182,N,Etchojoa,8,270,0,350,13,0,0,10,0
1183,E,Etchojoa,2,100,0,115,0,0,0,2,0
1183,N,Etchojoa,8,320,0,257,31,0,0,7,0
1184,N,Etchojoa,9,376,0,590,2,0,0,10,0
1185,N,Etchojoa,49,199,0,221,0,0,0,0,0
1186,N,Etchojoa,8,226,0,367,6,0,0,13,0
1187,N,Etchojoa,10,302,0,375,0,0,0,7,0
1188,N,Etchojoa,5,262,0,357,0,0,0,4,0
1189,N,Huatabampo,234,412,0,102,1,0,0,0,0
1190,N,Huatabampo,212,594,1,347,2,0,0,0,0
1191,N,Huatabampo,133,456,0,170,3,0,0,0,0
1192,N,Huatabampo,226,572,0,139,1,0,0,0,0
1193,N,Huatabampo,139,542,0,90,6,0,0,0,0
1194,N,Huatabampo,126,595,3,97,4,0,0,0,0
1195,N,Huatabampo,138,409,16,259,8,0,0,0,0
1196,N,Huatabampo,75,236,2,41,0,0,0,0,0
1197,N,Huatabampo,176,638,1,121,5,0,0,0,0
1198,N,Huatabampo,78,503,1,52,0,0,0,0,0
1199,N,Huatabampo,245,711,0,147,11,0,0,0,0
1200,N,Huatabampo,73,217,1,72,8,0,0,0,0
1201,N,Huatabampo,179,509,0,177,11,0,0,0,0
1202,N,Huatabampo,148,328,3,149,3,0,0,0,0
1203,N,Huatabampo,152,559,11,264,17,0,0,0,0
1204,N,Huatabampo,73,174,3,193,1,0,0,0,0
1205,N,Huatabampo,64,435,1,143,0,0,0,0,0
1206,N,Huatabampo,32,223,2,232,6,0,0,0,0
1207,N,Huatabampo,43,288,1,193,1,0,0,0,0
1208,N,Huatabampo,25,231,3,329,0,0,0,0,0
1209,N,Huatabampo,4,253,0,562,0,0,0,0,0
1210,E,Huatabampo,27,103,1,153,1,0,0,0,0
1210,N,Huatabampo,35,117,3,55,1,0,0,0,0
1211,N,Huatabampo,114,537,7,320,5,0,0,0,0
1212,N,Huatabampo,119,497,1,362,0,0,0,0,0
1213,N,Huatabampo,75,385,4,560,12,0,0,0,0
1214,N,Huatabampo,22,150,0,61,0,0,0,0,0
1215,N,Huatabampo,91,477,6,295,87,0,0,0,0
1216,N,Huatabampo,59,260,3,576,98,0,0,0,0
1217,N,Huatabampo,33,473,5,562,30,0,0,0,0
1218,N,Huatabampo,164,409,10,402,63,0,0,0,0
1219,E,Huatabampo,14,108,0,11,0,0,0,0,0
1219,N,Huatabampo,20,191,0,152,1,0,0,0,0
1220,N,Huatabampo,130,487,6,123,54,0,0,0,0
1221,N,Huatabampo,164,465,3,85,51,0,0,0,0
1222,N,Huatabampo,46,277,3,120,0,0,0,0,0
1223,N,Huatabampo,13,247,2,23,1,0,0,0,0
1224,N,Huatabampo,66,329,38,186,1,0,0,0,0
1225,E,Huatabampo,65,170,2,71,7,0,0,0,0
1225,N,Huatabampo,76,186,11,204,3,0,0,0,0
1226,E,Huatabampo,11,131,4,158,0,0,0,0,0
1226,N,Huatabampo,65,251,4,117,1,0,0,0,0
1227,N,Huatabampo,14,105,6,135,3,0,0,0,0
1228,E,Huatabampo,24,100,4,37,0,0,0,0,0
1228,N,Huatabampo,94,584,2,88,4,0,0,0,0
1229,N,Huatabampo,110,352,2,144,5,0,0,0,0
1230,N,Navojoa,248,482,0,161,1,7,0,0,0
1231,N,Navojoa,195,290,0,100,0,10,0,0,0
1232,N,Navojoa,339,552,0,144,0,9,1,0,0
1233,N,Navojoa,310,352,0,50,0,11,0,0,0
1234,N,Navojoa,341,450,0,143,0,22,0,0,0
1235,N,Navojoa,140,370,0,151,5,8,0,0,0
1236,N,Navojoa,321,535,0,192,5,11,0,0,0
1237,N,Navojoa,124,342,0,130,2,13,0,0,0
1238,N,Navojoa,84,304,0,171,5,10,1,0,0
1239,N,Navojoa,175,557,0,301,4,41,0,0,0
1240,N,Navojoa,46,123,0,54,0,0,0,0,0
1241,N,Navojoa,67,150,0,97,3,0,0,0,0
1242,N,Navojoa,100,164,0,122,0,7,0,0,0
1243,N,Navojoa,218,419,0,221,3,20,4,0,0
1244,N,Navojoa,249,497,0,174,1,8,13,0,0
1245,N,Navojoa,209,315,0,139,0,7,14,0,0
1246,N,Navojoa,281,488,0,194,1,11,0,0,0
1247,N,Navojoa,410,571,0,163,4,22,0,0,0
1248,N,Navojoa,183,211,0,54,0,9,0,0,0
1249,N,Navojoa,186,441,0,196,2,14,1,0,0
1250,N,Navojoa,124,352,0,189,2,1,0,0,0
1251,N,Navojoa,185,431,0,269,0,4,3,0,0
1252,N,Navojoa,280,585,0,402,2,21,1,0,0
1253,N,Navojoa,280,478,0,269,4,6,2,0,0
1254,N,Navojoa,217,505,0,238,1,13,2,0,0
1255,N,Navojoa,210,345,0,108,0,18,3,0,0
1256,N,Navojoa,196,340,0,223,2,8,5,0,0
1257,N,Navojoa,308,536,0,286,3,10,6,0,0
1258,N,Navojoa,169,392,0,248,5,9,3,0,0
1259,N,Navojoa,91,283,0,187,1,2,1,0,0
1260,N,Navojoa,200,532,0,451,3,19,1,0,0
1261,N,Navojoa,134,324,0,225,0,52,0,0,0
1262,N,Navojoa,89,267,0,191,5,8,0,0,0
1263,N,Navojoa,296,522,0,409,4,16,9,0,0
1264,N,Navojoa,151,413,0,287,5,10,1,0,0
1265,N,Navojoa,203,543,0,296,2,12,5,0,0
1266,N,Navojoa,170,378,0,236,3,29,2,0,0
1267,N,Navojoa,68,215,0,126,2,4,0,0,0
1268,N,Navojoa,208,432,0,227,0,10,3,0,0
1269,N,Navojoa,172,487,0,314,0,10,0,0,0
1270,N,Navojoa,86,621,0,71,3,3,0,0,0
1271,N,Navojoa,26,547,0,25,0,2,0,0,0
1272,E,Navojoa,2,48,0,49,0,4,6,0,0
1272,N,Navojoa,19,149,0,63,3,8,0,0,0
1273,N,Navojoa,17,159,0,89,0,2,2,0,0
1274,N,Navojoa,16,125,0,47,0,0,0,0,0
1275,N,Navojoa,22,378,0,55,3,1,1,0,0
1276,N,Navojoa,33,403,0,171,0,2,0,0,0
1277,N,Navojoa,63,297,0,186,16,18,0,0,0
1278,N,Navojoa,59,384,0,364,2,188,0,0,0
1279,N,Navojoa,64,318,0,160,39,8,0,0,0
1280,N,Navojoa,35,269,0,276,13,4,0,0,0
1281,N,Navojoa,14,274,0,30,0,0,0,0,0
1282,N,Navojoa,59,243,0,181,62,7,1,0,0
1283,N,Navojoa,26,212,0,179,9,3,2,0,0
1284,N,Navojoa,68,406,0,159,52,1,0,0,0
1285,N,Navojoa,1,259,0,163,0,0,1,0,0
1286,E,Navojoa,7,207,0,168,0,1,0,0,0
1286,N,Navojoa,27,470,0,205,11,13,0,0,0
1287,N,Navojoa,23,343,0,166,10,3,1,0,0
1288,N,Navojoa,87,322,0,156,5,5,1,0,0
1289,N,Navojoa,213,585,0,167,6,12,0,0,0
1290,N,Navojoa,114,564,0,177,5,13,0,0,0
1291,N,Navojoa,171,874,0,342,3,24,0,0,0
1292,E,Navojoa,18,262,0,136,5,0,0,0,0
1292,N,Navojoa,11,259,0,221,0,1,1,0,0
1293,E,Navojoa,12,389,0,70,4,11,0,0,0
1293,N,Navojoa,15,171,0,150,9,1,0,0,0
1294,E,Navojoa,1,166,0,13,0,0,0,0,0
1294,N,Navojoa,0,291,0,106,2,0,0,0,0
1295,N,Navojoa,19,347,0,182,1,3,0,0,0
1296,N,Navojoa,28,365,0,136,2,2,0,0,0
1297,N,Navojoa,46,475,0,386,9,10,0,0,0
1298,E,Navojoa,21,258,0,70,0,1,0,0,0
1298,N,Navojoa,5,110,0,40,0,4,0,0,0
1299,N,Navojoa,16,200,0,31,0,7,0,0,0
1300,N,Navojoa,128,575,0,143,0,4,0,0,0
1301,N,Navojoa,15,200,0,72,2,4,0,0,0
1302,N,Navojoa,113,281,0,169,0,7,2,0,0
1303,N,Navojoa,142,257,0,154,0,9,3,0,0
1304,N,Navojoa,152,390,0,160,0,8,1,0,0
1305,N,Navojoa,157,304,0,70,2,5,2,0,0
1306,N,Onavas,0,183,0,0,0,0,0,0,0
1307,N,Quiriego,0,421,0,0,0,0,0,0,0
1308,N,Quiriego,0,253,0,0,0,0,0,0,0
1309,N,Quiriego,0,232,0,0,0,0,0,0,0
1310,N,Rosario de Tesopaco,109,516,0,17,0,0,0,0,0
1311,N,Rosario de Tesopaco,210,756,0,45,0,0,0,0,0
1312,N,Rosario de Tesopaco,12,28,0,3,0,0,0,0,0
1313,N,Rosario de Tesopaco,43,60,0,1,0,0,0,0,0
1314,N,Rosario de Tesopaco,57,274,0,112,0,0,0,0,0
1315,N,Rosario de Tesopaco,17,155,0,36,0,0,0,0,0
1316,N,Yecora,277,295,0,0,0,0,0,0,0
1317,N,Yecora,211,269,0,0,0,0,0,0,0
1318,E,Yecora,21,47,0,0,0,0,0,0,0
1318,N,Yecora,114,73,0,0,0,0,0,0,0
1319,N,Yecora,98,246,0,0,0,0,0,0,0
1320,E,Yecora,6,96,0,0,0,0,0,0,0
1320,N,Yecora,55,172,0,0,0,0,0,0,0
1321,N,Yecora,40,93,0,0,0,0,0,0,0
1322,N,Yecora,58,106,0,0,0,0,0,0,0
1323,N,Gral. Plutarco Elias Calles,20,179,0,0,0,0,0,212,0
1324,N,Gral. Plutarco Elias Calles,24,486,0,0,0,0,0,522,0
1325,N,Gral. Plutarco Elias Calles,10,312,0,0,0,0,0,205,0
1326,N,Gral. Plutarco Elias Calles,19,282,0,0,0,0,0,268,0
1327,N,Gral. Plutarco Elias Calles,7,280,0,0,0,0,0,182,0
1328,N,Gral. Plutarco Elias Calles,7,190,0,0,0,0,0,83,0
1329,N,Gral. Plutarco Elias Calles,10,331,0,0,0,0,0,162,0
1330,N,Gral. Plutarco Elias Calles,5,204,0,0,0,0,0,81,0
