CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,MC,NVA_ALIANZA,PVEM,ES,MORENA,PH,PT,PRI_NVA_ALIANZA_PVEM_PT,PRI_NVA_ALIANZA_PVEM,PRI_PVEM_PT,PRI_NVA_ALIANZA_PT,NVA_ALIANZA_PVEM_PT,PRI_NVA_ALIANZA,PRI_PVEM,PRI_PT,NVA_ALIANZA_PVEM,NVA_ALIANZA_PT,PVEM_PT,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,PAN_PRD,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,22,QUERETARO,13,TOLIMAN,12,PE„AMILLER,240,3,449,384,5,6,16,5,,1,,1,,,,,,,28,,,,,,,,,,,,,0,895,26,921,1126
2,22,QUERETARO,13,TOLIMAN,12,PE„AMILLER,241,3,335,269,3,3,71,7,,0,,5,,,,,,,11,,,,,,,,,,,,,0,704,29,733,1043
2,22,QUERETARO,13,TOLIMAN,12,PE„AMILLER,242,3,168,332,5,37,11,9,,2,,3,,,,,,,18,,,,,,,,,,,,,0,585,30,615,919
2,22,QUERETARO,13,TOLIMAN,12,PE„AMILLER,243,1,170,186,0,2,81,6,,5,,0,,,,,,,12,,,,,,,,,,,,,0,462,11,473,624
2,22,QUERETARO,13,TOLIMAN,12,PE„AMILLER,244,1,211,175,6,14,23,1,,0,,3,,,,,,,4,,,,,,,,,,,,,0,437,16,453,592
2,22,QUERETARO,13,TOLIMAN,12,PE„AMILLER,245,4,800,654,28,115,88,3,,2,,9,,,,,,,24,,,,,,,,,,,,,0,1723,47,1770,2236
2,22,QUERETARO,13,TOLIMAN,12,PE„AMILLER,246,1,38,33,2,0,12,0,,0,,2,,,,,,,3,,,,,,,,,,,,,0,90,1,91,102
2,22,QUERETARO,13,TOLIMAN,12,PE„AMILLER,247,3,563,489,49,22,36,3,,1,,16,,,,,,,18,,,,,,,,,,,,,0,1197,30,1227,1504
2,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,248,4,805,444,61,29,4,15,2,5,,2,,,,,,,,2,,,,,,,,,,,,0,1369,39,1408,1765
2,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,249,2,429,220,8,18,1,11,0,4,,1,,,,,,,,2,,,,,,,,,,,,0,694,25,719,916
2,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,250,3,492,259,4,34,2,8,5,6,,6,,,,,,,,0,,,,,,,,,,,,0,816,30,846,1426
2,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,251,3,540,408,4,2,13,2,1,5,,0,,,,,,,,1,,,,,,,,,,,,0,976,26,1002,1414
2,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,252,1,245,132,10,1,0,2,1,7,,0,,,,,,,,0,,,,,,,,,,,,0,398,11,409,686
2,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,253,3,837,526,6,1,15,3,2,85,,1,,,,,,,,2,,,,,,,,,,,,0,1478,37,1515,2160
2,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,254,3,442,280,7,6,11,1,0,7,,1,,,,,,,,5,,,,,,,,,,,,0,760,25,785,1210
2,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,255,1,80,86,2,0,0,0,0,4,,0,,,,,,,,0,,,,,,,,,,,,0,172,11,183,317
2,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,256,2,265,207,5,3,0,1,0,0,,2,,,,,,,,3,,,,,,,,,,,,0,486,18,504,782
2,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,257,1,173,102,16,4,0,4,0,1,,1,,,,,,,,2,,,,,,,,,,,,1,303,16,320,391
2,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,258,2,418,225,30,6,4,8,0,1,,3,,,,,,,,1,,,,,,,,,,,,0,696,38,734,1118
2,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,259,2,284,227,36,11,1,1,0,8,,4,,,,,,,,1,,,,,,,,,,,,0,573,40,613,1002
2,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,260,3,435,210,10,4,2,2,7,6,,2,,,,,,,,0,,,,,,,,,,,,0,678,50,728,1270
2,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,261,3,434,231,1,4,2,3,2,4,,1,,,,,,,,1,,,,,,,,,,,,0,683,43,726,1316
2,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,262,2,554,358,7,0,2,1,0,1,,0,,,,,,,,4,,,,,,,,,,,,0,927,27,954,1409
2,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,263,2,181,103,13,1,4,1,1,0,,1,,,,,,,,0,,,,,,,,,,,,0,305,18,323,480
2,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,264,1,263,165,2,4,1,0,0,1,,0,,,,,,,,0,,,,,,,,,,,,0,436,17,453,608
2,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,265,1,62,116,0,0,1,2,1,1,,0,,,,,,,,0,,,,,,,,,,,,0,183,4,187,285
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,333,3,692,177,6,16,5,6,12,35,14,9,,0,,,,0,1,,0,,,,,,,,,,,3,973,34,1010,1516
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,338,4,976,372,17,13,16,20,22,74,21,12,,2,,,,0,5,,0,,,,,,,,,,,6,1550,58,1614,2773
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,347,2,380,176,11,11,3,16,27,47,12,12,,1,,,,1,3,,0,,,,,,,,,,,1,700,35,736,1337
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,348,2,358,161,16,17,13,13,19,59,13,11,,1,,,,7,1,,0,,,,,,,,,,,0,689,29,718,1199
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,349,3,577,205,11,16,6,15,22,48,13,12,,5,,,,0,1,,0,,,,,,,,,,,4,931,35,970,1761
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,350,2,315,159,7,9,4,14,16,34,12,8,,0,,,,2,1,,0,,,,,,,,,,,0,581,12,593,1156
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,351,2,511,144,5,5,2,7,7,19,8,1,,5,,,,2,4,,0,,,,,,,,,,,0,720,26,746,1106
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,354,2,308,171,4,9,15,16,8,28,9,5,,5,,,,0,6,,1,,,,,,,,,,,1,585,21,607,1077
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,361,2,225,159,17,18,7,13,19,29,13,5,,1,,,,0,1,,0,,,,,,,,,,,0,507,29,536,977
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,362,2,249,138,5,11,15,10,16,22,1,4,,0,,,,0,0,,0,,,,,,,,,,,0,471,20,491,918
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,363,2,266,203,10,8,14,25,15,38,10,4,,3,,,,1,4,,3,,,,,,,,,,,0,604,19,623,1181
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,364,3,645,236,9,15,5,18,14,40,19,2,,0,,,,0,2,,1,,,,,,,,,,,4,1006,48,1058,1552
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,365,2,201,148,9,9,8,23,9,21,6,4,,5,,,,0,0,,0,,,,,,,,,,,0,443,17,460,907
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,366,1,138,116,5,4,5,7,10,12,4,3,,3,,,,3,4,,0,,,,,,,,,,,0,314,11,325,601
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,367,1,159,112,3,5,3,7,1,17,5,3,,0,,,,0,0,,0,,,,,,,,,,,0,315,18,333,653
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,368,2,321,197,14,24,11,15,12,24,19,6,,6,,,,0,3,,0,,,,,,,,,,,2,652,17,671,1166
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,369,2,364,146,14,13,7,7,11,37,17,7,,1,,,,1,0,,0,,,,,,,,,,,1,625,27,653,944
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,370,2,283,107,7,8,0,5,5,25,17,4,,1,,,,0,3,,0,,,,,,,,,,,0,465,15,480,762
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,371,2,244,135,5,7,8,9,12,42,6,12,,2,,,,1,1,,0,,,,,,,,,,,0,484,18,502,887
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,375,2,530,222,8,6,5,14,14,34,12,6,,2,,,,1,0,,0,,,,,,,,,,,2,854,24,880,1373
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,376,2,352,183,12,18,14,16,10,13,16,7,,5,,,,2,0,,0,,,,,,,,,,,0,648,22,670,1250
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,377,2,314,237,9,13,7,20,8,24,12,3,,0,,,,0,10,,0,,,,,,,,,,,0,657,22,679,1142
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,378,1,190,101,6,2,4,11,9,27,10,1,,2,,,,0,4,,0,,,,,,,,,,,1,367,0,368,680
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,379,2,303,125,9,8,2,8,11,27,10,7,,3,,,,0,2,,0,,,,,,,,,,,4,515,19,538,807
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,380,2,379,224,14,12,4,10,17,38,14,10,,1,,,,0,1,,0,,,,,,,,,,,3,724,26,753,1276
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,382,2,463,259,9,10,10,13,12,49,12,10,,2,,,,0,0,,0,,,,,,,,,,,0,849,29,878,1294
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,383,2,326,139,8,11,6,7,8,31,10,11,,0,,,,0,1,,0,,,,,,,,,,,0,558,28,586,857
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,384,1,205,129,8,1,4,4,9,19,6,9,,2,,,,2,3,,0,,,,,,,,,,,0,401,11,412,743
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,385,1,180,99,12,14,2,8,9,33,9,4,,0,,,,0,0,,0,,,,,,,,,,,0,370,11,381,675
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,390,1,216,98,11,1,3,8,6,23,8,8,,1,,,,0,0,,0,,,,,,,,,,,0,383,13,396,658
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,391,1,155,94,6,4,7,6,7,16,10,3,,4,,,,0,1,,0,,,,,,,,,,,2,313,21,336,554
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,392,2,337,181,5,7,3,15,7,29,7,6,,1,,,,0,0,,0,,,,,,,,,,,0,598,26,624,970
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,393,3,505,283,24,8,11,14,17,58,15,19,,2,,,,0,6,,0,,,,,,,,,,,0,962,38,1000,1548
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,394,2,292,224,15,16,8,13,8,25,17,6,,2,,,,0,6,,0,,,,,,,,,,,0,632,17,649,1231
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,398,1,135,139,10,14,8,12,12,11,3,7,,0,,,,0,0,,0,,,,,,,,,,,0,351,15,366,634
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,399,2,315,158,8,18,6,9,8,35,8,10,,1,,,,0,0,,1,,,,,,,,,,,1,577,37,615,1049
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,400,1,194,90,9,9,3,4,5,17,8,3,,0,,,,1,3,,0,,,,,,,,,,,0,346,16,362,644
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,401,2,337,148,3,5,5,7,12,24,8,6,,1,,,,4,2,,0,,,,,,,,,,,0,562,22,584,894
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,402,2,409,178,5,3,5,6,7,36,5,3,,2,,,,0,1,,0,,,,,,,,,,,0,660,24,684,989
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,410,2,387,162,7,8,2,4,9,29,5,11,,1,,,,0,0,,0,,,,,,,,,,,1,625,31,657,1082
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,411,1,189,67,6,3,2,5,3,19,6,4,,2,,,,0,0,,0,,,,,,,,,,,1,306,11,318,530
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,412,1,165,90,13,6,4,3,7,22,2,5,,0,,,,0,2,,0,,,,,,,,,,,1,319,8,328,562
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,413,2,259,118,8,5,2,6,5,36,9,8,,0,,,,0,2,,0,,,,,,,,,,,0,458,19,477,821
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,414,1,210,150,10,6,6,6,9,25,7,6,,0,,,,0,0,,0,,,,,,,,,,,0,435,15,450,750
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,415,2,289,130,9,5,0,5,7,30,11,5,,1,,,,0,0,,0,,,,,,,,,,,0,492,24,516,813
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,417,2,267,132,12,4,2,4,10,25,18,10,,1,,,,1,2,,0,,,,,,,,,,,2,488,13,503,800
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,418,2,288,147,2,4,4,8,9,42,12,18,,1,,,,0,1,,0,,,,,,,,,,,0,536,20,556,905
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,419,1,206,70,3,2,2,4,5,30,7,8,,0,,,,0,0,,0,,,,,,,,,,,3,337,8,348,622
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,426,2,373,159,11,8,13,12,7,44,15,20,,3,,,,0,1,,0,,,,,,,,,,,2,666,23,691,1125
2,22,QUERETARO,1,QUERETARO,14,QUERETARO,428,2,342,140,10,7,4,10,12,24,12,12,,1,,,,0,1,,0,,,,,,,,,,,0,575,20,595,981
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,315,2,272,231,19,20,3,6,8,28,17,11,,1,,,,0,0,,0,,,,,,,,,,,0,616,15,631,1117
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,316,4,577,311,35,29,14,18,32,45,25,13,,3,,,,1,8,,1,,,,,,,,,,,2,1112,42,1156,2372
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,317,2,264,150,12,11,0,16,12,34,5,12,,2,,,,0,0,,0,,,,,,,,,,,0,518,9,527,991
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,321,3,393,198,16,18,10,12,16,46,18,8,,3,,,,0,2,,0,,,,,,,,,,,2,740,14,756,1501
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,322,2,281,138,9,14,13,20,13,27,7,11,,2,,,,0,0,,0,,,,,,,,,,,0,535,13,548,1020
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,323,12,2220,1091,96,105,65,98,114,235,112,79,,10,,,,0,11,,0,,,,,,,,,,,1,4236,103,4340,8839
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,329,4,619,250,18,44,26,37,13,55,24,15,,5,,,,0,2,,0,,,,,,,,,,,0,1108,37,1145,2314
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,330,2,346,176,23,11,9,5,16,38,15,4,,11,,,,0,3,,7,,,,,,,,,,,5,664,19,688,1398
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,331,4,525,348,42,39,13,38,25,75,24,11,,2,,,,1,1,,0,,,,,,,,,,,2,1144,35,1181,2527
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,340,4,579,289,30,39,17,35,23,60,13,12,,0,,,,0,0,,0,,,,,,,,,,,1,1097,29,1127,2308
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,341,2,318,174,16,14,14,19,14,23,24,9,,5,,,,2,3,,0,,,,,,,,,,,1,635,15,651,1314
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,342,2,260,135,12,13,3,14,7,22,9,3,,2,,,,0,2,,1,,,,,,,,,,,0,483,255,738,953
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,343,5,888,435,25,34,31,27,27,110,39,35,,4,,,,13,2,,0,,,,,,,,,,,3,1670,57,1730,3204
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,344,6,1110,515,43,106,36,53,54,123,54,40,,10,,,,0,4,,0,,,,,,,,,,,0,2148,84,2232,4465
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,345,4,522,286,32,38,19,22,24,58,18,19,,11,,,,1,3,,0,,,,,,,,,,,0,1053,31,1084,2321
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,346,3,424,309,22,10,8,19,12,62,18,5,,6,,,,0,5,,0,,,,,,,,,,,0,900,33,933,1837
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,355,2,331,155,19,20,12,15,12,54,6,11,,6,,,,1,7,,0,,,,,,,,,,,0,649,30,679,1353
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,356,3,525,297,18,15,12,25,21,54,26,15,,7,,,,1,5,,0,,,,,,,,,,,5,1021,34,1060,2010
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,357,3,629,278,38,27,15,25,37,69,24,20,,25,,,,0,0,,0,,,,,,,,,,,1,1187,49,1237,2183
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,358,2,268,99,10,8,3,6,17,28,14,8,,2,,,,0,1,,0,,,,,,,,,,,0,464,13,477,774
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,359,5,1037,361,31,29,18,19,39,127,44,19,,3,,,,1,3,,0,,,,,,,,,,,1,1731,51,1783,3012
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,360,3,372,240,25,14,0,0,16,27,13,8,,127,,,,0,0,,0,,,,,,,,,,,1,842,27,870,1774
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,381,5,770,389,29,37,23,27,47,124,38,26,,6,,,,0,7,,1,,,,,,,,,,,3,1524,54,1581,3080
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,395,3,347,214,17,10,7,14,19,48,18,5,,3,,,,0,4,,0,,,,,,,,,,,2,706,30,738,1703
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,396,2,240,174,10,6,2,18,6,22,8,5,,4,,,,0,3,,0,,,,,,,,,,,0,498,11,509,1202
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,397,3,324,207,21,11,11,24,17,55,12,4,,3,,,,1,3,,0,,,,,,,,,,,0,693,27,720,1583
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,416,4,425,404,15,30,14,27,8,29,15,7,,6,,,,0,11,,0,,,,,,,,,,,3,991,41,1035,2642
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,427,5,1141,351,34,27,12,21,24,118,37,23,,4,,,,2,9,,0,,,,,,,,,,,0,1803,43,1846,3057
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,517,5,648,519,17,46,35,49,12,15,7,11,,6,,,,1,10,,2,,,,,,,,,,,0,1378,65,1443,2633
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,520,2,380,182,11,48,16,16,5,15,7,4,,3,,,,0,3,,0,,,,,,,,,,,0,690,31,721,1301
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,521,3,184,231,4,16,8,12,6,7,1,5,,1,,,,0,2,,0,,,,,,,,,,,0,477,24,501,996
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,522,9,918,724,23,40,29,38,17,53,18,17,,8,,,,3,6,,0,,,,,,,,,,,1,1894,90,1985,3152
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,527,6,971,724,23,29,96,35,10,20,13,16,,10,,,,7,16,,1,,,,,,,,,,,5,1971,89,2065,4484
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,530,3,391,189,7,1,6,13,1,2,2,0,,17,,,,0,8,,0,,,,,,,,,,,0,637,27,664,1229
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,540,4,543,507,6,14,22,21,7,7,4,2,,9,,,,1,17,,1,,,,,,,,,,,0,1161,50,1211,2258
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,543,3,346,366,5,1,7,8,5,3,1,1,,2,,,,2,4,,0,,,,,,,,,,,5,751,39,795,1435
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,544,3,322,723,16,6,14,31,19,8,12,6,,9,,,,1,10,,5,,,,,,,,,,,1,1182,28,1211,1970
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,545,3,339,433,8,12,8,22,10,15,13,9,,4,,,,1,4,,0,,,,,,,,,,,0,878,43,921,2168
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,546,4,518,570,20,16,8,30,19,12,9,5,,10,,,,3,7,,0,,,,,,,,,,,0,1227,48,1275,2364
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,547,3,357,512,17,17,16,21,21,20,18,11,,4,,,,1,10,,0,,,,,,,,,,,0,1025,33,1058,2205
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,548,6,599,387,16,19,16,32,25,49,16,6,,10,,,,0,5,,0,,,,,,,,,,,1,1180,34,1215,1932
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,552,8,1082,899,52,53,19,27,35,98,32,12,,7,,,,3,7,,1,,,,,,,,,,,2,2327,85,2414,5329
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,553,11,1656,936,73,54,46,63,69,153,75,28,,10,,,,2,19,,1,,,,,,,,,,,6,3185,104,3295,8238
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,734,1,169,82,10,7,6,6,5,3,5,5,,0,,,,0,0,,0,,,,,,,,,,,0,298,6,304,571
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,735,1,191,77,7,2,6,9,6,11,7,2,,0,,,,0,0,,0,,,,,,,,,,,1,318,11,330,603
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,736,2,229,112,4,8,5,5,10,20,9,7,,5,,,,0,1,,1,,,,,,,,,,,0,416,15,431,916
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,737,2,177,95,6,6,8,9,8,19,11,9,,0,,,,0,0,,0,,,,,,,,,,,2,348,9,359,899
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,738,2,173,112,4,11,1,9,15,27,8,6,,0,,,,0,0,,0,,,,,,,,,,,0,366,7,373,827
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,739,2,231,119,14,14,8,16,8,20,10,3,,2,,,,0,3,,0,,,,,,,,,,,0,448,9,457,1066
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,740,2,267,119,9,8,10,12,10,22,10,7,,9,,,,0,0,,0,,,,,,,,,,,1,483,5,489,1098
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,741,2,225,122,11,8,5,9,13,19,13,3,,7,,,,0,1,,0,,,,,,,,,,,0,436,14,450,1075
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,742,2,240,162,12,11,3,3,15,18,13,8,,1,,,,0,0,,0,,,,,,,,,,,1,486,13,500,1041
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,743,2,251,138,9,8,11,4,9,42,13,6,,3,,,,2,0,,0,,,,,,,,,,,0,496,22,518,1140
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,744,2,267,119,11,8,8,11,12,12,4,6,,2,,,,1,1,,0,,,,,,,,,,,0,462,8,470,985
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,745,2,203,100,16,13,13,11,13,40,20,4,,2,,,,0,0,,1,,,,,,,,,,,0,436,14,450,780
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,746,1,69,42,2,3,2,3,6,5,2,2,,0,,,,0,0,,0,,,,,,,,,,,0,136,4,140,321
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,747,2,227,123,17,14,13,9,6,38,15,7,,3,,,,0,0,,0,,,,,,,,,,,0,472,9,481,1080
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,748,1,100,52,4,4,0,4,3,6,5,6,,0,,,,0,1,,0,,,,,,,,,,,0,185,4,189,400
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,749,1,125,59,1,3,7,7,9,8,4,1,,3,,,,0,1,,0,,,,,,,,,,,0,228,5,233,543
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,750,2,215,124,12,8,7,14,16,28,7,5,,0,,,,0,9,,0,,,,,,,,,,,0,445,19,464,952
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,751,2,289,148,19,25,11,20,26,54,13,8,,0,,,,0,3,,0,,,,,,,,,,,2,616,30,648,1279
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,752,2,315,124,12,4,12,9,20,37,16,6,,3,,,,1,1,,0,,,,,,,,,,,2,560,17,579,1270
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,753,3,359,153,8,9,16,12,20,37,27,2,,1,,,,0,0,,0,,,,,,,,,,,0,644,19,663,1621
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,754,4,611,253,26,32,23,31,35,92,32,11,,1,,,,0,3,,0,,,,,,,,,,,3,1150,34,1187,2823
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,755,2,333,146,13,15,11,19,20,41,16,4,,0,,,,0,3,,0,,,,,,,,,,,0,621,17,638,1260
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,756,2,254,114,9,14,3,16,11,16,17,5,,1,,,,0,1,,0,,,,,,,,,,,0,461,8,469,1043
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,757,1,109,69,14,6,9,15,4,11,4,3,,0,,,,2,3,,0,,,,,,,,,,,0,249,9,258,610
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,758,2,211,160,13,5,7,13,10,11,6,4,,8,,,,1,6,,0,,,,,,,,,,,0,455,29,484,1141
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,759,2,91,131,7,4,5,16,12,12,5,1,,3,,,,0,6,,0,,,,,,,,,,,0,293,17,310,753
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,819,1,185,68,10,6,8,10,13,17,11,2,,0,,,,0,0,,0,,,,,,,,,,,0,330,13,343,657
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,820,1,200,73,10,10,6,5,12,25,13,1,,0,,,,0,0,,0,,,,,,,,,,,1,355,12,368,745
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,821,1,146,60,6,3,6,9,9,18,6,3,,0,,,,0,1,,0,,,,,,,,,,,0,267,12,279,543
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,822,1,180,59,2,8,5,6,9,18,8,1,,1,,,,0,2,,0,,,,,,,,,,,0,299,8,307,612
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,823,1,135,47,4,4,6,6,3,9,4,3,,1,,,,0,0,,0,,,,,,,,,,,0,222,11,233,468
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,824,1,79,33,1,2,1,4,3,9,4,1,,1,,,,0,0,,0,,,,,,,,,,,0,138,7,145,373
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,825,1,127,87,8,3,5,8,16,17,4,2,,1,,,,0,1,,0,,,,,,,,,,,0,279,8,287,740
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,826,1,125,55,1,2,4,4,7,18,8,4,,0,,,,0,0,,0,,,,,,,,,,,0,228,5,233,602
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,827,1,139,69,4,5,4,9,4,11,5,3,,5,,,,0,5,,0,,,,,,,,,,,0,263,18,281,692
