CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,C_COMUN_PAN_PRD,C_COMUN_PAN_MC,C_COMUN_PRD_PVEM,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA,CAND_IND36,CAND_IND37,CAND_IND38,CAND_IND39,CAND_IND40,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
5,16,MICHOACAN,9,LOS REYES,105,VILLAMAR,2349,E,1,0,E01,69,17,53,3,5,4,3,27,2,,0,0,,,,,0,,,,,,183,0,17,200,572,Acta casilla,,,http://iem.org.mx/actas/D2349E01.pdf
5,16,MICHOACAN,9,LOS REYES,105,VILLAMAR,2350,B,1,0,B,42,26,41,6,1,9,2,106,1,,0,1,,,,,0,,,,,,235,0,12,247,683,Acta casilla,,,http://iem.org.mx/actas/D2350B.pdf
5,16,MICHOACAN,9,LOS REYES,105,VILLAMAR,2350,C,1,0,C01,31,38,20,6,0,9,4,125,2,,0,0,,,,,0,,,,,,235,0,19,254,683,Acta casilla,,,http://iem.org.mx/actas/D2350C01.pdf
5,16,MICHOACAN,9,LOS REYES,105,VILLAMAR,2350,C,2,0,C02,59,34,31,7,6,2,2,97,2,,0,0,,,,,1,,,,,,241,0,16,257,682,Acta casilla,,,http://iem.org.mx/actas/D2350C02.pdf
5,16,MICHOACAN,9,LOS REYES,105,VILLAMAR,2351,B,1,0,B,96,4,15,3,1,4,0,36,3,,2,0,,,,,0,,,,,,164,0,15,179,379,Acta casilla,,,http://iem.org.mx/actas/D2351B.pdf
5,16,MICHOACAN,9,LOS REYES,105,VILLAMAR,2352,B,1,0,B,62,9,25,6,2,3,2,38,0,,0,1,,,,,0,,,,,,148,0,8,156,425,Acta casilla,,,http://iem.org.mx/actas/D2352B.pdf
5,16,MICHOACAN,9,LOS REYES,105,VILLAMAR,2352,C,1,0,C01,63,7,22,8,4,3,3,30,0,,0,1,,,,,0,,,,,,141,0,13,154,425,Acta casilla,,,http://iem.org.mx/actas/D2352C01.pdf
5,16,MICHOACAN,9,LOS REYES,105,VILLAMAR,2353,B,1,0,B,47,23,38,2,3,2,1,51,3,,0,0,,,,,0,,,,,,170,0,25,195,348,Acta casilla,,,http://iem.org.mx/actas/D2353B.pdf
5,16,MICHOACAN,9,LOS REYES,105,VILLAMAR,2353,E,1,0,E01,49,15,46,8,2,0,2,50,0,,0,0,,,,,1,,,,,,173,0,11,184,380,Acta casilla,,,http://iem.org.mx/actas/D2353E01.pdf
5,16,MICHOACAN,9,LOS REYES,105,VILLAMAR,2354,B,1,0,B,54,14,25,4,4,4,5,40,2,,1,0,,,,,2,,,,,,155,0,25,180,400,Acta casilla,,,http://iem.org.mx/actas/D2354B.pdf
5,16,MICHOACAN,9,LOS REYES,105,VILLAMAR,2354,C,1,0,C01,48,27,20,10,1,5,2,29,1,,0,0,,,,,1,,,,,,144,0,16,160,399,Acta casilla,,,http://iem.org.mx/actas/D2354C01.pdf
5,16,MICHOACAN,9,LOS REYES,105,VILLAMAR,2355,B,1,0,B,63,8,4,2,0,1,1,0,0,,0,0,,,,,0,,,,,,79,0,9,88,228,Acta casilla,,,http://iem.org.mx/actas/D2355B.pdf
5,16,MICHOACAN,9,LOS REYES,105,VILLAMAR,2355,E,1,0,E01,83,17,8,3,3,8,3,19,2,,1,0,,,,,0,,,,,,147,0,10,157,327,Acta casilla,,,http://iem.org.mx/actas/D2355E01.pdf
5,16,MICHOACAN,9,LOS REYES,105,VILLAMAR,2356,B,1,0,B,22,13,20,2,4,1,1,11,0,,0,0,,,,,0,,,,,,74,0,14,88,337,Acta casilla,,,http://iem.org.mx/actas/D2356B.pdf
5,16,MICHOACAN,9,LOS REYES,105,VILLAMAR,2356,E,1,0,E01,27,11,4,1,0,1,1,9,0,,0,0,,,,,0,,,,,,54,0,5,59,164,Acta casilla,,,http://iem.org.mx/actas/D2356E01.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,941,B,1,0,B,26,59,15,9,20,6,9,106,31,,,,0,0,0,0,1,43,,,,,325,0,21,346,614,Acta casilla,,,http://iem.org.mx/actas/D0941B.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,941,C,1,0,C01,23,46,11,7,24,16,5,107,34,,,,2,0,0,0,0,35,,,,,310,0,29,339,613,Acta casilla,,,http://iem.org.mx/actas/D0941C01.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,942,B,1,0,B,25,39,39,17,28,10,2,80,15,,,,0,0,0,0,0,39,,,,,294,1,24,319,579,Acta casilla,,,http://iem.org.mx/actas/D0942B.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,942,C,1,0,C01,16,31,19,19,19,11,6,98,20,,,,1,0,0,0,2,32,,,,,274,1,20,295,579,Acta casilla,,,http://iem.org.mx/actas/D0942C01.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,942,C,2,0,C02,21,48,24,15,25,8,2,72,21,,,,1,0,0,0,0,33,,,,,270,0,20,290,579,Acta casilla,,,http://iem.org.mx/actas/D0942C02.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,942,C,3,0,C03,28,45,22,7,24,9,1,76,23,,,,0,1,0,0,0,30,,,,,266,0,26,292,578,Acta casilla,,,http://iem.org.mx/actas/D0942C03.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,943,B,1,0,B,18,39,16,21,11,6,0,94,21,,,,0,0,0,0,1,35,,,,,262,0,19,281,532,Acta casilla,,,http://iem.org.mx/actas/D0943B.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,943,C,1,0,C01,30,41,12,15,11,7,2,78,17,,,,0,0,0,1,1,40,,,,,255,0,19,274,532,Acta casilla,,,http://iem.org.mx/actas/D0943C01.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,944,B,1,0,B,30,34,25,9,29,12,7,117,44,,,,0,0,0,1,4,33,,,,,345,1,31,377,691,Acta casilla,,,http://iem.org.mx/actas/D0944B.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,944,C,1,0,C01,28,43,30,20,33,6,7,99,27,,,,1,1,0,0,4,22,,,,,321,1,30,352,691,Acta casilla,,,http://iem.org.mx/actas/D0944C01.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,945,B,1,0,B,14,33,23,17,18,7,4,95,23,,,,0,1,0,0,0,12,,,,,247,0,12,259,571,Acta casilla,,,http://iem.org.mx/actas/D0945B.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,945,C,1,0,C01,23,32,18,2,116,8,3,98,29,,,,0,0,0,0,0,22,,,,,351,0,14,365,570,Acta casilla,,,http://iem.org.mx/actas/D0945C01.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,945,C,2,0,C02,20,34,19,9,24,15,5,66,30,,,,0,0,0,0,1,23,,,,,246,0,18,264,570,Acta casilla,,,http://iem.org.mx/actas/D0945C02.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,946,B,1,0,B,14,18,14,12,19,8,5,93,18,,,,0,0,2,1,0,20,,,,,224,1,25,250,506,Acta casilla,,,http://iem.org.mx/actas/D0946B.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,946,C,1,0,C01,22,27,11,12,14,10,3,77,27,,,,1,0,0,0,0,23,,,,,227,0,20,247,505,Acta casilla,,,http://iem.org.mx/actas/D0946C01.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,947,B,1,0,B,23,37,23,24,33,6,3,76,29,,,,0,0,0,0,0,29,,,,,283,0,20,303,646,Acta casilla,,,http://iem.org.mx/actas/D0947B.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,947,C,1,0,C01,13,49,31,10,3,12,0,97,35,,,,0,0,0,0,0,26,,,,,276,0,19,295,645,Acta casilla,,,http://iem.org.mx/actas/D0947C01.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,948,B,1,0,B,17,46,14,11,33,10,5,95,22,,,,0,0,0,0,3,36,,,,,292,2,17,311,681,Acta casilla,,,http://iem.org.mx/actas/D0948B.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,948,C,1,0,C01,34,42,26,17,25,7,5,72,31,,,,1,0,0,0,2,66,,,,,328,0,25,353,681,Acta casilla,,,http://iem.org.mx/actas/D0948C01.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,951,B,1,0,B,27,47,16,12,24,13,6,87,21,,,,0,0,0,0,0,29,,,,,282,0,28,310,651,Acta casilla,,,http://iem.org.mx/actas/D0951B.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,951,C,1,0,C01,25,30,16,15,26,9,4,66,22,,,,0,1,1,0,2,30,,,,,247,0,24,271,650,Acta casilla,,,http://iem.org.mx/actas/D0951C01.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,952,B,1,0,B,12,29,8,12,19,8,2,54,26,,,,0,0,0,0,2,26,,,,,198,1,18,217,536,Acta casilla,,,http://iem.org.mx/actas/D0952B.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,952,C,1,0,C01,21,33,13,12,21,9,4,79,21,,,,0,0,0,0,1,19,,,,,233,1,16,250,536,Acta casilla,,,http://iem.org.mx/actas/D0952C01.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,952,S,1,0,SMR01,4,3,1,2,0,1,1,16,3,,,,0,0,0,0,2,1,,,,,34,0,2,36,0,Acta casilla,,,http://iem.org.mx/actas/D0952SMR01.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,952,S,1,0,SRP01,21,18,25,10,12,2,5,171,11,,,,,,,,,,,,,,275,0,21,296,,Acta casilla,,,http://iem.org.mx/actas/D0952SRP01.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,952,C,2,0,C02,14,27,17,13,22,11,3,76,20,,,,0,0,0,0,0,28,,,,,231,0,24,255,535,Acta casilla,,,http://iem.org.mx/actas/D0952C02.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,952,S,2,0,SMR02,1,1,0,0,2,0,0,13,2,,,,0,0,0,0,1,0,,,,,20,0,1,21,0,Acta casilla,,,http://iem.org.mx/actas/D0952SMR02.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,952,S,2,0,SRP02,11,23,21,11,10,8,5,171,9,,,,,,,,,,,,,,269,3,18,290,,Acta casilla,,,http://iem.org.mx/actas/D0952SRP02.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,953,B,1,0,B,48,59,22,6,33,10,10,142,33,,,,1,0,1,0,0,68,,,,,433,1,33,467,748,Acta casilla,,,http://iem.org.mx/actas/D0953B.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,953,C,1,0,C01,45,43,24,13,31,16,10,132,23,,,,1,0,1,0,1,57,,,,,397,0,37,434,748,Acta casilla,,,http://iem.org.mx/actas/D0953C01.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,953,C,2,0,C02,54,56,18,12,37,19,8,134,20,,,,0,0,0,0,1,66,,,,,425,0,26,451,748,Acta casilla,,,http://iem.org.mx/actas/D0953C02.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,953,C,3,0,C03,44,54,20,16,34,16,8,152,48,,,,0,0,0,0,2,64,,,,,458,0,28,486,748,Acta casilla,,,http://iem.org.mx/actas/D0953C03.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,953,C,4,0,C04,43,57,31,13,34,12,9,144,27,,,,3,1,0,0,1,65,,,,,440,0,20,460,747,Acta casilla,,,http://iem.org.mx/actas/D0953C04.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1191,B,1,0,B,32,51,18,15,26,10,9,111,29,,,,2,1,0,0,1,44,,,,,349,1,31,381,748,Acta casilla,,,http://iem.org.mx/actas/D1191B.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1191,C,1,0,C01,35,58,31,14,31,12,7,131,38,,,,2,0,0,0,1,37,,,,,397,1,17,415,748,Acta casilla,,,http://iem.org.mx/actas/D1191C01.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1191,E,1,0,E01,31,56,16,9,25,8,8,125,35,,,,1,0,0,0,1,29,,,,,344,0,24,368,699,Acta casilla,,,http://iem.org.mx/actas/D1191E01.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1191,E,1,1,E01C01,34,50,11,9,18,9,4,102,19,,,,0,0,0,0,1,48,,,,,305,1,24,330,699,Acta casilla,,,http://iem.org.mx/actas/D1191E01C01.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1191,E,1,2,E01C02,11,34,12,22,15,12,1,108,29,,,,0,0,0,0,0,41,,,,,285,0,36,321,699,Acta casilla,,,http://iem.org.mx/actas/D1191E01C02.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1191,E,1,3,E01C03,20,49,12,9,16,12,4,137,36,,,,1,0,1,0,3,4,,,,,304,0,15,319,699,Acta casilla,,,http://iem.org.mx/actas/D1191E01C03.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1191,E,1,4,E01C04,28,42,17,11,18,11,6,120,47,,,,1,0,0,1,0,32,,,,,334,0,24,358,699,Acta casilla,,,http://iem.org.mx/actas/D1191E01C04.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1191,E,1,5,E01C05,26,45,13,16,22,9,2,126,30,,,,0,0,0,0,3,34,,,,,326,1,33,360,699,Acta casilla,,,http://iem.org.mx/actas/D1191E01C05.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1191,E,1,6,E01C06,26,51,13,10,20,19,4,113,29,,,,0,1,1,0,0,41,,,,,328,0,21,349,698,Acta casilla,,,http://iem.org.mx/actas/D1191E01C06.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1191,E,1,7,E01C07,15,55,14,11,19,12,5,109,22,,,,1,0,0,0,2,47,,,,,312,0,27,339,698,Acta casilla,,,http://iem.org.mx/actas/D1191E01C07.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1191,C,2,0,C02,33,46,16,12,21,12,5,142,21,,,,1,1,0,1,3,42,,,,,356,0,32,388,747,Acta casilla,,,http://iem.org.mx/actas/D1191C02.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1191,C,3,0,C03,38,60,24,15,18,13,1,146,17,,,,3,0,0,0,4,53,,,,,392,0,27,419,747,Acta casilla,,,http://iem.org.mx/actas/D1191C03.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1191,C,4,0,C04,35,51,20,11,21,13,13,120,19,,,,0,2,0,0,0,50,,,,,355,2,30,387,747,Acta casilla,,,http://iem.org.mx/actas/D1191C04.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1191,C,5,0,C05,32,61,24,19,27,0,0,115,37,,,,1,0,0,0,3,40,,,,,359,0,28,387,747,Acta casilla,,,http://iem.org.mx/actas/D1191C05.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1191,C,6,0,C06,36,60,19,9,32,17,7,107,33,,,,0,0,0,0,0,39,,,,,359,0,27,386,747,Acta casilla,,,http://iem.org.mx/actas/D1191C06.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1192,B,1,0,B,19,48,13,15,18,10,2,75,30,,,,0,0,0,0,0,21,,,,,251,3,25,279,725,Acta casilla,,,http://iem.org.mx/actas/D1192B.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1192,C,1,0,C01,10,49,14,14,12,13,2,86,30,,,,0,0,0,0,1,16,,,,,247,0,24,271,725,Acta casilla,,,http://iem.org.mx/actas/D1192C01.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1192,C,2,0,C02,23,38,12,21,22,9,1,82,32,,,,0,0,0,0,6,14,,,,,260,0,23,283,725,Acta casilla,,,http://iem.org.mx/actas/D1192C02.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1192,C,3,0,C03,9,39,18,13,8,8,3,88,31,,,,1,0,0,0,3,23,,,,,244,0,18,262,725,Acta casilla,,,http://iem.org.mx/actas/D1192C03.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1192,C,4,0,C04,11,37,15,15,19,7,3,90,18,,,,2,0,0,1,4,18,,,,,240,0,27,267,725,Acta casilla,,,http://iem.org.mx/actas/D1192C04.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1192,C,5,0,C05,13,44,18,20,18,11,2,76,28,,,,2,0,0,0,1,24,,,,,257,2,30,289,725,Acta casilla,,,http://iem.org.mx/actas/D1192C05.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1192,C,6,0,C06,17,38,16,19,13,11,5,83,29,,,,1,0,0,0,2,33,,,,,267,0,32,299,725,Acta casilla,,,http://iem.org.mx/actas/D1192C06.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1192,C,7,0,C07,21,47,21,16,18,12,4,67,30,,,,0,1,0,0,2,27,,,,,266,0,15,281,725,Acta casilla,,,http://iem.org.mx/actas/D1192C07.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1192,C,8,0,C08,19,35,10,24,14,10,2,90,27,,,,1,0,0,0,1,23,,,,,256,0,19,275,725,Acta casilla,,,http://iem.org.mx/actas/D1192C08.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1192,C,9,0,C09,25,52,17,24,13,12,4,72,27,,,,0,0,0,0,2,31,,,,,279,0,22,301,725,Acta casilla,,,http://iem.org.mx/actas/D1192C09.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1192,C,10,0,C10,18,57,16,18,15,12,1,87,31,,,,2,0,0,1,2,26,,,,,286,0,40,326,725,Acta casilla,,,http://iem.org.mx/actas/D1192C10.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1192,C,11,0,C11,24,50,8,16,14,14,2,79,39,,,,1,0,1,0,4,22,,,,,274,0,13,287,725,Acta casilla,,,http://iem.org.mx/actas/D1192C11.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1192,C,12,0,C12,10,52,12,15,27,9,5,70,19,,,,1,0,0,0,2,36,,,,,258,0,22,280,725,Acta casilla,,,http://iem.org.mx/actas/D1192C12.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1192,C,13,0,C13,16,37,20,15,15,15,0,133,23,,,,0,0,0,0,0,30,,,,,304,0,19,323,725,Acta casilla,,,http://iem.org.mx/actas/D1192C13.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1192,C,14,0,C14,20,52,21,18,19,16,4,73,18,,,,0,1,0,0,0,18,,,,,260,0,23,283,724,Acta casilla,,,http://iem.org.mx/actas/D1192C14.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1192,C,15,0,C15,16,62,19,8,19,5,4,69,23,,,,0,0,0,0,1,32,,,,,258,0,20,278,724,Acta casilla,,,http://iem.org.mx/actas/D1192C15.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1192,C,16,0,C16,20,50,24,15,16,9,3,62,26,,,,2,0,0,0,0,27,,,,,254,1,23,278,724,Acta casilla,,,http://iem.org.mx/actas/D1192C16.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1192,C,17,0,C17,13,35,17,16,17,9,4,72,29,,,,2,0,1,0,4,20,,,,,239,0,20,259,724,Acta casilla,,,http://iem.org.mx/actas/D1192C17.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1192,C,18,0,C18,21,42,11,13,21,20,4,104,25,,,,0,0,0,0,5,21,,,,,287,0,30,317,724,Acta casilla,,,http://iem.org.mx/actas/D1192C18.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1192,C,19,0,C19,16,44,18,14,16,11,1,96,28,,,,0,0,0,0,1,20,,,,,265,0,18,283,724,Acta casilla,,,http://iem.org.mx/actas/D1192C19.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1192,C,20,0,C20,26,55,16,17,16,6,2,72,28,,,,1,0,0,0,1,25,,,,,265,1,23,289,724,Acta casilla,,,http://iem.org.mx/actas/D1192C20.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1192,C,21,0,C21,19,35,17,15,26,10,6,91,28,,,,1,1,0,0,0,20,,,,,269,0,20,289,724,Acta casilla,,,http://iem.org.mx/actas/D1192C21.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1193,B,1,0,B,20,45,8,15,22,6,4,88,26,,,,0,0,0,0,0,48,,,,,282,0,26,308,703,Acta casilla,,,http://iem.org.mx/actas/D1193B.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1193,C,1,0,C01,17,46,19,15,15,13,6,94,31,,,,0,0,0,0,1,28,,,,,285,0,29,314,702,Acta casilla,,,http://iem.org.mx/actas/D1193C01.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1193,C,2,0,C02,26,49,14,20,20,6,6,118,21,,,,1,1,0,0,5,25,,,,,312,0,25,337,702,Acta casilla,,,http://iem.org.mx/actas/D1193C02.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1193,C,3,0,C03,15,53,21,9,14,10,2,98,33,,,,0,0,0,0,1,21,,,,,277,0,17,294,702,Acta casilla,,,http://iem.org.mx/actas/D1193C03.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1193,C,4,0,C04,12,49,10,13,26,11,2,102,39,,,,1,0,0,0,4,29,,,,,298,1,17,316,702,Acta casilla,,,http://iem.org.mx/actas/D1193C04.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1193,C,5,0,C05,19,46,14,11,19,11,1,97,25,,,,0,0,0,0,2,21,,,,,266,1,15,282,702,Acta casilla,,,http://iem.org.mx/actas/D1193C05.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1193,C,6,0,C06,19,34,7,21,17,13,3,103,35,,,,2,0,0,0,1,35,,,,,290,1,23,314,702,Acta casilla,,,http://iem.org.mx/actas/D1193C06.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1193,C,7,0,C07,18,31,14,14,27,14,4,99,30,,,,1,0,0,2,5,22,,,,,281,1,15,297,702,Acta casilla,,,http://iem.org.mx/actas/D1193C07.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1193,C,8,0,C08,24,38,12,10,18,11,6,101,30,,,,1,0,0,0,6,33,,,,,290,1,21,312,702,Acta casilla,,,http://iem.org.mx/actas/D1193C08.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1197,B,1,0,B,21,43,12,15,25,12,2,87,48,,,,0,0,0,0,4,28,,,,,297,1,21,319,633,Acta casilla,,,http://iem.org.mx/actas/D1197B.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1197,C,1,0,C01,20,38,18,12,25,10,3,90,40,,,,1,2,0,0,0,16,,,,,275,1,25,301,622,Acta casilla,,,http://iem.org.mx/actas/D1197C01.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1197,C,2,0,C02,20,36,15,10,3,5,4,117,29,,,,3,0,0,0,0,35,,,,,277,0,20,297,621,Acta casilla,,,http://iem.org.mx/actas/D1197C02.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1197,C,3,0,C03,32,49,9,7,29,9,4,82,30,,,,0,0,0,0,0,26,,,,,277,0,21,298,621,Acta casilla,,,http://iem.org.mx/actas/D1197C03.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1197,C,4,0,C04,15,35,18,15,31,9,4,97,27,,,,1,0,1,0,0,29,,,,,282,1,29,312,621,Acta casilla,,,http://iem.org.mx/actas/D1197C04.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1198,B,1,0,B,53,56,10,6,34,14,6,100,24,,,,2,0,1,0,2,65,,,,,373,1,29,403,692,Acta casilla,,,http://iem.org.mx/actas/D1198B.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1198,C,1,0,C01,57,51,18,13,25,14,4,119,35,,,,1,0,1,0,3,51,,,,,392,0,23,415,692,Acta casilla,,,http://iem.org.mx/actas/D1198C01.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1198,C,2,0,C02,38,66,14,8,20,16,11,130,33,,,,0,1,1,0,1,47,,,,,386,0,22,408,692,Acta casilla,,,http://iem.org.mx/actas/D1198C02.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1198,C,3,0,C03,48,53,16,13,26,21,6,133,29,,,,2,0,1,0,0,61,,,,,409,1,22,432,692,Acta casilla,,,http://iem.org.mx/actas/D1198C03.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1198,C,4,0,C04,52,50,11,3,23,11,7,108,19,,,,1,0,0,0,1,62,,,,,348,0,21,369,692,Acta casilla,,,http://iem.org.mx/actas/D1198C04.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1198,C,5,0,C05,40,59,15,13,24,12,5,126,36,,,,2,1,1,0,2,45,,,,,381,0,21,402,691,Acta casilla,,,http://iem.org.mx/actas/D1198C05.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1199,B,1,0,B,28,77,15,9,31,13,6,127,29,,,,1,0,0,0,1,52,,,,,389,0,24,413,675,Acta casilla,,,http://iem.org.mx/actas/D1199B.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1199,C,1,0,C01,23,67,21,6,18,11,4,130,22,,,,0,0,0,0,4,47,,,,,353,0,26,379,675,Acta casilla,,,http://iem.org.mx/actas/D1199C01.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1199,C,2,0,C02,27,60,26,10,16,8,2,135,36,,,,1,0,0,0,0,35,,,,,356,1,38,395,675,Acta casilla,,,http://iem.org.mx/actas/D1199C02.pdf
5,16,MICHOACAN,10,MORELIA NOROESTE,54,MORELIA,1199,C,3,0,C03,36,48,26,13,24,19,3,148,32,,,,0,0,1,0,3,54,,,,,407,0,18,425,674,Acta casilla,,,http://iem.org.mx/actas/D1199C03.pdf
