CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,C_COMUN_PAN_PRD,C_COMUN_PAN_MC,C_COMUN_PRD_PVEM,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA,CAND_IND36,CAND_IND37,CAND_IND38,CAND_IND39,CAND_IND40,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
5,16,MICHOACAN,8,TARIMBARO,22,CHARO,355,B,1,0,B,59,13,12,5,26,4,36,52,2,,,,0,0,0,0,5,,,,,,214,0,12,226,337,Grupo de Recuento,,,http://iem.org.mx/actas/D0355B.pdf
5,16,MICHOACAN,8,TARIMBARO,22,CHARO,356,B,1,0,B,92,34,17,14,45,6,30,49,8,,,,1,0,0,0,2,,,,,,298,0,6,304,413,Grupo de Recuento,,,http://iem.org.mx/actas/D0356B.pdf
5,16,MICHOACAN,8,TARIMBARO,22,CHARO,357,B,1,0,B,72,46,10,6,47,6,35,33,2,,,,2,0,0,0,1,,,,,,260,0,17,277,411,Grupo de Recuento,,,http://iem.org.mx/actas/D0357B.pdf
5,16,MICHOACAN,8,TARIMBARO,22,CHARO,358,B,1,0,B,23,83,19,9,53,10,93,33,2,,,,4,2,0,0,2,,,,,,333,0,33,366,549,Grupo de Recuento,,,http://iem.org.mx/actas/D0358B.pdf
5,16,MICHOACAN,8,TARIMBARO,22,CHARO,359,B,1,0,B,39,13,12,8,94,2,56,42,2,,,,0,1,0,0,0,,,,,,269,0,24,293,466,Grupo de Recuento,,,http://iem.org.mx/actas/D0359B.pdf
5,16,MICHOACAN,8,TARIMBARO,22,CHARO,359,C,1,0,C01,49,14,9,4,67,1,73,40,0,,,,0,1,0,0,0,,,,,,258,0,29,287,466,Grupo de Recuento,,,http://iem.org.mx/actas/D0359C01.pdf
5,16,MICHOACAN,8,TARIMBARO,22,CHARO,360,B,1,0,B,71,16,23,2,42,15,30,64,1,,,,0,2,2,0,4,,,,,,272,0,29,301,460,Acta casilla,,,http://iem.org.mx/actas/D0360B.pdf
5,16,MICHOACAN,8,TARIMBARO,40,INDAPARAPEO,651,B,1,0,B,24,105,121,8,42,4,12,46,3,,,,1,1,0,1,0,,,,,,368,0,23,391,573,Acta casilla,,,http://iem.org.mx/actas/D0651B.pdf
5,16,MICHOACAN,8,TARIMBARO,40,INDAPARAPEO,651,C,1,0,C01,27,90,99,10,24,6,9,75,3,,,,0,0,2,1,0,,,,,,346,0,24,370,572,Acta casilla,,,http://iem.org.mx/actas/D0651C01.pdf
5,16,MICHOACAN,8,TARIMBARO,40,INDAPARAPEO,651,C,2,0,C02,22,105,106,12,45,6,9,61,3,,,,1,2,0,1,1,,,,,,374,0,18,392,572,Grupo de Recuento,,,http://iem.org.mx/actas/D0651C02.pdf
5,16,MICHOACAN,8,TARIMBARO,40,INDAPARAPEO,651,C,3,0,C03,18,99,101,11,31,2,14,64,2,,,,1,1,0,1,0,,,,,,345,0,26,371,572,Acta casilla,,,http://iem.org.mx/actas/D0651C03.pdf
5,16,MICHOACAN,8,TARIMBARO,40,INDAPARAPEO,652,B,1,0,B,17,167,146,7,34,10,16,46,6,,,,0,0,0,1,1,,,,,,451,0,19,470,716,Acta casilla,,,http://iem.org.mx/actas/D0652B.pdf
5,16,MICHOACAN,8,TARIMBARO,40,INDAPARAPEO,652,C,1,0,C01,22,155,119,10,33,4,20,87,5,,,,0,4,0,0,3,,,,,,462,0,33,495,715,Acta casilla,,,http://iem.org.mx/actas/D0652C01.pdf
5,16,MICHOACAN,8,TARIMBARO,40,INDAPARAPEO,653,B,1,0,B,23,115,133,12,26,5,13,66,1,,,,1,0,0,0,0,,,,,,395,2,31,428,698,Acta casilla,,,http://iem.org.mx/actas/D0653B.pdf
5,16,MICHOACAN,8,TARIMBARO,40,INDAPARAPEO,653,C,1,0,C01,14,156,111,5,22,1,17,51,5,,,,1,0,0,0,1,,,,,,384,0,25,409,697,Grupo de Recuento,,,http://iem.org.mx/actas/D0653C01.pdf
5,16,MICHOACAN,8,TARIMBARO,40,INDAPARAPEO,654,B,1,0,B,15,88,114,6,36,5,15,45,2,,,,4,3,0,0,4,,,,,,337,0,17,354,504,Grupo de Recuento,,,http://iem.org.mx/actas/D0654B.pdf
5,16,MICHOACAN,8,TARIMBARO,40,INDAPARAPEO,654,C,1,0,C01,17,75,131,9,35,3,7,39,2,,,,3,0,0,1,1,,,,,,323,0,20,343,504,Acta casilla,,,http://iem.org.mx/actas/D0654C01.pdf
5,16,MICHOACAN,8,TARIMBARO,40,INDAPARAPEO,654,C,2,0,C02,19,77,99,9,19,3,20,54,3,,,,3,1,0,1,3,,,,,,311,0,29,340,504,Acta casilla,,,http://iem.org.mx/actas/D0654C02.pdf
5,16,MICHOACAN,8,TARIMBARO,40,INDAPARAPEO,655,B,1,0,B,11,93,99,11,11,3,5,45,1,,,,3,1,0,1,1,,,,,,285,0,25,310,469,Acta casilla,,,http://iem.org.mx/actas/D0655B.pdf
5,16,MICHOACAN,8,TARIMBARO,40,INDAPARAPEO,655,C,1,0,C01,9,102,83,12,12,3,7,46,2,,,,1,2,0,0,0,,,,,,279,0,21,300,469,Grupo de Recuento,,,http://iem.org.mx/actas/D0655C01.pdf
5,16,MICHOACAN,8,TARIMBARO,40,INDAPARAPEO,656,B,1,0,B,6,57,85,31,31,5,10,97,2,,,,1,2,0,0,7,,,,,,334,0,31,365,530,Grupo de Recuento,,,http://iem.org.mx/actas/D0656B.pdf
5,16,MICHOACAN,8,TARIMBARO,40,INDAPARAPEO,657,B,1,0,B,11,90,105,12,6,4,3,34,2,,,,0,2,0,0,1,,,,,,270,0,19,289,586,Grupo de Recuento,,,http://iem.org.mx/actas/D0657B.pdf
5,16,MICHOACAN,8,TARIMBARO,40,INDAPARAPEO,658,B,1,0,B,11,104,47,11,19,1,8,31,4,,,,0,1,0,1,2,,,,,,240,0,18,258,371,Acta casilla,,,http://iem.org.mx/actas/D0658B.pdf
5,16,MICHOACAN,8,TARIMBARO,40,INDAPARAPEO,659,B,1,0,B,9,122,76,11,61,4,3,79,2,,,,1,1,0,0,1,,,,,,370,0,27,397,602,Grupo de Recuento,,,http://iem.org.mx/actas/D0659B.pdf
5,16,MICHOACAN,8,TARIMBARO,40,INDAPARAPEO,659,C,1,0,C01,9,110,96,13,64,1,4,78,2,,,,3,1,0,2,5,,,,,,388,0,22,410,601,Grupo de Recuento,,,http://iem.org.mx/actas/D0659C01.pdf
5,16,MICHOACAN,8,TARIMBARO,40,INDAPARAPEO,659,C,2,0,C02,7,115,77,14,40,3,10,80,2,,,,0,1,0,1,3,,,,,,353,0,29,382,601,Grupo de Recuento,,,http://iem.org.mx/actas/D0659C02.pdf
5,16,MICHOACAN,8,TARIMBARO,40,INDAPARAPEO,659,C,3,0,C03,10,141,102,10,56,6,2,81,1,,,,3,0,0,1,4,,,,,,417,0,27,444,601,Grupo de Recuento,,,http://iem.org.mx/actas/D0659C03.pdf
5,16,MICHOACAN,8,TARIMBARO,40,INDAPARAPEO,660,B,1,0,B,8,93,70,9,32,2,3,52,0,,,,1,2,0,2,2,,,,,,276,0,9,285,396,Grupo de Recuento,,,http://iem.org.mx/actas/D0660B.pdf
5,16,MICHOACAN,8,TARIMBARO,40,INDAPARAPEO,660,C,1,0,C01,5,77,69,4,37,3,9,63,1,,,,1,1,0,0,1,,,,,,271,0,15,286,396,Acta casilla,,,http://iem.org.mx/actas/D0660C01.pdf
5,16,MICHOACAN,8,TARIMBARO,40,INDAPARAPEO,661,B,1,0,B,3,47,42,1,2,2,2,22,0,,,,1,0,0,0,1,,,,,,123,0,12,135,187,Acta casilla,,,http://iem.org.mx/actas/D0661B.pdf
5,16,MICHOACAN,8,TARIMBARO,40,INDAPARAPEO,662,B,1,0,B,17,141,74,6,5,1,7,18,0,,,,2,4,0,1,1,,,,,,277,0,19,296,393,Acta casilla,,,http://iem.org.mx/actas/D0662B.pdf
5,16,MICHOACAN,8,TARIMBARO,40,INDAPARAPEO,664,B,1,0,B,11,37,32,3,7,1,6,11,2,,,,1,1,0,0,0,,,,,,112,0,6,118,150,Acta casilla,,,http://iem.org.mx/actas/D0664B.pdf
5,16,MICHOACAN,8,TARIMBARO,79,SANTA ANA MAYA,1788,B,1,0,B,30,45,30,42,23,62,2,98,51,,,,4,0,0,0,3,,,,,,390,0,26,416,602,Acta casilla,,,http://iem.org.mx/actas/D1788B.pdf
5,16,MICHOACAN,8,TARIMBARO,79,SANTA ANA MAYA,1789,B,1,0,B,46,44,33,28,11,66,5,86,57,,,,0,1,0,0,3,,,,,,380,0,22,402,687,Grupo de Recuento,,,http://iem.org.mx/actas/D1789B.pdf
5,16,MICHOACAN,8,TARIMBARO,79,SANTA ANA MAYA,1789,C,1,0,C01,33,52,30,29,13,49,2,100,53,,,,2,0,2,1,6,,,,,,372,0,33,405,686,Grupo de Recuento,,,http://iem.org.mx/actas/D1789C01.pdf
5,16,MICHOACAN,8,TARIMBARO,79,SANTA ANA MAYA,1790,B,1,0,B,40,31,33,16,17,71,2,69,66,,,,4,1,3,2,1,,,,,,356,0,14,370,622,Grupo de Recuento,,,http://iem.org.mx/actas/D1790B.pdf
5,16,MICHOACAN,8,TARIMBARO,79,SANTA ANA MAYA,1790,C,1,0,C01,66,87,23,17,14,56,4,53,56,,,,1,0,2,0,0,,,,,,379,0,26,405,621,Acta casilla,,,http://iem.org.mx/actas/D1790C01.pdf
5,16,MICHOACAN,8,TARIMBARO,79,SANTA ANA MAYA,1790,C,2,0,C02,32,68,22,24,13,64,3,63,66,,,,0,0,1,0,0,,,,,,356,2,14,372,621,Grupo de Recuento,,,http://iem.org.mx/actas/D1790C02.pdf
5,16,MICHOACAN,8,TARIMBARO,79,SANTA ANA MAYA,1791,B,1,0,B,59,63,25,32,18,75,5,93,53,,,,1,0,2,0,1,,,,,,427,0,33,460,681,Acta casilla,,,http://iem.org.mx/actas/D1791B.pdf
5,16,MICHOACAN,8,TARIMBARO,79,SANTA ANA MAYA,1791,C,1,0,C01,41,80,20,46,13,58,7,105,50,,,,3,0,0,1,6,,,,,,430,0,27,457,681,Grupo de Recuento,,,http://iem.org.mx/actas/D1791C01.pdf
5,16,MICHOACAN,8,TARIMBARO,79,SANTA ANA MAYA,1791,C,2,0,C02,24,55,30,45,18,65,5,104,57,,,,4,0,0,1,3,,,,,,411,0,29,440,680,Grupo de Recuento,,,http://iem.org.mx/actas/D1791C02.pdf
5,16,MICHOACAN,8,TARIMBARO,79,SANTA ANA MAYA,1792,B,1,0,B,26,65,39,52,12,53,2,51,69,,,,3,2,1,0,2,,,,,,377,0,23,400,667,Grupo de Recuento,,,http://iem.org.mx/actas/D1792B.pdf
5,16,MICHOACAN,8,TARIMBARO,79,SANTA ANA MAYA,1792,C,1,0,C01,43,64,24,52,6,73,6,42,61,,,,4,0,1,0,2,,,,,,378,0,11,389,667,Grupo de Recuento,,,http://iem.org.mx/actas/D1792C01.pdf
5,16,MICHOACAN,8,TARIMBARO,79,SANTA ANA MAYA,1793,B,1,0,B,30,52,36,23,3,40,7,38,56,,,,6,1,0,0,0,,,,,,292,0,34,326,648,Acta casilla,,,http://iem.org.mx/actas/D1793B.pdf
5,16,MICHOACAN,8,TARIMBARO,79,SANTA ANA MAYA,1794,B,1,0,B,10,10,10,8,3,14,1,13,26,,,,3,0,0,0,0,,,,,,98,0,4,102,152,Acta casilla,,,http://iem.org.mx/actas/D1794B.pdf
5,16,MICHOACAN,8,TARIMBARO,79,SANTA ANA MAYA,1795,B,1,0,B,22,17,6,33,4,28,3,29,44,,,,0,0,1,1,2,,,,,,190,0,7,197,480,Acta casilla,,,http://iem.org.mx/actas/D1795B.pdf
5,16,MICHOACAN,8,TARIMBARO,79,SANTA ANA MAYA,1795,C,1,0,C01,26,10,10,22,7,33,2,26,58,,,,2,0,0,1,3,,,,,,200,0,11,211,479,Acta casilla,,,http://iem.org.mx/actas/D1795C01.pdf
5,16,MICHOACAN,8,TARIMBARO,79,SANTA ANA MAYA,1796,B,1,0,B,27,34,31,58,11,34,3,62,20,,,,1,0,1,0,9,,,,,,291,0,12,303,734,Grupo de Recuento,,,http://iem.org.mx/actas/D1796B.pdf
5,16,MICHOACAN,8,TARIMBARO,79,SANTA ANA MAYA,1797,B,1,0,B,61,35,17,24,7,51,2,29,33,,,,0,2,3,0,2,,,,,,266,0,14,280,680,Grupo de Recuento,,,http://iem.org.mx/actas/D1797B.pdf
5,16,MICHOACAN,8,TARIMBARO,79,SANTA ANA MAYA,1798,B,1,0,B,20,24,79,19,4,33,7,47,12,,,,3,0,0,4,1,,,,,,253,0,15,268,503,Grupo de Recuento,,,http://iem.org.mx/actas/D1798B.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1959,B,1,0,B,41,88,45,157,51,20,2,26,9,,,,5,7,1,2,8,,,,,,462,0,31,493,738,Grupo de Recuento,,,http://iem.org.mx/actas/D1959B.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1959,C,1,0,C01,29,97,55,155,40,32,4,17,5,,,,0,4,0,0,4,,,,,,442,0,27,469,738,Grupo de Recuento,,,http://iem.org.mx/actas/D1959C01.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1960,B,1,0,B,56,72,51,134,49,27,6,12,4,,,,0,4,0,0,4,,,,,,419,0,28,447,676,Acta casilla,,,http://iem.org.mx/actas/D1960B.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1960,C,1,0,C01,44,93,35,129,47,40,4,23,5,,,,1,6,1,0,3,,,,,,431,0,20,451,676,Grupo de Recuento,,,http://iem.org.mx/actas/D1960C01.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1960,C,2,0,C02,40,52,41,144,58,32,6,15,4,,,,0,3,2,0,11,,,,,,408,0,28,436,675,Grupo de Recuento,,,http://iem.org.mx/actas/D1960C02.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1961,B,1,0,B,36,48,34,134,60,31,4,8,7,,,,0,4,0,0,6,,,,,,372,0,14,386,537,Grupo de Recuento,,,http://iem.org.mx/actas/D1961B.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1961,C,1,0,C01,28,67,26,94,71,51,1,10,5,,,,1,2,0,0,1,,,,,,357,0,15,372,537,Grupo de Recuento,,,http://iem.org.mx/actas/D1961C01.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1961,C,2,0,C02,30,59,33,103,53,38,2,13,4,,,,0,2,1,0,1,,,,,,339,0,25,364,536,Grupo de Recuento,,,http://iem.org.mx/actas/D1961C02.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1962,B,1,0,B,12,108,58,98,63,9,2,27,2,,,,1,2,0,0,6,,,,,,388,0,31,419,717,Grupo de Recuento,,,http://iem.org.mx/actas/D1962B.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1962,C,1,0,C01,5,47,105,87,83,10,4,27,3,,,,1,4,0,1,7,,,,,,384,0,40,424,716,Grupo de Recuento,,,http://iem.org.mx/actas/D1962C01.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1963,B,1,0,B,6,25,58,90,48,3,0,19,3,,,,1,4,0,0,15,,,,,,272,0,20,292,524,Grupo de Recuento,,,http://iem.org.mx/actas/D1963B.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1963,C,1,0,C01,6,20,49,99,26,3,2,28,3,,,,0,0,0,0,8,,,,,,244,0,26,270,524,Grupo de Recuento,,,http://iem.org.mx/actas/D1963C01.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1963,C,2,0,C02,12,17,58,84,44,16,3,29,3,,,,1,2,0,0,7,,,,,,276,0,21,297,524,Grupo de Recuento,,,http://iem.org.mx/actas/D1963C02.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1964,B,1,0,B,18,48,110,58,74,9,8,39,3,,,,0,2,0,1,5,,,,,,375,0,40,415,662,Grupo de Recuento,,,http://iem.org.mx/actas/D1964B.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1965,B,1,0,B,10,52,75,67,74,15,14,44,8,,,,1,1,0,0,5,,,,,,366,0,26,392,678,Grupo de Recuento,,,http://iem.org.mx/actas/D1965B.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1965,C,1,0,C01,17,49,68,56,86,6,11,77,9,,,,0,2,0,1,4,,,,,,386,0,27,413,677,Acta casilla,,,http://iem.org.mx/actas/D1965C01.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1965,C,2,0,C02,18,41,74,60,88,15,7,36,5,,,,0,2,0,1,5,,,,,,352,0,28,380,677,Acta casilla,,,http://iem.org.mx/actas/D1965C02.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1966,B,1,0,B,13,47,32,80,33,6,5,13,4,,,,0,0,0,0,3,,,,,,236,0,12,248,491,Acta casilla,,,http://iem.org.mx/actas/D1966B.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1966,C,1,0,C01,13,43,48,50,43,15,4,7,2,,,,0,0,0,0,3,,,,,,228,0,16,244,490,Grupo de Recuento,,,http://iem.org.mx/actas/D1966C01.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1966,E,1,0,E01,6,20,50,35,46,26,5,10,2,,,,0,3,0,1,4,,,,,,208,0,12,220,512,Grupo de Recuento,,,http://iem.org.mx/actas/D1966E01.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1966,E,1,1,E01C01,6,16,48,70,33,38,2,10,3,,,,1,2,0,0,1,,,,,,230,0,12,242,511,Grupo de Recuento,,,http://iem.org.mx/actas/D1966E01C01.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1967,B,1,0,B,9,31,54,80,49,58,8,19,2,,,,1,0,1,0,4,,,,,,316,0,16,332,612,Grupo de Recuento,,,http://iem.org.mx/actas/D1967B.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1967,C,1,0,C01,10,36,75,72,43,28,9,18,5,,,,2,2,1,1,3,,,,,,305,0,27,332,612,Grupo de Recuento,,,http://iem.org.mx/actas/D1967C01.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1967,C,2,0,C02,6,61,58,67,32,52,5,20,3,,,,1,0,0,1,3,,,,,,309,0,31,340,611,Grupo de Recuento,,,http://iem.org.mx/actas/D1967C02.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1967,C,3,0,C03,13,55,48,47,43,46,8,28,5,,,,0,1,1,0,1,,,,,,296,0,20,316,611,Grupo de Recuento,,,http://iem.org.mx/actas/D1967C03.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1967,C,4,0,C04,11,72,76,47,42,21,12,27,5,,,,1,2,0,1,1,,,,,,318,0,26,344,611,Grupo de Recuento,,,http://iem.org.mx/actas/D1967C04.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1968,B,1,0,B,2,59,44,57,64,3,3,4,1,,,,0,1,0,0,3,,,,,,241,0,14,255,406,Grupo de Recuento,,,http://iem.org.mx/actas/D1968B.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1968,C,1,0,C01,2,39,40,73,69,2,3,8,3,,,,0,3,0,0,3,,,,,,245,0,13,258,406,Grupo de Recuento,,,http://iem.org.mx/actas/D1968C01.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1969,B,1,0,B,7,46,57,138,74,5,3,12,1,,,,0,1,0,0,10,,,,,,354,1,27,382,650,Grupo de Recuento,,,http://iem.org.mx/actas/D1969B.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1969,C,1,0,C01,12,43,63,109,66,11,6,13,2,,,,2,2,0,0,4,,,,,,333,0,18,351,649,Grupo de Recuento,,,http://iem.org.mx/actas/D1969C01.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1970,B,1,0,B,6,65,33,73,23,5,2,3,1,,,,1,2,0,0,4,,,,,,218,0,12,230,508,Grupo de Recuento,,,http://iem.org.mx/actas/D1970B.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1970,C,1,0,C01,9,84,21,84,19,4,0,3,1,,,,0,2,0,0,3,,,,,,230,0,10,240,508,Grupo de Recuento,,,http://iem.org.mx/actas/D1970C01.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1970,C,2,0,C02,2,80,28,98,23,6,0,2,1,,,,0,1,0,1,3,,,,,,245,0,9,254,508,Grupo de Recuento,,,http://iem.org.mx/actas/D1970C02.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1971,B,1,0,B,11,71,82,79,58,17,4,17,6,,,,0,1,0,0,4,,,,,,350,0,36,386,608,Grupo de Recuento,,,http://iem.org.mx/actas/D1971B.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1971,C,1,0,C01,13,70,58,81,77,29,6,13,2,,,,1,1,0,0,8,,,,,,359,0,26,385,608,Grupo de Recuento,,,http://iem.org.mx/actas/D1971C01.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1971,C,2,0,C02,13,54,61,100,75,17,15,19,3,,,,1,2,0,0,3,,,,,,363,0,27,390,607,Grupo de Recuento,,,http://iem.org.mx/actas/D1971C02.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1971,C,3,0,C03,19,46,65,111,66,26,9,17,3,,,,0,1,1,0,3,,,,,,367,0,23,390,607,Grupo de Recuento,,,http://iem.org.mx/actas/D1971C03.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1972,B,1,0,B,25,83,25,133,50,11,5,29,4,,,,0,1,0,0,5,,,,,,371,0,35,406,698,Grupo de Recuento,,,http://iem.org.mx/actas/D1972B.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1972,C,1,0,C01,16,85,34,121,52,8,9,24,4,,,,0,1,0,0,11,,,,,,365,1,25,391,697,Grupo de Recuento,,,http://iem.org.mx/actas/D1972C01.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1973,B,1,0,B,23,68,40,71,54,7,5,26,5,,,,1,1,0,0,4,,,,,,305,0,13,318,571,Grupo de Recuento,,,http://iem.org.mx/actas/D1973B.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1973,C,1,0,C01,19,43,19,72,63,4,8,27,4,,,,0,0,0,0,0,,,,,,259,0,12,271,571,Acta casilla,,,http://iem.org.mx/actas/D1973C01.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1973,C,2,0,C02,13,48,21,87,37,7,3,25,7,,,,2,0,0,0,5,,,,,,255,0,19,274,571,Grupo de Recuento,,,http://iem.org.mx/actas/D1973C02.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1974,B,1,0,B,21,37,34,108,35,5,5,43,5,,,,2,1,0,0,10,,,,,,306,0,25,331,568,Grupo de Recuento,,,http://iem.org.mx/actas/D1974B.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1974,C,1,0,C01,20,38,49,105,26,9,9,40,8,,,,3,0,0,0,4,,,,,,311,0,21,332,568,Grupo de Recuento,,,http://iem.org.mx/actas/D1974C01.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1974,C,2,0,C02,20,45,48,77,25,22,7,42,3,,,,0,1,0,0,3,,,,,,293,0,24,317,568,Grupo de Recuento,,,http://iem.org.mx/actas/D1974C02.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1974,C,3,0,C03,25,44,55,96,48,14,11,46,11,,,,1,2,0,0,7,,,,,,360,0,23,383,567,Grupo de Recuento,,,http://iem.org.mx/actas/D1974C03.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1975,B,1,0,B,13,110,46,47,42,12,3,8,3,,,,0,12,0,0,4,,,,,,300,0,29,329,570,Grupo de Recuento,,,http://iem.org.mx/actas/D1975B.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1975,C,1,0,C01,16,143,49,48,59,12,8,15,7,,,,0,1,0,0,8,,,,,,366,0,23,389,570,Grupo de Recuento,,,http://iem.org.mx/actas/D1975C01.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1975,C,2,0,C02,10,105,41,65,65,6,6,7,5,,,,0,3,0,1,5,,,,,,319,0,17,336,570,Grupo de Recuento,,,http://iem.org.mx/actas/D1975C02.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1977,B,1,0,B,12,45,39,25,99,19,9,24,5,,,,0,0,0,0,2,,,,,,279,0,25,304,445,Grupo de Recuento,,,http://iem.org.mx/actas/D1977B.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1977,C,1,0,C01,16,34,51,35,93,21,8,22,2,,,,0,0,0,0,2,,,,,,284,0,16,300,445,Grupo de Recuento,,,http://iem.org.mx/actas/D1977C01.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1977,E,1,0,E01,77,57,25,29,45,24,11,96,23,,,,0,0,0,0,2,,,,,,389,1,27,417,614,Acta casilla,,,http://iem.org.mx/actas/D1977E01.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1977,E,1,1,E01C01,98,60,17,20,37,21,17,99,24,,,,0,0,0,1,2,,,,,,396,1,36,433,613,Grupo de Recuento,,,http://iem.org.mx/actas/D1977E01C01.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1977,E,2,0,E02,51,76,25,29,50,21,8,87,17,,,,6,2,0,0,2,,,,,,374,1,35,410,705,Grupo de Recuento,,,http://iem.org.mx/actas/D1977E02.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1977,E,2,1,E02C01,65,72,33,39,49,12,12,84,8,,,,2,1,0,0,2,,,,,,379,0,24,403,705,Grupo de Recuento,,,http://iem.org.mx/actas/D1977E02C01.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1977,E,3,0,E03,47,55,29,37,48,23,12,89,13,,,,2,1,0,1,2,,,,,,359,0,19,378,663,Acta casilla,,,http://iem.org.mx/actas/D1977E03.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1977,E,3,1,E03C01,57,27,24,56,36,21,12,81,15,,,,1,0,0,0,4,,,,,,334,1,31,366,663,Grupo de Recuento,,,http://iem.org.mx/actas/D1977E03C01.pdf
5,16,MICHOACAN,8,TARIMBARO,89,TARÍMBARO,1977,E,3,2,E03C02,51,47,18,65,42,14,12,79,22,,,,0,0,0,0,3,,,,,,353,1,16,370,662,Acta casilla,,,http://iem.org.mx/actas/D1977E03C02.pdf
