uniqueid,year,incumbent_party_Horacio
14001,1995,PAN
14001,1997,PAN
14001,2000,PRI
14001,2003,PRI
14001,2006,PAN
14001,2009,PAN
14001,2012,PRI_PVEM
14001,2015,PAN
14001,2018,NA
14002,1995,PRI
14002,1997,PVEM
14002,2000,PRI
14002,2003,PRI
14002,2006,PRD_PT
14002,2009,PAN
14002,2012,PRI_PVEM
14002,2015,MC
14002,2018,NA
14003,1995,PRI
14003,1997,PRD
14003,2000,PRD
14003,2003,PVEM
14003,2006,PVEM
14003,2009,PRD
14003,2012,PRI_PVEM
14003,2015,PRI
14003,2018,NA
14004,1995,PAN
14004,1997,PRI
14004,2000,PAN
14004,2003,PAN
14004,2006,PRI
14004,2009,PRI_PANAL
14004,2012,PRI_PVEM
14004,2015,PRI
14004,2018,NA
14005,1995,PRI
14005,1997,PRI
14005,2000,PRI
14005,2003,PAN
14005,2006,PRI
14005,2009,PRI_PANAL
14005,2012,PRI_PVEM
14005,2015,PAN_PRD
14005,2018,NA
14006,1995,PAN
14006,1997,PRI
14006,2000,PRI
14006,2003,PVEM
14006,2006,PAN
14006,2009,PRI_PANAL
14006,2012,PAN
14006,2015,PRI_PVEM
14006,2018,NA
14007,1995,PRD
14007,1997,PRI
14007,2000,PRI
14007,2003,PRI
14007,2006,PAN
14007,2009,PAN
14007,2012,PRI_PVEM
14007,2015,PRI
14007,2018,NA
14008,1995,PAN
14008,1997,PAN
14008,2000,PRI
14008,2003,PAN
14008,2006,PAN
14008,2009,MC
14008,2012,PRI_PVEM
14008,2015,PRI_PVEM
14008,2018,NA
14009,1995,PAN
14009,1997,PRI
14009,2000,PAN
14009,2003,PRI
14009,2006,PAN
14009,2009,PAN
14009,2012,PRI_PVEM
14009,2015,PAN
14009,2018,NA
14010,1995,PRI
14010,1997,PAN
14010,2000,PRI
14010,2003,PAN
14010,2006,PRI
14010,2009,PRI_PANAL
14010,2012,PRI_PVEM
14010,2015,PAN_PRD
14010,2018,NA
14011,1995,PRI
14011,1997,PAN
14011,2000,PAN
14011,2003,PAN
14011,2006,PAN
14011,2009,PRI_PANAL
14011,2012,PRI_PVEM
14011,2015,PRI
14011,2018,NA
14012,1995,PRI
14012,1997,PAN
14012,2000,PRI
14012,2003,PRI
14012,2006,PRI
14012,2009,PAN
14012,2012,NA
14012,2015,MC
14012,2018,NA
14013,1995,PRI
14013,1997,PRI
14013,2000,PAN
14013,2003,PRI
14013,2006,PAN
