ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,PBC,NVA_ALIANZA,PES,MC,MORENA,PPC,MUNICIPALISTA,PH,PRI_PT_PVEM_NVA_ALIANZA,PRI_PT_PVEM,PRI_PT_NVA_ALIANZA,PRI_PVEM_NVA_ALIANZA,PT_PVEM_NVA_ALIANZA,PRI_PT,PRI_PVEM,PRI_NVA_ALIANZA,PT_PVEM,PT_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
2,BAJA CALIFORNIA,1,ENSENADA,229,635,32363,24552,10161,5524,2204,3052,2460,6695,3856,17165,2453,3263,4346,201,60,21,43,9,315,205,55,45,1,18,,,,,,,6252,160,125331,5273,130764,369996,0.3534
2,BAJA CALIFORNIA,2,MEXICALI,581,1285,79671,43427,4127,1599,4022,14493,7039,8835,24617,19891,2972,3212,4255,628,90,23,189,16,240,581,353,31,23,57,2396,440,170,3039, , , ,259,226443,8623,235325,738916,0.3184
2,BAJA CALIFORNIA,3,TECATE,41,131,8005,6963,802,359,593,594,380,1693,3049,2225,2684,280,1062,94,21,2,14,13,27,101,5,2,2,7,,,,,,,,19,28975,1096,30090,80575,0.3734
2,BAJA CALIFORNIA,4,TIJUANA,1070,2273,114272,65416,9255,7095,8645,11133,11119,61007,12141,62129,5787,4868,7597,266,107,24,99,21,317,646,88,43,18,41, , , , ,3467,2605, ,564,388215,15720,404499,1293730,0.3126
2,BAJA CALIFORNIA,5,PLAYAS DE ROSARITO,27,134,11682,5219,893,131,971,1662,321,1054,1783,3255,526,295,765,45,12,1,14,1,34,98,13,2,,2,,,,,,,,15,28784,1206,30005,85320,0.3516

