CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,PBC,NVA_ALIANZA,PES,MC,MORENA,PPC,MUNICIPALISTA,PH,PRI_PT_PVEM_NVA_ALIANZA,PRI_PT_PVEM,PRI_PT_NVA_ALIANZA,PRI_PVEM_NVA_ALIANZA,PT_PVEM_NVA_ALIANZA,PRI_PT,PRI_PVEM,PRI_NVA_ALIANZA,PT_PVEM,PT_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,590,3,254,158,8,6,8,10,70,12,50,52,2,0,6,2,1,1,2,0,1,2,4,0,1,0,,,4,,,,,1,654,37,692,1991,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,591,1,81,60,4,5,10,9,17,1,41,41,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,1,,,,,0,272,20,292,743,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,592,2,209,109,12,7,9,22,22,16,47,43,5,2,2,0,3,0,0,0,0,0,1,0,0,0,,,0,,,,,0,511,18,529,1389,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,598,2,166,69,10,1,5,4,8,5,17,31,0,1,3,0,0,0,0,0,0,0,0,1,0,0,,,0,,,,,0,321,15,336,948,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,599,3,292,142,15,4,9,25,18,11,44,42,2,4,4,1,0,0,1,0,1,0,0,0,0,0,,,6,,,,,0,621,29,650,1974,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,600,2,78,60,5,3,3,5,15,4,88,23,0,2,3,0,0,0,0,0,1,1,0,1,0,0,,,1,,,,,0,293,18,311,757,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,601,2,173,118,3,4,7,7,14,1,15,33,2,1,8,0,0,1,0,0,0,2,0,0,1,0,,,1,,,,,0,390,25,415,1217,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,602,2,116,79,3,3,5,6,25,6,13,35,3,4,1,1,0,0,2,0,0,2,5,0,0,0,,,0,,,,,0,309,15,324,1169,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,603,3,321,150,13,5,14,5,74,8,31,40,8,2,1,1,0,0,3,0,1,5,6,0,0,0,,,3,,,,,0,691,33,724,1820,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,604,1,142,72,6,3,6,1,56,5,9,14,3,3,0,1,0,1,0,0,0,1,7,0,1,0,,,4,,,,,0,334,17,351,736,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,605,2,142,80,4,2,11,5,125,1,4,21,3,2,2,0,0,0,0,1,0,1,2,0,0,0,,,0,,,,,0,406,21,427,1011,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,606,2,112,57,7,3,3,2,104,1,4,28,1,0,1,3,0,0,1,0,1,4,6,0,0,1,,,0,,,,,1,339,12,352,893,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,607,2,143,55,1,2,13,3,134,2,13,41,0,1,5,0,0,0,0,0,0,0,1,0,0,0,,,1,,,,,0,415,18,433,996,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,608,2,187,59,2,6,8,1,131,2,10,28,0,0,5,1,0,0,0,0,0,0,12,0,0,1,,,2,,,,,0,455,33,488,1042,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,609,1,134,49,3,0,4,1,15,3,4,17,7,0,0,1,0,1,0,0,0,1,3,0,1,0,,,3,,,,,0,246,12,258,564,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,610,3,231,85,5,6,6,3,31,1,43,34,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,0,448,19,467,1270,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,611,2,158,70,4,6,13,6,46,5,13,48,4,2,4,3,0,0,0,0,2,0,0,0,0,1,,,2,,,,,1,387,8,396,1020,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,612,1,54,25,2,1,2,1,9,0,8,18,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,,0,,,,,0,123,5,128,420,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,613,3,240,131,9,5,12,31,44,22,32,76,7,6,4,1,0,0,0,0,0,0,1,1,0,0,,,2,,,,,0,624,40,664,1737,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,614,1,55,44,7,5,2,8,17,17,112,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,0,292,10,302,669,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,615,3,115,119,11,10,8,12,98,9,58,119,12,7,3,2,0,0,0,0,0,1,5,0,0,0,,,3,,,,,1,592,24,617,1681,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,617,2,75,68,10,2,3,74,18,6,37,30,4,2,2,1,0,0,0,0,1,1,1,0,0,0,,,1,,,,,0,336,12,348,783,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,618,1,138,42,7,5,3,6,13,4,13,20,0,0,2,1,0,0,0,0,1,0,5,0,0,0,,,1,,,,,0,261,14,275,662,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,619,1,87,30,1,2,2,6,15,0,16,16,1,0,0,0,0,1,0,0,0,0,1,0,1,0,,,0,,,,,0,178,5,183,544,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,620,3,219,150,16,2,7,5,36,25,50,62,2,1,1,0,0,0,0,0,2,2,6,0,0,0,,,4,,,,,0,590,33,623,1925,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,621,2,196,89,9,4,10,11,64,9,23,34,1,2,2,5,0,0,1,0,1,1,8,1,0,0,,,4,,,,,0,475,34,509,1341,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,622,3,138,141,29,12,7,34,58,30,86,58,2,3,2,4,0,0,0,0,0,3,2,0,0,0,,,2,,,,,0,611,20,631,1646,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,623,2,79,93,15,4,10,30,44,19,55,28,1,1,3,3,0,0,1,0,1,0,0,0,0,0,,,6,,,,,0,394,12,406,1285,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,624,2,76,121,12,5,9,4,22,17,47,43,7,17,3,0,0,0,0,0,0,0,2,0,0,0,,,1,,,,,0,386,10,396,1134,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,625,2,129,89,29,5,9,5,21,9,32,52,2,5,1,2,0,1,0,0,0,0,0,0,1,0,,,3,,,,,1,394,22,417,1454,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,626,3,347,94,10,10,18,6,20,6,64,50,1,4,1,0,0,0,1,0,0,0,1,1,0,0,,,0,,,,,0,634,25,659,1684,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,627,3,206,112,13,3,11,12,23,8,94,19,1,3,2,1,0,0,0,0,2,1,2,0,0,0,,,1,,,,,0,514,19,533,1907,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,628,2,123,90,9,1,8,8,56,28,101,48,10,2,2,1,1,0,0,0,0,1,5,0,0,1,,,4,,,,,0,499,13,512,1228,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,629,2,90,62,7,2,7,11,42,28,109,25,0,2,1,1,0,0,1,0,0,1,1,0,0,1,,,2,,,,,0,393,14,407,980,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,630,2,85,58,4,1,4,6,48,15,55,25,5,0,3,3,0,0,2,0,1,0,2,0,0,0,,,1,,,,,0,318,17,335,842,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,631,2,87,76,7,2,1,7,77,6,85,40,6,1,0,1,0,0,1,0,1,2,7,0,0,0,,,1,,,,,0,408,15,423,946,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,632,1,33,27,3,0,3,3,16,4,25,19,3,1,2,0,0,0,1,0,0,0,1,0,0,0,,,4,,,,,0,145,5,150,428,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,634,2,227,71,10,3,9,4,30,7,58,15,5,1,0,2,0,0,0,0,0,0,0,0,0,0,,,1,,,,,0,443,3,446,1131,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,635,2,141,57,11,2,4,8,14,11,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,0,273,9,282,833,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,638,1,60,31,39,0,2,6,17,3,33,13,2,1,1,0,0,0,1,0,0,0,7,0,0,0,,,1,,,,,0,217,7,224,624,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,639,2,79,34,21,4,5,9,48,2,48,15,0,1,1,0,0,0,1,0,1,2,0,0,0,0,,,1,,,,,1,273,16,290,837,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,640,2,105,82,17,6,13,10,45,7,35,29,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,2,,,,,0,354,10,364,1016,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,641,2,122,62,30,4,3,8,38,6,66,20,3,1,0,2,0,0,0,0,0,0,3,0,0,0,,,0,,,,,0,368,11,379,977,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,642,3,183,124,48,9,6,22,53,18,85,57,5,5,1,3,0,0,0,0,0,0,9,0,0,0,,,5,,,,,0,634,24,658,2092,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,643,3,200,112,39,5,13,11,52,13,75,48,2,1,4,1,0,0,0,0,0,1,7,0,0,1,,,4,,,,,0,590,21,611,1836,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,644,3,107,66,30,0,2,10,36,19,36,35,2,2,3,0,0,1,0,0,0,0,3,0,1,0,,,0,,,,,0,352,9,361,815,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,645,6,372,213,85,14,42,35,137,17,138,80,10,6,6,1,0,0,4,1,1,7,9,0,0,0,,,9,,,,,1,1188,63,1252,4081,,,,
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,693,2,95,86,10,1,6,6,51,2,29,52,7,6,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,0,352,10,362,923,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,495,2,137,97,10,9,22,18,11,13,26,58,5,3,4,0,0,0,0,0,1,2,1,0,0,0,,,,25,,,,0,442,15,457,1343,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,496,5,256,220,11,6,22,35,14,37,100,50,4,17,5,1,0,0,1,0,0,1,2,0,0,0,,,,31,,,,2,813,63,878,3350,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,497,2,35,79,1,1,8,4,6,8,13,25,2,1,2,1,0,1,0,0,0,3,1,1,1,0,,,,35,,,,0,227,21,248,844,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,507,1,62,82,3,0,4,8,1,5,13,14,2,1,1,0,1,0,1,0,0,5,0,0,0,0,,,,18,,,,0,221,10,231,747,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,508,2,45,63,3,0,5,6,3,3,13,31,2,3,7,0,1,0,0,0,0,2,0,0,0,0,,,,39,,,,0,226,19,245,787,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,509,2,59,92,3,2,8,7,4,0,6,28,1,1,1,1,0,0,0,0,0,1,0,0,0,2,,,,21,,,,0,237,18,255,765,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,510,2,69,70,2,0,4,11,2,7,5,14,0,5,7,1,0,0,0,0,0,3,0,0,0,0,,,,23,,,,0,223,6,229,778,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,511,2,56,42,5,3,4,5,6,17,19,12,1,3,2,0,0,0,0,0,0,3,0,0,0,0,,,,18,,,,0,196,11,207,802,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,512,2,66,57,3,1,7,6,2,7,9,3,1,4,1,1,0,0,0,0,0,2,1,0,0,0,,,,11,,,,0,182,16,198,791,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,513,2,58,52,4,0,7,4,5,3,13,19,0,2,0,0,0,0,0,0,1,3,0,0,0,0,,,,13,,,,0,184,20,204,775,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,514,2,68,32,1,3,2,6,3,11,25,16,0,2,3,2,0,0,0,0,0,3,0,0,0,0,,,,19,,,,1,196,3,200,814,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,515,2,52,51,2,0,2,14,1,13,17,17,1,3,3,0,0,0,0,0,0,2,0,0,0,0,,,,16,,,,0,194,14,208,751,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,516,4,182,135,10,8,21,26,10,13,63,47,2,8,4,2,2,0,1,0,1,3,1,0,0,0,,,,24,,,,0,563,20,583,2768,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,524,2,56,34,14,4,6,20,8,15,33,21,0,2,4,0,1,0,0,0,0,1,0,0,0,0,,,,12,,,,0,231,15,246,1055,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,525,2,61,67,13,2,11,21,4,12,36,28,4,2,7,0,0,0,1,0,1,0,0,0,0,0,,,,11,,,,0,281,19,300,1082,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,526,2,65,38,7,2,11,29,2,14,13,22,1,4,0,1,0,0,0,0,1,3,0,0,0,0,,,,31,,,,2,244,11,257,999,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,527,2,65,33,14,2,5,5,1,2,18,12,2,2,5,1,0,0,0,0,0,0,0,0,0,0,,,,20,,,,0,188,17,205,849,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,528,2,82,48,7,5,4,17,4,19,24,15,1,4,2,1,0,0,0,0,0,1,0,0,0,0,,,,14,,,,0,248,16,264,1215,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,529,2,123,46,9,4,6,16,5,15,36,17,1,4,4,2,1,0,1,0,0,0,0,1,0,0,,,,18,,,,1,309,17,327,1281,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,530,2,67,51,8,3,6,10,6,16,27,13,0,5,3,0,0,0,0,0,0,0,0,0,0,1,,,,22,,,,0,238,14,252,1154,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,531,2,85,48,7,3,5,30,1,13,46,23,1,5,10,0,0,0,0,0,0,1,1,0,0,0,,,,18,,,,1,297,26,324,1174,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,532,2,123,61,5,8,9,13,2,18,40,14,1,2,8,0,0,0,0,0,0,3,0,0,0,0,,,,21,,,,0,328,16,344,1337,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,533,2,84,60,27,7,17,28,2,14,43,35,3,2,4,1,0,0,1,0,0,0,0,0,0,0,,,,17,,,,0,345,19,364,1281,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,534,2,106,52,14,5,4,21,6,19,51,26,8,6,6,0,1,0,0,0,0,0,0,0,0,0,,,,28,,,,0,353,11,364,1351,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,535,1,34,28,2,1,5,9,1,4,32,8,0,1,3,0,0,0,0,0,1,0,1,0,0,0,,,,5,,,,0,135,7,142,511,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,536,1,60,37,6,3,7,5,2,3,15,22,2,2,2,3,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,169,0,169,675,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,537,2,80,54,2,3,7,11,2,2,23,16,0,4,2,2,0,0,0,0,0,1,0,0,0,0,,,,10,,,,0,219,16,235,919,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,538,13,823,383,34,6,56,169,53,140,236,184,35,17,47,4,0,0,1,1,4,2,0,1,0,1,,,,126,,,,2,2323,70,2395,9532,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,539,2,99,43,3,1,5,5,1,9,18,29,0,2,1,0,0,0,0,0,0,1,0,0,0,0,,,,7,,,,0,224,14,238,914,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,540,8,341,247,34,11,44,52,19,30,107,70,4,20,6,7,1,0,1,0,1,11,0,0,0,0,,,,92,,,,0,1099,51,1150,5467,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,541,4,117,143,14,6,8,22,13,23,73,28,5,2,4,0,0,0,0,0,1,1,1,0,0,0,,,,119,,,,1,580,37,618,2730,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,542,4,114,78,15,2,5,8,5,9,49,31,1,2,4,0,1,0,0,0,0,1,0,0,0,0,,,,55,,,,0,380,25,405,2370,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,543,3,180,149,7,2,7,11,6,13,35,31,1,4,2,4,0,0,0,0,0,5,0,0,0,0,,,,89,,,,0,546,33,579,1990,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,544,16,667,447,53,24,64,89,28,86,239,137,13,32,17,3,1,0,6,0,3,8,2,0,0,0,,,,261,,,,1,2180,103,2284,11754,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,545,5,183,133,8,6,13,23,13,12,80,58,3,4,3,1,0,0,0,0,0,4,0,0,0,0,,,,157,,,,1,701,39,741,3010,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,546,2,93,60,2,0,8,6,3,8,12,21,3,1,2,1,0,0,1,0,0,8,0,0,0,0,,,,16,,,,0,245,11,256,761,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,547,3,287,134,15,3,11,16,8,12,36,30,11,9,3,0,1,0,3,0,1,8,1,0,0,0,,,,34,,,,0,623,31,654,1909,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,565,11,462,404,48,19,41,71,21,65,180,122,15,125,11,3,1,0,2,0,3,10,1,0,0,0,,,,119,,,,3,1724,80,1807,7747,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,566,3,214,180,5,9,27,21,6,13,46,44,5,10,7,2,0,0,1,0,0,7,0,0,0,0,,,,31,,,,1,628,24,653,2232,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,567,2,130,92,6,1,22,15,3,14,42,38,5,2,2,1,0,0,0,0,1,1,1,0,0,0,,,,9,,,,0,385,16,401,1252,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,569,1,102,42,2,1,5,11,3,7,12,17,5,2,3,1,0,0,1,0,0,1,0,0,0,0,,,,15,,,,0,230,12,242,509,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,570,5,249,182,13,10,22,38,13,47,77,71,6,7,11,3,0,0,4,0,2,5,1,0,0,0,,,,40,,,,0,801,37,838,3015,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,597,2,206,106,8,10,9,14,13,5,32,36,1,1,3,0,1,0,0,1,3,3,0,0,0,1,,,,10,,,,0,463,23,486,1497,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,616,2,167,81,2,2,13,6,6,6,11,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,4,,,,0,315,5,320,885,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,633,3,227,140,9,10,13,18,25,14,114,36,3,29,4,1,0,0,1,0,1,0,0,0,0,0,,,,12,,,,0,657,53,710,1914,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,636,1,43,55,5,0,8,2,15,3,10,11,1,2,1,0,0,0,0,0,0,4,1,1,0,0,,,,1,,,,0,163,6,169,490,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,637,1,40,33,3,1,2,3,5,2,16,11,2,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,5,,,,0,125,11,136,378,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,646,1,127,41,9,5,0,7,12,3,22,20,1,8,1,0,0,0,0,0,0,1,1,0,0,0,,,,4,,,,0,262,13,275,551,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,647,1,186,54,2,3,5,8,4,3,16,26,0,15,0,1,0,0,0,0,0,0,0,0,0,0,,,,3,,,,0,326,10,336,749,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,648,2,157,102,8,3,12,41,12,5,44,20,2,3,7,1,0,0,0,0,0,4,0,0,0,0,,,,11,,,,0,432,21,453,1053,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,649,1,110,55,0,5,3,2,18,8,15,12,3,1,0,0,0,0,1,0,0,2,0,0,0,0,,,,3,,,,0,238,8,246,654,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,650,1,56,70,4,2,6,6,5,7,33,7,0,39,0,1,0,0,0,0,1,0,0,0,0,0,,,,4,,,,0,241,14,255,614,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,651,2,158,83,5,2,8,5,7,7,22,24,4,5,1,0,0,0,2,0,1,4,1,0,0,0,,,,22,,,,0,361,17,378,957,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,652,1,123,63,6,0,3,3,8,3,9,11,0,6,2,1,0,0,0,0,0,1,0,0,0,0,,,,7,,,,0,246,12,258,696,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,653,2,149,117,5,5,4,7,18,10,11,14,1,14,1,0,0,0,0,0,1,4,0,0,0,0,,,,18,,,,0,379,33,412,1058,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,654,2,132,72,7,5,10,4,4,4,24,14,1,5,1,1,0,0,0,0,0,0,0,0,0,0,,,,16,,,,0,300,11,311,810,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,655,2,186,125,9,10,14,10,12,13,38,10,2,6,6,3,0,0,0,0,1,3,1,0,0,0,,,,11,,,,0,460,24,484,1135,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,656,2,198,109,5,5,9,1,13,7,25,19,1,5,1,0,0,0,2,0,2,5,1,0,0,0,,,,14,,,,0,422,18,440,1027,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,657,2,202,67,14,3,5,7,19,5,15,12,0,0,2,0,0,0,1,0,3,1,0,0,0,0,,,,10,,,,1,366,21,388,841,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,658,2,273,59,1,3,3,2,7,1,17,6,0,11,1,3,0,0,1,0,1,2,0,0,0,1,,,,0,,,,0,392,7,399,931,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,659,1,88,63,1,1,3,8,8,3,19,7,0,31,5,0,0,0,0,0,2,0,0,0,0,0,,,,11,,,,0,250,10,260,639,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,660,1,69,54,4,1,9,4,6,0,34,7,0,8,1,0,0,0,0,0,2,1,0,0,0,0,,,,7,,,,0,207,9,216,491,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,662,1,49,31,0,0,0,1,1,0,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,5,,,,0,96,3,99,106,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,663,2,300,154,6,7,15,12,26,3,52,22,3,25,1,3,0,0,0,0,0,2,0,0,0,1,,,,15,,,,0,647,24,671,1499,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,664,3,336,151,5,5,9,6,13,9,23,29,1,16,5,1,0,0,0,0,0,2,0,0,0,0,,,,18,,,,0,629,30,659,1566,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,665,2,152,80,4,3,5,6,8,2,6,14,1,12,1,1,0,0,0,1,0,0,0,0,0,0,,,,10,,,,0,306,14,320,894,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,666,1,127,63,6,1,1,11,3,2,8,10,0,7,2,0,1,0,0,0,0,0,0,0,0,0,,,,6,,,,0,248,16,264,581,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,667,2,144,78,2,0,7,1,2,3,4,8,0,3,0,0,0,0,0,0,1,3,1,0,0,0,,,,12,,,,0,269,11,280,801,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,668,2,249,109,1,2,9,6,5,0,11,10,1,11,1,2,0,0,0,0,2,5,0,0,0,1,,,,4,,,,0,429,28,457,945,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,669,1,58,40,3,0,4,0,4,0,6,5,0,4,0,0,0,0,0,0,0,0,0,0,0,9,,,,0,,,,0,134,12,146,305,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,670,1,99,39,5,1,5,2,0,1,7,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,8,,,,0,180,10,190,362,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,671,1,72,21,1,1,1,0,6,0,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,5,,,,0,119,0,119,304,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,672,1,43,40,0,1,5,0,3,1,10,5,0,0,1,0,0,0,1,0,0,1,1,0,0,0,,,,5,,,,0,117,10,127,381,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,673,2,64,57,4,0,2,17,6,4,21,9,1,92,52,1,0,0,0,0,0,1,0,0,0,0,,,,4,,,,0,335,29,364,845,,,,
1,2,BAJA CALIFORNIA,6,MEXICALI,2,MEXICALI,674,1,66,41,0,1,5,2,3,5,9,5,1,49,65,0,0,0,0,0,1,2,0,0,0,0,,,,0,,,,0,255,15,270,705,,,,
