unqiueid,year,state,mun,section
15028,2015,MEXICO,CHIAUTLA,1104
15028,2015,MEXICO,CHIAUTLA,1105
15028,2015,MEXICO,CHIAUTLA,1106
15028,2015,MEXICO,CHIAUTLA,1107
15028,2015,MEXICO,CHIAUTLA,1108
16096,2004,MICHOACAN,Tumbiscatio,2065
16096,2004,MICHOACAN,Tumbiscatio,2066
16096,2004,MICHOACAN,Tumbiscatio,2067
16096,2004,MICHOACAN,Tumbiscatio,2068
16096,2004,MICHOACAN,Tumbiscatio,2069
16096,2004,MICHOACAN,Tumbiscatio,2070
16096,2004,MICHOACAN,Tumbiscatio,2071
16096,2004,MICHOACAN,Tumbiscatio,2072
16096,2004,MICHOACAN,Tumbiscatio,2073
16096,2004,MICHOACAN,Tumbiscatio,2074
16106,2007,MICHOACAN,Yurécuaro,2370
16106,2007,MICHOACAN,Yurécuaro,2371
16106,2007,MICHOACAN,Yurécuaro,2372
16106,2007,MICHOACAN,Yurécuaro,2373
16106,2007,MICHOACAN,Yurécuaro,2374
16106,2007,MICHOACAN,Yurécuaro,2375
16106,2007,MICHOACAN,Yurécuaro,2376
16106,2007,MICHOACAN,Yurécuaro,2377
16106,2007,MICHOACAN,Yurécuaro,2378
16106,2007,MICHOACAN,Yurécuaro,2379
16106,2007,MICHOACAN,Yurécuaro,2380
16106,2007,MICHOACAN,Yurécuaro,2381
16106,2007,MICHOACAN,Yurécuaro,2382
16106,2007,MICHOACAN,Yurécuaro,2383
16106,2007,MICHOACAN,Yurécuaro,2384
16106,2007,MICHOACAN,Yurécuaro,2385
16106,2007,MICHOACAN,Yurécuaro,2386
16106,2007,MICHOACAN,Yurécuaro,2387
16106,2007,MICHOACAN,Yurécuaro,2388
16053,2011,MICHOACAN,Morelia,941
16053,2011,MICHOACAN,Morelia,942
16053,2011,MICHOACAN,Morelia,943
16053,2011,MICHOACAN,Morelia,944
16053,2011,MICHOACAN,Morelia,945
16053,2011,MICHOACAN,Morelia,946
16053,2011,MICHOACAN,Morelia,947
16053,2011,MICHOACAN,Morelia,948
16053,2011,MICHOACAN,Morelia,949
16053,2011,MICHOACAN,Morelia,950
16053,2011,MICHOACAN,Morelia,951
16053,2011,MICHOACAN,Morelia,952
16053,2011,MICHOACAN,Morelia,953
16053,2011,MICHOACAN,Morelia,954
16053,2011,MICHOACAN,Morelia,955
16053,2011,MICHOACAN,Morelia,956
16053,2011,MICHOACAN,Morelia,957
16053,2011,MICHOACAN,Morelia,958
16053,2011,MICHOACAN,Morelia,959
16053,2011,MICHOACAN,Morelia,960
16053,2011,MICHOACAN,Morelia,961
16053,2011,MICHOACAN,Morelia,962
16053,2011,MICHOACAN,Morelia,963
16053,2011,MICHOACAN,Morelia,964
16053,2011,MICHOACAN,Morelia,965
16053,2011,MICHOACAN,Morelia,966
16053,2011,MICHOACAN,Morelia,967
16053,2011,MICHOACAN,Morelia,968
16053,2011,MICHOACAN,Morelia,969
16053,2011,MICHOACAN,Morelia,970
16053,2011,MICHOACAN,Morelia,971
16053,2011,MICHOACAN,Morelia,972
16053,2011,MICHOACAN,Morelia,973
16053,2011,MICHOACAN,Morelia,974
16053,2011,MICHOACAN,Morelia,975
16053,2011,MICHOACAN,Morelia,976
16053,2011,MICHOACAN,Morelia,977
16053,2011,MICHOACAN,Morelia,978
16053,2011,MICHOACAN,Morelia,979
16053,2011,MICHOACAN,Morelia,980
16053,2011,MICHOACAN,Morelia,981
16053,2011,MICHOACAN,Morelia,982
16053,2011,MICHOACAN,Morelia,983
16053,2011,MICHOACAN,Morelia,984
16053,2011,MICHOACAN,Morelia,985
16053,2011,MICHOACAN,Morelia,986
16053,2011,MICHOACAN,Morelia,987
16053,2011,MICHOACAN,Morelia,988
16053,2011,MICHOACAN,Morelia,989
16053,2011,MICHOACAN,Morelia,990
16053,2011,MICHOACAN,Morelia,991
16053,2011,MICHOACAN,Morelia,992
16053,2011,MICHOACAN,Morelia,993
16053,2011,MICHOACAN,Morelia,994
16053,2011,MICHOACAN,Morelia,995
16053,2011,MICHOACAN,Morelia,996
16053,2011,MICHOACAN,Morelia,997
16053,2011,MICHOACAN,Morelia,998
16053,2011,MICHOACAN,Morelia,999
16053,2011,MICHOACAN,Morelia,1000
16053,2011,MICHOACAN,Morelia,1001
16053,2011,MICHOACAN,Morelia,1002
16053,2011,MICHOACAN,Morelia,1003
16053,2011,MICHOACAN,Morelia,1004
16053,2011,MICHOACAN,Morelia,1005
16053,2011,MICHOACAN,Morelia,1006
16053,2011,MICHOACAN,Morelia,1007
16053,2011,MICHOACAN,Morelia,1008
16053,2011,MICHOACAN,Morelia,1009
16053,2011,MICHOACAN,Morelia,1010
16053,2011,MICHOACAN,Morelia,1011
16053,2011,MICHOACAN,Morelia,1012
16053,2011,MICHOACAN,Morelia,1013
16053,2011,MICHOACAN,Morelia,1014
16053,2011,MICHOACAN,Morelia,1015
16053,2011,MICHOACAN,Morelia,1016
16053,2011,MICHOACAN,Morelia,1017
16053,2011,MICHOACAN,Morelia,1018
16053,2011,MICHOACAN,Morelia,1019
16053,2011,MICHOACAN,Morelia,1020
16053,2011,MICHOACAN,Morelia,1021
16053,2011,MICHOACAN,Morelia,1022
16053,2011,MICHOACAN,Morelia,1023
16053,2011,MICHOACAN,Morelia,1024
16053,2011,MICHOACAN,Morelia,1025
16053,2011,MICHOACAN,Morelia,1026
16053,2011,MICHOACAN,Morelia,1027
16053,2011,MICHOACAN,Morelia,1028
16053,2011,MICHOACAN,Morelia,1029
16053,2011,MICHOACAN,Morelia,1030
16053,2011,MICHOACAN,Morelia,1031
16053,2011,MICHOACAN,Morelia,1032
16053,2011,MICHOACAN,Morelia,1033
16053,2011,MICHOACAN,Morelia,1034
16053,2011,MICHOACAN,Morelia,1035
16053,2011,MICHOACAN,Morelia,1036
16053,2011,MICHOACAN,Morelia,1037
16053,2011,MICHOACAN,Morelia,1038
16053,2011,MICHOACAN,Morelia,1039
16053,2011,MICHOACAN,Morelia,1040
16053,2011,MICHOACAN,Morelia,1041
16053,2011,MICHOACAN,Morelia,1042
16053,2011,MICHOACAN,Morelia,1043
16053,2011,MICHOACAN,Morelia,1044
16053,2011,MICHOACAN,Morelia,1045
16053,2011,MICHOACAN,Morelia,1046
16053,2011,MICHOACAN,Morelia,1047
16053,2011,MICHOACAN,Morelia,1048
16053,2011,MICHOACAN,Morelia,1049
16053,2011,MICHOACAN,Morelia,1050
16053,2011,MICHOACAN,Morelia,1051
16053,2011,MICHOACAN,Morelia,1052
16053,2011,MICHOACAN,Morelia,1053
16053,2011,MICHOACAN,Morelia,1054
16053,2011,MICHOACAN,Morelia,1055
16053,2011,MICHOACAN,Morelia,1056
16053,2011,MICHOACAN,Morelia,1057
16053,2011,MICHOACAN,Morelia,1058
16053,2011,MICHOACAN,Morelia,1059
16053,2011,MICHOACAN,Morelia,1060
16053,2011,MICHOACAN,Morelia,1061
16053,2011,MICHOACAN,Morelia,1062
16053,2011,MICHOACAN,Morelia,1063
16053,2011,MICHOACAN,Morelia,1064
16053,2011,MICHOACAN,Morelia,1065
16053,2011,MICHOACAN,Morelia,1066
16053,2011,MICHOACAN,Morelia,1067
16053,2011,MICHOACAN,Morelia,1068
16053,2011,MICHOACAN,Morelia,1069
16053,2011,MICHOACAN,Morelia,1070
16053,2011,MICHOACAN,Morelia,1071
16053,2011,MICHOACAN,Morelia,1072
16053,2011,MICHOACAN,Morelia,1073
16053,2011,MICHOACAN,Morelia,1074
16053,2011,MICHOACAN,Morelia,1075
16053,2011,MICHOACAN,Morelia,1076
16053,2011,MICHOACAN,Morelia,1077
16053,2011,MICHOACAN,Morelia,1078
16053,2011,MICHOACAN,Morelia,1079
16053,2011,MICHOACAN,Morelia,1080
16053,2011,MICHOACAN,Morelia,1081
16053,2011,MICHOACAN,Morelia,1082
16053,2011,MICHOACAN,Morelia,1083
16053,2011,MICHOACAN,Morelia,1084
16053,2011,MICHOACAN,Morelia,1085
16053,2011,MICHOACAN,Morelia,1086
16053,2011,MICHOACAN,Morelia,1087
16053,2011,MICHOACAN,Morelia,1088
16053,2011,MICHOACAN,Morelia,1089
16053,2011,MICHOACAN,Morelia,1090
16053,2011,MICHOACAN,Morelia,1091
16053,2011,MICHOACAN,Morelia,1092
16053,2011,MICHOACAN,Morelia,1093
16053,2011,MICHOACAN,Morelia,1094
16053,2011,MICHOACAN,Morelia,1095
16053,2011,MICHOACAN,Morelia,1096
16053,2011,MICHOACAN,Morelia,1097
16053,2011,MICHOACAN,Morelia,1098
16053,2011,MICHOACAN,Morelia,1099
16053,2011,MICHOACAN,Morelia,1100
16053,2011,MICHOACAN,Morelia,1101
16053,2011,MICHOACAN,Morelia,1102
16053,2011,MICHOACAN,Morelia,1103
16053,2011,MICHOACAN,Morelia,1104
16053,2011,MICHOACAN,Morelia,1105
16053,2011,MICHOACAN,Morelia,1106
16053,2011,MICHOACAN,Morelia,1107
16053,2011,MICHOACAN,Morelia,1108
16053,2011,MICHOACAN,Morelia,1109
16053,2011,MICHOACAN,Morelia,1110
16053,2011,MICHOACAN,Morelia,1111
16053,2011,MICHOACAN,Morelia,1112
16053,2011,MICHOACAN,Morelia,1113
16053,2011,MICHOACAN,Morelia,1114
16053,2011,MICHOACAN,Morelia,1115
16053,2011,MICHOACAN,Morelia,1116
16053,2011,MICHOACAN,Morelia,1117
16053,2011,MICHOACAN,Morelia,1118
16053,2011,MICHOACAN,Morelia,1119
16053,2011,MICHOACAN,Morelia,1120
16053,2011,MICHOACAN,Morelia,1121
16053,2011,MICHOACAN,Morelia,1122
16053,2011,MICHOACAN,Morelia,1123
16053,2011,MICHOACAN,Morelia,1124
16053,2011,MICHOACAN,Morelia,1125
16053,2011,MICHOACAN,Morelia,1126
16053,2011,MICHOACAN,Morelia,1127
16053,2011,MICHOACAN,Morelia,1128
16053,2011,MICHOACAN,Morelia,1129
16053,2011,MICHOACAN,Morelia,1130
16053,2011,MICHOACAN,Morelia,1131
16053,2011,MICHOACAN,Morelia,1132
16053,2011,MICHOACAN,Morelia,1133
16053,2011,MICHOACAN,Morelia,1134
16053,2011,MICHOACAN,Morelia,1135
16053,2011,MICHOACAN,Morelia,1136
16053,2011,MICHOACAN,Morelia,1137
16053,2011,MICHOACAN,Morelia,1138
16053,2011,MICHOACAN,Morelia,1139
16053,2011,MICHOACAN,Morelia,1140
16053,2011,MICHOACAN,Morelia,1141
16053,2011,MICHOACAN,Morelia,1142
16053,2011,MICHOACAN,Morelia,1143
16053,2011,MICHOACAN,Morelia,1144
16053,2011,MICHOACAN,Morelia,1145
16053,2011,MICHOACAN,Morelia,1146
16053,2011,MICHOACAN,Morelia,1147
16053,2011,MICHOACAN,Morelia,1148
16053,2011,MICHOACAN,Morelia,1149
16053,2011,MICHOACAN,Morelia,1150
16053,2011,MICHOACAN,Morelia,1151
16053,2011,MICHOACAN,Morelia,1152
16053,2011,MICHOACAN,Morelia,1153
16053,2011,MICHOACAN,Morelia,1154
16053,2011,MICHOACAN,Morelia,1155
16053,2011,MICHOACAN,Morelia,1156
16053,2011,MICHOACAN,Morelia,1157
16053,2011,MICHOACAN,Morelia,1158
16053,2011,MICHOACAN,Morelia,1159
16053,2011,MICHOACAN,Morelia,1160
16053,2011,MICHOACAN,Morelia,1161
16053,2011,MICHOACAN,Morelia,1162
16053,2011,MICHOACAN,Morelia,1163
16053,2011,MICHOACAN,Morelia,1164
16053,2011,MICHOACAN,Morelia,1165
16053,2011,MICHOACAN,Morelia,1166
16053,2011,MICHOACAN,Morelia,1167
16053,2011,MICHOACAN,Morelia,1168
16053,2011,MICHOACAN,Morelia,1169
16053,2011,MICHOACAN,Morelia,1170
16053,2011,MICHOACAN,Morelia,1171
16053,2011,MICHOACAN,Morelia,1172
16053,2011,MICHOACAN,Morelia,1173
16053,2011,MICHOACAN,Morelia,1174
16053,2011,MICHOACAN,Morelia,1175
16053,2011,MICHOACAN,Morelia,1176
16053,2011,MICHOACAN,Morelia,1177
16053,2011,MICHOACAN,Morelia,1178
16053,2011,MICHOACAN,Morelia,1179
16053,2011,MICHOACAN,Morelia,1180
16053,2011,MICHOACAN,Morelia,1181
16053,2011,MICHOACAN,Morelia,1182
16053,2011,MICHOACAN,Morelia,1183
16053,2011,MICHOACAN,Morelia,1184
16053,2011,MICHOACAN,Morelia,1185
16053,2011,MICHOACAN,Morelia,1186
16053,2011,MICHOACAN,Morelia,1187
16053,2011,MICHOACAN,Morelia,1188
16053,2011,MICHOACAN,Morelia,1189
16053,2011,MICHOACAN,Morelia,1190
16053,2011,MICHOACAN,Morelia,1191
16053,2011,MICHOACAN,Morelia,1192
16053,2011,MICHOACAN,Morelia,1193
16053,2011,MICHOACAN,Morelia,1194
16053,2011,MICHOACAN,Morelia,1195
16053,2011,MICHOACAN,Morelia,1196
16053,2011,MICHOACAN,Morelia,1197
16053,2011,MICHOACAN,Morelia,1198
16053,2011,MICHOACAN,Morelia,1199
16053,2011,MICHOACAN,Morelia,1200
16053,2011,MICHOACAN,Morelia,1201
16053,2011,MICHOACAN,Morelia,1202
16053,2011,MICHOACAN,Morelia,1203
16053,2011,MICHOACAN,Morelia,1204
16053,2011,MICHOACAN,Morelia,1205
16053,2011,MICHOACAN,Morelia,1206
16053,2011,MICHOACAN,Morelia,1207
16053,2011,MICHOACAN,Morelia,1208
16053,2011,MICHOACAN,Morelia,1209
16053,2011,MICHOACAN,Morelia,1210
16053,2011,MICHOACAN,Morelia,1211
16053,2011,MICHOACAN,Morelia,1212
16053,2011,MICHOACAN,Morelia,1213
16053,2011,MICHOACAN,Morelia,1214
16053,2011,MICHOACAN,Morelia,1215
16053,2011,MICHOACAN,Morelia,1216
16053,2011,MICHOACAN,Morelia,1217
16053,2011,MICHOACAN,Morelia,1218
16053,2011,MICHOACAN,Morelia,1219
16053,2011,MICHOACAN,Morelia,1220
16053,2011,MICHOACAN,Morelia,1221
16053,2011,MICHOACAN,Morelia,1222
16053,2011,MICHOACAN,Morelia,1223
16053,2011,MICHOACAN,Morelia,1224
16053,2011,MICHOACAN,Morelia,1225
16053,2011,MICHOACAN,Morelia,1226
16053,2011,MICHOACAN,Morelia,1227
16053,2011,MICHOACAN,Morelia,1228
16053,2011,MICHOACAN,Morelia,1229
16053,2011,MICHOACAN,Morelia,1230
16053,2011,MICHOACAN,Morelia,1231
16053,2011,MICHOACAN,Morelia,1232
16053,2011,MICHOACAN,Morelia,1233
16053,2011,MICHOACAN,Morelia,1234
16053,2011,MICHOACAN,Morelia,1235
16053,2011,MICHOACAN,Morelia,1236
16053,2011,MICHOACAN,Morelia,1237
16053,2011,MICHOACAN,Morelia,1238
16053,2011,MICHOACAN,Morelia,1239
16053,2011,MICHOACAN,Morelia,1240
16053,2011,MICHOACAN,Morelia,1241
16053,2011,MICHOACAN,Morelia,1242
16053,2011,MICHOACAN,Morelia,1243
16053,2011,MICHOACAN,Morelia,1244
16053,2011,MICHOACAN,Morelia,1245
16053,2011,MICHOACAN,Morelia,1246
16053,2011,MICHOACAN,Morelia,1247
16053,2011,MICHOACAN,Morelia,1248
16053,2011,MICHOACAN,Morelia,1249
16053,2011,MICHOACAN,Morelia,1250
16053,2011,MICHOACAN,Morelia,1251
16053,2011,MICHOACAN,Morelia,1252
16053,2011,MICHOACAN,Morelia,1253
16053,2011,MICHOACAN,Morelia,1254
16053,2011,MICHOACAN,Morelia,1255
16053,2011,MICHOACAN,Morelia,1256
16053,2011,MICHOACAN,Morelia,1257
16053,2011,MICHOACAN,Morelia,1258
16053,2011,MICHOACAN,Morelia,1259
16053,2011,MICHOACAN,Morelia,1260
16053,2011,MICHOACAN,Morelia,1261
16053,2011,MICHOACAN,Morelia,1262
16053,2011,MICHOACAN,Morelia,1263
16053,2011,MICHOACAN,Morelia,1264
16053,2011,MICHOACAN,Morelia,1265
16053,2011,MICHOACAN,Morelia,1266
16053,2011,MICHOACAN,Morelia,1267
16053,2011,MICHOACAN,Morelia,1268
16053,2011,MICHOACAN,Morelia,1269
16053,2011,MICHOACAN,Morelia,1270
16053,2011,MICHOACAN,Morelia,1271
16053,2011,MICHOACAN,Morelia,1272
16053,2011,MICHOACAN,Morelia,1273
16053,2011,MICHOACAN,Morelia,1274
16053,2011,MICHOACAN,Morelia,1275
16053,2011,MICHOACAN,Morelia,1276
16053,2011,MICHOACAN,Morelia,1277
16053,2011,MICHOACAN,Morelia,1278
16053,2011,MICHOACAN,Morelia,1279
16053,2011,MICHOACAN,Morelia,1280
16053,2011,MICHOACAN,Morelia,1281
16053,2011,MICHOACAN,Morelia,1282
16053,2011,MICHOACAN,Morelia,1283
16053,2011,MICHOACAN,Morelia,1284
16053,2011,MICHOACAN,Morelia,1285
16053,2011,MICHOACAN,Morelia,1286
16053,2011,MICHOACAN,Morelia,1287
16053,2011,MICHOACAN,Morelia,2675
16053,2011,MICHOACAN,Morelia,2677
17016,2000,MORELOS,OCUITUCO,569
17016,2000,MORELOS,OCUITUCO,570
17016,2000,MORELOS,OCUITUCO,571
17016,2000,MORELOS,OCUITUCO,572
17016,2000,MORELOS,OCUITUCO,573
17016,2000,MORELOS,OCUITUCO,574
17016,2000,MORELOS,OCUITUCO,575
17016,2000,MORELOS,OCUITUCO,576
17016,2000,MORELOS,OCUITUCO,577
17016,2000,MORELOS,OCUITUCO,578
20285,2014,OAXACA,SAN MIGUEL TLACAMAMA EXTRAORDINARIO,1409
20285,2014,OAXACA,SAN MIGUEL TLACAMAMA EXTRAORDINARIO,1410
20441,2016,OAXACA,SANTA MARÍA XADANI,1929
20441,2016,OAXACA,SANTA MARÍA XADANI,1930
20441,2016,OAXACA,SANTA MARÍA XADANI,1931
20441,2016,OAXACA,SANTA MARÍA XADANI,1932
21098,2001,PUEBLA,MOLCAXAC,826
21098,2001,PUEBLA,MOLCAXAC,827
21098,2001,PUEBLA,MOLCAXAC,828
21098,2001,PUEBLA,MOLCAXAC,829
21147,2005,PUEBLA,SANTA INES AHUATEMPAN EXTRAORDINARIO,1873
21147,2005,PUEBLA,SANTA INES AHUATEMPAN EXTRAORDINARIO,1874
21147,2005,PUEBLA,SANTA INES AHUATEMPAN EXTRAORDINARIO,1875
21147,2005,PUEBLA,SANTA INES AHUATEMPAN EXTRAORDINARIO,1876
21065,2007,PUEBLA,GENERAL FELIPE ANGELES,544
21065,2007,PUEBLA,GENERAL FELIPE ANGELES,545
21065,2007,PUEBLA,GENERAL FELIPE ANGELES,546
21065,2007,PUEBLA,GENERAL FELIPE ANGELES,547
21065,2007,PUEBLA,GENERAL FELIPE ANGELES,548
21065,2007,PUEBLA,GENERAL FELIPE ANGELES,549
21065,2007,PUEBLA,GENERAL FELIPE ANGELES,550
21081,2010,PUEBLA,IXCAMILPA DE GUERRERO,707
21081,2010,PUEBLA,IXCAMILPA DE GUERRERO,708
21126,2011,PUEBLA,SAN JERONIMO TECUANIPAN EXTRAORDINARIO,1695
21126,2011,PUEBLA,SAN JERONIMO TECUANIPAN EXTRAORDINARIO,1696
21126,2011,PUEBLA,SAN JERONIMO TECUANIPAN EXTRAORDINARIO,1697
21183,2010,PUEBLA,TLAOLA,2253
21183,2010,PUEBLA,TLAOLA,2254
21183,2010,PUEBLA,TLAOLA,2255
21183,2010,PUEBLA,TLAOLA,2256
21183,2010,PUEBLA,TLAOLA,2257
21183,2010,PUEBLA,TLAOLA,2258
21183,2010,PUEBLA,TLAOLA,2259
21183,2010,PUEBLA,TLAOLA,2260
21183,2010,PUEBLA,TLAOLA,2261
21001,2013,PUEBLA,ACAJETE,1
21001,2013,PUEBLA,ACAJETE,2
21001,2013,PUEBLA,ACAJETE,3
21001,2013,PUEBLA,ACAJETE,4
21001,2013,PUEBLA,ACAJETE,5
21001,2013,PUEBLA,ACAJETE,6
21001,2013,PUEBLA,ACAJETE,7
21001,2013,PUEBLA,ACAJETE,8
21001,2013,PUEBLA,ACAJETE,9
21001,2013,PUEBLA,ACAJETE,10
21001,2013,PUEBLA,ACAJETE,11
21001,2013,PUEBLA,ACAJETE,12
21001,2013,PUEBLA,ACAJETE,13
21001,2013,PUEBLA,ACAJETE,14
21001,2013,PUEBLA,ACAJETE,15
21001,2013,PUEBLA,ACAJETE,16
21001,2013,PUEBLA,ACAJETE,17
21001,2013,PUEBLA,ACAJETE,18
21001,2013,PUEBLA,ACAJETE,19
21038,2013,PUEBLA,CUAPIAXTLA DE MADERO,317
21008,2018,PUEBLA,AHUAZOTEPEC,75
21008,2018,PUEBLA,AHUAZOTEPEC,76
21008,2018,PUEBLA,AHUAZOTEPEC,77
21008,2018,PUEBLA,AHUAZOTEPEC,78
21099,2018,PUEBLA,CAÑADA MORELOS,262
21099,2018,PUEBLA,CAÑADA MORELOS,263
21099,2018,PUEBLA,CAÑADA MORELOS,264
21099,2018,PUEBLA,CAÑADA MORELOS,265
21099,2018,PUEBLA,CAÑADA MORELOS,266
21099,2018,PUEBLA,CAÑADA MORELOS,267
21099,2018,PUEBLA,CAÑADA MORELOS,268
21099,2018,PUEBLA,CAÑADA MORELOS,269
21099,2018,PUEBLA,CAÑADA MORELOS,270
21096,2018,PUEBLA,MAZAPILTEPEC DE JUAREZ,821
21106,2018,PUEBLA,OCOYUCAN,857
21106,2018,PUEBLA,OCOYUCAN,858
21106,2018,PUEBLA,OCOYUCAN,859
21106,2018,PUEBLA,OCOYUCAN,860
21106,2018,PUEBLA,OCOYUCAN,861
21106,2018,PUEBLA,OCOYUCAN,862
21106,2018,PUEBLA,OCOYUCAN,863
21106,2018,PUEBLA,OCOYUCAN,864
21106,2018,PUEBLA,OCOYUCAN,865
21106,2018,PUEBLA,OCOYUCAN,866
21166,2018,PUEBLA,TEPEOJUMA,2083
21166,2018,PUEBLA,TEPEOJUMA,2084
21166,2018,PUEBLA,TEPEOJUMA,2085
21166,2018,PUEBLA,TEPEOJUMA,2086
21166,2018,PUEBLA,TEPEOJUMA,2087
21166,2018,PUEBLA,TEPEOJUMA,2088
29022,2013,TLAXCALA,ACUAMANALA DE MIGUEL HIDALGO,309
29022,2013,TLAXCALA,ACUAMANALA DE MIGUEL HIDALGO,310
29022,2013,TLAXCALA,ACUAMANALA DE MIGUEL HIDALGO,311
29022,2013,TLAXCALA,ACUAMANALA DE MIGUEL HIDALGO,312
30007,2017,VERACRUZ,CAMARÓN DE TEJEDA,106
30007,2017,VERACRUZ,CAMARÓN DE TEJEDA,107
30007,2017,VERACRUZ,CAMARÓN DE TEJEDA,108
30007,2017,VERACRUZ,CAMARÓN DE TEJEDA,106
30007,2017,VERACRUZ,CAMARÓN DE TEJEDA,107
30007,2017,VERACRUZ,CAMARÓN DE TEJEDA,108
30065,2017,VERACRUZ,EMILIANO ZAPATA,1475
30065,2017,VERACRUZ,EMILIANO ZAPATA,1476
30065,2017,VERACRUZ,EMILIANO ZAPATA,1477
30065,2017,VERACRUZ,EMILIANO ZAPATA,1478
30065,2017,VERACRUZ,EMILIANO ZAPATA,1479
30065,2017,VERACRUZ,EMILIANO ZAPATA,1480
30065,2017,VERACRUZ,EMILIANO ZAPATA,1481
30065,2017,VERACRUZ,EMILIANO ZAPATA,1482
