uniqueid,year,incumbent_party_magar,incumbent_candidate_magar,runnerup_party_magar,runnerup_candidate_magar,margin
27001,1991,PRI,JAIME JAVIER CASTRO PAREDES,PRD,,0.3151143869
27001,1994,PRI,MILTON LASTRA VALENCIA,PRD,,0.5109167558
27001,1997,PRI,ALVARO CASTRO MARIN,PAN,,0.1800725193
27001,2000,PRI,SAUL PLANCARTE TORRES,PRD,,0.1961353677
27001,2003,PRD,PATRICIO MOGUEL PEREZ,PRI_PVEM,,0.1022618508
27001,2006,PRI,ARTURO ABREU RUIZ,PAN,,0.1454696229
27001,2009,PAN,MILTON LASTRA VALENCIA,PRI_PNA,,0.0912891426
27001,2012,PRI_PVEM_PNA,PEDRO ARGUELLO HERNANDEZ,PAN,,0.202620635
27001,2015,PRD_PNA,MARIO EUGENIO BOCANEGRA CRUZ,PAN,,0.2016921096
27001,2018,MORENA,SAUL PLANCARTE TORRES,PVEM,,0.1161406531
27001,2021,MORENA,LUISA DEL CARMEN CAMARA CABRALES,PVEM,BEATRIZ CASTAÑON FELIX,0.0268190647
27002,1991,PRI,CARLOS A WILSON GOMEZ,PRD,,0.0130054386
27002,1994,PRD,HECTOR MUÑOZ RAMIREZ,PRI,,0.027408718
27002,1997,PRI,OSCAR ALBERTO PRIEGO GALLEGOS,PRD,,0.0567285067
27002,2000,PRD,ABENAMAR MORALES GAMAS,PRI,,0.0324331186
27002,2003,PRD,TOMAS BRITO LARA,PRI_PVEM,,0.1300217398
27002,2006,PRD_PT_CONVE,SALVADOR AQUINO ALMEIDA,PRI,,0.0988134989
27002,2009,PRI_PNA,NELSON PEREZ GARCIA,PRD,,0.1509206266
27002,2012,PRD_PT_MC,ABENAMAR PEREZ ACOSTA,PRI_PVEM_PNA,,0.1407933827
27002,2015,PRD_PNA,RAFAEL ACOSTA LEON,PRI,,0.0119113293
27002,2018,PT_MORENA,ARMANDO BELTRAN TENORIO,PAN_PRD_MC,,0.3767022811
27002,2021,MORENA,MARIA ESTHER ZAPATA ZAPATA,PRD,NELSON HUMBERTO GALLEGOS VACA,0.343272162
27003,1991,PRI,JOSE LUIS VARELA ALVAREZ,PRD,,0.3704410362
27003,1994,PRI,NAPOLEON RODRIGUEZ SUAREZ,PRD,,0.1139013453
27003,1997,PRI,ROMEO BENJAMIN GARCIA MORA,PRD,,0.1151585542
27003,2000,PRI,FRANCISCO HERRERA LEON,PAN,,0.1750449714
27003,2003,PRD,JOSE DAVID ASCENCIO ARELLANO,PRI_PVEM,,0.1002121661
27003,2006,PRI,NICOLAS BELLIZIA ABOAF,PRD_PT_CONVE,,0.0158204468
27003,2009,PRI_PNA,AQUILES REYES QUIROZ,PAN,,0.1105122627
27003,2012,PRD_PT_MC,RAMON HERNANDEZ SANCHEZ,PRI_PVEM_PNA,,0.0723370118
27003,2015,PRI,GABRIELA DEL CARMEN LOPEZ SANLUCAS,PVEM,,0.0428767091
27003,2018,MORENA,GUADALUPE CRUZ IZQUIERDO,PAN_PRD_MC,,0.0583015
27003,2021,MORENA,LLUVIA SALAS LOPEZ,MC,SAUL ARMANDO RODRIGUEZ RODRIGUEZ,0.126362192
27004,1991,PRI,MANUEL SUAREZ HERRERA,PRD,,0.5667475984
27004,1994,PRI,JOSE A TARACENA MARTINEZ,PRD,,0.3384063413
27004,1997,PRI,GEORGINA TRUJILLO CENTELLA,PRD,,0.0748988479
27004,2000,PRI,ANDRES RAFAEL GRANIEL MELO,PRD,,0.2302884861
27004,2003,PRI_PVEM,FLORIZEL MEDINA PEREZNIETO,PRD,,0.0864933026
27004,2006,PRI,EVARISTO HERNANDEZ CRUZ,PRD_PT_CONVE,,0.0127291568
