uniqueid,year,incumbent_party_Horacio
27001,1997,PRI
27001,2000,PRI
27001,2003,PRD
27001,2006,PRI
27001,2009,PAN
27001,2012,PRI_PVEM_PANAL
27001,2015,PRD_PANAL
27001,2018,NA
27002,1997,PRI
27002,2000,PRD
27002,2003,PRD
27002,2006,PRD_PT
27002,2009,PRI_PANAL
27002,2012,PRD_PT_MC
27002,2015,PRD_PANAL
27002,2018,NA
27003,1997,PRI
27003,2000,PRI
27003,2003,PRD
27003,2006,PRI
27003,2009,PRI_PANAL
27003,2012,PRD_PT_MC
27003,2015,PRI
27003,2018,NA
27004,1997,PRI
27004,2000,PRI
27004,2003,PRI_PVEM
27004,2006,PRI
27004,2009,PRI_PANAL
27004,2012,PRD_PT_MC
27004,2016,PRD_PT
27004,2018,NA
27005,1997,PRI
27005,2000,PRD
27005,2003,PRI_PVEM
27005,2006,PRD_PT
27005,2009,PRI_PANAL
27005,2012,PRD_PT_MC
27005,2015,MORENA
27005,2018,NA
27006,1997,PRI
27006,2000,PRI
27006,2003,PRD
27006,2006,PRI
27006,2009,PRD
27006,2012,PRD_PT_MC
27006,2015,PRD
27006,2018,NA
27007,1997,PRI
27007,2000,PRI
27007,2003,PRI_PVEM
27007,2006,PRI
27007,2009,PAN
27007,2012,PRI_PVEM_PANAL
27007,2015,PVEM
27007,2018,NA
27008,1997,PRI
27008,2000,PRI
27008,2003,PRD
27008,2006,PRD_PT
27008,2009,PRI_PANAL
27008,2012,PRD_PT_MC
27008,2015,PRD
27008,2018,NA
27009,1997,PRI
27009,2000,PRI
27009,2003,PRI_PVEM
27009,2006,PRI
27009,2009,PRD
27009,2012,PRI_PVEM_PANAL
27009,2015,PRD_PANAL
27009,2018,NA
27010,1997,PRI
27010,2000,PRD
27010,2003,PRD
27010,2006,PRD_PT
27010,2009,PRI_PANAL
27010,2012,PRD_PT_MC
27010,2015,PRD_PANAL
27010,2018,NA
27011,1997,PRI
27011,2000,PRD
27011,2003,PRD
27011,2006,PRD_PT
27011,2009,PRD
27011,2012,PRI_PVEM_PANAL
27011,2015,PRD_PANAL
27011,2018,NA
27012,1997,PRI
27012,2000,PRI
27012,2003,PRD
27012,2006,PRD_PT
27012,2009,PRI_PANAL
27012,2012,PRD_PT_MC
27012,2015,PRI
27012,2018,NA
27013,1997,PRI
27013,2000,PRI
27013,2003,PRD
27013,2006,PRD_PT
27013,2009,PRI_PANAL
27013,2012,PRD_PT_MC
27013,2015,PAN
27013,2018,NA
27014,1997,PRI
27014,2000,PRD
27014,2003,PRD
27014,2006,PRI
27014,2009,PRD
27014,2012,PRI_PVEM_PANAL
27014,2015,PRD_PANAL
27014,2018,NA
27015,1997,PRI
27015,2000,PRI
27015,2003,PRI_PVEM
27015,2006,PRI
27015,2009,PRI_PANAL
27015,2012,PRD_PT_MC
27015,2015,PRI
27015,2018,NA
27016,1997,PRI
27016,2000,PRI
27016,2003,PRD
27016,2006,PRI
27016,2009,PRI_PANAL
27016,2012,PRI_PVEM_PANAL
27016,2015,PVEM
27016,2018,NA
27017,1997,PRI
27017,2000,PRI
27017,2003,PRI_PVEM
27017,2006,PRI
27017,2009,PRD
27017,2012,PRI_PVEM_PANAL
27017,2015,PRI
27017,2018,NA
