uniqueid,year,incumbent_party_JL,incumbent_candidate_JL
27001,1992,PRI,JAIME JAVIER CASTRO PAREDES
27001,1993,PRI,JAIME JAVIER CASTRO PAREDES
27001,1994,PRI,JAIME JAVIER CASTRO PAREDES
27001,1995,PRI,ALEJANDRO ARCO JUAREZ
27001,1996,PRI,ALEJANDRO ARCO JUAREZ
27001,1997,PRI,ALEJANDRO ARCO JUAREZ
27001,1998,PRI,JOSE ALVARO CASTRO MARIN
27001,1999,PRI,JOSE ALVARO CASTRO MARIN
27001,2000,PRI,JOSE ALVARO CASTRO MARIN
27001,2001,PRI,SAUL PLANCARTE TORRES
27001,2002,PRI,SAUL PLANCARTE TORRES
27001,2003,PRI,SAUL PLANCARTE TORRES
27001,2004,PRD,PATRICIO MOGUEL PEREZ
27001,2005,PRD,PATRICIO MOGUEL PEREZ
27001,2006,PRD,PATRICIO MOGUEL PEREZ
27001,2007,PRI,JOSE ARTURO ABREU RUIZ
27001,2008,PRI,JOSE ARTURO ABREU RUIZ
27001,2009,PRI,JOSE ARTURO ABREU RUIZ
27001,2010,PAN,MILTON LASTRA VALENCIA
27001,2011,PAN,MILTON LASTRA VALENCIA
27001,2012,PAN,MILTON LASTRA VALENCIA
27001,2013,PRI,PEDRO ARGUELLO HERNANDEZ
27001,2014,PRI,PEDRO ARGUELLO HERNANDEZ
27001,2015,PRI,PEDRO ARGUELLO HERNANDEZ
27001,2016,COAL,MARIO EUGENIO BOCANEGRA CRUZ
27001,2017,COAL,MARIO EUGENIO BOCANEGRA CRUZ
27001,2018,COAL,MARIO EUGENIO BOCANEGRA CRUZ
27001,2019,MORENA,SAUL PLANCARTE TORRES
27001,2020,MORENA,SAUL PLANCARTE TORRES
27001,2021,MORENA,SAUL PLANCARTE TORRES
27001,2022,MORENA,LUISA DEL CARMEN CAMARA CABRALES
27001,2023,MORENA,LUISA DEL CARMEN CAMARA CABRALES
27001,2024,MORENA,LUISA DEL CARMEN CAMARA CABRALES
27002,1992,CM-PRD,CARLOS ALBERTO WILSON GOMEZ
27002,1993,CM-PRD,CARLOS ALBERTO WILSON GOMEZ
27002,1994,CM-PRD,CARLOS ALBERTO WILSON GOMEZ
27002,1995,PRD,HECTOR MUÑOZ RAMIREZ
27002,1996,PRD,HECTOR MUÑOZ RAMIREZ
27002,1997,PRD,HECTOR MUÑOZ RAMIREZ
27002,1998,PRI,OSCAR ALBERTO PRIEGO GALLEGOS
27002,1999,PRI,OSCAR ALBERTO PRIEGO GALLEGOS
27002,2000,PRI,OSCAR ALBERTO PRIEGO GALLEGOS
27002,2001,PRD,ABENAMAR MORALES GAMAS
27002,2002,PRD,ABENAMAR MORALES GAMAS
27002,2003,PRD,ABENAMAR MORALES GAMAS
27002,2004,PRD,TOMAS BRITO LARA
27002,2005,PRD,TOMAS BRITO LARA
27002,2006,PRD,TOMAS BRITO LARA
27002,2007,CPBT,SALVADOR AQUINO ALMEIDA
27002,2008,CPBT,SALVADOR AQUINO ALMEIDA
27002,2009,CPBT,SALVADOR AQUINO ALMEIDA
27002,2010,PRI,NELSON PEREZ GARCIA
27002,2011,PRI,NELSON PEREZ GARCIA
27002,2012,PRI,NELSON PEREZ GARCIA
27002,2013,PRD,AVENAMAR PEREZ ACOSTA
27002,2014,PRD,AVENAMAR PEREZ ACOSTA
27002,2015,PRD,AVENAMAR PEREZ ACOSTA
27002,2016,COAL,RAFAEL ACOSTA LEON
27002,2017,COAL,RAFAEL ACOSTA LEON
27002,2018,COAL,RAFAEL ACOSTA LEON
27002,2019,COAL,ARMANDO BELTRAN TENORIO
27002,2020,COAL,ARMANDO BELTRAN TENORIO
27002,2021,COAL,ARMANDO BELTRAN TENORIO
27002,2022,MORENA,MARIA ESTHER ZAPATA ZAPATA
27002,2023,MORENA,MARIA ESTHER ZAPATA ZAPATA
27002,2024,MORENA,MARIA ESTHER ZAPATA ZAPATA
27003,1992,PRI,JOSE L VARELA ALVAREZ
27003,1993,PRI,JOSE L VARELA ALVAREZ
27003,1994,PRI,JOSE L VARELA ALVAREZ
27003,1995,PRI,NAPOLEON RODRIGUEZ SUAREZ
27003,1996,PRI,NAPOLEON RODRIGUEZ SUAREZ
27003,1997,PRI,NAPOLEON RODRIGUEZ SUAREZ
27003,1998,PRI,ROMEO BENJAMIN GARCIA MORA
27003,1999,PRI,ROMEO BENJAMIN GARCIA MORA
27003,2000,PRI,ROMEO BENJAMIN GARCIA MORA
27003,2001,PRI,FRANCISCO HERRERA LEON
27003,2002,PRI,FRANCISCO HERRERA LEON
27003,2003,PRI,FRANCISCO HERRERA LEON
27003,2004,PRD,JOSE DAVID ASCENCIO ARELLANO
27003,2005,PRD,JOSE DAVID ASCENCIO ARELLANO
27003,2006,PRD,JOSE DAVID ASCENCIO ARELLANO
27003,2007,PRI,NICOLAS CARLOS BELLIZIA ABOAF
27003,2008,PRI,NICOLAS CARLOS BELLIZIA ABOAF
27003,2009,PRI,NICOLAS CARLOS BELLIZIA ABOAF
27003,2010,PRI,AQUILES REYES QUIROZ
27003,2011,PRI,AQUILES REYES QUIROZ
27003,2012,PRI,AQUILES REYES QUIROZ
27003,2013,PRD,RAMON HERNANDEZ SANCHEZ
27003,2014,PRD,RAMON HERNANDEZ SANCHEZ
27003,2015,PRD,RAMON HERNANDEZ SANCHEZ
27003,2016,PRI,GABRIELA DEL CARMEN LOPEZ SANLUCAS
27003,2017,PRI,GABRIELA DEL CARMEN LOPEZ SANLUCAS
27003,2018,PRI,GABRIELA DEL CARMEN LOPEZ SANLUCAS
27003,2019,MORENA,GUADALUPE CRUZ IZQUIERDO
27003,2020,MORENA,GUADALUPE CRUZ IZQUIERDO
27003,2021,MORENA,GUADALUPE CRUZ IZQUIERDO
27003,2022,MORENA,LLUVIA SALAS LOPEZ
27003,2023,MORENA,LLUVIA SALAS LOPEZ
27003,2024,MORENA,LLUVIA SALAS LOPEZ
27004,1992,PRI,MANUEL SUAREZ HERRERA
27004,1993,PRI,MANUEL SUAREZ HERRERA
27004,1994,PRI,MANUEL SUAREZ HERRERA
27004,1995,PRI,EDGAR AZCUAGA CABRERA
27004,1996,PRI,EDGAR AZCUAGA CABRERA
27004,1997,PRI,EDGAR AZCUAGA CABRERA
27004,1998,PRI,GEORGINA TRUJILLO ZENTELLA
27004,1999,PRI,GEORGINA TRUJILLO ZENTELLA
27004,2000,PRI,GEORGINA TRUJILLO ZENTELLA
27004,2001,PRI,ANDRES RAFAEL GRANIER MELO
27004,2002,PRI,ANDRES RAFAEL GRANIER MELO
27004,2003,PRI,ANDRES RAFAEL GRANIER MELO
27004,2004,PRI,FLORIZEL MEDINA PEREZNIETO
27004,2005,PRI,FLORIZEL MEDINA PEREZNIETO
27004,2006,PRI,FLORIZEL MEDINA PEREZNIETO
27004,2007,PRI,EVARISTO HERNANDEZ CRUZ
27004,2008,PRI,EVARISTO HERNANDEZ CRUZ
27004,2009,PRI,EVARISTO HERNANDEZ CRUZ
27004,2010,PRI,JESUS ALI DE LA TORRE
27004,2011,PRI,JESUS ALI DE LA TORRE
27004,2012,PRI,JESUS ALI DE LA TORRE
27004,2013,PRD,JOSE HUMBERTO DE LOS SANTOS BERTRUY
27004,2014,PRD,JOSE HUMBERTO DE LOS SANTOS BERTRUY
27004,2015,PRD,JOSE HUMBERTO DE LOS SANTOS BERTRUY
27004,2016,CONSINTER,CONCEJO INTERNO CONCEJO INTERNO
27004,2017,CONSINTER,CONCEJO INTERNO CONCEJO INTERNO
27004,2018,CONSINTER,CONCEJO INTERNO CONCEJO INTERNO
27004,2019,COAL,EVARISTO HERNANDEZ CRUZ
27004,2020,COAL,EVARISTO HERNANDEZ CRUZ
27004,2021,COAL,EVARISTO HERNANDEZ CRUZ
27004,2022,MORENA,YOLANDA DEL CARMEN OSUNA HUERTA
27004,2023,MORENA,YOLANDA DEL CARMEN OSUNA HUERTA
27004,2024,MORENA,YOLANDA DEL CARMEN OSUNA HUERTA
27005,1992,PRI,OSCAR CACEP PERALTA
27005,1993,PRI,OSCAR CACEP PERALTA
27005,1994,PRI,OSCAR CACEP PERALTA
27005,1995,PRI,ROGELIO RODRIGUEZ JAVIER
27005,1996,PRI,ROGELIO RODRIGUEZ JAVIER
27005,1997,PRI,ROGELIO RODRIGUEZ JAVIER
27005,1998,PRI,MANUEL EUGENIO GRANIEL CACERES
27005,1999,PRI,MANUEL EUGENIO GRANIEL CACERES
27005,2000,PRI,MANUEL EUGENIO GRANIEL CACERES
27005,2001,PRD,JOSE MANUEL COPELAND GURDIEL
27005,2002,PRD,JOSE MANUEL COPELAND GURDIEL
27005,2003,PRD,JOSE MANUEL COPELAND GURDIEL
27005,2004,PRI,GREGORIO ARIAS PEREZ
27005,2005,PRI,GREGORIO ARIAS PEREZ
27005,2006,PRI,GREGORIO ARIAS PEREZ
27005,2007,CPBT,JAVIER MAY RODRIGUEZ
27005,2008,CPBT,JAVIER MAY RODRIGUEZ
27005,2009,CPBT,JAVIER MAY RODRIGUEZ
27005,2010,PRI,ALEJANDRO MEDINA CUSTODIO
27005,2011,PRI,ALEJANDRO MEDINA CUSTODIO
27005,2012,PRI,ALEJANDRO MEDINA CUSTODIO
27005,2013,PRD,HECTOR PERALTA GRAPPIN
27005,2014,PRD,HECTOR PERALTA GRAPPIN
27005,2015,PRD,HECTOR PERALTA GRAPPIN
27005,2016,MORENA,JAVIER MAY RODRIGUEZ
27005,2017,MORENA,JAVIER MAY RODRIGUEZ
