CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,NVA_ALIANZA,MORENA,ES,PAN_PRD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,700,B,82,71,31,4,2,1,50,5,0,0,0,0,0,0,246,9,255,514,GRUPO DE RECUENTO,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2523-G2524.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,452,C01,32,61,16,68,5,0,20,13,2,0,6,0,0,2,223,7,232,432,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0865-G0866.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,644,B,110,79,21,81,5,2,39,9,12,2,8,0,0,0,368,14,382,728,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1893-G1894.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,860,C01,30,31,10,20,6,0,37,10,3,1,1,0,1,0,150,4,154,396,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1465-G1466.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,296,C01,141,88,24,7,13,11,17,17,5,6,1,1,0,0,331,15,346,423,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0237-G0238.JPG
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,273,C01,92,121,74,17,1,14,10,27,17,3,7,0,1,0,384,12,396,490,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3087-G3088.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,645,B,95,60,14,86,4,4,50,17,10,3,5,0,0,2,348,13,363,736,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1895-G1896.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,700,C01,53,58,35,5,2,1,46,7,14,1,0,1,0,0,223,9,232,514,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2525-G2526.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,203,C06,221,124,22,7,3,1,8,2,21,0,0,0,0,0,409,2,411,736,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2841-G2842.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,296,E01,104,57,24,3,4,4,8,19,6,2,0,1,0,0,232,8,240,281,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0239-G0240.JPG
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,273,E01,75,126,43,57,1,5,1,12,7,2,6,1,2,0,338,11,349,395,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3089-G3090.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,701,B,67,68,40,7,3,2,43,4,18,2,2,0,0,0,256,6,262,574,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2527-G2528.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,861,B,103,60,21,46,6,5,50,14,5,0,1,0,0,0,311,8,319,658,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1467-G1468.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,297,B,188,187,4,10,0,2,15,3,16,4,4,0,0,0,433,15,448,509,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0241-G0242.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,646,B,79,56,12,42,4,0,32,10,9,1,3,0,1,2,249,10,261,530,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1897-G1898.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,453,B,25,86,19,95,4,1,27,8,9,0,12,0,0,0,286,3,289,463,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0867-G0868.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,862,B,55,32,14,28,6,4,55,12,8,0,3,0,0,1,217,10,228,531,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1469-G1470.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,634,B,37,63,31,201,4,5,24,18,13,1,15,0,0,0,412,0,412,692,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0243-G0244.JPG
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,274,B,83,209,151,5,0,9,2,5,28,5,5,1,0,0,503,13,516,604,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3091-G3092.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,862,C01,56,50,14,22,6,2,56,13,1,0,4,0,0,1,224,4,229,530,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1471-G1472.JPG
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,274,E01,127,156,94,41,3,11,6,8,24,0,5,0,0,0,475,14,489,585,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3093-G3094.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,647,B,107,31,17,5,1,2,23,11,3,2,0,0,0,0,202,5,207,417,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1899-G1900.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,453,C01,25,86,19,95,4,1,27,8,9,0,12,0,0,0,286,3,289,463,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0869-G0870.JPG
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,275,B,111,111,48,15,1,2,5,23,7,3,1,0,0,0,327,19,346,430,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3095-G3096.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,635,B,41,66,17,203,3,2,18,5,7,4,23,0,0,0,389,13,402,688,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0245-G0246.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,647,C01,98,26,16,8,1,1,35,11,6,1,1,0,0,0,204,1,205,416,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1901-G1902.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,863,B,43,52,11,50,1,2,32,16,7,4,1,0,0,0,219,6,225,509,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1473-G1474.JPG
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,275,C01,113,112,29,14,2,4,4,29,4,2,2,1,1,0,317,11,328,430,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3097-G3098.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,648,B,137,50,18,10,4,8,54,14,13,0,1,0,0,0,309,4,313,704,GRUPO DE RECUENTO,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1903-G1904.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,701,C01,85,61,41,3,0,5,41,5,23,2,2,0,0,0,268,6,274,574,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2529-G2530.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,863,C01,55,43,15,59,4,0,1,39,14,3,1,6,0,0,240,3,243,509,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1475-G1476.JPG
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,264,B,100,148,112,16,3,5,5,36,23,2,5,0,0,0,455,14,469,604,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3071-G3072.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,649,B,107,13,17,13,2,6,39,14,9,1,2,0,0,0,223,8,231,442,GRUPO DE RECUENTO,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1905-G1906.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,203,C07,219,160,17,7,0,0,18,6,28,1,1,0,0,0,457,11,468,736,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2843-G2844.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,649,C01,83,16,10,9,3,2,31,16,13,1,1,0,0,0,185,7,192,441,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1907-G1908.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,636,B,28,66,11,149,5,2,35,10,7,6,21,0,0,0,340,16,356,678,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0247-G0248.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,864,B,41,35,11,26,3,3,45,18,2,0,1,0,0,0,185,8,193,480,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1477-G1478.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,203,C08,259,114,8,11,2,2,19,2,18,1,3,0,0,0,439,12,451,736,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2845-G2846.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,702,B,122,62,28,3,3,1,60,10,10,2,4,0,0,0,305,12,317,749,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2531-G2532.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,650,B,116,22,14,6,2,2,38,13,9,1,2,0,0,0,225,3,228,413,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1909-G1910.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,454,C01,52,50,20,100,4,0,34,15,9,1,4,0,1,0,290,10,300,498,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0873-G0874.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,865,B,35,41,17,54,4,2,30,10,4,1,5,0,0,0,203,5,208,518,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1479-G1480.JPG
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,275,E01,61,91,36,8,5,0,6,7,1,3,2,0,2,0,222,6,228,307,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3099-G3100.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,702,C01,108,58,29,4,9,2,63,15,16,6,0,0,0,0,310,5,315,749,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2533-G2534.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,650,C01,123,17,13,7,3,1,40,13,14,2,1,0,0,0,234,4,238,413,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1911-G1912.JPG
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,752,B,85,53,27,9,3,2,32,3,18,0,6,0,0,0,238,14,252,583,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2087-G2088.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,203,C09,228,162,11,8,1,5,13,2,23,3,3,0,0,0,459,5,464,736,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2847-G2848.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,637,B,12,27,8,100,0,1,10,5,3,0,11,0,0,0,177,7,184,323,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0249-G0250.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,651,B,101,26,10,8,3,1,23,2,10,0,0,0,0,0,184,6,190,396,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1913-G1914.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,702,C02,156,49,21,3,2,3,53,16,20,1,1,0,0,0,325,10,335,749,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2535-G2536.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,455,B,37,44,9,36,2,2,32,8,2,2,4,0,0,0,178,7,185,384,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0875-G0876.JPG
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,753,B,96,99,52,17,4,2,60,6,22,2,3,2,0,1,365,10,376,697,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2089-G2090.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,866,B,60,50,17,30,4,4,40,15,11,0,10,0,0,1,241,10,252,502,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1481-G1482.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,703,B,107,74,27,2,2,3,52,4,22,0,1,1,0,3,295,4,302,618,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2537-G2538.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,5001,B,61,72,11,22,5,3,39,10,15,3,10,0,0,0,251,11,262,523,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0251-G0252.JPG
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,276,B,157,216,35,38,4,6,0,32,11,2,3,0,0,0,504,40,544,679,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3101-G3102.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,652,B,123,25,20,22,3,5,45,8,7,0,3,0,0,0,261,6,267,473,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1915-G1916.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,203,C10,228,181,3,5,1,1,13,3,27,4,2,0,0,0,468,8,476,736,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2849-G2850.JPG
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,754,B,36,44,19,5,1,4,12,3,13,4,3,0,0,0,144,2,146,323,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2091-G2092.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,455,C01,31,43,18,33,2,3,29,13,5,0,0,0,0,0,177,7,184,383,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0877-G0878.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,866,C01,38,46,7,41,5,1,33,14,5,1,3,0,0,1,194,10,205,501,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1483-G1484.JPG
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,276,E01,74,127,54,1,1,6,4,31,12,0,0,1,0,0,311,13,324,405,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3103-G3104.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,652,C01,97,18,11,32,2,0,35,5,9,0,2,0,0,1,211,8,220,473,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1917-G1918.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,203,C11,223,131,14,11,1,3,12,5,21,1,2,0,0,0,424,5,429,736,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2851-G2852.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,703,C01,101,72,22,5,2,4,47,3,16,1,1,0,0,1,274,12,287,617,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2539-G2540.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,5001,C01,82,80,10,20,3,3,29,13,7,0,6,0,1,0,254,8,262,523,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0253-G0254.JPG
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,755,B,44,44,14,6,1,1,30,4,5,0,0,0,0,1,149,3,153,319,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2093-G2094.JPG
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,278,B,166,193,96,11,8,16,7,49,11,0,0,3,2,0,562,26,588,721,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3105-G3106.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,867,B,43,47,20,31,2,2,26,9,6,0,4,0,0,0,190,2,192,432,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1485-G1486.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,653,B,131,36,19,12,6,4,70,19,11,0,1,0,0,0,309,13,322,706,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1919-G1920.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,456,B,53,56,20,49,7,6,45,18,2,1,11,0,0,0,268,7,275,531,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0879-G0880.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,704,B,81,58,16,3,8,3,45,14,14,1,4,2,0,0,249,3,252,553,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2541-G2542.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,5001,C02,60,79,20,23,1,1,36,14,14,5,6,0,1,0,260,13,273,522,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3833-G3834.JPG
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,279,B,79,268,41,12,8,9,4,11,4,5,6,1,0,0,448,26,474,583,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3107-G3108.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,653,C01,156,39,21,15,2,7,48,10,9,1,1,1,0,1,310,7,318,705,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1921-G1922.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,203,C12,234,130,11,3,1,2,17,3,25,1,6,0,0,0,433,7,440,736,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2853-G2854.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,654,B,150,41,24,45,5,4,68,19,16,1,3,0,0,0,376,12,388,717,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1923-G1924.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,457,B,80,74,25,103,8,1,48,29,10,3,10,2,0,0,393,16,409,727,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0881-G0882.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,867,C01,40,34,18,22,2,2,29,15,4,1,3,0,0,0,170,10,180,432,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1487-G1488.JPG
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,280,B,95,194,53,10,5,10,5,22,6,0,4,0,0,0,404,11,415,549,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3109-G3110.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,655,B,91,30,16,39,4,1,44,10,7,3,3,0,0,0,248,7,255,438,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1925-G1926.JPG
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,281,B,59,49,37,1,2,8,4,17,2,0,0,0,0,0,179,11,190,215,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3111-G3112.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,203,C13,232,131,11,6,2,2,13,3,29,3,2,0,0,0,434,6,440,736,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2855-G2856.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,868,B,65,57,22,57,10,2,60,27,12,0,8,0,0,0,320,12,332,702,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1489-G1490.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,655,C01,86,35,13,27,3,6,42,9,4,0,1,0,0,0,226,4,230,437,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1927-G1928.JPG
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,282,B,233,150,71,4,3,12,7,34,11,1,1,0,0,0,527,34,561,663,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3113-G3114.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,458,B,34,42,14,131,3,2,26,12,6,1,8,0,0,0,279,13,292,453,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0883-G0884.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,656,B,111,28,15,39,5,10,61,6,10,0,3,0,0,0,288,5,293,484,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1929-G1930.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,88,B,43,37,16,127,2,1,32,10,7,0,11,0,0,0,286,9,295,654,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0011-G0012.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,869,B,77,43,17,22,2,2,55,6,14,1,3,0,0,0,242,5,247,577,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1491-G1492.JPG
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,283,B,167,158,66,14,5,7,13,41,7,1,1,0,0,0,480,45,525,621,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3115-G3116.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,704,C01,101,40,22,5,2,2,37,9,7,0,2,0,0,0,227,7,234,552,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2543-G2544.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,192,S01,244,116,18,4,2,8,34,11,0,0,0,0,0,0,437,10,447,0,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3821-G3822.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,870,B,66,24,19,22,0,2,41,5,3,0,3,0,0,0,185,5,190,445,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1493-G1494.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,658,B,140,30,12,18,4,3,44,16,9,0,1,0,0,1,277,8,286,587,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1933-G1934.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,459,B,47,65,10,99,3,5,62,21,4,1,10,0,0,0,327,13,340,703,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0887-G0888.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,871,B,60,51,9,50,3,2,33,9,3,1,5,0,0,0,226,4,230,442,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1495-G1496.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,705,B,59,51,16,3,2,5,35,12,10,0,1,0,0,1,194,4,199,453,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2545-G2546.JPG
