CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,CAND_IND7,PRD_NVA_ALIANZA,PAN_PVEM,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,712,C02,0,106,158,21,26,10,3,6,2,2,,,,0,334,12,346,535,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0712_C2.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,713,B,0,89,178,12,1,7,2,4,1,0,,,,0,294,8,302,503,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0713_BA.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,713,C01,3,89,180,13,6,14,10,7,0,3,,,,0,325,10,335,502,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0713_C1.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,713,C02,0,82,198,15,8,6,2,8,0,1,,,,0,320,10,330,502,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0713_C2.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,714,B,0,77,184,5,10,5,7,16,4,0,,,,0,308,10,318,536,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0714_BA.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,714,C01,2,100,194,5,7,5,14,18,0,6,,,,0,351,6,357,536,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0714_C1.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,714,C02,2,83,189,3,9,1,9,15,0,1,,,,0,312,5,317,535,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0714_C2.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,715,B,1,14,45,1,0,0,0,2,0,0,,,,0,63,1,64,158,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0715_BA.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,716,B,0,81,193,16,38,3,2,1,1,0,,,,0,335,15,350,538,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0716_BA.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,716,C01,2,82,180,25,13,7,4,8,4,3,,,,0,328,11,339,538,Grupo de Recuento,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0716_C1.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,716,C02,1,62,176,42,14,10,9,7,0,0,,,,0,321,26,347,538,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0716_C2.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,717,B,1,99,159,21,3,2,2,5,1,1,,,,0,294,11,305,470,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0717_BA.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,717,C01,1,101,155,22,2,0,1,10,0,3,,,,0,295,3,298,470,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0717_C1.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,718,B,1,175,197,15,26,2,4,29,0,0,,,,0,449,10,459,687,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0718_BA.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,718,C01,1,181,212,14,10,2,7,14,1,0,,,,0,442,0,442,687,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0718_C1.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,719,B,0,86,210,21,6,5,3,14,1,1,,,,0,347,10,357,502,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0719_BA.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,719,C01,1,73,237,6,6,1,0,6,2,2,,,,0,334,5,339,501,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0719_C1.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,719,C02,2,96,221,13,4,2,1,13,3,0,,,,0,355,5,360,501,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0719_C2.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,720,B,1,176,249,14,23,0,6,11,3,20,,,,0,503,8,511,701,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0720_BA.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,720,C01,3,163,203,26,21,3,5,6,0,20,,,,0,450,18,468,700,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0720_C1.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,721,B,1,154,234,17,16,2,7,12,0,14,,,,0,457,10,467,639,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0721_BA.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,721,C01,0,163,192,29,12,0,1,4,2,18,,,,0,421,17,438,638,Grupo de Recuento,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0721_C1.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,722,B,1,170,193,69,6,3,4,17,0,2,,,,0,465,14,479,698,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0722_BA.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,722,C01,0,131,185,76,8,2,7,18,0,1,,,,0,428,7,435,698,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0722_C1.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,722,C02,1,170,167,73,2,1,2,18,0,1,,,,0,435,5,440,698,Grupo de Recuento,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0722_C2.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,723,B,3,161,248,26,0,3,1,3,1,10,,,,0,456,13,469,693,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0723_BA.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,723,C01,2,155,200,23,8,2,2,7,2,8,,,,0,409,19,428,693,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0723_C1.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,723,C02,0,166,221,30,8,4,2,8,0,9,,,,0,448,14,462,692,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0723_C2.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,724,B,2,111,178,26,11,4,3,15,1,1,,,,0,352,11,363,747,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0724_BA.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,724,C01,4,143,143,32,8,0,3,16,1,7,,,,0,357,13,370,747,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0724_C1.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,724,C02,0,115,201,14,6,3,2,8,2,1,,,,0,352,13,365,747,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0724_C2.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,724,C03,1,123,163,36,12,2,3,16,2,1,,,,0,359,8,367,746,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0724_C3.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,724,C04,1,124,154,20,13,2,3,15,3,3,,,,0,338,11,349,746,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0724_C4.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,727,B,0,150,241,14,20,10,15,7,0,5,,,,0,462,11,473,635,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0727_BA.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,727,C01,1,134,162,19,37,5,22,7,4,10,,,,0,401,20,421,635,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0727_C1.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,727,C02,5,114,196,20,28,9,22,10,2,10,,,,0,416,20,436,635,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0727_C2.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,727,C03,3,114,210,16,36,5,6,1,1,8,,,,0,400,34,434,635,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0727_C3.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,729,B,2,177,201,41,11,14,3,6,5,0,,,,0,460,15,475,673,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0729_BA.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,729,C01,1,185,212,30,12,5,0,1,5,1,,,,0,452,18,470,672,Grupo de Recuento,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0729_C1.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,729,C02,3,166,230,42,2,9,2,5,4,4,,,,0,467,16,483,672,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0729_C2.jpg
2,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,729,C03,2,177,224,34,12,11,1,7,5,5,,,,0,478,13,491,672,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/iv_huimanguillo/0729_C3.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,168,B,7,63,73,67,2,28,4,9,3,4,0,1,,0,261,13,274,477,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0168_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,168,C01,20,46,66,103,0,22,0,10,1,2,0,0,,0,270,0,270,477,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0168_C1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,169,B,13,64,78,105,1,29,2,14,1,4,1,1,,0,313,11,324,576,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0169_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,169,C01,16,85,68,113,2,10,5,11,0,2,0,0,,0,312,7,319,576,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0169_C1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,169,C02,13,50,65,120,2,25,4,12,0,1,2,4,,0,298,15,313,576,Grupo de Recuento,,,http://iepct.mx/resultados/2015/distrital/v_centla/0169_C2.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,169,C03,8,95,68,98,3,13,7,18,1,7,0,0,,0,318,12,330,576,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0169_C3.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,170,B,11,57,63,114,4,54,2,16,1,7,3,0,,0,332,12,344,543,Grupo de Recuento,,,http://iepct.mx/resultados/2015/distrital/v_centla/0170_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,170,C01,10,76,64,87,1,54,0,18,3,5,1,0,,0,319,8,327,543,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0170_C1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,171,B,18,41,62,106,2,48,3,22,1,1,0,1,,0,305,13,318,535,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0171_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,171,C01,17,68,62,108,3,30,1,16,1,4,0,1,,0,311,8,319,534,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0171_C1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,172,B,10,73,44,137,8,28,2,13,4,1,0,1,,0,321,11,332,521,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0172_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,173,B,27,86,51,110,3,30,2,18,0,1,6,0,,0,334,0,334,571,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0173_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,173,SMR01,15,37,57,84,8,3,2,12,0,5,5,0,,0,228,12,240,0,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0173_EMR1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,173,SRP01,2,5,7,14,3,11,1,4,0,0,0,0,,0,47,3,50,0,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0173_ERP1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,174,B,35,78,58,168,5,30,2,12,1,6,0,0,,0,395,18,413,622,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0174_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,175,B,12,47,57,117,6,24,3,13,1,5,0,1,,0,286,12,298,461,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0175_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,175,C01,10,38,51,133,3,29,1,13,4,1,2,0,,0,285,7,292,461,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0175_C1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,176,B,22,99,80,129,7,27,3,20,0,2,4,3,,0,396,9,405,717,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0176_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,176,C01,21,95,78,132,1,30,6,17,6,4,1,1,,0,392,13,405,716,Grupo de Recuento,,,http://iepct.mx/resultados/2015/distrital/v_centla/0176_C1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,177,B,17,62,56,128,3,19,1,14,1,5,2,0,,0,308,8,316,570,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0177_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,177,C01,18,49,52,131,7,10,2,11,1,8,3,0,,0,292,13,305,570,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0177_C1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,177,C02,17,52,46,143,3,21,4,21,2,0,2,1,,0,312,10,322,570,Grupo de Recuento,,,http://iepct.mx/resultados/2015/distrital/v_centla/0177_C2.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,178,B,18,60,41,85,3,14,2,8,1,0,1,0,,0,233,12,245,397,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0178_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,178,C01,11,63,46,77,3,23,1,7,6,0,0,0,,0,237,6,243,397,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0178_C1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,179,B,18,59,57,81,12,21,2,10,3,1,1,0,,0,265,12,277,502,Grupo de Recuento,,,http://iepct.mx/resultados/2015/distrital/v_centla/0179_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,179,C01,13,55,70,118,13,29,0,11,0,1,0,0,,0,310,12,322,502,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0179_C1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,179,C02,11,56,65,118,8,27,1,9,0,1,0,66,,0,362,8,370,502,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0179_C2.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,180,B,5,47,99,203,11,22,3,13,0,3,4,102,,0,512,13,525,623,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0180_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,180,C01,10,48,65,199,3,24,7,16,0,1,6,0,,0,379,8,387,623,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0180_C1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,181,B,16,51,68,140,2,15,2,7,4,3,1,0,,2,309,14,325,555,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0181_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,181,C01,15,66,56,154,3,10,2,10,1,5,1,1,,0,324,16,340,555,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0181_C1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,181,C02,10,64,54,138,2,21,5,12,0,2,0,0,,0,308,11,319,554,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0181_C2.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,182,B,11,95,108,104,21,11,2,32,2,4,0,0,,0,390,9,399,564,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0182_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,183,B,0,51,98,89,1,19,0,6,0,1,0,0,,0,265,10,275,403,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0183_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,183,C01,2,76,53,88,0,16,0,7,4,0,0,2,,0,248,14,262,402,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0183_C1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,184,B,3,76,139,88,0,7,1,3,1,0,0,0,,0,318,10,328,478,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0184_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,184,C01,5,56,120,104,2,18,3,5,0,2,0,1,,0,316,20,336,478,Grupo de Recuento,,,http://iepct.mx/resultados/2015/distrital/v_centla/0184_C1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,185,B,1,57,87,60,5,8,0,13,1,1,0,1,,0,234,10,244,339,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0185_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,186,B,15,136,104,110,4,11,4,12,0,5,0,1,,2,402,23,427,739,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0186_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,187,B,2,59,31,62,3,3,1,6,0,0,0,0,,0,167,2,169,249,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0187_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,188,B,1,33,19,33,2,3,0,3,0,1,0,0,,0,95,4,99,130,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0188_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,188,E01,1,20,39,35,0,7,0,1,0,0,0,0,,0,103,1,104,130,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0188_EX.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,189,B,11,79,118,103,9,17,5,11,0,11,0,0,,0,364,17,381,621,Grupo de Recuento,,,http://iepct.mx/resultados/2015/distrital/v_centla/0189_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,189,C01,6,129,77,108,5,16,0,15,6,7,0,0,,0,369,21,390,621,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0189_C1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,190,B,8,150,128,147,5,2,0,24,1,6,0,1,,0,472,12,484,747,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0190_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,191,B,6,43,124,103,2,4,1,13,0,1,0,0,,0,297,12,309,453,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0191_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,192,B,15,73,104,111,0,11,1,42,1,2,0,0,,0,360,7,367,591,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0192_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,192,C01,8,64,116,110,3,17,0,39,4,0,0,1,,0,362,17,379,591,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0192_C1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,192,C02,23,79,128,97,4,12,3,38,1,1,0,0,,0,386,14,400,591,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0192_C2.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,193,B,9,125,53,91,3,1,1,3,0,1,0,0,,0,287,18,305,485,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0193_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,194,B,16,130,83,62,3,32,3,42,3,3,22,0,,0,399,15,414,571,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0194_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,195,B,35,98,93,28,10,59,9,6,0,3,26,1,,0,368,12,380,513,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0195_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,196,B,7,75,85,87,14,7,1,27,0,1,3,0,,0,307,8,315,565,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0196_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,196,C01,6,80,80,64,14,1,4,20,1,1,2,0,,0,273,16,289,564,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0196_C1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,196,C02,15,67,72,81,18,6,3,22,1,1,3,1,,1,290,13,304,564,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0196_C2.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,196,C03,13,69,119,75,16,2,0,16,0,1,4,0,,0,315,11,326,564,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0196_C3.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,197,B,5,70,140,56,7,14,4,36,1,0,1,0,,0,334,16,350,504,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0197_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,197,C01,8,63,116,67,6,3,4,47,1,2,1,0,,0,318,19,337,504,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0197_C1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,197,C02,3,43,122,41,4,3,1,42,1,1,3,1,,1,265,8,274,503,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0197_C2.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,198,B,6,121,163,60,17,26,4,43,0,0,1,0,,0,441,15,456,661,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0198_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,198,C01,7,145,126,67,18,32,2,20,0,0,1,0,,0,418,10,428,661,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0198_C1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,199,B,26,53,85,29,2,22,0,32,1,0,0,0,,0,250,6,256,377,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0199_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,199,C01,30,71,54,44,5,39,0,23,0,0,0,0,,0,266,10,276,377,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0199_C1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,200,B,18,53,94,62,11,22,0,36,4,0,1,0,,0,301,18,319,520,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0200_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,200,C01,6,60,103,65,5,31,1,42,1,3,0,0,,0,317,20,337,520,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0200_C1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,200,C02,10,51,133,70,8,18,2,17,1,0,0,0,,0,310,13,323,519,Grupo de Recuento,,,http://iepct.mx/resultados/2015/distrital/v_centla/0200_C2.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,201,B,12,59,146,46,8,8,9,15,1,3,9,2,,0,318,13,331,528,Grupo de Recuento,,,http://iepct.mx/resultados/2015/distrital/v_centla/0201_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,201,C01,7,66,120,50,5,11,0,17,5,1,13,5,,0,300,27,327,527,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0201_C1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,201,C02,9,72,129,69,9,14,3,12,1,3,8,0,,0,329,14,343,527,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0201_C2.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,202,B,2,98,116,59,7,15,1,33,2,2,3,0,,0,338,10,348,562,Grupo de Recuento,,,http://iepct.mx/resultados/2015/distrital/v_centla/0202_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,202,C01,2,72,121,41,3,9,1,50,0,1,2,0,,1,302,20,323,562,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0202_C1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,202,C02,3,102,136,52,6,10,3,37,0,2,2,0,,0,353,10,363,562,Grupo de Recuento,,,http://iepct.mx/resultados/2015/distrital/v_centla/0202_C2.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,203,B,3,93,133,56,14,17,2,31,1,1,0,1,,0,352,16,368,630,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0203_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,203,C01,4,87,114,59,15,17,4,49,2,4,6,0,,0,361,14,375,630,Grupo de Recuento,,,http://iepct.mx/resultados/2015/distrital/v_centla/0203_C1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,203,C02,4,109,115,57,22,11,10,31,0,0,8,1,,0,368,9,377,630,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0203_C2.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,204,B,10,90,155,77,6,7,2,25,1,1,0,0,,0,374,13,387,573,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0204_BA.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,204,C01,6,111,106,73,13,10,10,39,0,0,1,1,,0,370,5,375,573,Grupo de Recuento,,,http://iepct.mx/resultados/2015/distrital/v_centla/0204_C1.jpg
2,27,TABASCO,5,CENTLA,3,CENTLA,204,C02,5,108,150,53,13,8,1,23,1,0,0,1,,0,363,11,374,573,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/v_centla/0204_C2.jpg
