CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,C_COMUN_PAN_PRD_PRS_PHBCS,PRI,PT,PVEM,MC,NA,MORENA,ES,BCSC,MORENA_ES,CAND_IND5,CAND_IND6,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,11,1,65,57,4,2,0,1,81,7,1,3,,49,270,0,10,280,447
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,12,1,43,65,0,0,2,2,28,0,0,1,,68,209,0,5,214,337
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,13,2,119,159,5,5,1,10,195,10,1,7,,129,641,1,17,659,1048
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,14,2,113,153,0,2,1,4,133,5,5,8,,87,511,0,15,526,934
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,15,1,80,75,5,0,0,2,104,0,2,1,,68,337,0,7,344,581
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,16,2,125,202,4,4,2,3,193,11,4,3,,112,663,0,13,676,1021
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,17,1,69,77,1,1,2,1,107,1,1,2,,56,318,0,3,321,469
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,18,2,114,197,4,3,1,1,214,9,8,10,,116,677,0,18,695,1102
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,19,2,103,144,5,6,3,0,160,7,2,10,,60,500,0,30,530,888
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,20,2,125,164,14,11,2,0,209,13,5,13,,94,650,0,24,674,1234
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,21,2,135,129,6,7,2,3,210,22,2,19,,95,630,0,26,656,1089
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,22,3,215,233,16,2,11,10,295,25,4,24,,149,984,0,41,1025,1883
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,23,2,82,131,6,2,0,1,153,10,3,2,,96,486,0,17,503,860
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,24,1,73,101,5,1,2,2,123,4,3,4,,56,374,0,18,392,643
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,25,2,110,111,5,2,2,2,204,5,4,11,,80,536,0,27,563,923
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,26,2,119,88,6,5,5,0,156,10,1,15,,90,495,0,30,525,898
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,27,2,67,112,8,4,4,1,153,17,5,11,,107,489,1,23,513,867
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,28,5,324,338,18,53,8,15,486,39,21,25,,196,1523,1,78,1602,3033
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,29,2,180,151,16,3,3,7,285,21,4,9,,113,792,0,42,834,1407
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,30,3,224,188,19,3,16,9,287,22,3,28,,139,938,0,53,991,1757
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,31,2,130,116,6,3,2,3,168,10,3,7,,110,558,0,30,588,964
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,32,2,139,148,6,2,5,4,180,26,5,11,,152,678,0,20,698,1101
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,33,1,42,72,6,0,2,1,97,7,2,0,,12,241,0,12,253,363
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,34,1,106,120,5,2,2,5,154,24,5,13,,20,456,0,35,491,723
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,35,1,30,7,0,1,1,2,37,2,3,0,,15,98,0,8,106,146
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,36,2,68,33,2,2,5,2,74,16,3,7,,10,222,0,32,254,418
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,37,1,31,39,7,1,5,2,60,5,1,3,,21,175,0,8,183,255
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,38,1,78,64,2,1,6,2,57,5,0,5,,7,227,0,12,239,328
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,39,1,61,41,1,0,0,4,15,1,1,1,,12,137,0,13,150,211
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,40,1,133,58,8,2,8,2,101,8,4,2,,27,353,0,20,373,675
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,41,2,160,95,21,7,6,3,133,4,1,13,,56,499,0,27,526,975
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,42,2,194,147,14,7,5,3,144,9,3,3,,24,553,0,35,588,1112
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,43,1,115,84,4,3,5,8,134,2,4,1,,23,383,0,14,397,691
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,44,2,80,147,8,0,2,7,143,3,1,6,,73,470,0,14,484,754
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,45,2,130,96,11,3,6,8,129,5,2,5,,64,459,0,13,472,757
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,46,1,89,116,7,1,2,6,118,7,7,5,,27,385,0,16,401,665
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,47,2,121,99,10,9,6,4,152,5,20,2,,62,490,0,13,503,848
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,48,2,227,199,7,4,14,17,166,5,6,4,,35,684,0,35,719,1123
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,49,1,24,31,0,0,0,0,22,1,1,0,,8,87,0,7,94,167
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,50,1,13,29,0,0,1,1,9,1,0,0,,49,103,0,7,110,176
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,51,1,27,47,1,0,2,2,51,1,0,4,,21,156,0,7,163,285
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,52,1,41,68,3,3,2,3,83,7,2,2,,25,239,0,10,249,387
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,53,1,45,33,6,3,0,0,45,3,0,3,,33,171,0,11,182,276
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,54,3,169,118,16,5,7,7,195,10,4,11,,33,575,0,32,607,996
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,55,1,53,92,1,1,1,2,91,4,4,2,,11,262,0,18,280,385
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,56,1,118,72,1,0,7,5,88,42,1,3,,16,353,0,9,362,540
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,57,1,170,82,4,1,17,12,117,21,4,4,,19,451,0,25,476,690
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,58,1,136,76,0,2,12,15,92,10,0,3,,23,369,0,20,389,547
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,59,2,111,59,7,0,3,10,234,17,3,13,,14,471,0,16,487,940
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,60,2,76,51,10,2,2,7,222,9,0,9,,14,402,0,17,419,771
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,61,4,189,125,21,3,3,19,663,30,3,24,,34,1114,0,61,1175,2351
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,62,1,16,6,8,0,0,0,44,1,0,1,,1,77,0,8,85,152
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,63,1,19,23,1,1,1,0,17,1,0,18,,3,84,0,5,89,106
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,66,1,21,16,0,0,0,0,8,0,1,0,,5,51,0,2,53,93
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,67,1,184,170,6,1,1,0,50,1,3,2,,12,430,0,31,461,595
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,68,1,110,98,5,0,1,1,40,1,2,0,,26,284,0,12,296,471
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,69,1,63,80,8,2,2,1,124,9,2,5,,11,307,0,21,328,495
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,70,1,128,120,2,0,1,1,43,4,2,1,,20,322,0,12,334,437
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,71,1,26,25,3,5,0,2,12,6,1,1,,10,91,0,1,92,127
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,72,1,88,120,5,3,0,1,63,6,1,15,,11,313,0,25,338,443
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,73,1,142,132,6,1,2,0,121,5,6,7,,11,433,0,21,454,648
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,74,1,31,60,0,0,1,1,9,0,0,0,,4,106,0,6,112,169
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,75,2,242,9,0,0,3,232,73,4,0,3,,,566,0,20,586,972
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,76,3,456,20,0,0,2,400,76,8,1,0,,,963,0,31,994,1618
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,77,3,238,10,0,0,0,269,72,8,3,2,,,602,0,15,617,814
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,78,2,288,15,0,0,3,302,57,1,0,3,,,669,0,25,694,1077
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,79,1,153,15,0,0,1,206,31,1,1,0,,,408,0,15,423,639
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,80,2,286,9,0,0,3,309,52,2,2,3,,,666,0,30,696,1073
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,81,1,134,11,0,0,0,131,29,0,1,2,,,308,0,9,317,514
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,82,2,292,8,0,0,2,299,48,1,1,1,,,652,0,17,669,1022
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,83,5,769,48,0,0,9,801,149,17,3,1,,,1797,0,36,1833,2776
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,84,1,25,2,0,0,0,74,35,4,1,2,,,143,0,4,147,226
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,85,3,308,43,0,0,5,245,102,4,5,3,,,715,1,28,744,1317
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,86,1,38,0,0,0,0,33,4,1,0,0,,,76,0,3,79,112
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,87,1,59,1,0,0,0,62,16,3,0,1,,,142,0,12,154,251
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,88,2,156,9,0,0,2,183,75,4,22,6,,,457,0,40,497,928
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,89,2,171,10,0,0,5,206,96,9,14,11,,,522,0,41,563,910
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,90,1,118,12,0,0,1,183,67,2,6,6,,,395,0,15,410,608
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,91,1,69,18,0,0,0,128,62,1,5,0,,,283,0,31,314,511
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,92,1,33,7,0,0,1,32,165,5,1,3,,,247,0,1,248,346
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,93,1,50,13,0,0,0,47,180,10,2,6,,,308,0,7,315,453
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,94,5,445,52,0,0,10,273,904,27,8,25,,,1744,0,64,1808,3293
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,95,2,112,15,0,0,2,68,238,13,0,12,,,460,0,8,468,858
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,96,2,130,18,0,0,1,102,325,24,2,11,,,613,0,14,627,1133
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,97,3,179,13,0,0,3,117,401,15,1,12,,,741,0,22,763,1101
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,98,3,230,17,0,0,2,193,641,25,4,19,,,1131,1,15,1147,1888
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,99,1,88,9,0,0,1,106,45,6,0,1,,,256,0,14,270,372
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,101,1,42,3,0,0,3,36,14,4,0,3,,,105,0,1,106,155
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,102,1,69,16,0,0,2,159,56,2,0,1,,,305,0,14,319,723
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,103,1,143,18,0,0,0,238,62,4,1,0,,,466,0,18,484,747
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,104,10,791,98,0,0,39,1403,901,37,9,26,,,3304,0,216,3520,7023
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,105,1,59,2,0,0,1,38,10,3,0,1,,,114,0,4,118,170
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,107,1,47,6,0,0,6,118,54,3,1,2,,,237,0,14,251,429
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,108,2,121,4,0,0,3,252,165,4,3,2,,,554,0,21,575,975
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,109,1,73,9,0,0,5,153,92,5,0,5,,,342,0,15,357,562
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,110,2,60,2,0,0,0,66,15,2,0,1,,,146,0,4,150,240
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,111,1,103,10,0,0,0,35,32,5,0,0,,,185,0,11,196,305
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,112,1,154,4,0,0,2,121,48,0,1,0,,,330,0,16,346,514
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,113,1,96,2,0,0,1,67,41,3,1,1,,,212,0,13,225,392
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,114,2,188,29,0,0,5,116,131,56,3,7,,,535,0,10,545,792
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,115,1,43,0,0,0,0,61,30,0,0,0,,,134,0,6,140,164
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,116,2,278,42,0,0,1,319,123,7,3,6,,,779,0,20,799,1174
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,117,2,129,6,0,0,1,70,56,8,2,5,,,277,0,25,302,461
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,118,2,139,7,0,0,3,47,58,3,0,5,,,262,0,5,267,419
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,119,1,89,2,0,0,0,34,68,5,2,4,,,204,1,10,215,316
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,120,1,230,11,0,0,5,59,93,11,1,8,,,418,0,14,432,675
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,121,2,186,79,4,21,16,5,250,4,64,8,,,637,0,22,659,1083
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,122,1,107,76,8,59,21,4,103,17,21,3,,,419,1,29,449,729
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,123,2,161,83,11,30,29,5,158,13,47,9,,,546,0,22,568,839
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,124,2,204,110,4,15,29,3,209,7,37,2,,,620,0,18,638,986
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,125,1,105,103,8,15,16,3,89,5,30,1,,,375,0,14,389,557
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,126,1,121,60,6,28,22,1,171,7,13,5,,,434,1,28,463,738
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,127,1,121,26,7,35,19,3,164,4,17,2,,,398,0,14,412,715
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,128,1,111,31,5,25,12,4,128,7,14,4,,,341,0,17,358,625
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,129,2,172,36,12,51,38,7,189,9,16,7,,,537,1,31,569,962
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,130,1,49,26,4,9,2,3,84,5,12,2,,,196,0,5,201,382
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,131,1,49,20,5,22,14,6,115,8,15,1,,,255,0,9,264,499
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,132,1,37,18,6,20,8,3,76,5,12,3,,,188,0,10,198,388
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,133,1,40,18,7,12,6,6,72,3,10,4,,,178,0,3,181,352
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,134,1,36,17,2,8,8,1,85,6,6,1,,,170,0,10,180,309
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,135,2,167,45,11,40,22,8,211,13,25,7,,,549,1,40,590,1019
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,136,2,162,57,8,26,17,3,171,5,12,4,,,465,0,25,490,803
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,137,2,131,88,5,13,29,13,185,5,21,1,,,491,24,9,524,817
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,138,1,118,57,9,19,13,7,122,5,15,2,,,367,1,23,391,628
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,139,1,83,34,6,19,15,1,138,2,11,4,,,313,0,12,325,550
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,140,1,67,25,6,28,10,5,95,7,18,1,,,262,0,12,274,496
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,141,2,120,23,12,43,16,3,180,3,24,6,,,430,0,23,453,789
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,142,2,137,60,11,41,34,10,210,14,29,5,,,551,0,35,586,1033
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,143,3,213,81,18,83,62,8,296,24,42,10,,,837,2,65,904,1853
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,144,2,211,87,18,85,49,5,256,15,35,3,,,764,1,45,810,1488
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,145,2,134,25,5,24,6,2,138,12,24,13,,,383,0,25,408,753
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,146,1,115,15,5,19,13,4,121,13,22,3,,,330,0,16,346,609
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,147,1,85,55,3,22,17,3,152,15,32,2,,,386,0,20,406,689
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,148,1,109,24,9,15,8,3,132,4,14,4,,,322,0,17,339,539
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,149,1,75,35,8,16,8,1,168,7,20,2,,,340,0,17,357,603
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,150,1,75,28,9,24,11,2,127,6,12,4,,,298,0,12,310,484
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,151,1,96,35,7,29,9,5,118,6,11,1,,,317,0,16,333,649
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,152,2,147,33,4,27,11,5,187,14,14,7,,,449,0,19,468,909
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,153,3,259,48,17,91,12,10,294,13,39,8,,,791,0,39,830,1530
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,154,2,182,59,7,72,12,4,243,10,34,8,,,631,0,34,665,1165
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,155,2,173,58,16,51,11,7,221,17,35,6,,,595,0,32,627,1010
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,156,6,572,125,30,188,37,11,696,34,81,15,,,1789,1,99,1889,3683
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,157,2,144,33,10,36,17,5,188,8,22,7,,,470,0,33,503,863
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,158,2,161,34,14,32,12,9,192,10,29,8,,,501,0,34,535,864
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,159,1,84,54,3,12,13,1,114,7,31,2,,,321,0,10,331,536
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,160,1,97,43,11,2,16,7,103,6,27,6,,,318,2,17,337,497
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,161,1,155,66,9,10,19,2,123,10,33,3,,,430,0,15,445,690
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,162,2,161,109,5,12,23,8,184,6,30,3,,,541,3,29,573,866
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,163,1,147,89,3,9,21,4,152,12,19,1,,,457,0,11,468,676
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,164,2,150,97,5,23,27,15,152,12,47,1,,,529,0,16,545,839
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,165,2,176,108,16,14,17,8,189,5,35,3,,,571,0,18,589,875
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,166,1,153,116,7,12,17,3,117,6,39,1,,,471,0,18,489,667
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,167,2,205,103,10,17,41,10,249,9,47,5,,,696,1,32,729,1059
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,168,2,199,73,7,29,18,4,276,10,15,0,,,631,6,25,662,1011
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,169,1,128,37,8,17,12,3,106,10,15,3,,,339,0,17,356,713
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,170,1,131,37,3,8,10,4,113,7,18,3,,,334,0,12,346,508
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,171,1,121,40,3,9,12,12,140,6,30,3,,,376,0,9,385,609
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,172,1,120,54,8,17,14,11,140,4,26,0,,,394,0,14,408,645
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,173,2,214,75,18,20,12,9,201,8,28,13,,,598,1,27,626,1009
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,174,2,224,52,11,28,16,10,203,14,37,4,,,599,2,24,625,972
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,175,2,243,59,14,35,24,7,287,26,31,6,,,732,0,33,765,1301
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,176,1,137,35,7,12,10,9,110,12,26,1,,,359,0,16,375,566
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,177,1,131,27,3,22,15,4,129,4,13,1,,,349,0,9,358,559
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,178,1,87,25,7,29,16,2,111,4,16,1,,,298,2,17,317,495
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,179,2,164,40,19,29,11,9,203,15,23,8,,,521,0,31,552,895
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,180,2,183,36,6,25,12,7,208,14,17,8,,,516,0,19,535,903
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,181,2,233,59,15,24,8,7,231,9,11,2,,,599,0,20,619,1227
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,182,2,188,38,6,38,20,4,186,4,24,2,,,510,0,20,530,871
