CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,27,TABASCO,1,TENOSIQUE,1,BALANCAN,20,1,1,19,9,27,1,3,1,44,55,0,0,0,0,,160,0,8,168,636
2,27,TABASCO,1,TENOSIQUE,1,BALANCAN,21,1,2,38,11,36,1,7,0,80,24,0,1,0,1,,201,0,8,209,292
2,27,TABASCO,1,TENOSIQUE,1,BALANCAN,22,2,9,65,20,56,4,34,6,273,84,0,0,0,0,,551,0,32,583,820
2,27,TABASCO,1,TENOSIQUE,1,BALANCAN,23,2,13,93,47,107,6,16,4,211,96,1,0,0,0,,594,0,41,635,872
2,27,TABASCO,1,TENOSIQUE,1,BALANCAN,24,3,406,352,32,208,9,16,12,346,178,2,1,0,0,,1562,0,75,1637,1761
2,27,TABASCO,1,TENOSIQUE,1,BALANCAN,25,2,17,32,32,85,14,16,6,154,146,1,0,0,0,,503,0,13,516,777
2,27,TABASCO,1,TENOSIQUE,1,BALANCAN,27,1,16,68,61,10,4,13,0,118,30,1,0,0,1,,322,0,22,344,484
2,27,TABASCO,1,TENOSIQUE,1,BALANCAN,28,2,10,94,41,36,4,5,5,174,60,3,0,0,0,,432,0,29,461,797
2,27,TABASCO,1,TENOSIQUE,1,BALANCAN,29,1,5,112,15,89,3,8,3,168,30,0,0,0,0,,433,0,17,450,622
2,27,TABASCO,1,TENOSIQUE,1,BALANCAN,30,3,8,84,39,145,5,18,10,336,119,0,0,0,0,,764,0,17,781,1084
2,27,TABASCO,1,TENOSIQUE,1,BALANCAN,31,1,1,38,5,24,0,4,1,35,12,0,1,0,0,,121,0,12,133,198
2,27,TABASCO,1,TENOSIQUE,1,BALANCAN,32,1,13,26,20,26,2,13,2,68,75,0,1,0,2,,248,13,0,261,317
2,27,TABASCO,1,TENOSIQUE,1,BALANCAN,33,1,11,11,9,8,2,7,3,119,65,0,0,0,0,,235,0,6,241,341
2,27,TABASCO,1,TENOSIQUE,1,BALANCAN,34,1,3,54,28,21,2,4,3,37,83,1,0,0,0,,236,0,9,245,391
2,27,TABASCO,1,TENOSIQUE,1,BALANCAN,35,2,11,59,104,143,11,17,3,333,117,2,1,0,0,,801,12,72,885,1149
2,27,TABASCO,1,TENOSIQUE,1,BALANCAN,36,1,3,55,40,99,11,10,2,183,66,1,0,0,0,,470,0,24,494,654
2,27,TABASCO,1,TENOSIQUE,1,BALANCAN,37,2,15,94,68,159,8,12,5,287,235,1,2,1,0,,887,0,46,933,1236
2,27,TABASCO,1,TENOSIQUE,1,BALANCAN,38,2,0,123,25,87,8,20,5,215,117,0,0,0,0,,600,0,38,638,785
2,27,TABASCO,1,TENOSIQUE,1,BALANCAN,39,2,19,48,52,82,6,16,4,154,126,1,2,0,0,,510,0,45,555,820
2,27,TABASCO,1,TENOSIQUE,1,BALANCAN,40,2,24,70,43,129,9,39,99,90,16,0,0,0,6,,525,0,32,557,808
2,27,TABASCO,1,TENOSIQUE,1,BALANCAN,41,2,19,71,29,76,7,14,6,180,211,0,1,0,0,,614,0,31,645,947
2,27,TABASCO,1,TENOSIQUE,1,BALANCAN,42,4,14,170,49,262,11,19,4,496,141,1,0,0,0,,1167,1,41,1209,1639
2,27,TABASCO,1,TENOSIQUE,1,BALANCAN,43,2,9,81,38,96,2,15,5,251,102,3,0,0,0,,602,0,48,650,987
2,27,TABASCO,1,TENOSIQUE,1,BALANCAN,44,3,22,94,19,77,10,16,6,322,116,1,0,1,0,,684,0,42,726,1042
2,27,TABASCO,1,TENOSIQUE,1,BALANCAN,45,2,6,117,51,96,10,11,6,301,114,1,2,0,1,,716,0,33,749,1071
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1089,2,10,168,32,17,5,21,1,273,7,0,0,0,0,,534,0,19,553,710
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1090,3,19,428,75,66,8,19,8,648,17,3,0,1,0,,1292,0,25,1317,2117
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1091,2,8,153,30,26,3,9,2,253,7,1,0,0,1,,493,0,10,503,789
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1092,1,11,173,46,15,3,13,2,174,10,0,0,0,0,,447,0,10,457,628
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1093,1,8,146,42,20,3,13,2,233,7,0,0,0,0,,474,0,19,493,703
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1094,2,9,236,37,23,3,6,3,306,13,1,0,0,0,,637,0,21,658,926
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1095,1,9,182,38,22,0,11,2,249,14,0,0,0,0,,527,0,15,542,679
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1096,2,20,224,61,25,5,15,6,420,8,1,3,0,0,,788,0,28,816,1130
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1097,2,4,185,63,21,5,17,9,365,3,1,1,0,0,,674,0,19,693,955
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1098,2,9,289,40,29,6,19,1,365,8,0,1,0,6,,773,0,31,804,1122
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1099,3,15,207,61,36,7,19,15,580,6,0,0,0,0,,946,0,22,968,1493
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1100,4,25,435,73,47,9,32,14,931,18,1,0,0,0,,1585,0,69,1654,2462
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1101,3,19,260,56,43,4,18,4,612,5,4,0,1,1,,1027,0,41,1068,1527
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1102,2,3,199,71,29,5,16,14,368,11,2,1,0,0,,719,0,29,748,1074
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1103,2,11,270,42,21,3,19,3,276,5,1,1,0,0,,652,0,24,676,915
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1104,4,26,435,134,56,9,37,11,940,13,1,0,0,1,,1663,0,70,1733,2760
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1105,3,15,334,103,42,12,37,4,572,22,0,0,0,0,,1141,6,33,1180,1792
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1106,2,15,263,59,29,6,20,4,495,7,1,0,0,0,,899,0,28,927,1390
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1107,2,14,201,45,28,1,10,12,406,12,1,0,0,0,,730,0,19,749,1067
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1108,2,4,183,27,21,9,8,1,423,5,2,1,0,0,,684,0,20,704,927
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1109,2,3,184,38,12,5,9,4,248,2,3,1,1,1,,511,4,17,532,677
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1110,1,3,48,13,4,2,2,0,134,1,0,0,0,1,,208,0,9,217,271
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1111,1,2,114,25,12,4,6,6,238,1,1,0,0,0,,409,0,16,425,662
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1112,1,3,63,8,3,2,5,1,133,1,0,0,0,0,,219,0,12,231,305
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1113,2,5,225,30,17,5,9,7,511,16,0,0,0,0,,825,0,21,846,1045
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1114,2,2,253,34,17,3,4,3,432,0,0,0,0,0,,748,0,18,766,980
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1115,1,6,153,33,51,3,7,2,249,5,1,0,0,1,,511,0,15,526,677
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1116,2,10,92,15,34,12,10,1,344,7,0,0,0,0,,525,0,0,525,882
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1117,1,11,93,26,16,5,12,3,227,2,0,0,0,0,,395,0,20,415,598
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1118,2,19,250,60,39,17,16,9,406,8,5,1,0,0,,830,0,37,867,1309
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1119,2,11,253,38,26,8,21,8,301,3,0,0,0,0,,669,0,13,682,917
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1120,1,0,46,7,2,1,1,1,97,1,0,0,0,0,,156,0,6,162,205
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1121,2,12,227,39,14,21,21,7,433,9,1,0,0,1,,785,0,47,832,1139
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1122,2,6,162,38,57,10,11,5,267,4,0,0,0,0,,560,0,20,580,780
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1123,1,4,192,29,24,11,17,0,244,2,0,0,0,0,,523,0,20,543,741
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1124,1,1,68,19,17,1,4,0,110,0,0,0,1,0,,221,0,11,232,340
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1125,2,3,145,33,49,3,12,0,266,12,3,2,0,0,,528,0,12,540,792
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1126,1,4,118,32,12,10,7,3,259,6,1,0,0,0,,452,0,21,473,633
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1127,2,6,141,16,51,4,8,3,386,10,1,0,0,0,,626,0,20,646,876
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1128,3,5,220,39,114,5,19,6,239,111,4,1,0,0,,763,0,40,803,1071
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1129,1,1,5,9,6,2,2,0,97,0,0,0,0,0,,122,0,4,126,190
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1130,2,13,289,95,57,23,21,12,447,10,0,0,0,0,,967,0,49,1016,1413
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1131,1,7,104,38,57,11,6,3,204,9,2,0,0,0,,441,0,25,466,646
2,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1132,1,2,29,6,31,5,3,1,245,2,0,0,0,0,,324,0,14,338,414
1,27,TABASCO,2,CARDENAS,2,CARDENAS,46,2,5,30,75,90,10,3,7,496,4,2,1,0,2,4,729,0,24,753,1160
1,27,TABASCO,2,CARDENAS,2,CARDENAS,47,8,21,95,434,277,41,26,16,1994,40,5,2,0,4,23,2978,0,130,3108,5310
1,27,TABASCO,2,CARDENAS,2,CARDENAS,48,3,7,18,137,134,9,6,9,666,17,1,0,0,3,6,1013,0,46,1059,1684
1,27,TABASCO,2,CARDENAS,2,CARDENAS,49,2,4,24,70,84,0,2,6,438,6,0,0,0,0,4,638,0,16,654,987
1,27,TABASCO,2,CARDENAS,2,CARDENAS,50,3,7,38,132,141,11,9,6,658,30,1,0,0,0,2,1035,0,20,1055,1613
1,27,TABASCO,2,CARDENAS,2,CARDENAS,51,3,8,22,111,160,13,10,6,632,29,1,0,0,4,4,1000,0,36,1036,1611
1,27,TABASCO,2,CARDENAS,2,CARDENAS,52,2,5,27,120,142,9,4,5,517,8,0,0,0,1,2,840,11,47,898,1411
1,27,TABASCO,2,CARDENAS,2,CARDENAS,53,3,9,32,136,211,16,14,4,800,17,1,0,0,0,4,1244,0,35,1279,1951
1,27,TABASCO,2,CARDENAS,2,CARDENAS,54,2,9,45,79,105,8,7,6,463,13,0,2,0,0,1,738,0,33,771,1251
1,27,TABASCO,2,CARDENAS,2,CARDENAS,55,5,14,97,221,345,28,16,23,1499,27,1,1,1,3,10,2286,0,91,2377,3665
1,27,TABASCO,2,CARDENAS,2,CARDENAS,56,2,5,20,76,124,15,7,7,548,13,2,0,0,0,5,822,0,22,844,1095
1,27,TABASCO,2,CARDENAS,2,CARDENAS,57,1,3,30,28,48,6,3,2,231,1,0,0,0,0,0,352,0,7,359,617
1,27,TABASCO,2,CARDENAS,2,CARDENAS,58,2,3,29,55,73,2,6,2,321,9,2,0,0,0,4,506,1,18,525,754
1,27,TABASCO,2,CARDENAS,2,CARDENAS,59,2,12,34,66,92,3,4,3,419,10,1,1,0,1,1,647,0,10,657,920
1,27,TABASCO,2,CARDENAS,2,CARDENAS,60,2,4,31,75,107,8,2,2,547,7,1,0,0,0,3,787,0,30,817,999
1,27,TABASCO,2,CARDENAS,2,CARDENAS,61,1,6,14,27,67,2,7,3,244,3,0,0,0,0,2,375,0,13,388,640
1,27,TABASCO,2,CARDENAS,2,CARDENAS,62,2,4,21,57,109,9,8,4,320,8,1,2,0,3,3,549,0,17,566,823
1,27,TABASCO,2,CARDENAS,2,CARDENAS,63,4,9,41,157,251,26,11,7,1048,21,4,0,0,1,6,1582,0,54,1636,2539
1,27,TABASCO,2,CARDENAS,2,CARDENAS,64,2,8,35,68,137,8,9,5,560,17,0,0,1,0,1,849,0,28,877,1318
1,27,TABASCO,2,CARDENAS,2,CARDENAS,65,2,6,33,54,130,3,2,2,394,9,1,1,0,0,4,639,1,12,652,995
1,27,TABASCO,2,CARDENAS,2,CARDENAS,66,1,13,33,54,69,4,9,7,267,4,1,0,0,0,1,462,0,27,489,697
1,27,TABASCO,2,CARDENAS,2,CARDENAS,67,1,13,19,49,75,4,8,5,206,4,0,0,0,0,2,385,0,10,395,600
1,27,TABASCO,2,CARDENAS,2,CARDENAS,68,1,3,24,48,76,7,4,0,270,8,0,0,0,2,1,443,0,17,460,665
1,27,TABASCO,2,CARDENAS,2,CARDENAS,69,1,7,10,49,59,6,4,3,270,5,1,1,0,0,1,416,0,12,428,643
1,27,TABASCO,2,CARDENAS,2,CARDENAS,70,3,16,45,99,180,14,16,4,837,12,1,0,0,2,9,1235,0,29,1264,1745
1,27,TABASCO,2,CARDENAS,2,CARDENAS,71,6,22,72,272,596,19,31,19,1605,10,4,2,0,5,13,2670,0,86,2756,4314
1,27,TABASCO,2,CARDENAS,2,CARDENAS,72,3,8,49,103,123,6,22,10,492,11,0,0,0,0,2,826,1,40,867,1145
1,27,TABASCO,2,CARDENAS,2,CARDENAS,73,2,12,19,56,122,1,3,6,286,6,6,0,0,0,3,520,0,5,525,819
1,27,TABASCO,2,CARDENAS,2,CARDENAS,74,2,6,34,56,100,14,4,9,522,6,0,0,0,0,2,753,0,31,784,698
1,27,TABASCO,2,CARDENAS,2,CARDENAS,75,2,8,23,52,132,9,4,14,567,8,2,0,0,0,3,822,0,20,842,1255
1,27,TABASCO,2,CARDENAS,2,CARDENAS,76,2,3,30,39,89,4,5,6,350,6,0,0,0,0,2,534,0,20,554,799
1,27,TABASCO,2,CARDENAS,2,CARDENAS,77,2,3,21,75,119,5,6,16,453,10,1,0,0,0,3,712,0,21,733,975
1,27,TABASCO,2,CARDENAS,2,CARDENAS,78,2,6,15,71,108,4,11,14,432,8,0,2,0,0,7,678,0,8,686,985
1,27,TABASCO,2,CARDENAS,2,CARDENAS,79,2,8,35,69,135,4,9,13,246,5,1,1,0,1,4,531,0,16,547,1071
1,27,TABASCO,2,CARDENAS,2,CARDENAS,80,1,3,16,50,63,7,6,3,227,4,1,0,0,0,0,380,0,9,389,678
1,27,TABASCO,2,CARDENAS,2,CARDENAS,81,3,7,46,156,169,16,17,8,817,12,1,1,0,0,4,1254,6,30,1290,1958
1,27,TABASCO,2,CARDENAS,2,CARDENAS,82,2,9,11,84,72,4,7,5,398,8,1,1,0,1,3,604,0,14,618,1032
1,27,TABASCO,2,CARDENAS,2,CARDENAS,83,2,9,28,80,156,3,7,15,277,17,265,9,0,0,1,867,1,22,890,1229
1,27,TABASCO,2,CARDENAS,2,CARDENAS,84,3,4,32,77,181,11,23,12,665,11,12,1,0,0,4,1033,0,22,1055,1530
1,27,TABASCO,2,CARDENAS,2,CARDENAS,85,2,5,55,84,168,5,5,7,545,6,0,0,0,0,0,880,0,28,908,1340
1,27,TABASCO,2,CARDENAS,2,CARDENAS,86,5,14,57,132,319,9,11,12,1047,24,0,1,0,1,4,1631,1,38,1670,3243
1,27,TABASCO,2,CARDENAS,2,CARDENAS,87,4,8,36,167,120,19,17,8,924,14,1,1,0,2,11,1328,0,53,1381,2282
1,27,TABASCO,2,CARDENAS,2,CARDENAS,88,3,17,34,154,154,11,7,13,897,24,1,5,0,1,4,1322,11,38,1371,1908
1,27,TABASCO,2,CARDENAS,2,CARDENAS,89,3,6,41,167,155,21,10,3,795,11,1,0,0,1,14,1225,0,48,1273,2076
1,27,TABASCO,2,CARDENAS,2,CARDENAS,160,3,2,30,147,99,21,14,2,694,6,0,0,4,0,6,1025,0,37,1062,1615
1,27,TABASCO,2,CARDENAS,2,CARDENAS,161,2,3,13,117,79,14,7,1,516,7,0,0,0,0,1,758,0,34,792,1169
1,27,TABASCO,2,CARDENAS,2,CARDENAS,162,5,27,45,285,265,38,34,4,1367,35,3,6,0,4,13,2126,5,55,2186,3399
1,27,TABASCO,2,CARDENAS,2,CARDENAS,164,2,12,32,187,98,8,36,3,468,10,10,3,2,7,6,882,0,46,928,1308
1,27,TABASCO,2,CARDENAS,2,CARDENAS,165,3,4,66,148,159,25,10,13,732,11,0,2,1,1,13,1185,0,65,1250,1981
1,27,TABASCO,2,CARDENAS,2,CARDENAS,166,3,10,23,211,84,22,10,6,659,11,4,2,0,1,7,1050,0,43,1093,1726
1,27,TABASCO,3,CARDENAS,2,CARDENAS,90,2,7,53,175,193,11,8,6,391,0,2,0,0,0,14,860,0,56,916,1232
1,27,TABASCO,3,CARDENAS,2,CARDENAS,91,2,7,54,232,5,20,13,6,491,4,6,4,0,3,8,853,0,43,896,1222
1,27,TABASCO,3,CARDENAS,2,CARDENAS,92,2,8,64,147,119,16,10,10,551,7,0,2,0,1,10,945,0,49,994,1466
1,27,TABASCO,3,CARDENAS,2,CARDENAS,93,3,15,66,92,201,6,24,7,578,6,1,6,0,0,3,1005,0,67,1072,1144
1,27,TABASCO,3,CARDENAS,2,CARDENAS,94,2,7,65,30,119,5,17,3,232,1,0,0,1,1,2,483,0,31,514,765
1,27,TABASCO,3,CARDENAS,2,CARDENAS,95,2,4,39,139,178,10,12,6,389,5,4,2,0,1,2,791,0,81,872,1344
1,27,TABASCO,3,CARDENAS,2,CARDENAS,96,2,4,71,80,39,12,4,4,259,0,6,2,0,4,0,485,0,28,513,751
1,27,TABASCO,3,CARDENAS,2,CARDENAS,97,2,1,81,149,5,10,10,7,386,3,0,0,0,0,5,657,0,20,677,989
1,27,TABASCO,3,CARDENAS,2,CARDENAS,98,2,3,65,212,5,16,21,9,620,3,4,0,0,1,8,967,1,53,1021,1452
1,27,TABASCO,3,CARDENAS,2,CARDENAS,99,3,10,110,199,22,30,26,21,582,4,7,2,2,3,5,1023,0,61,1084,1580
1,27,TABASCO,3,CARDENAS,2,CARDENAS,100,3,8,106,243,40,15,14,13,739,9,1,2,0,1,4,1195,0,70,1265,1929
1,27,TABASCO,3,CARDENAS,2,CARDENAS,103,3,1,105,261,41,21,17,29,546,8,0,0,0,3,7,1039,0,49,1088,1502
1,27,TABASCO,3,CARDENAS,2,CARDENAS,104,2,2,46,123,9,15,11,20,403,5,2,0,0,0,1,637,0,13,650,966
1,27,TABASCO,3,CARDENAS,2,CARDENAS,105,2,3,117,153,6,16,52,30,448,8,1,0,2,5,2,843,0,47,890,1449
1,27,TABASCO,3,CARDENAS,2,CARDENAS,106,2,3,52,157,24,17,8,6,307,3,0,1,0,1,2,581,1,37,619,1126
1,27,TABASCO,3,CARDENAS,2,CARDENAS,108,1,4,52,75,5,11,5,14,237,0,0,2,0,5,0,410,0,0,410,627
1,27,TABASCO,3,CARDENAS,2,CARDENAS,109,3,1,77,122,8,12,19,9,406,12,1,0,0,2,1,670,0,40,710,1078
1,27,TABASCO,3,CARDENAS,2,CARDENAS,110,4,11,74,285,20,40,25,24,733,17,3,3,2,4,4,1245,0,100,1345,2317
1,27,TABASCO,3,CARDENAS,2,CARDENAS,111,1,1,21,202,5,5,4,3,241,2,1,1,0,2,2,490,0,20,510,649
1,27,TABASCO,3,CARDENAS,2,CARDENAS,117,1,1,59,80,12,5,0,1,146,3,0,0,0,0,2,309,0,12,321,423
1,27,TABASCO,3,CARDENAS,2,CARDENAS,118,2,3,75,135,21,7,18,6,342,7,1,4,0,3,2,624,0,31,655,949
1,27,TABASCO,3,CARDENAS,2,CARDENAS,119,2,6,108,277,4,14,22,8,361,7,1,1,0,0,7,816,0,0,816,1143
1,27,TABASCO,3,CARDENAS,2,CARDENAS,120,2,3,65,177,21,11,21,4,501,9,1,2,0,2,2,819,0,33,852,1274
1,27,TABASCO,3,CARDENAS,2,CARDENAS,121,3,3,35,188,30,15,14,7,620,12,3,0,0,4,5,936,0,53,989,1528
1,27,TABASCO,3,CARDENAS,2,CARDENAS,122,3,2,105,267,12,32,15,7,697,7,8,0,0,0,8,1160,0,67,1227,1829
1,27,TABASCO,3,CARDENAS,2,CARDENAS,123,2,2,39,213,20,4,1,7,488,3,1,1,0,0,2,781,0,27,808,1138
1,27,TABASCO,3,CARDENAS,2,CARDENAS,124,2,2,57,188,29,7,11,3,362,7,1,2,2,1,0,672,0,30,702,970
1,27,TABASCO,3,CARDENAS,2,CARDENAS,125,2,3,79,145,79,14,9,5,537,8,0,0,0,3,3,885,0,42,927,1411
1,27,TABASCO,3,CARDENAS,2,CARDENAS,127,2,5,46,176,14,15,9,1,462,3,5,4,0,1,1,742,0,33,775,1144
1,27,TABASCO,3,CARDENAS,2,CARDENAS,129,3,8,107,227,18,16,23,10,583,8,0,2,0,4,2,1008,0,44,1052,1536
1,27,TABASCO,3,CARDENAS,2,CARDENAS,130,3,9,144,281,21,16,18,4,689,11,2,0,0,4,5,1204,0,34,1238,1839
1,27,TABASCO,3,CARDENAS,2,CARDENAS,131,3,6,56,278,6,16,13,7,587,5,12,0,0,3,7,996,0,51,1047,1595
1,27,TABASCO,3,CARDENAS,2,CARDENAS,132,3,9,103,219,11,25,50,11,801,31,5,1,0,2,3,1271,0,40,1311,1795
1,27,TABASCO,3,CARDENAS,2,CARDENAS,133,2,4,116,125,6,14,66,11,456,29,2,0,0,1,1,831,0,34,865,1183
1,27,TABASCO,3,CARDENAS,2,CARDENAS,134,3,13,81,329,23,19,25,12,562,9,3,3,0,3,4,1086,0,61,1147,1819
1,27,TABASCO,3,CARDENAS,2,CARDENAS,136,2,5,73,143,33,18,9,5,324,10,4,5,0,1,4,634,1,43,678,1124
1,27,TABASCO,3,CARDENAS,2,CARDENAS,137,2,5,50,110,29,9,8,5,572,4,1,0,0,0,6,799,0,27,826,1217
1,27,TABASCO,3,CARDENAS,2,CARDENAS,138,3,10,53,109,30,18,10,6,628,9,0,1,0,1,4,879,0,45,924,1538
1,27,TABASCO,3,CARDENAS,2,CARDENAS,139,3,8,43,210,27,19,7,9,749,10,0,4,0,0,4,1090,1,43,1134,1707
1,27,TABASCO,3,CARDENAS,2,CARDENAS,140,2,5,28,106,8,21,5,4,461,7,1,0,0,0,4,650,0,26,676,971
1,27,TABASCO,3,CARDENAS,2,CARDENAS,144,3,15,70,281,20,22,27,9,991,21,4,2,0,0,3,1465,0,50,1515,2057
1,27,TABASCO,3,CARDENAS,2,CARDENAS,145,3,10,137,184,12,17,11,4,571,6,1,0,0,1,3,957,0,65,1022,1472
1,27,TABASCO,3,CARDENAS,2,CARDENAS,146,3,4,120,239,21,15,21,7,713,13,4,1,0,1,9,1168,0,63,1231,1881
1,27,TABASCO,3,CARDENAS,2,CARDENAS,147,3,6,49,224,47,19,12,13,732,8,5,1,0,4,8,1128,0,68,1196,1899
1,27,TABASCO,3,CARDENAS,2,CARDENAS,148,3,2,63,357,46,34,23,11,957,11,0,0,0,2,5,1511,0,52,1563,2212
1,27,TABASCO,3,CARDENAS,2,CARDENAS,149,2,9,50,143,21,17,13,6,601,3,3,3,0,5,3,877,0,36,913,1351
1,27,TABASCO,3,CARDENAS,2,CARDENAS,150,2,7,51,58,14,15,2,5,422,5,0,0,0,0,4,583,0,32,615,1070
1,27,TABASCO,3,CARDENAS,2,CARDENAS,151,4,3,48,144,35,18,14,17,659,15,2,0,0,0,7,962,0,69,1031,1652
