ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN_PRS,PRI_PVEM,PRI_PVEM_NVA_ALIANZA,PRD_PT_MC,NVA_ALIANZA,MORENA,PH,ES,MHTG,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
3,BAJA CALIFORNIA SUR,1,COMONDU,71,102,12818,10037,0,4975,351,412,354,223,0,13,29183,987,30170,48403,0.6233
3,BAJA CALIFORNIA SUR,2,MULEGE,44,82,9048,4210,0,939,6191,566,0,298,151,14,21417,845,22262,37887,0.5876
3,BAJA CALIFORNIA SUR,3,LA PAZ,223,369,41286,0,28226,15458,0,7327,3080,4442,0,313,100132,2878,103010,186574,0.5521
3,BAJA CALIFORNIA SUR,4,LOS CABOS,131,307,31114,0,9913,24545,0,4624,1399,2292,0,201,74088,2176,76264,171602,0.4444
3,BAJA CALIFORNIA SUR,5,LORETO,20,25,4807,0,2807,303,0,213,17,58,0,0,8205,113,8318,11503,0.7231
