CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN_PRS,PRI_PVEM,PRI_PVEM_NVA_ALIANZA,PRD_PT_MC,NVA_ALIANZA,MORENA,PH,ES,MHTG,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,288,1,149,,91,36,,50,3,19,,2,350,10,360,687
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,289,3,401,,203,85,,98,14,37,,4,842,41,883,1697
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,348,1,89,,69,44,,18,11,16,,0,247,9,256,510
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,349,1,115,,120,36,,28,8,23,,3,333,8,341,636
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,350,1,71,,74,46,,28,8,9,,1,237,7,244,433
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,267,2,212,,214,86,,5,0,1,,0,518,33,551,922
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,268,2,170,,49,28,,5,2,0,,1,255,9,264,412
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,269,2,329,,221,13,,15,30,8,,2,618,20,638,992
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,270,4,814,,480,63,,33,11,9,,0,1410,41,1451,2180
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,271,2,231,,134,38,,5,1,1,,0,410,10,420,616
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,272,1,94,,36,67,,6,2,0,,0,205,16,221,316
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,273,1,66,,40,10,,0,1,0,,0,117,8,125,182
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,274,3,240,,188,94,,5,9,3,,0,539,18,557,1227
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,276,1,127,,82,60,,1,0,0,,0,270,10,280,448
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,277,1,72,,75,89,,2,10,2,,0,250,24,274,423
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,278,2,233,,222,68,,24,25,10,,0,582,21,603,1149
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,279,2,42,,35,0,,0,1,0,,0,78,0,78,115
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,280,3,473,,342,62,,85,11,6,,2,981,38,1019,1419
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,281,2,451,,256,42,,37,9,4,,0,799,15,814,1290
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,282,2,407,,227,50,,59,8,5,,0,756,17,773,1175
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,283,3,491,,336,30,,28,9,7,,14,915,19,934,2086
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,284,1,31,,23,9,,1,0,0,,0,64,5,69,111
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,287,2,69,,31,2,,2,0,0,,0,104,3,107,201
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,16,2256,,633,1551,,380,175,239,,5,5239,113,5352,11824
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,299,2,171,,62,252,,36,18,8,,0,547,18,565,1016
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,300,6,654,,236,775,,131,44,43,,4,1887,43,1930,4095
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,302,1,89,,37,99,,22,6,11,,0,264,5,269,534
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,303,1,125,,36,85,,2,4,12,,0,264,10,274,475
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,304,4,533,,99,487,,13,6,7,,0,1145,30,1175,1723
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,305,2,354,,49,225,,3,5,2,,0,638,25,663,832
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,306,3,411,,110,447,,4,0,3,,0,975,22,997,1357
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,307,2,76,,22,97,,2,0,1,,0,198,11,209,272
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,308,3,430,,161,660,,6,5,2,,1,1265,36,1301,1674
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,309,2,117,,49,225,,1,2,0,,0,394,14,408,497
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,310,4,299,,102,727,,44,14,25,,0,1211,26,1237,2263
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,311,2,70,,98,209,,6,2,9,,0,394,11,405,630
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,312,11,1164,,432,1425,,188,66,98,,0,3373,87,3460,7475
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,313,2,296,,91,358,,40,8,11,,1,805,36,841,1384
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,314,7,783,,289,910,,121,49,46,,0,2198,65,2263,5043
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,315,1,117,,47,159,,3,2,2,,0,330,9,339,478
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,412,3,263,,130,196,,37,17,18,,0,661,14,675,1803
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,413,2,120,,47,102,,22,3,8,,0,302,10,312,752
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,414,2,168,,59,116,,25,12,20,,0,400,11,411,1028
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,415,2,115,,65,87,,9,6,4,,2,288,9,297,773
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,416,2,159,,66,107,,14,10,11,,0,367,11,378,918
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,417,2,118,,59,131,,27,6,18,,0,359,6,365,856
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,418,2,129,,55,162,,13,9,9,,0,377,12,389,821
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,419,2,145,,61,164,,39,10,12,,0,431,15,446,853
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,420,1,71,,22,59,,8,5,7,,0,172,8,180,450
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,421,1,115,,56,71,,17,10,6,,0,275,9,284,692
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,422,2,133,,73,90,,16,6,18,,0,336,14,350,832
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,423,1,75,,33,48,,8,1,6,,0,171,10,181,469
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,424,2,114,,53,88,,9,10,5,,0,279,18,297,757
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,425,2,121,,55,101,,16,9,8,,0,310,12,322,809
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,426,1,98,,32,82,,27,16,16,,2,273,8,281,625
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,427,1,100,,39,91,,15,7,23,,0,275,6,281,623
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,428,2,146,,44,108,,12,4,16,,0,330,9,339,765
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,429,2,159,,60,123,,24,6,15,,0,387,10,397,902
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,430,2,133,,52,213,,15,3,10,,0,426,11,437,863
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,431,2,133,,48,188,,40,8,16,,2,435,6,441,900
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,432,2,173,,52,154,,27,9,10,,0,425,12,437,1014
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,433,1,46,,22,50,,5,3,3,,0,129,4,133,400
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,434,2,163,,38,140,,20,7,10,,0,378,18,396,889
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,435,2,146,,46,110,,16,8,6,,0,332,5,337,811
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,436,1,109,,43,86,,21,8,21,,4,292,5,297,597
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,437,1,102,,13,72,,15,9,13,,0,224,3,227,501
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,328,2,250,,74,189,,59,5,20,,1,598,6,604,1410
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,329,2,171,,34,185,,29,4,10,,1,434,12,446,1116
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,331,3,405,,116,219,,67,15,37,,7,866,18,884,1911
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,332,10,1478,,379,703,,266,76,163,,29,3094,85,3179,7450
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,333,5,552,,163,431,,116,24,56,,8,1350,44,1394,3167
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,334,2,58,,30,31,,0,0,0,,0,119,3,122,254
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,335,1,102,,31,65,,18,6,12,,0,234,7,241,510
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,336,1,93,,36,44,,18,5,5,,0,201,5,206,382
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,351,1,120,,51,88,,32,5,14,,1,311,2,313,574
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,352,2,215,,80,93,,54,12,22,,1,477,16,493,1128
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,353,6,755,,169,405,,41,18,21,,0,1409,38,1447,3180
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,354,1,116,,29,67,,9,1,4,,0,226,7,233,587
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,355,2,135,,44,101,,10,6,3,,0,299,19,318,758
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,356,2,258,,71,144,,29,17,10,,2,531,15,546,1415
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,357,1,72,,28,38,,9,0,2,,0,149,6,155,408
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,358,3,306,,78,114,,37,13,14,,0,562,19,581,1600
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,359,3,377,,74,183,,37,23,19,,3,716,20,736,1906
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,360,1,101,,50,64,,17,3,5,,0,240,12,252,598
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,361,3,291,,89,148,,69,10,29,,5,641,14,655,1540
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,362,3,327,,149,185,,50,10,15,,0,736,23,759,1901
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,363,2,207,,57,100,,26,5,11,,0,406,33,439,1167
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,364,1,64,,20,37,,8,6,1,,0,136,7,143,348
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,365,2,206,,41,125,,21,4,5,,2,404,21,425,1100
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,366,2,193,,32,105,,21,4,5,,1,361,16,377,1139
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,367,2,144,,61,95,,19,6,15,,2,342,9,351,868
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,368,1,111,,43,82,,9,5,2,,1,253,6,259,633
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,369,1,80,,59,82,,7,2,1,,0,231,8,239,701
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,370,2,176,,38,132,,12,6,9,,0,373,13,386,943
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,371,1,72,,65,80,,13,3,1,,0,234,6,240,658
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,372,2,130,,50,120,,18,2,6,,0,326,25,351,1188
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,373,2,209,,59,148,,29,3,12,,0,460,25,485,1273
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,374,2,246,,38,108,,25,8,4,,0,429,17,446,1244
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,375,2,213,,48,152,,17,3,9,,0,442,24,466,1443
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,376,2,155,,47,105,,17,6,5,,0,335,12,347,909
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,377,2,151,,62,117,,14,8,7,,3,362,16,378,1125
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,378,2,149,,43,74,,21,7,4,,0,298,7,305,824
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,379,1,78,,16,30,,8,4,4,,0,140,3,143,379
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,380,3,204,,65,104,,35,9,20,,1,438,12,450,1572
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,381,2,190,,41,69,,25,6,6,,0,337,9,346,815
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,382,2,188,,49,68,,30,4,10,,0,349,9,358,929
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,383,2,232,,51,144,,37,10,15,,1,490,19,509,1294
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,384,2,209,,62,100,,29,4,5,,0,409,12,421,999
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,386,1,124,,36,43,,10,4,7,,2,226,9,235,672
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,387,2,188,,39,81,,20,8,10,,0,346,10,356,904
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,388,1,87,,28,57,,6,4,6,,0,188,15,203,470
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,389,2,153,,39,62,,16,5,9,,0,284,10,294,820
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,390,2,159,,46,85,,22,3,5,,0,320,8,328,921
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,391,1,116,,36,36,,22,6,5,,2,223,5,228,497
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,392,1,98,,16,62,,17,0,7,,1,201,1,202,452
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,393,1,105,,53,62,,13,2,2,,0,237,12,249,625
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,394,2,123,,31,77,,11,2,5,,0,249,10,259,775
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,395,2,261,,85,153,,61,20,38,,3,621,13,634,1301
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,396,2,179,,49,74,,38,13,17,,2,372,13,385,1006
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,397,3,392,,92,247,,55,17,18,,3,824,28,852,1925
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,398,2,232,,68,103,,50,12,22,,4,491,10,501,1286
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,399,2,152,,45,70,,53,3,9,,2,334,9,343,854
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,400,2,145,,51,113,,23,7,8,,4,351,9,360,695
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,401,1,91,,18,45,,26,1,11,,1,193,3,196,432
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,402,2,227,,101,107,,69,17,30,,7,558,7,565,1194
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,403,1,90,,23,44,,25,5,7,,0,194,2,196,495
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,404,1,68,,19,71,,15,1,9,,0,183,8,191,528
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,405,2,286,,58,124,,47,12,12,,2,541,12,553,1336
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,406,2,178,,38,120,,27,12,14,,1,390,18,408,1001
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,407,2,186,,60,133,,33,3,21,,0,436,19,455,1250
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,408,1,112,,46,66,,18,4,16,,0,262,6,268,693
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,409,1,103,,27,54,,32,6,9,,2,233,2,235,597
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,410,2,111,,38,90,,20,2,13,,0,274,9,283,941
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,411,3,396,,122,139,,72,22,72,,10,833,18,851,1765
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,1,1,162,197,,71,6,8,7,2,,0,453,7,460,723
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,2,1,101,80,,52,6,4,1,1,,0,245,8,253,393
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,3,2,341,255,,266,5,28,5,1,,2,903,14,917,1445
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,4,2,233,186,,121,1,9,2,5,,0,557,12,569,677
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,5,1,103,92,,62,5,6,2,0,,1,271,10,281,481
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,6,1,127,113,,91,4,8,2,0,,0,345,0,345,654
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,7,2,239,244,,134,6,5,2,5,,0,635,4,639,967
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,8,1,103,107,,53,3,7,6,0,,1,280,8,288,497
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,9,1,129,67,,50,5,11,1,0,,0,263,4,267,439
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,10,1,158,143,,102,1,5,2,6,,0,417,12,429,734
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,11,1,123,72,,52,3,9,1,2,,0,262,6,268,448
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,12,1,89,61,,48,2,6,1,3,,0,210,5,215,327
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,13,2,269,168,,89,2,10,3,3,,1,545,9,554,920
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,14,1,181,147,,60,4,5,3,2,,0,402,14,416,677
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,15,1,157,110,,58,2,9,2,2,,0,340,10,350,567
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,16,2,263,231,,111,8,7,0,3,,0,623,11,634,1014
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,17,1,117,104,,64,6,3,0,3,,0,297,6,303,447
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,33,1,105,100,,33,1,1,0,2,,0,242,7,249,349
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,34,1,244,160,,68,7,9,2,0,,1,491,11,502,727
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,35,1,83,14,,5,0,0,0,0,,0,102,0,102,138
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,18,1,120,114,,71,1,9,1,4,,1,321,8,329,515
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,19,2,174,199,,88,6,6,4,2,,0,479,17,496,837
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,20,2,212,257,,156,5,10,1,7,,0,648,18,666,1191
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,21,2,226,207,,148,7,9,4,5,,0,606,21,627,1076
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,22,3,361,301,,166,12,12,5,7,,1,865,29,894,1546
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,23,2,217,155,,100,3,9,12,5,,1,502,6,508,849
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,24,1,155,103,,77,5,5,2,1,,1,349,20,369,620
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,25,1,123,56,,64,3,4,2,1,,0,253,7,260,444
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,26,2,174,161,,92,7,19,6,7,,0,466,21,487,863
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,27,2,150,151,,108,6,16,0,3,,0,434,20,454,833
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,28,4,528,500,,227,19,15,8,12,,1,1310,50,1360,2659
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,29,2,340,235,,137,8,9,3,4,,0,736,33,769,1312
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,30,3,359,275,,195,13,16,4,14,,0,876,29,905,1642
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,31,2,248,169,,83,14,6,3,7,,0,530,25,555,952
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,32,2,255,220,,114,7,9,4,16,,0,625,19,644,1020
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,36,1,43,13,,37,0,0,0,0,,0,93,3,96,147
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,37,1,68,69,,21,3,3,1,3,,0,168,8,176,260
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,38,1,66,72,,61,3,0,4,0,,0,206,13,219,310
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,39,1,46,42,,51,0,1,0,0,,0,140,14,154,208
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,40,1,196,97,,57,8,11,19,7,,0,395,16,411,682
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,41,2,259,136,,60,8,10,32,9,,0,514,29,543,985
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,42,2,282,201,,73,4,9,28,9,,2,608,27,635,1029
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,43,1,191,95,,61,9,7,20,8,,0,391,14,405,668
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,44,1,173,165,,72,4,12,20,3,,0,449,16,465,738
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,45,1,196,132,,77,1,3,29,7,,0,445,16,461,703
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,46,1,170,126,,71,4,8,19,1,,0,399,18,417,655
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,47,2,237,160,,56,8,7,19,7,,0,494,7,501,755
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,48,2,384,245,,114,12,1,7,7,,0,770,23,793,1130
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,49,1,51,10,,28,0,1,0,1,,0,91,9,100,166
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,50,1,56,43,,11,2,0,3,1,,0,116,3,119,175
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,51,1,57,104,,17,1,0,5,0,,0,184,2,186,259
