CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN_PRS,PRI_PVEM,PRI_PVEM_NVA_ALIANZA,PRD_PT_MC,NVA_ALIANZA,MORENA,PH,ES,MHTG,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,274,E01,68,,75,39,,0,2,0,,0,184,4,188,426,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,274,E01C01,45,,48,43,,1,4,1,,0,142,10,152,425,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,276,B,127,,82,60,,1,0,0,,0,270,10,280,448,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,277,B,72,,75,89,,2,10,2,,0,250,24,274,423,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,278,B,109,,118,35,,12,16,6,,0,296,11,307,575,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,278,C01,124,,104,33,,12,9,4,,0,286,10,296,574,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,279,B,16,,19,0,,0,0,0,,0,35,0,35,44,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,279,E01,26,,16,0,,0,1,0,,0,43,0,43,71,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,280,B,183,,149,8,,34,3,2,,0,379,20,399,710,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,280,C01,213,,137,28,,34,3,1,,0,416,13,429,709,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,280,S01,77,,56,26,,17,5,3,,2,186,5,191,0,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,281,B,224,,155,21,,13,5,1,,0,419,7,426,645,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,281,C01,227,,101,21,,24,4,3,,0,380,8,388,645,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,282,B,199,,111,21,,21,6,2,,0,360,8,368,588,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,282,C01,208,,116,29,,38,2,3,,0,396,9,405,587,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,283,B,176,,158,7,,7,2,4,,11,365,8,373,756,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,283,C01,146,,45,17,,8,3,3,,1,223,6,229,665,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,283,C02,169,,133,6,,13,4,0,,2,327,5,332,665,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,284,B,31,,23,9,,1,0,0,,0,64,5,69,111,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,287,B,40,,22,1,,1,0,0,,0,64,2,66,142,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,287,E01,29,,9,1,,1,0,0,,0,40,1,41,59,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,B,113,,45,107,,23,12,13,,1,314,6,320,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C01,166,,51,108,,20,9,21,,0,375,8,383,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C10,133,,37,91,,29,13,13,,0,316,9,325,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C11,169,,46,89,,24,14,22,,0,364,0,364,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C12,113,,47,92,,18,13,14,,0,297,2,299,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C13,134,,35,88,,18,13,17,,0,305,12,317,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C14,145,,43,79,,25,9,14,,1,316,5,321,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C15,154,,35,87,,17,8,17,,0,318,11,329,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C16,145,,39,86,,26,15,13,,0,324,11,335,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C02,162,,43,95,,26,5,17,,0,348,5,353,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C03,140,,32,123,,19,7,15,,0,336,7,343,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C04,125,,37,114,,25,13,15,,0,329,10,339,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C05,138,,47,81,,32,10,12,,1,321,5,326,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C06,147,,26,101,,28,10,16,,1,329,10,339,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C07,135,,43,71,,23,9,16,,1,298,7,305,739,Anulada,Anulada,SUP-REC-637/2015,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C08,137,,31,104,,21,14,9,,1,317,8,325,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C09,135,,39,106,,29,10,11,,0,330,4,334,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,299,B,86,,19,128,,15,7,1,,0,256,6,262,508,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,299,C01,85,,43,124,,21,11,7,,0,291,12,303,508,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,300,B,89,,49,148,,23,6,8,,2,325,9,334,683,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,300,C01,128,,38,162,,19,10,0,,1,358,8,366,683,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,300,C02,107,,40,124,,29,5,7,,0,312,6,318,683,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,300,C03,115,,35,114,,23,7,2,,0,296,8,304,682,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,300,C04,113,,34,102,,18,10,15,,1,293,9,302,682,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,300,C05,102,,40,125,,19,6,11,,0,303,3,306,682,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,302,B,89,,37,99,,22,6,11,,0,264,5,269,534,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,303,B,125,,36,85,,2,4,12,,0,264,10,274,475,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,304,B,166,,27,149,,1,2,2,,0,347,13,360,523,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,304,C01,171,,27,140,,3,1,2,,0,344,4,348,523,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,304,C02,146,,28,168,,2,1,1,,0,346,10,356,523,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,304,E01,50,,17,30,,7,2,2,,0,108,3,111,154,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,305,B,265,,30,166,,2,4,2,,0,469,18,487,593,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,305,E01,89,,19,59,,1,1,0,,0,169,7,176,239,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,306,B,207,,43,200,,1,0,3,,0,454,11,465,627,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,306,C01,175,,65,198,,3,0,0,,0,441,9,450,626,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,306,E01,29,,2,49,,0,0,0,,0,80,2,82,104,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,307,B,52,,19,59,,1,0,1,,0,132,11,143,197,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,307,E01,24,,3,38,,1,0,0,,0,66,0,66,75,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,308,B,201,,78,266,,2,2,2,,1,552,14,566,718,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,308,C01,161,,69,292,,2,2,0,,0,526,17,543,717,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,308,E01,68,,14,102,,2,1,0,,0,187,5,192,239,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,309,B,64,,33,170,,1,0,0,,0,268,5,273,331,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,309,E01,53,,16,55,,0,2,0,,0,126,9,135,166,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,310,B,60,,25,230,,8,2,4,,0,329,2,331,566,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,310,C01,74,,25,189,,8,4,7,,0,307,5,312,566,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,310,C02,80,,25,156,,14,4,7,,0,286,11,297,566,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,310,C03,85,,27,152,,14,4,7,,0,289,8,297,565,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,311,B,53,,92,157,,6,2,8,,0,318,9,327,474,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,311,E01,17,,6,52,,0,0,1,,0,76,2,78,156,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,312,B,120,,36,142,,19,6,10,,0,333,9,342,729,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,312,C01,125,,40,168,,15,3,11,,0,362,8,370,729,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,312,C02,133,,45,136,,17,6,20,,0,357,7,364,729,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,312,C03,126,,36,119,,19,10,9,,0,319,9,328,729,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,312,C04,116,,43,125,,12,6,7,,0,309,6,315,729,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,312,C05,94,,49,171,,24,4,5,,0,347,4,351,728,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,312,C06,122,,41,105,,21,13,11,,0,313,2,315,728,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,312,C07,119,,39,106,,19,9,11,,0,303,11,314,728,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,312,E01,65,,38,134,,13,3,6,,0,259,11,270,549,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,312,E01C01,65,,38,134,,13,3,6,,0,259,11,270,549,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,312,E01C02,79,,27,85,,16,3,2,,0,212,9,221,548,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,313,B,153,,45,187,,18,3,3,,0,409,20,429,692,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,313,C01,143,,46,171,,22,5,8,,1,396,16,412,692,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,314,B,103,,41,140,,18,7,7,,0,316,6,322,721,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,314,C01,113,,48,149,,16,6,5,,0,337,7,344,721,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,314,C02,117,,45,150,,12,6,9,,0,339,8,347,721,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,314,C03,112,,30,113,,18,3,6,,0,282,15,297,720,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,314,C04,118,,53,121,,20,8,10,,0,330,14,344,720,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,314,C05,88,,27,129,,17,10,2,,0,273,10,283,720,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,314,C06,132,,45,108,,20,9,7,,0,321,5,326,720,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,315,B,117,,47,159,,3,2,2,,0,330,9,339,478,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,412,B,94,,39,62,,13,7,10,,0,225,3,228,601,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,412,C01,89,,52,74,,12,3,7,,1,238,3,241,601,Anulada,Anulada,SUP-REC-637/2015,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,412,C02,86,,50,65,,10,6,2,,0,219,8,227,601,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,412,C03,83,,41,69,,14,4,6,,0,217,3,220,601,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,413,B,58,,26,46,,13,0,5,,0,148,6,154,376,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,413,C01,62,,21,56,,9,3,3,,0,154,4,158,376,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,414,B,73,,31,70,,12,8,9,,0,203,4,207,514,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,414,C01,95,,28,46,,13,4,11,,0,197,7,204,514,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,415,B,58,,36,50,,7,0,1,,2,154,6,160,387,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,415,C01,57,,29,37,,2,6,3,,0,134,3,137,386,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,416,B,91,,33,62,,7,5,5,,0,203,6,209,459,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,416,C01,68,,33,45,,7,5,6,,0,164,5,169,459,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,417,B,53,,29,68,,17,3,8,,0,178,3,181,428,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,417,C01,65,,30,63,,10,3,10,,0,181,3,184,428,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,418,B,64,,29,99,,4,7,2,,0,205,5,210,411,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,418,C01,65,,26,63,,9,2,7,,0,172,7,179,410,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,419,B,72,,30,79,,19,4,6,,0,210,7,217,427,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,419,C01,73,,31,85,,20,6,6,,0,221,8,229,426,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,420,B,71,,22,59,,8,5,7,,0,172,8,180,450,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,420,C01,80,,34,45,,14,2,8,,0,183,6,189,449,Anulada,Anulada,SUP-REC-637/2015,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,421,B,115,,56,71,,17,10,6,,0,275,9,284,692,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,422,B,62,,42,45,,7,3,10,,0,169,6,175,416,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,422,C01,71,,31,45,,9,3,8,,0,167,8,175,416,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,423,B,50,,46,39,,9,7,10,,0,161,7,168,470,Anulada,Anulada,SUP-REC-637/2015,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,423,C01,75,,33,48,,8,1,6,,0,171,10,181,469,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,424,B,58,,31,41,,6,6,3,,0,145,9,154,379,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,424,C01,56,,22,47,,3,4,2,,0,134,9,143,378,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,425,B,67,,25,52,,7,5,4,,0,160,5,165,405,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,425,C01,54,,30,49,,9,4,4,,0,150,7,157,404,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,426,B,98,,32,82,,27,16,16,,2,273,8,281,625,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,427,B,100,,39,91,,15,7,23,,0,275,6,281,623,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,428,B,74,,19,59,,4,0,11,,0,167,4,171,383,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,428,C01,72,,25,49,,8,4,5,,0,163,5,168,382,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,429,B,66,,34,73,,12,5,9,,0,199,4,203,451,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,429,C01,93,,26,50,,12,1,6,,0,188,6,194,451,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,430,B,68,,28,123,,9,1,3,,0,232,7,239,432,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,430,C01,65,,24,90,,6,2,7,,0,194,4,198,431,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,431,B,58,,30,106,,16,5,7,,2,224,1,225,450,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,431,C01,75,,18,82,,24,3,9,,0,211,5,216,450,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,432,B,88,,30,89,,15,3,3,,0,228,7,235,507,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,432,C01,85,,22,65,,12,6,7,,0,197,5,202,507,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,433,B,52,,16,47,,11,3,8,,0,137,4,141,401,Anulada,Anulada,SUP-REC-637/2015,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,433,C01,46,,22,50,,5,3,3,,0,129,4,133,400,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,434,B,82,,17,66,,10,4,6,,0,185,10,195,445,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,434,C01,81,,21,74,,10,3,4,,0,193,8,201,444,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,435,B,74,,25,56,,12,5,1,,0,173,1,174,406,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,435,C01,72,,21,54,,4,3,5,,0,159,4,163,405,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,436,B,109,,43,86,,21,8,21,,4,292,5,297,597,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,437,B,102,,13,72,,15,9,13,,0,224,3,227,501,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,438,B,86,,19,69,,13,5,13,,0,205,4,209,499,Anulada,Anulada,SUP-REC-637/2015,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,439,B,84,,25,52,,11,9,4,,0,185,5,190,435,Anulada,Anulada,SUP-REC-637/2015,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,351,B,120,,51,88,,32,5,14,,1,311,2,313,574,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,352,B,102,,41,45,,20,5,8,,0,221,7,228,564,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,352,C01,113,,39,48,,34,7,14,,1,256,9,265,564,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,353,B,137,,31,91,,9,3,2,,0,273,5,278,604,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,353,C01,133,,32,72,,7,4,5,,0,253,6,259,604,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,353,C02,142,,29,66,,3,3,5,,0,248,7,255,603,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,353,C03,155,,32,68,,14,5,7,,0,281,12,293,603,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,353,C04,149,,30,73,,7,2,2,,0,263,6,269,603,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,353,E01,39,,15,35,,1,1,0,,0,91,2,93,163,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,354,B,116,,29,67,,9,1,4,,0,226,7,233,587,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,355,B,65,,26,47,,7,4,3,,0,152,5,157,379,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,355,C01,70,,18,54,,3,2,0,,0,147,14,161,379,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,356,B,126,,31,85,,11,10,2,,0,265,10,275,708,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,356,C01,132,,40,59,,18,7,8,,2,266,5,271,707,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,357,B,72,,28,38,,9,0,2,,0,149,6,155,408,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,358,B,87,,31,34,,8,6,3,,0,169,9,178,534,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,358,C01,111,,26,28,,16,4,7,,0,192,7,199,533,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,358,C02,108,,21,52,,13,3,4,,0,201,3,204,533,Acta casilla,,,
