ENTIDAD,CVE_ENTIDAD,MUNICIPIO,CVE_MUNICIPIO,YEAR,PARTIDO_GOBERNADOR
OAXACA,20,SANTA MARIA LA ASUNCION,396,1995,PRI
OAXACA,20,SANTA MARIA LA ASUNCION,396,1996,PRI
OAXACA,20,SANTA MARIA LA ASUNCION,396,1997,PRI
OAXACA,20,SANTA MARIA LA ASUNCION,396,1998,PRI
OAXACA,20,SANTA MARIA LA ASUNCION,396,1999,PRI
OAXACA,20,SANTA MARIA LA ASUNCION,396,2000,PRI
OAXACA,20,SANTA MARIA LA ASUNCION,396,2001,PRI
OAXACA,20,SANTA MARIA LA ASUNCION,396,2002,PRI
OAXACA,20,SANTA MARIA LA ASUNCION,396,2003,PRI
OAXACA,20,SANTA MARIA LA ASUNCION,396,2004,PRI
OAXACA,20,SANTA MARIA LA ASUNCION,396,2005,PRI
OAXACA,20,SANTA MARIA LA ASUNCION,396,2006,PRI
OAXACA,20,SANTA MARIA LA ASUNCION,396,2007,PRI
OAXACA,20,SANTA MARIA LA ASUNCION,396,2008,PRI
OAXACA,20,SANTA MARIA LA ASUNCION,396,2009,PRI
OAXACA,20,SANTA MARIA LA ASUNCION,396,2010,PRI
OAXACA,20,SANTA MARIA LA ASUNCION,396,2011,MC
OAXACA,20,SANTA MARIA LA ASUNCION,396,2012,MC
OAXACA,20,SANTA MARIA LA ASUNCION,396,2013,MC
OAXACA,20,SANTA MARIA LA ASUNCION,396,2014,MC
OAXACA,20,SANTA MARIA LA ASUNCION,396,2015,MC
OAXACA,20,SANTA MARIA LA ASUNCION,396,2016,MC
OAXACA,20,SANTA MARIA LA ASUNCION,396,2017,PRI
OAXACA,20,SANTA MARIA LA ASUNCION,396,2018,PRI
OAXACA,20,SANTA MARIA LA ASUNCION,396,2019,PRI
OAXACA,20,SANTA MARIA LA ASUNCION,396,2020,PRI
OAXACA,20,SANTA MARIA LACHIXIO,420,1992,PRI
OAXACA,20,SANTA MARIA LACHIXIO,420,1993,PRI
OAXACA,20,SANTA MARIA LACHIXIO,420,1994,PRI
OAXACA,20,SANTA MARIA LACHIXIO,420,1995,PRI
OAXACA,20,SANTA MARIA LACHIXIO,420,1996,PRI
OAXACA,20,SANTA MARIA LACHIXIO,420,1997,PRI
OAXACA,20,SANTA MARIA LACHIXIO,420,1998,PRI
OAXACA,20,SANTA MARIA LACHIXIO,420,1999,PRI
OAXACA,20,SANTA MARIA LACHIXIO,420,2000,PRI
OAXACA,20,SANTA MARIA LACHIXIO,420,2001,PRI
OAXACA,20,SANTA MARIA LACHIXIO,420,2002,PRI
OAXACA,20,SANTA MARIA LACHIXIO,420,2003,PRI
OAXACA,20,SANTA MARIA LACHIXIO,420,2004,PRI
OAXACA,20,SANTA MARIA LACHIXIO,420,2005,PRI
OAXACA,20,SANTA MARIA LACHIXIO,420,2006,PRI
OAXACA,20,SANTA MARIA LACHIXIO,420,2007,PRI
OAXACA,20,SANTA MARIA LACHIXIO,420,2008,PRI
OAXACA,20,SANTA MARIA LACHIXIO,420,2009,PRI
OAXACA,20,SANTA MARIA LACHIXIO,420,2010,PRI
OAXACA,20,SANTA MARIA LACHIXIO,420,2011,MC
OAXACA,20,SANTA MARIA LACHIXIO,420,2012,MC
OAXACA,20,SANTA MARIA LACHIXIO,420,2013,MC
OAXACA,20,SANTA MARIA LACHIXIO,420,2014,MC
OAXACA,20,SANTA MARIA LACHIXIO,420,2015,MC
OAXACA,20,SANTA MARIA LACHIXIO,420,2016,MC
OAXACA,20,SANTA MARIA LACHIXIO,420,2017,PRI
OAXACA,20,SANTA MARIA LACHIXIO,420,2018,PRI
OAXACA,20,SANTA MARIA LACHIXIO,420,2019,PRI
OAXACA,20,SANTA MARIA LACHIXIO,420,2020,PRI
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,1991,PRI
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,1992,PRI
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,1993,PRI
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,1994,PRI
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,1995,PRI
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,1996,PRI
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,1997,PRI
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,1998,PRI
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,1999,PRI
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,2000,PRI
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,2001,PRI
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,2002,PRI
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,2003,PRI
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,2004,PRI
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,2005,PRI
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,2006,PRI
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,2007,PRI
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,2008,PRI
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,2009,PRI
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,2010,PRI
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,2011,MC
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,2012,MC
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,2013,MC
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,2014,MC
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,2015,MC
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,2016,MC
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,2017,PRI
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,2018,PRI
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,2019,PRI
OAXACA,20,SANTA MARIA MIXTEQUILLA,421,2020,PRI
OAXACA,20,SANTA MARIA NATIVITAS,422,1993,PRI
OAXACA,20,SANTA MARIA NATIVITAS,422,1994,PRI
OAXACA,20,SANTA MARIA NATIVITAS,422,1995,PRI
OAXACA,20,SANTA MARIA NATIVITAS,422,1996,PRI
OAXACA,20,SANTA MARIA NATIVITAS,422,1997,PRI
OAXACA,20,SANTA MARIA NATIVITAS,422,1998,PRI
OAXACA,20,SANTA MARIA NATIVITAS,422,1999,PRI
OAXACA,20,SANTA MARIA NATIVITAS,422,2000,PRI
OAXACA,20,SANTA MARIA NATIVITAS,422,2001,PRI
OAXACA,20,SANTA MARIA NATIVITAS,422,2002,PRI
OAXACA,20,SANTA MARIA NATIVITAS,422,2003,PRI
OAXACA,20,SANTA MARIA NATIVITAS,422,2004,PRI
OAXACA,20,SANTA MARIA NATIVITAS,422,2005,PRI
OAXACA,20,SANTA MARIA NATIVITAS,422,2006,PRI
OAXACA,20,SANTA MARIA NATIVITAS,422,2007,PRI
OAXACA,20,SANTA MARIA NATIVITAS,422,2008,PRI
OAXACA,20,SANTA MARIA NATIVITAS,422,2009,PRI
OAXACA,20,SANTA MARIA NATIVITAS,422,2010,PRI
OAXACA,20,SANTA MARIA NATIVITAS,422,2011,MC
OAXACA,20,SANTA MARIA NATIVITAS,422,2012,MC
OAXACA,20,SANTA MARIA NATIVITAS,422,2013,MC
OAXACA,20,SANTA MARIA NATIVITAS,422,2014,MC
OAXACA,20,SANTA MARIA NATIVITAS,422,2015,MC
OAXACA,20,SANTA MARIA NATIVITAS,422,2016,MC
OAXACA,20,SANTA MARIA NATIVITAS,422,2017,PRI
OAXACA,20,SANTA MARIA NATIVITAS,422,2018,PRI
OAXACA,20,SANTA MARIA NATIVITAS,422,2019,PRI
OAXACA,20,SANTA MARIA NATIVITAS,422,2020,PRI
OAXACA,20,SANTA MARIA NDUAYACO,423,1993,PRI
OAXACA,20,SANTA MARIA NDUAYACO,423,1994,PRI
OAXACA,20,SANTA MARIA NDUAYACO,423,1995,PRI
OAXACA,20,SANTA MARIA NDUAYACO,423,1996,PRI
OAXACA,20,SANTA MARIA NDUAYACO,423,1997,PRI
OAXACA,20,SANTA MARIA NDUAYACO,423,1998,PRI
OAXACA,20,SANTA MARIA NDUAYACO,423,1999,PRI
OAXACA,20,SANTA MARIA NDUAYACO,423,2000,PRI
OAXACA,20,SANTA MARIA NDUAYACO,423,2001,PRI
OAXACA,20,SANTA MARIA NDUAYACO,423,2002,PRI
OAXACA,20,SANTA MARIA NDUAYACO,423,2003,PRI
OAXACA,20,SANTA MARIA NDUAYACO,423,2004,PRI
OAXACA,20,SANTA MARIA NDUAYACO,423,2005,PRI
OAXACA,20,SANTA MARIA NDUAYACO,423,2006,PRI
OAXACA,20,SANTA MARIA NDUAYACO,423,2007,PRI
OAXACA,20,SANTA MARIA NDUAYACO,423,2008,PRI
OAXACA,20,SANTA MARIA NDUAYACO,423,2009,PRI
OAXACA,20,SANTA MARIA NDUAYACO,423,2010,PRI
OAXACA,20,SANTA MARIA NDUAYACO,423,2011,MC
OAXACA,20,SANTA MARIA NDUAYACO,423,2012,MC
OAXACA,20,SANTA MARIA NDUAYACO,423,2013,MC
OAXACA,20,SANTA MARIA NDUAYACO,423,2014,MC
OAXACA,20,SANTA MARIA NDUAYACO,423,2015,MC
OAXACA,20,SANTA MARIA NDUAYACO,423,2016,MC
OAXACA,20,SANTA MARIA NDUAYACO,423,2017,PRI
OAXACA,20,SANTA MARIA NDUAYACO,423,2018,PRI
OAXACA,20,SANTA MARIA NDUAYACO,423,2019,PRI
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,1993,PRI
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,1994,PRI
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,1995,PRI
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,1996,PRI
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,1997,PRI
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,1998,PRI
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,1999,PRI
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,2000,PRI
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,2001,PRI
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,2002,PRI
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,2003,PRI
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,2004,PRI
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,2005,PRI
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,2006,PRI
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,2007,PRI
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,2008,PRI
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,2009,PRI
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,2010,PRI
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,2011,MC
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,2012,MC
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,2013,MC
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,2014,MC
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,2015,MC
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,2016,MC
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,2017,PRI
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,2018,PRI
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,2019,PRI
OAXACA,20,SANTA MARIA OZOLOTEPEC,424,2020,PRI
OAXACA,20,SANTA MARIA PAPALO,425,1993,PRI
OAXACA,20,SANTA MARIA PAPALO,425,1994,PRI
OAXACA,20,SANTA MARIA PAPALO,425,1995,PRI
OAXACA,20,SANTA MARIA PAPALO,425,1996,PRI
OAXACA,20,SANTA MARIA PAPALO,425,1997,PRI
OAXACA,20,SANTA MARIA PAPALO,425,1998,PRI
OAXACA,20,SANTA MARIA PAPALO,425,1999,PRI
OAXACA,20,SANTA MARIA PAPALO,425,2000,PRI
OAXACA,20,SANTA MARIA PAPALO,425,2001,PRI
OAXACA,20,SANTA MARIA PAPALO,425,2002,PRI
OAXACA,20,SANTA MARIA PAPALO,425,2003,PRI
OAXACA,20,SANTA MARIA PAPALO,425,2004,PRI
OAXACA,20,SANTA MARIA PAPALO,425,2005,PRI
OAXACA,20,SANTA MARIA PAPALO,425,2006,PRI
OAXACA,20,SANTA MARIA PAPALO,425,2007,PRI
OAXACA,20,SANTA MARIA PAPALO,425,2008,PRI
OAXACA,20,SANTA MARIA PAPALO,425,2009,PRI
OAXACA,20,SANTA MARIA PAPALO,425,2010,PRI
OAXACA,20,SANTA MARIA PAPALO,425,2011,MC
OAXACA,20,SANTA MARIA PAPALO,425,2012,MC
OAXACA,20,SANTA MARIA PAPALO,425,2013,MC
OAXACA,20,SANTA MARIA PAPALO,425,2014,MC
OAXACA,20,SANTA MARIA PAPALO,425,2015,MC
OAXACA,20,SANTA MARIA PAPALO,425,2016,MC
OAXACA,20,SANTA MARIA PAPALO,425,2017,PRI
OAXACA,20,SANTA MARIA PAPALO,425,2018,PRI
OAXACA,20,SANTA MARIA PAPALO,425,2019,PRI
OAXACA,20,SANTA MARIA PAPALO,425,2020,PRI
OAXACA,20,SANTA MARIA PEÑOLES,426,1993,PRI
OAXACA,20,SANTA MARIA PEÑOLES,426,1994,PRI
OAXACA,20,SANTA MARIA PEÑOLES,426,1995,PRI
OAXACA,20,SANTA MARIA PEÑOLES,426,1996,PRI
OAXACA,20,SANTA MARIA PEÑOLES,426,1997,PRI
OAXACA,20,SANTA MARIA PEÑOLES,426,1998,PRI
OAXACA,20,SANTA MARIA PEÑOLES,426,1999,PRI
OAXACA,20,SANTA MARIA PEÑOLES,426,2000,PRI
OAXACA,20,SANTA MARIA PEÑOLES,426,2001,PRI
OAXACA,20,SANTA MARIA PEÑOLES,426,2002,PRI
OAXACA,20,SANTA MARIA PEÑOLES,426,2003,PRI
OAXACA,20,SANTA MARIA PEÑOLES,426,2004,PRI
OAXACA,20,SANTA MARIA PEÑOLES,426,2005,PRI
OAXACA,20,SANTA MARIA PEÑOLES,426,2006,PRI
OAXACA,20,SANTA MARIA PEÑOLES,426,2007,PRI
OAXACA,20,SANTA MARIA PEÑOLES,426,2008,PRI
OAXACA,20,SANTA MARIA PEÑOLES,426,2009,PRI
OAXACA,20,SANTA MARIA PEÑOLES,426,2010,PRI
OAXACA,20,SANTA MARIA PEÑOLES,426,2011,MC
OAXACA,20,SANTA MARIA PEÑOLES,426,2012,MC
OAXACA,20,SANTA MARIA PEÑOLES,426,2013,MC
OAXACA,20,SANTA MARIA PEÑOLES,426,2014,MC
OAXACA,20,SANTA MARIA PEÑOLES,426,2015,MC
OAXACA,20,SANTA MARIA PEÑOLES,426,2016,MC
OAXACA,20,SANTA MARIA PEÑOLES,426,2017,PRI
OAXACA,20,SANTA MARIA PEÑOLES,426,2018,PRI
OAXACA,20,SANTA MARIA PEÑOLES,426,2019,PRI
OAXACA,20,SANTA MARIA PEÑOLES,426,2020,PRI
OAXACA,20,SANTA MARIA PETAPA,427,1993,PRI
OAXACA,20,SANTA MARIA PETAPA,427,1994,PRI
OAXACA,20,SANTA MARIA PETAPA,427,1995,PRI
OAXACA,20,SANTA MARIA PETAPA,427,1996,PRI
OAXACA,20,SANTA MARIA PETAPA,427,1997,PRI
OAXACA,20,SANTA MARIA PETAPA,427,1998,PRI
OAXACA,20,SANTA MARIA PETAPA,427,1999,PRI
OAXACA,20,SANTA MARIA PETAPA,427,2000,PRI
OAXACA,20,SANTA MARIA PETAPA,427,2001,PRI
OAXACA,20,SANTA MARIA PETAPA,427,2002,PRI
OAXACA,20,SANTA MARIA PETAPA,427,2003,PRI
OAXACA,20,SANTA MARIA PETAPA,427,2004,PRI
OAXACA,20,SANTA MARIA PETAPA,427,2005,PRI
OAXACA,20,SANTA MARIA PETAPA,427,2006,PRI
OAXACA,20,SANTA MARIA PETAPA,427,2007,PRI
OAXACA,20,SANTA MARIA PETAPA,427,2008,PRI
OAXACA,20,SANTA MARIA PETAPA,427,2009,PRI
OAXACA,20,SANTA MARIA PETAPA,427,2010,PRI
OAXACA,20,SANTA MARIA PETAPA,427,2011,MC
OAXACA,20,SANTA MARIA PETAPA,427,2012,MC
OAXACA,20,SANTA MARIA PETAPA,427,2013,MC
OAXACA,20,SANTA MARIA PETAPA,427,2014,MC
OAXACA,20,SANTA MARIA PETAPA,427,2015,MC
OAXACA,20,SANTA MARIA PETAPA,427,2016,MC
OAXACA,20,SANTA MARIA PETAPA,427,2017,PRI
OAXACA,20,SANTA MARIA PETAPA,427,2018,PRI
OAXACA,20,SANTA MARIA PETAPA,427,2019,PRI
OAXACA,20,SANTA MARIA PETAPA,427,2020,PRI
OAXACA,20,SANTA MARIA QUIEGOLANI,428,1993,PRI
OAXACA,20,SANTA MARIA QUIEGOLANI,428,1994,PRI
OAXACA,20,SANTA MARIA QUIEGOLANI,428,1995,PRI
OAXACA,20,SANTA MARIA QUIEGOLANI,428,1996,PRI
OAXACA,20,SANTA MARIA QUIEGOLANI,428,1997,PRI
OAXACA,20,SANTA MARIA QUIEGOLANI,428,1998,PRI
OAXACA,20,SANTA MARIA QUIEGOLANI,428,1999,PRI
OAXACA,20,SANTA MARIA QUIEGOLANI,428,2000,PRI
OAXACA,20,SANTA MARIA QUIEGOLANI,428,2001,PRI
OAXACA,20,SANTA MARIA QUIEGOLANI,428,2002,PRI
OAXACA,20,SANTA MARIA QUIEGOLANI,428,2003,PRI
OAXACA,20,SANTA MARIA QUIEGOLANI,428,2004,PRI
OAXACA,20,SANTA MARIA QUIEGOLANI,428,2005,PRI
OAXACA,20,SANTA MARIA QUIEGOLANI,428,2006,PRI
OAXACA,20,SANTA MARIA QUIEGOLANI,428,2007,PRI
OAXACA,20,SANTA MARIA QUIEGOLANI,428,2008,PRI
OAXACA,20,SANTA MARIA QUIEGOLANI,428,2009,PRI
OAXACA,20,SANTA MARIA QUIEGOLANI,428,2010,PRI
OAXACA,20,SANTA MARIA QUIEGOLANI,428,2011,MC
OAXACA,20,SANTA MARIA QUIEGOLANI,428,2012,MC
OAXACA,20,SANTA MARIA QUIEGOLANI,428,2013,MC
OAXACA,20,SANTA MARIA QUIEGOLANI,428,2014,MC
OAXACA,20,SANTA MARIA QUIEGOLANI,428,2015,MC
OAXACA,20,SANTA MARIA QUIEGOLANI,428,2016,MC
OAXACA,20,SANTA MARIA QUIEGOLANI,428,2017,PRI
OAXACA,20,SANTA MARIA QUIEGOLANI,428,2018,PRI
OAXACA,20,SANTA MARIA QUIEGOLANI,428,2019,PRI
OAXACA,20,SANTA MARIA QUIEGOLANI,428,2020,PRI
OAXACA,20,SANTA MARIA SOLA,429,1993,PRI
OAXACA,20,SANTA MARIA SOLA,429,1994,PRI
OAXACA,20,SANTA MARIA SOLA,429,1995,PRI
OAXACA,20,SANTA MARIA SOLA,429,1996,PRI
OAXACA,20,SANTA MARIA SOLA,429,1997,PRI
OAXACA,20,SANTA MARIA SOLA,429,1998,PRI
OAXACA,20,SANTA MARIA SOLA,429,1999,PRI
OAXACA,20,SANTA MARIA SOLA,429,2000,PRI
OAXACA,20,SANTA MARIA SOLA,429,2001,PRI
OAXACA,20,SANTA MARIA SOLA,429,2002,PRI
OAXACA,20,SANTA MARIA SOLA,429,2003,PRI
OAXACA,20,SANTA MARIA SOLA,429,2004,PRI
OAXACA,20,SANTA MARIA SOLA,429,2005,PRI
OAXACA,20,SANTA MARIA SOLA,429,2006,PRI
OAXACA,20,SANTA MARIA SOLA,429,2007,PRI
OAXACA,20,SANTA MARIA SOLA,429,2008,PRI
OAXACA,20,SANTA MARIA SOLA,429,2009,PRI
OAXACA,20,SANTA MARIA SOLA,429,2010,PRI
OAXACA,20,SANTA MARIA SOLA,429,2011,MC
OAXACA,20,SANTA MARIA SOLA,429,2012,MC
OAXACA,20,SANTA MARIA SOLA,429,2013,MC
OAXACA,20,SANTA MARIA SOLA,429,2014,MC
OAXACA,20,SANTA MARIA SOLA,429,2015,MC
OAXACA,20,SANTA MARIA SOLA,429,2016,MC
OAXACA,20,SANTA MARIA SOLA,429,2017,PRI
OAXACA,20,SANTA MARIA SOLA,429,2018,PRI
OAXACA,20,SANTA MARIA SOLA,429,2019,PRI
OAXACA,20,SANTA MARIA SOLA,429,2020,PRI
OAXACA,20,SANTA MARIA TATALTEPEC,430,1993,PRI
OAXACA,20,SANTA MARIA TATALTEPEC,430,1994,PRI
OAXACA,20,SANTA MARIA TATALTEPEC,430,1995,PRI
OAXACA,20,SANTA MARIA TATALTEPEC,430,1996,PRI
OAXACA,20,SANTA MARIA TATALTEPEC,430,1997,PRI
OAXACA,20,SANTA MARIA TATALTEPEC,430,1998,PRI
OAXACA,20,SANTA MARIA TATALTEPEC,430,1999,PRI
OAXACA,20,SANTA MARIA TATALTEPEC,430,2000,PRI
OAXACA,20,SANTA MARIA TATALTEPEC,430,2001,PRI
OAXACA,20,SANTA MARIA TATALTEPEC,430,2002,PRI
OAXACA,20,SANTA MARIA TATALTEPEC,430,2003,PRI
OAXACA,20,SANTA MARIA TATALTEPEC,430,2004,PRI
OAXACA,20,SANTA MARIA TATALTEPEC,430,2005,PRI
OAXACA,20,SANTA MARIA TATALTEPEC,430,2006,PRI
OAXACA,20,SANTA MARIA TATALTEPEC,430,2007,PRI
OAXACA,20,SANTA MARIA TATALTEPEC,430,2008,PRI
OAXACA,20,SANTA MARIA TATALTEPEC,430,2009,PRI
OAXACA,20,SANTA MARIA TATALTEPEC,430,2010,PRI
OAXACA,20,SANTA MARIA TATALTEPEC,430,2011,MC
OAXACA,20,SANTA MARIA TATALTEPEC,430,2012,MC
OAXACA,20,SANTA MARIA TATALTEPEC,430,2013,MC
OAXACA,20,SANTA MARIA TATALTEPEC,430,2014,MC
OAXACA,20,SANTA MARIA TATALTEPEC,430,2015,MC
OAXACA,20,SANTA MARIA TATALTEPEC,430,2016,MC
OAXACA,20,SANTA MARIA TATALTEPEC,430,2017,PRI
OAXACA,20,SANTA MARIA TATALTEPEC,430,2018,PRI
OAXACA,20,SANTA MARIA TATALTEPEC,430,2019,PRI
OAXACA,20,SANTA MARIA TATALTEPEC,430,2020,PRI
OAXACA,20,SANTA MARIA TECOMAVACA,431,1993,PRI
OAXACA,20,SANTA MARIA TECOMAVACA,431,1994,PRI
OAXACA,20,SANTA MARIA TECOMAVACA,431,1995,PRI
OAXACA,20,SANTA MARIA TECOMAVACA,431,1996,PRI
OAXACA,20,SANTA MARIA TECOMAVACA,431,1997,PRI
OAXACA,20,SANTA MARIA TECOMAVACA,431,1998,PRI
OAXACA,20,SANTA MARIA TECOMAVACA,431,1999,PRI
OAXACA,20,SANTA MARIA TECOMAVACA,431,2000,PRI
OAXACA,20,SANTA MARIA TECOMAVACA,431,2001,PRI
OAXACA,20,SANTA MARIA TECOMAVACA,431,2002,PRI
OAXACA,20,SANTA MARIA TECOMAVACA,431,2003,PRI
OAXACA,20,SANTA MARIA TECOMAVACA,431,2004,PRI
OAXACA,20,SANTA MARIA TECOMAVACA,431,2005,PRI
OAXACA,20,SANTA MARIA TECOMAVACA,431,2006,PRI
OAXACA,20,SANTA MARIA TECOMAVACA,431,2007,PRI
OAXACA,20,SANTA MARIA TECOMAVACA,431,2008,PRI
OAXACA,20,SANTA MARIA TECOMAVACA,431,2009,PRI
OAXACA,20,SANTA MARIA TECOMAVACA,431,2010,PRI
OAXACA,20,SANTA MARIA TECOMAVACA,431,2011,MC
OAXACA,20,SANTA MARIA TECOMAVACA,431,2012,MC
OAXACA,20,SANTA MARIA TECOMAVACA,431,2013,MC
OAXACA,20,SANTA MARIA TECOMAVACA,431,2014,MC
OAXACA,20,SANTA MARIA TECOMAVACA,431,2015,MC
OAXACA,20,SANTA MARIA TECOMAVACA,431,2016,MC
OAXACA,20,SANTA MARIA TECOMAVACA,431,2017,PRI
OAXACA,20,SANTA MARIA TECOMAVACA,431,2018,PRI
OAXACA,20,SANTA MARIA TECOMAVACA,431,2019,PRI
OAXACA,20,SANTA MARIA TECOMAVACA,431,2020,PRI
OAXACA,20,SANTA MARIA TEMAXCALAPA,432,1993,PRI
OAXACA,20,SANTA MARIA TEMAXCALAPA,432,1994,PRI
OAXACA,20,SANTA MARIA TEMAXCALAPA,432,1995,PRI
OAXACA,20,SANTA MARIA TEMAXCALAPA,432,1996,PRI
OAXACA,20,SANTA MARIA TEMAXCALAPA,432,1997,PRI
OAXACA,20,SANTA MARIA TEMAXCALAPA,432,1998,PRI
OAXACA,20,SANTA MARIA TEMAXCALAPA,432,1999,PRI
OAXACA,20,SANTA MARIA TEMAXCALAPA,432,2000,PRI
OAXACA,20,SANTA MARIA TEMAXCALAPA,432,2001,PRI
OAXACA,20,SANTA MARIA TEMAXCALAPA,432,2002,PRI
OAXACA,20,SANTA MARIA TEMAXCALAPA,432,2003,PRI
OAXACA,20,SANTA MARIA TEMAXCALAPA,432,2004,PRI
OAXACA,20,SANTA MARIA TEMAXCALAPA,432,2005,PRI
OAXACA,20,SANTA MARIA TEMAXCALAPA,432,2006,PRI
OAXACA,20,SANTA MARIA TEMAXCALAPA,432,2007,PRI
OAXACA,20,SANTA MARIA TEMAXCALAPA,432,2008,PRI
OAXACA,20,SANTA MARIA TEMAXCALAPA,432,2009,PRI
OAXACA,20,SANTA MARIA TEMAXCALAPA,432,2010,PRI
OAXACA,20,SANTA MARIA TEMAXCALAPA,432,2011,MC
OAXACA,20,SANTA MARIA TEMAXCALAPA,432,2012,MC
OAXACA,20,SANTA MARIA TEMAXCALAPA,432,2013,MC
OAXACA,20,SANTA MARIA TEMAXCALAPA,432,2014,MC
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,1992,PRI
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,1993,PRI
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,1994,PRI
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,1995,PRI
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,1996,PRI
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,1997,PRI
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,1998,PRI
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,1999,PRI
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,2000,PRI
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,2001,PRI
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,2002,PRI
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,2003,PRI
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,2004,PRI
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,2005,PRI
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,2006,PRI
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,2007,PRI
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,2008,PRI
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,2009,PRI
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,2010,PRI
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,2011,MC
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,2012,MC
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,2013,MC
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,2014,MC
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,2015,MC
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,2016,MC
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,2017,PRI
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,2018,PRI
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,2019,PRI
OAXACA,20,SANTA MARIA TEMAXCALTEPEC,433,2020,PRI
