CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,NVA_ALIANZA,MORENA,ES,PRD_PAN,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,48,TEUL DE GONALEZ ORTEGA,1481,B,6,42,1,3,3,1,72,1,0,1,0,0,0,4,1,0,135,7,142,284,ACTA CASILLA,,,
2,32,ZACATECAS,9,LORETO,35,NORIA DE ANGELES,1025,B,4,132,28,20,2,1,130,15,2,0,2,1,0,1,1,0,339,5,344,435,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1100,C01,0,177,3,2,1,3,75,4,0,0,1,0,0,0,1,0,267,5,272,403,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,9,LORETO,24,LORETO,792,B,7,97,13,49,4,4,69,29,0,2,1,0,0,0,1,0,276,1,277,514,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,46,TEPECHITLAN,1428,B,15,16,12,3,3,0,7,1,5,0,0,0,0,0,0,0,62,2,64,142,ACTA CASILLA,,,
2,32,ZACATECAS,9,LORETO,24,LORETO,790,B,9,81,9,37,23,4,100,18,2,0,2,0,0,2,3,0,290,9,299,446,ACTA CASILLA,,,
2,32,ZACATECAS,9,LORETO,54,VILLA GARCIA,1659,B,18,144,8,15,9,30,170,63,2,4,0,1,0,1,3,0,468,10,478,688,ACTA CASILLA,,,
2,32,ZACATECAS,9,LORETO,35,NORIA DE ANGELES,1031,B,11,128,30,6,1,2,111,15,5,0,1,0,0,0,3,0,313,3,316,421,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,4,BENITO JUAREZ,38,B,99,115,4,1,3,0,18,0,1,0,1,0,0,1,0,0,243,5,248,356,ACTA CASILLA,,,
2,32,ZACATECAS,9,LORETO,54,VILLA GARCIA,1663,B,5,136,6,23,23,12,73,36,0,0,1,0,0,5,0,0,320,5,325,446,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,49,TLALTENANGO DE SANCHEZ ROMAN,1516,B,17,43,0,2,9,2,7,2,0,0,0,0,0,0,4,0,86,4,90,161,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,49,TLALTENANGO DE SANCHEZ ROMAN,1514,B,42,88,5,2,32,4,43,3,0,5,6,0,0,3,0,0,233,8,241,359,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,4,BENITO JUAREZ,39,B,31,49,1,2,2,0,68,1,0,0,2,0,0,0,1,0,157,2,159,184,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,687,B,51,45,10,3,0,1,13,4,1,0,0,0,0,1,4,1,133,3,137,183,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,689,B,10,39,0,0,0,1,7,10,0,0,0,0,0,0,2,0,69,3,72,120,ACTA CASILLA,,,
2,32,ZACATECAS,9,LORETO,54,VILLA GARCIA,1668,C01,0,92,5,23,20,9,96,17,0,5,2,1,0,1,3,0,274,2,276,383,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,49,TLALTENANGO DE SANCHEZ ROMAN,1515,B,18,16,3,2,5,4,12,1,5,0,0,0,0,0,1,0,67,2,69,108,ACTA CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1638,C01,10,102,96,5,3,1,47,35,6,0,0,0,0,5,5,1,315,5,321,405,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,9,LORETO,54,VILLA GARCIA,1667,C01,11,89,15,18,7,11,128,25,0,0,0,0,0,1,1,0,306,14,320,444,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,694,B,26,155,3,2,7,6,10,23,2,0,1,1,1,2,10,1,249,12,262,473,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,698,B,27,104,6,0,6,3,18,9,0,0,0,0,0,5,3,0,181,9,190,341,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,703,B,9,26,0,1,0,1,2,9,0,0,0,0,0,0,0,0,48,4,52,114,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,914,B,116,148,11,53,10,0,45,36,4,1,0,0,0,1,3,0,428,21,449,702,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,916,B,109,83,11,61,5,0,47,38,4,2,0,1,0,1,0,0,362,9,371,558,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,49,TLALTENANGO DE SANCHEZ ROMAN,1521,B,17,38,6,2,23,3,16,4,3,0,0,0,0,1,0,0,113,6,119,195,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,695,B,35,23,4,3,0,1,9,9,4,0,0,0,0,2,2,2,92,1,95,170,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,49,TLALTENANGO DE SANCHEZ ROMAN,1518,B,32,36,1,0,22,2,26,11,4,1,1,0,0,1,0,0,137,3,140,195,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,704,B,12,82,1,0,2,2,7,10,0,0,0,0,0,0,7,0,123,2,125,212,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,49,TLALTENANGO DE SANCHEZ ROMAN,1519,B,51,40,11,0,4,1,7,1,3,3,0,0,1,0,0,0,122,2,124,212,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,917,B,82,95,4,31,7,1,42,23,2,0,0,3,0,0,0,0,290,6,296,446,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,915,B,118,88,8,64,12,1,49,20,3,1,1,0,0,2,1,0,368,8,376,603,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,701,B,21,45,10,1,3,1,25,8,4,0,0,1,0,0,4,0,123,1,124,181,ACTA CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1633,B,1,98,87,38,3,1,90,24,13,0,3,0,0,6,3,0,367,16,383,578,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,1,APOZOL,10,B,48,49,4,2,3,46,51,6,2,1,0,2,0,2,2,0,218,7,225,330,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,696,B,8,20,3,4,0,1,8,3,0,0,0,0,0,1,0,0,48,4,52,105,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,697,B,16,37,3,6,2,4,10,16,0,1,0,0,0,1,5,0,101,3,104,184,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,47,TEPETONGO,1435,B,34,194,57,4,8,3,46,26,4,1,0,0,0,2,2,0,381,16,397,631,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,699,B,22,53,8,4,4,4,22,1,0,0,0,0,0,8,3,0,129,11,140,240,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,691,B,36,87,5,4,1,2,9,5,1,0,0,0,0,0,1,0,151,1,152,354,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,685,B,23,29,6,8,2,3,10,39,0,0,0,0,0,1,0,0,121,4,125,229,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,686,B,47,46,9,16,1,4,28,5,1,0,0,0,0,1,4,0,162,3,165,325,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,683,B,16,43,2,2,1,1,14,0,0,0,0,0,0,3,2,0,84,3,87,149,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,3,ATOLINGA,28,B,7,46,3,10,3,10,3,3,2,0,0,1,1,0,0,0,89,6,95,141,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,918,B,87,76,2,40,3,2,28,9,3,0,0,0,0,1,2,0,253,10,263,425,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,49,TLALTENANGO DE SANCHEZ ROMAN,1520,B,13,35,2,0,5,3,8,0,1,2,3,0,0,3,0,0,75,9,84,163,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,692,B,32,39,5,8,3,4,16,13,1,0,0,0,0,1,5,0,127,4,131,233,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,690,B,60,49,3,4,2,1,9,18,2,0,0,0,0,2,4,0,154,9,163,299,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1147,B,3,112,7,2,5,1,133,2,0,1,0,0,0,0,1,0,267,10,277,481,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1527,C01,17,148,58,3,3,2,92,28,10,0,2,0,0,1,3,0,367,10,377,546,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,49,TLALTENANGO DE SANCHEZ ROMAN,1522,B,34,48,6,3,14,8,14,6,1,0,5,0,0,3,0,0,142,5,147,262,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,925,B,21,18,4,13,4,1,16,7,2,0,0,0,0,0,0,0,86,2,88,121,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1535,C02,5,62,52,3,4,5,82,71,4,0,0,1,1,0,6,0,296,7,303,667,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,49,TLALTENANGO DE SANCHEZ ROMAN,1523,B,112,85,10,1,32,3,101,24,6,0,5,0,1,8,6,0,394,17,411,651,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,929,B,42,46,1,29,4,0,9,5,0,0,0,0,0,0,0,0,136,7,143,188,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1538,B,22,99,70,1,6,1,54,51,4,0,0,1,1,0,0,0,310,13,323,579,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,926,B,9,70,3,24,4,1,15,11,0,0,0,0,0,1,0,0,138,4,142,243,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,924,B,27,33,1,16,3,1,10,3,0,0,0,0,0,0,1,0,95,0,95,146,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1539,B,5,108,134,1,1,0,60,12,8,0,5,1,0,0,0,0,335,12,347,522,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,22,JUCHIPILA,750,B,83,110,36,4,7,4,85,6,9,0,0,1,0,6,0,0,351,11,362,656,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,918,C01,81,62,5,45,2,1,27,24,2,2,2,0,0,2,2,0,257,7,264,425,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1137,B,1,268,4,8,2,1,91,4,0,1,1,0,1,1,0,0,383,11,394,521,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,76,C01,1,134,19,2,2,1,150,14,0,0,0,0,0,0,1,0,324,3,327,518,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1159,C01,2,170,5,4,0,4,44,5,1,4,2,0,0,4,1,0,246,7,253,380,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,928,B,93,104,7,28,5,2,49,8,3,0,0,0,0,1,2,1,302,2,305,517,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,931,B,12,51,2,66,1,1,17,1,0,1,1,0,0,0,0,0,153,4,157,223,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,927,B,98,81,7,16,1,1,79,8,2,0,2,0,0,1,2,0,298,14,312,531,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,923,B,66,67,9,48,16,4,41,18,3,0,0,0,1,1,0,0,274,11,285,388,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1159,B,1,96,4,14,2,1,72,5,0,1,1,0,0,1,0,0,198,8,206,381,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,921,B,34,46,1,8,6,0,6,5,1,2,1,0,0,0,1,0,111,2,113,186,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,919,B,45,86,6,10,3,1,26,11,1,0,1,1,0,1,4,0,196,12,208,336,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1545,B,10,53,42,0,1,1,30,19,4,0,0,0,0,0,0,0,160,6,166,273,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1546,B,10,38,73,0,0,0,38,4,10,0,0,0,0,1,0,0,174,5,179,250,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,679,B,80,25,3,4,2,4,48,4,2,0,0,0,0,1,2,0,175,10,185,407,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1146,B,2,95,10,4,1,2,96,0,0,0,0,0,0,0,0,0,210,6,216,296,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,684,B,26,26,1,6,1,2,10,28,0,0,0,0,0,2,4,0,106,13,119,250,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1139,B,3,230,14,7,1,4,116,10,0,1,0,1,0,1,1,0,389,16,405,662,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1039,S01,9,37,16,10,2,1,74,15,1,0,0,0,0,3,3,0,171,1,172,0,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,44,SUSTICACAN,1384,B,17,109,7,12,1,5,101,21,0,2,0,1,0,2,6,0,284,16,300,448,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1170,B,2,84,3,2,2,1,80,6,0,0,0,0,0,2,0,0,182,3,185,250,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,49,TLALTENANGO DE SANCHEZ ROMAN,1496,B,48,93,9,4,22,3,106,12,6,0,4,0,0,11,1,0,319,10,329,529,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1635,B,8,147,96,31,6,4,56,26,3,0,7,0,1,2,6,0,393,10,403,676,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1638,B,6,90,95,13,3,1,23,52,5,0,0,0,0,5,4,0,297,6,303,406,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,17,SOMBRERETE,43,SOMBRERETE,1336,B,89,39,12,7,9,18,46,25,9,0,0,0,0,0,1,0,255,13,268,474,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,49,TLALTENANGO DE SANCHEZ ROMAN,1524,B,31,21,13,0,11,1,34,4,2,0,0,0,0,6,1,0,124,3,127,207,ACTA CASILLA,,,
2,32,ZACATECAS,17,SOMBRERETE,43,SOMBRERETE,1364,B,12,36,18,3,4,10,29,32,5,0,0,0,0,0,1,0,150,0,150,324,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1547,B,0,55,34,0,1,0,16,4,3,0,0,0,0,0,1,0,114,6,120,189,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,933,B,31,131,4,23,12,1,10,8,0,1,3,0,0,0,1,0,225,4,229,344,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,934,B,11,25,3,22,0,1,18,7,0,0,1,0,0,0,1,0,89,4,93,113,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,47,TEPETONGO,1434,B,16,129,21,0,2,2,37,16,0,2,4,0,0,1,0,0,230,3,233,398,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1161,B,1,191,1,14,1,3,51,0,0,0,0,0,0,0,3,0,265,2,267,360,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,17,SOMBRERETE,43,SOMBRERETE,1298,B,67,64,31,26,7,11,91,43,12,2,1,1,0,2,3,0,361,15,376,626,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,47,TEPETONGO,1453,B,11,145,10,1,2,1,27,8,0,1,0,0,0,1,1,0,208,8,216,366,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,47,TEPETONGO,1444,B,3,50,10,0,1,0,38,5,0,0,0,0,0,0,1,0,108,4,112,228,ACTA CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,38,PANUCO,1091,C01,6,61,9,95,2,2,51,43,1,0,1,0,0,1,2,0,274,9,283,434,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,47,TEPETONGO,1454,B,8,120,15,0,2,1,4,4,0,0,0,0,0,0,0,0,154,4,158,239,ACTA CASILLA,,,
2,32,ZACATECAS,17,SOMBRERETE,9,CHALCHIHUITES,133,B,7,75,7,26,1,0,7,12,0,0,0,0,0,0,0,0,135,6,141,230,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,47,TEPETONGO,1438,B,11,60,8,2,1,1,12,4,0,1,0,0,0,0,0,0,100,6,106,200,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1552,B,4,47,52,2,3,1,14,0,3,0,1,0,0,1,1,0,129,10,139,216,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,3,ATOLINGA,24,B,25,118,14,33,10,33,39,5,6,0,2,0,0,2,0,0,287,15,302,456,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,47,TEPETONGO,1455,B,1,115,29,2,3,4,76,4,0,0,1,2,0,3,3,0,243,4,247,438,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,47,TEPETONGO,1450,B,14,148,42,0,1,3,5,6,4,1,1,0,0,0,1,0,226,14,240,422,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1549,B,5,113,77,1,3,0,4,4,3,0,0,0,0,0,0,0,210,7,217,339,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,46,TEPECHITLAN,1420,B,44,92,44,21,0,0,53,6,8,0,0,0,0,0,0,0,268,7,275,389,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,47,TEPETONGO,1448,B,15,121,23,2,0,13,12,14,1,0,0,0,0,0,0,0,201,2,203,325,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,47,TEPETONGO,1447,B,5,69,17,1,1,1,15,6,1,0,0,0,0,0,0,0,116,2,118,207,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,47,TEPETONGO,1443,B,12,119,36,1,0,8,11,17,2,0,0,0,0,1,3,0,210,7,217,323,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,4,BENITO JUAREZ,31,B,107,93,4,1,3,1,86,4,1,0,1,0,0,0,0,0,301,9,310,409,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,4,BENITO JUAREZ,37,B,94,41,4,0,3,0,33,3,1,0,0,0,0,0,1,0,180,4,184,258,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,47,TEPETONGO,1463,B,0,88,11,0,0,0,5,5,0,0,0,0,0,0,0,0,109,6,115,199,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1561,B,10,111,120,2,6,1,72,22,6,0,0,0,0,0,0,0,350,11,361,492,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,47,TEPETONGO,1460,B,8,70,9,0,1,0,0,14,0,0,0,0,0,1,0,0,103,3,106,151,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,47,TEPETONGO,1452,B,9,127,21,0,1,2,84,2,1,3,1,1,0,4,2,0,258,10,268,459,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,22,JUCHIPILA,745,B,96,141,12,11,2,4,92,11,7,0,1,0,0,2,4,0,383,17,400,726,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,47,TEPETONGO,1442,B,14,226,44,3,3,6,38,12,0,0,0,0,4,0,2,0,352,12,364,558,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,47,TEPETONGO,1439,B,21,69,17,1,2,1,10,6,1,0,0,0,0,0,2,0,130,6,136,279,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,47,TEPETONGO,1436,B,5,43,13,1,1,2,7,2,0,0,0,0,0,0,0,0,74,3,77,155,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1564,B,11,76,28,1,0,2,12,4,4,0,4,0,0,1,0,0,143,7,150,321,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1177,B,1,72,3,8,1,2,87,0,0,1,0,0,1,1,1,0,178,3,181,256,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,44,SUSTICACAN,1385,B,15,142,5,9,4,5,104,72,1,0,2,0,0,2,7,0,368,16,384,545,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1571,B,17,66,36,0,2,0,13,10,0,2,1,0,0,0,0,0,147,11,158,223,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,940,B,24,35,2,21,1,2,6,4,0,0,0,0,0,0,0,0,95,1,96,168,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,941,B,29,54,0,38,2,2,3,3,0,0,0,0,0,1,0,0,132,2,134,195,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,936,B,53,20,2,28,1,2,8,6,2,0,0,0,0,0,0,0,122,4,126,192,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1578,B,16,119,113,0,2,1,31,30,5,2,2,0,0,0,0,0,321,17,338,595,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1189,B,1,35,3,2,1,0,35,1,0,0,0,0,0,0,0,0,78,2,80,112,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,47,TEPETONGO,1440,B,6,61,7,0,1,1,14,0,0,1,0,0,0,0,0,0,91,1,92,162,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,46,TEPECHITLAN,1432,B,18,55,36,8,2,0,27,5,6,0,0,0,0,0,1,0,158,12,170,259,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1185,B,1,27,5,1,0,1,33,5,0,0,0,1,0,0,0,0,74,6,80,110,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,938,B,10,21,1,32,1,2,14,3,0,0,0,0,1,0,0,0,85,3,88,143,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,44,SUSTICACAN,1387,B,4,51,3,3,1,1,25,97,0,0,0,1,0,2,5,0,193,6,199,256,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1592,B,1,40,6,2,1,1,9,1,1,0,0,0,0,0,1,0,63,1,64,101,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1653,B,1,41,40,33,1,0,67,7,3,0,1,0,0,1,1,0,196,5,201,291,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,33,MOYAHUA DE ESTRADA,957,B,78,96,43,7,3,4,70,6,21,0,1,0,1,3,1,0,334,8,342,576,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,15,PINOS,56,VILLA HIDALGO,1705,B,2,91,21,1,1,0,15,4,0,0,5,0,0,0,1,0,141,2,143,207,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,47,TEPETONGO,1437,B,7,20,10,0,0,2,22,5,1,1,0,0,0,0,1,0,69,1,70,139,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,56,VILLA HIDALGO,1707,B,0,82,44,0,2,0,8,2,4,0,0,0,0,0,0,0,142,1,143,194,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1600,B,10,55,51,1,1,0,55,8,6,1,0,0,0,0,0,0,188,11,199,289,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,688,B,48,60,13,2,5,1,15,11,6,0,0,0,0,2,3,0,166,10,176,298,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,628,S01,49,89,8,9,4,4,96,21,2,3,0,0,0,3,5,0,293,6,299,0,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,916,C01,78,85,5,48,3,3,47,27,6,0,1,0,0,0,0,0,303,9,312,481,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,136,C02,16,64,8,9,3,4,75,59,1,1,2,1,5,5,4,0,257,12,269,605,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,828,B,0,100,5,0,0,126,38,7,0,0,0,0,0,0,2,0,278,3,281,321,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1627,B,3,51,53,8,2,1,16,8,0,0,0,0,0,5,0,0,147,3,150,224,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,18,JUAN ALDAMA,40,RIO GRANDE,1202,B,35,76,22,13,3,5,77,25,7,0,0,0,0,0,1,0,264,9,273,511,GRUPO DE RECUENTO,,,
