state,mun,uniqueid,section,year,incumbent_party_magar,incumbent_candidate_magar,incumbent_party_JL,incumbent_candidate_JL,runnerup_party_magar,runnerup_candidate_magar,margin,PRI,PAN,PRD,PT,PVEM,Partido_Democrata,PSN,PC,PAS,PCDT,PJS,total,valid,listanominal,PRI_PVEM,PT_PCDT_PJS,PCDT_PJS,PT_PCDT,PT_PJS,PAN_PAC,PANAL,PS,PRI_PVEM_PS,PAN_PANAL,PRI_PST,PRD_PT_PC,PRD_PC,PRD_PT,PT_PC,PST,PAC,PP,PLT,PPT,type,MC,no registrados,PAC_PS,PT_PAC,CASILLA,MORENA,PES,PRI_PANAL,PRI_PVEM_PANAL_PS,CI_1,CI_2,CI_3,PRI_PANAL_PS,PRI_PS,CI_4,PRI_PT,PRI_PVEM_PANAL,PVEM_PS,PEST,PISS,RSP,FXM,CI_5,CI_6,CI_7,CI_8,CI_9,CI_10,CI_11,CI_12,CI_13,CI_14,CI_15,CI_16,CI_17,CI_18,CI_19,CI_20,CI_21,CI_22,CI_23,CI_24,CI_25,CI_26,CI_27,CI_28,CI_29,CI_30,CI_31,CI_32,CI_33,CI_34,CI_35,PAN_PRI,MORENA_RSP_PANAL,MORENA_PANAL,MORENA_RSP,RSP_PANAL,extra,manipulated_year
TLAXCALA,APIZACO,29005,16,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,202,412,86,13,10,NA,NA,NA,NA,NA,NA,973,925,NA,0,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,0,NA,NA,26,NA,NA,NA,NA,11,NA,NA,NA,0,74,0,0,0,80,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,17,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,226,203,130,29,8,NA,NA,NA,NA,NA,NA,861,830,NA,0,NA,NA,NA,NA,NA,6,7,NA,NA,NA,NA,NA,0,NA,NA,30,NA,NA,NA,NA,15,NA,NA,NA,0,80,0,0,0,96,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,18,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,187,187,101,24,2,NA,NA,NA,NA,NA,NA,716,672,NA,0,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,0,NA,NA,20,NA,NA,NA,NA,15,NA,NA,NA,0,56,0,0,0,76,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,19,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,150,234,102,26,5,NA,NA,NA,NA,NA,NA,718,684,NA,0,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,0,NA,NA,36,NA,NA,NA,NA,11,NA,NA,NA,0,48,0,0,0,65,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,20,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,95,134,92,12,18,NA,NA,NA,NA,NA,NA,493,474,NA,0,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,0,NA,NA,7,NA,NA,NA,NA,9,NA,NA,NA,0,32,0,0,0,71,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,21,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,47,70,23,4,8,NA,NA,NA,NA,NA,NA,248,235,NA,0,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,0,NA,NA,6,NA,NA,NA,NA,10,NA,NA,NA,0,30,0,0,0,34,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,22,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,221,230,84,17,12,NA,NA,NA,NA,NA,NA,812,781,NA,0,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,0,NA,NA,27,NA,NA,NA,NA,23,NA,NA,NA,0,58,0,0,0,101,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,23,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,107,120,54,11,2,NA,NA,NA,NA,NA,NA,436,420,NA,0,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,0,NA,NA,17,NA,NA,NA,NA,7,NA,NA,NA,0,35,0,0,0,59,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,24,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,142,124,51,18,6,NA,NA,NA,NA,NA,NA,505,491,NA,0,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,0,NA,NA,12,NA,NA,NA,NA,6,NA,NA,NA,0,54,0,0,0,75,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,25,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,171,200,81,14,5,NA,NA,NA,NA,NA,NA,730,700,NA,0,NA,NA,NA,NA,NA,9,4,NA,NA,NA,NA,NA,0,NA,NA,21,NA,NA,NA,NA,11,NA,NA,NA,0,64,0,0,0,120,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,26,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,210,193,75,15,5,NA,NA,NA,NA,NA,NA,755,722,NA,0,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,0,NA,NA,29,NA,NA,NA,NA,17,NA,NA,NA,0,77,0,0,0,94,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,27,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,261,338,134,36,4,NA,NA,NA,NA,NA,NA,1046,1009,NA,0,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,0,NA,NA,25,NA,NA,NA,NA,8,NA,NA,NA,0,88,0,0,0,110,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,28,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,182,260,101,20,10,NA,NA,NA,NA,NA,NA,821,789,NA,0,NA,NA,NA,NA,NA,9,3,NA,NA,NA,NA,NA,0,NA,NA,17,NA,NA,NA,NA,22,NA,NA,NA,0,67,0,0,0,98,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,29,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,185,321,85,12,13,NA,NA,NA,NA,NA,NA,957,917,NA,0,NA,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA,0,NA,NA,49,NA,NA,NA,NA,11,NA,NA,NA,0,116,0,0,0,116,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,30,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,657,850,412,47,39,NA,NA,NA,NA,NA,NA,2930,2805,NA,0,NA,NA,NA,NA,NA,22,16,NA,NA,NA,NA,NA,0,NA,NA,98,NA,NA,NA,NA,52,NA,NA,NA,0,259,0,0,0,353,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,31,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,297,490,140,22,65,NA,NA,NA,NA,NA,NA,1474,1416,NA,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,0,NA,NA,22,NA,NA,NA,NA,17,NA,NA,NA,0,114,0,0,0,238,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,32,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,264,257,130,20,10,NA,NA,NA,NA,NA,NA,995,951,NA,0,NA,NA,NA,NA,NA,18,4,NA,NA,NA,NA,NA,0,NA,NA,29,NA,NA,NA,NA,8,NA,NA,NA,0,77,0,0,0,134,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,33,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,239,315,123,13,21,NA,NA,NA,NA,NA,NA,1016,974,NA,0,NA,NA,NA,NA,NA,15,5,NA,NA,NA,NA,NA,0,NA,NA,23,NA,NA,NA,NA,19,NA,NA,NA,0,91,0,0,0,110,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,34,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,243,218,102,13,12,NA,NA,NA,NA,NA,NA,852,802,NA,0,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,0,NA,NA,26,NA,NA,NA,NA,11,NA,NA,NA,0,81,0,0,0,82,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,35,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,167,160,67,34,6,NA,NA,NA,NA,NA,NA,667,624,NA,0,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,0,NA,NA,32,NA,NA,NA,NA,23,NA,NA,NA,0,66,0,0,0,62,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,36,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,320,272,99,22,13,NA,NA,NA,NA,NA,NA,1089,1051,NA,0,NA,NA,NA,NA,NA,8,10,NA,NA,NA,NA,NA,0,NA,NA,53,NA,NA,NA,NA,24,NA,NA,NA,0,99,0,0,0,131,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,37,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,196,182,146,13,7,NA,NA,NA,NA,NA,NA,808,779,NA,0,NA,NA,NA,NA,NA,11,3,NA,NA,NA,NA,NA,0,NA,NA,29,NA,NA,NA,NA,14,NA,NA,NA,0,95,0,0,0,83,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,38,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,220,262,72,3,8,NA,NA,NA,NA,NA,NA,673,655,NA,0,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,0,NA,NA,32,NA,NA,NA,NA,28,NA,NA,NA,0,8,0,0,0,12,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,39,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,326,152,135,21,3,NA,NA,NA,NA,NA,NA,800,770,NA,0,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,0,NA,NA,39,NA,NA,NA,NA,6,NA,NA,NA,0,26,0,0,0,58,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,40,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,412,402,237,10,22,NA,NA,NA,NA,NA,NA,1646,1574,NA,0,NA,NA,NA,NA,NA,8,7,NA,NA,NA,NA,NA,0,NA,NA,148,NA,NA,NA,NA,35,NA,NA,NA,0,67,0,0,0,226,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,41,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,447,583,228,10,27,NA,NA,NA,NA,NA,NA,1866,1806,NA,0,NA,NA,NA,NA,NA,12,6,NA,NA,NA,NA,NA,0,NA,NA,101,NA,NA,NA,NA,23,NA,NA,NA,0,81,0,0,0,288,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,42,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,110,105,49,6,9,NA,NA,NA,NA,NA,NA,351,338,NA,0,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,0,NA,NA,7,NA,NA,NA,NA,0,NA,NA,NA,0,20,0,0,0,26,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,43,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,381,434,148,11,41,NA,NA,NA,NA,NA,NA,1434,1372,NA,0,NA,NA,NA,NA,NA,22,10,NA,NA,NA,NA,NA,0,NA,NA,55,NA,NA,NA,NA,14,NA,NA,NA,0,116,0,0,0,140,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,44,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,237,352,125,9,39,NA,NA,NA,NA,NA,NA,1162,1087,NA,0,NA,NA,NA,NA,NA,10,1,NA,NA,NA,NA,NA,0,NA,NA,63,NA,NA,NA,NA,14,NA,NA,NA,0,70,0,0,0,167,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,45,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,73,46,46,5,7,NA,NA,NA,NA,NA,NA,249,243,NA,0,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,0,NA,NA,8,NA,NA,NA,NA,7,NA,NA,NA,0,16,0,0,0,31,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,46,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,283,286,193,52,21,NA,NA,NA,NA,NA,NA,1069,1042,NA,0,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,0,NA,NA,38,NA,NA,NA,NA,14,NA,NA,NA,0,80,0,0,0,67,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,47,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,344,463,210,15,33,NA,NA,NA,NA,NA,NA,1440,1390,NA,0,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,0,NA,NA,24,NA,NA,NA,NA,25,NA,NA,NA,0,120,0,0,0,144,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,APIZACO,29005,48,2016,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PAN,JORGE LUIS VAZQUEZ RODRIGUEZ,PRI,,0.005891425,57,61,39,9,2,NA,NA,NA,NA,NA,NA,231,227,NA,0,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,0,21,0,0,0,26,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,ATLANGATEPEC,29003,49,2016,PT,SERGIO FAJARDO MATEOS,PT,SERGIO FAJARDO MATEOS,PRI,,0.0583434099,115,20,0,0,3,NA,NA,NA,NA,NA,NA,512,497,NA,0,NA,NA,NA,NA,NA,83,1,NA,NA,NA,NA,NA,193,NA,NA,11,NA,NA,NA,NA,50,NA,NA,NA,0,21,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,ATLANGATEPEC,29003,50,2016,PT,SERGIO FAJARDO MATEOS,PT,SERGIO FAJARDO MATEOS,PRI,,0.0583434099,177,3,0,0,1,NA,NA,NA,NA,NA,NA,286,280,NA,0,NA,NA,NA,NA,NA,65,2,NA,NA,NA,NA,NA,22,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,0,7,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,ATLANGATEPEC,29003,51,2016,PT,SERGIO FAJARDO MATEOS,PT,SERGIO FAJARDO MATEOS,PRI,,0.0583434099,107,12,0,0,0,NA,NA,NA,NA,NA,NA,252,242,NA,0,NA,NA,NA,NA,NA,40,0,NA,NA,NA,NA,NA,26,NA,NA,9,NA,NA,NA,NA,33,NA,NA,NA,0,15,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,ATLANGATEPEC,29003,52,2016,PT,SERGIO FAJARDO MATEOS,PT,SERGIO FAJARDO MATEOS,PRI,,0.0583434099,35,1,0,0,0,NA,NA,NA,NA,NA,NA,84,81,NA,0,NA,NA,NA,NA,NA,20,2,NA,NA,NA,NA,NA,15,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,0,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
TLAXCALA,ATLANGATEPEC,29003,53,2016,PT,SERGIO FAJARDO MATEOS,PT,SERGIO FAJARDO MATEOS,PRI,,0.0583434099,266,105,0,0,4,NA,NA,NA,NA,NA,NA,819,800,NA,0,NA,NA,NA,NA,NA,65,1,NA,NA,NA,NA,NA,121,NA,NA,14,NA,NA,NA,NA,173,NA,NA,NA,0,51,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
