uniqueid,year,incumbent_party_inafed,incumbent_candidate_inafed
10001,1919,NA,PROFRA. CONCEPCIÓN JIMÉNEZ
10001,1941,NA,C. HILARIO OROZCO
10001,1944,NA,C. LUIS FLORES
10001,1947,NA,C. IGNACIO GURROLA
10001,1950,NA,C. FRANCISCO TREVIÑO
10001,1953,NA,C. MANUEL M. CELIS
10001,1956,NA,C. FRANCISCO VÁZQUEZ
10001,1959,NA,C. MANUEL JIMÉNEZ GALLEGOS
10001,1962,NA,C. J. ANGEL MURGA
10001,1965,NA,C. RODOLFO REYES SOTO
10001,1968,NA,C. JESÚS SAMANIEGO NEVAREZ
10001,1971,NA,C. JOSÉ GARCÍA GALLEGOS
10001,1974,NA,C. CRISPÍN BARRAGÁNMATURINO
10001,1977,NA,C. RODOLFO REYES SOTO
10001,1980,NA,C. ABELARDO DELGADO CANAÁN
10001,1983,NA,LIC. JAIME HERRERA VALENZUELA
10001,1986,NA,L.A.E. JAIME RUIZ CANAÁN
10001,1989,NA,ING. ANTONIO MEDINA AZCONA
10001,1992,PAN,C. CRESCENCIO CONTRERAS GARCIA
10001,1995,PRI,PROFR. PEDRO ORONA ROMERO
10001,1998,PRI,PROFR. GABINO RUTIAGA FIERRO
10001,2001,PRI,C. JOSE TEODORO ORTIZ PARRA
10001,2004,PRI,C. RAFAEL DIAZ IRIGOYEN
10001,2007,PRI,C. JOSE EUGENIO RODRIGUEZ DEL CAMPO
10001,2010,PRI,C. EUSEBIO SOTO CONTRERAS
10001,2013,PRI,C. MANUEL DE JESUS AVILA GALINDO
10001,2016,PAN,C. DORA ELENA GONZALEZ TREMILLO
10001,2019,PAN,C. DORA ELENA GONZALEZ TREMILLO
10001,2022,PVEM,C. MA. DE LOS ANGELES ROJAS RIVERA
10002,1941,NA,C. TRINIDAD RÍOS
10002,1943,NA,C. HIGINIO QUINTERO
10002,1945,NA,C. RAFAEL HERRERA MONÁRREZ
10002,1947,NA,C. RAMÓN GAMBOA ROCHA
10002,1950,NA,C. ANICETO HERNÁNDEZ
10002,1953,NA,C. LAMBERTO MONARREZ ESPINOZA
10002,1957,NA,C. LUIS VIZCARRA RODRÍGUEZ
10002,1959,NA,C. JOSÉ R. QUINTERO GARCÍA
10002,1963,NA,C. LUIS LEÓN REYES
10002,1965,NA,C. ALFREDO CORRAL QUINTERO
10002,1969,NA,C. HÉCTOR CHAIDEZ GARCÍA
10002,1972,NA,C. NARCISO CHAÍDEZ VIZCARRA
10002,1989,NA,C. VIDAL GONZÁLEZ DÍAZ
10002,1992,PRI,C. LIBORIO CARDENAS VILLAREAL
10002,1995,PAN,C. BENEDICTO FELIX VIZCARRA
10002,1998,PT,C. OSCAR JAVIER MONARREZ HERNANDEZ
10002,2001,PT,C. GANDHI MONARRES RECIO
10002,2004,PAN,C. FRANCISCO JAVIER CARDENAS GAMBOA
10002,2007,PAN,C. ARMANDO BELTRAN ORTEGA
10002,2010,PAN,C. GANDHI MONARRES RECIO
10002,2013,PRI,C. SANTIAGO CHAIDEZ JIMENEZ
10002,2016,PRI,C. YENNY TRINIDAD CERVANTES VIZCARRA
10002,2019,PAN,C. JUAN CARLOS RUIZ DIAZ
10002,2022,MORENA,C. YAZMIN ARRIETA VIZCARRA
10003,1950,NA,C. MANUEL SORIA MONTES
10003,1953,NA,C. BENJAMÍN VALDÉZ ESTRADA
10003,1956,NA,C. MARCELO MUÑOZ MUÑOZ
10003,1959,NA,C. ROBERTO IBAÑEZ QUIÑONES
10003,1962,NA,C. CASILDO GONZÁLEZ CAMARGO
10003,1965,NA,C. ARMANDO SORIA MORALES
10003,1968,NA,C. JOSÉ PÉREZ ORTIZ
10003,1971,NA,C. FRANCISCO CARDOZA ANGUIANO
10003,1974,NA,C. JOSÉ LÓPEZ SORIA
10003,1977,NA,C. ANASTACIO GUERECA ENRÍQUEZ
10003,1980,NA,C. RAMÓN DÍAZ SORIA
10003,1983,NA,C. PEDRO SILERIO NÁJERA
10003,1986,NA,C. ANASTACIO GUERECA ENRÍQUEZ
10003,1989,NA,ING. PEDRO SILERIO GARCÍA
10003,1992,PRI,C. RAUL ARREOLA AMAYA
10003,1995,PRI,C. ELISEO MORALES CAMPA
10003,1998,PT,C. JOSE LUIS SEGOVIA FRANCO
10003,2001,PRI,C. MIGUEL GUERECA LOPEZ
10003,2004,COALICIÓN,C. MANUEL PIEDRA SOTO
10003,2007,PRI,C. GERINO MORALES ARREOLA
10003,2010,PRI,C. FRANCISCO OCHOA ROMERO
10003,2013,PRI,C. JOSE OCTAVIO OCHOA MEDINA
10003,2016,PVEM,C. MARTIN PINEDA ACOSTA
10003,2019,PD,C. MARTIN PINEDA ACOSTA
10003,2022,PRD,C. GERINO MORALES ARREOLA
10004,1919,NA,C. MARTÍN ZAMORA
10004,1939,NA,C. GILBERTO CONTRERAS
10004,1941,NA,C. MARIANO MACHADO G.
10004,1943,NA,C. MANUEL FAVELA B.
10004,1945,NA,C. BALTAZAR ESPINOZA
10004,1947,NA,C. JESÚS MOJARRO S.
10004,1950,NA,C. FILIBERTO SÁENZ V.
10004,1953,NA,C. HESIQUIO HERNÁNDEZ CONTRERAS
10004,1956,NA,C. MARGARITO MACHADO GARCÍA
10004,1957,NA,C. FRANCISCO HERRERA HAROS
10004,1959,NA,C. LUIS LUJÁN CARRILLO
10004,1962,NA,C. IGNACIO MACHADO LUJÁN
10004,1965,NA,C. FRANCISCO O. M. ESPINOZA
10004,1966,NA,C. JUVENTINO FACIO ESPARZA
10004,1968,NA,C. JESÚS BENAVENTE ESPARZA
10004,1971,NA,C. PEDRO ROSALES AGUILERA
10004,1974,NA,C. RÓMULO MARTÍNEZ GALINDO
10004,1977,NA,C. ERASMO MARTÍNEZ GALINDO
10004,1980,NA,C. JOSÉ G. VILLARREAL CHÁVEZ
10004,1983,NA,C. DANIEL ROSALES AGUILERA
10004,1986,NA,C. PEDRO SERNA AGUIRRE
10004,1989,NA,C. JAIME FAVELA MARTÍNEZ
10004,1992,PRI,C. ERASMO MARTINEZ GALINDO
10004,1995,PRI,C.P. NORMA ELIZABETH SOTELO OCHOA
10004,1998,PRI,C. RENE CARREON GOMEZ
10004,2001,PRI,C. LUIS FERNANDO MACHADO ROSALES
10004,2004,PAN,PROFR. PABLO CARRILLO MONTALVO
10004,2007,PRI,C. ROCIO PATRICIA SOTELO OCHOA
10004,2010,PRD,C. JOSE ELIGIO MORENO MARTINEZ
10004,2013,PRI,DRA. EDITH BERNARDA OROZCO MACHADO
10004,2016,PRI,C. ISMAEL GUERRERO MORENO
10004,2019,PRI,C. MARIA DE LOURDES MARTINEZ ESPINOSA
10004,2022,MORENA,C. NORMA ELIZABETH SOTELO OCHOA
10005,1898,NA,C. JESÚS SALCIDO Y AVILÉZ
10005,1901,NA,C. RAFAEL BRACHO GÓMEZ
10005,1912,NA,C. FERNANDO HERNÁNDEZ
10005,1913,NA,C. SILVESTRE DORADOR
10005,1919,NA,C. MAYOR NICANDRO PALACIOS
10005,1923,NA,C. MANUEL DÍAZ BENÍTEZ
10005,1925,NA,C. SILVESTRE DORADOR MENCHACA
10005,1927,NA,C. LEOPOLDO ARREOLA SAUCEDO
10005,1931,NA,C. LUIS MUGUIRO LEYVA
10005,1933,NA,C. FLAVIO E. NÁVAR
10005,1935,NA,C. EFRÉN BETANCOURT ENRÍQUEZ
10005,1937,NA,C. FERNANDO GARCÍA GARCÍA
10005,1939,NA,C. EDUARDO CORRAL LOUSTAUNAU
10005,1941,NA,C. JOSÉ MARÍA VELÁZQUEZ CAMPEÁN
10005,1943,NA,C. JESÚS ZUBIRÍA CAMPA
10005,1945,NA,C. ENRIQUE CARROLA ANTUNA
10005,1947,NA,C. ARTURO ELIZONDO VILLARREAL
10005,1950,NA,C. EPIFANIO ALANÍS NÁVAR
10005,1953,NA,C. RAFAEL HERNÁNDEZ PIEDRA
10005,1959,NA,C. CÉSAR VELA MURILLO
10005,1962,NA,C. MANUEL AGUILERA TAVIZÓN
10005,1965,NA,C. JESÚS RODRÍGUEZ PRADO
10005,1968,NA,C. GONZALO SALAS RODRÍGUEZ
10005,1971,NA,C. MAXIMILIANO SILERIO ESPARZA
10005,1974,NA,C. MÁXIMO N. GÁMIZ PARRAL
10005,1977,NA,C. JESÚS FLORES LÓPEZ
10005,1980,NA,C. EDUARDO DE LA PEÑA LARES
10005,1983,NA,C. RODOLFO ELIZONDO TORRES
10005,1986,NA,C. EMILIO GUTIÉRREZ VALLES
10005,1989,NA,C. JORGE CLEMENTE MOJICA VARGAS
10005,1992,NA,C. ALEJANDRO GONZÁLEZ YAÑEZ
10005,1995,PT,PROFR. MARCOS CARLOS CRUZ MARTINEZ
10005,1998,PRI,C.P. ISMAEL HERNANDEZ DERAS
10005,2001,PRI,C. JOSE ROSAS AISPURO TORRES
10005,2004,PRI,ING. JORGE HERRERA DELGADO
10005,2007,PRI,C.P. JORGE HERRERA CALDERA
10005,2010,PRI,C. ADAN SORIA RAMIREZ
10005,2013,PRI,MED. ESTEBAN ALEJANDRO VILLEGAS VILLARREAL
10005,2016,PAN,C. JOSE RAMON ENRIQUEZ HERRERA
10005,2019,PAN,C. JORGE ALEJANDRO SALUM DEL PALACIO
10005,2022,PAN,C. JOSE ANTONIO OCHOA RODRIGUEZ
10005,NA,NA,C. JOSÉ MARÍA MARTÍNEZ SIDA
10006,1937,NA,C. MANUEL GUERRA BENAVENTE
10006,1939,NA,C. ANTONIO GONZÁLEZ HERNÁNDEZ
10006,1941,NA,C. MANUEL AVALOS ALEMÁN
10006,1943,NA,C. EMILIANO ESQUIVEL MARTÍNEZ
10006,1945,NA,C. MANUEL GUERRA
10006,1947,NA,C. FLORENTINO MARTÍNEZ
10006,1950,NA,C. ADOLFO ZÚÑIGA
10006,1953,NA,C. J. ISABEL CABELLO
10006,1957,NA,C. JUAN GONZÁLEZ
