uniqueid,year,incumbent_party_magar,incumbent_candidate_magar,runnerup_party_magar,runnerup_candidate_magar,margin
10001,1989,PRI,ANTONIO MEDINA AZCONA,PAN,,0.2707741697
10001,1992,PRI,CRECENCIO CONTRERAS,PAN,,0.0192131747
10001,1995,PRI,PEDRO ORONA ROMERO,PAN,,0.023916422
10001,1998,PRI,GABINO RUTIAGA FIERRO,PAN,,0.1683922307
10001,2001,PRI,JOSE TEODORO ORTIZ PARRA,PAN,,0.1171187853
10001,2004,PRI,RAFAEL DIAZ IRIGOYEN,PAN,,0.0632062147
10001,2007,PRI_PNA,JOSE EUGENIO RODRIGUEZ DEL CAMPO,PAN,,0.1133204009
10001,2010,PRI_PVEM_PNA_PD,EUSEBIO SOTO CONTRERAS,PAN_PRD_CONVE,,0.0134991119
10001,2013,PRI_PVEM_PNA_PD,MANUEL DE JESUS AVILA GALINDO,PAN,,0.2266657295
10001,2016,PAN_PRD,DORA ELENA GONZALEZ TREMILLO,PRI_PVEM_PD1_PNA,,0.0260772556
10001,2019,PAN_PRD,DORA ELENA GONZALEZ TREMILLO,PRI,,0.0451751053
10002,1989,PRI,VIDAL GONZALEZ DIAZ,0,,1
10002,1992,PRI,LIBORIO CARDENAS VILLARREAL,PAN,,0.9528392685
10002,1995,PAN,BENEDICTO FELIX VIZCARRA,PRI,,0.2683379759
10002,1998,PT,OSCAR JAVIER MONARREZ HERNANDEZ,PRI,,0.1037037037
10002,2001,PT,GANDHI MONARRES RECIO,PAN,,0.142745098
10002,2004,PAN,FRANCISCO JAVIER CARDENAS GAMBOA,PRD_PT_CONVE,,0.0198083067
10002,2007,PAN,ARMANDO BELTRAN ORTEGA,PRI_PNA,,0.1165371809
10002,2010,PAN_PRD_CONVE,GANDHI MONARRES RECIO,PRI_PVEM_PNA_PD1,,0.0200601805
10002,2013,PRI_PVEM_PNA_PD,SANTIAGO CHAIDEZ JIMENEZ,PAN,,0.3241182078
10002,2016,PRI,YENNY TRINIDAD CERVANTES VIZCARRA,PAN_PRD,,0.1483695652
10002,2019,PAN_PRD,JUAN CARLOS RUIZ DIAZ,MORENA,,0.1052886948
10003,1989,PRI,PEDRO SILERIO GARCIA,PCDP,,0.9685922602
10003,1992,PRI,RAUL ARREOLA AMAYA,PAN,,0.3045801527
10003,1995,PRI,ELISEO MORALES CAMPA,PAN,,0.232885906
10003,1998,PT,JOSE LUIS SEGOVIA FRANCO,PRI,,0.0751542344
