MUNICIPIO,DISTRITO,SECCION,TIPO DE CASILLA,LISTA NOMINAL,PAN,PRI,PRI-PVEM,PRD,PT,PVEM,CONV,PY,PAY,NO REGISTRADOS,NULOS,TOTAL
Yaxcabá,15,1053,1053 Básica,446,138,154,0,2,0,1,0,0,0,0,8,303
Yaxcabá,15,1053,1053 Contigua 1,447,142,148,0,1,1,0,0,2,0,0,6,300
Yaxcabá,15,1054,1054 Básica,204,79,71,0,0,3,0,0,1,0,0,5,159
Yaxcabá,15,1055,1055 Básica,525,272,130,0,0,0,0,0,0,0,0,0,402
Yaxcabá,15,1055,1055 Contigua 1,526,293,119,0,0,0,0,0,0,0,0,17,429
Yaxkukul,8,1056,1056 Básica,596,151,334,0,0,0,0,0,0,0,0,15,500
Yaxkukul,8,1056,1056 Contigua 1,596,145,351,0,0,0,0,0,1,0,0,10,507
Yaxkukul,8,1056,1056 Contigua 2,596,179,303,0,0,0,0,0,0,0,0,16,498
Yobaín,9,1057,1057 Básica,480,162,211,0,13,0,0,0,0,0,0,21,407
Yobaín,9,1058,1058 Básica,417,134,165,0,14,1,0,0,2,0,0,0,316
Yobaín,9,1058,1058 Contigua 1,417,116,189,0,14,1,1,0,4,1,0,12,338
Yobaín,9,1059,1059 Básica,201,36,118,0,5,0,0,0,0,0,0,1,160
