CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA _ALIANZA,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,832,2,131,107,28,3,16,50,31,20,17,0,0,0,0,1,403,26,430,1039
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,833,2,141,150,30,11,9,43,20,58,13,0,0,0,0,0,475,14,489,866
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,834,1,75,61,8,4,11,23,6,25,6,0,0,0,0,0,219,8,227,381
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,835,1,106,78,12,7,8,22,9,40,6,0,0,0,0,0,288,10,298,622
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,836,1,89,81,20,7,10,19,8,20,16,0,0,0,0,0,270,6,276,546
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,837,2,146,100,16,7,12,26,20,43,10,0,0,0,0,1,380,16,397,860
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,838,1,73,43,6,9,1,7,6,26,5,0,0,0,0,0,176,7,183,324
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,839,1,94,84,12,15,7,25,8,27,18,0,0,0,0,0,290,13,303,554
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,840,2,184,107,21,12,6,45,7,36,13,0,0,0,0,2,431,18,451,848
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,841,1,93,87,13,6,8,27,12,23,6,0,0,0,0,0,275,8,283,532
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,842,1,132,86,15,16,6,34,16,26,11,0,0,0,0,0,342,10,352,634
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,843,2,184,133,16,8,14,25,13,40,8,0,0,0,0,0,441,13,454,856
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,844,2,146,164,16,9,10,20,16,62,10,0,0,0,0,0,453,10,463,897
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,845,1,73,61,13,3,0,19,14,16,10,0,0,0,0,1,209,8,218,456
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,846,1,119,80,19,8,6,48,12,29,18,0,0,0,0,0,339,12,351,640
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,847,2,129,137,21,9,18,31,16,31,10,0,0,0,0,0,402,10,412,751
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,848,3,305,217,49,14,23,44,29,76,41,0,0,0,0,4,798,36,838,1512
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,849,1,113,89,20,8,8,22,11,26,8,0,0,0,0,0,305,11,316,485
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,850,2,315,251,26,15,8,130,37,69,34,0,0,0,0,0,885,37,922,1436
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,851,2,310,268,30,11,10,84,39,65,26,0,0,0,0,3,843,40,886,1281
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,853,3,314,208,45,17,9,94,49,76,21,0,0,0,0,2,833,28,863,1555
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,854,2,342,209,40,9,13,96,33,66,33,0,0,0,0,1,841,29,871,1471
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,855,2,295,176,34,10,8,102,52,81,23,0,0,0,0,1,781,31,813,1342
5,13,HIDALGO,12,PACHUCA DE SOTO,48,PACHUCA DE SOTO,856,2,258,171,31,17,34,82,51,82,28,0,0,0,0,1,754,20,775,1360
5,13,HIDALGO,12,PACHUCA DE SOTO,49,PACHUCA DE SOTO,857,2,201,150,24,9,32,69,19,45,20,0,0,0,0,0,569,27,596,1034
5,13,HIDALGO,12,PACHUCA DE SOTO,50,PACHUCA DE SOTO,858,1,119,77,9,4,6,31,18,41,15,0,0,0,0,3,320,13,336,535
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,859,1,100,80,11,3,5,35,9,43,15,0,0,0,0,0,301,10,311,559
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,860,2,196,92,25,9,11,46,11,30,15,0,0,0,0,0,435,25,460,781
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,861,1,125,84,16,5,2,23,5,26,5,0,0,0,0,1,291,7,299,523
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,862,1,104,94,17,6,5,21,6,25,4,0,0,0,0,0,282,8,290,604
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,863,3,208,236,35,21,20,68,37,89,34,0,0,0,0,1,748,19,768,1593
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,864,2,128,107,41,4,17,21,16,35,18,0,0,0,0,1,387,17,405,808
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,865,2,218,168,31,10,24,65,55,89,18,0,0,0,0,2,678,23,703,1345
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,866,2,233,126,38,13,24,75,32,60,18,0,0,0,0,1,619,17,637,1241
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,867,2,163,133,14,13,7,54,44,47,19,0,0,0,0,2,494,11,507,1004
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,868,2,148,124,15,8,5,31,86,41,16,0,0,0,0,0,474,22,496,1071
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,869,1,82,82,7,2,5,29,20,23,8,0,0,0,0,2,258,12,272,538
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,870,1,92,59,18,6,8,19,15,23,16,0,0,0,0,0,256,8,264,577
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,871,2,159,134,14,12,6,44,29,34,14,0,0,0,0,0,446,15,461,774
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,872,1,136,96,12,9,4,31,5,19,9,0,0,0,0,0,321,5,326,533
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,873,2,241,144,14,3,20,61,30,50,25,0,0,0,0,0,588,23,611,942
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,874,1,140,138,15,10,9,43,25,34,12,0,0,0,0,0,426,15,441,711
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,875,2,183,159,11,6,4,29,33,43,26,0,0,0,0,0,494,14,508,768
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,876,2,298,198,36,20,12,99,37,92,31,0,0,0,0,0,823,30,853,1377
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,877,2,220,149,46,12,14,65,49,91,26,0,0,0,0,3,672,26,701,1169
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,882,2,222,165,30,8,6,81,28,78,19,0,0,0,0,0,637,31,668,1077
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,883,1,133,89,10,16,5,33,18,35,16,0,0,0,0,1,355,13,369,672
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,884,1,176,148,17,7,9,50,33,49,18,0,0,0,0,0,507,19,526,732
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,885,2,294,175,30,25,15,78,26,59,26,0,0,0,0,1,728,23,752,1120
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,886,1,142,120,16,5,9,37,17,37,18,0,0,0,0,0,401,18,419,681
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,887,2,280,194,18,8,10,99,20,60,31,0,0,0,0,0,720,28,748,1185
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,888,2,274,144,28,17,10,78,42,53,20,0,0,0,0,1,666,29,696,999
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,889,1,146,121,22,9,7,36,24,45,33,0,0,0,0,0,443,13,456,679
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,890,2,216,181,10,9,7,56,12,44,15,0,0,0,0,0,550,17,567,826
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,891,2,166,117,11,9,5,50,16,40,17,0,0,0,0,1,431,18,450,788
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,892,1,110,84,13,5,1,28,7,19,4,0,0,0,0,0,271,9,280,449
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,893,2,267,369,57,14,9,78,41,106,53,0,0,0,0,0,994,45,1039,302
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,894,1,174,147,24,4,4,46,19,32,11,0,0,0,0,2,461,9,472,675
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,895,2,170,121,24,14,8,52,37,38,22,0,0,0,0,0,486,14,500,908
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,896,2,240,147,22,8,4,53,32,46,19,0,0,0,0,0,571,15,586,947
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,897,2,284,160,34,19,15,72,30,68,10,0,0,0,0,0,692,29,721,1436
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,898,2,305,142,26,10,22,89,29,61,22,0,0,0,0,2,706,36,744,1431
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,899,2,202,120,14,17,31,60,34,60,17,0,0,0,0,0,555,17,572,1008
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,900,3,343,200,52,19,66,97,46,90,26,0,0,0,0,1,939,32,972,1660
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,901,2,231,152,20,7,18,57,27,40,10,0,0,0,0,2,562,23,587,977
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,902,2,368,221,22,15,13,97,43,63,21,0,0,0,0,0,863,0,863,1409
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,903,2,181,126,29,13,6,68,29,46,17,0,0,0,0,1,515,31,547,863
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,904,2,316,199,17,17,5,62,29,40,20,0,0,0,0,2,705,28,735,1059
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,905,1,131,80,22,7,3,28,11,31,11,0,0,0,0,0,324,14,338,575
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,906,1,163,103,7,5,5,33,13,24,8,0,0,0,0,1,361,12,374,556
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,907,1,221,133,16,10,8,36,18,43,7,0,0,0,0,0,492,16,508,734
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,908,2,167,172,17,10,10,38,7,37,15,0,0,0,0,1,473,20,494,781
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,909,2,325,275,45,12,11,84,27,50,12,0,0,0,0,4,841,41,886,1341
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,910,3,337,192,41,14,12,67,61,82,25,0,0,0,0,1,831,25,857,1533
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,911,3,379,271,50,20,17,106,37,109,45,0,0,0,0,0,1034,39,1073,1969
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,918,4,450,260,58,26,21,119,64,148,39,0,0,0,0,2,1185,53,1240,2584
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,919,3,387,230,66,19,25,108,46,115,47,0,0,0,0,1,1043,25,1069,2056
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,920,2,284,189,21,14,9,60,40,47,20,0,0,0,0,2,684,22,708,1182
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,921,2,274,181,21,12,4,51,14,25,16,0,0,0,0,0,598,20,618,1068
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,922,3,329,215,38,42,17,81,52,85,33,0,0,0,0,0,892,34,926,1723
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,923,2,279,189,36,16,13,86,37,97,42,0,0,0,0,0,795,44,839,1439
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,924,2,175,135,30,9,13,50,32,58,24,0,0,0,0,1,526,20,547,875
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,925,2,271,120,20,9,10,66,38,53,19,0,0,0,0,1,606,28,635,1097
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,926,1,161,110,18,6,12,67,20,45,21,0,0,0,0,0,460,19,479,723
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,927,1,148,71,10,2,2,47,11,24,11,0,0,0,0,1,326,14,341,557
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,928,2,323,156,28,13,8,78,33,61,30,0,0,0,0,0,730,24,754,1167
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,930,3,304,189,73,24,15,39,26,86,30,0,0,0,0,0,786,44,830,1912
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,931,2,228,170,20,16,13,56,18,62,35,0,0,0,0,0,618,26,644,1444
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,932,4,521,268,88,43,25,90,73,113,36,0,0,0,0,10,1257,78,1345,2783
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,933,4,770,515,36,32,17,116,25,96,37,0,0,0,0,2,1644,65,1711,2777
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,934,12,1830,1084,181,78,49,422,216,411,183,0,0,0,0,9,4454,139,4602,8194
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,935,6,715,405,172,30,31,54,66,172,59,0,0,0,0,1,1704,58,1763,4445
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,936,1,103,69,23,7,4,29,16,44,16,0,0,0,0,0,311,18,329,700
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,956,5,510,328,70,23,14,107,94,108,18,0,0,0,0,2,1272,24,1298,2711
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,1718,1,150,82,21,6,6,46,21,31,8,0,0,0,0,1,371,11,383,746
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,962,4,371,800,312,7,2,1,183,20,2,0,0,0,0,0,1698,56,1754,2359
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,963,1,132,135,40,0,2,0,87,2,0,0,0,0,0,0,398,25,423,609
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,964,1,84,81,31,0,2,0,41,0,0,0,0,0,0,0,239,18,257,363
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,965,1,73,106,5,2,0,0,43,1,1,0,0,0,0,0,231,11,242,330
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,966,1,120,105,7,0,1,0,54,0,0,0,0,0,0,0,287,24,311,452
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,967,2,295,333,69,4,1,1,105,4,0,0,0,0,0,0,812,34,846,1165
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,968,1,27,22,43,0,0,0,9,0,0,0,0,0,0,0,101,8,109,145
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,969,1,81,105,9,0,0,0,6,0,0,0,0,0,0,0,201,7,208,282
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,970,2,255,339,44,1,2,2,131,2,1,0,0,0,0,0,777,13,790,1018
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,971,1,117,53,28,0,0,0,67,0,0,0,0,0,0,0,265,14,279,388
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,972,3,258,437,58,4,2,0,223,2,2,0,0,0,0,0,986,33,1019,1459
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,973,1,93,96,12,0,0,0,103,0,0,0,0,0,0,1,304,12,317,432
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,974,1,68,127,31,0,1,0,68,2,0,0,0,0,0,0,297,12,309,471
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,975,1,140,103,29,0,3,0,15,1,0,0,0,0,0,0,291,13,304,401
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,976,1,99,159,26,2,0,0,9,3,0,0,0,0,0,0,298,7,305,393
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,977,1,54,50,25,0,0,0,50,1,0,0,0,0,0,0,180,6,186,253
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,978,1,102,123,63,0,2,0,137,1,0,0,0,0,0,0,428,19,447,605
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,979,1,57,78,7,0,0,1,21,1,1,0,0,0,0,0,166,7,173,222
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,980,1,33,78,21,0,0,0,4,1,0,0,0,0,0,0,137,6,143,210
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,981,1,39,76,127,0,3,0,28,2,0,0,0,0,0,0,275,18,293,397
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,49,PROGRESO DE OBREGON,982,3,174,402,147,12,26,33,62,155,49,0,0,0,0,0,1060,55,1115,1688
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,49,PROGRESO DE OBREGON,983,3,262,433,179,22,24,41,105,151,63,0,0,0,0,0,1280,68,1348,2085
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,49,PROGRESO DE OBREGON,984,2,89,307,121,11,24,31,84,68,51,1,0,1,0,0,788,45,833,1301
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,49,PROGRESO DE OBREGON,985,2,170,307,107,7,9,26,72,63,28,1,0,0,0,1,790,27,818,1160
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,49,PROGRESO DE OBREGON,986,3,201,408,122,20,29,35,74,115,57,2,2,2,1,4,1068,29,1101,1737
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,49,PROGRESO DE OBREGON,987,3,229,430,169,27,18,45,124,114,76,1,0,2,0,0,1235,54,1289,1883
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,49,PROGRESO DE OBREGON,988,3,225,489,164,15,31,63,70,161,74,0,0,1,0,0,1293,62,1355,2129
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,49,PROGRESO DE OBREGON,989,1,11,74,2,2,5,14,10,4,0,0,1,0,0,0,123,7,130,185
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,49,PROGRESO DE OBREGON,990,1,41,194,45,8,16,14,97,49,38,1,1,0,0,0,504,37,541,722
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,49,PROGRESO DE OBREGON,991,4,156,444,174,21,40,48,115,148,93,0,0,1,2,10,1242,46,1298,2501
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,49,PROGRESO DE OBREGON,992,2,148,254,132,19,33,43,74,97,73,3,0,1,0,0,877,58,935,1458
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,49,PROGRESO DE OBREGON,993,1,65,170,56,5,7,20,38,54,35,0,0,0,0,0,450,14,464,675
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,994,3,253,726,39,7,80,247,156,27,36,0,0,0,0,0,1571,53,1624,2097
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,995,1,12,52,5,0,2,17,12,0,60,0,0,0,0,0,160,11,171,253
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,996,2,70,317,25,5,9,20,29,11,415,0,0,0,0,0,901,16,917,1162
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,997,2,43,319,5,2,14,84,20,7,101,0,0,0,0,2,595,20,617,764
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,998,1,27,64,1,1,1,15,3,0,23,0,0,0,0,0,135,3,138,159
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,999,1,38,163,8,0,7,13,5,7,66,0,0,0,0,2,307,7,316,395
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,1000,1,39,105,7,6,3,13,22,21,80,0,0,0,0,0,296,14,310,504
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,1001,1,164,154,6,1,16,31,8,2,6,0,0,0,0,0,388,11,399,544
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,1002,1,143,222,11,0,7,15,7,10,19,0,0,0,0,0,434,7,441,555
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,1003,1,12,37,1,0,1,13,0,0,2,0,0,0,0,0,66,4,70,123
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,1004,1,38,46,2,0,5,6,4,2,9,0,0,0,0,0,112,4,116,142
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,1005,1,62,116,3,3,4,27,4,4,30,0,0,0,0,0,253,16,269,460
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,1006,1,44,90,14,2,6,4,0,2,5,0,0,0,0,0,167,7,174,269
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,1007,1,8,47,3,0,3,7,3,1,31,0,0,0,0,0,103,1,104,118
5,13,HIDALGO,8,ACTOPAN,51,SAN AGUSTIN TLAXIACA,1008,3,129,512,66,22,12,54,38,94,242,0,0,0,0,2,1169,37,1208,2196
5,13,HIDALGO,8,ACTOPAN,51,SAN AGUSTIN TLAXIACA,1009,3,180,394,73,11,8,43,46,86,194,0,0,0,0,1,1035,30,1066,1631
5,13,HIDALGO,8,ACTOPAN,51,SAN AGUSTIN TLAXIACA,1010,4,211,584,76,23,16,35,73,87,409,0,0,0,0,0,1514,58,1572,2305
5,13,HIDALGO,8,ACTOPAN,51,SAN AGUSTIN TLAXIACA,1011,3,184,559,58,15,26,20,52,67,368,0,0,0,0,0,1349,48,1397,2031
5,13,HIDALGO,8,ACTOPAN,51,SAN AGUSTIN TLAXIACA,1012,1,37,145,7,3,7,33,27,26,102,0,0,0,0,0,387,14,401,643
5,13,HIDALGO,8,ACTOPAN,51,SAN AGUSTIN TLAXIACA,1013,3,129,355,84,18,13,28,84,115,251,0,0,0,0,2,1077,41,1120,1880
5,13,HIDALGO,8,ACTOPAN,51,SAN AGUSTIN TLAXIACA,1014,3,219,342,37,5,6,39,43,54,163,0,0,0,0,1,908,33,942,1569
5,13,HIDALGO,8,ACTOPAN,51,SAN AGUSTIN TLAXIACA,1015,3,206,349,124,12,11,29,20,62,111,0,0,0,0,0,924,32,956,1692
5,13,HIDALGO,8,ACTOPAN,51,SAN AGUSTIN TLAXIACA,1016,4,278,320,71,16,12,55,58,71,269,0,0,0,0,2,1150,60,1212,2258
5,13,HIDALGO,8,ACTOPAN,51,SAN AGUSTIN TLAXIACA,1017,2,120,198,19,9,4,19,26,44,98,0,0,0,0,0,537,9,546,849
5,13,HIDALGO,8,ACTOPAN,51,SAN AGUSTIN TLAXIACA,1018,1,14,64,6,6,6,5,10,11,34,0,0,0,0,0,156,9,165,268
5,13,HIDALGO,8,ACTOPAN,51,SAN AGUSTIN TLAXIACA,1019,1,30,128,14,6,4,6,13,20,47,0,0,0,0,0,268,8,276,398
5,13,HIDALGO,8,ACTOPAN,51,SAN AGUSTIN TLAXIACA,1020,2,96,429,45,21,8,20,39,47,172,0,0,0,0,0,877,28,905,1322
5,13,HIDALGO,8,ACTOPAN,51,SAN AGUSTIN TLAXIACA,1021,2,82,296,45,29,13,23,22,51,137,0,0,0,0,0,698,32,730,1164
5,13,HIDALGO,8,ACTOPAN,51,SAN AGUSTIN TLAXIACA,1022,1,17,29,7,3,0,0,2,12,38,0,0,0,0,0,108,8,116,674
5,13,HIDALGO,8,ACTOPAN,51,SAN AGUSTIN TLAXIACA,1023,2,39,130,101,7,2,5,12,38,53,0,0,0,0,1,387,21,409,779
5,13,HIDALGO,8,ACTOPAN,51,SAN AGUSTIN TLAXIACA,1024,1,7,96,31,3,3,1,3,37,23,0,0,0,0,0,204,11,215,361
5,13,HIDALGO,8,ACTOPAN,51,SAN AGUSTIN TLAXIACA,1025,1,15,97,47,2,1,4,9,27,51,0,0,0,0,0,253,4,257,514
5,13,HIDALGO,9,METEPEC,52,SAN BARTOLO TUTOTEPEC,1026,3,232,170,39,95,9,42,99,146,44,138,0,0,1,54,1015,27,1096,1632
5,13,HIDALGO,9,METEPEC,52,SAN BARTOLO TUTOTEPEC,1027,4,216,465,178,83,14,66,227,303,75,194,100,165,111,3,2197,50,2250,2733
5,13,HIDALGO,9,METEPEC,52,SAN BARTOLO TUTOTEPEC,1028,1,8,242,149,6,3,10,54,8,9,16,3,6,0,0,514,21,535,334
5,13,HIDALGO,9,METEPEC,52,SAN BARTOLO TUTOTEPEC,1029,1,80,55,8,18,7,12,42,53,26,0,1,0,0,0,302,17,319,268
5,13,HIDALGO,9,METEPEC,52,SAN BARTOLO TUTOTEPEC,1030,2,77,257,95,12,2,13,60,16,30,6,2,6,0,0,576,22,598,892
5,13,HIDALGO,9,METEPEC,52,SAN BARTOLO TUTOTEPEC,1031,2,32,267,99,3,3,10,47,64,12,10,2,3,0,0,552,17,569,899
5,13,HIDALGO,9,METEPEC,52,SAN BARTOLO TUTOTEPEC,1032,1,38,125,40,69,10,20,24,15,1,0,0,0,0,0,342,9,351,685
5,13,HIDALGO,9,METEPEC,52,SAN BARTOLO TUTOTEPEC,1033,1,18,58,32,38,6,5,76,14,1,2,0,0,0,0,250,8,258,143
5,13,HIDALGO,9,METEPEC,52,SAN BARTOLO TUTOTEPEC,1034,2,118,280,53,83,22,54,67,36,4,2,1,0,0,0,720,29,749,783
