CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,PUP,NA,MORENA,ES,PSD,PMR,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,C_COMUN_PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,C_COMUN_PRD_MC_PUP,PRD_MC,PRD_PUP,MC_PUP,C_COMUN_PRI_PVEM,C_COMUN_PRI_NA,C_COMUN_PVEM_NA,C_COMUN_PRD_MC,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,2,1,275,131,6,26,2,1,,1,51,0,0,,6,0,1,0,0,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,0,16,521,680
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,3,3,755,237,12,76,7,2,,3,113,0,3,,10,2,1,0,9,10,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242,1,25,1268,1641
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,4,3,699,243,8,38,6,6,,3,105,3,1,,6,5,6,1,7,15,0,1,5,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163,0,63,1226,1618
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,5,2,281,149,4,15,3,1,,3,52,2,0,,3,1,0,0,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522,0,22,544,655
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,6,3,676,204,22,7,16,18,,9,202,8,1,,2,6,3,0,0,1,0,0,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1178,0,67,1245,1685
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,7,2,267,121,6,6,2,13,,3,89,4,0,,2,4,4,0,0,2,0,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529,0,45,574,883
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,8,1,278,166,4,4,2,0,,1,39,2,0,,6,0,1,0,1,3,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,0,32,541,696
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,9,1,319,106,16,0,1,1,,0,51,3,1,,2,0,1,0,0,2,1,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,0,15,523,670
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,10,2,626,160,3,16,5,4,,6,63,0,0,,14,4,1,0,1,15,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919,0,38,957,1187
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,11,3,693,217,13,7,13,5,,4,98,2,2,,12,6,2,1,6,2,2,0,2,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1091,0,50,1141,1538
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,12,3,717,268,8,14,3,8,,3,92,4,1,,6,7,1,0,3,5,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143,0,54,1197,1635
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,13,1,209,209,9,8,3,1,,1,23,0,1,,4,2,0,1,1,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,0,29,505,643
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,14,2,216,336,8,4,5,5,,6,33,0,1,,3,3,0,0,3,12,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635,0,25,660,802
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,15,2,398,127,4,6,2,6,,4,61,0,0,,1,3,4,0,2,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622,0,26,648,785
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,16,1,110,84,2,1,2,1,,3,37,0,0,,2,0,0,0,0,2,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,0,7,253,334
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,17,2,498,266,4,4,8,2,,6,43,4,0,,3,2,2,0,1,21,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868,0,34,902,1198
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,18,1,223,89,0,0,0,0,,0,29,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,0,11,353,426
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,19,1,229,157,4,3,3,1,,1,30,0,0,,0,0,2,0,2,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,0,7,443,557
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,20,1,306,117,5,17,8,4,,2,47,1,1,,2,2,1,0,0,3,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519,0,26,545,672
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,21,2,358,228,23,65,11,4,,2,203,5,1,,2,2,0,0,2,10,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918,0,37,955,1157
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,22,1,223,65,20,4,4,2,,1,67,5,0,,2,1,0,0,3,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,0,14,413,508
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,23,1,268,113,2,4,4,2,,2,55,0,1,,1,2,0,0,2,3,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,0,15,475,605
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,24,3,389,225,11,27,5,7,,3,56,1,2,,2,5,4,0,3,12,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757,0,61,818,1099
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,25,2,372,128,4,24,4,5,,7,56,2,0,,8,4,2,0,1,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621,0,30,651,832
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,26,2,394,128,6,12,6,3,,5,63,3,0,,7,3,2,0,1,6,0,0,6,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,0,30,678,847
