CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,PUP,NA,MORENA,ES,PSD,PMR,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,C_COMUN_PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,C_COMUN_PRD_MC_PUP,PRD_MC,PRD_PUP,MC_PUP,C_COMUN_PRI_PVEM,C_COMUN_PRI_NA,C_COMUN_PVEM_NA,C_COMUN_PRD_MC,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,27,1,175,117,1,100,3,5,,5,84,2,2,,4,0,0,0,6,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,0,16,522,708
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,28,2,198,182,16,32,9,6,,7,97,4,2,,1,1,1,1,0,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,0,37,597,757
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,29,3,588,148,8,17,10,4,,5,56,1,1,,1,3,3,1,2,3,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852,0,28,880,1084
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,30,2,321,150,5,26,6,3,,11,33,5,2,,4,4,1,1,3,12,1,1,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,0,37,630,832
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,31,3,724,388,9,21,11,11,,11,105,6,0,,4,2,5,2,4,12,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318,0,94,1412,1800
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,32,1,132,138,3,3,5,4,,1,38,1,0,,0,2,0,0,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,0,22,352,415
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,33,3,368,474,22,15,6,2,,3,86,6,0,,12,1,1,0,0,4,1,0,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005,0,51,1056,1259
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,34,2,272,267,18,13,17,7,,14,232,4,2,,3,3,0,0,0,0,0,0,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856,0,47,903,1187
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,134,2,19,349,2,14,8,10,,4,107,3,2,,0,0,0,0,4,11,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534,0,68,602,829
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,135,3,45,716,9,35,32,35,,41,228,16,6,,1,0,4,0,25,22,2,0,7,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1228,1,119,1348,1844
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,136,3,44,628,14,30,51,17,,17,297,11,10,,0,1,1,1,13,20,2,0,3,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166,0,139,1305,1863
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,137,1,10,312,4,14,13,4,,7,90,1,1,,0,0,0,0,0,8,2,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,0,42,510,640
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,138,1,6,341,7,17,13,10,,2,63,5,2,,1,0,0,0,0,10,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,0,36,515,668
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,139,2,24,615,12,29,17,15,,6,112,6,10,,1,0,0,0,3,29,2,2,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887,0,69,956,1277
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,140,1,18,240,6,15,10,14,,3,47,5,3,,0,0,0,0,2,6,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,0,22,392,471
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,141,1,19,272,7,19,27,7,,4,102,1,3,,0,0,1,0,4,3,4,0,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,0,41,517,712
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,142,1,26,163,1,10,5,13,,2,24,2,1,,0,0,0,0,0,7,0,0,5,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,0,50,313,461
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,143,2,23,415,5,25,14,12,,11,173,5,3,,0,0,0,0,7,9,1,0,1,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711,0,79,790,1112
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,167,SAN JOSE INDEPENDENCIA,952,4,29,716,736,3,5,4,,0,40,3,,,4,2,0,0,1,6,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,10,24,1584,1949
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,167,SAN JOSE INDEPENDENCIA,953,1,2,212,224,2,2,0,,1,5,0,,,2,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451,0,4,455,562
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,167,SAN JOSE INDEPENDENCIA,954,1,8,289,282,1,2,3,,1,23,0,,,0,0,0,0,1,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,0,11,623,731
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,962,3,20,409,19,,501,390,2,54,194,13,,,8,1,1,4,,,,,9,15,0,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1646,0,70,1716,2137
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,963,1,3,100,22,,146,35,1,8,7,1,,,0,0,0,0,,,,,2,6,0,0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,333,0,18,351,478
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,964,1,4,55,1,,48,143,2,1,3,1,,,1,0,0,3,,,,,2,4,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,269,0,9,278,332
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,965,1,0,137,11,,137,58,0,11,16,24,,,0,0,0,1,,,,,1,1,1,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,399,0,6,405,527
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,966,2,12,302,25,,122,111,4,13,52,0,,,1,0,1,0,,,,,5,5,0,0,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,656,0,28,684,847
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,967,1,1,125,4,,167,107,1,39,20,1,,,0,1,0,0,,,,,0,2,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,468,0,13,481,601
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,968,1,3,71,6,,72,40,1,5,24,0,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,222,0,4,226,305
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,969,1,7,209,1,,147,97,0,41,17,1,,,0,0,0,0,,,,,0,4,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,525,0,15,540,649
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,970,2,4,266,14,,373,150,2,17,33,19,,,3,0,1,1,,,,,1,12,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,896,0,26,922,1139
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,971,1,10,40,2,,77,15,0,23,16,0,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,183,0,2,185,233
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,972,3,8,333,13,,294,301,4,107,82,44,,,6,2,1,1,,,,,2,11,1,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1216,0,53,1269,1603
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,973,1,1,123,0,,40,20,2,5,27,0,,,0,0,0,0,,,,,0,3,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,221,0,6,227,295
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,974,2,0,150,8,,118,103,3,2,47,0,,,0,0,0,0,,,,,0,2,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,434,0,11,445,544
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,975,2,2,164,5,,101,62,1,71,26,2,,,0,0,1,0,,,,,0,5,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,441,1,15,457,584
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,976,2,13,215,15,,105,127,0,13,29,34,,,1,1,0,0,,,,,6,11,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,573,0,29,602,776
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,977,2,3,135,14,,36,131,2,16,35,3,,,1,0,1,2,,,,,1,2,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,383,1,27,411,558
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1372,3,94,798,31,7,16,22,3,4,319,5,,,1,2,1,2,,,,,10,3,0,3,,,,,9,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1346,0,37,1383,1729
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1373,2,86,353,31,3,11,18,3,3,228,3,,,1,1,0,0,,,,,6,1,0,1,,,,,2,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,0,19,777,940
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1374,2,88,635,37,2,14,19,0,8,247,4,,,1,0,0,0,,,,,5,1,0,3,,,,,6,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079,0,13,1092,1315
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1375,3,95,472,33,1,4,8,1,1,178,5,,,0,0,1,0,,,,,2,0,0,0,,,,,5,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,0,17,833,968
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1376,2,101,379,26,3,13,15,2,2,104,6,,,0,0,0,0,,,,,2,0,0,0,,,,,2,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665,0,19,684,960
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1377,3,44,691,376,15,8,37,1,0,66,1,,,0,0,0,1,,,,,0,0,0,0,,,,,2,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,0,10,1262,1463
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1378,2,20,272,4,1,2,2,1,0,66,1,,,0,0,0,0,,,,,1,0,0,0,,,,,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,0,7,381,436
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1379,3,149,772,62,2,13,23,3,4,177,7,,,0,1,1,0,,,,,0,0,0,0,,,,,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1217,0,32,1249,1424
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1380,2,16,314,3,169,3,8,0,1,108,1,,,0,0,0,0,,,,,2,0,0,1,,,,,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628,0,7,635,759
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1381,2,40,582,13,4,7,8,2,18,92,5,,,0,0,0,0,,,,,3,1,1,0,,,,,5,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791,0,17,808,966
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1382,2,62,342,7,110,7,65,3,4,143,2,,,0,2,0,0,,,,,0,0,1,0,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749,0,14,763,945
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1383,3,153,673,68,0,10,37,2,8,281,11,,,3,1,0,0,,,,,3,1,0,0,,,,,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254,0,23,1277,1530
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1384,2,56,523,24,3,7,10,3,1,201,6,,,0,0,0,0,,,,,1,1,0,0,,,,,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841,0,11,852,987
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1385,3,176,572,24,1,4,17,2,1,168,4,,,1,1,1,0,,,,,4,0,0,0,,,,,1,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988,0,19,1007,1244
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1386,2,49,600,24,80,10,9,2,9,356,6,,,0,1,0,0,,,,,6,1,1,2,,,,,6,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166,0,13,1179,1476
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1387,2,23,398,4,20,7,6,3,2,176,6,,,0,0,0,3,,,,,1,1,0,0,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651,0,2,653,774
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1388,3,37,516,60,58,9,46,1,9,250,10,,,2,1,1,0,,,,,1,0,0,0,,,,,2,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,0,26,1036,1248
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1389,2,26,447,16,80,3,10,2,2,226,4,,,0,0,0,0,,,,,1,0,0,0,,,,,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,0,8,828,952
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1390,2,69,414,6,172,6,18,2,2,128,4,,,0,0,0,0,,,,,2,0,0,0,,,,,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827,0,16,843,954
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1391,3,31,547,37,6,17,11,0,7,77,4,,,0,0,0,1,,,,,3,0,1,0,,,,,4,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749,0,16,765,912
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1392,3,76,780,107,6,25,29,1,5,203,3,,,0,1,0,1,,,,,1,1,0,1,,,,,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1246,0,36,1282,1609
