uniqueid,year,incumbent_party_JL,incumbent_candidate_JL
20001,1993,PRI,MARCOS TOMAS CRUZ VARGAS
20001,1994,PRI,MARCOS TOMAS CRUZ VARGAS
20001,1995,PRI,MARCOS TOMAS CRUZ VARGAS
20001,1996,UYC,BENITO BAUTISTA VARGAS
20001,1997,UYC,BENITO BAUTISTA VARGAS
20001,1998,UYC,BENITO BAUTISTA VARGAS
20001,1999,UYC,JESUS HERNANDEZ BAUTISTA
20001,2000,UYC,JESUS HERNANDEZ BAUTISTA
20001,2001,UYC,JESUS HERNANDEZ BAUTISTA
20001,2002,UYC,ABEL RAYMUNDO VARGAS LOPEZ
20001,2003,UYC,ABEL RAYMUNDO VARGAS LOPEZ
20001,2004,UYC,ABEL RAYMUNDO VARGAS LOPEZ
20001,2005,UYC,TOMAS FILEMON BAUTISTA BAUTISTA
20001,2006,UYC,TOMAS FILEMON BAUTISTA BAUTISTA
20001,2007,UYC,TOMAS FILEMON BAUTISTA BAUTISTA
20001,2008,UYC,ELEAZAR DOMINGO BAUTISTA VARGAS
20001,2009,UYC,ELEAZAR DOMINGO BAUTISTA VARGAS
20001,2010,UYC,ELEAZAR DOMINGO BAUTISTA VARGAS
20001,2011,UYC,GERMAN RANULFO VARGAS CRUZ
20001,2012,UYC,GERMAN RANULFO VARGAS CRUZ
20001,2013,UYC,GERMAN RANULFO VARGAS CRUZ
20001,2014,UYC,ALEJANDRO EVENCIO MENDEZ CRUZ
20001,2015,UYC,ALEJANDRO EVENCIO MENDEZ CRUZ
20001,2016,UYC,VICTOR HERNANDEZ BAUTISTA
20001,2017,UYC,VICTOR JULIAN BAUTISTA VARGAS
20001,2018,UYC,VICTOR JULIAN BAUTISTA VARGAS
20001,2019,UYC,JOSE CRUZ LOPEZ
20001,2020,UYC,MAURICIO CRUZ VARGAS
20001,2021,UYC,MAURICIO CRUZ VARGAS
20002,1993,PI,ANTONIO AMARO SANDOVAL
20002,1994,PI,ANTONIO AMARO SANDOVAL
20002,1995,PI,ANTONIO AMARO SANDOVAL
20002,1996,PRI,MIGUEL ANGEL VIRGEN VIRGEN
20002,1997,PRI,MIGUEL ANGEL VIRGEN VIRGEN
20002,1998,PRI,MIGUEL ANGEL VIRGEN VIRGEN
20002,1999,PRI,ROSARIO CERON RAMIREZ
20002,2000,PRI,ROSARIO CERON RAMIREZ
20002,2001,PRI,ROSARIO CERON RAMIREZ
20002,2002,PAN,ANTONIO GARCIA
20002,2003,PAN,ANTONIO GARCIA
20002,2004,PAN,ANTONIO GARCIA
20002,2005,PRI,ANTONIO AMARO CANSINO
20002,2006,PRI,ANTONIO AMARO CANSINO
20002,2007,PRI,ANTONIO AMARO CANSINO
20002,2008,PRI,NICOLAS VILLALBA ARGUELLO
20002,2009,PRI,NICOLAS VILLALBA ARGUELLO
20002,2010,PRI,NICOLAS VILLALBA ARGUELLO
20002,2011,PAN,ADAN JOSE MACIEL SOSA
20002,2012,PAN,ADAN JOSE MACIEL SOSA
20002,2013,PAN,ADAN JOSE MACIEL SOSA
20002,2014,PRD,DAVID MACIEL SOSA
20002,2015,PRD,DAVID MACIEL SOSA
20002,2016,PRD,DAVID MACIEL SOSA
20002,2017,PAN,ADAN JOSE MACIEL SOSA
20002,2018,PAN,ADAN JOSE MACIEL SOSA
20002,2019,COAL,ADAN JOSE MACIEL SOSA
20002,2020,COAL,ADAN JOSE MACIEL SOSA
20002,2021,COAL,ADAN JOSE MACIEL SOSA
20002,2022,PAN,JESUS ORTEGA MARIN
