uniqueid,year,incumbent_party_magar,incumbent_candidate_magar,runnerup_party_magar,runnerup_candidate_magar,margin
20002,1989,PRI,GUILLERMO PEÑA MONTIEL,PRD,,0.5123281176
20002,1992,PAN,ANTONIO AMARO SANDOVAL,PRD,,0.3065856777
20002,1995,PRI,MIGUEL ANGEL VIRGEN VIRGEN,PAN,,0.1580524345
20002,1998,PRI,ROSARIO CERON RAMIREZ,CONVE,,0.0700757576
20002,2001,PAN,ANTONIO GARCIA,PRI,,0.0154304277
20002,2004,PRI,ANTONIO AMARO CASINO,PRD,,0.1816561136
20002,2007,PRI,NICOLAS VILLALBA ARGUELLO,PVEM,,0.1126287506
20002,2010,PAN_PRD_PT_CONVE,ADAN JOSE MACIEL SOSA,PRI_PVEM,,0.0661122223
20002,2013,PAN_PRD_PT,DAVID MACIEL SOSA,PRI_PVEM,,0.0294602013
20002,2016,PAN_PRD,ADAN JOSE MACIEL SOSA,PRI_PVEM,,0.2671194601
20002,2018,PAN_PRD_MC,ADAN JOSE MACIEL SOSA,PRI_PVEM_PNA,,0.2624591854
20002,2021,MORENA,JESUS ORTEGA MARIN,PAN_PRI_PRD,,0.3244582043
20004,1989,PAN,GALDINO MORALES,PRI,,0.3037542662
20004,1992,PRI,DELFINO VASQUEZ SOLANO,PPS,,0.0626702997
20004,1995,PAN,ALFONSO VASQUEZ REYES,PRI,,0.152238806
20004,1998,PRI,JOSE BENITO HERNANDEZ ARRIAGA,PAN,,0.03930131
20004,2001,PRI,DAVID FRANCISCO RAMIREZ BRAVO,PAN,,0.0081967213
20004,2004,PRI,JOSE ANASTACIO SOLANO MARTINEZ,PAN,,0.0035842294
20004,2007,PRI,HERMELINDO MARGARITO VAZQUEZ ORTEGA ,PAN,,0.0168918919
20004,2010,PRI_PVEM,BRUNO EMILIO SOLANO OLIVARES,PAN_PRD_PT_CONVE,,0.0549450549
20004,2013,PAN_PRD_PT,ERASMO SOLANO VALLADARES,PRI_PVEM,,0.0492307692
20004,2016,PRI_PVEM,IRENE VIRGINIO VAZQUEZ BRAVO,PAN_PRD,,0.0648148148
20004,2018,PAN_PRD_MC,GALINDO EVERARDO MORALES FLORES,PRI_PVEM_PNA,,0.0254237288
20004,2021,PNA,LUD VASQUEZ BAUTISTA,PAN_PRI_PRD,,0.1858678955
20005,1989,CONCEJO MUNICIPAL,concejo municipal,0,,NA
20005,1992,PRI,?,PRD,,0.3126934985
20005,1995,0,?,0,,NA
20005,1998,PRI,ADELINA ROSADO RASGADO,PRD,,0.0815524021
20005,2001,PRD,JAIME GARCIA TOLEDO,PRI,,0.0533783784
20005,2004,PRI,ISRAEL MENDOZA ENRIQUEZ,CONVE,,0.1021578391
20005,2007,PRD,CAROL ANTONIO ALTAMIRANO ,PRI,,0.0093798854
20005,2010,PAN_PRD_PT_CONVE,ANTONIO JIMENEZ GUTIERREZ,PRI_PVEM,,0.0281639929
20005,2013,PAN_PRD_PT,RUBEN ANTONIO ALTAMIRANO,PRI_PVEM,,0.0248913937
20005,2016,PRI_PVEM,OSCAR TORAL RIOS,PAN_PRD,,0.2504856588
20005,2018,PRI_PVEM,OSCAR TORAL RIOS,PT_MORENA_PES,,0.1912249835
20005,2021,PAN_PRI_PRD_PNA,YURIDIA TOLEDO PIÑON,MORENA,,0.0111957009
20006,1989,PRI,LUIS ESTEBAN REYES CANSECO,PARM,,0.3081981587
20006,1992,PRI,HERMINIO CUEVAS CHAVEZ,PAN,,0.6727891156
20006,1995,PRD,SABAS SANTIAGO ALVARADO,PRI,,0.2129878869
20006,1998,PRD,SALVADOR R. GRAJALES ORNELAS,PRI,,0.1401020987
20006,2001,PRI,BALDOMERO ZARATE NICOLAS,PT,,0.2845386534
20006,2004,PRI,MIGUEL ANGEL FRANCISCO GARCIA,PRD,,0.2382511106
20006,2007,PRD,POLICARPO LUIS JIMENEZ MONTES ,PRI,,0.1205711264
20006,2010,PAN_PRD_PT_CONVE,PEDRO SANTIAGO VALLE,PRI_PVEM,,0.1622735974
20006,2013,PRI_PVEM,DANIEL ALBERTO CUEVAS CHAVEZ,PAN_PRD_PT,,0.2865387196
20006,2016,PSD,RUBEN ALCIDES MIGUEL MIGUEL,PRI_PVEM,,0.1271473354
20006,2018,PT_MORENA_PES,LIZBETH VICTORIA HUERTA,PAN_PRD_MC,,0.0178193563
20006,2021,PAN,ALFREDO FELICIANO LOPEZ SANTIAGO,MORENA,,0.0243766074
20007,1989,PRI,?,PFCRN,,0.3291139241
20007,1992,PRI,?,PRD,,0.2258064516
20007,1995,PRI,?,PRD,,0.3964817321
20007,1998,PRI,MIGUEL MUÑOZ HERNANDEZ,PRD,,0.2667423383
20007,2001,PRI,LUCAS GARCIA HERNANDEZ,PRD,,0.2597809077
20007,2004,PRI,DAMASO NICOLAS MARTINEZ,PAN,,0.0665893982
20007,2007,PRI,JUAN VENEGAS HERNANDEZ ,PNA,,0.0986019132
20007,2010,PNA,PABLO VENEGAS LUIS,PRI_PVEM,,0.0407569141
20007,2013,PNA,MIGUEL MUÑOZ SANCHEZ,PRI_PVEM,,0.0417218543
20007,2016,PRI_PVEM,VICENCIO HERNANDEZ HERNANDEZ,PNA,,0.0601851852
20007,2018,PNA,GODOFREDO HERNANDEZ HERNANDEZ,PRI,,0.1776271186
20007,2021,FXM,CONCEPCION GARCIA GARCIA,PVEM,,0.1172460804
20009,1989,PRI,?,PPS,,0.6431226766
20009,1992,PRI,?,PARM,,0.5009708738
20009,1995,PRD,?,PRI,,0.0253164557
20009,1998,PRI,?,PRD,,0.1341330425
20009,2001,PRI,ABEL BAUTISTA ANGULO,PRD,,0.1563393708
20009,2004,PRI,SANTIAGO GONZALEZ MENDOZA,PRD,,0.0564248459
20009,2007,PRD,JUAN VIDAL GONZALEZ ,PRI,,0.177581864
20009,2010,PAN_PRD_PT_CONVE,DOROTEO ANGULO VARGAS,PRI_PVEM,,0.0418984056
20009,2013,PAN_PRD_PT,EDUARDO OLAYO RUIZ,PRI_PVEM,,0.120642619
20009,2016,PRI_PVEM,TOMAS SALAS MARIANO,PAN_PRD,,0.1289104639
20009,2018,PUP,VICTOR MENDOZA VELASCO,PRI_PVEM_PNA,,0.0277681361
20009,2021,MORENA,ISMAEL MARIN CERVANTES,PAN_PRI_PRD,,0.0547245531
20010,1989,CONCEJO MUNICIPAL,VICENTE ROMUALDO V.,0,,NA
20010,1992,PRI,VICTOR ZAVALEGUI R.,0,,1
20010,1995,PAN,JAIME FIGUEROA T.,PRI,,0.0181525735
20010,1998,PRI,JOSE MORELOS GONZALEZ ,PRD,,0.277028348
20010,2001,PRI,ENRIQUE ZABALETA JIMENEZ,PAN,,0.1885401306
20010,2004,PRI,HECTOR ROJAS HERNANDEZ,PAN,,0.2907597536
20010,2007,PRI,JOSE ALFREDO PALACIO ANTONIO ,PAN,,0.1975308642
20010,2010,PAN_PRD_PT_CONVE,JAVIER RUEDA VALDIVIEZO,PRI_PVEM,,0.2516028147
20010,2013,PAN_PRD_PT,JOSE MANUEL MENDOZA MUÑOZ,PNA,,0.0711180124
20010,2016,PRI_PVEM,JAVIER SANTOS CANDELARIA,PAN_PRD,,0.2016780117
20010,2018,PRI_PVEM_PNA,JOSE ANGEL CARRASCO MORALES,PUP,,0.1579649956
20010,2021,MORENA,ROQUE RUIZ TOSCANO,PAN_PRI_PRD,,0.1568791946
20013,1989,CONCEJO MUNICIPAL,concejo municipal,0,,NA
20013,1992,PRI,LEONARDO CASTELLANOS REYES,0,,1
20013,1995,PRI,FAUSTO CELAYA SUMANO,PRD,,0.3786982249
20013,1998,PRI,JAIME A. CRUZ DIAZ,PRD,,0.369955157
