uniqueid,year,incumbent_party_Horacio
20002,1998,PRI
20002,2001,PAN
20002,2004,PRI
20002,2007,PRI
20002,2010,PAN_PRD_PT_MC
20002,2013,PAN_PRD_PT
20002,2016,PAN_PRD
20002,2018,NA
20004,1998,PRI
20004,2001,PRI
20004,2004,PRI
20004,2007,PRI
20004,2010,PRI_PVEM
20004,2013,PAN_PRD_PT
20004,2016,PRI_PVEM
20004,2018,NA
20005,1998,PRI
20005,2001,PRD
20005,2004,PRI
20005,2007,PRD
20005,2010,PAN_PRD_PT_MC
20005,2013,PAN_PRD_PT
20005,2016,PRI_PVEM
20005,2018,NA
20006,1998,PRD
20006,2001,PRI
20006,2004,PRI
20006,2007,PRD
20006,2010,PAN_PRD_PT_MC
20006,2013,PRI_PVEM
20006,2016,PSD
20006,2018,NA
20007,1998,PRI
20007,2001,
20007,2007,PRI
20007,2010,PANAL
20007,2013,PANAL
20007,2016,PRI_PVEM
20007,2018,NA
20009,1998,PRI
20009,2001,PRI
20009,2004,PRI
20009,2007,PRD
20009,2010,PAN_PRD_PT_MC
20009,2013,PAN_PRD_PT
20009,2016,PRI_PVEM
20009,2018,NA
20010,1998,PRI
20010,2001,PRI
20010,2004,PRI
20010,2007,PRI
20010,2010,PAN_PRD_PT_MC
20010,2013,PAN_PRD_PT
20010,2016,PRI_PVEM
20010,2018,NA
20013,1998,PRI
20013,2001,PRD
20013,2004,PRI
20013,2007,PRI
20013,2010,PRI_PVEM
20013,2013,PAN_PRD_PT
20013,2016,PRI
20013,2018,NA
20014,1998,PRI
20014,2001,PRI
20014,2004,PRI
20014,2007,PRI
20014,2010,PAN_PRD_PT_MC
20014,2013,PAN_PRD_PT
20014,2016,MORENA
20014,2018,NA
20021,1998,MC
20021,2001,MC
20021,2004,PVEM
20021,2007,PAN
20021,2010,PRI_PVEM
20021,2013,PMC
20021,2016,PRI_PVEM
20021,2018,NA
20023,1998,PRI
20023,2001,PRI
20023,2004,PAN
20023,2007,MC
20023,2010,PRI_PVEM
20023,2013,PRI_PVEM
20023,2016,PAN_PRD
20023,2018,NA
20025,1998,PAN
20025,2001,PRD
20025,2004,PRD
20025,2007,PRI
20025,2010,PAN_PRD_PT_MC
20025,2013,PAN_PRD_PT
20025,2016,MC
20025,2018,NA
20026,1998,PRD
20026,2001,PRI
20026,2004,PRD
20026,2007,PRI
20026,2010,PAN_PRD_PT_MC
20026,2013,PANAL
20026,2016,PAN_PRD
20026,2018,NA
20028,1998,PRI
20028,2001,PAN
20028,2004,PAN
20028,2007,PRI_PVEM
20028,2010,PRI_PVEM
20028,2013,PMC
20028,2016,PAN_PRD
20028,2018,NA
20030,1998,PRI
20030,2001,PRI
20030,2004,PRI
20030,2007,PRI
20030,2010,PAN_PRD_PT_MC
20030,2013,PRI_PVEM
20030,2016,MORENA
20030,2018,NA
20032,1998,PRI
20032,2001,PRI
20032,2004,PRI
20032,2007,PRI
20032,2010,PRI_PVEM
20032,2013,PANAL
20032,2016,PAN_PRD
20032,2018,NA
20034,1998,PRD
20034,2001,PRD
20034,2004,PRI
20034,2007,PRI
20034,2010,PAN_PRD_PT_MC
20034,2013,PRI_PVEM
20034,2016,PT
20034,2018,NA
20039,1998,PAN
20039,2001,PAN
20039,2004,PAN
20039,2007,PRI
20039,2010,PAN_PRD_PT_MC
20039,2013,PAN_PRD_PT
20039,2016,PRI_PVEM
20039,2018,NA
20040,1998,PRI
20040,2001,PRI
20040,2004,PRI
20040,2007,PRI
20040,2010,PRI_PVEM
20040,2013,PRI_PVEM
20040,2016,PRI_PVEM
20040,2018,NA
20041,1998,PRI
20041,2001,PRI
20041,2004,PRD
20041,2007,PRD
20041,2010,PAN_PRD_PT_MC
20041,2013,PAN_PRD_PT
20041,2016,MORENA
20041,2018,NA
20043,1998,PRD
20043,2001,PRI
20043,2004,PRD
20043,2007,PT
20043,2010,PRI_PVEM
20043,2013,PAN_PRD_PT
20043,2016,PAN_PRD
20043,2018,NA
20044,1998,PAN
20044,2001,PRI
20044,2004,PRD
20044,2007,MC
20044,2010,PAN_PRD_PT_MC
20044,2013,PAN_PRD_PT
20044,2016,PRD
20044,2018,NA
20049,1998,PRI
20049,2001,PRI
20049,2004,PRD
20049,2007,PRD
20049,2010,PAN_PRD_PT_MC
20049,2013,PRI_PVEM
20049,2016,PAN_PRD
20049,2018,NA
20052,1998,PRI
20052,2001,PRI
20052,2004,PRD
20052,2007,PRD
20052,2010,PRI_PVEM
20052,2013,PRI_PVEM
20052,2016,PRI_PVEM
20052,2018,NA
20053,1998,PRI
20053,2001,
20053,2007,PRD
20053,2010,PRI_PVEM
20053,2013,PMC
20053,2016,MC
20053,2018,NA
20055,1998,PRI
20055,2001,PRI
20055,2004,PRI
20055,2007,PRI
20055,2010,PRI_PVEM
20055,2013,PANAL
20055,2016,PRI_PVEM
20055,2018,NA
20056,1998,PRD
20056,2001,PRI
20056,2004,PRI
20056,2007,PRD
20056,2010,PRI_PVEM
20056,2013,PRI_PVEM
20056,2016,PRI_PVEM
20056,2018,NA
20057,1998,PRI
20057,2001,PAN
20057,2004,PAN
20057,2007,PRI
20057,2010,PRI_PVEM
20057,2013,PAN_PRD_PT
20057,2016,PRI_PVEM
20057,2018,NA
20059,1998,PRI
20059,2001,PAN
20059,2004,PAN
20059,2007,PVEM
20059,2010,PRI_PVEM
20059,2013,PAN_PRD_PT
20059,2016,PRI_PVEM
20059,2018,NA
20066,1998,PRI
20066,2001,PRD
20066,2004,PRI
20066,2007,PRD
20066,2010,PRI_PVEM
20066,2013,PRI_PVEM
20066,2016,PAN_PRD
20066,2018,NA
20067,1998,PAN
20067,2001,MC
20067,2004,PRI
20067,2007,PRI
20067,2010,PAN_PRD_PT_MC
20067,2013,PRI_PVEM
20067,2016,PRI_PVEM
20067,2018,NA
20068,1998,PRD
20068,2001,MC
20068,2004,MC
20068,2007,PRI
20068,2010,PRI_PVEM
20068,2013,PAN_PRD_PT
20068,2016,MORENA
20068,2018,NA
20070,1998,PRI
20070,2001,PRI
20070,2004,PRI
20070,2007,PRD
20070,2013,PRI_PVEM
20070,2016,PAN_PRD
20070,2018,NA
20073,1998,PRI
20073,2001,PRI
20073,2004,PVEM
20073,2007,PRD
20073,2010,PAN_PRD_PT_MC
20073,2013,PSD
20073,2016,Independent
20073,2018,NA
20075,1998,PRI
20075,2001,PRI
20075,2004,PRD
20075,2007,PRI
20075,2010,PRI_PVEM
20075,2013,PRI_PVEM
20075,2016,Independent
20075,2018,NA
20079,1998,PRD
20079,2001,PAN
20079,2004,PRI
20079,2007,PRI
20079,2010,PAN_PRD_PT_MC
20079,2013,PRI_PVEM
20079,2016,PRI_PVEM
20079,2018,NA
20080,1998,PRD
20080,2001,PRI
20080,2004,PRD
20080,2007,PRI
20080,2010,PRI_PVEM
20080,2013,PAN_PRD_PT
20080,2016,PRI_PVEM
20080,2018,NA
20081,1998,PRI
20081,2001,PRD
20081,2004,PRD
20081,2007,PRI
20081,2010,PAN_PRD_PT_MC
20081,2013,PRI_PVEM
20081,2016,PRI_PVEM
20081,2018,NA
20088,2013,PAN_PRD_PT
20088,2016,PT
20088,2018,NA
20089,1998,PRI
20089,2001,PRI
20089,2004,PRD
20089,2007,PRI
20089,2010,PRI_PVEM
20089,2013,PAN_PRD_PT
20089,2016,PRI
20089,2018,NA
20090,1998,PRI
20090,2001,PRD
20090,2004,PRI
20090,2007,PRD
20090,2010,PAN_PRD_PT_MC
20090,2013,PAN_PRD_PT
20090,2016,PUP
20090,2018,NA
20102,1998,PRI
20102,2001,PRI
20102,2004,PRD
20102,2007,PRI
20102,2010,PRI_PVEM
20102,2013,PAN_PRD_PT
20102,2016,PRI_PVEM
20102,2018,NA
20103,1998,PRD
20103,2001,MC
20103,2004,PRI
20103,2007,PRD
20103,2010,PRI_PVEM
20103,2013,PAN_PRD_PT
20103,2016,PRS
20103,2018,NA
20112,1998,PRI
20112,2001,PRI
20112,2004,PAN
20112,2007,PRD
20112,2010,PAN_PRD_PT_MC
20112,2013,PRI_PVEM
20112,2016,PAN_PRD
20112,2018,NA
20116,1998,PRI
20116,2001,PRD
20116,2004,PAN
20116,2007,PRI
20116,2010,PRI_PVEM
20116,2013,PRI_PVEM
20116,2016,PSD
20116,2018,NA
20124,1998,PRI
20124,2001,PRI
20124,2004,PRI
20124,2007,PRI
20124,2010,PRI_PVEM
20124,2013,PAN_PRD_PT
20124,2016,PAN_PRD
20124,2018,NA
20130,1998,PRI
20130,2001,PRI
20130,2004,PRI
20130,2007,PRI
20130,2010,PRI_PVEM
20130,2013,PSD
20130,2016,
20130,2018,NA
20134,1998,PRI
20134,2001,PVEM
20134,2004,PRD
20134,2007,PRD
20134,2010,PAN_PRD_PT_MC
20134,2013,PRI_PVEM
20134,2016,MORENA
20134,2018,NA
20136,1998,PRD
20136,2001,PRI
20136,2004,PAN
20136,2007,PAN
20136,2010,PRI_PVEM
20136,2013,PUP
20136,2016,PRI_PVEM
20136,2018,NA
20141,1998,PRI
20141,2001,PRD
20141,2004,PRD
20141,2007,PRI
20141,2010,PUP
20141,2013,PUP
20141,2016,PRI_PVEM
20141,2018,NA
20143,1998,PRI
20143,2001,PRI
20143,2004,PAN
20143,2007,PRI
20143,2010,PRI_PVEM
20143,2013,PAN_PRD_PT
20143,2016,PAN_PRD
20143,2018,NA
20150,1998,PRI
20150,2001,PRI
20150,2004,PRD
20150,2007,PRI
20150,2010,PAN_PRD_PT_MC
20150,2013,PRI_PVEM
20150,2016,PT
20150,2018,NA
20157,1998,PRD
20157,2001,PRD
20157,2004,PRD
20157,2007,PRI
20157,2010,PAN_PRD_PT_MC
20157,2013,PAN_PRD_PT
20157,2016,PAN_PRD
20157,2018,NA
20160,1998,PRI
20160,2001,PRI
20160,2004,PRI
20160,2007,PRI
20160,2010,PRI_PVEM
20160,2013,PAN_PRD_PT
20160,2016,PRI_PVEM
20160,2018,NA
20166,1998,PRI
20166,2001,PRI
20166,2004,PRI
20166,2007,MC
20166,2010,PAN_PRD_PT_MC
20166,2013,PMC
20166,2016,PRI_PVEM
20166,2018,NA
20168,1998,PRI
20168,2001,PRI
20168,2004,PRD
20168,2007,PRI
20168,2010,PAN_PRD_PT_MC
20168,2013,PRI_PVEM
20168,2016,PRI_PVEM
20168,2018,NA
20169,1998,PRI
20169,2001,PAN
20169,2004,PRD
20169,2007,PRD
20169,2010,PAN_PRD_PT_MC
20169,2013,PRI_PVEM
20169,2016,PRI_PVEM
20169,2018,NA
20171,1998,PRD
20171,2001,PRI
20171,2004,PRD
20171,2007,PRD
20171,2010,PAN_PRD_PT_MC
20171,2013,PMC
20171,2016,PT
20171,2018,NA
20177,1998,PRI
20177,2001,PRI
20177,2004,PRI
20177,2007,PRI
20177,2010,PRI_PVEM
20177,2013,PRI_PVEM
20177,2016,PAN_PRD
20177,2018,NA
20180,1998,PRI
20180,2001,PRI
20180,2004,PRI
20180,2007,MC
20180,2010,PRI_PVEM
20180,2013,PUP
20180,2016,PRI_PVEM
20180,2018,NA
20181,1998,PAN
20181,2001,PRI
20181,2004,PRI
20181,2007,PRI
20181,2010,PAN_PRD_PT_MC
20181,2013,PAN_PRD_PT
20181,2016,PRI_PVEM
20181,2018,NA
20182,1998,PRD
20182,2001,PRI
20182,2004,PVEM
20182,2007,PRI
20182,2010,PRI_PVEM
20182,2013,PRI_PVEM
20182,2016,MORENA
20182,2018,NA
20184,1998,PAN
20184,2001,PRI
20184,2004,PRD
20184,2007,PRI
20184,2010,PAN_PRD_PT_MC
20184,2013,PRI_PVEM
20184,2016,PT
20184,2018,NA
20185,1998,PRI
20185,2001,PRD
20185,2004,PRD
20185,2007,PRD
20185,2010,PRI_PVEM
20185,2013,PAN_PRD_PT
20185,2016,MC
20185,2018,NA
20187,1998,PRI
20187,2001,PRI
20187,2004,PRI
20187,2007,PRI
20187,2010,PRI_PVEM
20187,2013,PRI_PVEM
20187,2016,PRS
20187,2018,NA
20188,1998,PRI
20188,2001,PRI
20188,2004,PRI
20188,2007,PRD
20188,2010,PAN_PRD_PT_MC
20188,2013,PAN_PRD_PT
20188,2016,PRI_PVEM
20188,2018,NA
20198,1998,PRI
20198,2001,PRD
20198,2004,PRD
20198,2007,PRD
20198,2010,PAN_PRD_PT_MC
20198,2013,PAN_PRD_PT
20198,2016,PAN_PRD
20198,2018,NA
20199,1998,PAN
20199,2001,PAN
20199,2004,PAN
20199,2007,PRI
20199,2010,PRI_PVEM
20199,2013,PAN_PRD_PT
20199,2016,PAN_PRD
20199,2018,NA
20225,1998,PRD
20225,2001,PAN
20225,2004,PAN
20225,2007,PAN
20225,2010,PAN_PRD_PT_MC
20225,2013,PANAL
20225,2016,PAN_PRD
20225,2018,NA
20232,1998,PRI
20232,2001,PAN
20232,2004,PRI
20232,2007,PAN
20232,2010,PAN_PRD_PT_MC
20232,2013,PMC
20232,2016,PAN_PRD
20232,2018,NA
20237,1998,PRI
20237,2001,PRD
20237,2004,PRD
20237,2007,NA
20237,2010,PAN_PRD_PT_MC
20237,2013,PRI_PVEM
20237,2016,PAN_PRD
20237,2018,NA
20245,1998,PRI
20245,2001,PRI
20245,2004,PRI
20245,2007,PRI
20245,2010,PRI_PVEM
20245,2013,PRI_PVEM
20245,2016,PAN_PRD
20245,2018,NA
20254,1998,PAN
20254,2001,PAN
20254,2004,PRI
20254,2007,PRI
20254,2010,PAN_PRD_PT_MC
20254,2013,PAN_PRD_PT
20254,2016,PAN_PRD
20254,2018,NA
20259,1998,PAN
20259,2001,PAN
20259,2004,PAN
20259,2007,PRI
20259,2010,PAN_PRD_PT_MC
20259,2013,PRI_PVEM
20259,2016,PAN_PRD
20259,2018,NA
20261,1998,PRI
20261,2001,PRI
20261,2004,PRI
20261,2007,PRI
20261,2010,PRI_PVEM
20261,2013,PAN_PRD_PT
20261,2016,PAN_PRD
20261,2018,NA
20277,1998,PRI
20277,2001,PRI
20277,2004,PAN
20277,2007,PRI
20277,2010,PAN_PRD_PT_MC
20277,2013,PAN_PRD_PT
20277,2016,PANAL
20277,2018,NA
20278,1998,PRI
20278,2001,PRI
20278,2004,PRI
20278,2007,PRI
20278,2010,PRI_PVEM
20278,2013,PRI_PVEM
20278,2016,PRI_PVEM
20278,2018,NA
20285,1998,PRI
20285,2001,PRI
20285,2004,PRD
20285,2007,PRI
20285,2010,PAN_PRD_PT_MC
20285,2014,PRI_PVEM
20285,2016,PUP
20285,2018,NA
20290,1998,PRI
20290,2001,PRD
20290,2004,PRD
20290,2007,PRD
20290,2010,PAN_PRD_PT_MC
20290,2013,PRI_PVEM
20290,2016,PAN_PRD
20290,2018,NA
20294,1998,PRI
20294,2001,PRI
20294,2004,PAN
20294,2007,PRI
20294,2010,PUP
20294,2013,PAN_PRD_PT
20294,2016,PAN_PRD
20294,2018,NA
20295,1998,PRI
20295,2001,PRI
20295,2004,PRI
20295,2007,PRI
20295,2010,PRI_PVEM
20295,2013,PAN_PRD_PT
20295,2016,PRI
20295,2018,NA
20298,1998,PRI
20298,2001,PAN
20298,2004,PVEM
20298,2007,PAN
20298,2010,PAN_PRD_PT_MC
20298,2013,PAN_PRD_PT
20298,2016,PRI_PVEM
20298,2018,NA
20300,1998,PRI
20300,2001,PRI
20300,2004,PRI
20300,2007,PRD
20300,2010,PAN_PRD_PT_MC
20300,2013,PAN_PRD_PT
20300,2016,PRI_PVEM
20300,2018,NA
20302,1998,PRI
20302,2001,PRD
20302,2004,PRD
20302,2007,PRI
20302,2010,PAN_PRD_PT_MC
20302,2013,PRI_PVEM
20302,2016,PAN_PRD
20302,2018,NA
20305,1998,PRD
20305,2001,PRD
20305,2004,PRD
20305,2007,PRD
20305,2010,PAN_PRD_PT_MC
20305,2013,PAN_PRD_PT
20305,2016,PRI_PVEM
20305,2018,NA
20307,1998,PRD
20307,2001,PRI
20307,2004,PRD
20307,2007,PRI
20307,2010,PRI_PVEM
20307,2013,PRI_PVEM
20307,2016,PRS
20307,2018,NA
20308,1998,PRI
20308,2001,PRI
20308,2004,PRI
20308,2007,PRD
20308,2010,PAN_PRD_PT_MC
20308,2013,PMC
20308,2016,PRI_PVEM
20308,2018,NA
20309,1998,PRI
20309,2001,PAN
20309,2004,PAN
20309,2007,PT
20309,2010,PRI_PVEM
20309,2013,PRI_PVEM
20309,2016,MORENA
20309,2018,NA
20312,1998,PRI
20312,2001,PRI
20312,2004,PRD
20312,2007,PRI
20312,2010,PAN_PRD_PT_MC
20312,2013,PRI_PVEM
20312,2016,PAN_PRD
20312,2018,NA
20318,1998,PRI
20318,2001,PRI
20318,2004,PRD
20318,2007,PT
20318,2010,PRI_PVEM
20318,2013,PAN_PRD_PT
20318,2016,PRI_PVEM
20318,2018,NA
20324,1998,PRI
20324,2001,PRD
20324,2004,PRI
20324,2007,PRD
20324,2010,PRI_PVEM
20324,2013,PAN_PRD_PT
20324,2016,PT
20324,2018,NA
20327,1998,PRI
20327,2001,PAN
20327,2004,PAN
20327,2007,PRI
20327,2010,PAN_PRD_PT_MC
20327,2013,PAN_PRD_PT
20327,2016,PRI_PVEM
20327,2018,NA
20334,1998,PRI
20334,2001,PRD
20334,2004,PRI
20334,2007,PRD
20334,2010,PRI_PVEM
20334,2013,PUP
20334,2016,MORENA
20334,2018,NA
20338,1998,PRI
20338,2001,PRI
20338,2004,PAN
20338,2007,PRI
20338,2010,PAN_PRD_PT_MC
20338,2013,PRI_PVEM
20338,2016,MC
20338,2018,NA
20339,1998,PRI
20339,2001,PRI
20339,2004,PRI
20339,2007,PVEM
20339,2010,PRI_PVEM
20339,2013,PRI_PVEM
20339,2016,MORENA
20339,2018,NA
20345,1998,PRD
20345,2001,PRD
20345,2004,PRD
20345,2007,PRD
20345,2010,PRI_PVEM
20345,2013,PRI_PVEM
20345,2016,PAN_PRD
20345,2018,NA
20360,1998,PRD
20360,2001,PRI
20360,2004,PRI
20360,2007,PRD
20360,2010,PAN_PRD_PT_MC
20360,2013,PAN_PRD_PT
20360,2016,PRI_PVEM
20360,2018,NA
20364,1998,PRI
20364,2001,PRI
20364,2004,PRI
20364,2007,PRD
20364,2010,PAN_PRD_PT_MC
20364,2013,PRI_PVEM
20364,2016,PT
20364,2018,NA
20375,1998,PRI
20375,2001,PRI
20375,2004,PRI
20375,2007,PRI
20375,2010,PAN_PRD_PT_MC
20375,2013,PMC
20375,2016,MC
20375,2018,NA
20377,1998,PRD
20377,2001,PRD
20377,2004,PRD
20377,2007,PRI
20377,2010,PAN_PRD_PT_MC
20377,2013,PRI_PVEM
20377,2016,PRI_PVEM
20377,2018,NA
20381,1998,PRI
20381,2001,PAN
20381,2004,PRI
20381,2007,PRI
20381,2010,PAN_PRD_PT_MC
20381,2013,PRI_PVEM
20381,2016,PAN_PRD
20381,2018,NA
20385,1998,PRD
20385,2001,PRI
20385,2004,PRD
20385,2007,PRI
20385,2010,PAN_PRD_PT_MC
20385,2013,PRI_PVEM
20385,2016,PAN_PRD
20385,2018,NA
20387,1998,PRD
20387,2001,PRD
20387,2004,PRI
20387,2007,PRI
20387,2010,PRI_PVEM
20387,2013,PRI_PVEM
20387,2016,PAN_PRD
20387,2018,NA
20390,1998,PRI
20390,2001,PRI
20390,2004,PRI
20390,2007,PRI
20390,2010,PAN_PRD_PT_MC
20390,2013,PRI_PVEM
20390,2018,NA
20397,1998,PRD
20397,2001,PRD
20397,2004,PRD
20397,2007,PRI
20397,2010,PRI_PVEM
20397,2013,PAN_PRD_PT
20397,2016,PUP
20397,2018,NA
20402,1998,PRI
20402,2001,PAN
20402,2004,PRI
20402,2007,PRD
20402,2010,PUP
20402,2013,PAN_PRD_PT
20402,2016,PT
20402,2018,NA
20413,1998,PRI
20413,2001,PRI
20413,2004,PRI
20413,2007,PRI
20413,2010,PAN_PRD_PT_MC
20413,2013,PMC
20413,2016,MC
20413,2018,NA
20414,1998,PRI
20414,2001,PRI
20414,2004,PRD
20414,2007,PRD
20414,2010,PRI_PVEM
20414,2013,PAN_PRD_PT
20414,2016,PRI_PVEM
20414,2018,NA
20415,1998,PRI
20415,2001,PRI
20415,2004,PRD
20415,2007,PRI
20415,2010,PRI_PVEM
20415,2013,PAN_PRD_PT
20415,2016,PUP
20415,2018,NA
20417,1998,PRI
20417,2001,PRD
20417,2004,PVEM
20417,2007,PRD
20417,2010,PAN_PRD_PT_MC
20417,2013,PMC
20417,2016,PAN_PRD
20417,2018,NA
20418,1998,PRI
20418,2001,PRD
20418,2004,PRI
20418,2007,PRD
20418,2010,PRI_PVEM
20418,2013,PAN_PRD_PT
20418,2016,MORENA
20418,2018,NA
20421,1998,PRI
20421,2001,PRD
20421,2004,PRD
20421,2007,PRD
20421,2010,PRI_PVEM
20421,2013,PRI_PVEM
20421,2016,PT
20421,2018,NA
20427,1998,PRI
20427,2001,PRI
20427,2004,PRI
20427,2007,PRI
20427,2010,PRI_PVEM
20427,2013,PRI_PVEM
20427,2016,PRI_PVEM
20427,2018,NA
20431,1998,PRD
20431,2001,PRI
20431,2004,PRI
20431,2007,PRD
20431,2010,PRI_PVEM
20431,2013,PRI_PVEM
20431,2016,PRI_PVEM
20431,2018,NA
20434,1998,PRI
20434,2001,PRI
20434,2004,PRI
20434,2007,PRI
20434,2010,PRI_PVEM
20434,2013,PRI_PVEM
20434,2016,PRI_PVEM
20434,2018,NA
20436,1998,PRD
20436,2001,PRD
20436,2004,PRD
20436,2007,PRD
20436,2010,PAN_PRD_PT_MC
20436,2013,PAN_PRD_PT
20436,2016,PAN_PRD
20436,2018,NA
20439,1998,PRI
20439,2001,PRI
20439,2004,PAN
20439,2007,PRI
20439,2010,PAN_PRD_PT_MC
20439,2013,PAN_PRD_PT
20439,2016,PAN
20439,2018,NA
20441,1998,PRI
20441,2001,PRD
20441,2004,PRI
20441,2007,PRI
20441,2010,PAN_PRD_PT_MC
20441,2013,PAN_PRD_PT
20441,2017,NA
20447,1998,PRD
20447,2001,PRD
20447,2004,PRD
20447,2007,PRD
20447,2010,PAN_PRD_PT_MC
20447,2013,PRI_PVEM
20447,2016,PRI_PVEM
20447,2018,NA
20455,1998,PRI
20455,2001,PRI
20455,2004,PRI
20455,2007,PRI
20455,2010,PAN_PRD_PT_MC
20455,2013,PRI_PVEM
20455,2016,PAN_PRD
20455,2018,NA
20456,1998,PRI
20456,2001,PAN
20456,2004,PAN
20456,2007,PRI
20456,2010,PAN_PRD_PT_MC
20456,2013,PRI_PVEM
20456,2016,PAN_PRD
20456,2018,NA
20459,1998,PRI
20459,2001,PRI
20459,2004,PRD
20459,2007,PRD
20459,2010,PRI_PVEM
20459,2013,PAN_PRD_PT
20459,2016,PRI_PVEM
20459,2018,NA
20462,1998,PRI
20462,2001,PRI
20462,2004,PRI
20462,2007,PRI
20462,2010,PRI_PVEM
20462,2013,PRI_PVEM
20462,2016,PAN_PRD
20462,2018,NA
20467,1998,PRI
20467,2001,PRD
20467,2004,PRI
20467,2007,PRD
20467,2010,PRI_PVEM
20467,2013,PRI_PVEM
20467,2016,PRI_PVEM
20467,2018,NA
20469,1998,PRI
20469,2001,PRD
20469,2004,PRI
20469,2007,PUP
20469,2010,PRI_PVEM
20469,2013,PUP
20469,2016,MORENA
20469,2018,NA
20472,1998,
20472,2010,PRI_PVEM
20472,2013,PRI_PVEM
20472,2016,PRI_PVEM
20472,2018,NA
20474,1998,PRI
20474,2001,PRI
20474,2004,MC
20474,2007,PRI
20474,2010,PRI_PVEM
20474,2013,PAN_PRD_PT
20474,2016,PT
20474,2018,NA
20482,1998,PRI
20482,2001,PRI
20482,2004,PRI
20482,2007,PRI
20482,2010,PRI_PVEM
20482,2013,PAN_PRD_PT
20482,2016,PAN_PRD
20482,2018,NA
20483,1998,PRD
20483,2001,PRD
20483,2004,PRI
20483,2007,PRI
20483,2010,PRI_PVEM
20483,2013,PRI_PVEM
20483,2016,PAN_PRD
20483,2018,NA
20484,1998,PRI
20484,2001,PRI
20484,2004,PRI
20484,2007,PRI
20484,2010,PAN_PRD_PT_MC
20484,2013,PRI_PVEM
20484,2016,PRI_PVEM
20484,2018,NA
20485,1998,PRI
20485,2001,PRI
20485,2004,PRI
20485,2007,PRD
20485,2010,PANAL
20485,2013,PAN_PRD_PT
20485,2016,PT
20485,2018,NA
20486,1998,PRI
20486,2001,PRI
20486,2004,PRD
20486,2007,PRI
20486,2010,PAN_PRD_PT_MC
20486,2013,PRI_PVEM
20486,2016,PAN_PRD
20486,2018,NA
20489,1998,PRI
20489,2001,PAN
20489,2004,PAN
20489,2007,PAN
20489,2010,PRI_PVEM
20489,2013,PAN_PRD_PT
20489,2016,PT
20489,2018,NA
20505,1998,PRI
20505,2001,MC
20505,2004,PRI
20505,2007,PRI
20505,2010,PRI_PVEM
20505,2013,PAN_PRD_PT
20505,2016,PRI_PVEM
20505,2018,NA
20507,1998,PRI
20507,2001,PRI
20507,2004,PRD
20507,2007,PRI
20507,2010,PRI_PVEM
20507,2013,PAN_PRD_PT
20507,2016,PAN_PRD
20507,2018,NA
20508,1998,PRI
20508,2001,PRD
20508,2004,PRI
20508,2007,PRI
20508,2010,PRI_PVEM
20508,2013,PRI_PVEM
20508,2016,PT
20508,2018,NA
20513,1998,PRD
20513,2001,PRD
20513,2004,PRD
20513,2007,PRI
20513,2010,PRI_PVEM
20513,2013,PRI_PVEM
20513,2016,PRI_PVEM
20513,2018,NA
20515,1998,PRI
