CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,PBC,NVA_ALIANZA,PES,MC,MORENA,PPC,MUNICIPALISTA,PH,PRI_PT_PVEM_NVA_ALIANZA,PRI_PT_PVEM,PRI_PT_NVA_ALIANZA,PRI_PVEM_NVA_ALIANZA,PT_PVEM_NVA_ALIANZA,PRI_PT,PRI_PVEM,PRI_NVA_ALIANZA,PT_PVEM,PT_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,278,1,56,47,5,4,3,12,2,6,16,11,3,3,1,0,0,0,0,0,2,1,0,0,0,0,,,,,,,,,0,172,6,178,564
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,279,2,98,55,11,3,1,40,6,17,34,17,1,1,6,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,292,18,310,1027
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,280,1,86,42,2,1,6,30,3,6,33,14,1,2,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,230,6,236,713
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,281,2,82,57,8,5,3,38,4,4,42,23,0,4,5,2,0,0,1,0,2,0,0,0,0,1,,,,,,,,,1,281,13,295,942
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,282,2,66,57,10,1,3,32,5,14,18,24,1,3,3,1,0,0,0,0,1,0,0,1,0,0,,,,,,,,,0,240,5,245,795
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,283,2,62,64,5,2,6,42,4,14,29,12,0,3,5,1,0,0,0,0,0,0,2,0,0,0,,,,,,,,,0,251,11,262,820
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,284,2,92,55,5,0,5,54,3,10,17,12,0,1,40,2,0,0,1,0,2,1,1,0,0,0,,,,,,,,,0,301,4,305,811
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,285,2,58,87,7,3,8,22,4,12,44,23,2,1,5,2,1,2,0,0,3,1,1,0,0,0,,,,,,,,,0,286,17,303,1013
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,286,2,100,51,1,1,3,31,4,15,45,16,4,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,274,15,290,796
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,287,2,74,90,3,0,3,37,4,10,32,13,4,5,2,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,2,279,17,298,904
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,288,1,71,45,1,0,1,32,6,8,40,24,1,0,5,2,0,0,0,0,0,1,1,0,0,0,,,,,,,,,0,238,8,246,666
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,289,1,86,66,3,3,4,14,4,17,13,10,1,3,4,0,0,0,2,0,0,2,0,0,0,0,,,,,,,,,0,232,10,242,725
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,299,2,100,70,5,5,2,39,4,13,39,21,5,2,3,1,0,0,0,0,1,1,0,0,0,0,,,,,,,,,0,311,18,329,923
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,300,2,69,74,4,5,6,33,3,17,32,17,15,1,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,282,13,295,798
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,301,2,112,78,1,0,4,35,9,28,53,21,9,4,5,1,0,0,1,0,1,0,2,0,0,1,,,,,,,,,0,365,19,384,970
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,302,1,107,54,1,2,6,36,4,8,37,15,5,0,1,2,0,0,0,0,0,1,0,0,0,0,,,,,,,,,0,279,6,285,723
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,303,2,156,88,2,3,4,55,5,14,29,18,6,2,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,0,384,10,394,865
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,304,1,27,8,0,1,2,1,1,0,7,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,55,0,55,575
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,305,3,160,170,5,6,6,144,11,24,104,43,9,5,11,1,0,0,1,0,2,4,0,1,0,0,,,,,,,,,0,707,9,716,1876
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,306,2,100,85,7,5,5,76,7,14,45,25,3,3,13,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,0,389,11,400,1149
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,307,2,68,71,4,1,11,41,3,18,45,30,3,4,5,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,305,23,328,1003
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,308,2,76,64,8,3,4,69,5,19,38,26,2,3,13,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,0,331,14,345,956
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,309,2,177,89,5,1,2,51,3,23,52,17,4,1,6,2,0,0,0,0,1,0,1,0,0,0,,,,,,,,,1,435,2,438,923
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,310,2,168,78,3,1,1,38,6,17,53,19,3,3,0,0,0,0,0,0,1,1,1,0,0,0,,,,,,,,,1,393,4,398,890
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,311,1,92,64,4,1,3,35,4,14,35,8,5,3,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,270,7,277,620
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,312,1,89,54,1,1,4,34,3,14,18,20,2,1,3,1,0,0,0,0,2,1,0,0,0,0,,,,,,,,,0,248,4,252,736
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,313,2,183,96,3,1,1,51,8,23,48,23,5,2,3,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,449,4,453,1082
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,325,2,85,69,3,2,3,50,5,14,30,17,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,0,282,15,297,796
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,326,2,264,122,8,5,6,68,0,37,61,26,9,5,3,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,0,615,11,626,1388
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,327,2,109,77,14,7,3,60,4,28,76,41,6,4,11,2,0,0,0,0,1,0,0,0,0,0,,,,,,,,,0,443,10,453,1331
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,328,2,111,77,5,8,5,52,25,15,43,33,2,2,7,1,0,0,1,0,2,1,1,0,0,1,,,,,,,,,0,392,13,405,1356
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,329,2,104,96,6,3,5,45,3,12,55,25,1,2,10,0,0,0,0,0,0,3,0,0,0,0,,,,,,,,,0,370,10,380,1152
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,330,2,114,112,2,3,6,59,3,15,56,51,6,1,10,0,0,0,0,0,0,2,1,0,0,0,,,,,,,,,0,441,11,452,1369
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,331,4,202,168,10,6,8,93,14,47,95,55,5,4,19,4,0,0,0,0,1,3,0,0,0,0,,,,,,,,,0,734,26,760,2257
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,332,2,126,91,2,1,4,59,4,29,36,36,3,6,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,402,5,407,1031
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,333,5,412,201,19,13,13,136,17,59,127,71,10,4,11,4,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0,1098,29,1127,3279
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,349,2,57,71,2,2,4,27,3,13,44,11,3,1,2,1,2,0,1,0,0,2,0,0,0,0,,,,,,,,,0,246,17,263,935
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,350,3,217,404,17,3,12,61,17,50,139,57,7,3,12,4,1,0,0,0,0,0,0,0,0,0,,,,,,,,,1,1004,44,1049,1449
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,351,3,142,122,3,1,8,67,7,52,114,40,5,8,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,572,23,595,1863
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,352,2,67,89,5,1,5,32,5,16,76,22,4,1,3,2,0,0,0,0,0,2,1,0,0,0,,,,,,,,,1,331,7,339,1047
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,353,2,65,71,4,1,7,28,6,8,48,15,0,0,5,0,0,0,0,0,0,2,0,0,1,0,,,,,,,,,0,261,5,266,884
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,354,2,74,42,4,4,6,22,4,18,37,26,2,1,2,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,245,16,261,896
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,355,2,70,129,7,4,9,37,7,19,53,28,1,4,5,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,,0,376,17,393,1192
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,517,2,89,75,10,19,5,28,5,11,39,10,1,2,4,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,300,17,317,940
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,518,5,224,267,21,34,22,81,5,32,168,53,8,6,10,3,0,1,2,0,2,0,0,0,0,0,,,,,,,,,0,939,38,977,3676
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,519,4,141,167,29,5,15,108,6,19,152,43,2,6,6,2,0,1,1,0,0,1,0,0,0,0,,,,,,,,,0,704,36,740,2664
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,520,5,171,219,16,3,23,49,6,23,175,54,4,2,8,3,0,0,1,0,2,2,1,0,0,1,,,,,,,,,0,763,32,795,3132
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,521,3,96,115,20,8,5,33,5,25,85,55,3,2,7,1,1,0,0,0,0,1,0,1,0,0,,,,,,,,,0,463,12,475,1623
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,522,7,275,269,67,8,35,104,10,31,195,94,8,10,16,0,1,0,2,0,1,4,2,0,0,0,,,,,,,,,0,1132,40,1172,5131
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,523,10,347,303,71,21,28,119,18,57,292,134,9,15,20,6,1,0,0,0,1,2,0,0,0,0,,,,,,,,,1,1444,45,1490,6783
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,217,1,41,28,3,2,0,2,0,3,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,91,3,94,423
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,218,1,38,42,2,2,7,4,0,2,9,15,2,0,0,2,0,0,0,0,0,2,0,0,0,0,,,,,,,,,0,127,5,132,447
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,219,1,65,43,0,1,2,14,2,5,14,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,157,6,163,396
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,220,1,35,27,0,0,1,13,3,1,8,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,0,95,6,101,328
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,221,2,96,82,1,0,4,30,3,5,16,16,3,3,3,2,0,0,0,1,0,0,1,0,0,1,,,,,,,,,0,267,7,274,757
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,222,1,124,74,1,0,2,33,1,6,6,5,1,3,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,261,0,262,599
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,223,2,141,97,2,0,6,35,2,9,7,16,1,1,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,323,2,325,754
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,224,1,186,75,0,3,7,35,1,12,8,7,3,0,1,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,3,341,9,353,738
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,225,2,185,62,1,2,3,49,0,10,9,14,0,1,5,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,1,342,8,351,812
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,226,1,131,53,2,4,3,16,3,3,17,16,3,3,2,3,0,0,1,0,1,0,0,0,0,0,,,,,,,,,0,261,8,269,733
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,227,1,50,64,3,2,1,6,4,3,14,7,2,0,0,0,0,0,1,0,0,1,1,0,0,0,,,,,,,,,0,159,7,166,640
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,240,2,85,75,4,0,2,35,3,5,23,18,7,2,3,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,0,264,3,267,879
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,241,2,139,88,3,1,2,35,4,11,16,18,4,2,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,0,325,2,327,816
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,242,1,157,64,1,0,2,29,3,12,17,11,2,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,301,13,315,675
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,243,1,138,63,0,2,3,43,5,7,9,8,5,0,2,3,1,0,0,0,2,1,0,0,0,0,,,,,,,,,1,292,6,299,614
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,244,1,123,76,2,3,8,26,2,11,30,10,5,0,7,0,0,0,0,0,0,2,0,0,1,0,,,,,,,,,0,306,8,314,730
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,245,2,106,87,1,1,3,36,1,17,28,11,3,5,4,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,0,304,9,313,810
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,246,3,174,495,4,2,4,56,9,13,33,27,5,1,7,2,0,0,2,0,0,6,2,0,0,0,,,,,,,,,0,842,13,855,845
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,247,2,73,74,1,2,0,17,5,7,19,19,2,2,4,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,0,227,10,237,966
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,248,1,67,53,1,0,3,11,1,8,14,1,1,2,1,0,0,0,0,0,2,1,1,0,0,0,,,,,,,,,0,167,10,177,679
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,263,1,47,53,3,2,1,19,3,4,14,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,1,167,4,172,619
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,264,1,100,63,6,0,2,28,5,3,11,22,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,243,4,248,691
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,265,1,48,53,1,2,2,21,2,7,14,6,1,2,2,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,0,163,3,166,475
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,266,1,87,56,1,2,3,26,1,10,12,26,6,0,5,2,0,0,0,0,0,0,2,0,0,0,,,,,,,,,0,239,11,250,735
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,267,1,69,46,4,2,2,15,7,10,22,11,1,1,1,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,0,194,11,205,548
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,268,2,115,84,1,3,1,47,10,17,17,15,3,3,7,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,0,324,12,336,798
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,269,2,102,69,1,0,2,24,6,8,19,18,10,1,7,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2,268,8,278,780
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,270,2,143,102,6,2,7,30,1,14,15,22,1,5,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,351,5,356,919
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,271,2,139,120,0,2,1,67,6,24,33,40,3,4,5,4,0,1,2,0,2,0,0,0,0,0,,,,,,,,,0,453,17,470,1036
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,272,1,74,66,1,4,1,24,2,8,30,22,6,1,1,1,2,0,0,0,1,2,0,0,0,0,,,,,,,,,1,246,10,257,745
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,273,2,97,59,5,1,1,49,12,17,16,18,4,0,3,1,0,0,0,0,0,1,1,0,0,0,,,,,,,,,0,285,13,298,772
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,274,2,109,54,4,1,5,29,4,13,15,53,1,0,4,1,0,0,0,0,0,1,0,0,1,0,,,,,,,,,0,295,4,299,774
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,275,1,85,73,1,2,3,25,2,14,26,7,2,3,3,2,1,0,1,0,1,0,1,0,0,0,,,,,,,,,0,252,7,259,679
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,276,2,110,89,1,0,2,29,11,9,16,23,1,0,5,2,0,0,1,0,0,0,0,0,0,0,,,,,,,,,0,299,5,304,819
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,290,2,102,112,4,0,4,40,9,10,27,24,6,8,7,2,0,0,1,0,2,0,0,0,0,0,,,,,,,,,1,358,15,374,917
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,291,2,146,97,4,3,4,35,9,24,33,27,2,5,10,1,1,0,0,0,2,1,1,0,0,0,,,,,,,,,0,405,10,415,1135
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,292,2,300,126,0,5,2,78,4,31,31,19,8,3,6,3,0,0,1,0,0,1,0,0,0,0,,,,,,,,,2,618,9,629,1317
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,293,2,156,163,8,1,9,41,14,13,45,19,7,5,2,0,0,0,1,0,1,3,1,0,0,1,,,,,,,,,0,490,29,519,1366
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,294,2,84,67,2,1,4,30,10,10,27,28,1,3,6,4,0,0,0,0,1,5,2,0,0,0,,,,,,,,,0,285,9,294,975
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,295,1,94,70,2,1,4,24,4,6,14,20,3,0,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,1,244,8,253,691
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,296,1,101,80,4,3,0,35,1,2,19,15,3,1,6,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,271,6,277,744
