CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,PBC,NVA_ALIANZA,PES,MC,MORENA,PPC,MUNICIPALISTA,PH,PRI_PT_PVEM_NVA_ALIANZA,PRI_PT_PVEM,PRI_PT_NVA_ALIANZA,PRI_PVEM_NVA_ALIANZA,PT_PVEM_NVA_ALIANZA,PRI_PT,PRI_PVEM,PRI_NVA_ALIANZA,PT_PVEM,PT_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,211,1,55,37,9,1,2,14,0,7,31,10,1,0,2,0,1,0,1,0,0,1,0,0,0,0,,,,,,,,,0,172,9,181,725
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,212,1,63,45,3,2,2,19,3,9,28,14,3,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,195,8,203,622
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,213,1,50,58,5,4,1,11,5,6,39,21,1,2,3,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0,207,7,214,709
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,214,1,46,77,3,1,1,14,1,2,18,7,1,5,0,1,0,0,0,0,0,5,0,1,0,1,,,,,,,,,0,184,7,191,583
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,215,1,31,71,6,1,4,11,1,3,17,9,2,1,0,1,0,0,0,0,2,9,2,0,0,0,,,,,,,,,0,171,8,179,642
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,216,1,35,38,2,1,1,8,3,4,10,6,1,0,6,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,0,117,6,123,411
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,228,1,29,39,7,2,2,5,1,4,25,5,0,1,0,0,0,0,1,0,0,3,1,0,0,0,,,,,,,,,0,125,10,135,470
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,229,1,43,50,0,1,0,10,4,5,15,9,2,0,3,0,0,0,0,0,1,6,0,0,0,0,,,,,,,,,0,149,6,155,455
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,230,1,52,69,1,3,1,27,9,10,21,13,3,2,1,3,0,0,0,0,0,6,0,0,0,1,,,,,,,,,0,222,6,228,703
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,231,2,70,88,2,0,5,19,8,6,36,12,7,4,3,1,0,0,0,0,1,2,0,0,0,0,,,,,,,,,0,264,10,274,776
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,232,2,50,75,9,3,4,32,4,9,21,13,3,1,2,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,0,227,8,235,757
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,233,1,64,38,12,3,6,13,4,7,31,12,1,2,3,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,0,198,2,200,655
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,234,1,51,39,2,2,2,23,2,3,23,10,0,3,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,0,161,3,164,563
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,235,1,54,70,6,3,9,41,1,7,29,14,4,2,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,244,8,252,724
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,236,1,63,45,6,3,1,5,3,3,42,8,1,1,3,2,0,0,1,0,1,0,0,0,0,0,,,,,,,,,0,188,0,188,553
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,237,1,55,63,5,0,2,25,6,8,27,12,3,1,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,210,1,211,750
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,238,1,64,38,12,3,6,13,4,7,31,12,1,2,3,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,0,198,2,200,516
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,239,1,32,37,1,0,6,5,1,7,12,4,3,0,1,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,0,111,5,116,350
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,249,1,49,44,2,0,0,14,0,7,25,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,154,5,159,455
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,250,1,38,32,3,2,3,12,4,2,30,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,132,4,136,439
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,251,1,55,33,0,0,3,19,1,1,20,12,0,8,3,0,2,0,0,0,1,0,0,0,1,0,,,,,,,,,0,159,7,166,480
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,252,2,57,79,5,3,5,33,8,7,40,13,3,1,4,1,1,0,2,0,0,2,0,0,0,0,,,,,,,,,0,264,17,281,906
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,253,2,79,67,4,3,18,26,3,26,29,11,1,3,7,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,278,10,288,773
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,254,2,67,85,3,3,4,39,5,13,53,8,2,0,1,1,0,0,0,0,0,3,1,0,0,0,,,,,,,,,0,288,15,303,912
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,255,2,83,72,9,3,3,23,2,5,42,19,2,2,3,1,0,0,0,0,0,0,1,1,0,0,,,,,,,,,0,271,20,291,923
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,256,1,65,44,8,0,5,24,2,4,25,14,0,2,4,2,0,0,0,0,0,1,0,0,0,0,,,,,,,,,0,200,16,216,604
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,257,1,69,82,4,1,4,20,5,14,30,15,1,3,2,1,0,0,0,0,0,1,2,0,0,0,,,,,,,,,0,254,6,260,713
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,258,1,75,66,2,4,6,23,3,7,17,14,1,3,4,2,0,0,0,0,0,1,0,0,0,0,,,,,,,,,0,228,17,245,750
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,259,1,51,40,1,1,2,22,1,5,31,13,1,0,2,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,0,172,8,180,506
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,260,1,40,69,3,5,2,16,4,2,49,6,1,1,5,2,0,0,0,0,1,1,2,0,0,0,,,,,,,,,0,209,8,217,583
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,261,1,40,73,1,0,3,11,2,13,31,14,0,0,4,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,0,194,6,200,632
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,262,1,54,37,2,0,2,24,3,8,23,7,0,1,3,1,0,0,0,0,1,1,0,0,0,0,,,,,,,,,0,167,9,176,578
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,277,1,72,39,3,3,2,34,2,9,33,15,1,1,2,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,0,218,6,224,703
