Municipio,Seccion,Tipo,PAN,PRI,PRD,PT,PVEM,CDPPN,PCD,PSN,PARM,PAS,DSPPN,No Registrados,Nulos,Total
CENTRO,373,C1,30,183,71,2,2,2,1,0,2,0,5,0,7,305
CENTRO,374,BA,19,161,92,2,2,4,0,0,0,0,1,0,6,287
CENTRO,374,C1,30,161,88,0,2,1,0,0,1,0,1,0,9,293
,,,,,,,,,,,,,,,,
CENTRO,375,BA,16,167,96,0,2,0,0,1,0,0,0,0,4,286
CENTRO,375,C1*,23,185,100,0,0,0,0,0,0,1,1,0,5,315
CENTRO,376,BA,23,171,87,0,0,0,0,0,1,0,0,0,5,287
CENTRO,376,C1,22,172,85,2,0,0,0,0,0,0,1,0,7,289
CENTRO,377,BA,12,190,68,0,2,0,0,1,0,0,0,0,2,275
CENTRO,377,C1,15,185,63,1,1,0,0,0,0,0,0,0,6,271
CENTRO,378,BA,36,260,112,3,1,1,0,0,0,0,1,0,7,421
CENTRO,379,BA,24,186,94,2,1,0,0,0,0,1,0,0,3,311
CENTRO,379,C1*,36,185,102,0,1,0,1,0,0,0,0,0,5,330
CENTRO,380,BA,23,154,68,4,1,0,0,0,0,0,1,0,3,254
CENTRO,380,C1*,23,152,66,0,1,0,0,0,0,0,1,0,1,244
CENTRO,381,BA*,17,149,53,1,0,0,0,0,0,0,0,0,5,225
CENTRO,381,C1*,25,124,82,2,1,0,0,0,0,0,0,0,6,240
CENTRO,382,BA,26,239,116,6,0,1,0,0,0,0,0,0,0,388
CENTRO,382,C1*,24,205,119,3,1,0,0,0,0,1,0,0,10,363
CENTRO,383,BA*,18,142,84,2,1,1,0,0,0,1,0,0,6,255
CENTRO,383,C1,20,119,86,0,0,1,0,0,0,0,0,0,20,246
CENTRO,383,C2*,17,167,92,3,0,0,1,0,0,0,0,0,7,287
CENTRO,384,BA,26,170,86,5,1,1,0,0,0,0,0,0,10,299
CENTRO,384,C1*,23,173,100,2,2,0,0,0,1,0,0,0,11,312
CENTRO,385,BA,8,136,56,1,2,0,0,0,1,0,0,0,0,204
CENTRO,385,C1*,18,153,61,2,1,0,1,0,0,0,1,0,3,240
CENTRO,386,BA,18,151,90,6,0,0,0,0,0,0,0,0,3,268
CENTRO,386,C1,8,150,77,1,2,0,0,0,0,0,2,0,7,247
CENTRO,387,BA*,25,190,102,2,0,1,1,0,0,0,0,0,11,332
CENTRO,387,C1,15,223,90,0,0,0,0,0,1,0,7,0,9,345
CENTRO,388,BA,34,238,125,0,0,0,1,0,0,0,1,0,6,405
CENTRO,388,C1,45,190,117,2,1,0,0,0,0,0,0,0,4,359
CENTRO,389,BA,30,176,69,2,2,2,0,1,0,0,0,0,2,284
CENTRO,389,C1*,27,177,71,2,3,0,0,0,0,0,1,1,0,282
CENTRO,390,BA,19,169,52,1,1,0,0,1,0,0,5,0,7,255
CENTRO,390,C1,14,179,50,1,2,1,0,0,0,0,0,0,6,253
CENTRO,391,BA,28,230,107,1,1,0,0,0,0,0,1,0,6,374
CENTRO,391,C1,29,235,78,3,1,1,0,0,0,0,1,0,6,354
CENTRO,392,BA,36,146,128,1,4,0,1,3,1,0,2,0,3,325
CENTRO,392,C1,36,168,108,0,4,0,0,2,0,0,0,0,6,324
CENTRO,393,BA*,42,178,141,3,1,1,0,0,0,0,1,0,4,371
CENTRO,393,C1,34,182,119,6,1,1,0,0,1,0,0,0,8,352
CENTRO,394,BA,34,172,92,2,0,2,0,0,0,0,3,0,14,319
CENTRO,394,C1,21,175,109,0,2,0,0,0,0,1,2,0,9,319
CENTRO,395,BA*,18,159,110,0,2,0,1,0,1,0,0,0,5,296
CENTRO,395,C1,22,171,78,1,4,0,0,0,0,0,1,0,14,291
CENTRO,396,BA*,25,123,73,2,0,0,0,1,2,0,3,1,5,235
CENTRO,396,C1,20,97,67,0,1,0,1,0,0,0,1,0,3,190
CENTRO,397,BA,36,180,120,0,1,0,1,0,0,0,0,0,0,338
CENTRO,397,C1*,33,206,97,2,1,0,2,0,0,0,2,1,4,348
CENTRO,398,BA*,20,141,89,4,0,0,0,0,0,0,0,0,8,262
CENTRO,398,C1,19,116,100,1,0,0,0,0,0,0,0,0,5,241
CENTRO,399,BA,26,240,109,5,3,0,2,0,0,0,1,0,6,392
CENTRO,399,C1,20,244,111,2,1,0,1,0,1,1,2,0,4,387
,,,,,,,,,,,,,,,,
CENTRO,400,BA*,20,176,91,2,0,0,0,0,0,0,2,0,0,291
CENTRO,400,C1,31,141,115,4,1,0,1,0,0,0,7,0,8,308
CENTRO,401,BA,36,214,98,3,3,0,1,0,0,0,1,0,6,362
CENTRO,401,C1,26,230,92,0,6,0,0,0,0,0,1,0,6,361
CENTRO,401,C2*,31,227,103,1,1,1,0,0,0,0,1,0,3,368
CENTRO,401,C3*,36,181,115,1,1,0,0,0,0,0,0,0,5,339
CENTRO,402,BA,19,201,112,1,1,0,0,0,0,0,0,0,5,339
CENTRO,402,C1,38,192,111,3,2,0,0,0,0,0,2,0,1,349
CENTRO,403,BA,24,208,95,5,1,0,0,1,0,1,0,0,4,339
CENTRO,403,C1,21,192,94,4,2,0,0,0,0,0,2,0,4,319
CENTRO,404,BA,23,200,86,5,1,0,0,0,1,0,3,0,5,324
CENTRO,404,C1,22,168,110,0,0,1,0,0,0,0,0,0,2,303
CENTRO,404,C2,26,184,112,0,3,0,0,0,0,0,1,0,7,333
CENTRO,405,BA,21,196,84,3,0,0,0,0,0,1,1,0,8,314
CENTRO,405,C1*,19,192,90,2,0,0,2,1,0,1,0,1,3,311
CENTRO,405,C2*,14,175,96,1,2,1,0,1,1,0,0,0,6,297
CENTRO,405,C3,23,164,100,4,0,1,0,0,1,0,0,0,11,304
CENTRO,406,BA,23,142,88,2,0,0,0,0,1,1,2,0,6,265
CENTRO,406,C1,14,151,102,1,1,1,0,0,0,0,1,0,9,280
CENTRO,407,BA,35,145,80,1,2,1,2,0,1,0,5,0,11,283
CENTRO,407,C1*,33,167,79,3,0,0,0,0,1,0,9,0,6,298
CENTRO,408,BA*,37,168,137,2,3,0,0,0,0,0,1,0,5,353
CENTRO,408,C1*,25,186,121,2,2,1,0,0,0,0,0,0,6,343
CENTRO,409,BA,39,156,94,3,2,0,0,0,0,0,0,0,7,301
CENTRO,409,C1,47,148,108,4,1,0,0,0,0,0,0,0,4,312
CENTRO,410,BA,11,113,98,5,1,3,0,0,1,0,0,0,13,245
CENTRO,410,C1*,15,99,99,8,1,1,0,0,0,0,0,0,6,229
CENTRO,411,BA*,33,203,105,1,3,0,0,0,0,0,0,1,7,353
CENTRO,411,C1*,45,190,103,2,0,0,0,0,2,0,0,0,5,347
CENTRO,412,BA*,40,158,97,4,3,0,0,0,0,0,2,0,10,314
CENTRO,412,C1,17,179,101,1,1,1,0,0,0,0,0,0,6,306
CENTRO,413,BA,33,173,81,0,1,0,0,0,0,0,0,0,4,292
CENTRO,413,C1,26,168,99,2,4,1,0,0,0,0,0,0,6,306
CENTRO,414,BA,27,183,103,0,2,0,1,1,0,0,2,0,8,327
CENTRO,414,C1,34,159,113,2,0,2,0,0,0,0,1,0,0,311
CENTRO,415,BA,30,188,94,1,2,0,1,0,0,0,1,0,5,322
CENTRO,415,C1,31,194,102,1,2,0,0,0,0,0,0,1,0,331
CENTRO,415,C2,34,201,89,1,0,0,0,0,0,0,0,0,3,328
CENTRO,415,C3*,34,182,93,2,1,0,1,1,0,0,0,0,7,321
CENTRO,416,BA,30,229,123,1,1,0,0,0,0,0,1,0,2,387
CENTRO,416,C1,41,218,87,0,1,0,0,0,1,1,1,0,5,355
CENTRO,417,BA,28,162,89,0,1,0,0,0,0,0,2,0,7,289
CENTRO,417,C1,46,140,91,1,1,0,0,0,0,0,1,0,2,282
CENTRO,418,BA,35,148,66,4,0,0,0,0,0,0,0,0,5,258
CENTRO,418,C1,43,164,67,1,0,0,0,0,1,0,0,0,19,295
CENTRO,419,BA,5,144,137,0,1,0,0,0,0,0,0,0,2,289
CENTRO,420,BA*,5,122,145,2,0,0,0,0,0,0,0,1,9,284
CENTRO,420,C1*,6,86,166,2,0,0,0,0,1,0,0,0,12,273
CENTRO,421,BA*,5,144,222,0,1,0,1,0,0,0,0,0,18,391
CENTRO,421,C1,3,130,241,0,0,1,0,0,0,0,0,0,8,383
,,,,,,,,,,,,,,,,
CENTRO,421,C2*,1,126,266,0,1,0,0,0,0,0,0,0,13,407
CENTRO,422,BA,3,139,275,4,0,0,0,1,0,0,0,0,9,431
CENTRO,422,C1,5,165,249,2,1,0,0,1,0,0,0,0,10,433
CENTRO,422,C2,7,142,247,2,1,0,0,1,0,0,0,0,10,410
CENTRO,423,BA*,4,142,250,0,0,0,0,0,0,0,0,0,10,406
CENTRO,423,C1,1,137,279,3,0,1,0,0,2,0,0,0,2,425
CENTRO,423,C2,2,153,278,0,0,0,0,0,0,0,0,0,3,436
CENTRO,424,BA*,1,52,29,1,0,0,0,0,0,0,0,0,5,88
CENTRO,425,BA*,5,108,278,5,0,0,0,2,0,0,0,0,12,410
CENTRO,425,C1,6,123,271,3,0,0,0,0,0,0,0,0,7,410
CENTRO,426,BA*,10,113,254,10,0,0,0,0,0,0,0,0,4,391
CENTRO,426,C1*,10,91,350,7,0,0,0,0,0,0,0,0,11,469
CENTRO,427,BA*,26,188,130,1,3,0,0,0,0,0,0,0,10,358
CENTRO,427,C1*,27,198,127,1,1,0,0,1,0,0,0,0,9,364
CENTRO,428,BA*,28,187,124,1,7,0,0,0,0,0,0,0,9,356
CENTRO,428,C1*,19,213,127,1,6,0,1,0,0,0,1,0,16,384
CENTRO,429,BA*,29,207,151,2,8,0,0,1,1,0,0,0,5,404
CENTRO,429,C1,33,236,108,3,8,0,0,0,0,1,1,0,8,398
CENTRO,430,BA,9,128,202,2,1,0,1,0,3,1,1,0,5,353
CENTRO,430,C1,10,118,196,2,1,0,0,0,2,0,1,0,6,336
CENTRO,431,BA*,17,166,167,1,0,0,0,0,0,0,2,0,10,363
CENTRO,431,C1*,12,167,170,2,0,0,0,0,1,0,1,0,16,369
CENTRO,432,BA*,15,126,194,1,2,0,0,0,0,0,1,0,6,345
CENTRO,432,C1*,7,125,197,3,1,0,0,0,0,0,0,0,3,336
CENTRO,433,BA*,12,141,249,2,3,0,1,0,1,0,0,0,10,419
CENTRO,433,C1*,12,176,242,10,2,0,0,0,2,0,1,0,6,451
CENTRO,434,BA,31,181,96,2,1,0,0,0,0,0,0,0,0,311
CENTRO,434,C1*,23,138,131,1,3,0,1,0,0,1,0,0,6,304
CENTRO,435,BA*,27,171,143,1,3,0,0,0,0,0,0,0,10,355
CENTRO,435,C1,32,140,131,1,2,1,0,1,0,0,0,1,3,312
CENTRO,435,C2*,23,172,125,3,1,1,2,0,0,0,0,0,4,331
CENTRO,435,C3*,25,166,122,2,2,2,0,0,0,1,0,0,7,327
CENTRO,435,C4,24,182,138,3,0,0,0,0,0,0,0,0,4,351
CENTRO,436,BA,8,124,268,6,1,0,0,0,1,0,0,0,18,426
CENTRO,436,C1,7,104,265,1,1,1,0,1,0,0,0,0,10,390
CENTRO,437,BA*,0,70,220,2,0,2,0,0,0,0,0,0,9,303
CENTRO,437,C1,2,91,224,2,0,0,0,0,0,0,0,0,7,326
CENTRO,438,BA*,14,167,176,1,2,1,0,0,0,1,0,0,3,365
CENTRO,438,C1,3,182,182,5,0,0,0,0,0,0,1,0,7,380
CENTRO,439,BA*,12,150,84,9,0,9,0,0,0,0,3,0,4,271
CENTRO,440,BA,19,222,140,1,3,0,0,0,0,0,0,0,7,392
CENTRO,440,C1,17,200,159,2,2,1,0,0,1,0,1,0,3,386
CENTRO,440,C2,25,219,137,4,3,1,0,0,1,0,0,0,5,395
CENTRO,440,C3,26,211,149,3,4,1,0,0,0,0,0,0,8,402
CENTRO,441,BA*,8,205,89,2,0,0,0,1,4,0,0,0,17,326
CENTRO,441,EX*,2,121,50,0,2,0,0,0,0,0,0,0,10,185
CENTRO,441,X2,1,136,64,1,0,0,0,0,0,0,0,0,7,209
CENTRO,442,BA*,26,139,103,0,2,1,0,0,0,0,0,0,7,278
CENTRO,443,BA*,12,166,76,1,1,0,1,0,0,0,0,0,8,265
CENTRO,443,C1,16,151,76,1,0,1,3,0,0,0,0,0,11,259
,,,,,,,,,,,,,,,,
CENTRO,443,C2*,12,152,69,0,1,0,0,0,0,0,0,0,1,235
CENTRO,444,BA*,0,105,124,0,0,0,0,0,1,0,0,0,4,234
CENTRO,445,BA*,15,150,65,5,2,0,2,1,1,0,0,0,11,252
CENTRO,445,C1*,15,162,83,3,0,0,0,0,0,1,1,0,9,274
CENTRO,446,BA*,21,221,120,2,2,0,1,1,0,0,2,0,8,378
CENTRO,446,C1,31,232,105,5,1,0,0,0,1,1,1,0,7,384
CENTRO,446,C2,30,190,119,2,2,0,0,0,1,0,0,0,16,360
CENTRO,447,BA*,25,237,166,11,0,0,0,0,0,1,0,0,17,457
CENTRO,448,BA*,6,210,262,1,2,0,0,0,0,0,0,0,9,490
CENTRO,449,BA*,18,15,6,1,0,0,0,1,0,0,0,0,2,43
CENTRO,450,BA*,6,145,32,0,0,0,0,0,0,1,0,0,4,188
CENTRO,450,C1,13,129,31,1,1,0,0,1,0,0,0,0,22,198
CENTRO,450,EX,9,140,34,0,1,0,0,0,0,0,0,0,9,193
CENTRO,451,BA*,22,201,181,8,1,0,0,0,1,0,0,0,18,432
CENTRO,452,BA*,19,171,85,4,1,0,1,2,2,0,0,1,12,298
CENTRO,452,C1*,20,151,92,5,1,3,0,0,1,0,1,2,13,289
CENTRO,452,EX,12,72,37,2,0,0,1,0,1,0,0,0,15,140
CENTRO,453,BA,23,113,79,2,3,0,0,0,1,0,0,0,2,223
CENTRO,453,C1*,18,120,84,2,2,1,0,0,2,0,0,0,6,235
CENTRO,454,BA*,20,196,108,0,1,0,0,1,1,0,0,0,10,337
CENTRO,455,BA*,24,331,52,1,2,2,2,0,2,0,0,0,13,429
CENTRO,456,BA*,17,158,120,4,0,0,0,1,0,0,0,0,9,309
CENTRO,456,C1*,17,113,130,1,1,0,0,0,1,0,0,0,5,268
CENTRO,457,BA*,17,188,108,3,3,0,0,0,0,0,0,1,8,328
CENTRO,457,C1,15,158,139,1,1,0,0,0,1,0,0,0,9,324
CENTRO,458,BA*,21,158,124,1,0,0,0,0,0,0,0,0,12,316
CENTRO,458,C1*,14,167,104,3,3,0,0,0,1,0,0,0,24,316
CENTRO,459,BA,5,63,7,1,0,0,0,0,0,0,0,0,1,77
CENTRO,460,BA,15,203,123,3,0,0,0,0,0,0,0,0,12,356
CENTRO,460,C1*,20,181,147,2,4,0,0,0,3,0,0,0,13,370
CENTRO,461,BA,16,288,82,7,1,0,0,1,0,0,1,0,9,405
CENTRO,462,BA,11,189,158,1,2,0,0,0,0,0,0,1,5,367
CENTRO,462,C1,13,190,130,1,2,0,0,0,1,0,0,0,8,345
CENTRO,463,BA,14,155,116,9,2,0,0,0,0,0,0,0,9,305
CENTRO,463,C1*,11,154,111,4,1,0,1,0,0,0,0,1,13,296
CENTRO,463,C2,17,157,105,8,1,0,0,0,0,0,0,0,4,292
CENTRO,464,BA,24,146,89,7,0,1,2,0,2,1,2,1,13,288
CENTRO,464,C1*,22,156,121,8,0,0,1,0,1,0,0,0,5,314
CENTRO,464,C2,22,144,86,8,1,0,0,0,0,0,2,0,18,281
CENTRO,465,BA,54,174,116,0,2,0,0,0,0,1,0,0,4,351
CENTRO,465,C1,30,163,140,2,0,0,0,0,2,0,0,0,7,344
CENTRO,466,BA,25,146,66,1,1,1,1,1,0,0,0,1,9,252
CENTRO,466,C1,20,144,67,2,0,0,0,0,0,0,0,0,14,247
CENTRO,467,BA*,24,180,144,18,3,0,0,0,1,1,1,0,10,382
CENTRO,467,C1,14,186,126,33,0,0,1,0,0,0,0,0,11,371
CENTRO,467,C2*,18,196,129,24,1,1,3,1,2,0,1,0,1,377
CENTRO,468,BA,32,149,98,5,0,0,0,0,0,0,1,0,6,291
CENTRO,468,C1*,35,140,99,5,1,0,0,0,1,0,0,0,6,287
CENTRO,469,BA*,24,175,117,4,3,0,0,1,0,0,0,0,11,335
CENTRO,469,C1*,28,193,114,4,4,0,0,1,2,0,0,0,14,360
,,,,,,,,,,,,,,,,
CENTRO,470,BA,19,162,141,2,0,0,0,0,1,0,1,0,0,326
CENTRO,470,C1,16,139,106,1,1,0,0,0,0,0,0,0,32,295
CENTRO,470,C2,23,187,115,3,1,0,0,1,1,0,0,0,20,351
CENTRO,471,BA,12,122,68,2,1,0,0,0,0,5,0,0,18,228
CENTRO,472,BA*,3,194,22,0,4,0,1,0,1,0,0,0,7,232
CENTRO,472,C1,10,196,24,2,1,0,0,0,1,0,0,0,19,253
CENTRO,473,BA*,1,69,7,1,0,0,0,0,0,0,0,0,2,80
CENTRO,473,EX*,3,125,16,2,3,1,0,0,0,0,0,0,6,156
CENTRO,474,BA,6,122,59,0,0,0,0,0,0,0,0,0,4,191
CENTRO,474,C1,6,129,40,1,0,0,0,0,0,0,0,0,3,179
CENTRO,474,C2,6,124,54,1,0,1,0,0,0,0,0,0,6,192
CENTRO,475,BA,13,99,154,8,2,0,0,0,0,1,1,0,10,288
CENTRO,475,C1,9,87,134,2,1,0,0,1,0,0,1,0,60,295
CENTRO,476,BA,39,174,86,13,2,0,0,0,0,0,0,0,6,320
CENTRO,476,C1*,35,159,81,11,1,1,1,0,0,0,0,0,9,298
CENTRO,477,BA,22,189,146,4,3,1,0,0,0,0,0,0,7,372
CENTRO,477,C1*,18,208,159,14,2,0,0,0,2,0,1,0,16,420
CENTRO,478,BA,8,193,61,5,1,0,0,1,2,0,0,1,11,283
CENTRO,478,C1,10,183,49,0,0,0,0,0,0,0,0,0,13,255
CENTRO,479,BA,24,114,122,2,0,0,0,0,1,0,0,0,4,267
CENTRO,479,C1,23,122,128,1,1,0,0,0,0,0,0,0,8,283
CENTRO,480,BA,23,134,82,2,1,0,0,0,0,0,3,0,20,265
CENTRO,480,C1,29,119,113,2,1,0,1,0,0,0,1,0,11,277
CENTRO,480,C2*,21,120,77,0,0,0,0,0,2,1,0,0,7,228
CENTRO,480,C3*,26,128,103,2,1,1,0,0,0,0,1,0,9,271
CENTRO,481,BA,23,181,204,2,1,0,0,1,1,0,1,0,13,427
CENTRO,481,C1*,23,185,215,5,4,0,1,1,3,0,0,1,13,451
CENTRO,482,BA,15,117,62,0,1,2,0,0,1,0,0,0,7,205
CENTRO,482,C1*,16,132,64,3,1,0,0,1,0,0,0,0,2,219
CENTRO,483,BA,34,255,98,1,2,1,0,0,0,0,2,0,11,404
CENTRO,484,BA,33,230,125,4,1,0,0,0,0,0,0,0,8,401
CENTRO,484,C1,33,219,117,3,1,1,0,0,0,0,1,0,6,381
CENTRO,485,BA*,29,226,128,1,1,0,0,0,0,0,0,0,6,391
CENTRO,485,C1,36,262,134,3,2,0,0,0,1,0,0,0,13,451
CENTRO,486,BA,51,172,68,5,2,0,0,0,1,0,0,0,12,311
CENTRO,486,C1*,45,179,65,3,1,1,1,0,1,0,1,1,9,307
CENTRO,487,BA*,23,176,65,4,1,0,0,0,0,0,4,0,12,285
CENTRO,488,BA*,38,166,72,1,3,0,0,0,0,0,2,0,4,286
CENTRO,489,BA*,12,190,53,1,4,0,0,0,1,0,1,0,9,271
CENTRO,489,C1,11,174,63,1,1,1,1,0,0,0,1,0,10,263
CENTRO,490,BA*,35,84,115,0,1,0,0,0,0,0,0,0,6,241
CENTRO,490,C1,25,96,111,2,3,0,0,0,0,0,0,0,7,244
CENTRO,491,BA*,36,128,175,3,0,0,0,0,0,0,1,0,13,356
CENTRO,491,C1,24,122,166,2,3,0,0,0,2,1,0,0,22,342
CENTRO,492,BA*,13,115,104,3,0,0,0,0,1,0,0,0,8,244
,,,,,,,,,,,,,,,,
CENTRO,492,C1,14,146,77,1,2,0,0,0,2,0,0,0,10,252
CENTRO,493,BA,19,189,48,1,1,0,1,0,1,0,0,0,8,268
CENTRO,494,BA*,32,178,148,0,1,0,0,0,2,0,1,1,8,371
CENTRO,494,C1*,26,180,165,2,1,1,0,1,0,0,0,0,14,390
CENTRO,495,BA,17,175,190,4,3,0,0,0,3,0,0,0,16,408
CENTRO,495,C1,19,168,204,9,4,0,0,1,1,0,0,0,16,422
CENTRO,496,BA,22,197,159,1,0,0,0,0,2,0,0,1,3,385
CENTRO,497,BA,11,134,117,0,2,0,0,0,1,0,0,0,15,280
CENTRO,497,C1*,12,152,93,6,0,0,0,1,1,0,0,0,9,274
CENTRO,497,C2,15,153,92,2,1,1,0,0,0,0,1,0,12,277
CENTRO,498,BA,26,189,140,3,0,0,0,0,0,0,0,1,6,365
CENTRO,498,C1*,16,136,187,3,0,0,0,0,2,0,0,1,12,357
CENTRO,499,BA*,5,159,58,0,1,0,0,0,0,0,0,0,4,227
CENTRO,500,BA*,43,164,113,6,4,0,0,0,0,0,3,0,6,339
CENTRO,500,C1,34,203,118,4,2,1,0,0,0,0,1,0,8,371
CENTRO,500,C2*,38,176,117,3,1,0,0,0,1,0,2,0,11,349
CENTRO,501,BA*,46,159,103,1,4,0,0,0,0,0,0,1,7,321
CENTRO,501,C1*,35,165,87,1,3,0,0,1,0,0,0,0,4,296
CENTRO,502,BA,52,157,108,4,2,0,1,0,0,0,1,1,6,332
CENTRO,502,C1*,38,137,97,4,2,0,0,0,1,0,0,3,12,294
CENTRO,502,C2*,46,187,103,4,2,1,0,0,1,0,0,1,6,351
CENTRO,503,BA,22,106,69,1,2,0,0,0,3,0,0,0,13,216
CENTRO,503,C1*,23,149,70,3,2,0,0,1,2,0,0,1,5,256
CENTRO,503,C2,20,126,71,3,1,0,0,0,0,0,0,0,9,230
CENTRO,504,BA*,29,159,55,2,0,0,0,0,2,0,0,0,12,259
CENTRO,504,C1,25,192,59,3,0,0,0,0,0,0,0,0,8,287
CENTRO,505,BA*,28,88,104,0,0,0,0,0,0,0,0,0,0,220
CENTRO,505,C1*,13,117,72,2,1,1,1,0,2,0,0,1,3,213
CENTRO,506,BA*,54,151,81,4,4,0,0,2,0,1,0,0,6,303
CENTRO,507,BA*,26,313,40,0,2,0,0,0,1,1,1,0,15,399
CENTRO,508,BA*,21,198,117,0,1,0,0,0,0,1,0,0,8,346
CENTRO,508,C1*,21,177,103,3,3,2,0,0,0,0,0,0,10,319
CENTRO,509,BA*,30,151,30,0,0,0,0,0,1,0,0,1,6,219
CENTRO,510,BA*,12,94,48,1,0,0,0,0,0,0,0,1,4,160
CENTRO,511,BA*,27,56,25,2,2,0,0,0,0,0,0,0,1,113
CENTRO,288,EM,10,84,61,0,3,0,0,0,0,0,0,0,5,163
CENTRO,385,EM*,8,95,54,0,1,0,0,0,0,0,0,0,1,159
,,,,,,,,,,,,,,,,
COMALCALCO,512,BA,67,87,137,3,1,0,0,0,0,3,1,1,4,304
COMALCALCO,512,C1,58,97,115,5,0,0,0,0,0,2,0,1,2,280
COMALCALCO,513,BA,51,95,136,9,0,0,0,0,0,1,0,0,4,296
COMALCALCO,513,C1*,56,96,122,2,0,0,0,0,0,0,0,0,7,283
COMALCALCO,514,BA,47,124,137,12,1,0,0,0,0,0,2,0,5,328
COMALCALCO,515,BA,60,126,147,11,1,0,1,0,1,0,1,7,0,355
COMALCALCO,515,C1,80,143,148,10,1,0,0,0,0,1,0,0,6,389
COMALCALCO,516,BA,53,167,161,6,1,0,0,0,0,0,0,0,7,395
COMALCALCO,516,C1,44,135,165,14,1,1,0,0,0,0,0,0,8,368
COMALCALCO,517,BA,46,82,180,4,0,0,0,0,0,1,0,0,4,317
COMALCALCO,517,C1,38,80,150,11,1,0,1,0,0,0,0,0,5,286
COMALCALCO,518,BA,82,91,155,6,1,0,0,1,0,2,1,0,6,345
COMALCALCO,519,BA,49,70,119,15,0,0,1,0,0,1,1,0,7,263
COMALCALCO,519,C1,45,75,113,17,2,0,0,0,0,0,0,0,4,256
COMALCALCO,520,BA,54,109,217,17,0,0,0,0,0,1,0,0,0,398
COMALCALCO,521,BA,114,136,163,11,0,0,0,0,0,0,0,0,7,431
COMALCALCO,522,BA,76,94,195,19,7,0,0,0,1,1,0,0,9,402
COMALCALCO,523,BA,48,83,146,8,1,0,0,0,1,0,0,0,5,292
COMALCALCO,523,C1,50,88,138,8,0,0,0,0,0,3,0,0,8,295
COMALCALCO,524,BA,55,117,192,4,3,0,0,0,0,4,0,0,7,382
COMALCALCO,525,BA,66,82,113,2,1,0,0,0,0,3,0,0,8,275
COMALCALCO,525,C1,54,87,120,4,0,2,0,0,0,3,1,0,2,273
COMALCALCO,526,BA,86,105,219,13,0,1,0,0,1,0,0,0,6,431
COMALCALCO,527,BA,41,81,112,2,1,0,0,0,0,0,1,0,1,239
COMALCALCO,527,C1,39,75,102,3,0,0,0,0,0,5,0,0,2,226
COMALCALCO,528,BA,39,113,158,7,2,5,0,0,1,2,0,0,2,329
COMALCALCO,528,C1,57,70,172,5,0,0,0,0,1,0,0,0,5,310
COMALCALCO,528,C2,37,87,156,6,1,1,1,1,0,0,0,0,4,294
COMALCALCO,529,BA,35,97,136,6,3,0,0,0,0,0,0,0,3,280
COMALCALCO,529,C1,25,95,126,4,1,0,0,0,0,0,0,0,0,251
COMALCALCO,530,BA,63,75,120,6,2,0,0,0,1,1,0,0,2,270
COMALCALCO,530,C1,82,65,106,6,3,0,1,0,1,0,0,0,5,269
COMALCALCO,531,BA,43,63,118,7,1,0,0,0,0,0,0,0,4,236
COMALCALCO,531,C1,36,65,119,9,1,0,0,0,1,0,0,0,1,232
COMALCALCO,532,BA,97,144,200,1,0,0,1,0,0,2,0,0,6,451
COMALCALCO,533,BA,52,86,168,5,1,0,0,0,0,0,0,0,4,316
COMALCALCO,533,C1,32,85,202,8,1,0,0,0,0,1,0,0,3,332
COMALCALCO,534,BA,31,73,175,6,0,0,0,0,0,0,1,0,5,291
COMALCALCO,534,C1,44,101,150,5,1,0,0,0,0,0,0,0,6,307
COMALCALCO,535,BA,48,93,86,3,1,0,0,0,0,1,0,0,5,237
COMALCALCO,535,C1,40,97,94,4,1,0,0,0,0,2,0,0,13,251
COMALCALCO,536,BA,52,95,174,3,0,0,0,0,0,1,0,0,7,332
COMALCALCO,536,C1,43,93,186,6,2,0,0,0,0,2,0,0,3,335
COMALCALCO,537,BA,64,71,100,4,1,0,0,0,0,8,1,0,8,257
COMALCALCO,537,C1,63,68,110,1,2,0,0,0,0,4,0,0,5,253
COMALCALCO,538,BA,32,134,156,11,2,1,0,0,1,0,0,0,10,347
COMALCALCO,538,C1,23,110,208,5,1,0,0,0,1,0,0,0,2,350
COMALCALCO,538,C2,33,125,147,14,2,0,0,2,0,0,0,0,6,329
COMALCALCO,539,BA,46,261,118,6,2,0,0,0,0,1,0,0,5,439
COMALCALCO,540,BA,52,184,160,17,2,0,1,0,1,0,0,0,15,432
,,,,,,,,,,,,,,,,
COMALCALCO,541,BA,42,187,137,2,0,0,0,0,0,0,0,0,17,385
COMALCALCO,542,BA*,13,208,111,7,2,0,0,0,0,2,0,0,18,361
COMALCALCO,542,C1,14,224,93,4,0,0,1,0,1,1,0,0,7,345
COMALCALCO,543,BA,19,117,159,2,0,0,0,0,3,0,0,0,0,300
COMALCALCO,543,C1,10,114,158,3,1,0,0,1,1,1,0,0,9,298
COMALCALCO,544,BA,57,123,181,3,1,1,0,0,0,0,0,0,0,366
COMALCALCO,545,BA,39,162,121,2,1,0,0,1,1,1,0,0,9,337
COMALCALCO,545,C1,44,201,77,8,1,0,0,0,3,2,0,0,11,347
COMALCALCO,546,BA,19,91,90,4,0,0,0,0,0,0,0,191,15,410
COMALCALCO,546,C1,33,108,128,6,0,0,0,0,1,0,0,0,0,276
COMALCALCO,547,BA,31,266,95,16,1,0,0,0,3,0,0,0,15,427
