Municipio,Sección,Casilla,Lista Nominal,PAN,PRI-PVEM,PRD,PT,PC,PAS,PMP,FC,No Registrados,Nulos,Total
,,,,,,,,,,,,,,
CENTRO,397,BA,511,43,62,51,0,1,0,0,0,0,2,159
CENTRO,397,C1,512,42,82,53,0,0,0,0,0,0,4,181
CENTRO,397,C2,512,36,74,61,1,0,0,0,0,0,3,175
CENTRO,398,BA,742,61,136,128,0,2,0,1,0,0,10,338
CENTRO,398,C1,743,53,112,118,2,0,0,2,0,0,2,289
CENTRO,399,BA,671,65,139,108,2,1,1,0,0,0,6,322
CENTRO,399,C1,672,48,138,93,3,1,0,1,0,0,14,298
CENTRO,400,BA,642,55,105,82,1,1,0,1,0,0,5,250
CENTRO,400,C1,643,58,105,88,0,2,0,1,0,0,10,264
CENTRO,401,BA,637,73,118,55,1,3,0,1,0,0,2,253
CENTRO,401,C1,638,70,108,73,1,4,0,2,0,0,4,262
CENTRO,401,C2,638,71,123,69,0,3,0,2,0,0,5,273
CENTRO,401,C3,638,91,91,82,2,5,0,0,0,0,1,272
CENTRO,402,BA,545,74,110,85,0,6,0,4,0,0,6,285
CENTRO,402,C1,546,74,111,96,0,4,0,3,0,0,6,294
CENTRO,403,BA,628,41,119,65,1,0,0,1,0,0,7,234
CENTRO,403,C1,629,35,119,65,2,1,1,0,0,0,3,226
CENTRO,404,BA,613,60,131,68,0,7,0,0,0,0,4,270
CENTRO,404,C1,613,45,125,85,0,1,1,0,1,0,5,263
CENTRO,404,C2,614,60,135,96,0,2,0,2,0,0,5,300
CENTRO,405,BA,666,85,113,80,0,1,0,2,1,0,8,290
CENTRO,405,C1,666,73,114,86,2,0,1,1,0,0,5,282
CENTRO,405,C2,666,75,98,102,1,0,0,0,0,0,8,284
CENTRO,405,C3,666,57,109,104,1,2,1,2,0,0,0,276
CENTRO,405,C4,667,82,93,94,7,0,0,0,0,0,8,284
CENTRO,406,BA,533,37,81,87,1,1,1,0,0,0,8,216
CENTRO,406,C1,533,41,88,98,1,0,1,1,0,0,2,232
CENTRO,407,BA,596,43,108,77,0,2,1,1,0,0,3,235
CENTRO,407,C1,597,41,114,82,0,0,0,0,0,0,8,245
CENTRO,408,BA,680,50,101,104,1,1,0,1,0,0,3,261
CENTRO,408,C1,681,51,118,76,0,1,0,1,0,0,4,251
CENTRO,409,BA,628,45,69,85,1,0,0,1,0,0,3,204
CENTRO,409,C1,629,38,79,69,1,0,1,1,0,0,4,193
CENTRO,410,BA,536,26,98,91,1,0,2,0,0,0,2,220
CENTRO,410,C1,536,32,89,106,1,0,0,0,0,0,6,234
CENTRO,411,BA,725,46,130,71,1,2,0,2,0,0,3,255
CENTRO,411,C1,725,40,130,88,0,0,0,1,1,0,1,261
CENTRO,412,BA,599,41,77,64,0,0,0,1,0,0,6,189
CENTRO,412,C1,599,28,105,65,0,2,2,1,0,0,11,214
CENTRO,413,BA,574,35,106,64,0,1,0,1,0,0,5,212
CENTRO,413,C1,575,45,96,57,0,0,1,1,0,0,7,207
CENTRO,414,BA,601,59,115,82,0,2,0,0,1,0,5,264
CENTRO,414,C1,601,82,106,70,1,1,0,1,0,0,4,265
CENTRO,415,BA,666,55,109,80,0,3,0,1,0,0,0,248
CENTRO,415,C1,666,50,104,88,1,1,0,4,0,0,7,255
,,,,,,,,,,,,,,
CENTRO,415,C2,666,52,109,83,0,3,0,2,2,0,7,258
CENTRO,415,C3,666,63,94,64,0,2,0,2,0,0,6,231
CENTRO,416,BA,507,60,118,59,1,0,0,0,0,0,2,240
CENTRO,416,C1,508,53,98,68,0,0,1,1,0,0,1,222
CENTRO,416,C2,508,57,105,64,0,2,0,1,0,0,4,233
CENTRO,417,BA,476,59,97,63,0,0,0,2,0,0,1,222
CENTRO,417,C1,477,74,85,76,1,0,0,1,0,0,1,238
CENTRO,418,BA,662,72,106,72,0,0,0,0,0,0,5,255
CENTRO,418,C1,663,122,136,62,0,2,0,0,0,0,7,329
CENTRO,419,BA,394,65,72,117,0,3,0,0,0,0,6,263
CENTRO,420,BA,481,17,57,226,3,3,0,0,0,0,7,313
CENTRO,420,C1,482,29,46,222,3,2,1,0,0,0,194,497
CENTRO,421,BA,597,95,51,182,0,1,0,1,0,0,11,341
CENTRO,421,C1,598,74,43,232,1,5,1,0,0,0,6,362
CENTRO,421,C2,598,84,46,224,0,9,0,0,0,0,6,369
CENTRO,422,BA,660,74,78,217,0,2,0,0,0,0,3,374
CENTRO,422,C1,661,63,92,207,2,2,0,0,0,0,5,371
CENTRO,422,C2,661,69,83,184,1,1,0,3,0,0,0,341
CENTRO,423,BA,641,81,89,259,3,0,0,0,0,0,14,446
CENTRO,423,C1,642,79,76,297,1,0,0,0,0,0,4,457
CENTRO,423,C2,642,84,90,244,0,0,0,0,0,0,2,420
CENTRO,424,BA,88,13,11,32,0,0,0,0,0,5,0,61
CENTRO,425,BA,650,46,77,256,1,0,1,1,0,2,4,388
CENTRO,425,C1,651,48,83,228,0,1,0,0,0,0,18,378
CENTRO,426,BA,676,83,81,298,5,0,0,1,0,0,8,476
CENTRO,426,C1,677,78,74,303,2,1,1,0,0,0,9,468
CENTRO,427,BA,691,100,124,149,0,0,0,1,0,0,5,379
CENTRO,427,C1,691,94,163,141,0,1,0,1,1,0,5,406
CENTRO,428,BA,672,68,154,140,1,0,0,0,2,0,6,371
CENTRO,428,C1,672,75,163,130,2,0,0,2,0,0,8,380
CENTRO,429,BA,725,120,138,130,1,1,1,1,0,0,3,395
CENTRO,429,C1,725,108,141,101,0,0,0,2,1,0,6,359
CENTRO,430,BA,686,42,110,209,1,0,0,0,0,0,3,365
CENTRO,430,C1,687,35,104,172,1,0,0,0,0,0,0,312
CENTRO,431,BA,720,47,110,138,1,3,0,2,0,0,6,307
CENTRO,431,C1,720,39,98,135,2,1,0,0,0,0,10,285
CENTRO,432,BA,597,43,97,137,0,0,1,0,0,0,3,281
CENTRO,432,C1,597,38,103,141,0,1,0,0,0,0,3,286
CENTRO,433,BA,520,39,86,86,0,2,0,0,0,0,3,216
CENTRO,433,C1,520,71,78,116,0,1,0,1,0,0,3,270
CENTRO,433,C2,521,48,88,91,2,1,0,1,0,0,1,232
CENTRO,434,BA,576,36,119,67,0,1,0,0,0,0,3,226
CENTRO,434,C1,577,33,92,70,0,0,1,1,2,0,2,201
CENTRO,435,BA,638,54,116,85,0,1,0,0,0,0,3,259
CENTRO,435,C1,638,35,91,95,0,0,0,0,0,0,18,239
,,,,,,,,,,,,,,
CENTRO,435,C2,638,46,98,89,1,3,0,2,0,0,13,252
CENTRO,435,C3,638,61,111,78,0,1,1,0,0,0,5,257
CENTRO,435,C4,639,41,93,89,0,1,1,0,1,0,4,230
CENTRO,435,C5,639,60,112,85,2,3,0,0,0,0,1,263
CENTRO,436,BA,662,75,70,247,1,1,1,1,0,0,5,401
CENTRO,436,C1,662,55,73,239,1,2,1,0,0,0,0,371
CENTRO,437,BA,449,15,33,249,0,1,1,0,0,0,7,306
CENTRO,437,C1,450,24,30,259,0,1,0,0,0,0,2,316
CENTRO,438,BA,685,89,94,193,5,1,0,0,0,0,6,388
CENTRO,438,C1,686,81,114,182,2,0,0,0,0,0,7,386
CENTRO,439,BA,653,57,78,111,0,0,0,0,0,0,9,255
CENTRO,440,BA,749,89,138,88,1,3,0,0,0,0,5,324
CENTRO,440,C1,749,60,111,134,0,1,0,0,0,0,2,308
CENTRO,440,C2,750,53,136,86,1,1,1,2,0,0,6,286
CENTRO,440,C3,750,78,134,88,2,3,0,0,0,0,16,321
CENTRO,440,C4,750,88,138,95,0,7,0,0,1,0,6,335
CENTRO,441,BA,545,33,169,104,3,1,1,2,0,0,5,318
CENTRO,441,EX,617,63,119,92,3,0,0,0,0,0,6,283
CENTRO,441,X2,258,42,71,60,0,0,0,0,0,0,16,189
CENTRO,442,BA,455,108,118,87,0,0,1,0,0,0,0,314
CENTRO,443,BA,691,44,105,112,1,2,0,0,0,0,5,269
CENTRO,443,C1,691,31,114,133,2,0,1,0,0,0,5,286
CENTRO,443,C2,692,46,96,124,0,1,0,0,0,0,3,270
CENTRO,444,BA,381,77,67,106,0,0,0,0,0,0,0,250
CENTRO,445,BA,503,39,99,78,0,4,1,0,1,0,9,231
CENTRO,445,C1,503,33,116,72,0,3,1,3,0,0,5,233
CENTRO,446,BA,616,68,110,84,1,1,0,0,1,0,8,273
CENTRO,446,C1,617,55,138,55,3,1,0,2,0,0,11,265
CENTRO,446,C2,617,62,123,67,2,1,0,1,0,0,8,264
CENTRO,446,C3,617,56,128,65,1,0,1,2,0,0,0,253
CENTRO,447,BA,410,35,105,78,5,0,0,0,0,0,0,223
CENTRO,447,C1,410,34,94,80,2,0,1,1,0,0,7,219
CENTRO,448,BA,407,13,93,116,1,0,0,3,0,3,5,234
CENTRO,448,C1,408,7,125,111,0,1,0,0,0,0,0,244
CENTRO,449,BA,69,25,8,0,1,0,0,0,0,0,0,34
CENTRO,450,BA,585,94,118,44,0,1,0,1,0,0,2,260
CENTRO,450,C1,585,89,122,37,3,2,1,1,2,0,9,266
CENTRO,450,EX,652,46,143,63,1,0,0,3,3,0,8,267
CENTRO,451,BA,397,30,80,83,0,0,0,0,0,0,8,201
CENTRO,451,C1,398,19,105,78,0,0,0,2,0,0,13,217
CENTRO,452,BA,589,50,115,60,0,2,1,0,3,0,15,246
CENTRO,452,C1,589,56,73,65,2,0,1,0,1,0,59,257
CENTRO,452,C2,590,41,88,84,2,1,1,1,0,0,15,233
CENTRO,452,EX,290,39,52,75,3,0,0,0,2,0,8,179
CENTRO,453,BA,574,28,71,75,1,0,2,0,0,0,6,183
,,,,,,,,,,,,,,
CENTRO,453,C1,574,31,65,72,1,0,1,1,0,0,3,174
CENTRO,454,BA,726,110,146,106,3,0,0,1,0,0,11,377
CENTRO,455,BA,384,119,75,30,1,1,6,0,0,0,2,234
CENTRO,455,C1,385,91,68,71,2,1,2,0,0,0,10,245
CENTRO,456,BA,519,67,111,131,0,0,0,0,0,0,13,322
CENTRO,456,C1,519,47,83,131,1,2,1,1,0,0,5,271
CENTRO,457,BA,585,77,110,124,0,0,0,0,0,0,8,319
CENTRO,457,C1,585,68,93,163,1,1,0,0,0,0,3,329
CENTRO,458,BA,568,23,84,106,0,0,0,0,0,0,4,217
CENTRO,458,C1,568,15,88,104,3,0,1,0,0,0,6,217
CENTRO,458,C2,568,17,96,82,0,1,0,1,0,0,9,206
CENTRO,459,BA,110,17,47,6,0,0,0,1,0,0,0,71
CENTRO,460,BA,728,69,127,125,0,1,0,1,0,0,9,332
CENTRO,460,C1,729,51,136,166,1,0,1,1,0,0,12,368
CENTRO,461,BA,735,54,207,121,4,0,0,0,0,0,15,401
CENTRO,462,BA,729,37,162,184,1,0,0,0,0,0,3,387
CENTRO,462,C1,729,35,155,164,1,2,1,1,0,0,10,369
CENTRO,463,BA,676,53,121,113,0,0,0,1,0,0,10,298
CENTRO,463,C1,677,66,120,114,0,1,0,0,1,0,8,310
CENTRO,463,C2,677,44,137,120,2,0,0,1,0,0,4,308
CENTRO,464,BA,694,42,119,108,1,3,0,0,0,0,9,282
CENTRO,464,C1,694,25,137,139,1,2,0,2,1,0,10,317
CENTRO,464,C2,694,42,119,113,2,0,1,2,3,0,8,290
CENTRO,465,BA,573,83,79,93,0,1,0,0,0,0,6,262
CENTRO,465,C1,573,81,100,92,2,1,0,0,0,0,7,283
CENTRO,465,C2,573,60,93,82,1,0,0,2,0,0,4,242
CENTRO,466,BA,501,50,122,55,0,1,0,0,0,0,7,235
CENTRO,466,C1,501,43,137,55,2,0,0,0,0,0,4,241
CENTRO,467,BA,706,39,109,131,0,0,2,0,0,0,4,285
CENTRO,467,C1,706,27,94,167,0,3,0,0,0,0,6,297
CENTRO,467,C2,706,33,108,100,1,1,0,1,0,0,0,244
CENTRO,467,C3,707,32,118,128,2,9,0,0,0,1,6,296
CENTRO,468,BA,544,80,116,93,1,1,1,0,0,0,11,303
CENTRO,468,C1,544,65,104,91,0,0,0,0,0,0,11,271
CENTRO,469,BA,720,94,142,106,0,4,0,2,0,0,7,355
CENTRO,469,C1,721,85,169,107,2,2,1,0,1,6,6,379
CENTRO,470,BA,606,38,103,106,2,1,1,0,0,0,3,254
CENTRO,470,C1,607,29,99,124,1,1,0,1,1,0,5,261
CENTRO,470,C2,607,36,109,101,1,1,0,1,0,0,5,254
CENTRO,470,C3,607,39,107,117,2,1,0,0,1,0,0,267
CENTRO,471,BA,649,60,97,42,3,0,0,3,0,0,6,211
CENTRO,472,BA,492,26,127,18,0,0,0,0,0,0,7,178
CENTRO,472,C1,492,36,128,29,0,0,1,1,2,0,12,209
CENTRO,473,BA,114,22,79,51,5,1,1,0,1,0,0,160
CENTRO,473,EX,360,2,55,30,0,0,0,0,0,0,0,87
,,,,,,,,,,,,,,
CENTRO,474,BA,585,56,121,40,2,1,0,1,0,0,6,227
CENTRO,474,C1,585,59,102,47,1,1,0,3,0,0,4,217
CENTRO,474,C2,585,58,116,44,2,1,0,0,0,0,4,225
CENTRO,474,C3,586,59,93,55,1,1,1,0,0,0,7,217
CENTRO,475,BA,560,55,164,332,3,1,0,1,0,0,7,563
CENTRO,475,C1,561,36,95,166,1,0,1,1,0,0,2,302
CENTRO,476,BA,546,51,99,67,0,0,0,0,0,0,0,217
CENTRO,476,C1,546,47,89,63,1,0,0,0,0,0,0,200
CENTRO,476,C2,546,36,109,77,4,0,0,0,0,0,3,229
CENTRO,477,BA,575,54,126,120,1,1,0,2,0,0,12,316
CENTRO,477,C1,576,39,158,109,2,2,1,0,0,0,7,318
CENTRO,477,C2,576,73,155,90,1,0,0,0,1,0,0,320
CENTRO,478,BA,515,84,120,53,2,0,1,1,0,0,8,269
CENTRO,478,C1,516,74,97,62,2,0,3,2,0,0,2,242
CENTRO,479,BA,685,43,157,152,1,0,2,0,0,0,8,363
CENTRO,479,C1,685,51,174,125,0,4,0,2,0,0,3,359
CENTRO,480,BA,674,54,135,48,1,2,0,0,1,0,3,244
CENTRO,480,C1,674,80,95,66,1,1,2,0,0,0,8,253
CENTRO,480,C2,674,50,103,56,1,1,1,1,0,0,5,218
CENTRO,480,C3,675,70,94,58,1,1,0,0,0,0,6,230
CENTRO,481,BA,573,110,76,94,2,0,0,1,0,0,3,286
CENTRO,481,C1,573,92,106,90,3,0,1,2,0,0,7,301
CENTRO,481,C2,573,99,94,98,1,1,0,2,0,0,6,301
CENTRO,482,BA,538,82,86,52,0,1,0,3,0,0,3,227
CENTRO,482,C1,539,67,74,45,3,0,0,0,0,0,31,220
CENTRO,483,BA,479,51,107,42,0,1,1,0,0,0,5,207
CENTRO,483,C1,480,68,95,50,2,3,1,1,0,0,3,223
CENTRO,484,BA,659,96,90,88,3,2,1,3,0,0,7,290
CENTRO,484,C1,660,98,131,73,0,2,0,0,0,0,3,307
CENTRO,484,C2,660,116,103,56,0,1,0,0,0,0,3,279
CENTRO,485,BA,538,79,102,54,0,0,0,0,0,0,2,237
CENTRO,485,C1,539,80,114,60,0,2,0,0,0,0,5,261
CENTRO,485,C2,539,103,110,57,0,1,0,1,0,0,5,277
CENTRO,486,BA,662,83,114,77,0,1,0,0,0,0,5,280
CENTRO,486,C1,662,78,116,63,1,2,1,1,0,0,1,263
CENTRO,486,C2,662,75,125,37,0,0,0,0,0,0,0,237
CENTRO,487,BA,716,83,132,72,0,1,0,0,0,0,0,288
CENTRO,488,BA,640,65,121,56,3,1,0,0,0,0,5,251
CENTRO,489,BA,534,43,156,59,1,3,1,0,0,0,7,270
CENTRO,489,C1,535,46,130,51,3,1,0,1,0,0,15,247
CENTRO,490,BA,527,33,79,78,4,1,1,1,1,0,4,202
CENTRO,490,C1,527,34,86,91,1,1,0,1,0,0,6,220
CENTRO,491,BA,649,48,139,159,2,0,1,2,1,0,6,358
CENTRO,491,C1,650,30,154,186,3,0,0,1,1,0,4,379
CENTRO,492,BA,562,53,88,131,0,1,0,1,0,0,0,274
,,,,,,,,,,,,,,
CENTRO,492,C1,562,43,149,105,0,1,0,3,2,0,8,311
CENTRO,493,BA,393,20,132,12,1,0,2,1,2,0,0,170
CENTRO,493,C1,394,25,110,12,0,0,1,0,0,0,0,148
CENTRO,494,BA,624,42,96,121,0,1,0,0,0,0,9,269
CENTRO,494,C1,624,50,98,124,0,1,1,1,0,0,11,286
CENTRO,494,C2,625,52,111,140,0,0,1,1,1,0,9,315
CENTRO,495,BA,568,28,108,132,3,2,1,1,1,0,16,292
CENTRO,495,C1,568,24,87,151,2,0,0,1,0,1,8,274
CENTRO,495,C2,569,56,117,113,1,2,1,0,0,0,0,290
CENTRO,496,BA,378,29,106,112,3,0,1,0,0,0,8,259
CENTRO,496,C1,379,22,110,71,3,2,2,2,3,0,3,218
CENTRO,497,BA,574,21,128,163,1,6,0,1,0,0,3,323
CENTRO,497,C1,574,13,151,141,4,8,0,0,1,5,0,323
CENTRO,497,C2,575,20,145,146,0,1,0,0,0,0,12,324
CENTRO,498,BA,566,37,152,95,3,4,0,1,0,1,8,301
CENTRO,498,C1,566,40,90,100,1,3,1,0,0,0,10,245
CENTRO,498,C2,567,45,96,148,1,3,0,0,0,0,8,301
CENTRO,499,BA,368,81,116,29,0,0,1,0,1,0,5,233
CENTRO,500,BA,610,88,107,68,3,1,1,2,0,0,3,273
CENTRO,500,C1,610,84,117,74,1,0,0,1,0,0,4,281
CENTRO,500,C2,610,84,111,64,4,2,1,0,0,0,6,272
CENTRO,500,C3,611,88,90,83,1,2,0,0,0,0,5,269
CENTRO,501,BA,543,31,102,96,1,0,1,0,1,0,3,235
CENTRO,501,C1,543,32,104,106,3,0,1,1,0,0,6,253
CENTRO,501,C2,544,37,93,69,6,0,2,1,0,0,0,208
CENTRO,502,BA,615,85,73,96,2,0,2,0,1,0,0,259
CENTRO,502,C1,616,50,86,62,1,1,0,2,0,0,6,208
CENTRO,502,C2,616,55,100,93,2,2,1,0,0,0,0,253
CENTRO,502,C3,616,66,125,80,0,0,0,0,0,0,6,277
CENTRO,502,C4,616,48,105,85,1,0,1,1,0,0,9,250
CENTRO,503,BA,644,40,107,107,3,0,0,2,1,0,4,264
CENTRO,503,C1,644,19,137,107,0,1,0,0,0,0,9,273
CENTRO,503,C2,645,15,139,115,3,0,1,0,0,0,8,281
CENTRO,504,BA,619,43,213,63,1,0,0,1,2,0,6,329
CENTRO,504,C1,620,41,194,87,3,0,0,1,0,0,4,330
CENTRO,505,BA,510,57,121,82,4,0,0,1,0,0,5,270
CENTRO,505,C1,510,68,132,56,2,0,1,0,0,0,6,265
CENTRO,506,BA,745,38,196,120,3,1,0,1,1,0,9,369
CENTRO,507,BA,430,8,147,58,0,1,0,1,0,0,11,226
CENTRO,507,C1,430,9,144,85,3,0,0,0,1,0,12,254
CENTRO,508,BA,693,53,194,105,1,0,0,0,0,0,15,368
CENTRO,508,C1,693,46,152,111,5,2,2,1,0,0,14,333
CENTRO,509,BA,372,17,128,52,1,0,0,1,0,0,7,206
CENTRO,510,BA,301,41,43,98,0,1,1,0,0,0,7,191
CENTRO,511,BA,333,3,38,11,1,2,0,0,0,0,4,59
,,,,,,,,,,,,,,
CENTRO,239,ES MR,,15,31,20,0,1,0,0,0,0,6,73
CENTRO,264,ES MR,,56,41,42,0,1,0,0,0,0,3,143
CENTRO,276,ES MR,,16,16,17,0,1,0,0,0,0,0,50
CENTRO,385,ES MR,,55,59,51,1,1,0,0,0,0,1,168
,,,,,,,,,,,,,,
COMALCALCO,512,BA,514,44,117,109,2,4,0,0,0,0,0,276
COMALCALCO,512,C1,514,40,149,67,1,2,0,1,0,0,5,265
COMALCALCO,513,BA,540,18,137,118,1,0,0,0,0,0,3,277
COMALCALCO,513,C1,540,21,149,109,3,2,0,0,0,0,3,287
COMALCALCO,513,C2,540,23,142,104,4,2,0,0,0,0,3,278
COMALCALCO,514,BA,610,20,204,112,3,1,0,0,0,0,8,348
COMALCALCO,515,BA,662,24,185,158,1,1,0,2,0,0,0,371
COMALCALCO,515,C1,663,29,222,138,1,6,0,0,0,0,5,401
COMALCALCO,516,BA,622,34,212,141,1,3,0,1,0,0,0,392
COMALCALCO,516,C1,622,20,183,165,0,1,0,2,0,0,2,373
COMALCALCO,517,BA,484,42,156,112,0,1,0,0,0,0,3,314
COMALCALCO,517,C1,485,39,147,109,1,0,0,1,0,0,1,298
COMALCALCO,518,BA,574,38,159,102,2,6,0,0,0,0,8,315
COMALCALCO,519,BA,421,37,143,71,0,1,0,0,0,1,7,260
COMALCALCO,519,C1,421,35,150,83,0,3,0,0,0,0,2,273
COMALCALCO,520,BA,678,51,222,122,0,1,0,1,0,0,3,400
COMALCALCO,521,BA,743,69,228,121,1,12,0,0,0,0,6,437
COMALCALCO,522,BA,727,96,189,109,2,2,0,3,0,1,5,407
COMALCALCO,523,BA,551,37,145,127,1,0,0,0,0,0,5,315
COMALCALCO,523,C1,551,31,170,123,2,2,0,0,0,0,3,331
COMALCALCO,524,BA,706,44,173,152,4,3,0,1,0,0,8,385
COMALCALCO,525,BA,506,49,153,82,1,1,0,0,0,0,4,290
COMALCALCO,525,C1,506,43,156,82,0,2,0,0,0,0,3,286
COMALCALCO,526,BA,739,39,202,188,3,4,0,0,0,0,5,441
COMALCALCO,527,BA,420,17,106,120,1,1,0,0,0,0,4,249
COMALCALCO,527,C1,420,20,117,97,5,0,0,1,0,0,2,242
COMALCALCO,528,BA,648,53,173,134,1,2,0,0,0,0,5,368
COMALCALCO,528,C1,648,54,160,141,0,2,0,0,0,1,2,360
COMALCALCO,528,C2,649,51,160,143,1,1,1,0,0,0,5,362
COMALCALCO,529,BA,462,15,147,116,1,0,0,0,0,0,7,286
COMALCALCO,529,C1,462,15,137,117,1,2,0,0,0,0,5,277
COMALCALCO,530,BA,428,22,119,114,1,3,0,0,0,0,4,263
COMALCALCO,530,C1,428,26,112,106,3,0,0,1,0,0,2,250
COMALCALCO,531,BA,425,25,109,116,0,2,0,0,0,0,2,254
COMALCALCO,531,C1,426,31,127,100,2,0,0,0,0,0,5,265
COMALCALCO,532,BA,376,19,124,75,0,0,0,0,0,0,2,220
COMALCALCO,532,C1,377,19,98,96,0,4,0,1,1,0,6,225
COMALCALCO,533,BA,557,28,148,157,0,2,0,0,1,0,4,340
COMALCALCO,533,C1,558,31,146,135,0,5,0,0,1,0,3,321
COMALCALCO,534,BA,504,26,132,118,0,5,0,0,0,1,1,283
COMALCALCO,534,C1,504,22,139,92,1,6,0,0,0,0,1,261
COMALCALCO,535,BA,505,37,159,90,0,2,0,0,0,0,6,294
COMALCALCO,535,C1,505,32,151,88,0,3,0,0,0,0,3,277
COMALCALCO,536,BA,603,58,180,139,0,3,1,0,0,0,5,386
COMALCALCO,536,C1,603,69,174,119,1,3,0,0,0,0,0,366
,,,,,,,,,,,,,,
COMALCALCO,537,BA,403,58,107,57,1,1,0,0,0,0,1,225
COMALCALCO,537,C1,404,27,109,65,2,2,0,0,0,0,2,207
COMALCALCO,538,BA,562,5,223,172,0,3,0,2,0,0,0,405
COMALCALCO,538,C1,562,11,143,221,2,6,0,0,0,0,7,390
COMALCALCO,538,C2,563,12,189,176,0,3,0,0,0,0,6,386
COMALCALCO,539,BA,641,11,277,169,0,0,1,1,0,0,6,465
COMALCALCO,540,BA,743,26,242,217,2,1,1,3,0,0,9,501
COMALCALCO,541,BA,636,2,211,187,1,7,0,2,0,0,11,421
COMALCALCO,542,BA,608,7,245,125,5,0,2,1,1,0,8,394
COMALCALCO,542,C1,609,16,259,98,0,0,1,1,0,0,0,375
COMALCALCO,543,BA,463,6,153,180,0,0,0,2,0,0,13,354
COMALCALCO,543,C1,463,10,126,196,0,1,0,2,0,0,2,337
COMALCALCO,544,BA,636,21,145,228,0,5,0,0,1,0,4,404
COMALCALCO,545,BA,600,56,161,136,1,2,2,0,0,0,7,365
COMALCALCO,545,C1,600,45,224,114,0,0,1,1,0,0,14,399
COMALCALCO,546,BA,458,16,173,137,0,0,0,0,3,0,8,337
COMALCALCO,546,C1,459,16,142,168,0,2,0,0,0,0,4,332
COMALCALCO,547,BA,682,64,277,105,2,3,0,7,1,0,9,468
COMALCALCO,548,BA,507,7,155,175,1,1,0,3,2,0,5,349
COMALCALCO,548,C1,507,10,176,181,3,0,0,0,0,0,7,377
COMALCALCO,549,BA,435,3,176,118,0,0,0,0,0,0,3,300
COMALCALCO,549,C1,436,9,138,159,0,3,1,0,0,0,4,314
COMALCALCO,550,BA,595,25,154,181,2,0,0,1,0,0,9,372
COMALCALCO,550,C1,596,18,225,149,0,1,1,0,1,0,9,404
COMALCALCO,551,BA,518,12,138,192,2,1,0,2,0,0,5,352
COMALCALCO,551,C1,519,24,120,201,2,0,0,0,0,0,0,347
COMALCALCO,552,BA,577,15,188,160,0,4,0,0,0,0,13,380
COMALCALCO,552,C1,578,26,167,155,2,2,0,0,1,0,7,360
COMALCALCO,553,BA,472,5,94,202,0,0,0,0,1,0,4,306
COMALCALCO,553,C1,472,8,115,183,0,0,0,0,1,0,4,311
COMALCALCO,554,BA,597,7,156,209,0,2,0,2,0,0,4,380
COMALCALCO,554,C1,597,6,186,203,0,0,0,0,0,0,5,400
COMALCALCO,555,BA,646,14,165,160,3,3,0,0,0,0,7,352
COMALCALCO,555,C1,647,15,189,165,4,0,0,0,1,0,8,382
COMALCALCO,555,C2,647,18,157,167,1,5,0,2,0,0,13,363
COMALCALCO,555,C3,647,10,183,177,1,2,0,2,1,0,2,378
COMALCALCO,556,BA,434,27,115,156,1,0,0,0,0,0,1,300
COMALCALCO,556,C1,434,16,99,162,0,5,0,1,0,0,6,289
COMALCALCO,557,BA,576,12,183,174,2,0,0,1,0,0,4,376
COMALCALCO,557,C1,577,14,192,158,1,5,2,1,0,0,5,378
COMALCALCO,558,BA,571,8,186,178,1,2,0,1,0,0,3,379
COMALCALCO,558,C1,572,9,188,152,1,1,0,1,0,0,5,357
COMALCALCO,559,BA,529,9,171,190,2,0,0,0,1,0,9,382
COMALCALCO,559,C1,530,13,173,188,0,1,0,0,0,0,4,379
COMALCALCO,560,BA,669,10,240,137,0,5,0,1,0,0,6,399
,,,,,,,,,,,,,,
COMALCALCO,560,C1,669,8,192,137,0,6,1,1,1,0,48,394
COMALCALCO,561,BA,513,32,168,95,1,0,0,1,0,0,5,302
COMALCALCO,561,C1,514,42,170,92,1,0,0,0,0,0,5,310
COMALCALCO,562,BA,550,36,135,191,0,0,0,0,0,0,0,362
COMALCALCO,562,C1,550,16,121,200,1,1,0,0,0,0,4,343
COMALCALCO,563,BA,578,13,168,199,2,1,1,0,1,0,7,392
COMALCALCO,563,C1,578,6,189,194,1,0,0,1,0,0,4,395
COMALCALCO,564,BA,473,18,145,136,1,3,0,0,0,0,2,305
COMALCALCO,564,C1,473,8,113,180,0,2,1,0,1,0,9,314
COMALCALCO,565,BA,575,15,175,151,0,1,0,0,0,0,4,346
COMALCALCO,565,C1,575,13,167,203,0,0,0,0,0,0,3,386
COMALCALCO,566,BA,384,4,118,113,1,1,0,1,0,0,2,240
COMALCALCO,566,C1,385,9,130,124,1,2,0,0,0,0,0,266
COMALCALCO,567,BA,447,16,138,153,1,0,0,0,0,0,3,311
COMALCALCO,567,C1,448,12,116,160,0,0,0,0,0,0,1,289
COMALCALCO,568,BA,729,4,183,266,2,2,0,1,1,0,0,459
COMALCALCO,568,C1,730,11,243,217,0,2,0,0,0,0,7,480
COMALCALCO,569,BA,424,4,120,150,1,2,0,0,0,0,5,282
COMALCALCO,569,C1,425,9,114,143,0,1,0,0,0,0,0,267
COMALCALCO,570,BA,741,24,217,229,0,0,0,1,1,0,17,489
COMALCALCO,570,C1,741,24,258,220,3,3,1,4,1,0,8,522
COMALCALCO,571,BA,562,19,172,147,3,1,1,1,3,0,11,358
COMALCALCO,571,C1,563,20,196,148,1,2,0,0,0,0,8,375
