CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PRI_PVEM_PT_NVA_ALIANZA,PRI_PVEM_PT,PRI_PVEM_NVA_ALIANZA,PRI_PT_NVA_ALIANZA,PVEM_PT_NVA_ALIANZA,PRI_PVEM,PRI_PT,PRI_NVA_ALIANZA,PVEM_PT,PVEM_NVA_ALIANZA,PT_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
5,6,COLIMA,1,COLIMA,1,COLIMA,57,B,88,58,1,1,2,37,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,201,382,ACTA DE CASILLA,,,JE2015L_06_01_0057_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,57,C01,72,63,3,0,2,28,15,1,1,2,0,0,0,0,1,0,2,0,0,0,0,7,197,381,ACTA DE CASILLA,,,JE2015L_06_01_0057_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,58,B,122,98,5,2,2,53,6,2,3,7,2,2,0,0,2,1,0,0,0,0,0,11,318,521,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,58,C01,118,98,7,3,4,41,7,2,1,5,2,2,0,0,3,1,1,0,0,0,0,8,303,520,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,59,B,165,78,5,7,6,30,5,1,0,4,1,1,0,0,5,0,0,0,0,0,0,15,323,579,ACTA DE CASILLA,,,JE2015L_06_01_0059_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,59,C01,190,66,3,3,5,24,12,3,1,3,0,2,0,0,2,0,0,0,0,0,0,8,322,579,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,60,B,147,90,12,5,5,50,8,0,0,5,0,4,0,0,8,0,2,0,0,1,0,6,343,668,ACTA DE CASILLA,,,JE2015L_06_01_0060_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,60,C01,134,101,5,5,6,44,11,4,0,7,0,2,0,0,3,0,0,0,0,0,0,8,330,668,RECUENTO(SRA),,,JE2015L_06_01_9_VR.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,60,E01,167,104,7,5,9,56,13,6,0,6,0,1,0,0,5,1,0,0,0,0,0,5,385,706,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,60,E01C01,176,76,5,8,7,51,5,3,1,1,0,0,0,0,0,1,0,0,0,0,0,7,341,706,ACTA DE CASILLA,,,JE2015L_06_01_0060_1_E_1_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,60,E01C02,165,95,9,7,7,54,6,10,1,5,1,1,0,0,2,0,0,0,0,0,0,7,370,706,ACTA DE CASILLA,,,JE2015L_06_01_0060_1_E_2_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,60,E01C03,147,96,7,8,1,67,8,2,1,1,1,1,0,0,2,1,0,0,0,0,0,9,352,705,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,60,E01C04,201,86,9,5,2,56,12,2,1,4,0,0,0,0,2,0,0,0,0,0,0,6,386,705,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,60,E01C05,168,78,11,12,5,48,8,2,1,4,0,0,0,0,1,0,0,0,0,0,0,5,343,705,RECUENTO(SRA),,,JE2015L_06_01_9_VR.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,60,S01,305,267,5,13,9,105,20,4,1,5,2,2,0,0,1,0,1,1,0,0,0,5,746,0,ACTA DE CASILLA,,,JE2015L_06_01_0060_1_S_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,60,C02,154,88,5,5,5,45,9,1,1,4,0,2,0,0,2,0,0,0,0,0,0,9,330,668,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,60,C03,140,79,8,0,9,57,9,2,0,6,0,0,0,0,2,1,2,0,0,0,0,8,323,668,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,61,B,119,94,10,5,9,63,2,2,0,2,0,0,0,0,1,0,1,0,0,0,0,4,312,634,ACTA DE CASILLA,,,JE2015L_06_01_0061_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,61,C01,147,80,6,4,4,56,10,2,0,3,1,0,1,0,1,1,0,0,0,0,0,8,324,633,ACTA DE CASILLA,,,JE2015L_06_01_0061_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,61,C02,148,90,6,3,8,44,7,4,2,2,0,0,0,0,3,2,0,0,0,0,0,7,326,633,ACTA DE CASILLA,,,JE2015L_06_01_0061_2_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,62,B,154,105,11,6,10,67,4,6,1,5,1,6,0,0,3,1,1,0,0,0,0,5,386,719,ACTA DE CASILLA,,,JE2015L_06_01_0062_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,62,C01,145,101,8,5,3,67,7,1,1,4,0,0,0,0,0,0,0,0,0,0,0,7,349,719,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,62,E01,165,89,7,6,4,38,15,1,0,1,1,1,0,0,1,2,2,1,0,0,0,6,340,695,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,62,E01C01,200,76,6,2,5,41,9,1,0,4,0,1,0,0,0,0,1,0,0,0,0,7,353,695,ACTA DE CASILLA,,,JE2015L_06_01_0062_1_E_1_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,62,E01C02,168,75,11,1,7,39,13,3,1,8,0,1,0,0,3,1,0,0,0,1,0,11,343,695,ACTA DE CASILLA,,,JE2015L_06_01_0062_1_E_2_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,62,E01C03,194,86,6,8,6,35,10,3,0,5,0,1,0,0,2,1,0,0,0,0,0,8,365,695,ACTA DE CASILLA,,,JE2015L_06_01_0062_1_E_3_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,62,E01C04,181,86,6,2,5,36,10,2,0,2,0,5,0,0,2,0,2,0,0,0,0,14,353,694,ACTA DE CASILLA,,,JE2015L_06_01_0062_1_E_4_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,62,E01C05,194,80,7,5,5,41,11,4,0,2,1,1,1,0,2,1,1,0,0,0,0,12,368,694,RECUENTO(SRA),,,JE2015L_06_01_9_VR.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,62,E01C06,182,82,5,3,3,46,16,2,3,4,2,0,0,1,3,1,1,0,0,0,0,12,366,694,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,62,C02,134,120,4,6,14,70,3,2,0,5,0,0,0,0,6,2,2,0,0,0,0,13,381,718,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,62,C03,159,91,7,7,9,66,4,2,0,6,1,1,1,0,1,0,0,0,0,0,0,10,365,718,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,63,B,121,84,18,6,5,65,12,2,0,4,0,1,0,0,2,0,3,0,0,0,0,9,332,576,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,63,C01,121,107,8,3,1,67,13,0,2,7,0,1,0,0,1,0,1,0,0,0,0,7,339,575,ACTA DE CASILLA,,,JE2015L_06_01_0063_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,64,B,161,89,10,2,4,72,17,2,1,7,0,0,0,0,2,1,0,0,0,0,0,10,378,635,RECUENTO(SRA),,,JE2015L_06_01_9_VR.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,64,C01,150,93,9,2,7,70,23,1,0,2,1,0,2,0,2,0,1,0,0,0,0,8,371,635,ACTA DE CASILLA,,,JE2015L_06_01_0064_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,65,B,121,74,10,1,11,40,2,1,1,2,0,6,0,0,1,2,0,0,0,0,0,10,282,524,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,65,C01,122,67,5,1,4,38,5,0,1,4,0,2,0,0,3,0,2,0,0,1,0,4,259,524,ACTA DE CASILLA,,,JE2015L_06_01_0065_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,65,E01,83,88,7,1,2,66,6,6,0,2,0,0,0,0,0,0,0,0,0,0,0,6,267,418,ACTA DE CASILLA,,,JE2015L_06_01_0065_1_E_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,65,E01C01,98,57,5,2,3,66,10,1,3,6,0,0,0,0,0,0,0,0,0,0,0,4,255,417,ACTA DE CASILLA,,,JE2015L_06_01_0065_1_E_1_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,66,B,121,124,3,2,5,56,18,6,0,6,0,0,0,0,3,0,0,0,0,0,0,5,349,573,ACTA DE CASILLA,,,JE2015L_06_01_0066_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,66,C01,118,135,8,1,3,51,13,4,1,3,0,0,1,0,0,2,1,0,0,0,0,5,346,573,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,67,B,119,107,5,2,3,55,16,2,0,7,2,1,0,0,1,0,0,0,0,0,0,5,325,506,ACTA DE CASILLA,,,JE2015L_06_01_0067_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,67,C01,114,101,0,6,2,46,29,1,2,4,1,0,0,0,1,0,4,0,0,0,0,11,322,505,ACTA DE CASILLA,,,JE2015L_06_01_0067_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,68,B,162,142,8,4,5,78,21,1,0,5,0,1,0,0,1,0,0,0,0,0,0,4,432,705,ACTA DE CASILLA,,,JE2015L_06_01_0068_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,68,C01,153,133,7,3,7,95,26,1,1,7,1,0,0,0,2,0,1,0,0,0,0,9,446,705,ACTA DE CASILLA,,,JE2015L_06_01_0068_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,69,B,132,77,4,1,7,60,12,1,3,1,0,3,0,0,1,0,0,0,0,0,0,5,307,641,ACTA DE CASILLA,,,JE2015L_06_01_0069_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,69,C01,154,72,3,1,5,73,11,2,1,2,0,0,0,0,0,1,0,0,0,0,0,6,331,641,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,69,C02,173,66,8,3,4,51,19,2,0,5,0,0,0,0,2,0,1,0,0,0,0,7,341,641,ACTA DE CASILLA,,,JE2015L_06_01_0069_2_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,69,C03,176,84,10,1,7,60,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,6,355,641,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,69,C04,144,72,3,1,3,68,12,3,0,1,0,0,0,0,2,0,0,0,0,0,0,8,317,641,ACTA DE CASILLA,,,JE2015L_06_01_0069_4_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,70,B,109,128,6,3,2,79,16,1,3,10,0,0,0,0,1,0,1,0,0,0,0,4,363,563,ACTA DE CASILLA,,,JE2015L_06_01_0070_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,70,C01,108,139,2,7,2,79,17,2,0,9,1,0,0,0,1,0,0,0,0,0,0,3,370,562,ACTA DE CASILLA,,,JE2015L_06_01_0070_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,71,B,126,70,5,2,2,39,5,2,0,2,0,0,0,0,1,0,1,0,0,0,0,9,264,507,ACTA DE CASILLA,,,JE2015L_06_01_0071_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,71,C01,135,74,7,4,10,26,4,3,0,1,1,0,0,0,2,0,1,0,0,0,1,8,277,506,ACTA DE CASILLA,,,JE2015L_06_01_0071_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,72,B,100,70,5,2,2,33,12,0,0,2,0,0,0,0,1,1,1,0,0,0,0,5,234,414,ACTA DE CASILLA,,,JE2015L_06_01_0072_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,72,C01,98,45,0,2,3,24,14,4,1,4,1,0,1,0,1,0,0,0,0,0,0,8,206,414,ACTA DE CASILLA,,,JE2015L_06_01_0072_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,73,B,111,58,6,0,2,45,14,0,0,1,1,1,0,0,1,1,1,0,0,0,0,5,247,484,ACTA DE CASILLA,,,JE2015L_06_01_0073_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,73,C01,104,72,8,0,5,55,4,3,0,2,0,0,0,0,0,1,0,0,0,0,0,6,260,483,ACTA DE CASILLA,,,JE2015L_06_01_0073_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,73,E01,168,82,7,1,5,61,10,2,0,4,1,2,0,0,1,0,0,0,0,0,0,9,353,679,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,73,E01C01,180,86,9,2,2,62,10,0,0,4,0,1,0,0,2,0,0,0,0,0,0,6,364,678,RECUENTO(SRA),,,JE2015L_06_01_9_VR.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,73,E01C02,159,94,12,1,9,58,14,1,1,4,0,0,0,1,1,1,1,0,0,0,0,4,361,678,ACTA DE CASILLA,,,JE2015L_06_01_0073_1_E_2_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,74,B,144,72,7,1,3,61,12,0,0,3,0,3,1,0,1,0,1,0,0,0,0,10,319,598,ACTA DE CASILLA,,,JE2015L_06_01_0074_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,74,C01,124,81,9,4,5,61,10,3,0,6,0,2,0,0,2,1,0,0,0,0,0,11,319,598,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,74,C02,149,81,8,2,4,67,8,2,0,4,0,1,1,0,0,0,0,0,0,0,0,5,332,598,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,75,B,167,78,5,2,9,50,10,2,0,1,0,1,0,0,4,1,0,0,0,0,0,7,337,639,ACTA DE CASILLA,,,JE2015L_06_01_0075_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,75,C01,154,82,15,2,8,59,14,3,0,4,0,1,0,0,1,0,3,0,0,0,0,6,352,639,RECUENTO(SRA),,,JE2015L_06_01_9_VR.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,76,B,154,100,12,0,10,54,14,3,2,3,0,1,0,0,1,3,0,0,0,0,0,9,366,710,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,76,C01,145,100,11,2,11,46,10,0,2,4,0,1,0,0,3,1,1,0,0,0,0,12,349,710,ACTA DE CASILLA,,,JE2015L_06_01_0076_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,77,B,137,87,4,3,13,41,20,0,0,2,0,1,0,0,0,1,0,0,0,0,0,4,313,482,ACTA DE CASILLA,,,JE2015L_06_01_0077_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,77,C01,106,92,7,2,8,63,13,3,0,1,1,0,1,0,1,1,0,0,0,0,0,5,304,482,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,78,B,34,15,2,0,16,20,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,94,132,ACTA DE CASILLA,,,JE2015L_06_01_0078_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,79,B,110,125,4,3,4,54,12,4,1,6,1,0,0,0,2,0,0,0,0,0,0,5,331,515,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,79,C01,88,110,6,3,5,63,29,0,0,2,0,0,0,0,1,0,2,0,0,0,0,7,316,515,ACTA DE CASILLA,,,JE2015L_06_01_0079_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,79,C02,102,115,5,2,5,53,17,1,1,7,0,0,0,0,0,0,0,0,0,0,0,9,317,514,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,80,B,165,119,8,4,10,77,13,0,0,8,0,0,0,0,2,0,2,1,0,0,1,6,416,699,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,81,B,138,136,8,3,9,53,16,3,0,2,2,2,0,0,5,0,1,0,0,0,0,7,385,701,ACTA DE CASILLA,,,JE2015L_06_01_0081_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,81,C01,123,140,7,0,10,62,8,1,0,6,1,0,1,0,1,0,0,0,1,0,0,10,371,701,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,81,C02,191,91,9,3,8,77,8,0,2,2,0,0,0,0,0,0,1,0,0,0,0,13,405,701,ACTA DE CASILLA,,,JE2015L_06_01_0081_2_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,82,B,135,94,2,7,8,41,10,1,0,6,0,1,1,0,3,1,0,0,0,0,0,6,316,608,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,82,C01,122,109,5,3,23,61,8,0,0,4,0,0,0,0,2,3,0,0,0,0,0,14,354,607,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,82,E01,98,60,6,3,6,23,13,0,1,1,0,1,0,0,1,0,0,0,1,0,0,3,217,356,ACTA DE CASILLA,,,JE2015L_06_01_0082_1_E_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,82,C02,135,98,4,2,14,51,5,0,0,5,0,2,1,0,1,1,1,0,0,0,0,11,331,607,RECUENTO(SRA),,,JE2015L_06_01_9_VR.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,83,B,32,44,1,3,6,18,5,3,0,0,0,0,0,0,1,1,0,0,0,0,0,2,116,224,ACTA DE CASILLA,,,JE2015L_06_01_0083_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,83,E01,52,56,0,12,2,9,10,1,0,1,0,0,0,0,1,1,0,0,0,0,0,2,147,197,ACTA DE CASILLA,,,JE2015L_06_01_0083_1_E_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,83,E02,21,35,1,0,8,4,1,0,3,2,1,0,0,1,1,0,0,0,0,0,0,2,80,115,ACTA DE CASILLA,,,JE2015L_06_01_0083_2_E_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,84,B,148,207,2,0,14,10,10,1,0,6,0,0,0,0,2,1,1,0,0,0,0,7,409,562,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,84,C01,161,199,8,0,9,12,18,1,0,3,2,3,0,0,1,2,0,0,0,0,0,5,424,562,ACTA DEL CONSEJO,,,JE2015L_06_01_0084_1_C_0_5.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,84,E01,52,72,2,0,10,13,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,2,157,211,ACTA DE CASILLA,,,JE2015L_06_01_0084_1_E_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,85,B,81,63,3,2,11,17,2,1,1,1,0,0,0,0,3,3,2,0,0,0,1,6,197,352,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,85,E01,64,60,0,0,4,3,0,0,0,0,0,0,1,0,1,9,2,0,0,1,0,0,145,209,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,85,E02,22,29,0,1,8,8,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,75,118,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,85,E03,92,53,3,0,3,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,164,261,ACTA DE CASILLA,,,JE2015L_06_01_0085_3_E_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,85,E04,48,15,0,0,10,5,3,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,85,114,ACTA DE CASILLA,,,JE2015L_06_01_0085_4_E_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,86,B,149,137,10,1,5,21,20,2,0,7,1,0,1,0,1,1,1,0,0,0,0,8,365,539,ACTA DE CASILLA,,,JE2015L_06_01_0086_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,87,B,113,52,1,4,5,6,9,2,0,0,0,0,0,0,0,10,0,0,0,0,0,2,204,269,ACTA DE CASILLA,,,JE2015L_06_01_0087_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,87,E01,64,40,1,0,1,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,115,173,ACTA DE CASILLA,,,JE2015L_06_01_0087_1_E_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,87,E02,139,103,2,1,7,10,6,1,0,5,0,1,0,0,2,0,0,0,0,0,0,7,284,436,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,88,B,71,114,2,2,5,21,9,2,1,8,0,2,0,0,4,1,2,0,1,0,0,4,249,466,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,88,C01,102,90,0,2,4,10,7,0,0,3,0,3,0,0,9,1,4,0,0,0,0,7,242,466,ACTA DE CASILLA,,,JE2015L_06_01_0088_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,89,B,87,95,2,3,5,7,3,1,0,4,0,0,0,0,3,0,0,0,0,0,1,6,217,402,ACTA DE CASILLA,,,JE2015L_06_01_0089_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,89,C01,96,82,1,2,2,6,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,5,201,401,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,90,B,47,133,2,3,3,10,6,2,0,3,0,0,1,0,5,1,0,0,0,0,0,3,219,337,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,90,E01,65,46,1,0,3,1,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,6,128,175,ACTA DE CASILLA,,,JE2015L_06_01_0090_1_E_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,91,B,120,96,1,0,1,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,238,368,ACTA DE CASILLA,,,JE2015L_06_01_0091_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,91,E01,41,74,0,2,25,0,0,0,0,5,0,0,0,0,4,0,1,0,1,1,0,2,156,204,ACTA DE CASILLA,,,JE2015L_06_01_0091_1_E_0_2.jpg
5,6,COLIMA,1,COLIMA,2,COMALA,92,B,222,169,6,5,4,43,3,3,1,4,1,1,1,0,1,0,0,0,0,0,0,8,472,681,ACTA DE CASILLA,,,JE2015L_06_01_0092_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,2,COMALA,92,C01,202,168,4,1,14,43,9,3,3,0,0,1,0,0,2,0,1,0,0,0,1,4,456,680,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,2,COMALA,92,C02,193,184,11,4,10,32,8,3,3,6,1,3,0,0,2,0,0,0,0,0,0,5,465,680,ACTA DE CASILLA,,,JE2015L_06_01_0092_2_C_0_2.jpg
5,6,COLIMA,1,COLIMA,2,COMALA,93,B,138,147,5,1,7,33,9,2,0,1,1,0,0,0,0,0,0,0,0,0,0,8,352,551,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,2,COMALA,93,C01,141,158,10,0,11,35,10,0,0,4,0,0,1,0,2,0,0,0,0,0,0,6,378,551,ACTA DE CASILLA,,,JE2015L_06_01_0093_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,2,COMALA,93,E01,33,104,3,1,18,27,8,1,0,0,0,0,0,0,1,0,2,0,0,0,0,8,206,276,ACTA DE CASILLA,,,JE2015L_06_01_0093_1_E_0_2.jpg
5,6,COLIMA,1,COLIMA,2,COMALA,94,B,173,199,8,2,10,51,8,2,4,1,0,0,0,0,2,0,0,0,0,0,0,7,467,742,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,2,COMALA,94,C01,144,210,5,1,27,56,4,2,1,5,1,0,0,0,3,0,0,0,0,0,0,6,465,742,ACTA DE CASILLA,,,JE2015L_06_01_0094_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,2,COMALA,95,B,160,149,1,1,4,28,2,4,2,0,0,3,0,0,3,0,2,0,0,0,1,5,365,572,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,2,COMALA,95,C01,149,172,7,2,3,28,8,5,0,4,0,1,0,0,1,1,0,0,0,0,0,4,385,572,ACTA DE CASILLA,,,JE2015L_06_01_0095_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,2,COMALA,95,C02,169,141,4,4,8,33,6,1,0,3,0,0,0,0,3,1,0,0,0,0,0,6,379,571,RECUENTO(SRA),,,JE2015L_06_01_9_VR.pdf
5,6,COLIMA,1,COLIMA,2,COMALA,96,B,103,163,2,1,7,47,6,3,0,1,1,0,0,0,0,0,0,0,0,0,0,8,342,501,ACTA DE CASILLA,,,JE2015L_06_01_0096_1_B_0_2.jpg
