id_entidad_electoral,fecha_jornada,id_cargo,nombre_cargo,id_estado,id_distrito,id_casilla,tipo_casilla,descripcion,ext_contigua,id_municipio,nombre_municipio,lista nominal,estatus_casilla,descripcion,resultados_obtenidos,tipo_urna,descripcion,seccion,Nulos,No Registrados,PAN,PRI,PRD-PT-PC,PVEM,PANAL,PAS,PRI-PVEM,Total
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,6,BENITO JUAREZ,498,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,63,3,0,20,0,86,0,7,3,61,180
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,6,BENITO JUAREZ,536,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,77,8,0,25,0,68,0,9,8,80,198
23,3/2/2008,12,Ayuntamientos,23,0,1,C,Contigua,0,6,BENITO JUAREZ,537,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,77,3,0,39,0,52,0,7,12,81,194
23,3/2/2008,12,Ayuntamientos,23,0,1,C,Contigua,0,6,BENITO JUAREZ,482,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,98,8,0,21,0,101,0,8,0,56,194
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,4,COZUMEL,745,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,201,1,0,268,307,3,4,1,0,0,584
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,4,COZUMEL,587,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,202,8,0,186,239,2,3,1,0,0,439
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,1,OTHON P BLANCO,460,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,314,7,0,74,129,1,8,12,1,0,232
23,3/2/2008,12,Ayuntamientos,23,0,1,C,Contigua,0,1,OTHON P BLANCO,434,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,328,9,0,60,142,4,4,15,3,0,237
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,1,OTHON P BLANCO,464,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,346,7,0,68,112,5,2,7,0,0,201
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,1,OTHON P BLANCO,496,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,372,13,0,48,131,6,5,6,0,0,209
23,3/2/2008,12,Ayuntamientos,23,0,1,C,Contigua,0,1,OTHON P BLANCO,460,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,382,5,0,53,127,13,9,14,5,0,226
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,1,OTHON P BLANCO,648,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,412,21,0,88,212,9,5,26,5,0,366
23,3/2/2008,12,Ayuntamientos,23,0,1,C,Contigua,0,1,OTHON P BLANCO,582,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,304,11,0,99,127,13,11,12,3,0,276
23,3/2/2008,12,Ayuntamientos,23,0,1,C,Contigua,0,1,OTHON P BLANCO,505,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,306,8,0,72,174,20,8,15,1,0,298
23,3/2/2008,12,Ayuntamientos,23,0,2,C,Contigua,0,1,OTHON P BLANCO,648,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,307,17,0,83,142,9,8,10,0,0,269
23,3/2/2008,12,Ayuntamientos,23,0,6,C,Contigua,0,1,OTHON P BLANCO,648,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,307,13,0,94,152,8,5,14,2,0,288
23,3/2/2008,12,Ayuntamientos,23,0,1,C,Contigua,0,1,OTHON P BLANCO,556,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,318,4,0,86,142,14,5,13,1,0,265
23,3/2/2008,12,Ayuntamientos,23,0,1,C,Contigua,0,1,OTHON P BLANCO,569,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,367,10,0,65,150,3,4,4,0,0,236
23,3/2/2008,12,Ayuntamientos,23,0,10,C,Contigua,0,1,OTHON P BLANCO,718,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,449,9,0,107,165,12,9,16,1,0,319
23,3/2/2008,12,Ayuntamientos,23,0,14,C,Contigua,0,1,OTHON P BLANCO,718,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,449,10,0,111,180,12,9,14,0,0,336
23,3/2/2008,12,Ayuntamientos,23,0,16,C,Contigua,0,1,OTHON P BLANCO,718,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,449,22,0,121,156,12,12,25,2,0,350
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,1,OTHON P BLANCO,406,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,323,5,0,51,131,6,4,23,0,0,220
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,1,OTHON P BLANCO,551,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,334,8,0,86,191,9,7,27,1,0,329
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,1,OTHON P BLANCO,462,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,339,12,0,72,109,4,20,28,3,0,248
23,3/2/2008,12,Ayuntamientos,23,0,1,C,Contigua,0,1,OTHON P BLANCO,603,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,342,20,0,74,181,8,12,21,1,0,317
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,1,OTHON P BLANCO,589,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,359,12,0,72,179,4,11,22,3,0,303
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,1,OTHON P BLANCO,598,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,361,13,0,93,157,8,6,17,2,0,296
23,3/2/2008,12,Ayuntamientos,23,0,1,C,Contigua,0,1,OTHON P BLANCO,598,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,361,7,0,84,164,8,11,31,0,0,305
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,1,OTHON P BLANCO,748,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,364,11,0,94,248,8,9,26,6,0,402
23,3/2/2008,12,Ayuntamientos,23,0,1,C,Contigua,0,5,LAZARO CARDENAS,568,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,290,10,0,184,0,14,0,0,35,134,377
23,3/2/2008,12,Ayuntamientos,23,0,1,E,Extraordinaria,0,5,LAZARO CARDENAS,196,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,290,5,0,23,0,65,0,0,10,78,181
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,5,LAZARO CARDENAS,448,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,291,14,0,98,0,63,0,0,1,133,309
23,3/2/2008,12,Ayuntamientos,23,0,1,E,Extraordinaria,0,5,LAZARO CARDENAS,332,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,291,14,0,61,0,47,0,0,35,124,281
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,5,LAZARO CARDENAS,674,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,292,23,0,206,0,23,0,0,53,164,469
23,3/2/2008,12,Ayuntamientos,23,0,12,C,Contigua,0,6,BENITO JUAREZ,734,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,3,6,0,20,0,153,0,7,0,111,297
23,3/2/2008,12,Ayuntamientos,23,0,13,C,Contigua,0,6,BENITO JUAREZ,734,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,3,14,0,23,0,136,0,4,1,115,293
23,3/2/2008,12,Ayuntamientos,23,0,1,C,Contigua,0,6,BENITO JUAREZ,509,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,6,6,0,25,0,77,0,4,3,68,183
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,6,BENITO JUAREZ,573,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,8,3,0,16,0,70,0,11,0,114,214
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,6,BENITO JUAREZ,524,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,10,4,0,13,0,109,0,4,1,66,197
23,3/2/2008,12,Ayuntamientos,23,0,1,C,Contigua,0,6,BENITO JUAREZ,639,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,32,0,0,23,0,105,0,10,3,87,228
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,6,BENITO JUAREZ,567,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,34,6,0,21,0,118,0,7,0,99,251
23,3/2/2008,12,Ayuntamientos,23,0,1,C,Contigua,0,6,BENITO JUAREZ,620,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,35,8,0,9,0,105,0,7,1,116,246
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,6,BENITO JUAREZ,730,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,36,13,0,24,0,136,0,16,0,124,313
23,3/2/2008,12,Ayuntamientos,23,0,1,C,Contigua,0,6,BENITO JUAREZ,502,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,115,4,0,17,0,50,0,10,4,59,144
23,3/2/2008,12,Ayuntamientos,23,0,1,C,Contigua,0,6,BENITO JUAREZ,528,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,170,2,0,41,0,35,0,2,6,54,140
23,3/2/2008,12,Ayuntamientos,23,0,2,C,Contigua,0,6,BENITO JUAREZ,528,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,170,2,0,26,0,24,0,3,6,61,122
23,3/2/2008,12,Ayuntamientos,23,0,2,C,Contigua,0,6,BENITO JUAREZ,706,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1,8,0,15,0,160,0,6,1,98,288
23,3/2/2008,12,Ayuntamientos,23,0,7,C,Contigua,0,6,BENITO JUAREZ,707,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1,11,0,14,0,161,0,6,3,93,288
23,3/2/2008,12,Ayuntamientos,23,0,7,C,Contigua,0,6,BENITO JUAREZ,748,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,11,9,0,9,0,131,0,11,0,107,267
23,3/2/2008,12,Ayuntamientos,23,0,12,C,Contigua,0,6,BENITO JUAREZ,748,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,11,5,0,14,0,172,0,8,0,78,277
23,3/2/2008,12,Ayuntamientos,23,0,23,C,Contigua,0,6,BENITO JUAREZ,748,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,11,11,0,17,0,123,0,6,4,85,246
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,6,BENITO JUAREZ,631,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,181,12,0,33,0,115,0,8,4,89,261
23,3/2/2008,12,Ayuntamientos,23,0,4,C,Contigua,0,6,BENITO JUAREZ,632,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,181,27,0,22,0,102,0,8,0,61,220
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,7,ISLA MUJERES,618,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,258,12,0,236,210,4,10,0,0,0,472
23,3/2/2008,12,Ayuntamientos,23,0,4,C,Contigua,0,8,SOLIDARIDAD,746,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,204,2,0,14,180,19,3,6,0,0,224
23,3/2/2008,12,Ayuntamientos,23,0,53,C,Contigua,0,8,SOLIDARIDAD,747,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,204,6,0,16,181,27,5,7,0,0,242
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,6,BENITO JUAREZ,478,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,120,4,0,28,0,49,0,5,1,72,159
23,3/2/2008,12,Ayuntamientos,23,0,2,S,Especial,0,6,BENITO JUAREZ,0,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,120,0,0,0,0,0,0,0,0,0,0
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,6,BENITO JUAREZ,551,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,133,3,0,59,0,48,0,9,3,84,206
23,3/2/2008,12,Ayuntamientos,23,0,1,C,Contigua,0,6,BENITO JUAREZ,551,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,133,12,0,52,0,66,0,8,1,79,218
23,3/2/2008,12,Ayuntamientos,23,0,1,C,Contigua,0,6,BENITO JUAREZ,637,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,174,6,0,21,0,82,0,5,4,112,230
23,3/2/2008,12,Ayuntamientos,23,0,2,C,Contigua,0,6,BENITO JUAREZ,637,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,174,7,0,16,0,82,0,9,0,130,244
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,6,BENITO JUAREZ,692,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,175,8,0,30,0,77,0,4,6,125,250
23,3/2/2008,12,Ayuntamientos,23,0,1,C,Contigua,0,6,BENITO JUAREZ,692,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,175,2,0,37,0,85,0,8,6,135,273
23,3/2/2008,12,Ayuntamientos,23,0,5,C,Contigua,0,6,BENITO JUAREZ,692,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,175,7,0,45,0,82,0,15,1,133,283
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,6,BENITO JUAREZ,601,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,19,8,0,22,0,85,0,13,2,102,232
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,6,BENITO JUAREZ,512,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,57,3,0,28,0,65,0,9,7,69,181
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,6,BENITO JUAREZ,500,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,107,4,0,17,0,68,0,6,2,75,172
23,3/2/2008,12,Ayuntamientos,23,0,1,C,Contigua,0,6,BENITO JUAREZ,500,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,107,6,0,18,0,74,0,5,1,98,202
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,6,BENITO JUAREZ,388,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,99,5,0,13,0,65,0,3,0,63,149
23,3/2/2008,12,Ayuntamientos,23,0,1,C,Contigua,0,6,BENITO JUAREZ,388,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,99,7,0,11,0,65,0,5,1,50,139
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,6,BENITO JUAREZ,467,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,100,6,0,13,0,64,0,15,0,58,156
23,3/2/2008,12,Ayuntamientos,23,0,4,C,Contigua,0,6,BENITO JUAREZ,632,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,126,8,0,43,0,45,0,14,1,109,220
23,3/2/2008,12,Ayuntamientos,23,0,6,C,Contigua,0,6,BENITO JUAREZ,728,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,147,11,0,84,0,46,0,9,8,121,279
23,3/2/2008,12,Ayuntamientos,23,0,2,C,Contigua,0,6,BENITO JUAREZ,700,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,158,15,0,22,0,158,0,24,1,110,330
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,6,BENITO JUAREZ,746,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,159,18,0,19,0,121,0,15,2,139,314
23,3/2/2008,12,Ayuntamientos,23,0,2,C,Contigua,0,6,BENITO JUAREZ,734,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,160,9,0,78,0,55,0,16,9,119,286
23,3/2/2008,12,Ayuntamientos,23,0,4,C,Contigua,0,6,BENITO JUAREZ,734,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,160,0,0,64,0,72,0,11,0,106,253
23,3/2/2008,12,Ayuntamientos,23,0,6,C,Contigua,0,6,BENITO JUAREZ,734,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,160,11,0,70,0,73,0,13,11,90,268
23,3/2/2008,12,Ayuntamientos,23,0,7,C,Contigua,0,6,BENITO JUAREZ,734,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,160,6,0,73,0,62,0,14,5,103,263
23,3/2/2008,12,Ayuntamientos,23,0,11,C,Contigua,0,6,BENITO JUAREZ,734,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,160,10,0,50,0,64,0,14,6,99,243
23,3/2/2008,12,Ayuntamientos,23,0,12,C,Contigua,0,6,BENITO JUAREZ,734,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,160,14,0,56,0,65,0,12,4,85,236
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,6,BENITO JUAREZ,685,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,166,7,0,32,0,110,0,32,4,135,320
23,3/2/2008,12,Ayuntamientos,23,0,2,C,Contigua,0,6,BENITO JUAREZ,507,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,167,4,0,20,0,95,0,12,1,102,234
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,6,BENITO JUAREZ,740,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,168,0,0,48,0,99,0,25,5,127,304
23,3/2/2008,12,Ayuntamientos,23,0,8,C,Contigua,0,6,BENITO JUAREZ,736,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,12,9,0,23,0,132,0,5,4,88,261
23,3/2/2008,12,Ayuntamientos,23,0,2,C,Contigua,0,6,BENITO JUAREZ,613,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,13,9,0,17,0,111,0,10,1,129,277
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,6,BENITO JUAREZ,511,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,14,13,0,27,0,89,0,11,,62,202
23,3/2/2008,12,Ayuntamientos,23,0,4,C,Contigua,0,6,BENITO JUAREZ,719,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,17,6,0,34,0,114,0,11,3,82,250
23,3/2/2008,12,Ayuntamientos,23,0,5,C,Contigua,0,6,BENITO JUAREZ,719,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,17,7,0,26,0,118,0,13,1,82,247
23,3/2/2008,12,Ayuntamientos,23,0,1,C,Contigua,0,6,BENITO JUAREZ,678,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,50,8,0,22,0,158,0,9,4,107,308
23,3/2/2008,12,Ayuntamientos,23,0,2,C,Contigua,0,6,BENITO JUAREZ,678,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,50,6,0,13,0,163,0,14,2,114,312
23,3/2/2008,12,Ayuntamientos,23,0,1,C,Contigua,0,6,BENITO JUAREZ,569,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,73,10,0,26,0,122,0,8,2,85,253
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,6,BENITO JUAREZ,629,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,151,8,0,50,0,66,0,14,5,98,241
23,3/2/2008,12,Ayuntamientos,23,0,1,C,Contigua,0,6,BENITO JUAREZ,561,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,152,10,0,25,0,117,0,16,2,68,238
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,6,BENITO JUAREZ,725,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,153,9,0,30,0,154,0,20,5,119,337
23,3/2/2008,12,Ayuntamientos,23,0,6,C,Contigua,0,6,BENITO JUAREZ,726,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,154,1,0,31,0,91,0,10,6,86,225
23,3/2/2008,12,Ayuntamientos,23,0,9,C,Contigua,0,6,BENITO JUAREZ,726,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,154,8,0,29,0,104,0,14,1,97,253
23,3/2/2008,12,Ayuntamientos,23,0,11,C,Contigua,0,6,BENITO JUAREZ,726,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,154,7,0,23,0,79,0,10,3,90,212
23,3/2/2008,12,Ayuntamientos,23,0,58,C,Contigua,0,8,SOLIDARIDAD,747,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,204,5,0,10,189,16,7,7,2,0,236
23,3/2/2008,12,Ayuntamientos,23,0,7,C,Contigua,0,8,SOLIDARIDAD,711,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,205,6,0,11,150,24,2,2,0,0,195
23,3/2/2008,12,Ayuntamientos,23,0,11,C,Contigua,0,8,SOLIDARIDAD,711,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,205,3,0,17,163,17,6,5,0,0,211
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,1,OTHON P BLANCO,622,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,439,23,0,58,123,132,5,7,3,0,351
23,3/2/2008,12,Ayuntamientos,23,0,1,B,Basica,0,1,OTHON P BLANCO,630,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,384,29,0,94,188,42,6,23,2,0,384
