CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,MAS,PAN_PRD,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PAN_PRD,C_COMUN_PRI_PVEM_NA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1355,B,1,0,B,29,67,4,6,6,29,4,98,1,2,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,9,,,,257,0,7,264,703,Grupo de Recuento,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1355,C,1,0,C01,40,47,3,7,11,31,7,110,5,3,0,0,0,0,0,6,0,0,0,,,,,,,,,,,,6,,,,276,0,9,285,702,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1356,B,1,0,B,30,46,4,7,6,23,8,120,4,2,1,1,1,0,0,2,0,0,0,,,,,,,,,,,,6,,,,261,0,6,267,646,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1356,C,1,0,C01,30,59,3,4,8,29,5,87,4,4,1,1,0,3,1,2,1,1,0,,,,,,,,,,,,0,,,,243,0,13,256,645,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1357,B,1,0,B,22,49,0,6,7,12,0,98,1,7,1,2,1,1,0,4,0,0,0,,,,,,,,,,,,8,,,,219,0,9,228,579,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1357,C,1,0,C01,23,51,7,7,5,16,4,91,3,2,0,2,0,0,0,1,3,0,0,,,,,,,,,,,,4,,,,219,2,7,228,578,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1358,B,1,0,B,28,46,1,5,2,13,5,74,0,1,6,1,5,0,0,0,0,0,0,,,,,,,,,,,,18,,,,205,0,10,215,545,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1358,C,1,0,C01,33,44,5,4,7,26,3,77,0,4,0,2,2,2,0,3,2,2,2,,,,,,,,,,,,14,,,,232,0,6,238,545,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1359,B,1,0,B,37,60,1,6,9,31,4,112,0,6,0,1,0,1,0,3,1,0,0,,,,,,,,,,,,26,,,,298,0,4,302,598,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1359,C,1,0,C01,47,63,1,3,8,28,6,113,1,5,1,0,0,0,0,3,0,0,0,,,,,,,,,,,,11,,,,290,0,5,295,598,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1360,B,1,0,B,41,44,3,2,7,43,7,85,3,4,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,16,,,,257,0,7,264,485,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1360,C,1,0,C01,25,45,3,7,7,41,6,97,2,5,2,3,1,3,0,2,1,0,0,,,,,,,,,,,,16,,,,266,0,7,273,484,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1444,B,1,0,B,17,27,0,3,6,13,5,72,3,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,6,,,,153,0,6,159,553,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1444,C,1,0,C01,20,20,3,2,7,17,5,82,0,3,0,0,1,1,0,1,2,0,0,,,,,,,,,,,,4,,,,168,0,5,173,553,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1444,C,2,0,C02,23,32,4,8,10,10,3,64,2,2,1,1,0,0,0,3,0,0,1,,,,,,,,,,,,5,,,,169,0,6,175,552,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1445,B,1,0,B,27,41,1,5,4,8,3,62,1,1,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,4,,,,159,0,8,167,420,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1446,B,1,0,B,27,27,2,3,4,5,1,53,1,3,1,5,1,0,0,3,2,1,0,,,,,,,,,,,,1,,,,140,0,5,145,472,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1447,B,1,0,B,20,34,1,2,8,5,1,45,1,1,1,1,0,0,0,0,3,0,0,,,,,,,,,,,,2,,,,125,0,9,134,399,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1448,B,1,0,B,14,38,1,2,5,15,1,67,5,2,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,4,,,,158,0,2,160,457,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1449,B,1,0,B,16,41,1,4,8,16,2,60,1,1,1,1,3,0,0,0,1,0,0,,,,,,,,,,,,4,,,,160,0,1,161,321,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1450,B,1,0,B,11,24,0,0,4,6,2,34,1,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,84,0,0,84,183,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1451,B,1,0,B,24,37,1,1,2,26,1,54,1,3,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,7,,,,160,0,3,163,300,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1452,B,1,0,B,35,43,3,2,6,47,0,70,2,8,0,2,1,0,0,2,0,0,0,,,,,,,,,,,,16,,,,237,0,5,242,373,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1453,B,1,0,B,17,27,4,0,2,8,5,53,0,2,0,2,1,0,0,2,3,0,1,,,,,,,,,,,,4,,,,131,0,4,135,313,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1454,B,1,0,B,7,55,3,5,5,10,5,81,1,2,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,5,,,,181,0,5,186,399,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1455,B,1,0,B,19,40,1,3,7,19,2,66,2,3,0,3,0,0,0,2,0,0,0,,,,,,,,,,,,3,,,,170,0,8,178,440,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1456,B,1,0,B,52,76,2,7,7,68,2,135,4,8,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,23,,,,384,0,2,386,525,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1456,C,1,0,C01,42,75,3,7,10,75,7,102,4,12,1,0,1,0,0,2,0,0,0,,,,,,,,,,,,23,,,,364,0,8,372,525,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1457,B,1,0,B,15,28,1,2,3,18,4,47,4,1,0,0,2,0,0,2,0,0,2,,,,,,,,,,,,8,,,,137,1,10,148,435,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1457,C,1,0,C01,12,43,2,3,2,22,1,61,1,1,0,2,0,1,0,1,1,0,0,,,,,,,,,,,,7,,,,160,1,5,166,435,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1458,B,1,0,B,27,46,3,2,3,16,4,96,2,4,1,2,0,0,0,1,0,0,1,,,,,,,,,,,,4,,,,212,0,11,223,486,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1459,B,1,0,B,10,37,3,2,3,21,3,72,1,5,0,4,0,0,0,1,0,0,0,,,,,,,,,,,,5,,,,167,0,1,168,361,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1460,B,1,0,B,20,38,1,6,8,13,1,52,0,2,1,3,0,1,0,1,0,0,0,,,,,,,,,,,,6,,,,153,0,1,154,373,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1461,B,1,0,B,16,74,4,3,6,41,17,89,4,6,0,2,0,1,0,1,0,0,0,,,,,,,,,,,,25,,,,289,0,1,290,444,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1462,B,1,0,B,25,38,5,4,3,22,6,97,1,2,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,19,,,,225,0,4,229,383,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1463,B,1,0,B,35,45,2,2,1,26,3,61,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,16,,,,192,0,2,194,382,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1464,B,1,0,B,21,46,2,4,0,20,4,53,4,1,0,2,1,0,0,2,0,0,0,,,,,,,,,,,,10,,,,170,0,0,170,405,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1465,B,1,0,B,19,18,1,9,3,19,4,58,1,4,0,0,1,0,0,2,1,0,0,,,,,,,,,,,,5,,,,145,0,1,146,301,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1466,B,1,0,B,35,37,3,6,3,33,7,56,1,3,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,17,,,,203,0,2,205,395,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1467,B,1,0,B,27,62,1,5,1,65,2,54,4,9,2,0,0,0,2,2,0,0,0,,,,,,,,,,,,16,,,,252,1,3,256,378,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1468,B,1,0,B,29,64,3,7,3,82,3,89,3,5,0,3,0,0,0,3,0,0,0,,,,,,,,,,,,24,,,,318,0,3,321,491,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1469,B,1,0,B,42,69,2,4,3,74,2,83,2,3,1,2,1,0,0,1,1,0,0,,,,,,,,,,,,24,,,,314,0,1,315,537,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1470,B,1,0,B,67,86,5,6,1,64,14,119,3,7,1,1,2,2,0,2,2,0,0,,,,,,,,,,,,22,,,,404,0,5,409,679,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1471,B,1,0,B,19,48,5,5,2,58,5,85,0,7,0,1,1,0,0,1,0,0,1,,,,,,,,,,,,13,,,,251,0,5,256,397,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1472,B,1,0,B,23,36,1,4,5,16,0,47,2,5,0,0,0,0,0,2,0,0,1,,,,,,,,,,,,8,,,,150,0,3,153,432,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1473,B,1,0,B,26,37,3,4,3,10,2,92,0,1,0,2,0,0,0,1,0,0,1,,,,,,,,,,,,4,,,,186,0,3,189,489,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1474,B,1,0,B,39,94,6,2,1,65,11,85,1,3,2,1,3,0,0,1,1,0,0,,,,,,,,,,,,23,,,,338,0,3,341,546,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1475,B,1,0,B,19,22,3,2,0,18,3,50,1,1,1,0,0,0,0,1,0,0,1,,,,,,,,,,,,0,,,,122,14,2,138,215,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1476,B,1,0,B,22,24,1,4,2,31,4,53,1,2,0,0,2,0,0,0,1,0,0,,,,,,,,,,,,10,,,,157,0,2,159,263,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1477,B,1,0,B,30,50,5,2,1,45,2,67,0,5,0,1,0,0,0,0,1,0,1,,,,,,,,,,,,10,,,,220,0,3,223,357,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1478,B,1,0,B,43,72,4,1,5,52,4,61,1,8,0,1,1,0,0,1,0,0,0,,,,,,,,,,,,12,,,,266,0,1,267,443,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1480,B,1,0,B,42,50,1,3,4,65,3,69,1,3,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,15,,,,258,0,4,262,414,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1482,B,1,0,B,37,57,3,4,2,33,5,76,2,7,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,7,,,,233,0,5,238,423,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,376,B,1,0,B,40,50,5,4,3,51,6,115,3,8,0,2,1,0,0,3,0,0,2,,,,,,,,,,,,17,,,,310,2,8,320,581,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,376,C,1,0,C01,65,49,10,2,4,53,4,92,1,5,1,2,1,0,0,6,3,0,1,,,,,,,,,,,,9,,,,308,0,6,314,581,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,376,C,2,0,C02,50,62,1,3,4,56,5,75,6,4,0,1,2,1,0,2,0,0,0,,,,,,,,,,,,11,,,,283,0,6,289,580,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,376,C,3,0,C03,45,54,8,5,0,57,7,92,1,6,1,0,1,0,0,2,1,0,2,,,,,,,,,,,,21,,,,303,0,8,311,580,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,377,B,1,0,B,63,64,3,6,11,37,11,95,3,3,2,0,2,1,0,2,1,1,0,,,,,,,,,,,,21,,,,326,0,14,340,661,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,377,C,1,0,C01,70,67,4,11,9,40,7,101,1,5,0,1,4,1,0,1,2,0,0,,,,,,,,,,,,12,,,,336,0,10,346,660,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,385,B,1,0,B,73,69,5,10,8,70,3,117,5,12,5,0,0,0,2,1,0,0,0,,,,,,,,,,,,34,,,,414,0,11,425,719,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,385,C,1,0,C01,74,91,6,7,6,51,9,119,4,11,0,1,1,0,1,5,1,0,1,,,,,,,,,,,,31,,,,419,0,10,429,719,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,386,B,1,0,B,45,65,4,6,5,59,2,90,1,7,0,1,2,0,0,3,1,0,0,,,,,,,,,,,,23,,,,314,0,11,325,531,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,386,C,1,0,C01,66,74,1,8,6,41,9,85,2,9,2,3,2,0,0,2,2,0,0,,,,,,,,,,,,23,,,,335,0,2,337,531,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,386,C,2,0,C02,71,60,2,9,3,61,4,82,0,6,2,3,0,0,0,1,1,0,0,,,,,,,,,,,,23,,,,328,0,4,332,530,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,387,B,1,0,B,60,88,10,3,8,66,7,109,6,4,1,1,5,1,0,2,2,0,0,,,,,,,,,,,,18,,,,391,0,3,394,610,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,387,C,1,0,C01,50,107,4,2,8,47,6,113,1,8,2,1,1,1,0,1,0,0,1,,,,,,,,,,,,16,,,,369,0,5,374,609,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,387,C,2,0,C02,52,83,5,6,5,57,6,109,2,8,0,3,2,1,0,1,0,0,0,,,,,,,,,,,,2,,,,342,0,12,354,609,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,388,B,1,0,B,34,77,2,2,3,53,7,95,1,3,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,22,,,,303,0,7,310,484,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,388,C,1,0,C01,34,77,2,2,3,53,7,95,1,3,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,22,,,,303,0,7,310,484,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,392,B,1,0,B,84,96,4,2,2,102,6,62,2,5,2,2,2,0,0,2,0,0,1,,,,,,,,,,,,14,,,,388,0,4,392,583,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,392,C,1,0,C01,73,116,2,2,3,82,7,81,2,1,1,2,1,0,0,0,0,0,1,,,,,,,,,,,,16,,,,390,0,4,394,583,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,392,C,2,0,C02,68,102,4,1,2,82,6,86,3,4,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,19,,,,379,1,4,384,583,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,393,B,1,0,B,78,99,2,5,6,88,7,86,2,6,0,2,0,1,1,0,0,0,0,,,,,,,,,,,,17,,,,400,0,2,402,617,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,393,C,1,0,C01,64,135,3,6,3,80,4,74,1,4,4,1,1,0,0,1,0,0,0,,,,,,,,,,,,23,,,,404,0,7,411,617,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,393,C,2,0,C02,91,96,5,6,2,81,6,94,3,2,3,3,2,2,0,1,0,0,0,,,,,,,,,,,,18,,,,415,0,7,422,617,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,394,B,1,0,B,68,73,8,3,2,64,12,63,4,8,1,1,1,1,0,2,2,0,0,,,,,,,,,,,,19,,,,332,0,6,338,508,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,394,C,1,0,C01,61,94,2,5,3,61,4,65,4,4,2,7,1,0,1,1,0,0,0,,,,,,,,,,,,10,,,,325,0,13,338,508,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,394,C,2,0,C02,58,74,2,6,1,67,5,83,1,2,1,0,3,0,0,0,2,0,0,,,,,,,,,,,,22,,,,327,0,1,328,507,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,395,B,1,0,B,31,40,5,7,7,45,6,77,3,5,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,12,,,,240,0,6,246,442,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,395,C,1,0,C01,51,45,3,6,8,42,6,56,2,5,1,4,1,0,0,3,2,0,0,,,,,,,,,,,,8,,,,243,0,1,244,441,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,396,B,1,0,B,56,49,4,3,8,60,5,113,3,6,1,3,1,0,0,0,2,0,0,,,,,,,,,,,,7,,,,321,0,7,328,612,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,396,C,1,0,C01,38,65,2,6,3,62,4,99,4,3,0,3,1,1,1,1,3,0,1,,,,,,,,,,,,10,,,,307,1,10,318,612,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,397,B,1,0,B,64,69,4,5,8,78,4,108,2,9,2,1,5,0,0,4,2,0,1,,,,,,,,,,,,28,,,,394,0,8,402,634,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,397,C,1,0,C01,52,66,8,2,3,58,9,101,2,6,1,0,2,0,0,0,1,0,2,,,,,,,,,,,,17,,,,330,0,8,338,634,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,398,B,1,0,B,66,73,4,2,11,66,12,89,3,3,2,1,1,2,0,1,3,0,0,,,,,,,,,,,,12,,,,351,0,16,367,654,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,398,C,1,0,C01,64,135,3,6,3,80,4,74,1,4,4,1,1,0,0,1,0,0,0,,,,,,,,,,,,23,,,,404,0,7,411,654,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,399,B,1,0,B,42,79,7,1,3,38,9,100,5,7,1,4,1,0,0,2,1,0,0,,,,,,,,,,,,8,,,,308,0,4,312,562,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,399,C,1,0,C01,52,82,4,6,3,47,5,79,3,2,3,0,0,1,0,1,0,0,0,,,,,,,,,,,,19,,,,307,0,3,310,561,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,401,B,1,0,B,47,76,8,1,8,37,5,117,3,3,1,1,2,1,0,1,0,0,0,,,,,,,,,,,,10,,,,321,0,11,332,703,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,401,C,1,0,C01,50,46,6,6,17,28,5,90,2,7,0,5,0,1,0,1,1,0,0,,,,,,,,,,,,28,,,,293,2,13,308,702,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,401,C,2,0,C02,54,62,5,2,5,27,5,117,3,6,1,4,1,0,0,1,2,0,0,,,,,,,,,,,,0,,,,295,0,7,302,702,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,402,B,1,0,B,56,91,6,3,7,55,3,110,1,7,1,1,0,0,1,4,3,0,1,,,,,,,,,,,,15,,,,365,0,7,372,681,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,402,C,1,0,C01,65,92,1,6,7,49,15,125,3,3,1,1,2,0,0,1,0,0,1,,,,,,,,,,,,18,,,,390,0,10,400,681,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,402,C,2,0,C02,49,96,2,2,5,63,6,106,1,7,2,4,1,0,0,3,2,0,0,,,,,,,,,,,,25,,,,374,0,9,383,680,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,402,C,3,0,C03,62,91,6,5,8,47,3,118,0,9,2,3,2,2,0,3,5,0,1,,,,,,,,,,,,26,,,,393,1,8,402,680,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,403,B,1,0,B,74,92,6,5,12,77,6,117,1,12,0,1,1,0,0,5,0,0,1,,,,,,,,,,,,32,,,,442,0,4,446,703,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,403,C,1,0,C01,68,110,7,8,10,81,5,85,5,12,1,1,0,0,0,3,0,0,0,,,,,,,,,,,,34,,,,430,0,10,440,702,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,404,B,1,0,B,84,98,5,5,4,70,1,102,1,13,1,3,1,1,0,2,2,0,0,,,,,,,,,,,,27,,,,420,0,12,432,681,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,404,C,1,0,C01,79,94,7,7,7,60,3,98,2,3,1,0,0,0,0,3,0,0,1,,,,,,,,,,,,24,,,,389,0,10,399,680,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,405,B,1,0,B,45,37,2,7,2,29,4,66,0,2,4,1,2,1,0,0,1,0,1,,,,,,,,,,,,12,,,,216,0,8,224,443,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,405,C,1,0,C01,56,44,5,2,7,26,3,81,2,3,0,4,0,0,0,4,0,0,0,,,,,,,,,,,,13,,,,250,0,3,253,443,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,406,B,1,0,B,74,78,3,7,2,44,12,96,4,3,3,1,0,0,1,2,1,0,0,,,,,,,,,,,,23,,,,354,0,4,358,549,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,406,C,1,0,C01,80,68,6,4,3,53,3,80,0,5,2,0,1,3,0,3,2,0,0,,,,,,,,,,,,14,,,,327,0,8,335,549,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,407,B,1,0,B,31,57,2,8,0,44,5,71,2,2,0,3,2,1,0,1,3,1,0,,,,,,,,,,,,9,,,,242,0,7,249,500,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,407,C,1,0,C01,36,45,4,5,2,43,8,88,1,6,0,1,0,0,0,0,2,0,0,,,,,,,,,,,,9,,,,250,0,9,259,499,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,408,B,1,0,B,48,60,2,2,5,36,2,92,3,5,4,0,1,1,1,0,1,0,0,,,,,,,,,,,,12,,,,275,0,9,284,516,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,408,C,1,0,C01,56,89,5,6,3,36,4,72,1,5,0,4,0,1,0,1,0,0,2,,,,,,,,,,,,8,,,,293,2,7,302,516,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,409,B,1,0,B,79,88,5,4,7,75,6,95,1,1,0,3,4,0,0,0,0,0,0,,,,,,,,,,,,20,,,,388,0,9,397,665,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,409,C,1,0,C01,69,87,3,5,6,77,8,93,2,8,2,1,6,0,0,8,3,0,1,,,,,,,,,,,,20,,,,399,0,8,407,664,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,410,B,1,0,B,78,104,3,6,7,78,11,95,4,7,1,1,1,1,0,4,1,0,1,,,,,,,,,,,,25,,,,428,0,7,435,733,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,410,C,1,0,C01,81,88,8,6,2,73,5,96,1,10,4,3,0,0,0,3,2,0,0,,,,,,,,,,,,21,,,,403,0,14,417,733,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,411,B,1,0,B,65,81,4,3,3,68,6,110,5,0,1,2,0,0,1,2,1,0,0,,,,,,,,,,,,0,,,,352,0,7,359,675,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,411,C,1,0,C01,71,85,2,6,6,63,3,113,2,6,2,6,0,0,0,4,0,0,0,,,,,,,,,,,,15,,,,384,0,11,395,675,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,412,B,1,0,B,51,72,0,6,1,40,2,71,2,2,1,2,2,0,0,3,2,0,3,,,,,,,,,,,,14,,,,274,0,7,281,457,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,412,C,1,0,C01,54,74,2,2,6,37,7,61,1,4,6,0,1,0,0,2,0,0,2,,,,,,,,,,,,18,,,,277,0,10,287,456,Acta Casilla,,,
