ESTADO,DISTRITO,MUNICIPIO,SECCION,TIPO,LISTA NOM.,PAN,PRI,PRD,PT,PVEM,NO REGISTRADOS,NULOS,TOTAL
16,15,17,298,2,0,0,0,0,0,0,0,0,0
16,12,18,299,1,767,21,84,62,2,1,0,6,176
16,12,18,299,2,0,14,83,70,3,0,1,2,173
16,12,18,300,2,0,6,121,72,1,0,0,0,200
16,12,18,300,1,766,12,93,103,2,0,0,6,216
16,12,18,301,2,0,32,132,154,0,0,0,9,327
16,12,18,301,1,1150,15,99,156,2,3,0,10,285
16,12,18,302,2,0,16,150,111,0,0,0,6,283
16,12,18,302,1,951,26,120,132,0,0,0,8,286
16,12,18,303,2,0,6,64,187,1,0,1,0,259
16,12,18,303,1,845,6,66,182,1,0,1,4,260
16,12,18,304,1,966,0,0,0,0,0,0,0,0
16,12,18,304,2,0,7,144,125,0,0,0,7,283
16,14,19,305,1,429,0,0,0,0,0,0,0,0
16,14,19,306,1,644,0,0,0,0,0,0,0,0
16,14,19,307,1,1214,0,0,0,0,0,0,0,0
16,14,19,307,2,0,0,0,0,0,0,0,0,0
16,14,19,307,4,0,0,0,0,0,0,0,0,0
16,14,19,308,1,701,0,0,0,0,0,0,0,0
16,14,19,309,1,679,0,0,0,0,0,0,0,0
16,14,19,310,1,878,0,0,0,0,0,0,0,0
16,14,19,310,2,0,0,0,0,0,0,0,0,0
16,14,19,311,1,996,0,0,0,0,0,0,0,0
16,14,19,311,2,0,0,0,0,0,0,0,0,0
16,14,19,312,1,849,0,0,0,0,0,0,0,0
16,14,19,312,2,0,0,0,0,0,0,0,0,0
16,14,19,313,1,1128,0,0,0,0,0,0,0,0
16,14,19,313,2,0,0,0,0,0,0,0,0,0
16,14,19,314,1,829,0,0,0,0,0,0,0,0
16,14,19,314,2,0,0,0,0,0,0,0,0,0
16,14,19,315,1,428,0,0,0,0,0,0,0,0
16,14,19,316,1,328,0,0,0,0,0,0,0,0
16,14,19,316,4,0,0,0,0,0,0,0,0,0
16,14,19,317,1,269,0,0,0,0,0,0,0,0
16,14,19,317,4,0,0,0,0,0,0,0,0,0
16,14,19,318,1,1176,0,0,0,0,0,0,0,0
16,14,19,318,4,0,0,0,0,0,0,0,0,0
16,14,19,318,4,0,0,0,0,0,0,0,0,0
16,14,19,319,1,559,0,0,0,0,0,0,0,0
16,14,19,320,1,215,0,0,0,0,0,0,0,0
16,14,19,321,1,796,0,0,0,0,0,0,0,0
16,14,19,321,4,0,0,0,0,0,0,0,0,0
16,14,19,322,1,412,0,0,0,0,0,0,0,0
16,14,19,322,4,0,0,0,0,0,0,0,0,0
16,14,19,323,1,107,0,0,0,0,0,0,0,0
16,1,20,324,1,1357,88,68,128,147,2,0,5,438
16,1,20,324,2,0,88,86,130,164,3,0,12,483
16,1,20,325,1,688,196,121,62,63,2,0,3,447
16,1,20,326,2,0,0,0,0,0,0,0,0,0
16,1,20,326,1,933,128,84,25,40,2,0,5,284
16,1,20,327,1,741,164,96,65,172,0,0,0,497
16,1,20,328,1,829,24,28,165,41,1,0,155,414
16,1,20,328,2,0,31,25,149,54,2,0,3,264
16,1,20,329,1,760,0,0,0,0,0,0,0,0
16,1,20,329,2,0,79,72,36,66,2,0,5,260
16,1,20,330,1,741,42,94,45,20,3,0,7,211
16,1,20,331,1,1114,0,0,0,0,0,0,0,0
16,1,20,331,2,0,60,66,40,16,0,0,0,182
16,1,20,332,2,0,0,0,0,0,0,0,0,0
16,1,20,332,1,824,13,93,59,22,1,2,9,199
16,1,20,333,4,0,0,0,0,0,0,0,0,0
16,1,20,333,2,0,9,84,76,21,2,0,11,203
16,1,20,333,1,1287,13,63,71,21,0,0,6,174
16,1,20,334,1,122,10,52,9,13,2,0,1,87
16,1,20,335,1,661,0,0,0,0,0,0,0,0
16,1,20,336,1,642,53,64,104,68,10,0,1,300
16,1,20,337,2,0,0,0,0,0,0,0,0,0
16,1,20,337,1,1351,90,137,50,53,3,0,0,333
16,1,20,338,2,0,0,0,0,0,0,0,0,0
16,1,20,338,1,1322,18,124,47,68,7,0,9,273
16,1,20,339,1,1179,0,0,0,0,0,0,0,0
16,1,20,339,2,0,42,63,100,45,1,0,0,251
16,14,21,340,1,808,0,0,0,0,0,0,0,0
16,14,21,340,2,0,0,0,0,0,0,0,0,0
16,14,21,341,1,1392,0,0,0,0,0,0,0,0
16,14,21,341,2,0,0,0,0,0,0,0,0,0
16,14,21,342,1,947,0,0,0,0,0,0,0,0
16,14,21,342,2,0,0,0,0,0,0,0,0,0
16,14,21,343,1,794,0,0,0,0,0,0,0,0
16,14,21,343,2,0,0,0,0,0,0,0,0,0
16,14,21,344,1,951,0,0,0,0,0,0,0,0
16,14,21,344,2,0,0,0,0,0,0,0,0,0
16,14,21,345,1,1043,0,0,0,0,0,0,0,0
16,14,21,345,2,0,0,0,0,0,0,0,0,0
16,2,22,346,1,1601,0,0,0,0,0,0,0,0
16,2,22,346,2,0,0,0,0,0,0,0,0,0
16,2,22,346,2,0,0,0,0,0,0,0,0,0
16,2,22,347,1,1837,0,0,0,0,0,0,0,0
16,2,22,347,2,0,0,0,0,0,0,0,0,0
16,2,22,347,2,0,0,0,0,0,0,0,0,0
16,2,22,348,1,948,0,0,0,0,0,0,0,0
16,2,22,348,2,0,0,0,0,0,0,0,0,0
16,2,22,349,1,1031,0,0,0,0,0,0,0,0
16,2,22,349,2,0,0,0,0,0,0,0,0,0
16,2,22,350,1,396,0,0,0,0,0,0,0,0
16,2,22,351,1,1008,0,0,0,0,0,0,0,0
16,2,22,351,2,0,0,0,0,0,0,0,0,0
16,2,22,352,1,706,0,0,0,0,0,0,0,0
16,2,22,353,1,472,0,0,0,0,0,0,0,0
16,2,22,354,1,209,0,0,0,0,0,0,0,0
16,2,22,355,1,191,0,0,0,0,0,0,0,0
16,2,22,356,1,244,0,0,0,0,0,0,0,0
16,2,22,357,1,201,0,0,0,0,0,0,0,0
16,2,22,358,1,233,0,0,0,0,0,0,0,0
16,2,22,359,1,649,0,0,0,0,0,0,0,0
16,2,22,360,1,287,0,0,0,0,0,0,0,0
16,13,23,361,1,710,0,0,0,0,0,0,0,0
16,13,23,362,1,672,0,0,0,0,0,0,0,0
16,13,23,363,1,537,0,0,0,0,0,0,0,0
16,13,23,364,1,755,0,0,0,0,0,0,0,0
16,13,23,364,4,0,0,0,0,0,0,0,0,0
16,13,23,365,1,589,0,0,0,0,0,0,0,0
16,13,23,366,1,574,0,0,0,0,0,0,0,0
16,13,23,367,1,623,0,0,0,0,0,0,0,0
16,13,23,368,1,477,0,0,0,0,0,0,0,0
16,13,23,369,1,1110,0,0,0,0,0,0,0,0
16,13,23,369,4,0,0,0,0,0,0,0,0,0
16,13,23,369,4,0,0,0,0,0,0,0,0,0
16,13,23,370,1,470,0,0,0,0,0,0,0,0
16,13,23,371,1,803,0,0,0,0,0,0,0,0
16,13,23,371,2,0,0,0,0,0,0,0,0,0
16,14,24,372,1,1263,0,0,0,0,0,0,0,0
16,14,24,372,2,0,0,0,0,0,0,0,0,0
16,14,24,373,1,1390,0,0,0,0,0,0,0,0
16,14,24,373,2,0,0,0,0,0,0,0,0,0
16,14,24,374,1,1095,0,0,0,0,0,0,0,0
16,14,24,374,2,0,0,0,0,0,0,0,0,0
16,14,24,375,1,888,0,0,0,0,0,0,0,0
16,14,24,375,2,0,0,0,0,0,0,0,0,0
16,14,24,376,1,1256,0,0,0,0,0,0,0,0
16,14,24,376,2,0,0,0,0,0,0,0,0,0
16,14,24,377,1,883,0,0,0,0,0,0,0,0
16,14,24,377,2,0,0,0,0,0,0,0,0,0
16,14,24,378,1,929,0,0,0,0,0,0,0,0
16,14,24,378,2,0,0,0,0,0,0,0,0,0
16,14,24,379,1,577,0,0,0,0,0,0,0,0
16,11,25,380,1,932,0,0,0,0,0,0,0,0
16,11,25,380,2,0,0,0,0,0,0,0,0,0
16,11,25,381,1,1082,0,0,0,0,0,0,0,0
16,11,25,381,2,0,0,0,0,0,0,0,0,0
16,11,25,382,1,1043,0,0,0,0,0,0,0,0
16,11,25,382,2,0,0,0,0,0,0,0,0,0
16,11,25,383,1,632,0,0,0,0,0,0,0,0
16,11,25,384,1,1139,0,0,0,0,0,0,0,0
16,11,25,384,2,0,0,0,0,0,0,0,0,0
16,11,25,385,1,637,0,0,0,0,0,0,0,0
16,11,25,386,1,1003,0,0,0,0,0,0,0,0
16,11,25,386,2,0,0,0,0,0,0,0,0,0
16,11,25,387,1,1013,0,0,0,0,0,0,0,0
16,11,25,387,2,0,0,0,0,0,0,0,0,0
16,11,25,388,1,1005,0,0,0,0,0,0,0,0
16,11,25,388,2,0,0,0,0,0,0,0,0,0
16,11,25,389,1,1358,0,0,0,0,0,0,0,0
16,11,25,389,2,0,0,0,0,0,0,0,0,0
16,11,25,390,1,604,0,0,0,0,0,0,0,0
16,11,25,391,1,902,0,0,0,0,0,0,0,0
16,11,25,391,2,0,0,0,0,0,0,0,0,0
16,11,25,392,1,586,0,0,0,0,0,0,0,0
16,11,25,393,1,1231,0,0,0,0,0,0,0,0
16,11,25,393,2,0,0,0,0,0,0,0,0,0
16,11,25,394,1,1037,0,0,0,0,0,0,0,0
16,11,25,394,2,0,0,0,0,0,0,0,0,0
16,11,25,395,1,567,0,0,0,0,0,0,0,0
16,11,25,395,4,0,0,0,0,0,0,0,0,0
16,11,25,396,1,300,0,0,0,0,0,0,0,0
16,16,26,397,4,0,0,0,0,0,0,0,0,0
16,16,26,397,4,0,0,0,0,0,0,0,0,0
16,16,26,397,2,0,12,162,77,0,0,0,14,265
16,16,26,397,1,970,17,136,70,3,0,0,13,239
16,16,26,398,1,469,0,0,0,0,0,0,0,0
16,16,26,398,4,0,0,0,0,0,0,0,0,0
16,16,26,399,1,329,0,0,0,0,0,0,0,0
16,16,26,399,4,0,0,0,0,0,0,0,0,0
16,16,26,400,1,204,0,0,0,0,0,0,0,0
16,16,26,400,4,0,0,0,0,0,0,0,0,0
16,16,26,401,1,177,0,0,0,0,0,0,0,0
16,16,26,402,1,434,0,0,0,0,0,0,0,0
16,16,26,402,4,0,0,0,0,0,0,0,0,0
16,16,26,403,4,0,0,0,0,0,0,0,0,0
16,16,26,403,1,526,1,98,119,2,1,0,0,221
16,16,26,404,1,400,0,0,0,0,0,0,0,0
16,16,26,404,4,0,0,0,0,0,0,0,0,0
16,16,26,404,4,0,0,0,0,0,0,0,0,0
16,12,27,405,1,736,61,247,65,5,0,0,11,389
16,12,27,406,1,702,37,227,85,8,0,3,14,374
16,12,27,407,2,0,12,150,63,0,0,0,16,241
16,12,27,407,1,1064,29,149,68,4,0,0,0,250
16,12,27,408,1,635,8,146,74,5,1,0,44,278
16,12,27,408,4,0,16,48,31,0,0,0,0,95
16,12,27,409,1,1241,12,130,113,8,0,0,17,280
16,12,27,409,2,0,11,137,105,2,1,0,10,266
16,12,27,410,1,554,12,31,199,4,0,0,4,250
16,4,28,411,1,947,0,0,0,0,0,0,0,0
16,4,28,411,4,0,0,0,0,0,0,0,0,0
16,4,28,412,1,854,0,0,0,0,0,0,0,0
16,4,28,412,4,0,0,0,0,0,0,0,0,0
16,4,28,413,1,717,0,0,0,0,0,0,0,0
16,4,28,414,1,900,0,0,0,0,0,0,0,0
16,4,28,414,4,0,0,0,0,0,0,0,0,0
16,4,28,414,4,0,0,0,0,0,0,0,0,0
16,4,28,415,1,113,0,0,0,0,0,0,0,0
16,4,28,416,1,691,0,0,0,0,0,0,0,0
16,4,28,416,4,0,0,9,51,0,0,0,0,60
16,4,28,417,1,673,0,0,0,0,0,0,0,0
16,4,28,417,4,0,0,0,0,0,0,0,0,0
16,4,28,418,1,560,0,0,0,0,0,0,0,0
16,4,28,419,1,267,0,66,42,0,0,0,0,108
16,7,29,420,1,594,0,0,0,0,0,0,0,0
16,7,29,421,4,0,0,130,15,0,0,0,5,150
16,7,29,421,1,819,4,187,157,0,0,0,9,357
16,7,29,422,1,966,0,0,0,0,0,0,0,0
16,7,29,422,2,0,0,0,0,0,0,0,0,0
16,7,29,423,1,626,0,0,0,0,0,0,0,0
16,7,29,424,1,611,1,195,120,5,0,0,0,321
16,7,29,425,1,266,0,0,0,0,0,0,0,0
16,7,29,426,1,693,0,0,0,0,0,0,0,0
16,7,29,427,1,367,0,0,0,0,0,0,0,0
16,7,29,427,4,0,0,0,0,0,0,0,0,0
16,7,29,428,1,480,0,0,0,0,0,0,0,0
16,7,29,429,1,678,0,0,0,0,0,0,0,0
16,7,29,430,1,429,0,0,0,0,0,0,0,0
16,7,29,430,4,0,0,2,19,0,0,0,10,31
16,7,29,431,1,246,0,0,0,0,0,0,0,0
16,7,29,432,1,489,0,0,0,0,0,0,0,0
16,7,29,432,4,0,0,0,0,0,0,0,0,0
16,4,30,433,1,903,0,0,0,0,0,0,0,0
16,4,30,433,2,0,0,0,0,0,0,0,0,0
16,4,30,434,1,675,0,0,0,0,0,0,0,0
16,4,30,435,1,538,0,0,0,0,0,0,0,0
16,4,30,436,1,1174,0,0,0,0,0,0,0,0
16,4,30,436,2,0,0,0,0,0,0,0,0,0
16,4,30,437,1,752,0,0,0,0,0,0,0,0
16,4,30,437,2,0,0,0,0,0,0,0,0,0
16,4,30,438,1,826,0,0,0,0,0,0,0,0
16,4,30,438,2,0,0,0,0,0,0,0,0,0
16,4,30,439,1,1626,0,0,0,0,0,0,0,0
16,4,30,439,2,0,0,0,0,0,0,0,0,0
16,4,30,439,2,0,0,0,0,0,0,0,0,0
16,4,30,440,1,1014,0,0,0,0,0,0,0,0
16,4,30,440,2,0,0,0,0,0,0,0,0,0
16,4,30,441,1,646,0,0,0,0,0,0,0,0
16,4,30,442,1,596,0,0,0,0,0,0,0,0
16,4,30,443,1,470,0,0,0,0,0,0,0,0
16,4,30,444,1,596,0,0,0,0,0,0,0,0
16,4,30,444,4,0,0,0,0,0,0,0,0,0
16,4,30,445,1,569,0,0,0,0,0,0,0,0
16,4,30,445,4,0,0,0,0,0,0,0,0,0
16,15,31,446,1,780,0,0,0,0,0,0,0,0
16,15,31,446,2,0,0,0,0,0,0,0,0,0
16,15,31,447,1,969,0,0,0,0,0,0,0,0
16,15,31,447,4,0,0,0,0,0,0,0,0,0
16,15,31,448,1,756,0,0,0,0,0,0,0,0
16,15,31,448,4,0,0,0,0,0,0,0,0,0
16,15,31,449,1,745,0,0,0,0,0,0,0,0
16,15,31,449,4,0,0,0,0,0,0,0,0,0
16,15,31,450,1,776,0,0,0,0,0,0,0,0
16,15,31,450,4,0,0,0,0,0,0,0,0,0
16,15,31,451,1,732,0,0,0,0,0,0,0,0
16,15,31,451,4,0,0,0,0,0,0,0,0,0
16,15,31,452,1,608,0,0,0,0,0,0,0,0
16,15,31,453,1,432,0,0,0,0,0,0,0,0
16,15,31,454,1,869,0,0,0,0,0,0,0,0
16,15,31,454,4,0,0,0,0,0,0,0,0,0
16,15,31,455,1,1271,0,0,0,0,0,0,0,0
16,15,31,455,2,0,0,0,0,0,0,0,0,0
16,15,31,455,4,0,0,0,0,0,0,0,0,0
16,15,31,455,4,0,0,0,0,0,0,0,0,0
16,15,31,456,1,881,0,0,0,0,0,0,0,0
16,15,31,456,4,0,0,0,0,0,0,0,0,0
16,3,32,457,1,1429,0,0,0,0,0,0,0,0
16,3,32,457,2,0,0,0,0,0,0,0,0,0
16,3,32,457,4,0,0,0,0,0,0,0,0,0
16,3,32,458,1,709,0,0,0,0,0,0,0,0
16,3,32,459,1,465,0,0,0,0,0,0,0,0
16,3,32,460,1,388,0,0,0,0,0,0,0,0
16,3,32,461,2,0,0,0,0,0,0,0,0,0
16,3,32,461,1,1099,5,94,249,4,4,0,0,356
16,3,32,462,1,372,0,0,0,0,0,0,0,0
16,3,32,463,1,996,0,0,0,0,0,0,0,0
16,3,32,463,2,0,0,0,0,0,0,0,0,0
16,3,32,464,2,0,0,0,0,0,0,0,0,0
16,3,32,464,1,1043,0,40,97,0,0,0,0,137
16,3,32,465,1,625,0,0,0,0,0,0,0,0
16,3,32,465,4,0,0,0,0,0,0,0,0,0
16,3,32,466,1,485,0,0,0,0,0,0,0,0
16,6,33,467,1,1159,0,0,0,0,0,0,0,0
16,6,33,467,2,0,0,0,0,0,0,0,0,0
16,6,33,468,1,507,0,0,0,0,0,0,0,0
16,6,33,469,1,966,0,0,0,0,0,0,0,0
16,6,33,469,2,0,0,0,0,0,0,0,0,0
16,6,33,470,1,764,0,0,0,0,0,0,0,0
16,6,33,470,2,0,0,0,0,0,0,0,0,0
16,6,33,471,1,1045,0,0,0,0,0,0,0,0
16,6,33,471,2,0,0,0,0,0,0,0,0,0
16,6,33,472,1,994,0,0,0,0,0,0,0,0
16,6,33,472,2,0,0,0,0,0,0,0,0,0
16,6,33,473,1,1025,0,0,0,0,0,0,0,0
16,6,33,473,2,0,0,0,0,0,0,0,0,0
16,6,33,474,2,0,0,0,0,0,0,0,0,0
16,6,33,474,1,998,0,0,0,0,0,0,0,0
16,6,33,475,1,740,0,0,0,0,0,0,0,0
16,6,33,476,1,642,0,0,0,0,0,0,0,0
16,6,33,477,1,939,0,0,0,0,0,0,0,0
16,6,33,477,2,0,0,0,0,0,0,0,0,0
16,6,33,478,1,788,0,0,0,0,0,0,0,0
16,6,33,478,4,0,0,0,0,0,0,0,0,0
16,6,33,479,1,224,0,0,0,0,0,0,0,0
16,10,34,480,1,1286,178,62,38,4,1,0,7,290
16,10,34,480,2,0,225,38,20,4,1,0,13,301
16,10,34,481,1,1324,0,0,0,0,0,0,0,0
16,10,34,481,2,0,0,0,0,0,0,0,0,0
16,10,34,482,1,1803,0,0,0,0,0,0,0,0
16,10,34,482,2,0,0,0,0,0,0,0,0,0
16,10,34,482,2,0,159,84,19,3,3,0,6,274
16,10,34,483,1,1650,0,0,0,0,0,0,0,0
16,10,34,483,2,0,190,39,22,3,3,0,6,263
16,10,34,483,2,0,182,51,20,1,5,0,13,272
16,10,34,484,2,0,161,91,41,3,5,0,8,309
16,10,34,484,1,1685,179,80,21,4,3,0,7,294
16,10,34,484,2,0,166,71,37,3,3,0,0,280
16,10,34,485,2,0,158,108,71,3,5,0,6,351
16,10,34,485,1,1160,166,119,52,0,3,1,3,344
16,10,34,486,2,0,0,0,0,0,0,0,0,0
16,10,34,486,2,0,191,84,26,2,3,0,6,312
16,10,34,486,1,1738,201,93,32,7,2,0,7,342
16,10,34,487,1,1416,0,0,0,0,0,0,0,0
16,10,34,487,2,0,209,85,32,5,2,0,12,345
16,10,34,488,2,0,141,41,34,4,0,0,8,228
16,10,34,488,2,0,136,63,33,3,2,0,6,243
16,10,34,488,1,1549,156,48,46,3,0,0,6,259
16,10,34,489,2,0,0,0,0,0,0,0,0,0
16,10,34,489,1,1312,164,72,32,2,4,0,15,289
16,10,34,490,1,1200,0,0,0,0,0,0,0,0
16,10,34,490,2,0,161,44,48,9,0,0,9,271
16,10,34,491,2,0,0,0,0,0,0,0,0,0
16,10,34,491,1,1736,157,59,43,2,5,0,11,277
16,10,34,491,2,0,187,62,50,1,6,0,11,317
16,10,34,492,1,1142,0,0,0,0,0,0,0,0
16,10,34,492,2,0,0,0,0,0,0,0,0,0
16,10,34,493,1,1487,0,0,0,0,0,0,0,0
16,10,34,493,2,0,0,0,0,0,0,0,0,0
16,10,34,494,1,1924,0,0,0,0,0,0,0,0
16,10,34,494,2,0,188,98,41,0,6,0,8,341
16,10,34,494,2,0,168,98,40,3,3,0,7,319
16,10,34,495,1,2225,0,0,0,0,0,0,0,0
16,10,34,495,2,0,0,0,0,0,0,0,0,0
16,10,34,495,2,0,0,0,0,0,0,0,0,0
16,10,34,496,2,0,187,57,59,0,2,0,5,310
16,10,34,496,1,1253,170,72,35,2,3,0,10,292
16,10,34,497,2,0,140,107,46,0,7,0,4,304
16,10,34,497,1,1025,151,110,46,3,3,0,2,315
16,10,34,498,2,0,227,131,48,4,18,0,5,433
16,10,34,498,1,1449,203,156,56,7,6,0,5,433
16,10,34,499,1,1399,0,0,0,0,0,0,0,0
16,10,34,499,2,0,0,0,0,0,0,0,0,0
16,10,34,500,1,976,0,0,0,0,0,0,0,0
16,10,34,500,2,0,0,0,0,0,0,0,0,0
16,10,34,501,1,996,119,93,56,2,5,0,8,283
16,10,34,501,2,0,132,100,42,9,2,0,0,285
16,10,34,502,1,1087,0,0,0,0,0,0,0,0
16,10,34,502,2,0,0,0,0,0,0,0,0,0
16,10,34,503,1,1348,0,0,0,0,0,0,0,0
16,10,34,503,2,0,189,64,50,1,4,0,0,308
16,10,34,504,1,169,83,15,6,2,0,0,0,106
16,10,34,505,1,103,0,0,0,0,0,0,0,0
16,10,34,506,1,157,0,0,0,0,0,0,0,0
16,10,34,507,1,128,30,14,18,0,0,0,2,64
16,10,34,508,1,928,97,84,23,5,0,0,13,222
16,10,34,508,2,0,123,111,17,5,0,0,0,256
16,10,34,509,1,164,30,53,20,1,0,0,4,108
16,10,34,510,1,976,0,0,0,0,0,0,0,0
16,10,34,510,2,0,106,73,44,2,0,0,10,235
16,10,34,511,1,900,122,98,18,1,1,0,0,240
16,10,34,511,2,0,120,120,22,1,2,0,10,275
16,10,34,512,1,412,0,0,0,0,0,0,0,0
16,10,34,513,2,0,122,112,9,1,0,0,5,249
16,10,34,513,1,922,112,144,10,1,0,0,9,276
16,10,34,514,1,463,142,61,20,3,0,0,0,226
16,10,34,515,1,286,0,0,0,0,0,0,0,0
16,10,34,516,1,339,100,14,31,2,2,0,0,149
16,10,34,517,2,0,0,0,0,0,0,0,0,0
16,10,34,517,1,1635,71,124,35,3,1,0,6,240
16,10,34,517,2,0,55,130,36,1,2,0,4,228
16,10,34,518,1,227,0,0,0,0,0,0,0,0
16,10,34,519,1,90,3,47,0,0,1,0,0,51
16,10,34,520,1,324,31,64,16,1,1,0,7,120
16,10,34,521,2,0,56,117,35,15,0,0,10,233
16,10,34,521,1,1121,95,95,31,10,1,0,9,241
16,10,34,522,1,360,0,0,0,0,0,0,0,0
16,10,34,523,1,370,0,0,0,0,0,0,0,0
16,10,34,524,1,247,0,0,0,0,0,0,0,0
16,10,34,525,1,281,96,43,44,1,1,0,3,188
16,10,34,526,1,926,68,133,27,1,2,0,0,231
16,10,34,526,2,0,73,135,18,3,0,0,15,244
16,10,34,527,2,0,84,116,27,4,1,0,0,232
16,10,34,527,1,1021,82,114,42,1,1,1,19,260
16,10,34,528,1,460,20,41,159,0,0,0,6,226
16,10,34,529,1,382,0,0,0,0,0,0,0,0
16,10,34,530,1,227,5,14,85,2,2,0,1,109
16,10,34,531,1,332,56,155,16,4,1,0,0,232
16,10,34,532,1,608,105,241,14,0,3,0,9,372
16,10,34,533,1,122,23,35,4,1,2,0,0,65
16,10,34,534,1,379,63,37,73,1,0,0,4,178
16,10,34,535,1,108,25,26,11,1,3,0,0,66
16,10,34,536,1,125,28,44,5,1,0,0,3,81
16,10,34,537,1,329,32,32,63,1,1,0,5,134
16,10,34,538,1,265,0,0,0,0,0,0,0,0
16,10,34,539,1,442,0,0,0,0,0,0,0,0
16,10,34,540,1,148,13,20,27,0,0,0,0,60
16,10,34,541,1,182,0,0,0,0,0,0,0,0
16,10,34,542,1,438,0,0,0,0,0,0,0,0
16,10,34,543,1,160,0,0,0,0,0,0,0,0
16,10,34,544,1,434,53,91,74,2,3,2,5,230
16,10,34,545,1,735,159,135,98,5,0,0,17,414
16,10,34,546,2,0,197,149,63,3,1,0,6,419
16,10,34,546,1,1376,224,98,54,2,0,0,10,388
16,10,34,547,1,156,0,0,0,0,0,0,0,0
16,10,34,548,1,508,41,105,78,2,0,0,10,236
16,10,34,549,2,0,21,80,97,1,0,0,6,205
16,10,34,549,1,938,37,59,88,3,1,0,5,193
16,10,34,550,1,429,0,0,0,0,0,0,0,0
16,10,34,551,1,161,31,72,6,1,0,0,4,114
16,10,34,552,1,188,0,0,0,0,0,0,0,0
16,10,34,553,1,130,0,0,0,0,0,0,0,0
16,10,34,554,1,49,17,3,0,0,0,0,0,20
16,10,34,555,1,209,46,3,22,0,0,0,4,75
16,10,34,556,1,89,0,0,0,0,0,0,0,0
16,7,35,557,1,983,0,0,0,0,0,0,0,0
16,7,35,557,2,0,0,0,0,0,0,0,0,0
16,7,35,557,4,0,0,0,0,0,0,0,0,0
16,7,35,558,1,1152,0,0,0,0,0,0,0,0
16,7,35,558,2,0,0,0,0,0,0,0,0,0
16,7,35,559,1,1151,0,0,0,0,0,0,0,0
16,7,35,559,2,0,0,0,0,0,0,0,0,0
16,7,35,560,1,937,0,0,0,0,0,0,0,0
16,7,35,560,2,0,0,0,0,0,0,0,0,0
16,7,35,561,1,863,0,0,0,0,0,0,0,0
16,7,35,561,2,0,0,0,0,0,0,0,0,0
16,7,35,562,1,689,0,0,0,0,0,0,0,0
16,7,35,563,1,177,0,0,0,0,0,0,0,0
16,7,35,564,1,778,0,0,0,0,0,0,0,0
16,7,35,564,2,0,0,0,0,0,0,0,0,0
16,7,35,565,1,394,0,0,0,0,0,0,0,0
16,7,35,566,1,573,0,0,0,0,0,0,0,0
16,7,35,567,1,369,0,0,0,0,0,0,0,0
16,7,35,568,1,700,0,0,0,0,0,0,0,0
16,7,35,568,4,0,0,0,0,0,0,0,0,0
16,7,35,569,1,501,0,0,0,0,0,0,0,0
16,7,35,569,4,0,0,0,0,0,0,0,0,0
16,7,35,570,4,0,0,0,0,0,0,0,0,0
16,7,35,570,1,730,19,150,153,2,0,0,8,332
16,7,35,571,1,585,30,134,192,1,0,0,14,371
16,7,35,572,1,1346,0,0,0,0,0,0,0,0
16,7,35,572,2,0,3,226,226,0,0,0,8,463
16,7,35,573,1,1009,0,0,0,0,0,0,0,0
16,7,35,573,2,0,0,0,0,0,0,0,0,0
16,7,35,574,1,756,0,0,0,0,0,0,0,0
16,7,35,574,2,0,0,0,0,0,0,0,0,0
16,7,35,575,1,479,0,0,0,0,0,0,0,0
16,7,35,576,1,269,0,0,0,0,0,0,0,0
16,7,35,577,1,810,0,0,0,0,0,0,0,0
16,7,35,577,2,0,0,0,0,0,0,0,0,0
16,7,35,578,1,504,0,0,0,0,0,0,0,0
16,7,35,579,1,473,0,0,0,0,0,0,0,0
16,7,35,579,4,0,1,106,48,0,0,0,0,155
16,12,36,580,1,546,0,0,0,0,0,0,0,0
16,12,36,581,1,878,0,0,0,0,0,0,0,0
16,12,36,581,2,0,0,0,0,0,0,0,0,0
16,12,36,582,1,590,0,0,0,0,0,0,0,0
16,12,36,583,1,684,0,0,0,0,0,0,0,0
16,12,36,584,1,800,0,0,0,0,0,0,0,0
16,12,36,584,2,0,0,0,0,0,0,0,0,0
16,12,36,585,1,563,0,0,0,0,0,0,0,0
16,12,36,586,2,0,0,0,0,0,0,0,0,0
16,12,36,586,1,910,23,148,91,4,0,2,5,273
16,12,36,587,1,597,0,0,0,0,0,0,0,0
16,12,36,588,1,809,0,0,0,0,0,0,0,0
16,12,36,588,2,0,0,0,0,0,0,0,0,0
16,12,36,589,1,1119,0,0,0,0,0,0,0,0
16,12,36,589,2,0,0,0,0,0,0,0,0,0
16,3,37,590,1,572,0,0,0,0,0,0,0,0
16,3,37,591,1,531,0,0,0,0,0,0,0,0
16,3,37,592,1,1042,0,0,0,0,0,0,0,0
16,3,37,592,2,0,0,0,0,0,0,0,0,0
16,3,37,593,1,877,0,0,0,0,0,0,0,0
16,3,37,593,2,0,3,151,76,3,0,0,6,239
16,3,37,594,1,593,0,0,0,0,0,0,0,0
16,3,37,595,1,354,11,62,108,3,0,0,6,190
16,3,37,596,1,527,0,0,0,0,0,0,0,0
16,3,37,597,1,522,0,0,0,0,0,0,0,0
16,3,37,598,1,1035,0,0,0,0,0,0,0,0
16,3,37,598,2,0,0,0,0,0,0,0,0,0
16,3,37,599,1,653,0,0,0,0,0,0,0,0
16,3,37,600,1,641,0,0,0,0,0,0,0,0
