sep=|
AYUNTAMIENTOS
2021/06/21 11:41 (UTC-5)
ID_ESTADO|ESTADO|ID_DISTRITO|ID_MUNICIPIO|MUNICIPIO|SECCION|TIPO_CASILLA|PAN|PRI|PRD|PVEM|PT|MC|MORENA|MAS|CQROO|PES|RSP|FMEX|CAND_IND_1|CAND_IND_2|CAND_IND_3|CAND_IND_4|C_PAN_PRI_PRD_CQROO|C_PAN_PRI_PRD|C_PAN_PRI_CQROO|C_PAN_PRD_CQROO|C_PRI_PRD_CQROO|C_PAN_PRI|C_PAN_PRD|C_PAN_CQROO|C_PRI_PRD|C_PRI_CQROO|C_PRD_CQROO|C_PVEM_PT_MORENA_MAS|C_PVEM_PT_MORENA|C_PVEM_PT_MAS|C_PVEM_MORENA_MAS|C_PT_MORENA_MAS|C_PVEM_PT|C_PVEM_MORENA|C_PVEM_MAS|C_PT_MORENA|C_PT_MAS|C_MORENA_MAS|NO_REGISTRADOS|NULOS|TOTAL_VOTOS_CALCULADO|LISTA_NOMINAL|OBSERVACIONES
23|QUINTANA ROO|7|1|BENITO JUAREZ|587|BASICA 1|6|4|4|36|0|1|43|3|2|8|0|28|2|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|7|146|284|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|588|BASICA 1|5|3|8|20|1|5|40|0|1|8|0|27|1|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|9|129|250|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|589|BASICA 1|13|9|7|27|2|10|66|1|1|13|1|24|3|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|3|181|456|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|590|BASICA 1|10|4|7|42|1|6|55|2|2|16|0|22|1|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|7|176|364|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|591|BASICA 1|14|7|7|21|2|6|66|2|1|5|2|54|6|-|-|-|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|2|8|207|711|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|591|CONTIGUA 1|17|5|9|26|5|5|74|3|3|6|0|59|1|-|-|-|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|4|221|711|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|591|CONTIGUA 10|12|10|5|17|0|10|65|0|1|4|1|54|2|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|7|190|710|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|591|CONTIGUA 11|12|7|12|22|3|14|55|1|1|5|1|43|3|-|-|-|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|189|710|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|591|CONTIGUA 2|11|13|7|40|4|8|62|1|2|10|1|36|2|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|8|207|711|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|591|CONTIGUA 3|22|8|10|9|1|3|72|3|1|4|2|48|2|-|-|-|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|10|197|710|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|591|CONTIGUA 4|8|7|8|30|1|8|67|2|1|8|1|46|2|-|-|-|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|7|199|710|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|591|CONTIGUA 5|5|3|3|11|1|11|61|4|1|10|0|38|2|-|-|-|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|16|168|710|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|591|CONTIGUA 6|10|10|6|22|3|9|70|2|3|7|0|36|2|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|180|710|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|591|CONTIGUA 7|12|4|6|18|3|3|78|2|2|2|2|78|1|-|-|-|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|8|221|710|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|591|CONTIGUA 8|14|6|8|35|3|8|69|3|0|3|1|50|1|-|-|-|0|0|0|0|0|0|3|0|0|0|0|0|1|0|0|0|1|1|0|1|0|1|1|14|224|710|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|591|CONTIGUA 9|8|9|7|14|3|12|75|4|0|9|1|47|5|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|201|710|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|592|BASICA 1|25|13|9|18|4|6|88|0|1|10|3|55|10|-|-|-|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|4|0|1|0|0|0|17|266|743|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|592|CONTIGUA 1|22|7|8|26|5|6|85|5|4|6|0|46|2|-|-|-|0|0|0|0|0|0|1|0|0|0|0|1|3|0|0|0|0|0|0|0|0|0|1|11|239|743|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|593|BASICA 1|10|8|7|15|6|3|57|2|1|7|1|32|3|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|17|169|456|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|594|BASICA 1|39|13|10|31|6|13|106|1|11|10|2|41|4|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|31|319|740|COTEJADO EN PLENO
23|QUINTANA ROO|2|1|BENITO JUAREZ|595|BASICA 1|16|11|4|16|5|6|70|0|1|9|2|38|3|-|-|-|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|1|185|414|COTEJADO EN PLENO
23|QUINTANA ROO|2|1|BENITO JUAREZ|595|CONTIGUA 1|19|10|3|9|2|12|65|1|0|4|0|47|0|-|-|-|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|3|177|413|COTEJADO EN PLENO
23|QUINTANA ROO|2|1|BENITO JUAREZ|596|BASICA 1|21|11|16|22|4|9|93|0|2|10|0|53|3|-|-|-|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|2|0|0|2|9|259|590|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|597|BASICA 1|12|5|9|22|1|5|49|1|0|5|0|30|5|-|-|-|0|0|0|2|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|9|156|401|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|598|BASICA 1|16|5|7|24|4|3|66|6|3|4|1|40|1|-|-|-|0|0|0|0|0|0|1|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|2|11|197|453|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|598|CONTIGUA 1|9|8|5|12|3|1|64|4|1|7|1|46|3|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|9|175|452|COTEJADO EN PLENO
23|QUINTANA ROO|2|1|BENITO JUAREZ|599|BASICA 1|21|20|9|20|3|7|105|3|0|11|2|69|1|-|-|-|0|0|0|1|0|0|1|0|0|0|0|0|1|0|1|0|0|3|0|1|0|0|0|16|295|747|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|600|BASICA 1|5|4|3|13|3|1|14|1|1|5|0|9|1|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|3|64|224|COTEJADO EN PLENO
23|QUINTANA ROO|2|1|BENITO JUAREZ|601|BASICA 1|20|14|2|27|6|10|96|0|2|4|0|47|6|-|-|-|0|0|0|2|0|0|1|0|0|0|0|0|2|0|0|0|1|1|0|1|0|0|1|15|258|595|COTEJADO EN PLENO
23|QUINTANA ROO|2|1|BENITO JUAREZ|602|BASICA 1|32|9|7|25|4|9|66|2|3|2|2|30|2|-|-|-|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|199|437|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|603|BASICA 1|9|1|4|27|2|4|20|3|2|2|1|17|4|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|102|249|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|604|BASICA 1|17|7|7|31|2|4|61|3|8|8|0|33|0|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|2|0|3|0|0|0|11|198|384|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|604|CONTIGUA 1|20|11|8|34|1|5|53|1|1|3|2|31|5|-|-|-|0|0|0|1|0|0|0|1|0|0|0|2|1|0|0|0|0|0|0|0|0|0|0|4|184|384|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|605|BASICA 1|43|21|5|11|5|7|88|4|2|1|0|45|5|-|-|-|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|13|253|581|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|606|BASICA 1|23|5|6|25|6|6|48|1|0|6|0|28|3|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|166|382|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|606|CONTIGUA 1|28|7|6|25|8|4|55|0|1|7|1|38|5|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|185|382|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|607|BASICA 1|38|12|11|40|9|7|136|6|1|12|0|76|6|-|-|-|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|2|13|372|704|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|608|BASICA 1|22|6|16|24|2|15|103|4|2|11|3|50|2|-|-|-|0|0|0|3|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|8|273|613|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|609|BASICA 1|32|15|13|17|3|6|99|1|2|8|0|80|8|-|-|-|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|10|298|686|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|610|BASICA 1|68|16|9|13|3|13|87|4|1|6|2|41|4|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|0|11|281|601|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|611|BASICA 1|36|19|7|7|2|3|59|3|3|2|1|24|3|-|-|-|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|4|177|392|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|611|CONTIGUA 1|31|9|8|17|0|6|47|2|2|5|2|33|4|-|-|-|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|6|175|391|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|612|BASICA 1|41|12|8|9|1|5|83|2|1|4|0|35|5|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|1|0|0|209|455|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|612|CONTIGUA 1|34|8|3|8|6|4|82|2|3|9|0|43|6|-|-|-|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|215|455|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|613|BASICA 1|32|7|5|14|7|10|112|10|2|13|1|52|5|-|-|-|0|0|0|0|0|0|1|0|0|0|0|1|1|0|0|0|0|1|1|4|0|0|0|16|295|749|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|614|BASICA 1|75|22|18|17|0|7|110|5|8|3|1|59|0|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|327|640|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|615|BASICA 1|65|24|10|31|7|16|124|2|1|4|2|50|8|-|-|-|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|2|0|2|0|0|0|14|364|686|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|616|BASICA 1|26|9|7|13|4|12|81|0|1|7|1|29|3|-|-|-|0|0|0|1|0|0|0|1|0|0|0|0|0|2|0|0|0|1|0|1|0|0|1|6|206|402|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|616|CONTIGUA 1|21|8|12|12|5|7|58|2|0|10|1|42|7|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|8|194|402|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|617|BASICA 1|53|15|12|20|5|11|106|14|1|5|4|47|10|-|-|-|0|0|0|0|0|0|3|4|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|15|327|674|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|618|BASICA 1|10|3|8|59|3|12|58|0|2|3|1|26|1|-|-|-|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|10|198|438|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|619|BASICA 1|9|9|8|48|7|3|67|0|0|5|1|30|1|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|10|200|489|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|619|CONTIGUA 1|13|9|4|74|4|5|76|1|0|7|1|26|0|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|220|488|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|620|BASICA 1|15|12|7|21|3|3|51|2|1|2|1|27|2|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|0|2|0|10|162|477|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|620|CONTIGUA 1|16|10|3|10|0|6|48|0|1|7|1|27|3|-|-|-|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|135|477|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|621|BASICA 1|43|15|7|2|2|13|76|5|3|5|1|34|6|-|-|-|0|0|0|1|0|0|2|0|0|0|0|0|2|0|0|0|0|0|0|2|0|0|0|9|228|398|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|621|CONTIGUA 1|45|6|9|4|3|10|69|3|2|3|2|34|4|-|-|-|0|0|0|2|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|9|207|398|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|622|BASICA 1|49|18|7|5|7|9|62|3|1|3|2|33|3|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|5|209|404|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|622|CONTIGUA 1|74|16|7|6|1|10|55|6|1|1|1|21|6|-|-|-|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|7|215|403|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|623|BASICA 1|46|18|6|11|4|8|88|5|2|7|4|26|1|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|11|238|433|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|623|CONTIGUA 1|49|21|13|16|1|7|81|3|0|9|1|40|3|-|-|-|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|254|432|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|624|BASICA 1|30|13|5|6|1|7|67|9|3|8|3|47|6|-|-|-|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|8|215|440|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|625|BASICA 1|23|13|12|11|0|2|63|21|0|3|1|34|4|-|-|-|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|1|0|0|0|2|0|6|198|387|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|625|CONTIGUA 1|35|13|8|10|2|6|60|6|2|1|0|29|2|-|-|-|0|0|0|1|0|0|3|0|0|0|0|0|1|0|0|0|0|1|0|0|0|2|0|9|191|386|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|626|BASICA 1|136|40|13|8|6|7|83|2|0|8|2|39|5|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|10|361|742|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|626|CONTIGUA 1|128|43|9|4|3|10|76|3|3|4|3|33|10|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|2|10|342|742|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|626|CONTIGUA 10|117|27|16|5|2|11|69|1|0|2|5|42|1|-|-|-|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|3|11|314|742|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|626|CONTIGUA 11|120|27|10|13|3|10|73|4|5|4|2|33|8|-|-|-|0|0|0|0|0|0|3|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|1|8|326|742|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|626|CONTIGUA 12|124|24|9|9|4|6|89|1|2|7|2|50|2|-|-|-|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|1|0|0|0|3|336|742|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|626|CONTIGUA 13|127|46|16|3|2|5|71|5|2|4|1|48|4|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|334|742|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|626|CONTIGUA 14|124|24|9|9|4|6|89|1|2|7|2|50|2|-|-|-|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|1|0|0|1|0|0|0|3|336|741|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|626|CONTIGUA 15|131|33|11|6|2|17|87|4|2|10|0|51|4|-|-|-|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|10|370|741|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|626|CONTIGUA 16|121|39|13|10|4|14|75|1|1|5|6|36|3|-|-|-|0|0|0|1|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|8|340|741|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|626|CONTIGUA 17|111|47|12|8|4|11|70|3|2|6|1|36|2|-|-|-|0|0|0|2|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|2|0|1|1|12|333|741|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|626|CONTIGUA 2|112|45|13|5|7|12|80|3|2|3|0|33|8|-|-|-|0|0|0|3|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|1|9|339|742|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|626|CONTIGUA 3|98|35|9|3|4|9|95|9|0|14|2|43|4|-|-|-|0|0|0|1|0|0|2|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|9|338|742|RECONTADO EN GRUPO DE TRABAJO
23|QUINTANA ROO|7|1|BENITO JUAREZ|626|CONTIGUA 4|123|37|6|4|2|7|67|2|1|5|4|38|10|-|-|-|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|2|0|1|0|1|0|11|323|742|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|626|CONTIGUA 5|161|29|13|7|4|9|80|2|3|5|1|42|7|-|-|-|0|0|0|0|0|0|1|0|0|0|0|0|2|0|0|0|0|0|0|0|0|1|0|12|379|742|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|626|CONTIGUA 6|139|34|12|3|3|8|66|3|3|4|3|43|6|-|-|-|0|0|0|4|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|11|346|742|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|626|CONTIGUA 7|115|30|12|7|1|9|81|2|2|8|0|52|4|-|-|-|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|329|742|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|626|CONTIGUA 8|121|39|12|8|0|11|76|6|1|3|1|48|7|-|-|-|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|342|742|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|626|CONTIGUA 9|115|30|13|9|4|9|73|1|3|7|1|54|2|-|-|-|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|10|335|742|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|627|BASICA 1|84|20|12|9|4|10|93|1|0|4|4|45|5|-|-|-|0|0|0|1|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|300|625|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|627|CONTIGUA 1|71|23|9|8|8|18|85|4|1|5|3|39|10|-|-|-|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|1|5|293|625|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|627|CONTIGUA 2|80|28|17|4|2|12|87|2|8|14|0|40|5|-|-|-|0|0|0|2|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|15|0|319|624|RECONTADO EN GRUPO DE TRABAJO
23|QUINTANA ROO|7|1|BENITO JUAREZ|628|BASICA 1|37|26|6|6|8|14|105|1|3|6|0|41|8|-|-|-|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|8|273|582|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|628|CONTIGUA 1|47|20|9|9|2|15|87|1|3|6|0|42|9|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|0|0|0|1|0|7|262|582|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|628|CONTIGUA 2|37|19|13|8|4|8|83|3|2|7|1|42|8|-|-|-|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|5|244|582|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|629|BASICA 1|93|26|9|4|3|9|62|3|2|1|2|29|2|-|-|-|0|0|0|3|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|9|259|607|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|629|CONTIGUA 1|88|29|9|6|0|10|57|1|2|3|2|33|2|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|0|0|0|7|252|606|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|629|CONTIGUA 2|90|32|11|4|1|11|74|2|2|2|1|36|3|-|-|-|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|277|606|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|629|CONTIGUA 3|83|27|12|9|3|21|60|1|1|6|1|30|4|-|-|-|0|0|0|1|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|8|269|606|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|630|BASICA 1|17|12|10|36|9|7|79|0|1|7|1|32|0|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|211|581|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|631|BASICA 1|16|10|9|84|5|5|77|4|2|6|2|68|1|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|2|1|13|307|672|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|631|CONTIGUA 1|9|12|6|65|2|7|56|1|0|5|2|64|1|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|1|0|0|1|12|247|672|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|631|CONTIGUA 2|14|14|7|68|6|6|66|1|0|6|3|58|0|-|-|-|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|2|7|263|671|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|631|CONTIGUA 3|5|5|8|57|2|4|71|3|0|3|1|96|1|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|1|17|276|671|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|632|BASICA 1|18|6|7|13|5|7|69|3|1|3|0|37|3|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|15|189|732|COTEJADO EN PLENO
23|QUINTANA ROO|7|1|BENITO JUAREZ|632|CONTIGUA 1|22|6|9|17|1|8|71|1|0|4|2|56|4|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|14|215|732|COTEJADO EN PLENO
