ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,AVE,PC,MORENA,ES,PAN_PRD,PRI_PVEM_NVA_ALIANZA_AVE,PRI_PVEM_NVA_ALIANZA,PRI_PVEM_AVE,PRI_NVA_ALIANZA_AVE,PVEM_NVA_ALIANZA_AVE,PRI_PVEM,PRI_NVA_ALIANZA,PRI_AVE,PVEM_NVA_ALIANZA,PVEM_AVE,NVA_ALIANZA_AVE,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
30,VERACRUZ,11,ALTOTONGA,29,71,4024,6984,766,272,695,741,203,1616,627,5581,237,195,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,21941,1383,23325,38669,0.6032
30,VERACRUZ,12,ALVARADO,40,75,9252,5771,379,513,214,212,482,244,363,2389,231,421,48,9,20,2,1,122,20,21,3,0,5,,,,,,,,,,,,,,,,12,20722,931,21665,40528,0.5346
30,VERACRUZ,13,AMATITLAN,7,13,964,1171,169,56,62,13,13,11,15,335,14,223,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,10,,1,3056,120,3177,6038,0.5262
30,VERACRUZ,14,AMATLAN DE LOS REYES,26,56,4289,6167,414,266,154,264,128,130,125,4684,167,128,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14,16916,671,17601,30253,0.5818
30,VERACRUZ,16,ANGEL R. CABADA,24,46,2474,4359,2005,124,123,131,133,87,103,2334,97,767,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,345,,40,13082,474,13596,25472,0.5338
30,VERACRUZ,18,APAZAPAN,5,6,431,467,982,22,22,62,20,9,12,211,15,71,4,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,10,,,,,,0,2341,33,2374,3315,0.7161
30,VERACRUZ,19,AQUILA,1,3,337,498,34,4,5,3,6,3,0,14,3,33,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,940,21,961,1474,0.6520
30,VERACRUZ,20,ASTACINGA,3,8,701,399,71,321,81,27,30,20,33,583,9,17,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,2292,124,2417,4360,0.5544
30,VERACRUZ,21,ATLAHUILCO,5,12,1106,601,542,973,72,58,146,38,34,360,86,94,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,4110,303,4413,6489,0.6801
30,VERACRUZ,22,ATOYAC,16,34,1820,2215,222,176,65,70,1236,29,30,1803,88,82,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,3,7836,326,8165,17048,0.4789
30,VERACRUZ,23,ATZACAN,11,24,1536,1603,721,180,219,71,76,41,138,2596,136,124,2,1,1,0,1,45,1,1,1,1,1,,,,,,,,,,,,115,,,,1,7611,256,7868,13482,0.5836
30,VERACRUZ,24,ATZALAN,34,79,3282,6387,491,227,3310,200,185,634,277,3502,105,260,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2,18860,984,19846,34475,0.5757
30,VERACRUZ,26,AYAHUALULCO,8,24,2482,2199,173,876,59,26,64,560,43,364,21,110,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,23,,,,,,,1,7000,327,7328,15126,0.4845
30,VERACRUZ,27,BANDERILLA,9,29,1327,731,153,429,100,118,49,3425,195,2210,221,64,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,78,,,,,,,3,9100,358,9461,16650,0.5682
30,VERACRUZ,28,BENITO JUAREZ,10,21,2577,2919,823,146,92,12,66,17,23,471,12,132,0,1,12,0,0,55,2,0,1,1,1,,49,,,,,,,,,,,,,,3,7412,302,7717,10838,0.7120
30,VERACRUZ,29,BOCA DEL RIO,96,216,43054,12162,827,959,588,852,469,295,302,9980,981,1992,53,25,56,6,2,421,21,18,0,3,6,,,,,,,,,,,,,,,,78,73072,2078,75228,123090,0.6112
30,VERACRUZ,30,CALCAHUALCO,5,17,1234,1548,426,461,88,15,105,21,93,221,33,132,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,4377,228,4605,8100,0.5685
30,VERACRUZ,7,CAMARON DE TEJEDA,3,9,1560,1056,65,191,9,13,24,27,6,164,34,102,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,3251,112,3363,4826,0.6969
30,VERACRUZ,31,CAMERINO Z. MENDOZA,16,39,1154,3467,1705,120,259,380,241,75,133,5069,382,159,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,326,,,8,13470,846,14324,22825,0.6276
30,VERACRUZ,208,CARLOS A. CARRILLO,20,30,2199,3124,484,116,98,60,82,31,26,1474,53,361,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,115,,16,8223,334,8573,16922,0.5066
30,VERACRUZ,32,CARRILLO PUERTO,8,22,2196,1873,303,285,174,50,121,224,88,1527,39,87,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,6967,214,7182,12300,0.5839
30,VERACRUZ,33,CASTILLO DE TEAYO,15,26,1543,2075,302,199,633,89,94,40,91,1409,49,92,1,8,1,1,0,25,2,1,2,0,0,,65,,,,,,,,,,,,,,1,6722,266,6989,14282,0.4894
30,VERACRUZ,34,CATEMACO,24,62,2162,1510,603,909,199,261,9200,164,196,3497,270,132,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,6,19103,889,19998,34637,0.5774
30,VERACRUZ,35,CAZONES DE HERRERA,15,34,2894,3331,925,486,90,44,72,44,88,2511,36,129,12,7,3,0,0,116,2,1,1,1,0,,,,,,,,,,,,,,,,1,10793,255,11049,18100,0.6104
30,VERACRUZ,36,CERRO AZUL,24,36,1918,1841,322,120,115,76,71,34,235,2911,860,75,2,1,2,1,0,25,2,0,1,1,0,,96,,,,,,,,,,,,,,3,8709,253,8965,18538,0.4836
30,VERACRUZ,56,CHACALTIANGUIS,10,20,1411,2446,165,47,70,43,78,58,112,770,30,90,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2,5320,219,5541,9245,0.5994
30,VERACRUZ,57,CHALMA,9,18,316,1691,2485,497,61,12,69,14,11,194,13,303,1,0,2,0,0,87,0,1,1,0,0,,,,,,,,,,,,,,,,1,5758,191,5950,9289,0.6405
30,VERACRUZ,58,CHICONAMEL,6,9,416,617,951,243,38,3,25,16,8,113,15,50,1,0,1,0,0,36,0,0,1,1,0,,,,,,,,,,,,,,,,0,2535,83,2618,4584,0.5711
30,VERACRUZ,59,CHICONQUIACO,8,17,1720,601,342,178,510,49,51,369,236,881,31,89,2,1,6,0,0,10,1,9,1,2,2,,,,,,,,,,,,,,,,0,5091,189,5280,8991,0.5873
30,VERACRUZ,58,CHICONTEPEC,47,78,3162,3710,1572,8978,492,500,529,169,274,3316,448,235,21,15,15,1,2,438,15,4,45,9,3,,,,,,,,,,,,,,,,4,23953,1166,25123,38628,0.6504
30,VERACRUZ,61,CHINAMECA,13,24,705,1710,402,92,144,95,181,65,158,2167,121,71,8,3,1,0,2,36,10,1,0,0,3,,,,,,,,,,,,,,,,1,5975,245,6221,13481,0.4615
30,VERACRUZ,62,CHINAMPA DE GOROSTIZA,10,20,1660,1176,98,1375,27,20,32,20,40,626,11,81,1,1,2,0,0,118,2,1,0,1,2,15,,,,,,,,,,,,,,,0,5309,110,5419,10193,0.5316
30,VERACRUZ,64,CHOCAMAN,7,21,2279,1743,629,351,71,102,95,41,245,1271,101,211,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,6,7139,337,7482,13050,0.5733
30,VERACRUZ,65,CHONTLA,10,19,1861,2442,368,414,108,18,55,28,19,365,29,142,7,3,2,2,0,75,3,1,1,0,0,,,,,,,,,,,,,,,,0,5943,158,6101,9550,0.6388
30,VERACRUZ,66,CHUMATLAN,2,5,395,669,170,371,16,32,12,175,5,78,9,29,0,0,0,0,0,0,0,0,0,0,0,,,,8,,,,,,,,,,,,0,1969,88,2057,2817,0.7302
30,VERACRUZ,37,CITLALTEPETL,9,13,1322,1517,299,320,37,74,79,17,36,485,17,63,5,0,1,0,0,60,1,0,0,1,1,,,,,,,,,,,,,,,,4,4335,133,4472,7313,0.6115
30,VERACRUZ,38,COACOATZINTLA,5,12,1300,344,207,236,286,51,26,211,102,697,73,50,2,2,2,0,0,8,1,3,0,0,0,,,,,,,,,,,,,,,,2,3601,83,3686,6703,0.5499
30,VERACRUZ,39,COAHUITLAN,3,8,204,1900,83,76,56,6,204,268,18,426,11,11,0,0,0,0,0,0,0,0,0,0,0,,,,28,,,,,,,,,,,,3,3291,126,3420,4940,0.6923
30,VERACRUZ,40,COATEPEC,51,117,8389,4517,874,2745,499,569,377,3258,394,10729,591,313,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,556,,,,,,,28,33811,1801,35640,65327,0.5456
30,VERACRUZ,41,COATZACOALCOS,190,445,8914,23289,3222,5796,2157,1743,4460,1923,1443,61752,2790,538,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,653,142,118680,4362,123184,244806,0.5032
30,VERACRUZ,42,COATZINTLA,29,67,2470,3677,4353,632,263,214,625,805,247,3797,156,521,0,0,0,0,0,0,0,0,0,0,0,,,740,,,,,,,,,,,,,11,18500,601,19112,37552,0.5089
30,VERACRUZ,43,COETZALA,2,3,201,126,41,311,5,6,14,25,13,233,3,16,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,994,71,1065,1619,0.6578
30,VERACRUZ,44,COLIPA,6,10,89,338,1812,20,62,13,34,161,7,207,15,62,3,0,5,2,0,3,2,8,0,0,0,,,,,,,,,,,,,,,,0,2843,43,2886,4420,0.6529
30,VERACRUZ,45,COMAPA,10,24,1318,3813,70,2740,41,82,67,19,23,185,16,48,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,3,8422,365,8790,13969,0.6293
30,VERACRUZ,46,CORDOBA,114,268,22230,22644,1472,1649,928,2471,1005,1320,1078,19917,1362,588,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,181,76664,3562,80407,150945,0.5327
30,VERACRUZ,47,COSAMALOAPAN,41,86,7280,6160,798,1484,221,730,213,191,278,3637,358,439,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,15,21789,1026,22830,43362,0.5265
30,VERACRUZ,48,COSAUTLAN DE CARVAJAL,9,20,2062,694,192,393,118,34,82,899,70,1039,76,157,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,33,,,,,,,4,5849,378,6231,10839,0.5749
30,VERACRUZ,49,COSCOMATEPEC,22,58,3776,4930,3713,410,380,152,171,55,339,1204,126,1030,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,15,16286,915,17216,33822,0.5090
30,VERACRUZ,50,COSOLEACAQUE,68,159,5095,7246,2724,674,677,376,2161,420,555,16056,1970,526,60,30,26,4,7,193,97,16,12,5,19,,,,,,,,,,,,,,,,12,38949,2221,41182,86612,0.4755
30,VERACRUZ,51,COTAXTLA,14,30,4499,2647,230,123,49,36,50,1039,32,910,41,285,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,9941,264,10205,15788,0.6464
30,VERACRUZ,52,COXQUIHUI,9,18,2171,3168,301,233,91,37,49,404,12,286,8,132,0,0,0,0,0,0,0,0,0,0,0,,,,26,,,,,,,,,,,,0,6918,279,7197,10277,0.7003
30,VERACRUZ,53,COYUTLA,11,27,1501,5192,917,238,60,30,82,1476,20,512,10,268,0,0,0,0,0,0,0,0,0,0,0,,,,26,,,,,,,,,,,,3,10332,360,10695,15464,0.6916
30,VERACRUZ,54,CUICHAPA,7,14,1247,2608,103,35,45,62,32,14,21,942,21,64,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,4,5194,184,5382,8649,0.6223
30,VERACRUZ,55,CUITLAHUAC,16,35,2125,2647,285,247,93,107,189,514,99,3194,135,75,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,9,9710,418,10137,19927,0.5087
30,VERACRUZ,207,EL HIGO,16,28,1423,1922,213,1310,52,62,80,64,34,2286,38,83,4,4,6,8,1,211,1,2,2,4,0,92,,,,,,,,,,,,,,,6,7902,173,8081,14145,0.5713
30,VERACRUZ,67,EMILIANO ZAPATA,35,84,5757,4146,2099,546,1440,457,304,234,217,6799,575,623,14,3,13,1,0,76,10,5,2,2,2,,,,,,,,,,818,,,,,,57,24143,842,25042,46104,0.5432
30,VERACRUZ,68,ESPINAL,14,35,1904,3455,1164,220,59,63,175,2659,43,896,13,256,0,0,0,0,0,0,0,0,0,0,0,,,,43,,,,,,,,,,,,1,10950,404,11355,18440,0.6158
30,VERACRUZ,69,FILOMENO MATA,5,15,1183,3225,198,107,81,834,61,260,24,146,19,100,0,0,0,0,0,0,0,0,0,0,0,,,,13,,,,,,,,,,,,1,6251,192,6444,8861,0.7272
30,VERACRUZ,70,FORTIN,27,78,6343,3790,892,648,322,321,247,205,517,7771,697,193,6,1,10,0,1,119,6,1,3,1,4,,,,,,,,,,,,607,,,,60,22705,1168,23933,46164,0.5184
30,VERACRUZ,71,GUTIERREZ ZAMORA,23,36,1953,2935,1024,140,142,102,158,64,292,1767,237,159,9,4,2,1,0,24,5,1,2,0,0,,,,,157,15,,,,,,,,,,8,9193,266,9467,17757,0.5331
30,VERACRUZ,72,HIDALGOTITLAN,12,27,2174,2253,321,695,72,33,30,57,24,520,20,125,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2,6324,215,6541,12120,0.5397
30,VERACRUZ,73,HUATUSCO,26,70,5144,4206,472,1744,197,1302,418,294,506,4673,305,320,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,28,19581,1134,20743,39093,0.5306
30,VERACRUZ,74,HUAYACOCOTLA,18,31,1524,2790,1521,113,97,51,84,304,98,716,39,136,4,1,1,2,0,39,0,7,0,1,1,,45,,,,,,,,,,,,,,8,7574,364,7946,13270,0.5988
30,VERACRUZ,75,HUEYAPAN DE OCAMPO,27,55,1432,1073,476,321,140,147,6675,142,136,2638,696,64,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2,13940,791,14733,29224,0.5041
30,VERACRUZ,76,HUILOAPAN DE CUAUHTEMOC,4,9,394,609,133,16,83,33,36,31,74,939,56,14,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,39,,,1,2457,118,2576,4862,0.5298
30,VERACRUZ,77,IGNACIO DE LA LLAVE,16,26,2980,2914,156,95,51,130,90,10,36,371,31,192,7,4,2,0,0,99,1,1,0,0,0,,,,,,,,,,,,,,,,3,7170,225,7398,12802,0.5779
30,VERACRUZ,78,ILAMATLAN,13,21,930,934,409,258,453,1480,68,68,32,220,14,30,1,0,0,0,0,17,0,1,3,1,0,,11,,,,,,,,,,,,,,0,4930,329,5259,8492,0.6193
30,VERACRUZ,79,ISLA,17,49,3580,4970,1072,107,619,115,62,183,39,1290,75,361,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,60,,6,12533,525,13064,28482,0.4587
30,VERACRUZ,80,IXCATEPEC,8,15,1201,1187,1892,291,83,22,113,11,47,638,21,74,2,1,0,1,0,42,1,0,3,1,0,,,,,,,,,,,,,,,,0,5631,128,5759,8784,0.6556
30,VERACRUZ,81,IXHUACAN DE LOS REYES,5,14,2142,1182,392,347,27,5,34,275,21,173,15,43,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,8,,,,,,,1,4664,211,4876,7353,0.6631
30,VERACRUZ,82,IXHUATLAN DE MADERO,33,61,3282,9928,2686,1150,395,93,176,193,240,2074,68,337,24,13,3,2,0,138,8,2,7,0,3,,197,,,,,,,,,,,,,,14,21019,807,21840,32653,0.6689
30,VERACRUZ,83,IXHUATLAN DEL CAFE,11,25,2139,1853,544,515,100,169,55,62,82,1740,111,206,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,8,7576,340,7924,15156,0.5228
30,VERACRUZ,84,IXHUATLAN DEL SURESTE,8,21,417,1167,1349,139,43,28,48,27,43,2388,71,106,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,277,0,6103,177,6280,11935,0.5262
30,VERACRUZ,85,IXHUATLANCILLO,7,23,795,1179,1572,117,101,88,112,54,250,1564,191,205,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,85,,,3,6313,444,6760,14031,0.4818
30,VERACRUZ,86,IXMATLAHUACAN,7,11,1334,912,60,42,37,35,28,16,61,237,26,51,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,2839,86,2926,4978,0.5878
30,VERACRUZ,87,IXTACZOQUITLAN,32,75,4295,4094,1029,665,575,260,265,148,612,8012,612,179,6,8,6,1,1,103,6,4,0,0,4,,,,,,,,,,,,469,,,,24,21354,900,22278,44826,0.4970
30,VERACRUZ,88,JALACINGO,18,47,3291,4786,720,261,692,190,107,923,348,1105,108,227,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,5,12758,590,13353,25084,0.5323
30,VERACRUZ,90,JALCOMULCO,4,8,709,294,760,17,14,13,4,9,8,194,8,101,0,1,1,0,0,3,0,0,1,0,0,,,,,,,,,,10,,,,,,0,2147,24,2171,4030,0.5387
30,VERACRUZ,91,JALTIPAN,33,58,2593,2856,581,281,138,99,551,188,111,6334,246,204,20,9,12,4,1,75,39,4,2,1,2,,,,,,,,,,,,,,,,4,14351,549,14904,29844,0.4994
30,VERACRUZ,92,JAMAPA,8,16,2055,1565,91,226,37,36,26,21,19,410,18,114,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,4618,154,4772,8384,0.5692
30,VERACRUZ,93,JESUS CARRANZA,22,45,1401,2778,584,265,90,73,92,79,62,2051,43,147,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,27,7665,341,8033,18667,0.4303
30,VERACRUZ,94,JILOTEPEC,9,19,1197,1133,203,130,411,70,39,237,377,1625,151,54,1,0,2,0,1,12,0,11,0,3,3,,,,,,,,,,,,,,,,7,5660,180,5847,10862,0.5383
30,VERACRUZ,79,JOSE AZUETA,19,35,1716,3297,409,153,113,72,80,107,73,1536,45,89,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,31,,5,7721,383,8109,18038,0.4496
30,VERACRUZ,79,JUAN RODRIGUEZ CLARA,22,47,3684,5119,1188,66,160,61,53,90,31,1176,43,438,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,23,,3,12132,392,12527,25551,0.4903
30,VERACRUZ,96,JUCHIQUE DE FERRER,18,27,767,666,922,89,452,54,96,1822,70,812,205,227,16,5,14,3,0,20,1,114,0,6,6,,,,,,,,,,,,,,,,1,6367,204,6572,11987,0.5483
30,VERACRUZ,17,LA ANTIGUA,21,40,4347,2813,283,161,190,157,122,94,537,1859,221,143,15,1,5,3,0,49,5,2,0,2,5,,,,,,,,,,123,,,,,,20,11137,379,11536,23037,0.5008
30,VERACRUZ,128,LA PERLA,8,25,2889,2576,475,73,73,20,82,31,58,323,39,208,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,22,,,0,6869,327,7196,13225,0.5441
30,VERACRUZ,97,LANDERO Y COSS,2,3,308,31,64,46,96,7,4,88,7,104,3,16,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,3,774,20,797,1525,0.5226
30,VERACRUZ,63,LAS CHOAPAS,43,108,2634,4928,653,3508,476,284,171,82,157,5967,189,257,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,909,29,20215,1074,21318,54673,0.3899
30,VERACRUZ,108,LAS MINAS,2,4,412,412,20,6,20,84,9,44,17,188,4,13,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,1229,44,1273,1952,0.6522
30,VERACRUZ,137,LAS VIGAS DE RAMIREZ,8,19,1460,1226,130,94,83,86,194,566,795,1033,129,35,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2,5831,202,6035,11837,0.5098
30,VERACRUZ,98,LERDO DE TEJADA,16,29,2274,1532,569,115,37,959,107,57,21,1566,37,297,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,59,,0,7630,244,7874,15320,0.5140
30,VERACRUZ,138,LOS REYES,3,6,758,261,87,458,33,136,67,6,19,138,38,34,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,2035,161,2196,3539,0.6205
30,VERACRUZ,99,MAGDALENA,3,4,162,192,59,245,10,39,98,11,16,272,30,11,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,1145,71,1216,1894,0.6420
30,VERACRUZ,100,MALTRATA,8,20,1358,1386,277,99,114,44,107,127,27,927,100,113,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,30,,,3,4709,248,4960,11099,0.4469
30,VERACRUZ,101,MANLIO FABIO ALTAMIRANO,16,33,3546,2234,125,421,85,830,58,33,47,1251,74,124,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,3,8828,276,9107,17105,0.5324
30,VERACRUZ,102,MARIANO ESCOBEDO,16,40,1485,2515,2409,241,139,134,98,91,119,2315,175,180,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,80,,,12,9981,582,10575,22388,0.4724
30,VERACRUZ,103,MARTINEZ DE LA TORRE,62,140,9045,8378,1223,1278,2104,471,747,192,805,9033,631,586,45,31,24,4,0,246,40,11,5,0,7,,,,,571,80,,,,,,,,,,27,35557,1628,37212,76300,0.4877
30,VERACRUZ,104,MECATLAN,5,13,996,2220,296,100,102,16,55,332,16,117,12,122,0,0,0,0,0,0,0,0,0,0,0,,,,8,,,,,,,,,,,,0,4392,231,4623,6930,0.6671
30,VERACRUZ,105,MECAYAPAN,7,23,1289,1995,1442,139,74,35,242,25,56,1465,120,214,5,3,4,0,1,39,21,2,0,0,1,,,,,,,,,,,,,,,,0,7172,272,7444,12866,0.5786
30,VERACRUZ,106,MEDELLIN,25,78,9388,4515,392,517,504,204,173,248,193,3746,361,391,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,22,20632,685,21339,46626,0.4577
30,VERACRUZ,107,MIAHUATLAN,3,7,237,287,370,42,251,8,2,108,25,460,12,37,1,0,2,0,0,4,0,3,0,0,0,,,,,,,,,,,,,,,,0,1849,23,1872,3127,0.5987
30,VERACRUZ,109,MINATITLAN,100,229,8707,17191,3502,736,724,791,414,641,472,24789,1620,963,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,47,60550,2293,62890,124216,0.5063
30,VERACRUZ,110,MISANTLA,52,95,3053,2689,742,502,7160,1321,297,3109,343,5424,179,268,50,0,38,1,1,58,10,121,4,12,12,,,,,,,,,,,,,,,,11,25394,929,26334,46651,0.5645
30,VERACRUZ,111,MIXTLA DE ALTAMIRANO,5,12,2359,503,104,1234,12,7,55,18,8,58,11,174,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,3,4543,314,4860,6709,0.7244
30,VERACRUZ,112,MOLOACAN,11,24,472,2239,411,146,54,26,59,65,53,1869,231,52,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,336,0,6013,228,6241,12215,0.5109
30,VERACRUZ,205,NANCHITAL DE LAZARO CARDENAS DEL RIO,20,45,438,2409,352,364,47,90,99,108,45,7893,79,23,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,192,10,12139,373,12522,23480,0.5333
30,VERACRUZ,113,NAOLINCO,13,28,1750,1185,193,313,751,68,78,758,902,1984,197,118,1,0,4,1,1,15,4,24,0,5,5,,,,,,,,,,,,,,,,4,8357,353,8714,14865,0.5862
30,VERACRUZ,114,NARANJAL,3,6,442,247,251,459,17,5,20,30,10,209,3,47,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2,1740,148,1890,3230,0.5851
30,VERACRUZ,15,NARANJOS AMATLAN,19,36,3179,2180,400,714,90,61,121,57,58,2906,94,151,4,7,8,0,0,101,1,2,1,1,0,,,,,,,,,,,,,,,,2,10136,347,10485,19194,0.5463
30,VERACRUZ,115,NAUTLA,11,18,848,1175,164,133,415,52,101,213,218,727,23,38,4,2,6,2,0,20,3,11,0,0,0,,,,,,,,,,,,,,,,2,4155,136,4293,7748,0.5541
30,VERACRUZ,116,NOGALES,19,54,2146,3404,677,175,964,254,362,136,115,5906,360,90,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,543,,,8,15132,777,15917,32509,0.4896
30,VERACRUZ,117,OLUTA,10,20,1855,1549,324,75,27,159,21,319,30,1222,55,208,20,2,35,1,1,41,2,42,1,3,2,,,,,,,,,,,,,,,,1,5994,135,6130,11393,0.5380
30,VERACRUZ,118,OMEALCA,16,30,1767,4836,234,93,82,74,101,46,49,2204,42,83,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,9611,322,9933,16302,0.6093
30,VERACRUZ,119,ORIZABA,98,183,10226,6518,1657,2171,882,1220,608,466,688,18783,1245,297,27,15,14,2,3,207,9,2,9,2,4,,,,,,,,,,,,1205,,,,102,46260,2260,48622,96121,0.5058
30,VERACRUZ,120,OTATITLAN,6,10,371,963,210,82,25,27,23,14,16,587,6,36,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,2360,76,2437,4263,0.5717
30,VERACRUZ,121,OTEAPAN,6,15,587,569,529,41,224,27,169,486,40,1554,75,64,3,0,3,1,0,10,2,10,0,1,3,,,,,,,,,,,,,,,,3,4398,99,4500,9468,0.4753
