CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,AVE,PC,MORENA,ES,PAN_PRD,PRI_PVEM_NVA_ALIANZA_AVE,PRI_PVEM_NVA_ALIANZA,PRI_PVEM_AVE,PRI_NVA_ALIANZA_AVE,PVEM_NVA_ALIANZA_AVE,PRI_PVEM,PRI_NVA_ALIANZA,PRI_AVE,PVEM_NVA_ALIANZA,PVEM_AVE,NVA_ALIANZA_AVE,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1403,1,155,100,7,82,0,1,2,1,2,34,0,11,0,0,0,0,0,13,0,0,0,0,0,1,,,,,,,,,,,,,,,0,409,6,415,728
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1404,2,188,143,14,120,3,1,4,4,2,66,2,15,0,0,0,0,0,7,0,0,0,0,0,1,,,,,,,,,,,,,,,0,570,5,575,1041
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1405,2,177,121,7,159,5,0,2,0,22,22,2,5,0,0,0,0,0,0,1,0,0,0,0,2,,,,,,,,,,,,,,,0,525,8,533,900
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1406,2,181,117,6,172,4,3,1,1,2,54,0,11,0,0,1,0,0,12,0,0,0,0,0,1,,,,,,,,,,,,,,,0,566,7,573,1045
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1407,2,74,91,4,115,2,1,0,1,0,12,0,3,0,0,0,0,0,3,0,0,0,0,0,1,,,,,,,,,,,,,,,0,307,9,316,464
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1408,2,258,96,14,211,2,3,5,2,1,109,0,8,1,0,1,0,0,19,0,1,0,1,1,3,,,,,,,,,,,,,,,0,736,27,763,1332
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1409,2,189,114,6,102,2,2,1,1,3,37,1,9,0,0,0,0,0,20,1,0,0,0,0,1,,,,,,,,,,,,,,,0,489,11,500,845
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1410,1,91,160,6,62,2,1,5,1,5,28,0,4,0,1,0,0,0,15,0,0,0,0,1,0,,,,,,,,,,,,,,,0,382,10,392,711
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1411,2,150,98,9,78,2,2,5,1,1,24,1,8,0,0,0,0,0,15,0,0,0,0,0,1,,,,,,,,,,,,,,,0,395,13,408,835
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1412,4,197,136,25,274,5,6,7,8,2,240,5,7,0,0,0,0,0,14,0,0,0,0,0,4,,,,,,,,,,,,,,,0,930,14,944,2292
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4696,2,79,88,10,50,1,2,4,2,0,118,0,2,0,1,0,0,0,8,0,0,0,1,0,7,,,,,,,,,,,,,,,0,373,6,379,794
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4697,2,126,92,9,78,2,6,3,6,0,318,0,9,0,0,1,0,0,21,0,0,0,0,0,8,,,,,,,,,,,,,,,0,679,18,697,1412
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4698,2,79,72,11,64,1,6,7,3,3,224,2,7,1,0,0,0,0,10,0,0,0,0,0,12,,,,,,,,,,,,,,,0,502,10,512,988
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4699,2,145,128,12,82,0,7,1,4,2,259,0,10,0,0,0,0,0,14,0,0,0,0,0,10,,,,,,,,,,,,,,,0,674,16,690,1337
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4700,2,126,163,12,92,5,4,7,2,4,189,6,2,0,0,0,1,0,24,0,0,0,1,0,3,,,,,,,,,,,,,,,0,641,17,658,1155
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4701,2,109,96,13,62,3,5,5,6,2,158,0,9,0,0,0,0,0,18,1,1,0,0,0,6,,,,,,,,,,,,,,,6,494,7,507,1053
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4702,2,76,60,13,234,15,6,3,1,2,87,1,0,0,0,0,0,0,12,0,0,1,1,0,3,,,,,,,,,,,,,,,0,515,3,518,842
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4703,2,68,178,8,54,2,3,6,3,2,120,1,7,1,1,2,0,0,15,0,0,0,0,0,7,,,,,,,,,,,,,,,0,478,12,490,970
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4704,1,36,64,8,13,2,1,0,1,0,24,2,1,0,0,0,0,0,6,0,0,0,0,0,2,,,,,,,,,,,,,,,0,160,6,166,304
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4705,1,76,68,5,24,1,0,1,5,1,67,1,11,0,0,0,0,0,7,0,1,0,0,0,2,,,,,,,,,,,,,,,0,270,9,279,483
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4706,1,31,71,16,40,2,2,3,1,1,62,5,2,0,0,0,0,0,7,0,0,0,0,0,5,,,,,,,,,,,,,,,0,248,2,250,419
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4707,2,56,157,32,80,2,4,10,8,3,163,1,2,0,0,1,0,0,17,0,0,0,0,0,12,,,,,,,,,,,,,,,0,548,8,556,891
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4708,2,151,151,18,130,11,6,17,7,3,112,7,11,0,0,1,1,0,12,0,0,1,0,0,6,,,,,,,,,,,,,,,0,645,16,661,980
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4709,1,64,152,12,64,0,7,1,5,1,117,2,0,0,0,0,0,0,17,0,0,0,0,0,0,,,,,,,,,,,,,,,0,442,15,457,663
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4710,2,108,192,17,142,2,1,8,5,8,179,3,4,2,2,1,6,1,7,0,0,0,0,0,8,,,,,,,,,,,,,,,0,696,13,709,1067
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4711,2,93,190,17,101,3,2,4,5,2,89,7,6,0,0,0,0,0,16,0,0,0,1,0,1,,,,,,,,,,,,,,,0,537,15,552,787
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2776,3,465,224,9,105,4,1,7,2,0,56,5,27,0,0,1,0,0,5,0,0,13,0,0,20,,,,,,,,,,,,,,,0,944,15,959,1651
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2777,3,488,197,19,95,1,1,8,2,2,64,3,27,0,0,1,0,0,12,1,0,0,0,0,7,,,,,,,,,,,,,,,0,928,30,958,1753
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2778,1,79,42,1,13,2,0,2,0,0,1,0,6,0,0,0,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,0,152,2,154,350
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2779,1,41,53,2,75,1,0,0,1,0,1,2,2,0,0,1,0,0,8,0,0,0,0,0,2,,,,,,,,,,,,,,,0,189,3,192,365
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2780,1,37,19,10,53,0,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,128,2,130,192
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2781,2,84,67,37,105,3,0,0,0,0,3,0,10,1,0,0,0,0,17,0,0,0,0,0,4,,,,,,,,,,,,,,,0,331,16,347,551
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2782,1,30,45,3,20,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,,,,,,,,,,,,,,,0,104,1,105,225
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2783,1,41,68,3,44,0,1,3,1,0,0,0,1,2,0,0,0,0,7,0,1,0,0,0,0,,,,,,,,,,,,,,,0,172,2,174,284
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2784,2,38,75,8,31,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,1,,,,,,,,,,,,,,,0,160,3,163,298
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2785,1,94,47,3,54,1,0,0,0,1,2,1,0,0,0,0,0,0,10,0,0,0,0,0,1,,,,,,,,,,,,,,,0,214,2,216,376
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2786,1,118,67,3,148,2,3,2,0,0,13,2,6,0,0,0,0,0,17,1,0,0,0,0,0,,,,,,,,,,,,,,,0,382,0,382,596
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2787,1,104,191,10,102,2,1,3,1,2,1,0,5,0,0,0,0,0,4,0,0,0,0,0,13,,,,,,,,,,,,,,,0,439,8,447,614
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2788,2,142,141,8,79,0,1,2,1,2,5,1,9,0,0,0,0,0,28,0,0,0,0,1,3,,,,,,,,,,,,,,,0,423,20,443,881
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2789,1,60,35,0,20,2,0,1,0,0,3,0,4,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,126,4,130,234
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2790,2,224,173,2,183,2,1,0,1,0,18,2,15,1,0,0,0,0,25,0,0,0,0,0,21,,,,,,,,,,,,,,,0,668,39,707,1220
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2791,1,73,38,1,21,0,0,0,0,0,2,0,4,0,0,0,0,0,16,0,0,0,0,0,3,,,,,,,,,,,,,,,0,158,6,164,268
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2792,1,79,50,3,48,2,0,1,0,0,2,0,5,0,0,0,0,0,26,0,0,0,0,0,2,,,,,,,,,,,,,,,0,218,10,228,429
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2793,1,93,82,3,18,2,0,0,0,0,3,1,7,0,0,0,0,0,6,0,0,0,0,0,1,,,,,,,,,,,,,,,0,216,39,255,519
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2794,1,111,87,2,46,2,1,1,0,0,3,0,5,0,0,0,0,0,13,0,0,0,0,0,0,,,,,,,,,,,,,,,0,271,0,271,479
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2795,2,70,63,24,48,0,0,1,0,0,3,1,3,0,0,0,0,0,6,0,0,0,0,0,4,,,,,,,,,,,,,,,0,223,10,233,438
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2796,1,37,20,2,4,0,0,0,0,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,76,0,76,141
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2797,1,154,74,5,27,1,1,1,1,0,3,0,11,0,0,0,0,0,5,0,0,0,0,0,1,,,,,,,,,,,,,,,0,284,14,298,475
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2798,1,63,84,2,82,2,2,5,3,1,14,6,4,0,0,0,0,0,18,0,0,0,0,0,32,,,,,,,,,,,,,,,0,318,11,329,566
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2799,1,66,52,3,18,4,0,0,2,0,3,0,2,0,0,0,0,0,3,0,0,0,0,0,13,,,,,,,,,,,,,,,0,166,2,168,285
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2800,1,55,26,3,16,2,0,0,0,1,23,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0,130,1,131,255
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2801,1,90,90,2,17,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,0,211,5,216,508
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2802,2,148,112,3,37,4,0,0,1,1,10,3,12,0,0,1,0,0,5,0,0,1,0,0,0,,,,,,,,,,,,,,,0,338,3,341,966
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2803,1,29,66,3,29,2,0,3,3,0,5,0,0,0,0,0,0,1,2,0,0,0,0,0,15,,,,,,,,,,,,,,,0,158,7,165,256
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2804,1,48,51,2,17,2,1,2,0,0,5,0,1,0,0,0,0,0,8,0,0,0,0,0,1,,,,,,,,,,,,,,,0,138,2,140,291
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2814,1,38,46,11,156,7,33,5,5,1,25,4,0,0,0,0,0,0,3,0,0,0,0,0,37,,,,,,,,,,,,,,,0,371,8,379,727
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2815,2,14,31,9,112,2,41,3,0,0,29,3,1,0,4,0,0,0,0,0,0,0,0,0,23,,,,,,,,,,,,,,,0,272,9,281,955
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2816,3,66,58,21,427,11,82,7,6,4,87,7,4,0,0,0,0,0,14,0,0,0,0,0,73,,,,,,,,,,,,,,,0,867,26,893,1559
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2817,2,45,57,17,213,7,119,10,1,0,45,13,2,1,0,0,0,0,12,0,0,0,0,0,49,,,,,,,,,,,,,,,0,591,18,609,1111
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2818,1,29,42,4,171,2,88,2,0,0,50,4,0,0,0,0,0,0,4,0,0,1,0,0,37,,,,,,,,,,,,,,,0,434,13,447,742
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2819,5,228,178,41,545,14,347,14,7,26,129,16,7,1,1,0,0,0,19,0,0,1,1,0,136,,,,,,,,,,,,,,,0,1711,40,1751,3123
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2820,2,47,51,3,142,4,146,3,0,2,26,4,2,0,0,0,0,0,7,0,0,0,0,0,51,,,,,,,,,,,,,,,5,488,12,505,952
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2821,2,45,39,9,183,2,87,2,1,5,42,3,0,0,1,0,0,0,2,0,0,0,0,0,56,,,,,,,,,,,,,,,1,477,14,492,516
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2822,2,36,59,3,151,2,119,2,1,2,18,2,2,1,1,1,0,0,9,0,0,0,0,0,43,,,,,,,,,,,,,,,0,452,3,455,756
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2823,2,53,51,4,176,4,149,8,0,3,52,5,2,2,0,1,0,0,9,0,0,0,0,0,48,,,,,,,,,,,,,,,1,567,16,584,1101
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2824,2,61,47,19,193,3,155,4,1,3,58,17,6,0,0,0,0,0,18,0,0,2,0,0,56,,,,,,,,,,,,,,,2,643,21,666,1298
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2825,2,62,68,14,315,3,61,4,2,3,45,9,2,2,1,1,0,0,22,0,0,0,1,0,54,,,,,,,,,,,,,,,1,669,24,694,1317
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2826,2,42,47,9,354,5,12,4,1,0,24,5,2,0,0,1,0,0,14,0,0,0,0,0,67,,,,,,,,,,,,,,,0,587,11,598,948
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2827,2,61,43,11,267,5,60,7,5,13,55,6,1,0,0,1,0,0,8,0,0,0,0,0,34,,,,,,,,,,,,,,,2,577,11,590,1064
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2828,1,28,30,11,113,3,54,3,2,0,24,2,0,0,4,0,0,0,5,0,0,0,0,0,28,,,,,,,,,,,,,,,0,307,14,321,639
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2829,1,23,45,7,89,4,94,2,1,0,20,1,0,0,0,0,0,0,6,0,0,0,0,0,42,,,,,,,,,,,,,,,0,334,11,345,694
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2830,2,33,115,8,208,3,113,3,0,3,40,4,1,1,0,0,0,0,11,1,0,0,1,0,51,,,,,,,,,,,,,,,0,596,18,614,1047
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2831,2,28,98,16,281,5,95,7,1,2,32,7,2,0,0,1,0,0,11,1,0,1,1,0,43,,,,,,,,,,,,,,,0,632,8,640,1145
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2832,1,20,52,6,211,6,126,5,2,2,27,4,0,0,0,0,0,0,6,0,0,0,0,0,19,,,,,,,,,,,,,,,0,486,7,493,746
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2833,3,128,129,26,351,12,161,19,7,8,95,10,7,3,0,0,1,0,21,0,0,0,0,0,92,,,,,,,,,,,,,,,1,1070,35,1106,2132
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2834,2,53,55,12,284,3,43,7,1,0,20,1,0,1,0,1,0,0,10,0,0,2,0,0,47,,,,,,,,,,,,,,,1,540,16,557,1006
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2835,3,76,94,27,391,6,201,11,7,4,96,8,3,3,0,1,0,1,7,0,0,0,0,0,95,,,,,,,,,,,,,,,0,1031,35,1066,2170
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2836,4,136,127,32,424,13,143,14,5,6,105,10,3,2,0,0,0,0,19,0,0,0,0,0,83,,,,,,,,,,,,,,,1,1122,31,1154,2366
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2837,3,84,94,18,365,8,119,12,2,12,74,12,5,1,0,0,0,0,18,0,0,0,2,0,72,,,,,,,,,,,,,,,0,898,25,923,1966
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2838,2,46,64,19,235,5,2,4,1,19,27,2,0,0,1,0,0,1,7,0,0,0,1,0,8,,,,,,,,,,,,,,,0,442,16,458,859
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2839,2,55,54,18,322,4,2,11,1,9,25,0,2,1,0,0,0,0,13,0,0,1,0,0,7,,,,,,,,,,,,,,,0,525,6,531,954
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2840,2,28,53,6,238,5,8,8,3,8,23,1,2,0,2,1,0,0,14,0,0,0,0,0,10,,,,,,,,,,,,,,,0,410,10,420,1048
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2841,1,9,149,2,215,2,0,1,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,,,,,,,,,,,,,,,0,385,7,392,482
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2842,1,13,11,2,75,1,0,0,1,0,8,0,1,0,0,0,0,0,3,0,0,0,0,0,3,,,,,,,,,,,,,,,0,118,3,121,215
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2843,1,9,23,0,121,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,5,,,,,,,,,,,,,,,0,163,4,167,353
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2844,1,3,11,0,84,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,0,104,0,104,154
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2845,2,38,58,8,254,2,2,1,1,0,12,0,1,0,0,0,0,0,2,0,0,0,1,0,43,,,,,,,,,,,,,,,0,423,12,435,810
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2846,1,0,3,0,69,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,0,78,0,78,116
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2847,1,14,22,3,36,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,5,,,,,,,,,,,,,,,0,85,0,85,158
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2848,1,26,36,7,116,0,2,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,194,0,194,365
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2849,1,46,20,7,109,0,0,0,0,0,1,0,4,0,0,0,0,0,3,0,0,0,0,0,5,,,,,,,,,,,,,,,0,195,3,198,284
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2850,1,378,33,2,302,0,2,1,0,0,0,1,2,0,0,1,0,0,9,0,0,2,0,0,0,,,,,,,,,,,,,,,0,733,2,735,442
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2851,1,23,17,6,132,1,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0,187,6,193,264
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2852,1,29,26,1,178,1,3,8,1,0,1,2,2,0,0,0,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,0,258,0,258,276
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2853,1,32,31,4,146,3,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0,223,2,225,318
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2854,1,28,39,2,138,0,3,2,0,1,3,1,0,0,0,0,0,0,4,0,0,0,0,0,3,,,,,,,,,,,,,,,0,224,4,228,397
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2855,1,21,47,4,159,1,0,3,1,0,10,0,3,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,250,10,260,447
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2856,1,11,11,1,43,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0,74,2,76,114
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2857,1,15,20,1,27,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,,,,,,,,,,,,,,,0,69,2,71,117
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2858,1,55,20,10,119,2,0,4,2,0,7,2,1,1,0,0,0,0,3,0,0,0,1,0,14,,,,,,,,,,,,,,,0,241,9,250,499
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2859,3,105,77,15,498,8,2,14,1,0,29,2,0,0,0,0,0,0,23,0,0,0,0,0,2,,,,,,,,,,,,,,,1,776,12,789,1925
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2860,2,77,69,8,488,8,4,3,2,0,38,0,1,0,1,1,0,7,19,0,0,0,0,0,1,,,,,,,,,,,,,,,0,727,13,740,1109
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2861,3,172,92,21,433,11,12,10,3,1,22,9,10,0,1,0,0,0,15,0,0,1,0,0,18,,,,,,,,,,,,,,,0,831,28,859,1792
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2862,2,120,71,11,284,3,7,7,0,1,34,2,1,0,0,2,0,0,14,0,0,2,0,0,9,,,,,,,,,,,,,,,1,568,14,583,1223
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2863,2,84,53,16,279,5,6,4,0,0,17,0,0,0,0,0,0,0,16,0,0,0,0,0,0,,,,,,,,,,,,,,,0,480,20,500,1090
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2864,1,44,31,5,169,0,1,3,0,0,7,1,0,0,0,0,0,0,3,0,0,0,0,0,3,,,,,,,,,,,,,,,0,267,4,271,494
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2865,2,75,44,16,167,3,4,7,0,2,37,5,1,0,0,0,0,0,4,0,0,0,0,0,8,,,,,,,,,,,,,,,0,373,6,379,780
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2866,1,0,6,0,131,0,1,1,0,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,,,,,,,,,,,,,,,0,146,56,202,259
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2867,1,23,19,0,194,4,5,1,0,1,13,0,0,0,0,0,0,0,2,0,0,0,0,0,2,,,,,,,,,,,,,,,0,264,0,264,412
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2868,2,63,50,10,261,14,15,10,4,0,67,6,0,0,0,0,0,0,7,0,0,0,0,0,19,,,,,,,,,,,,,,,0,526,13,539,1041
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2869,2,41,65,19,191,10,16,15,4,1,70,1,4,0,0,0,0,0,11,0,0,2,0,0,13,,,,,,,,,,,,,,,0,463,14,477,1017
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2870,1,34,52,6,86,3,9,3,1,0,47,2,0,0,0,0,0,0,8,0,0,0,1,0,7,,,,,,,,,,,,,,,0,259,16,275,642
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2871,2,49,41,19,193,4,48,6,2,0,86,6,2,2,0,0,0,0,11,0,0,0,0,0,23,,,,,,,,,,,,,,,0,492,15,507,1102
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2872,1,26,16,6,66,1,1,8,1,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,4,,,,,,,,,,,,,,,0,138,0,138,289
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2873,3,64,49,9,353,4,14,8,3,1,71,3,9,1,0,1,0,0,11,0,0,0,2,0,39,,,,,,,,,,,,,,,0,642,10,652,1057
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2874,1,10,19,3,41,3,9,4,1,0,8,2,0,0,0,0,0,0,5,0,0,0,0,0,0,,,,,,,,,,,,,,,0,105,5,110,249
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2875,2,34,61,11,114,4,21,29,2,0,98,10,2,0,0,0,0,0,5,0,0,0,0,0,11,,,,,,,,,,,,,,,0,402,19,421,931
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2876,2,76,91,18,448,4,11,4,2,5,19,2,3,1,0,0,0,0,13,0,0,0,0,0,17,,,,,,,,,,,,,,,0,714,25,739,1094
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2877,2,45,41,6,284,1,3,9,2,3,18,0,1,0,0,0,0,0,7,0,0,0,0,0,11,,,,,,,,,,,,,,,0,431,15,446,786
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2878,1,37,28,5,93,2,3,2,0,0,22,0,3,0,1,0,0,0,9,0,0,0,0,0,7,,,,,,,,,,,,,,,0,212,7,219,398
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2879,1,43,70,10,169,2,6,5,0,0,2,1,3,0,0,0,0,0,4,0,0,0,0,0,3,,,,,,,,,,,,,,,0,318,10,328,564
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2880,2,30,32,7,162,1,11,5,1,3,14,5,2,0,0,0,0,0,4,0,0,0,0,0,11,,,,,,,,,,,,,,,2,288,4,294,441
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2881,1,15,21,2,257,5,15,1,0,0,13,1,0,0,0,1,0,0,7,0,0,1,0,0,11,,,,,,,,,,,,,,,0,350,6,356,644
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2882,2,30,35,6,307,0,52,1,0,0,35,4,2,0,1,0,0,1,11,0,0,0,0,0,21,,,,,,,,,,,,,,,0,506,17,523,763
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2883,1,80,68,13,182,6,9,12,2,0,21,3,0,0,0,0,0,0,11,0,0,0,0,0,6,,,,,,,,,,,,,,,0,413,9,422,739
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2884,2,54,203,6,354,3,4,15,5,4,21,1,1,0,0,0,0,1,20,0,0,0,0,0,17,,,,,,,,,,,,,,,0,709,18,727,1322
