CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,AVE,PC,MORENA,ES,PAN_PRD,PRI_PVEM_NVA_ALIANZA_AVE,PRI_PVEM_NVA_ALIANZA,PRI_PVEM_AVE,PRI_NVA_ALIANZA_AVE,PVEM_NVA_ALIANZA_AVE,PRI_PVEM,PRI_NVA_ALIANZA,PRI_AVE,PVEM_NVA_ALIANZA,PVEM_AVE,NVA_ALIANZA_AVE,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,720,2,191,91,16,40,6,10,1,52,8,244,14,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,7,,,,,,,0,687,32,719,1436
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,721,2,133,82,20,23,12,9,5,24,9,189,15,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,10,,,,,,,0,538,24,562,1021
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,722,1,121,78,9,9,7,8,3,33,0,80,5,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,10,,,,,,,3,368,16,387,587
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,723,2,197,87,8,41,6,12,7,51,2,112,4,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,8,,,,,,,0,539,32,571,1024
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,724,3,202,128,19,54,10,12,11,81,4,259,9,12,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,8,,,,,,,0,809,42,851,1523
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,725,2,143,65,7,26,11,8,3,40,5,157,6,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,7,,,,,,,0,480,17,497,779
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,726,2,117,62,12,28,11,4,11,38,8,188,6,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,9,,,,,,,0,499,23,522,686
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,727,2,103,39,9,14,11,4,8,31,11,147,7,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2,,,,,,,0,391,25,416,769
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,728,2,149,80,8,25,10,19,3,62,4,210,12,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,7,,,,,,,1,594,33,628,1143
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,729,3,220,109,22,47,9,14,10,78,13,380,16,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,9,,,,,,,0,930,43,973,1682
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,730,2,138,63,17,18,12,5,5,43,11,208,6,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,5,,,,,,,0,534,20,554,1002
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,731,3,156,89,23,42,15,10,7,45,10,252,12,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,11,,,,,,,0,673,40,713,1663
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,732,2,116,68,10,30,7,10,4,26,7,165,4,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,8,,,,,,,0,461,18,479,937
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,733,1,89,57,10,25,5,3,7,31,6,123,6,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,4,,,,,,,0,369,14,383,707
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,734,2,145,73,20,49,11,11,9,70,8,185,11,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,9,,,,,,,0,606,45,651,1132
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,735,2,122,82,17,30,12,13,10,34,4,163,7,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,11,,,,,,,1,507,16,524,833
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,736,2,138,82,10,33,22,5,8,43,2,140,3,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,6,,,,,,,0,494,29,523,820
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,737,2,178,63,11,37,6,13,8,46,4,229,11,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,9,,,,,,,1,621,26,648,1036
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,738,2,68,54,15,33,7,1,4,40,3,162,7,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,6,,,,,,,0,403,14,417,790
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,739,3,220,111,18,39,16,24,4,58,16,358,16,8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,22,,,,,,,2,910,44,956,1751
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,740,4,251,151,22,65,21,31,10,131,8,428,20,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,20,,,,,,,0,1162,67,1229,2276
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,741,3,189,103,30,69,10,19,11,58,23,322,17,12,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,13,,,,,,,5,876,33,914,1987
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,742,5,304,219,47,125,16,14,17,129,24,519,58,19,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,13,,,,,,,2,1504,75,1581,3425
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,743,1,58,20,2,2,1,0,3,78,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,0,175,15,190,303
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,744,3,280,110,42,95,15,12,22,134,10,267,39,8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,4,,,,,,,0,1038,46,1084,1930
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,745,2,188,116,21,23,21,18,13,51,3,254,17,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,13,,,,,,,0,744,40,784,1315
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,746,3,217,49,19,189,11,20,10,107,14,310,15,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,71,,,,,,,0,1037,41,1078,1784
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,747,2,148,36,23,92,8,9,9,23,5,176,10,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,43,,,,,,,0,588,38,626,1059
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,748,2,119,53,9,67,4,11,8,41,7,151,3,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,13,,,,,,,0,491,19,510,863
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,749,3,180,90,16,75,9,12,8,100,7,311,17,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,18,,,,,,,1,848,41,890,1531
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,750,2,171,127,16,83,3,6,1,151,2,171,7,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,9,,,,,,,0,749,26,775,1434
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,751,3,162,64,33,126,9,7,6,111,9,205,12,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,6,,,,,,,1,754,56,811,1541
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,752,2,86,62,17,28,9,5,6,54,10,151,5,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2,,,,,,,2,442,19,463,914
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,753,2,82,110,15,85,24,11,3,63,9,196,8,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,3,,,,,,,0,610,33,643,1063
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,754,2,174,112,22,96,4,4,10,45,9,198,13,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2,,,,,,,1,693,32,726,1435
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,755,2,145,83,9,58,6,6,10,76,4,142,19,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2,,,,,,,0,564,29,593,1068
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,756,2,138,98,18,42,2,5,6,32,1,144,10,9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,8,,,,,,,0,513,26,539,1249
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,757,2,187,116,13,70,3,5,3,74,8,157,5,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,3,,,,,,,0,651,19,670,1145
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,758,2,157,99,14,88,0,6,7,54,7,201,4,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,3,,,,,,,0,647,29,676,1156
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,759,2,253,94,17,110,11,11,2,74,12,160,6,17,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,5,,,,,,,2,772,26,800,1363
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,760,2,142,56,13,59,5,4,3,95,7,166,12,9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,4,,,,,,,0,575,41,616,1103
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,761,2,132,64,15,81,5,9,2,94,6,119,2,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,10,,,,,,,0,543,29,572,1102
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,762,1,68,55,16,9,5,5,0,36,3,82,7,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,19,,,,,,,0,306,7,313,540
3,30,VERACRUZ,12,COATEPEC,48,COSAUTLAN DE CARVAJAL,1153,2,136,104,16,40,10,0,10,135,6,89,9,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2,,,,,,,0,563,28,591,940
3,30,VERACRUZ,12,COATEPEC,48,COSAUTLAN DE CARVAJAL,1154,2,133,75,7,37,10,5,6,122,3,84,3,8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,0,494,21,515,792
3,30,VERACRUZ,12,COATEPEC,48,COSAUTLAN DE CARVAJAL,1155,2,168,95,19,50,15,9,9,121,5,141,15,12,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,4,,,,,,,1,663,42,706,1222
3,30,VERACRUZ,12,COATEPEC,48,COSAUTLAN DE CARVAJAL,1156,3,292,85,41,65,20,5,12,109,9,149,18,31,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,4,,,,,,,1,840,44,885,1600
3,30,VERACRUZ,12,COATEPEC,48,COSAUTLAN DE CARVAJAL,1157,2,265,36,21,16,15,1,11,49,8,101,5,22,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,5,,,,,,,0,555,38,593,1144
3,30,VERACRUZ,12,COATEPEC,48,COSAUTLAN DE CARVAJAL,1158,3,315,101,29,57,10,8,12,123,15,189,5,16,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,6,,,,,,,0,886,40,926,1727
3,30,VERACRUZ,12,COATEPEC,48,COSAUTLAN DE CARVAJAL,1159,2,198,53,19,56,13,1,4,70,9,91,5,8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,7,,,,,,,0,534,44,578,968
3,30,VERACRUZ,12,COATEPEC,48,COSAUTLAN DE CARVAJAL,1160,2,241,67,19,48,16,3,12,63,7,90,11,27,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,3,,,,,,,2,607,43,652,1124
3,30,VERACRUZ,12,COATEPEC,48,COSAUTLAN DE CARVAJAL,1161,2,314,78,21,24,9,2,6,107,8,105,5,27,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,0,707,78,785,1322
3,30,VERACRUZ,12,COATEPEC,81,IXHUACAN DE LOS REYES,1726,2,333,199,48,37,5,3,8,37,3,41,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2,,,,,,,0,721,25,746,1218
3,30,VERACRUZ,12,COATEPEC,81,IXHUACAN DE LOS REYES,1727,2,363,221,61,64,4,0,4,41,5,35,3,9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,0,810,39,849,1300
3,30,VERACRUZ,12,COATEPEC,81,IXHUACAN DE LOS REYES,1728,4,518,331,78,143,3,1,9,96,0,20,4,12,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,3,,,,,,,0,1218,45,1263,1773
3,30,VERACRUZ,12,COATEPEC,81,IXHUACAN DE LOS REYES,1729,5,723,337,162,102,14,1,11,63,10,70,8,12,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,3,,,,,,,1,1516,78,1595,2343
3,30,VERACRUZ,12,COATEPEC,81,IXHUACAN DE LOS REYES,1730,1,205,94,43,1,1,0,2,38,3,7,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,0,399,24,423,719
3,30,VERACRUZ,12,COATEPEC,136,RAFAEL LUCIO,3283,3,171,127,24,63,4,13,7,345,14,197,9,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,4,,,,,,,0,984,41,1025,1721
3,30,VERACRUZ,12,COATEPEC,136,RAFAEL LUCIO,3284,3,163,135,30,55,5,26,12,366,15,196,11,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,4,,,,,,,1,1024,38,1063,1811
3,30,VERACRUZ,12,COATEPEC,136,RAFAEL LUCIO,3285,3,204,182,22,80,6,10,12,291,12,174,6,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,5,,,,,,,0,1010,39,1049,1837
3,30,VERACRUZ,12,COATEPEC,163,TEOCELO,3745,3,136,186,45,66,18,9,16,151,16,438,7,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,6,,,,,,,2,1095,51,1148,1918
3,30,VERACRUZ,12,COATEPEC,163,TEOCELO,3746,2,51,69,18,20,7,8,14,53,8,276,6,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,7,,,,,,,2,542,27,571,994
3,30,VERACRUZ,12,COATEPEC,163,TEOCELO,3747,2,90,112,37,54,4,5,10,59,13,338,14,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,10,,,,,,,1,756,18,775,1294
3,30,VERACRUZ,12,COATEPEC,163,TEOCELO,3748,2,116,140,29,38,10,6,11,107,7,380,6,9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,9,,,,,,,1,868,28,897,1445
3,30,VERACRUZ,12,COATEPEC,163,TEOCELO,3749,3,115,150,47,37,23,8,10,72,12,392,13,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,9,,,,,,,0,892,51,943,1781
3,30,VERACRUZ,12,COATEPEC,163,TEOCELO,3750,3,90,90,27,95,6,8,9,66,25,136,3,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,21,,,,,,,0,583,25,608,1001
3,30,VERACRUZ,12,COATEPEC,163,TEOCELO,3751,2,62,86,50,77,11,1,3,87,7,120,14,11,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,3,,,,,,,0,532,27,559,982
3,30,VERACRUZ,12,COATEPEC,163,TEOCELO,3752,2,163,68,27,87,17,1,8,93,9,188,2,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,14,,,,,,,1,687,35,723,1324
3,30,VERACRUZ,12,COATEPEC,163,TEOCELO,3753,2,95,100,38,154,6,4,4,118,11,159,4,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,5,,,,,,,0,701,40,741,1331
3,30,VERACRUZ,12,COATEPEC,181,TLALNELHUAYOCAN,4037,3,298,199,20,14,19,13,9,58,17,265,67,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,9,,,,,,,0,998,21,1019,1966
3,30,VERACRUZ,12,COATEPEC,181,TLALNELHUAYOCAN,4038,3,277,222,28,99,26,7,7,82,6,279,57,16,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,12,,,,,,,0,1118,25,1143,1915
3,30,VERACRUZ,12,COATEPEC,181,TLALNELHUAYOCAN,4039,7,565,487,49,48,35,55,14,131,35,778,108,16,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,25,,,,,,,3,2346,98,2447,4757
3,30,VERACRUZ,12,COATEPEC,181,TLALNELHUAYOCAN,4040,3,255,207,11,38,20,20,3,27,12,243,23,9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,9,,,,,,,0,877,41,918,1846
3,30,VERACRUZ,12,COATEPEC,181,TLALNELHUAYOCAN,4041,2,182,101,25,39,11,5,3,30,7,130,10,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,3,,,,,,,0,551,26,577,1031
3,30,VERACRUZ,12,COATEPEC,194,XICO,4506,3,66,63,99,59,10,6,8,35,5,225,6,8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,6,,,,,,,0,596,40,636,1526
3,30,VERACRUZ,12,COATEPEC,194,XICO,4507,3,69,178,98,47,11,6,16,70,3,293,5,16,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,20,,,,,,,0,832,40,872,1951
3,30,VERACRUZ,12,COATEPEC,194,XICO,4508,3,90,159,78,44,9,8,15,88,7,316,8,17,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,12,,,,,,,2,851,47,900,1628
3,30,VERACRUZ,12,COATEPEC,194,XICO,4509,4,113,130,128,82,13,11,20,97,10,361,18,24,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,8,,,,,,,1,1015,58,1074,2070
3,30,VERACRUZ,12,COATEPEC,194,XICO,4510,2,67,103,61,28,1,1,13,36,9,272,16,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,11,,,,,,,0,621,33,654,1217
3,30,VERACRUZ,12,COATEPEC,194,XICO,4511,3,94,100,120,71,8,8,10,46,12,193,8,9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,8,,,,,,,0,687,22,709,1157
3,30,VERACRUZ,12,COATEPEC,194,XICO,4512,2,103,116,86,47,5,8,5,69,3,286,10,8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,7,,,,,,,0,753,32,785,1383
3,30,VERACRUZ,12,COATEPEC,194,XICO,4513,2,54,36,60,16,3,3,8,34,9,191,5,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2,,,,,,,0,425,21,446,852
3,30,VERACRUZ,12,COATEPEC,194,XICO,4514,4,109,133,170,87,7,10,35,100,8,385,11,28,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,14,,,,,,,0,1097,51,1148,2341
3,30,VERACRUZ,12,COATEPEC,194,XICO,4515,1,97,103,42,8,5,4,4,52,2,13,2,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,4,,,,,,,0,346,24,370,595
3,30,VERACRUZ,12,COATEPEC,194,XICO,4516,3,103,260,174,47,3,1,1,24,3,34,2,12,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,88,,,,,,,42,752,24,818,1574
3,30,VERACRUZ,12,COATEPEC,194,XICO,4517,2,129,83,121,103,14,2,46,34,6,16,2,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,0,566,30,596,779
3,30,VERACRUZ,12,COATEPEC,194,XICO,4518,2,35,96,60,81,5,4,2,11,2,23,1,14,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,23,,,,,,,0,357,37,394,899
3,30,VERACRUZ,12,COATEPEC,194,XICO,4519,2,78,83,47,79,5,5,3,116,9,154,14,12,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,6,,,,,,,0,611,44,655,1218
3,30,VERACRUZ,12,COATEPEC,194,XICO,4520,2,53,117,67,11,5,3,4,33,5,131,4,17,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,5,,,,,,,0,455,17,472,865
3,30,VERACRUZ,12,COATEPEC,194,XICO,4521,2,96,64,28,38,3,5,3,49,2,265,9,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,12,,,,,,,0,575,38,613,1186
3,30,VERACRUZ,12,COATEPEC,194,XICO,4522,2,84,79,13,55,2,5,6,35,3,111,6,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,10,,,,,,,0,411,29,440,984
3,30,VERACRUZ,12,COATEPEC,194,XICO,4523,2,90,76,25,86,3,3,11,59,3,263,4,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,6,,,,,,,0,636,28,664,1228
3,30,VERACRUZ,12,COATEPEC,194,XICO,4524,2,84,67,26,36,11,14,3,73,5,258,13,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,11,,,,,,,0,607,44,651,1339
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,47,3,339,195,64,37,16,11,6,14,2,123,1,55,0,1,0,0,0,5,0,1,0,0,0,,,,,,,,,,5,,,,,,0,875,23,898,1636
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,48,2,246,147,61,32,6,8,7,4,2,112,3,43,0,0,2,0,0,2,0,0,0,0,0,,,,,,,,,,3,,,,,,0,678,16,694,1311
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,49,2,285,98,43,22,17,4,2,11,1,76,1,22,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,9,,,,,,2,594,17,613,1172
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,50,2,211,138,23,10,6,2,8,6,2,54,4,15,0,1,2,0,0,5,0,0,0,0,0,,,,,,,,,,0,,,,,,0,487,11,498,977
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,51,3,526,185,28,72,17,3,8,9,3,113,11,10,0,0,0,0,0,5,0,0,0,0,0,,,,,,,,,,8,,,,,,0,998,21,1019,1653
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,52,3,463,219,93,40,44,12,10,11,7,118,6,20,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,2,,,,,,0,1047,55,1102,2054
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,53,2,120,103,100,10,12,4,5,21,7,105,4,13,0,1,0,0,0,5,0,0,0,0,0,,,,,,,,,,4,,,,,,0,514,22,536,1051
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,54,1,48,42,43,3,2,0,1,0,0,19,0,10,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,0,,,,,,0,170,9,179,332
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,55,1,96,73,47,45,9,3,3,3,3,20,3,6,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,0,,,,,,0,313,9,322,698
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,56,1,110,82,8,3,4,7,1,3,2,45,0,3,0,0,0,0,0,5,0,0,0,0,0,,,,,,,,,,5,,,,,,0,278,8,286,528
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,57,1,147,93,15,13,2,5,9,10,0,83,4,6,0,0,0,0,0,1,1,1,0,0,0,,,,,,,,,,4,,,,,,0,394,14,408,709
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,58,1,28,5,2,2,2,4,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,,,,,,0,73,2,75,147
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,59,1,44,7,1,2,0,4,4,1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,,,,,,0,96,8,104,202
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,60,2,149,83,10,3,4,8,2,3,2,100,1,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,,,,,,0,373,5,378,853
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,61,2,169,99,14,6,1,31,4,1,4,152,3,7,0,0,1,0,0,2,0,0,0,0,0,,,,,,,,,,0,,,,,,0,494,16,510,966
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,62,1,98,110,26,9,8,3,3,2,1,42,3,8,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,2,,,,,,0,316,9,325,492
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,63,2,116,121,17,13,2,10,4,4,1,155,3,1,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,5,,,,,,0,454,13,467,866
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,64,1,52,40,13,5,3,1,4,4,1,65,0,5,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,1,,,,,,0,196,4,200,326
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,65,1,153,140,8,20,28,3,3,1,0,21,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,,,,,,0,384,5,389,626
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,66,1,181,85,13,20,7,2,6,1,1,18,6,10,0,0,0,0,0,4,0,0,0,0,0,,,,,,,,,,4,,,,,,0,358,10,368,723
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,67,2,1039,106,8,7,1,90,2,2,2,42,5,6,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,4,,,,,,0,1315,17,1332,834
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,68,2,191,168,6,10,1,24,4,11,0,129,4,6,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,4,,,,,,1,560,9,570,890
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,69,3,345,277,28,19,3,48,6,12,4,143,2,23,0,1,5,0,0,14,0,0,0,1,1,,,,,,,,,,6,,,,,,4,938,35,977,1671
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,70,2,292,303,55,18,2,1,3,10,0,29,4,34,1,0,1,0,0,6,0,2,0,0,0,,,,,,,,,,2,,,,,,0,763,20,783,1276
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,71,2,267,200,23,22,7,2,1,1,0,21,2,13,0,0,2,0,0,8,1,1,0,0,0,,,,,,,,,,3,,,,,,0,574,26,600,829
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,72,1,101,79,12,5,2,0,5,2,1,47,31,4,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,1,,,,,,0,293,9,302,573
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,73,1,126,43,8,8,4,6,0,2,5,48,6,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,,,,,,0,264,1,265,479
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,74,2,247,81,19,26,3,9,2,6,4,63,6,14,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,10,,,,,,0,490,7,497,862
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,75,2,237,152,8,15,3,8,0,21,3,49,3,12,0,0,1,0,0,5,1,0,0,0,0,,,,,,,,,,2,,,,,,1,520,15,536,892
