CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,1015,3,417,213,7,7,5,59,17,36,21,0,5,1,0,10,0,798,12,810,1527
2,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,1016,2,238,206,6,3,7,18,9,16,14,0,1,0,0,8,0,526,14,540,1062
2,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,1017,2,237,180,11,6,6,32,1,19,17,0,0,0,0,3,0,512,15,527,1071
2,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,1018,14,2206,939,74,39,30,365,49,228,95,0,0,0,0,70,4,4095,42,4096,10411
2,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,1019,10,1211,918,47,40,28,200,41,167,53,1,5,0,0,37,2,2748,63,2816,7075
2,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,1020,2,220,192,5,9,3,48,5,30,13,0,5,0,0,4,0,534,21,555,1311
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1021,3,685,333,24,18,6,149,21,66,48,0,0,0,0,27,0,1377,18,1395,1414
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1024,3,461,218,10,9,7,85,6,43,21,0,4,1,0,23,0,888,12,900,1700
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1025,2,373,168,5,7,5,66,13,37,4,0,0,0,0,5,5,683,17,705,1348
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1026,3,358,276,13,12,5,61,8,33,17,0,0,1,0,7,0,791,24,814,1720
2,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,1027,2,299,178,9,5,1,49,10,43,9,1,1,0,0,8,1,613,7,621,1097
2,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,1028,2,230,108,5,0,1,43,5,34,6,0,2,1,0,10,0,445,10,455,876
2,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,1029,2,283,222,5,4,4,48,15,22,12,0,1,0,1,10,0,627,13,640,1144
2,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,1030,2,246,168,11,7,1,44,6,15,5,0,1,0,1,6,0,511,13,524,990
2,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,1031,2,219,179,5,2,2,36,7,23,6,0,0,0,0,4,0,483,20,503,986
2,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,1032,1,167,113,3,2,6,22,4,10,6,0,0,0,0,7,0,340,15,355,700
2,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,1033,2,243,180,8,4,2,56,3,33,7,1,0,0,0,3,0,540,10,550,956
2,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,1034,2,219,154,11,6,0,47,6,18,2,0,2,0,0,7,0,472,0,483,868
2,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,1035,2,270,151,3,5,3,46,7,22,6,2,3,0,0,6,0,524,8,532,1023
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1036,2,268,165,6,4,3,35,7,27,2,3,1,0,0,9,0,530,12,550,975
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1037,2,359,157,9,3,3,45,5,42,16,0,2,1,0,10,0,652,13,665,1318
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1038,2,271,234,4,7,6,45,9,24,5,0,0,0,0,7,0,612,18,631,1199
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1039,3,582,257,12,14,4,70,16,55,16,3,3,0,0,8,1,1040,34,1075,2111
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1040,2,352,180,11,3,7,82,1,55,14,1,0,0,0,11,0,717,16,733,1393
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1041,2,305,273,7,6,5,44,11,20,18,2,1,0,0,7,0,699,12,611,1129
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1042,2,269,165,6,3,2,57,6,60,5,0,4,0,0,10,0,587,12,659,1293
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1043,2,296,167,3,5,4,47,4,24,9,0,0,0,0,9,2,568,65,635,1228
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1044,2,334,193,7,10,10,51,9,43,14,0,1,1,0,8,1,681,13,695,1217
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1045,2,345,185,4,7,6,41,2,28,14,0,2,0,0,11,1,645,7,553,1022
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1046,2,210,159,3,7,6,32,5,31,4,1,1,0,0,11,0,470,15,485,936
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1047,2,229,167,4,9,5,15,5,20,3,0,0,0,0,0,0,457,20,477,940
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1048,2,186,149,2,7,4,37,6,20,7,0,1,0,0,1,0,420,7,427,869
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1049,2,253,149,6,5,4,37,12,45,8,0,0,0,0,6,0,525,34,559,984
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1050,2,343,167,6,3,2,42,8,34,13,1,0,0,0,3,0,622,10,632,1184
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1051,2,195,184,3,3,2,23,4,18,7,0,0,0,0,5,0,444,11,455,1032
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1052,2,259,216,6,6,3,44,3,14,12,2,1,0,0,5,0,571,13,584,1205
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1053,2,289,135,11,1,4,32,7,20,12,0,0,0,0,10,0,521,9,530,1057
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1054,2,211,148,3,3,1,36,7,21,2,1,2,0,0,4,0,439,4,443,860
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1055,2,294,161,6,5,4,59,6,42,11,0,0,0,0,15,0,603,11,614,1077
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1056,5,865,415,22,19,3,171,17,72,38,0,2,0,0,21,0,1645,26,1671,3184
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1057,7,1560,600,27,15,12,237,29,160,42,2,0,1,0,59,4,2744,31,2777,5190
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1058,2,287,190,12,6,4,60,8,47,6,0,4,0,4,10,0,638,45,679,1325
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1059,2,204,92,7,8,6,15,4,19,9,0,0,0,0,2,0,366,7,363,806
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1060,2,278,162,8,6,3,43,9,34,17,1,1,0,0,7,0,569,5,574,1151
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1061,2,281,218,11,5,8,54,4,14,9,0,4,1,0,3,0,612,20,632,1311
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1062,2,347,177,6,12,5,51,11,41,9,0,0,0,0,12,0,671,17,688,1419
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1063,2,259,253,6,7,13,29,7,13,9,0,2,0,0,3,0,601,23,624,1177
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1064,3,385,280,6,13,11,43,16,36,12,0,8,0,0,7,0,817,23,840,1560
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1065,4,564,349,14,16,12,76,19,45,22,0,2,0,0,13,3,1132,34,1168,2160
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1067,2,259,171,4,7,4,29,7,20,4,2,1,0,0,3,1,511,13,525,976
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1068,2,243,137,7,4,9,33,6,17,3,1,4,0,0,6,0,470,19,489,1086
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1069,3,415,272,4,5,5,28,9,36,10,0,2,0,0,8,0,794,17,822,1536
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1070,3,400,281,8,8,13,65,10,20,17,4,4,1,0,9,2,840,25,876,1698
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1071,2,272,164,4,6,1,36,4,16,11,0,2,0,0,2,1,518,12,531,1091
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1072,3,441,258,18,6,4,99,16,75,10,1,0,0,0,5,0,933,14,947,1907
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1073,9,1679,823,42,23,32,291,48,160,51,5,3,0,0,43,0,3200,63,3256,6527
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1074,3,309,288,9,6,13,31,5,15,17,0,1,1,0,4,1,699,14,726,1505
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1075,10,1570,944,39,35,17,259,44,118,33,3,4,0,0,31,13,3097,43,3159,6705
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1076,3,437,277,12,6,7,53,5,43,27,0,0,0,0,7,0,874,21,895,2073
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,1078,4,574,476,9,14,5,73,14,48,11,0,7,0,1,11,2,1243,24,1269,2453
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1079,2,296,215,11,1,13,45,3,22,7,0,2,0,0,3,4,618,45,666,1214
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1080,3,387,256,9,7,18,56,9,35,10,1,2,0,0,7,0,797,24,821,1574
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1081,2,240,186,6,6,11,38,13,13,14,2,0,0,0,1,0,530,21,555,1120
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1082,2,241,196,4,6,7,40,9,23,5,1,0,0,0,5,1,537,19,557,1152
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1083,4,626,422,16,19,8,76,22,31,40,1,1,0,0,9,0,1271,22,1293,2592
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1084,4,618,258,12,7,10,119,9,19,11,0,5,0,1,7,0,1076,28,1104,2265
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1085,4,686,269,11,9,6,80,19,30,10,1,3,1,1,9,1,1135,25,1161,2369
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1086,3,535,258,17,8,10,84,10,40,7,1,2,0,1,7,2,980,29,1011,1856
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1087,10,2067,746,44,33,20,278,50,180,46,1,0,0,0,43,7,3508,60,3570,6892
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1088,3,449,264,15,7,8,64,10,27,14,0,3,0,0,12,0,873,17,890,1964
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1089,3,549,234,15,10,6,69,12,22,14,0,0,0,0,10,0,941,19,963,1988
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1090,3,472,229,13,2,9,46,3,20,7,2,0,0,0,8,0,811,16,831,1842
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1091,2,278,178,2,2,2,30,8,15,11,1,1,0,0,4,0,532,3,535,1356
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1094,8,1554,772,26,13,15,112,30,62,39,1,7,1,1,16,2,2649,49,2702,4880
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1095,8,1865,625,17,15,30,142,15,82,46,3,2,1,0,27,2,2870,50,2922,5512
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1096,6,962,562,29,20,14,111,21,52,28,1,9,0,0,22,4,1831,38,1884,3493
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1097,3,548,316,10,11,10,84,10,36,11,0,1,1,0,18,0,1056,24,1080,2186
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1098,3,453,240,18,10,8,49,9,20,11,0,3,1,0,4,0,826,26,852,1682
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1099,3,371,220,15,12,7,44,6,25,9,1,2,0,0,2,1,714,27,734,1507
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1100,3,376,289,15,14,10,61,8,25,13,0,0,0,0,6,0,817,27,844,1562
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1101,16,2219,1896,70,51,45,278,66,195,80,4,17,0,2,41,5,4964,120,5075,11664
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1102,2,200,165,8,2,7,22,1,11,10,6,2,0,0,5,1,439,11,451,1081
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1103,2,247,173,4,5,2,28,4,26,7,0,0,0,0,11,0,507,12,519,1185
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1104,2,166,144,12,4,3,28,9,8,8,0,1,0,1,6,0,390,23,413,1094
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1105,2,255,191,7,6,2,35,5,17,8,1,3,0,0,3,2,533,14,549,1292
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1106,2,290,232,18,6,2,24,5,20,5,0,1,0,0,5,0,608,14,612,1221
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1107,2,236,153,3,5,5,24,4,10,1,0,0,0,0,2,0,443,4,452,913
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1108,3,553,268,9,6,4,42,14,29,11,0,1,0,0,10,0,947,19,966,1818
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1109,4,778,389,11,4,10,68,11,36,18,0,1,0,0,7,0,1333,20,1353,2726
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1110,4,788,300,12,5,8,78,13,38,10,0,1,1,0,8,0,1262,17,1279,2478
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1112,2,263,222,8,4,4,23,4,12,12,1,2,1,0,6,0,562,13,575,1358
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1113,5,527,524,14,8,8,60,16,20,24,2,3,0,1,7,1,1214,18,1234,2606
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1114,2,207,163,19,3,4,20,3,18,10,0,2,0,0,2,0,451,7,458,996
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1115,2,173,167,6,8,13,14,5,13,5,0,0,0,0,3,0,407,18,425,957
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1116,2,209,193,14,6,6,23,6,11,6,1,1,0,0,5,0,481,8,489,1130
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1117,2,254,152,13,4,4,33,4,13,11,0,0,1,0,3,0,492,16,508,1030
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1118,2,347,150,7,7,4,29,8,16,3,0,1,0,0,8,0,580,6,586,1173
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1119,3,359,222,14,10,12,54,13,20,12,0,6,1,4,6,3,733,15,746,1533
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1120,2,267,160,8,9,5,19,11,6,15,0,3,0,0,4,0,507,8,552,1179
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1121,2,235,153,4,0,5,18,3,9,2,0,1,0,0,3,0,433,9,442,965
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1122,8,1290,565,22,15,7,116,30,81,46,1,6,0,0,25,1,2204,37,2242,5257
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1123,6,791,668,30,18,23,100,9,33,14,1,7,2,0,16,0,1712,29,1742,3950
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1124,6,794,424,30,10,15,109,14,48,55,1,4,0,0,22,0,1526,27,1553,3381
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1125,14,2027,1166,50,31,25,202,34,127,58,4,9,4,1,33,6,3771,58,3840,9840
2,28,TAMAULIPAS,8,RIO BRAVO,32,REYNOSA,1126,22,2777,1623,94,56,39,397,71,331,94,72,78,66,4,74,4,5776,97,5677,15986
2,28,TAMAULIPAS,8,RIO BRAVO,32,REYNOSA,1127,1,87,176,3,0,3,4,0,2,1,0,0,0,0,0,0,276,4,276,486
2,28,TAMAULIPAS,8,RIO BRAVO,32,REYNOSA,1128,2,114,97,1,3,3,25,7,8,11,1,0,0,0,4,0,274,5,279,594
2,28,TAMAULIPAS,8,RIO BRAVO,32,REYNOSA,1129,1,25,44,0,0,0,0,0,0,0,0,0,0,0,1,0,70,1,71,127
2,28,TAMAULIPAS,8,RIO BRAVO,32,REYNOSA,1130,1,144,160,3,0,2,13,0,5,2,0,0,0,0,0,0,329,0,338,649
2,28,TAMAULIPAS,8,RIO BRAVO,32,REYNOSA,1131,1,53,108,1,1,1,1,1,0,1,0,0,0,0,0,1,167,3,171,321
2,28,TAMAULIPAS,8,RIO BRAVO,32,REYNOSA,1132,1,57,111,2,0,0,2,3,1,1,0,2,0,0,0,0,179,4,183,259
2,28,TAMAULIPAS,8,RIO BRAVO,32,REYNOSA,1133,1,60,85,0,2,0,0,0,0,0,0,2,0,0,1,0,150,6,157,270
2,28,TAMAULIPAS,8,RIO BRAVO,32,REYNOSA,1134,1,167,128,1,1,2,5,0,0,2,1,1,0,0,0,0,308,7,315,556
2,28,TAMAULIPAS,8,RIO BRAVO,32,REYNOSA,1135,1,138,172,1,1,2,5,0,1,3,0,4,1,0,0,0,328,9,337,548
2,28,TAMAULIPAS,8,RIO BRAVO,32,REYNOSA,1136,2,291,203,2,2,8,5,3,5,3,1,0,0,0,4,279,527,22,552,891
2,28,TAMAULIPAS,8,RIO BRAVO,32,REYNOSA,1137,2,320,248,5,4,2,5,3,12,3,0,3,0,0,0,0,605,8,613,1017
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1139,11,1697,960,55,50,33,301,42,163,110,13,11,0,0,42,0,3477,64,3533,7601
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1140,6,865,659,20,42,18,120,28,45,73,6,20,0,0,13,0,1909,50,2269,4032
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1141,2,211,165,12,9,2,27,12,13,25,2,2,1,0,2,0,483,12,495,928
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1142,2,164,160,7,13,5,25,8,6,15,1,1,0,0,3,0,408,15,423,889
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1143,6,734,477,21,23,12,124,21,79,66,6,4,0,0,16,0,1583,33,1596,3807
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1144,3,442,310,10,5,10,54,15,27,37,0,3,0,0,8,0,921,13,947,1855
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1145,13,2081,1415,52,62,30,330,65,181,172,10,19,3,1,35,3,4456,98,5595,9232
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1146,4,555,443,16,20,16,64,99,43,60,5,2,0,0,6,10,1329,27,1674,2324
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1147,2,274,270,8,10,5,50,13,34,29,0,8,0,1,10,1,712,13,1094,1456
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1148,2,298,256,8,9,7,22,16,30,37,2,0,0,0,12,0,697,13,1425,1457
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1149,2,289,229,12,9,9,55,15,28,25,0,2,0,0,5,0,678,15,693,1257
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1150,2,211,154,4,12,1,41,6,19,20,3,6,0,0,4,0,481,4,723,932
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1151,2,183,206,6,16,6,39,4,24,32,1,2,0,0,5,0,524,18,542,1062
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1152,2,220,219,8,9,7,45,7,30,17,5,6,1,0,2,0,576,16,592,1175
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1153,1,113,147,5,4,4,20,5,13,15,4,1,0,0,2,0,333,8,341,641
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1154,2,175,167,3,4,1,20,4,19,23,2,1,0,0,7,0,426,9,440,852
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1155,2,211,179,9,2,4,39,8,16,7,1,6,0,0,2,0,484,13,502,1052
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1156,2,250,220,6,11,5,30,5,26,18,3,3,1,0,6,8,584,16,600,1149
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1157,3,383,338,15,0,6,80,0,37,29,0,0,0,0,3,0,891,15,911,1774
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1158,3,337,298,17,7,11,85,17,45,25,3,6,0,0,8,0,859,24,883,1826
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1159,3,427,396,15,12,8,67,12,44,30,2,1,0,0,7,0,1021,25,1072,2048
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1160,2,234,178,9,11,7,12,5,19,20,1,4,0,0,1,0,501,19,520,1065
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1161,2,332,264,14,16,6,84,14,32,22,2,5,0,0,2,0,793,5,808,1441
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1162,2,235,163,3,13,2,52,6,10,26,0,0,0,0,1,0,511,5,524,976
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1163,2,286,222,7,7,7,45,12,33,28,0,2,2,0,6,0,657,7,663,1197
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1164,2,236,198,8,9,2,40,6,18,18,1,2,1,0,3,0,542,13,552,1084
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1165,1,112,88,0,7,1,15,1,13,6,2,3,1,0,3,0,252,6,258,517
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1166,2,152,170,6,5,5,27,2,20,11,0,1,0,0,2,0,401,8,409,839
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1167,1,112,76,2,4,1,9,2,7,3,2,1,0,0,4,0,223,5,228,552
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1168,3,341,315,15,8,5,40,5,21,26,0,0,0,0,5,0,781,8,789,829
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1169,2,238,92,3,4,3,31,2,18,22,122,0,0,0,5,0,540,2,542,1072
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1170,2,288,212,5,7,2,40,4,24,28,2,1,0,0,3,0,616,12,633,1137
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1171,2,323,147,10,8,9,54,8,36,29,132,1,0,1,6,0,764,27,791,1456
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1172,4,584,358,17,16,9,110,21,61,57,2,3,1,0,10,8,1249,27,1290,2345
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1173,2,264,192,8,5,6,46,15,25,23,0,2,0,1,2,9,589,9,607,1101
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1174,6,1083,752,26,18,12,190,32,89,84,0,3,0,0,25,0,2314,31,2357,4441
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1175,3,418,277,10,13,4,87,24,40,37,0,1,0,0,14,0,925,7,938,1663
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1176,2,270,231,8,4,8,60,14,32,41,3,1,0,0,2,0,674,15,688,1251
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1177,2,264,265,7,5,3,48,7,23,24,1,4,0,3,8,0,662,11,673,1187
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1178,2,389,332,3,6,3,57,4,38,16,1,3,0,0,9,0,861,7,872,1470
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1179,1,88,70,2,4,1,15,4,7,3,0,2,0,0,0,0,196,4,200,402
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1180,1,176,117,2,4,2,16,4,8,9,0,2,0,0,4,0,344,5,349,631
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1181,1,177,133,3,7,5,17,4,9,6,5,0,0,0,6,0,372,6,380,738
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1182,1,98,100,4,4,2,13,4,8,12,0,7,0,0,1,0,253,3,256,489
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1183,1,139,144,3,4,6,19,7,28,4,1,2,0,0,3,0,360,7,367,722
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1184,2,178,173,14,10,1,26,12,32,17,0,0,0,0,2,0,465,10,475,967
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1185,2,172,178,8,6,2,27,2,24,17,1,0,0,0,4,0,441,7,448,772
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1186,1,83,122,4,0,0,27,8,16,6,0,0,0,0,0,0,266,0,269,472
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1187,1,116,84,6,7,0,24,6,19,10,0,2,0,0,7,0,281,12,293,600
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1188,2,188,131,7,8,3,33,9,21,17,1,1,0,0,6,1,425,9,435,834
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1189,2,235,156,4,7,6,47,11,19,25,1,0,4,0,5,0,520,19,539,1083
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1190,2,94,165,0,5,2,28,5,7,4,1,0,0,2,0,0,313,14,327,605
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1191,2,241,209,2,11,3,30,6,21,28,1,5,0,0,3,0,560,18,578,1284
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1192,3,300,251,8,7,2,26,12,24,44,2,4,0,0,10,0,690,28,722,1614
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1193,3,422,363,8,10,9,47,9,19,66,1,3,0,0,9,0,966,17,995,2048
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1194,4,592,499,10,15,9,53,27,26,92,2,3,0,0,8,0,1336,39,1376,2760
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1195,2,224,291,4,5,5,19,6,11,12,0,0,0,0,5,0,582,25,607,1239
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1196,2,115,135,4,14,3,33,4,12,10,0,0,0,0,2,0,332,13,345,845
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1197,2,87,98,4,0,2,10,7,17,17,0,0,0,0,1,0,243,10,262,1081
2,28,TAMAULIPAS,8,RIO BRAVO,33,RIO BRAVO,1198,1,39,33,2,0,3,6,2,3,2,0,1,0,0,0,0,91,3,94,196
