CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,0001,1,200,176,0,0,1,1,1,5,3,0,0,0,0,0,0,387,2,389,482
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,0002,2,364,318,1,0,0,3,2,17,1,0,3,0,0,0,0,709,5,717,985
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,0003,1,210,196,3,0,0,0,0,8,0,0,0,0,0,0,0,417,5,422,598
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,0004,2,326,304,2,1,2,1,4,4,1,1,1,0,0,0,0,647,2,649,853
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,0005,1,308,221,0,0,1,2,2,3,1,0,2,1,0,0,0,541,1,542,718
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,0006,1,239,227,12,0,1,0,0,8,1,0,0,0,0,0,0,488,8,498,678
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,0008,2,291,223,7,0,0,0,0,10,0,0,2,0,0,0,0,533,9,542,757
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,0009,1,267,216,4,1,1,1,3,13,1,3,2,0,0,0,0,512,13,525,747
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,0010,3,390,334,34,1,5,1,4,74,2,1,0,0,0,3,0,849,24,873,1177
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,0011,1,302,168,3,1,0,1,1,3,13,0,0,0,0,0,0,492,5,497,632
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,0012,2,233,242,7,0,1,0,0,6,0,0,0,0,0,0,0,489,4,493,624
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0013,3,718,498,4,3,1,262,12,13,10,2,6,2,0,0,0,1531,36,1573,2154
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0014,3,641,420,8,0,3,158,14,7,8,9,3,3,0,0,0,1274,41,1323,1808
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0015,2,402,292,5,1,3,133,6,4,7,2,2,2,0,0,0,859,24,883,1248
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0016,2,377,236,1,0,0,82,7,7,1,1,1,2,0,0,0,715,10,725,1041
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0017,2,319,246,5,0,0,55,14,5,1,1,3,3,0,1,0,653,12,665,940
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0018,3,557,335,0,1,4,167,10,9,4,4,1,3,0,0,0,1095,23,1113,1524
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0019,4,909,857,5,3,1,310,28,18,12,6,7,1,1,1,0,2159,55,2117,2866
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0020,2,107,121,2,1,1,109,4,0,0,0,0,0,0,0,0,345,4,349,586
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0021,1,109,129,0,3,0,36,0,6,4,1,0,0,0,0,0,288,8,296,551
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0022,1,220,132,1,0,0,180,0,3,0,0,0,0,0,0,0,536,13,549,697
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0023,2,346,312,6,0,3,166,11,16,2,6,2,4,0,0,0,874,33,907,1239
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0024,2,256,153,5,1,2,168,17,13,0,0,0,0,0,0,0,615,48,663,884
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0025,2,251,194,4,0,2,212,4,4,1,2,1,0,0,0,0,675,26,701,902
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0026,1,216,93,3,1,4,60,3,29,2,1,5,0,0,0,0,417,9,426,582
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0027,3,500,246,1,0,4,160,6,1,10,0,3,3,0,0,0,934,21,949,1302
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0028,1,204,144,1,0,0,84,9,4,0,0,1,2,0,0,0,449,8,457,601
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0029,1,47,72,0,1,0,54,2,2,1,0,0,0,0,0,0,179,6,185,237
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0030,3,396,278,4,1,4,200,5,10,4,0,2,0,0,0,0,904,17,921,1312
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0031,1,172,193,2,0,0,109,0,5,0,0,0,0,0,0,0,481,23,504,611
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0032,2,271,135,2,0,2,140,4,2,7,0,0,0,0,0,0,563,29,592,788
2,28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,0033,3,290,333,13,16,11,245,5,80,3,0,2,1,0,1,1,1000,38,1039,1242
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0034,6,1305,678,18,8,24,86,11,35,18,12,9,2,0,2,2,2208,26,2237,3777
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0035,2,435,278,8,6,16,42,8,13,5,2,3,0,0,5,0,821,14,819,1424
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0036,3,644,423,10,8,11,46,4,25,5,2,8,1,0,2,0,1189,20,1209,2076
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0037,2,307,169,2,1,5,24,0,5,2,0,1,0,0,2,0,518,13,531,860
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0038,6,1224,622,16,13,68,115,22,41,18,5,10,2,0,12,3,2168,30,2191,4067
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0039,3,627,253,8,2,27,35,8,26,8,2,9,0,0,1,0,1006,21,1027,1599
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0040,5,1045,611,12,15,36,83,10,43,13,3,5,0,0,8,1,1884,25,1910,3109
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0041,3,486,341,7,6,15,75,6,28,6,3,5,2,0,6,0,986,13,1049,1599
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0042,2,425,222,2,4,12,25,8,13,6,1,1,1,0,3,0,723,14,737,1145
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0043,3,622,321,3,3,8,29,5,20,14,2,5,1,0,3,0,1036,13,1049,1510
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0044,4,793,554,8,7,23,64,7,18,10,4,15,2,0,7,0,1512,39,1551,2812
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0045,6,1278,718,31,17,26,67,13,36,20,17,14,2,0,7,0,2246,50,2295,3830
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0046,3,718,447,7,5,15,67,9,30,5,1,5,1,0,5,0,1315,11,1326,1318
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0047,1,125,42,0,0,1,4,3,3,2,0,1,0,0,0,0,181,4,185,270
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0048,13,2815,1321,39,22,83,259,35,138,49,10,12,1,0,20,1,4804,52,4946,9073
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0049,2,415,219,6,5,9,33,2,9,10,1,1,0,0,3,0,713,11,724,1103
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0050,2,349,216,9,10,6,22,5,8,5,0,3,0,0,1,0,634,9,643,1009
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0051,3,511,380,7,1,16,31,2,9,5,0,6,0,0,5,0,973,10,983,1535
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0052,2,505,309,5,1,22,41,3,22,2,3,1,0,0,6,0,920,13,933,1356
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0053,2,456,248,4,2,13,27,5,18,6,2,4,0,0,3,0,788,11,799,1143
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0054,5,1155,575,21,5,43,110,10,29,17,5,4,1,0,4,1,1979,20,2000,3378
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0055,2,336,234,4,3,3,9,6,10,3,0,3,2,1,1,0,615,20,632,913
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0056,2,228,275,1,5,3,14,3,2,2,0,2,0,1,2,0,538,11,549,774
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0057,3,605,448,15,2,6,16,22,7,5,10,7,3,0,0,1,1146,19,1166,1657
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0058,2,452,310,2,0,6,7,11,3,1,2,2,4,0,0,0,800,14,814,1220
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0059,2,338,231,5,3,3,5,6,0,0,2,6,0,0,0,0,599,5,607,912
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0060,2,376,285,2,4,5,5,6,2,0,0,4,3,0,0,0,692,12,704,1062
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0061,2,531,381,12,4,2,7,4,8,4,2,10,3,0,0,0,968,14,982,1435
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0062,3,685,468,23,4,16,14,6,5,3,3,4,1,1,3,0,1236,19,1254,1809
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0063,3,590,310,57,2,3,94,3,3,6,0,1,1,0,1,0,1071,25,1099,1597
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0064,3,804,460,12,8,6,28,6,3,7,0,7,0,0,0,0,1341,15,1356,1914
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0065,1,203,222,24,0,0,9,1,10,0,0,1,0,0,0,0,470,13,483,628
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0066,1,231,174,1,1,14,4,3,1,0,3,5,0,0,0,0,437,8,245,669
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0067,3,692,475,7,6,14,30,6,11,5,2,8,1,0,3,0,1260,19,1279,1923
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0068,2,444,385,4,0,2,24,2,5,1,0,3,0,0,0,1,870,23,894,1267
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0069,3,676,425,7,4,19,20,8,24,3,9,5,2,0,2,1,1204,20,1225,1735
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0070,6,1345,756,13,28,25,66,6,29,15,9,21,4,0,3,0,2320,38,2358,3876
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0071,5,1167,610,32,15,21,112,7,37,36,5,9,8,0,7,1,2066,22,2089,3435
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0072,4,974,494,16,12,12,96,10,24,15,4,10,1,2,5,0,1675,28,1703,2832
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0073,5,1189,585,21,9,13,87,13,36,18,4,9,0,0,6,0,1990,19,2009,3153
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0074,4,836,433,17,5,11,71,16,19,9,2,2,1,0,8,1,1430,19,1450,2551
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0075,3,647,380,14,7,5,53,16,23,28,3,5,1,0,6,1,1188,27,1216,1998
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0077,13,2405,1256,87,22,87,263,25,92,39,10,9,4,0,17,5,4316,53,4374,9210
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0078,2,402,242,9,8,5,67,13,12,12,1,5,0,0,4,0,780,11,791,1437
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0079,2,405,225,9,4,4,51,5,9,2,1,0,0,0,2,0,717,17,734,1180
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0080,9,1555,765,40,14,23,124,17,39,15,2,5,0,1,4,9,2604,30,2643,6667
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0081,2,392,206,17,6,16,29,6,14,6,0,1,0,0,1,0,694,17,711,1224
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0082,3,492,255,10,2,11,60,4,13,13,0,0,0,0,2,2,862,23,887,1614
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0083,3,564,401,14,18,9,72,12,17,11,1,1,3,0,21,0,1144,34,1178,1905
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0084,2,382,225,22,5,8,44,7,8,3,0,8,1,0,1,3,714,7,724,1196
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0085,3,650,331,28,1,8,63,7,5,10,1,5,0,0,6,0,1115,27,1142,2018
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0086,2,450,272,13,5,12,54,6,20,10,0,4,0,0,2,0,848,13,861,1370
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0087,2,416,180,32,6,4,31,8,14,5,2,1,1,0,5,0,705,3,708,1399
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0088,2,278,152,18,6,5,19,7,17,7,3,2,0,0,1,0,515,11,526,919
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0089,4,718,289,24,13,20,66,10,36,14,0,2,0,0,4,0,1196,21,1217,2336
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0090,2,440,225,13,11,8,42,5,17,7,3,5,1,0,4,0,781,14,795,1430
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0091,2,433,188,30,6,4,55,6,21,13,0,1,1,0,5,0,763,11,774,1499
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0092,4,828,500,17,14,11,94,10,30,13,1,10,0,0,2,0,1530,29,1559,2882
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0093,6,1284,514,35,21,18,162,26,65,17,1,7,0,1,12,0,2163,24,2187,4116
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0094,2,397,200,7,6,3,31,1,16,5,1,1,0,0,2,0,670,13,683,1247
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0095,3,446,358,24,8,5,42,8,21,9,1,7,0,1,4,0,934,13,947,1648
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0096,3,549,328,46,6,8,48,1,30,6,0,8,1,0,7,0,1038,19,1057,1877
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0097,2,441,249,14,10,7,31,3,24,6,3,11,1,0,3,0,803,17,820,1447
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0098,2,400,198,22,8,3,31,6,10,5,1,8,0,0,4,0,696,13,709,1286
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0099,2,414,199,2,6,8,62,11,21,7,1,5,0,0,5,1,741,9,751,1366
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0100,1,175,163,4,2,0,8,0,0,1,0,8,4,0,0,0,365,17,382,519
2,28,TAMAULIPAS,16,XICOTENCATL,4,ANTIGUO MORELOS,0101,2,645,396,4,2,0,5,5,16,1,2,3,0,0,2,0,1081,11,1092,1474
2,28,TAMAULIPAS,16,XICOTENCATL,4,ANTIGUO MORELOS,0102,3,760,443,6,3,0,4,5,6,2,1,3,0,0,0,0,1233,15,1248,1675
2,28,TAMAULIPAS,16,XICOTENCATL,4,ANTIGUO MORELOS,0103,2,626,250,2,0,1,1,0,8,1,0,0,0,0,0,0,889,9,898,1093
2,28,TAMAULIPAS,16,XICOTENCATL,4,ANTIGUO MORELOS,0104,1,378,166,1,0,1,1,1,1,1,1,0,0,0,0,0,551,5,556,706
2,28,TAMAULIPAS,16,XICOTENCATL,4,ANTIGUO MORELOS,0105,1,280,100,0,0,0,1,0,0,0,0,0,0,0,0,0,381,0,381,504
2,28,TAMAULIPAS,16,XICOTENCATL,4,ANTIGUO MORELOS,0106,2,685,354,1,2,2,4,1,0,0,0,4,0,0,0,0,1053,14,1067,1393
2,28,TAMAULIPAS,16,XICOTENCATL,4,ANTIGUO MORELOS,0107,1,209,65,1,0,3,0,0,0,0,0,0,0,0,0,0,278,3,281,356
2,28,TAMAULIPAS,13,SAN FERNANDO,5,BURGOS,0108,2,349,366,0,2,0,0,7,0,0,3,1,0,0,0,0,728,5,733,902
2,28,TAMAULIPAS,13,SAN FERNANDO,5,BURGOS,0109,1,261,298,1,3,0,0,2,1,0,0,1,0,0,0,0,567,0,567,712
2,28,TAMAULIPAS,13,SAN FERNANDO,5,BURGOS,0110,2,354,261,0,1,2,0,0,1,0,0,0,0,0,0,0,619,2,621,764
2,28,TAMAULIPAS,13,SAN FERNANDO,5,BURGOS,0111,2,148,75,0,0,0,0,0,0,0,0,1,0,0,0,0,224,0,224,257
2,28,TAMAULIPAS,13,SAN FERNANDO,5,BURGOS,0112,1,132,163,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,295,367
2,28,TAMAULIPAS,13,SAN FERNANDO,5,BURGOS,0113,1,79,51,0,0,0,0,0,0,0,0,1,0,0,0,0,131,1,133,179
2,28,TAMAULIPAS,13,SAN FERNANDO,5,BURGOS,0114,2,487,261,0,1,0,0,2,0,0,0,3,0,0,0,0,754,10,764,979
2,28,TAMAULIPAS,13,SAN FERNANDO,5,BURGOS,0115,1,78,112,0,0,0,0,0,0,0,0,0,0,0,0,0,190,1,191,213
2,28,TAMAULIPAS,16,XICOTENCATL,6,BUSTAMANTE,0116,2,209,379,0,4,0,3,4,1,1,0,1,0,0,0,0,602,11,613,723
2,28,TAMAULIPAS,16,XICOTENCATL,6,BUSTAMANTE,0117,2,265,298,1,1,0,2,7,3,1,0,1,0,0,0,0,579,9,588,706
2,28,TAMAULIPAS,16,XICOTENCATL,6,BUSTAMANTE,0118,2,202,516,0,2,2,0,0,1,9,0,0,0,0,0,0,732,10,742,907
2,28,TAMAULIPAS,16,XICOTENCATL,6,BUSTAMANTE,0119,1,79,92,0,0,0,0,0,0,0,0,1,1,0,0,0,173,0,173,248
2,28,TAMAULIPAS,16,XICOTENCATL,6,BUSTAMANTE,0120,1,34,182,8,0,0,0,1,5,1,0,0,0,0,0,0,231,3,234,301
2,28,TAMAULIPAS,16,XICOTENCATL,6,BUSTAMANTE,0121,2,202,464,0,1,1,0,4,0,0,0,2,0,1,0,0,675,36,711,930
2,28,TAMAULIPAS,16,XICOTENCATL,6,BUSTAMANTE,0122,2,124,267,0,0,0,0,7,0,7,0,0,1,0,1,0,407,18,429,568
2,28,TAMAULIPAS,16,XICOTENCATL,6,BUSTAMANTE,0123,1,70,173,0,1,0,0,2,0,0,0,0,0,0,1,0,247,1,248,346
2,28,TAMAULIPAS,16,XICOTENCATL,6,BUSTAMANTE,0124,2,228,341,2,0,0,1,1,2,3,0,4,0,0,0,0,582,3,585,792
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,0125,4,535,525,7,9,4,17,27,41,216,5,2,1,1,15,0,1405,40,1445,2545
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,0126,2,144,229,6,3,0,3,5,10,142,0,1,1,0,7,1,551,19,571,945
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,0127,2,214,209,4,3,3,6,10,12,72,0,2,0,0,4,1,539,18,558,1003
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,0128,2,216,181,1,3,0,10,8,4,112,0,0,0,0,3,2,538,7,547,1039
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,0129,2,139,164,2,1,2,4,5,14,63,0,1,0,0,3,0,398,9,407,754
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,0130,1,87,112,3,0,4,4,0,12,46,0,0,2,0,1,0,271,8,279,486
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,0131,2,194,225,1,5,1,6,10,14,125,0,1,0,1,5,1,588,20,608,1140
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,0132,2,172,121,2,0,2,6,4,9,46,75,71,75,4,1,0,588,8,632,757
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,0133,1,110,105,3,2,1,1,5,5,56,0,4,0,1,0,0,293,23,316,558
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,0134,1,76,153,0,2,0,0,17,7,57,1,11,0,0,1,0,325,16,341,528
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,0135,1,62,105,0,0,0,2,5,1,13,0,6,0,0,0,0,194,8,203,351
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,0136,1,30,98,0,0,0,2,5,5,33,0,3,0,0,3,0,179,8,187,301
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,0137,2,163,185,4,2,2,4,3,3,21,1,0,0,0,1,0,389,16,405,762
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,0138,1,130,127,0,1,0,0,1,0,4,0,1,0,0,1,0,265,5,272,444
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,0139,1,234,215,1,4,0,1,5,1,16,0,2,0,0,1,0,480,7,487,829
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,0142,1,57,53,0,0,0,0,0,0,8,0,0,0,0,0,0,118,4,122,346
2,28,TAMAULIPAS,16,XICOTENCATL,8,CASAS,0143,2,589,416,12,0,4,11,4,1,6,2,0,0,0,0,0,1045,9,1063,1263
2,28,TAMAULIPAS,16,XICOTENCATL,8,CASAS,0144,2,207,177,0,0,4,4,2,0,0,0,0,0,0,0,0,394,3,398,435
2,28,TAMAULIPAS,16,XICOTENCATL,8,CASAS,0145,1,100,117,1,0,1,1,2,0,1,0,1,0,0,0,0,224,1,225,262
2,28,TAMAULIPAS,16,XICOTENCATL,8,CASAS,0146,1,119,87,0,1,0,1,1,0,0,0,0,0,0,0,0,209,2,211,331
2,28,TAMAULIPAS,16,XICOTENCATL,8,CASAS,0147,2,312,261,0,0,1,4,0,0,0,0,0,0,0,0,0,578,1,579,702
2,28,TAMAULIPAS,16,XICOTENCATL,8,CASAS,0148,1,252,193,0,0,1,9,1,0,10,1,0,0,0,0,0,467,10,477,573
2,28,TAMAULIPAS,16,XICOTENCATL,8,CASAS,0149,2,144,214,1,0,0,3,0,0,0,0,0,0,0,0,0,362,0,362,399
2,28,TAMAULIPAS,16,XICOTENCATL,8,CASAS,0150,1,85,39,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,124,144
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0151,3,417,266,13,9,6,54,3,17,16,0,6,0,0,3,0,810,16,826,1578
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0152,3,671,279,14,11,6,82,4,27,18,2,6,0,0,11,0,1131,19,1150,2060
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0153,2,314,200,8,7,4,47,3,18,9,2,3,1,0,8,0,624,18,642,1215
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0154,4,771,400,14,8,7,69,9,43,10,0,5,1,4,8,0,1349,16,1365,2373
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0155,3,626,315,25,7,5,63,8,14,8,0,6,0,0,6,2,1083,29,1114,2090
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0156,3,494,281,39,11,6,64,7,41,6,0,2,0,0,6,0,957,13,970,1677
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0157,12,2443,1539,52,44,14,217,21,122,37,7,9,1,2,24,2,4532,68,4569,7866
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0158,3,688,329,11,18,4,57,13,37,11,2,4,0,0,3,0,1177,23,1200,2176
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0159,8,1888,659,30,11,20,189,31,154,19,1,4,0,0,21,1,3027,46,3074,5367
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0160,3,659,286,15,16,3,66,4,24,9,2,3,0,0,6,1,1093,21,1115,2115
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0161,2,397,209,7,11,8,37,7,14,17,0,2,1,0,4,0,714,13,727,1421
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0162,3,518,249,5,21,4,33,5,38,9,2,6,1,1,11,2,903,26,930,1633
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0163,2,305,120,10,1,3,35,3,10,5,1,2,0,0,1,0,496,10,506,887
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0164,2,462,211,7,7,2,25,3,8,13,5,3,0,0,6,0,752,15,767,1318
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0165,13,2658,1320,101,29,17,296,26,140,60,6,7,1,0,33,4,4694,65,4763,9244
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0166,3,487,329,11,9,2,40,4,23,2,1,3,0,0,1,0,912,10,922,1650
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0167,3,538,237,20,9,3,41,4,27,13,0,1,0,0,3,0,896,15,912,1706
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0168,3,557,289,11,5,8,57,4,31,8,0,0,0,0,8,1,978,17,995,1781
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0169,2,564,195,8,6,1,33,7,31,8,0,0,0,0,10,1,863,11,875,1452
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0170,2,491,138,6,2,3,32,7,26,8,0,1,1,0,12,1,727,10,738,1215
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0171,4,861,247,21,5,9,61,13,41,28,1,1,0,0,13,1,1301,21,1323,2349
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0172,3,548,224,10,4,6,48,2,38,1,0,2,0,0,13,1,896,10,907,1568
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0173,3,604,188,11,9,3,55,0,44,4,1,2,0,0,6,1,927,8,941,1519
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0174,1,146,79,6,4,4,15,1,10,2,0,0,0,0,1,1,268,4,273,581
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0175,2,361,218,18,11,7,25,3,31,6,0,3,0,0,5,0,688,10,698,1348
