Dto Local,Nom Mpio,Municipio,No. de Seccion,Tipo,Lista Nominal,PAN,PRI,PRD,PT,PVEM,PCP,PMC,PNA,CC_PAN_PNA,CC_PRI_PVEM,CC_PRD_PCP_PMC,FORMULAS NO REGISTRADAS,VOTACION VALIDA EMITIDA,VOTOS NULOS,VOTACION EMITIDA,PAN_PNA,PRI_PVEM,PRD_PCP_PMC,CC_1,CC_2,CC_3
12,13,CIUDAD VALLES ,271,C01,649,69,111,19,13,18,3,8,3,17,31,5,0,297,13,310,89,160,35,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,271,C02,649,80,94,20,15,9,6,5,8,25,20,9,0,291,9,300,113,123,40,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,271,C03,649,75,102,26,11,15,6,4,5,12,34,12,0,302,22,324,92,151,48,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,272,B01,499,62,84,11,4,11,5,9,5,13,27,9,0,240,17,257,80,122,34,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,272,C01,498,63,88,17,4,5,3,9,5,19,25,5,0,243,14,257,87,118,34,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,273,B01,592,98,100,20,11,13,2,6,3,17,24,2,0,296,9,305,118,137,30,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,273,C01,591,90,110,21,13,10,2,3,6,20,29,5,0,309,17,326,116,149,31,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,274,B01,641,61,110,24,10,12,9,9,7,23,31,7,0,303,18,321,91,153,49,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,274,C01,641,64,101,30,8,15,7,4,10,29,22,8,0,298,18,316,103,138,49,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,274,C02,641,79,123,26,16,8,4,6,7,18,27,14,0,328,15,343,104,158,50,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,274,C03,641,59,106,28,13,8,2,7,5,14,39,10,0,291,15,306,78,153,47,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,275,B01,720,96,134,21,20,17,5,4,8,18,35,8,1,367,18,385,122,186,38,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,275,C01,720,102,148,27,18,11,2,6,4,16,20,6,0,360,19,379,122,179,41,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,275,C02,719,105,129,32,31,15,1,10,12,18,31,7,1,392,17,409,135,175,50,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,276,B01,578,113,133,18,11,10,3,7,2,22,26,10,0,355,7,362,137,169,38,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,276,C01,577,122,121,19,15,10,1,1,6,21,34,7,0,357,13,370,149,165,28,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,277,B01,715,87,128,24,15,11,6,6,9,17,42,11,0,356,14,370,113,181,47,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,277,C01,715,88,119,31,11,11,4,7,9,24,42,9,0,355,24,379,121,172,51,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,277,C02,715,98,112,32,8,13,5,5,5,23,25,9,0,335,14,349,126,150,51,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,277,C03,715,88,125,19,15,15,4,2,7,23,36,14,0,348,15,363,118,176,39,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,277,C04,715,98,108,28,13,9,0,3,8,25,36,10,0,338,16,354,131,153,41,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,277,C05,714,58,134,30,14,19,4,10,5,20,36,10,0,340,14,354,83,189,54,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,278,B01,729,105,139,30,13,16,2,6,6,23,45,13,0,398,16,414,134,200,51,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,278,C01,728,107,123,33,13,8,3,6,8,25,30,9,0,365,22,387,140,161,51,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,279,B01,707,93,101,24,12,9,3,7,8,36,32,7,0,332,24,356,137,142,41,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,279,C01,706,81,102,26,11,9,5,8,4,32,58,11,0,347,18,365,117,169,50,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,280,B01,681,87,129,19,14,19,3,2,7,20,23,4,0,327,14,341,114,171,28,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,280,C01,680,89,106,24,18,15,0,5,11,25,29,3,0,325,29,354,125,150,32,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,281,B01,545,63,92,26,16,8,1,1,5,20,33,6,0,271,9,280,88,133,34,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,281,C01,544,103,131,33,13,9,3,0,6,0,0,0,0,298,9,307,109,140,36,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,282,B01,672,124,112,38,21,15,8,5,13,20,24,10,0,390,16,406,157,151,61,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,282,C01,672,121,118,34,18,17,4,5,10,37,23,8,0,395,14,409,168,158,51,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,282,C02,671,109,131,30,8,13,7,7,12,35,26,13,0,391,15,406,156,170,57,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,283,B01,614,96,103,32,15,13,2,0,4,39,25,11,0,340,14,354,139,141,45,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,283,C01,614,83,115,20,14,8,2,5,13,21,36,4,0,321,13,334,117,159,31,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,283,C02,614,106,131,28,15,13,6,7,4,26,29,7,0,372,10,382,136,173,48,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,284,B01,534,71,99,14,22,7,1,3,7,16,23,4,0,267,10,277,94,129,22,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,284,C01,534,56,95,17,16,4,2,2,5,17,23,9,0,246,14,260,78,122,30,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,284,C02,534,74,85,18,17,9,2,2,7,16,24,9,0,263,5,268,97,118,31,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,285,B01,400,61,63,15,11,2,1,4,8,12,18,5,0,200,16,216,81,83,25,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,285,C01,399,52,68,14,14,4,1,3,5,7,19,11,0,198,12,210,64,91,29,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,286,B01,696,89,148,12,23,19,2,1,9,19,34,4,1,361,23,384,117,201,19,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,286,C01,696,61,135,22,31,10,3,5,11,8,52,3,0,341,11,352,80,197,33,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,287,B01,560,102,103,22,28,11,2,8,6,18,28,7,0,335,7,342,126,142,39,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,287,C01,560,83,110,32,37,10,0,7,9,19,27,6,0,340,15,355,111,147,45,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,287,C02,559,78,113,17,25,6,5,5,11,26,22,8,1,317,8,325,115,141,35,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,288,B01,625,111,99,17,13,18,1,6,10,23,24,4,0,326,18,344,144,141,28,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,288,C01,625,121,105,10,10,11,2,5,4,21,32,4,0,325,8,333,146,148,21,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,289,B01,700,138,128,24,13,13,2,1,12,34,20,5,0,390,13,403,184,161,32,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,289,C01,700,107,123,28,17,15,1,2,16,24,38,4,0,375,11,386,147,176,35,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,289,C02,699,112,120,15,16,14,3,11,7,23,38,5,0,364,12,376,142,172,34,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,289,C03,699,95,141,27,19,6,2,3,7,24,29,9,0,362,14,376,126,176,41,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,289,C04,699,115,116,17,13,9,1,3,6,38,43,6,0,367,18,385,159,168,27,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,289,C05,699,95,137,25,18,14,3,6,6,24,37,4,0,369,18,387,125,188,38,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,290,B01,430,126,83,12,2,2,2,9,3,0,0,0,0,239,9,248,129,85,23,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,290,C01,430,66,57,13,9,7,0,5,6,31,26,6,0,226,13,239,103,90,24,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,291,B01,570,115,96,24,27,6,5,8,4,17,26,2,3,333,12,345,136,128,39,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,291,C01,570,91,87,19,23,10,1,0,4,40,26,8,0,309,8,317,135,123,28,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,292,B01,571,96,108,14,15,11,9,4,8,19,27,9,0,320,6,326,123,146,36,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,292,C01,571,83,117,32,18,6,6,6,6,16,23,9,0,322,8,330,105,146,53,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,293,B01,598,86,120,26,15,9,6,4,3,19,23,4,0,315,12,327,108,152,40,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,293,C01,598,122,102,26,13,11,1,4,3,23,23,7,0,335,15,350,148,136,38,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,294,B01,695,108,158,21,35,11,6,5,8,23,49,10,1,435,8,443,139,218,42,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,294,C01,694,127,164,25,34,16,6,5,10,24,40,9,0,460,4,464,161,220,45,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,295,B01,588,74,115,8,22,12,5,3,4,27,38,3,0,311,18,329,105,165,19,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,295,C01,588,69,96,25,27,8,4,0,3,17,32,8,0,289,14,303,89,136,37,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,296,B01,414,89,80,15,8,7,2,2,3,16,22,6,0,250,11,261,108,109,25,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,296,C01,413,92,79,13,8,8,4,2,2,18,22,3,0,251,8,259,112,109,22,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,297,B01,564,91,82,19,20,16,0,5,6,24,21,3,0,287,11,298,121,119,27,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,297,C01,564,0,0,0,11,0,0,0,0,110,132,22,0,275,7,282,110,132,22,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,297,C02,563,94,83,18,11,10,4,2,7,28,13,6,0,276,9,285,129,106,30,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,298,B01,714,93,127,17,7,12,1,2,6,22,35,9,0,331,20,351,121,174,29,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,298,C01,714,102,125,20,9,21,3,1,5,21,31,4,0,342,6,348,128,177,28,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,299,B01,602,112,113,17,13,9,1,3,3,24,33,3,0,331,16,347,139,155,24,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,299,C01,602,101,106,13,9,12,4,3,5,26,38,5,0,322,12,334,132,156,25,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,300,B01,606,133,146,31,24,0,2,5,6,0,0,0,0,347,15,362,139,146,38,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,300,C01,606,97,124,18,18,13,4,0,7,26,34,3,0,344,25,369,130,171,25,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,300,C02,606,95,102,16,24,11,3,3,5,32,38,6,0,335,11,346,132,151,28,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,300,C03,606,106,110,19,28,12,4,5,7,43,37,8,0,379,5,384,156,159,36,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,300,C04,605,117,88,21,18,7,0,4,10,32,31,5,1,334,12,346,159,126,30,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,301,B01,562,92,99,20,12,6,6,3,6,25,38,10,1,318,11,329,123,143,39,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,301,C01,561,107,83,17,21,12,5,1,7,34,34,10,1,332,16,348,148,129,33,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,302,B01,439,94,76,14,11,12,4,2,7,13,23,2,0,258,13,271,114,111,22,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,303,B01,734,140,155,21,18,19,3,3,7,20,25,11,2,424,22,446,167,199,38,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,304,B01,530,98,100,18,13,8,5,1,8,26,21,10,0,308,14,322,132,129,34,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,304,C01,530,94,102,25,15,5,7,5,4,20,19,16,0,312,13,325,118,126,53,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,305,B01,623,107,125,20,23,11,4,6,10,19,23,6,0,354,16,370,136,159,36,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,306,B01,305,67,75,29,10,7,3,1,3,0,0,0,0,195,10,205,70,82,33,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,307,B01,463,76,103,24,8,9,0,2,4,16,26,11,0,279,10,289,96,138,37,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,308,B01,517,89,111,18,14,10,1,4,6,23,23,6,0,305,11,316,118,144,29,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,308,C01,516,93,89,24,9,12,4,5,8,28,23,6,0,301,13,314,129,124,39,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,309,B01,591,104,120,26,12,15,2,5,9,8,35,8,0,344,14,358,121,170,41,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,309,C01,590,80,117,27,17,10,3,2,8,19,38,10,0,331,16,347,107,165,42,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,310,B01,652,106,122,23,19,8,3,5,12,32,24,12,0,366,11,377,150,154,43,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,310,C01,652,107,117,30,19,7,8,5,7,12,27,8,0,347,20,367,126,151,51,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,310,C02,651,119,105,26,11,14,7,8,10,26,19,10,0,355,15,370,155,138,51,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,311,B01,735,104,131,21,5,16,2,2,15,14,26,8,0,344,17,361,133,173,33,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,311,C01,734,109,131,17,8,18,7,4,4,26,28,4,0,356,14,370,139,177,32,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,312,B01,650,117,132,24,8,12,12,4,12,19,27,10,0,377,17,394,148,171,50,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,313,B01,734,122,155,21,20,21,2,10,12,21,32,5,0,421,8,429,155,208,38,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,313,C01,734,134,161,21,16,10,4,2,17,18,36,6,0,425,12,437,169,207,33,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,314,B01,582,107,134,17,11,6,6,4,8,16,29,4,0,342,15,357,131,169,31,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,315,B01,294,49,53,13,7,6,1,3,0,12,18,2,0,164,6,170,61,77,19,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,316,B01,582,84,138,17,7,9,4,3,2,15,29,6,0,314,13,327,101,176,30,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,316,C01,582,70,119,17,13,14,5,1,1,13,26,2,0,281,13,294,84,159,25,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,317,B01,508,75,112,12,8,12,2,2,4,18,21,5,0,271,12,283,97,145,21,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,317,C01,507,56,121,13,5,6,2,4,4,17,32,8,0,268,13,281,77,159,27,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,318,B01,615,124,106,20,20,13,1,4,10,18,23,2,0,341,18,359,152,142,27,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,319,B01,614,109,104,22,26,15,2,2,6,23,20,4,0,333,11,344,138,139,30,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,319,C01,613,108,116,20,11,18,5,4,9,16,26,3,0,336,16,352,133,160,32,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,320,B01,602,87,127,19,9,7,0,4,4,13,15,4,0,289,12,301,104,149,27,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,320,C01,602,61,106,14,12,9,0,0,5,17,27,5,0,256,11,267,83,142,19,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,320,C02,602,79,119,16,14,12,1,4,9,24,22,8,0,308,15,323,112,153,29,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,320,C03,602,73,135,12,10,7,1,5,13,20,23,5,0,304,11,315,106,165,23,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,320,C04,602,83,94,22,9,12,1,3,10,17,25,5,0,281,10,291,110,131,31,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,321,B01,425,69,104,15,5,17,2,2,5,25,20,1,1,266,5,271,99,141,20,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,321,C01,425,81,72,20,7,10,0,1,5,14,17,6,0,233,6,239,100,99,27,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,322,B01,467,73,100,18,9,12,5,2,3,23,28,5,0,278,6,284,99,140,30,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,322,C01,467,77,81,11,7,4,0,2,3,15,32,7,0,239,7,246,95,117,20,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,323,B01,569,83,142,16,16,18,4,4,8,15,22,2,0,330,9,339,106,182,26,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,323,C01,568,105,135,14,10,11,3,4,7,8,21,8,0,326,4,330,120,167,29,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,324,B01,563,96,86,14,20,9,2,5,5,22,22,8,0,289,12,301,123,117,29,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,324,C01,563,77,90,16,10,11,6,2,5,23,21,6,0,267,9,276,105,122,30,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,324,C02,562,68,95,23,13,6,3,4,6,23,21,4,0,266,12,278,97,122,34,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,325,B01,540,87,132,19,19,12,0,3,8,29,36,2,0,347,8,355,124,180,24,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,325,C01,540,105,119,17,11,10,2,3,8,21,27,4,0,327,11,338,134,156,26,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,326,B01,556,90,101,17,14,15,3,2,5,23,27,3,2,302,11,313,118,143,25,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,326,C01,556,97,110,11,9,9,1,3,9,20,24,3,0,296,13,309,126,143,18,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,326,C02,556,83,121,15,9,9,0,4,5,21,40,2,0,309,8,317,109,170,21,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,327,B01,413,60,82,11,5,23,2,1,4,14,31,3,0,236,13,249,78,136,17,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,327,C01,412,71,83,23,9,16,2,2,5,0,0,0,0,211,9,220,76,99,27,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,328,B01,254,64,55,3,4,1,0,0,3,12,13,0,0,155,12,167,79,69,3,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,329,B01,316,64,82,3,2,6,3,0,2,15,33,2,0,212,3,215,81,121,8,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,330,B01,180,48,49,3,0,2,0,0,0,16,12,0,0,130,7,137,64,63,3,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,331,B01,530,207,47,10,6,1,1,2,3,38,6,1,0,322,13,335,248,54,14,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,332,B01,729,115,146,37,6,16,6,9,14,22,28,4,0,403,18,421,151,190,56,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,332,C01,729,142,128,29,8,10,2,2,7,30,35,8,0,401,29,430,179,173,41,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
