CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PCU,MORENA,PH,ES,MVC,CAND_IND9,PRI_PVEM_NVA_ALIANZA_PCU,PRI_PVEM_NVA_ALIANZA,PRI_PVEM_PCU,PRI_NVA_ALIANZA_PCU,PVEM_NVA_ALIANZA_PCU,PRI_PVEM,PRI_NVA_ALIANZA,PRI_PCU,PVEM_NVA_ALIANZA,PVEM_PCU,NVA_ALIANZA_PCU,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,7,CHIAPAS,15,TONALA,9,ARRIAGA,100,3,62,128,27,39,196,9,85,158,79,14,16,87,0,0,0,0,0,0,0,0,0,0,0,0,1,900,39,940,1554
2,7,CHIAPAS,15,TONALA,9,ARRIAGA,101,1,8,38,3,8,67,1,17,8,7,1,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,183,3,186,257
2,7,CHIAPAS,15,TONALA,9,ARRIAGA,102,2,31,31,3,8,86,2,73,62,5,2,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,330,8,338,441
2,7,CHIAPAS,15,TONALA,9,ARRIAGA,103,2,33,177,20,16,134,7,98,87,66,5,8,113,0,0,0,0,0,0,0,0,0,0,0,0,0,764,52,816,1216
2,7,CHIAPAS,15,TONALA,9,ARRIAGA,104,2,50,142,22,40,125,5,17,119,24,3,7,164,0,0,0,0,0,0,0,0,0,0,0,0,0,718,41,759,1108
2,7,CHIAPAS,15,TONALA,9,ARRIAGA,105,1,40,93,20,5,134,5,88,87,25,7,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,550,32,582,725
2,7,CHIAPAS,15,TONALA,9,ARRIAGA,106,3,70,157,22,57,319,12,39,173,94,11,8,156,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,31,1149,1584
2,7,CHIAPAS,15,TONALA,9,ARRIAGA,107,1,13,62,24,13,61,0,52,58,25,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,325,12,337,445
2,7,CHIAPAS,15,TONALA,9,ARRIAGA,108,1,2,24,0,2,15,0,13,4,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,70,94
2,7,CHIAPAS,15,TONALA,9,ARRIAGA,109,3,69,137,15,41,259,2,103,150,14,8,5,209,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,65,1077,1328
2,7,CHIAPAS,15,TONALA,9,ARRIAGA,110,3,37,151,13,27,191,1,233,130,10,5,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,867,49,916,1259
2,7,CHIAPAS,15,TONALA,9,ARRIAGA,111,2,15,127,11,23,259,3,148,198,7,8,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,920,17,937,1203
2,7,CHIAPAS,15,TONALA,9,ARRIAGA,112,3,36,156,19,35,423,4,187,273,19,11,8,219,0,0,0,0,0,0,0,0,0,0,0,0,0,1390,53,1443,1961
2,7,CHIAPAS,15,TONALA,9,ARRIAGA,88,2,78,126,14,68,101,7,107,87,36,10,21,54,0,0,0,0,0,0,0,0,0,0,0,0,0,709,13,722,1187
2,7,CHIAPAS,15,TONALA,9,ARRIAGA,89,2,88,71,10,28,76,7,43,47,35,4,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,428,24,452,753
2,7,CHIAPAS,15,TONALA,9,ARRIAGA,90,1,34,67,13,19,58,7,32,68,43,8,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,379,26,405,724
2,7,CHIAPAS,15,TONALA,9,ARRIAGA,91,4,120,201,25,46,242,13,241,243,108,10,21,98,0,0,0,0,0,0,0,0,0,0,0,0,0,1368,51,1419,2214
2,7,CHIAPAS,15,TONALA,9,ARRIAGA,92,3,46,125,19,9,151,3,46,52,26,13,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,528,37,565,856
2,7,CHIAPAS,15,TONALA,9,ARRIAGA,93,2,40,63,23,31,80,5,55,58,42,3,4,50,0,0,0,0,0,0,0,0,0,0,0,0,1,454,28,483,839
2,7,CHIAPAS,15,TONALA,9,ARRIAGA,94,1,37,84,15,7,52,2,7,33,36,0,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,307,20,327,606
2,7,CHIAPAS,15,TONALA,9,ARRIAGA,95,3,60,171,20,60,140,10,190,172,83,6,10,81,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,35,1038,1782
2,7,CHIAPAS,15,TONALA,9,ARRIAGA,96,2,43,92,27,29,78,7,77,76,101,4,8,59,0,0,0,0,0,0,0,0,0,0,0,0,0,601,28,629,1148
2,7,CHIAPAS,15,TONALA,9,ARRIAGA,97,2,75,76,23,51,101,13,109,80,73,11,7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,669,33,702,1210
2,7,CHIAPAS,15,TONALA,9,ARRIAGA,98,6,165,254,54,156,501,29,308,328,125,42,29,134,0,0,0,0,0,0,0,0,0,0,0,0,0,2125,177,2302,3888
2,7,CHIAPAS,15,TONALA,9,ARRIAGA,99,3,81,107,37,29,160,48,141,77,109,6,12,69,0,0,0,0,0,0,0,0,0,0,0,0,0,876,50,926,1502
2,7,CHIAPAS,15,TONALA,51,MAPASTEPEC,697,7,264,204,79,27,452,6,6,104,147,40,7,365,0,0,0,0,0,0,0,0,0,0,0,0,1,1701,72,1774,3291
2,7,CHIAPAS,15,TONALA,51,MAPASTEPEC,698,3,123,80,35,19,190,11,11,47,103,18,1,255,0,0,0,0,0,0,0,0,0,0,0,0,0,893,22,915,1516
2,7,CHIAPAS,15,TONALA,51,MAPASTEPEC,699,2,68,66,16,13,137,4,3,46,106,17,1,161,0,0,0,0,0,0,0,0,0,0,0,0,0,638,30,668,1219
2,7,CHIAPAS,15,TONALA,51,MAPASTEPEC,700,3,217,118,39,21,237,7,11,70,93,27,2,206,0,0,0,0,0,0,0,0,0,0,0,0,0,1048,42,1090,1978
2,7,CHIAPAS,15,TONALA,51,MAPASTEPEC,701,3,138,68,29,21,160,3,15,64,65,36,2,288,0,0,0,0,0,0,0,0,0,0,0,0,1,889,31,921,1568
2,7,CHIAPAS,15,TONALA,51,MAPASTEPEC,702,2,90,64,16,14,130,6,2,22,55,13,1,196,0,0,0,0,0,0,0,0,0,0,0,0,0,609,31,640,1118
2,7,CHIAPAS,15,TONALA,51,MAPASTEPEC,703,2,120,81,12,7,121,2,5,28,40,8,0,232,0,0,0,0,0,0,0,0,0,0,0,0,1,656,23,680,1251
2,7,CHIAPAS,15,TONALA,51,MAPASTEPEC,704,2,80,90,30,8,154,4,3,95,33,17,0,292,0,0,0,0,0,0,0,0,0,0,0,0,2,806,25,833,1325
2,7,CHIAPAS,15,TONALA,51,MAPASTEPEC,705,3,107,100,121,9,173,4,25,253,36,5,1,94,0,0,0,0,0,0,0,0,0,0,0,0,1,928,40,969,1431
2,7,CHIAPAS,15,TONALA,51,MAPASTEPEC,706,4,168,77,23,28,189,4,14,175,153,72,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,1113,48,1161,1905
2,7,CHIAPAS,15,TONALA,51,MAPASTEPEC,707,1,33,75,24,23,47,0,3,3,24,3,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,276,11,287,511
2,7,CHIAPAS,15,TONALA,51,MAPASTEPEC,708,2,259,32,31,12,168,1,3,49,92,21,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,769,11,780,1287
2,7,CHIAPAS,15,TONALA,51,MAPASTEPEC,709,2,167,55,26,12,242,2,17,44,57,16,2,117,0,0,0,0,0,0,0,0,0,0,0,0,1,757,27,785,1260
2,7,CHIAPAS,15,TONALA,51,MAPASTEPEC,710,2,58,169,13,11,202,1,6,23,34,8,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,701,21,722,1097
2,7,CHIAPAS,15,TONALA,51,MAPASTEPEC,711,1,13,23,4,5,26,0,1,14,6,5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,125,3,128,285
2,7,CHIAPAS,15,TONALA,51,MAPASTEPEC,712,2,78,75,29,15,310,5,13,73,39,16,1,137,0,0,0,0,0,0,0,0,0,0,0,0,0,791,30,821,1314
2,7,CHIAPAS,15,TONALA,51,MAPASTEPEC,713,3,74,156,31,37,249,4,11,149,77,67,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,1121,43,1164,1887
2,7,CHIAPAS,15,TONALA,51,MAPASTEPEC,714,3,122,135,40,56,147,2,10,62,77,49,3,248,0,0,0,0,0,0,0,0,0,0,0,0,0,951,131,1082,2054
2,7,CHIAPAS,15,TONALA,51,MAPASTEPEC,715,2,88,103,34,14,226,2,2,46,44,35,5,194,0,0,0,0,0,0,0,0,0,0,0,0,0,793,20,813,1295
2,7,CHIAPAS,15,TONALA,51,MAPASTEPEC,716,2,54,135,37,8,223,9,11,64,104,52,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,708,23,731,1386
2,7,CHIAPAS,15,TONALA,51,MAPASTEPEC,717,4,144,99,27,14,242,3,2,85,87,38,3,226,0,0,0,0,0,0,0,0,0,0,0,0,0,970,45,1015,1710
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1008,4,62,157,106,43,431,65,18,132,136,35,4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,59,1304,2055
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1009,3,37,92,56,15,130,157,8,96,129,4,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,772,34,806,1167
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1010,4,112,153,90,21,255,219,19,139,286,10,4,65,0,0,0,0,0,0,0,0,0,0,0,0,1,1373,51,1425,2256
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1011,3,60,118,120,28,194,137,12,124,175,9,2,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1046,36,1082,1878
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1012,2,49,85,25,18,119,123,9,94,120,5,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,683,29,712,1048
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1013,1,33,45,33,15,100,32,4,77,70,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,433,23,456,678
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1014,7,187,298,213,36,516,151,18,434,427,12,5,175,0,0,0,0,0,0,0,0,0,0,0,0,0,2472,75,2547,4167
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1015,1,28,77,44,10,148,4,11,38,27,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,405,5,410,632
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1016,2,36,102,42,9,222,21,10,182,7,1,2,95,0,0,0,0,0,0,0,0,0,0,0,0,0,729,12,741,1048
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1017,3,50,91,84,15,451,11,8,199,44,18,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,1061,24,1085,1551
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1018,3,130,255,73,18,321,16,4,140,41,2,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1067,81,1148,1630
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1019,3,126,132,87,3,234,5,3,41,33,6,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,698,38,736,1054
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1020,2,42,94,44,28,156,8,4,122,47,3,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,613,27,640,871
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1021,3,78,196,103,12,212,53,18,219,88,9,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1049,47,1096,1604
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1022,2,32,288,53,23,197,12,7,155,94,11,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,906,37,943,1360
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1023,1,7,37,23,8,56,9,0,79,32,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,264,32,296,485
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1024,2,81,178,139,8,126,13,4,75,66,4,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,734,37,771,1183
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1025,2,60,100,20,7,173,7,10,154,34,2,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,608,20,628,917
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1026,2,33,85,90,8,243,5,10,117,62,2,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,709,16,725,1097
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1027,2,18,61,26,76,179,1,8,85,5,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,476,23,499,646
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1028,4,11,145,64,29,459,6,5,430,29,2,1,119,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,18,1318,1694
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1029,3,82,58,25,2,271,7,6,168,11,1,1,132,0,0,0,0,0,0,0,0,0,0,0,0,0,764,21,785,1030
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1030,2,26,117,123,3,234,7,2,242,27,5,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,852,61,913,1237
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1031,2,64,163,85,81,91,3,5,76,22,1,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,608,65,673,997
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1032,3,60,180,71,4,203,5,7,229,32,6,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,872,45,917,1466
2,7,CHIAPAS,15,TONALA,69,PIJIJIAPAN,1033,2,13,177,84,3,246,3,17,122,25,6,2,116,0,0,0,0,0,0,0,0,0,0,0,0,0,814,53,867,1206
2,7,CHIAPAS,15,TONALA,97,TONALA,1486,2,25,94,12,72,221,82,11,43,58,9,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,646,6,652,1283
2,7,CHIAPAS,15,TONALA,97,TONALA,1487,3,66,103,25,83,240,60,22,41,64,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,728,36,764,1634
2,7,CHIAPAS,15,TONALA,97,TONALA,1488,3,48,238,6,61,228,50,9,56,49,2,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,766,35,801,1550
2,7,CHIAPAS,15,TONALA,97,TONALA,1489,4,85,193,19,108,300,64,9,126,104,10,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,53,1100,2342
2,7,CHIAPAS,15,TONALA,97,TONALA,1490,4,119,200,18,87,413,73,21,64,69,9,2,27,0,0,0,0,0,0,0,0,0,0,0,0,2,1102,36,1140,2477
2,7,CHIAPAS,15,TONALA,97,TONALA,1491,2,76,75,4,62,137,66,15,25,49,3,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,524,19,544,1187
2,7,CHIAPAS,15,TONALA,97,TONALA,1492,2,81,93,8,70,221,41,2,23,39,8,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,607,11,618,1378
2,7,CHIAPAS,15,TONALA,97,TONALA,1493,2,42,94,6,73,123,43,15,13,56,6,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,496,21,517,1094
2,7,CHIAPAS,15,TONALA,97,TONALA,1494,3,61,47,12,54,109,54,10,14,53,10,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,432,4,436,772
2,7,CHIAPAS,15,TONALA,97,TONALA,1495,2,74,75,11,53,114,24,10,18,50,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,443,15,458,915
2,7,CHIAPAS,15,TONALA,97,TONALA,1496,3,55,135,9,95,178,78,14,43,66,12,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,713,42,755,1518
2,7,CHIAPAS,15,TONALA,97,TONALA,1497,2,43,115,11,25,174,42,9,18,43,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,487,22,509,1041
2,7,CHIAPAS,15,TONALA,97,TONALA,1498,2,68,180,12,67,205,42,19,36,61,12,3,20,0,0,0,0,0,0,0,0,0,0,0,0,2,725,34,761,1461
2,7,CHIAPAS,15,TONALA,97,TONALA,1499,6,155,320,25,209,490,108,18,163,113,8,0,43,0,0,0,0,0,0,0,0,0,0,0,0,1,1652,119,1772,3805
2,7,CHIAPAS,15,TONALA,97,TONALA,1500,2,46,79,14,103,123,33,17,20,41,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,503,15,519,1067
2,7,CHIAPAS,15,TONALA,97,TONALA,1501,3,81,124,43,135,187,103,19,31,71,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,807,16,823,1659
2,7,CHIAPAS,15,TONALA,97,TONALA,1502,5,94,281,28,234,445,130,29,67,119,17,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1480,63,1543,3020
2,7,CHIAPAS,15,TONALA,97,TONALA,1503,1,13,149,9,15,173,4,4,22,20,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,423,12,435,650
2,7,CHIAPAS,15,TONALA,97,TONALA,1504,3,54,85,19,73,321,25,13,44,19,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,667,17,684,1266
2,7,CHIAPAS,15,TONALA,97,TONALA,1505,1,14,42,2,23,111,21,8,38,11,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,280,479
2,7,CHIAPAS,15,TONALA,97,TONALA,1506,2,117,309,10,44,299,7,9,65,28,5,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,911,24,935,1287
2,7,CHIAPAS,15,TONALA,97,TONALA,1507,2,10,76,17,90,185,45,13,19,27,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,501,22,523,800
2,7,CHIAPAS,15,TONALA,97,TONALA,1508,4,19,342,16,51,635,40,20,65,213,11,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1433,52,1485,2447
2,7,CHIAPAS,15,TONALA,97,TONALA,1509,4,29,331,25,60,599,25,15,64,191,7,2,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1369,28,1398,2311
2,7,CHIAPAS,15,TONALA,97,TONALA,1510,5,80,428,194,160,607,20,20,45,49,9,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1634,29,1663,2407
2,7,CHIAPAS,15,TONALA,97,TONALA,1511,3,115,252,42,116,298,25,5,77,45,21,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1061,46,1107,1725
2,7,CHIAPAS,15,TONALA,97,TONALA,1512,3,95,230,92,143,455,43,59,85,41,5,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1268,58,1326,2049
2,7,CHIAPAS,15,TONALA,97,TONALA,1513,2,31,97,19,16,362,18,12,21,14,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,595,16,611,930
2,7,CHIAPAS,15,TONALA,97,TONALA,1514,2,19,80,4,12,178,7,5,75,15,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,407,8,415,683
2,7,CHIAPAS,15,TONALA,97,TONALA,1515,3,35,235,28,97,450,19,10,82,42,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,19,1030,1463
2,7,CHIAPAS,15,TONALA,97,TONALA,1516,4,50,490,6,155,594,9,9,84,77,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1486,27,1513,2566
2,7,CHIAPAS,15,TONALA,97,TONALA,1517,4,50,321,99,125,531,134,4,45,29,9,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1377,84,1461,2049
2,7,CHIAPAS,15,TONALA,97,TONALA,1518,4,31,254,5,51,503,9,15,110,29,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1025,30,1055,1604
2,7,CHIAPAS,15,TONALA,97,TONALA,1519,3,31,128,17,33,163,54,8,67,8,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,518,18,536,1063
2,7,CHIAPAS,15,TONALA,97,TONALA,1520,3,47,426,11,24,267,43,10,23,20,39,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,922,22,944,1662
2,7,CHIAPAS,15,TONALA,97,TONALA,1521,3,49,379,4,23,313,59,16,22,23,10,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,919,22,941,1687
2,7,CHIAPAS,15,TONALA,97,TONALA,1522,1,2,27,2,1,27,5,2,19,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,89,152
2,7,CHIAPAS,15,TONALA,97,TONALA,1523,4,53,177,10,21,183,42,9,82,26,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,619,8,627,1299
2,7,CHIAPAS,15,TONALA,97,TONALA,1524,1,22,80,3,2,38,0,3,9,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,166,9,175,481
2,7,CHIAPAS,15,TONALA,97,TONALA,1525,2,98,280,8,55,400,13,10,20,16,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,907,27,934,1423
2,7,CHIAPAS,15,TONALA,97,TONALA,1526,1,7,111,26,42,161,9,4,7,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0,373,579
2,7,CHIAPAS,15,TONALA,97,TONALA,1527,2,69,133,14,27,212,17,33,24,20,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,563,17,580,978
2,7,CHIAPAS,15,TONALA,97,TONALA,1528,1,6,123,13,10,175,13,2,31,16,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,401,734
2,7,CHIAPAS,15,TONALA,97,TONALA,1529,1,1,4,1,1,2,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,98
2,7,CHIAPAS,16,HUIXTLA,1,ACACOYAGUA,1,6,523,305,55,32,270,7,32,200,322,15,7,532,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,88,2388,3501
2,7,CHIAPAS,16,HUIXTLA,1,ACACOYAGUA,2,3,140,215,45,16,215,6,28,165,291,12,2,223,0,0,0,0,0,0,0,0,0,0,0,0,1,1358,59,1418,2034
2,7,CHIAPAS,16,HUIXTLA,1,ACACOYAGUA,3,3,162,182,36,14,299,2,64,118,233,12,1,361,0,0,0,0,0,0,0,0,0,0,0,0,0,1484,43,1527,2058
2,7,CHIAPAS,16,HUIXTLA,1,ACACOYAGUA,4,1,165,51,3,1,21,0,0,31,14,1,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,333,41,374,552
2,7,CHIAPAS,16,HUIXTLA,1,ACACOYAGUA,5,2,315,146,27,8,48,2,10,109,33,7,8,190,0,0,0,0,0,0,0,0,0,0,0,0,0,903,31,934,1268
2,7,CHIAPAS,16,HUIXTLA,1,ACACOYAGUA,6,3,147,175,35,11,221,10,18,210,137,7,1,187,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,36,1195,1857
2,7,CHIAPAS,16,HUIXTLA,3,ACAPETAHUA,21,2,28,53,16,14,127,10,17,194,104,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,574,19,593,890
2,7,CHIAPAS,16,HUIXTLA,3,ACAPETAHUA,22,2,30,79,24,33,199,7,21,305,159,4,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,880,41,921,1309
2,7,CHIAPAS,16,HUIXTLA,3,ACAPETAHUA,23,2,24,19,26,29,162,2,28,261,127,8,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,699,29,728,1119
2,7,CHIAPAS,16,HUIXTLA,3,ACAPETAHUA,24,3,47,57,47,41,167,8,25,371,201,7,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,58,1068,1571
2,7,CHIAPAS,16,HUIXTLA,3,ACAPETAHUA,25,3,54,111,16,31,411,4,17,455,44,6,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,52,1231,1840
2,7,CHIAPAS,16,HUIXTLA,3,ACAPETAHUA,26,4,24,58,17,38,477,3,30,514,173,65,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1422,35,1457,1903
2,7,CHIAPAS,16,HUIXTLA,3,ACAPETAHUA,27,3,81,67,21,29,298,8,13,349,82,9,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,970,45,1015,1551
2,7,CHIAPAS,16,HUIXTLA,3,ACAPETAHUA,28,4,89,100,14,102,396,26,48,500,110,10,10,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1417,49,1467,2088
2,7,CHIAPAS,16,HUIXTLA,3,ACAPETAHUA,29,2,78,43,15,23,342,11,26,295,75,7,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,937,29,966,1362
2,7,CHIAPAS,16,HUIXTLA,3,ACAPETAHUA,30,2,66,48,7,29,108,3,28,200,61,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,572,30,602,921
2,7,CHIAPAS,16,HUIXTLA,3,ACAPETAHUA,31,2,85,73,18,13,180,12,20,133,70,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,623,18,641,1095
2,7,CHIAPAS,16,HUIXTLA,3,ACAPETAHUA,32,2,19,27,4,233,154,2,28,129,8,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,623,38,661,923
2,7,CHIAPAS,16,HUIXTLA,3,ACAPETAHUA,33,2,37,17,6,26,245,4,29,126,20,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,527,21,549,802
2,7,CHIAPAS,16,HUIXTLA,3,ACAPETAHUA,34,4,281,36,4,89,253,65,32,521,109,20,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1441,32,1473,2092
2,7,CHIAPAS,16,HUIXTLA,32,ESCUINTLA,489,4,10,219,98,57,173,6,9,118,279,10,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,44,1055,1599
2,7,CHIAPAS,16,HUIXTLA,32,ESCUINTLA,490,3,17,267,81,46,215,5,7,153,288,11,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,41,1146,1809
2,7,CHIAPAS,16,HUIXTLA,32,ESCUINTLA,491,5,25,453,160,61,390,21,31,289,564,22,5,28,0,0,0,0,0,0,0,0,0,0,0,0,19,2049,67,2135,3321
2,7,CHIAPAS,16,HUIXTLA,32,ESCUINTLA,492,2,2,60,49,238,89,1,1,33,68,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,573,25,598,1034
2,7,CHIAPAS,16,HUIXTLA,32,ESCUINTLA,493,2,1,274,14,79,170,2,3,26,51,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,632,24,656,1023
2,7,CHIAPAS,16,HUIXTLA,32,ESCUINTLA,494,2,10,160,15,123,126,2,2,123,42,14,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,640,25,665,1097
2,7,CHIAPAS,16,HUIXTLA,32,ESCUINTLA,495,2,2,158,17,28,139,1,4,53,47,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,469,10,479,753
2,7,CHIAPAS,16,HUIXTLA,32,ESCUINTLA,496,3,11,373,56,200,201,6,5,58,115,3,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1086,40,1126,1694
2,7,CHIAPAS,16,HUIXTLA,32,ESCUINTLA,497,3,12,295,71,213,265,4,8,143,84,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,47,1155,1813
