CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PCU,MORENA,PH,ES,MVC,CAND_IND9,PRI_PVEM_NVA_ALIANZA_PCU,PRI_PVEM_NVA_ALIANZA,PRI_PVEM_PCU,PRI_NVA_ALIANZA_PCU,PVEM_NVA_ALIANZA_PCU,PRI_PVEM,PRI_NVA_ALIANZA,PRI_PCU,PVEM_NVA_ALIANZA,PVEM_PCU,NVA_ALIANZA_PCU,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1137,C02,25,34,19,8,73,10,5,10,50,13,9,19,0,0,0,0,0,0,0,0,0,0,0,0,1,275,35,311,634,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1137_C2.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1138,B,27,23,9,4,44,5,3,7,56,7,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,208,26,234,498,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1138_B.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1138,C01,23,30,13,4,42,9,3,13,56,6,4,18,0,0,0,0,0,0,0,0,0,0,0,0,2,221,20,243,498,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1138_C1.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1139,B,21,25,3,8,46,12,1,6,57,5,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,202,30,232,426,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_circunstanciales/distritos/05-CD-ACT-CIRC-COMP-22-JUL.PDF
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1139,C01,42,17,4,2,43,13,1,5,53,7,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,200,18,218,426,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1139_C1.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1140,B,48,28,9,2,47,13,1,4,69,13,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,255,22,277,555,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1140_B.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1140,SMR01,8,7,13,6,48,7,1,2,46,5,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,154,6,160,0,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1140_.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1141,B,30,31,7,10,49,6,3,13,52,8,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,241,30,271,589,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1141_B.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1141,C01,23,31,10,7,50,8,4,11,64,4,4,17,0,0,0,0,0,0,0,0,0,0,0,0,2,233,28,263,589,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1141_C1.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1141,SMR01,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1141_.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1141,SMR02,1,2,1,1,2,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1141_.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1142,B,29,20,15,4,47,8,2,6,45,6,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,220,579,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1142_B.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1142,C01,14,22,15,4,58,9,4,18,70,4,3,32,0,0,0,0,0,0,0,0,0,0,0,0,1,253,25,279,579,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1142_C1.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1142,C02,25,18,18,2,63,2,2,10,70,6,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,242,14,256,580,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1142_C2.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1142,C03,21,14,9,0,54,9,3,18,57,10,12,34,0,0,0,0,0,0,0,0,0,0,0,0,2,241,20,263,580,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1142_C3.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1143,B,41,23,24,13,79,9,10,9,79,11,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,332,723,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1143_B.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1143,C01,34,24,19,2,63,5,12,12,89,3,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,297,19,316,723,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1143_C1.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1143,C02,37,20,12,3,93,6,2,10,66,7,13,22,0,0,0,0,0,0,0,0,0,0,0,0,1,291,25,317,723,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1143_C2.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1143,C03,22,18,25,6,66,7,4,8,63,7,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,264,30,294,724,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1143_C3.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1143,C04,38,26,10,6,72,12,5,3,62,4,13,23,0,0,0,0,0,0,0,0,0,0,0,0,1,274,29,304,724,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1143_C4.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1143,C05,40,25,15,11,65,14,4,14,67,5,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,300,41,341,724,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1143_C5.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1144,B,26,26,28,6,69,10,4,16,83,1,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,312,30,342,746,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1144_B.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1144,C01,20,17,36,6,89,7,4,7,66,8,7,43,0,0,0,0,0,0,0,0,0,0,0,0,0,310,38,348,746,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1144_C1.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1144,C02,24,30,31,4,72,9,2,13,79,5,19,42,0,0,0,0,0,0,0,0,0,0,0,0,0,330,22,352,746,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1144_C2.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1144,C03,25,17,24,3,59,7,5,16,66,8,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,294,19,313,747,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1144_C3.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1144,C04,29,15,25,9,85,13,8,12,67,10,16,53,0,0,0,0,0,0,0,0,0,0,0,0,0,342,25,367,747,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1144_C4.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1144,C05,25,18,26,0,71,5,6,12,55,9,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,280,45,325,747,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1144_C5.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1144,C06,24,23,32,8,69,5,3,16,63,9,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,291,30,321,747,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1144_C6.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1145,B,18,21,16,4,57,19,4,14,79,14,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,285,24,309,735,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1145_B.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1145,C01,34,26,25,8,43,13,7,22,69,9,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,303,30,333,735,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1145_C1.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1145,C02,32,46,22,5,51,16,3,19,57,0,7,43,0,0,0,0,0,0,0,0,0,0,0,0,0,301,24,325,735,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1145_C2.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1145,C03,23,31,21,4,67,20,2,12,71,12,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,300,26,326,736,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1145_C3.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1146,B,28,31,10,5,53,4,3,26,72,6,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,277,34,311,602,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1146_B.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1146,C01,22,39,18,4,35,9,2,13,50,5,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,235,21,256,602,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1146_C1.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1146,C02,42,37,9,5,41,6,2,15,65,4,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,258,21,279,602,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1146_C2.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1147,B,28,32,20,2,74,6,3,13,117,11,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,331,28,359,603,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1147_B.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1147,C01,23,27,13,2,62,5,6,23,82,9,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,285,27,312,604,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1147_C1.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1148,B,43,19,29,6,62,5,2,14,43,10,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,290,33,323,571,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1148_B.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1148,C01,28,19,28,8,68,3,1,6,52,5,17,53,0,0,0,0,0,0,0,0,0,0,0,0,0,288,28,316,571,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1148_C1.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1148,C02,34,14,27,6,51,2,4,19,36,5,9,52,0,0,0,0,0,0,0,0,0,0,0,0,0,259,32,291,572,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1148_C2.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1149,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1149_B.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1149,C01,8,20,23,10,52,11,0,9,40,1,9,45,0,0,0,0,0,0,0,0,0,0,0,0,0,228,29,257,620,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1149_C1.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1149,C02,18,25,23,4,43,7,1,16,46,4,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,230,620,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1149_C2.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1149,C03,28,15,29,1,56,7,6,11,36,6,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,231,22,253,621,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1149_C3.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1149,SMR01,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1149_.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1150,B,14,25,21,8,50,3,3,8,68,7,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,255,20,275,670,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1150_B.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1150,C01,18,21,27,4,52,9,2,11,78,8,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,274,19,293,671,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1150_C1.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1150,C02,12,25,37,8,61,7,3,9,56,6,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,254,17,271,671,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1150_C2.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1150,C03,11,21,43,7,50,8,4,7,65,6,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,256,16,272,671,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1150_C3.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1150,C04,9,14,25,8,52,10,3,6,86,6,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,250,25,275,671,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1150_C4.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1150,E01,10,15,25,15,52,6,2,6,46,6,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,232,27,259,563,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1150_E1.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1150,E01C01,16,24,30,3,78,7,5,6,29,5,29,36,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,268,564,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1150_E1C1.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1150,E01C02,20,7,26,5,58,3,3,9,39,1,26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,227,43,270,564,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1150_E1C2.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1151,B,27,24,21,6,55,5,3,27,99,6,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,306,24,330,712,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1151_B.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1151,C01,23,18,19,5,60,7,1,28,104,6,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,315,25,340,712,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1151_C1.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1151,C02,14,27,24,3,72,11,2,18,91,5,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,295,24,319,713,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1151_C2.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1151,C03,21,27,31,7,60,16,3,11,88,9,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,307,27,334,713,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1151_C3.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1151,C04,21,19,24,6,70,15,2,12,60,9,10,20,0,0,0,0,0,0,0,0,0,0,0,0,2,268,24,294,713,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1151_C4.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1151,C05,19,17,34,1,73,13,5,21,79,5,8,17,0,0,0,0,0,0,0,0,0,0,0,0,1,292,18,311,713,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1151_C5.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1151,E01,27,15,32,7,70,10,1,21,45,12,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,278,35,313,647,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1151_E1.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1151,E01C01,14,25,26,5,60,7,3,12,58,0,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,249,40,289,648,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1151_E1C1.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1151,E01C02,22,17,27,4,72,13,3,6,66,8,9,30,0,0,0,0,0,0,0,0,0,0,0,0,2,277,24,303,648,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1151_E1C2.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1151,E01C03,31,17,22,2,67,4,2,11,67,3,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,255,19,274,648,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1151_E1C3.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1151,E02,22,11,36,7,66,13,3,29,27,4,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,281,29,310,598,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1151_E2.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1151,E02C01,17,15,42,5,61,7,1,14,50,7,6,61,0,0,0,0,0,0,0,0,0,0,0,0,0,286,25,311,598,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1151_E2C1.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1151,E02C02,9,21,31,10,50,6,7,17,52,5,7,57,0,0,0,0,0,0,0,0,0,0,0,0,2,272,17,291,598,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1151_E2C2.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1152,B,44,68,16,17,78,6,6,25,25,6,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,337,49,386,598,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1152_B.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1152,E01,4,74,6,6,60,1,1,43,8,0,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,246,17,263,506,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1152_E1.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1152,E02,11,28,40,6,40,6,2,23,33,3,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,227,20,247,548,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1152_E2.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1153,B,1,34,12,5,109,1,3,169,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,357,30,387,548,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1153_B.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1153,E01,3,5,9,2,69,0,2,17,2,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,148,28,176,279,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1153_E1.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1153,E02,12,72,9,6,46,6,3,46,8,4,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,296,18,314,410,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1153_E2.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1153,E03,13,5,19,9,36,2,3,7,23,2,6,180,0,0,0,0,0,0,0,0,0,0,0,0,0,305,22,327,515,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1153_E3.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1154,B,4,31,11,10,40,1,1,3,9,3,6,83,0,0,0,0,0,0,0,0,0,0,0,0,0,202,114,316,691,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1154_B.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1154,C01,6,31,8,14,56,1,5,2,5,0,14,63,0,0,0,0,0,0,0,0,0,0,0,0,0,205,98,303,692,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1154_C1.pdf
4,7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,77,SAN CRISTOBAL DE LAS CASAS,1155,B,5,73,25,7,136,5,1,12,6,3,1,61,0,0,0,0,0,0,0,0,0,0,0,0,1,335,12,348,611,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 5/1155_B.pdf
