uniqueid,year,incumbent_party_Horacio
22001,1997,PRI
22001,2000,PRI
22001,2003,PAN
22001,2006,PRI_PVEM
22001,2009,PAN
22001,2012,PAN
22001,2015,PAN
22001,2018,NA
22002,1997,PRI
22002,2000,PRI
22002,2003,PAN
22002,2006,PAN
22002,2009,PAN
22002,2012,PRI_PANAL
22002,2015,PAN
22002,2018,NA
22003,1997,PRI
22003,2000,PRI
22003,2003,PRI
22003,2006,PRD
22003,2009,PAN
22003,2012,PRI
22003,2015,PAN
22003,2018,NA
22004,1997,PRI
22004,2000,PAN
22004,2003,PAN
22004,2006,PRI_PVEM
22004,2009,PAN
22004,2012,PRI_PANAL
22004,2015,PAN
22004,2018,NA
22005,1997,PRI
22005,2000,PRI
22005,2003,PAN
22005,2006,PRI_PVEM
22005,2009,PAN
22005,2012,PRI_PANAL
22005,2015,PAN
22005,2018,NA
22006,1997,PRI
22006,2000,PAN
22006,2003,PAN
22006,2006,PAN
22006,2009,PRI
22006,2012,PAN
22006,2015,PAN
22006,2018,NA
22007,1997,PAN
22007,2000,PRI
22007,2003,PAN
22007,2006,PRI
22007,2009,PVEM
22007,2012,PRI_PANAL
22007,2015,PRI_PT_PANAL
22007,2018,NA
22008,1997,PRI
22008,2000,PRI
22008,2003,PRI
22008,2006,PAN
22008,2009,PRI
22008,2012,PAN
22008,2015,PRI_PVEM_PANAL
22008,2018,NA
22009,1997,PRI
22009,2000,PRI
22009,2003,PRI
22009,2006,PAN
22009,2009,PAN
22009,2012,PRI_PANAL
22009,2015,PAN
22009,2018,NA
22010,1997,PRI
22010,2000,PRI
22010,2003,PRD
22010,2006,PAN
22010,2009,PAN
22010,2012,PRI
22010,2015,PAN
22010,2018,NA
22011,1997,PRI
22011,2000,PRI
22011,2003,PAN
22011,2006,PAN
22011,2009,PRI
22011,2012,PAN
22011,2015,PRI_PVEM_PANAL
22011,2018,NA
22012,1997,PRI
22012,2000,PAN
22012,2003,PAN
22012,2006,PAN
22012,2009,PRI
22012,2012,PRI
22012,2015,PRI_PVEM_PANAL_PT
22012,2018,NA
22013,1997,PRI
22013,2000,PRI
22013,2003,PAN
22013,2006,PRI_PVEM
22013,2009,MC
22013,2012,PRI
22013,2015,PAN
22013,2018,NA
22014,1997,PAN
22014,2000,PAN
22014,2003,PAN
22014,2006,PAN
22014,2009,PAN
22014,2012,PRI_PVEM_PANAL
22014,2015,PAN
22014,2018,NA
22015,1997,PRI
22015,2000,PRI
22015,2003,PRI
22015,2006,PRI_PVEM
22015,2009,PRI
22015,2012,PRI_PANAL
22015,2015,PRI_PT
22015,2018,NA
22016,1997,PAN
22016,2000,PAN
22016,2003,PAN
22016,2006,PAN
22016,2009,PRI
22016,2012,PRI_PVEM_PANAL
22016,2015,PAN
22016,2018,NA
22017,1997,PRI
22017,2000,PRI
22017,2003,PRD
22017,2006,PRD
22017,2009,PAN
22017,2012,PRI
22017,2015,PVEM_PANAL
22017,2018,NA
22018,1997,PRI
22018,2000,PRI
22018,2003,PAN
22018,2006,MC
22018,2009,PRI
22018,2012,PAN
22018,2015,PANAL
22018,2018,NA
