ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,PCPP,PSI,MORENA,ES,PAN_PRD_MC_PCPP_PSI,PAN_PRD_MC_PCPP,PAN_PRD_MC_PSI,PAN_PRD_PCPP_PSI,PAN_MC_PCPP_PSI,PRD_MC_PCPP_PSI,PAN_PRD_MC,PAN_PRD_PCPP,PAN_PRD_PSI,PAN_MC_PCPP,PAN_MC_PSI,PAN_PCPP_PSI,PRD_MC_PCPP,PRD_MC_PSI,PRD_PCPP_PSI,MC_PCPP_PSI,PAN_PRD,PAN_MC,PAN_PCPP,PAN_PSI,PRD_MC,PRD_PCPP,PRD_PSI,MC_PCPP,MC_PSI,PCPP_PSI,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PAN_PRD_MC_NA_PCPP_PSI,PAN_PRD_MC_NA_PCPP,PAN_PRD_MC_NA_PSI,PAN_PRD_MC_PCPP_PSI,PAN_PRD_NA_PCPP_PSI,PAN_MC_NA_PCPP_PSI,PRD_MC_NA_PCPP_PSI,PAN_PRD_MC_NA,PAN_PRD_MC_PCPP,PAN_PRD_MC_PSI,PAN_PRD_NA_PCPP,PAN_PRD_NA_PSI,PAN_PRD_PCPP_PSI,PAN_MC_NA_PCPP,PAN_MC_NA_PSI,PAN_MC_PCPP_PSI,PAN_NA_PCPP_PSI,PRD_MC_NA_PCPP,PRD_MC_NA_PSI,PRD_MC_PCPP_PSI,PRD_NA_PCPP_PSI,MC_NA_PCPP_PSI,PAN_PRD_MC,PAN_PRD_NA,PAN_PRD_PCPP,PAN_PRD_PSI,PAN_MC_NA,PAN_MC_PCPP,PAN_MC_PSI,PAN_NA_PCPP,PAN_NA_PSI,PAN_PCPP_PSI,PRD_MC_NA,PRD_MC_PCPP,PRD_MC_PSI,PRD_NA_PCPP,PRD_NA_PSI,PRD_PCPP_PSI,MC_NA_PCPP,MC_NA_PSI,MC_PCPP_PSI,NA_PCPP_PSI,PAN_PRD,PAN_MC,PAN_NA,PAN_PCPP,PAN_PSI,PRD_MC,PRD_NA,PRD_PCPP,PRD_PSI,MC_NA,MC_PCPP,MC_PSI,NA_PCPP,NA_PSI,PCPP_PSI,C_COMUN_PAN_PRD_MC_PCPP,PAN_PRD_MC,PAN_PRD_PCPP,PAN_MC_PCPP,PRD_MC_PCPP,PAN_PRD,PAN_MC,PAN_PCPP,PRD_MC,PRD_PCPP,MC_PCPP,C_COMUN_PAN_PRD_MC_PSI,PAN_PRD_MC,PAN_PRD_PSI_,PAN_MC_PSI,PRD_MC_PSI,PAN_PRD,PAN_MC,PAN_PSI,PRD_MC,PRD_PSI,MC_PSI,C_COMUN_PAN_PRD_PCPP_PSI,PAN_PRD_PCPP,PAN_PRD_PSI,PAN_PCPP_PSI,PRD_PCPP_PSI,PAN_PRD,PAN_PCPP,PAN_PSI,PRD_PCPP,PRD_PSI,PCPP_PSI,C_COMUN_PAN_MC_PCPP_PSI,PAN_MC_PCPP,PAN_MC_PSI,PAN_PCPP_PSI,MC_PCPP_PSI,PAN_MC,PAN_PCPP,PAN_PSI,MC_PCPP,MC_PSI,PCPP_PSI,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
21,PUEBLA,96,LIBRES,11,39,2322,3733,556,317,1433,230,926,117,41,4814,158,17,4,11,0,0,0,14,2,1,2,10,1,0,2,0,0,14,22,4,4,6,1,2,2,1,0,79,15,2,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14899,13,852,15764,23082,
21,PUEBLA,119,LOS REYES DE JUAREZ,8,26,3069,2732,241,426,318,148,60,63,30,3657,92,28,7,8,6,1,4,7,5,3,0,2,1,1,1,0,0,124,9,5,3,1,1,0,0,0,0,113,53,8,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11322,2,481,11805,16873,
21,PUEBLA,98,MAZAPILTEPEC DE JUAREZ,2,4,166,334,11,78,133,160,13,187,12,424,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,0,51,1608,2092,
21,PUEBLA,99,MIXTLA,2,3,86,690,71,21,27,9,20,161,13,1107,8,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,6,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2233,1,68,2302,1751,
21,PUEBLA,100,MOLCAXAC,5,8,707,741,152,145,30,144,8,22,277,1201,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,2,0,0,0,5,0,0,0,3458,1,220,3679,4886,
21,PUEBLA,101,NAUPAN,5,13,1121,1689,322,180,52,80,45,20,70,1589,55,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,6,3,1,13,3,1,0,0,0,8,18,6,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5299,0,323,5622,6762,
21,PUEBLA,102,NAUZONTLA,3,5,428,611,13,85,182,18,186,105,11,305,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,1,2,0,5,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970,1,120,2091,2676,
21,PUEBLA,103,NEALTICAN,4,13,1355,802,114,233,188,77,571,604,16,1992,82,6,0,0,1,0,1,3,0,5,0,0,0,0,0,0,0,5,3,7,0,0,0,0,2,0,2,36,12,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6137,1,306,6444,8559,
21,PUEBLA,104,NICOLAS BRAVO,4,8,207,147,31,150,1211,22,32,21,16,1462,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,36,19,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3403,0,133,3536,4584,
21,PUEBLA,105,NOPALUCAN,7,25,1831,1367,137,392,2020,823,481,241,1290,2741,132,9,5,0,2,0,3,3,2,4,1,1,0,0,2,1,3,12,17,7,13,0,0,1,4,6,3,36,10,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11617,0,820,12437,17323,
21,PUEBLA,106,OCOTEPEC,3,6,342,541,36,64,109,150,209,13,303,666,16,2,1,0,1,0,0,2,1,0,1,0,0,0,0,1,0,5,3,0,2,3,0,0,1,1,1,18,6,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2502,0,162,2664,3594,
21,PUEBLA,107,OCOYUCAN,10,39,2703,3312,432,360,1456,239,117,265,252,5075,304,32,4,3,2,0,0,25,1,2,0,5,2,0,1,3,2,26,12,7,2,0,0,1,2,1,17,144,47,15,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14906,7,735,15648,23653,
21,PUEBLA,108,OLINTLA,8,15,2250,2694,32,121,505,29,35,11,60,394,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6154,1,351,6506,8175,
21,PUEBLA,109,ORIENTAL,8,19,1962,1156,392,182,144,277,654,241,599,1771,47,14,1,2,1,1,1,8,5,5,0,2,2,0,1,0,3,46,11,4,4,1,0,1,2,1,3,25,9,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7590,3,524,8117,11637,
21,PUEBLA,110,PAHUATLAN,14,28,2118,1338,523,550,113,140,79,784,28,2895,111,7,0,3,0,0,8,52,4,1,1,0,0,1,0,1,1,91,10,7,1,6,6,1,3,2,2,126,51,6,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9098,1,798,9897,13693,
21,PUEBLA,111,PALMAR DE BRAVO,15,49,3179,1938,1438,800,467,690,317,147,1864,7037,287,,,,,,,,,,,,,,,,,,,,,,,,,,,181,79,20,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,25,7,5,3,41,19,40,6,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18704,5,1607,20316,29236,
21,PUEBLA,112,PANTEPEC,10,27,4511,743,730,159,104,59,170,2144,95,1780,42,8,0,1,2,0,1,0,7,0,2,6,9,2,3,20,0,24,12,10,1,3,97,5,4,0,13,37,11,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10829,0,688,11517,13961,
21,PUEBLA,113,PETLALCINGO,6,16,1202,2392,288,96,130,28,22,14,5,579,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,0,0,1,6,0,0,1,0,0,4804,3,321,5128,7065,
21,PUEBLA,114,PIAXTLA,5,9,339,692,42,134,66,18,15,56,7,1018,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,2,16,0,0,0,0,2425,0,192,2617,4105,
21,PUEBLA,115,PUEBLA,764,2102,176727,87540,11111,24366,29871,13896,13932,8469,5307,323237,12887,1769,345,237,311,124,74,761,123,100,97,66,64,17,20,12,35,725,412,295,82,71,21,16,55,60,127,9421,2766,490,2532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,70,39,39,8,136,55,13,2,2,10,,,,,,,,,,,,728976,1159,30636,760771,1280473,
21,PUEBLA,116,QUECHOLAC,16,55,924,915,311,953,1643,231,179,408,8306,6217,253,,,,,,,,,,,,,,,,,,,,,,,,,,,195,75,20,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,1,4,0,6,6,2,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20734,1,1788,22523,33324,
21,PUEBLA,117,QUIMIXTLAN,10,26,3189,1785,62,923,52,1336,1337,67,125,951,47,4,1,2,0,0,0,0,4,1,0,0,94,28,2,66,1,43,30,53,0,40,0,0,4,7,0,35,30,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10327,0,585,10912,13166,
21,PUEBLA,118,RAFAEL LARA GRAJALES,7,21,2337,1161,117,253,646,334,387,71,43,2632,80,10,7,3,0,3,0,12,0,0,2,1,2,3,1,0,0,14,19,3,1,1,0,0,0,0,1,48,18,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8229,2,446,8677,13184,
21,PUEBLA,120,SAN ANDRES CHOLULA,38,138,18649,4506,683,1530,2202,1124,1899,479,1741,24884,861,154,34,24,9,13,10,75,14,10,7,9,6,2,1,1,0,43,29,20,17,13,1,1,3,4,3,645,165,26,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60088,44,2154,62286,91693,
21,PUEBLA,121,SAN ANTONIO CAÑADA,2,6,237,1008,599,215,144,18,12,12,10,540,45,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,4,3,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2853,0,263,3116,3769,
21,PUEBLA,122,SAN DIEGO LA MESA TOCHIMILTZINGO,3,3,75,289,279,4,15,4,3,2,1,68,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777,0,24,801,911,
21,PUEBLA,123,SAN FELIPE TEOTLALCINGO,5,11,844,820,65,281,106,202,112,32,77,1467,56,3,1,5,2,0,2,1,3,0,0,0,0,0,0,0,0,10,2,1,0,0,0,0,1,1,0,31,21,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4158,1,218,4377,7353,
21,PUEBLA,124,SAN FELIPE TEPATLAN,3,6,59,584,375,116,219,10,3,6,6,437,12,2,1,3,0,0,0,1,1,4,0,0,0,0,1,0,0,8,0,0,0,0,0,10,0,0,0,38,11,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919,0,89,2008,2859,
21,PUEBLA,125,SAN GABRIEL CHILAC,6,18,839,2720,80,367,830,267,97,178,93,2655,127,6,2,0,1,0,0,4,1,0,0,0,0,0,0,0,0,2,13,4,1,2,2,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8293,1,413,8707,10933,
21,PUEBLA,126,SAN GREGORIO ATZOMPA,4,11,1270,493,29,102,336,267,84,60,323,1192,64,13,1,1,0,1,0,14,0,1,0,0,1,0,0,0,0,6,11,6,4,0,0,2,0,2,0,44,10,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4347,9,292,4648,6953,
21,PUEBLA,127,SAN JERONIMO TECUANIPAN,3,7,404,622,215,76,71,26,125,20,55,875,32,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,9,0,0,1,0,0,0,0,0,23,7,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2587,0,137,2724,4114,
21,PUEBLA,128,SAN JERONIMO XAYACATLAN,4,7,428,847,36,78,42,30,30,21,12,646,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0,1,0,0,0,2191,0,212,2403,3216,
21,PUEBLA,129,SAN JOSE CHIAPA,6,12,1419,378,100,170,285,193,68,138,7,1629,39,4,2,0,0,0,0,1,1,2,1,0,5,0,0,0,0,8,2,2,0,6,3,0,1,1,0,31,17,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4527,0,197,4724,6321,
21,PUEBLA,130,SAN JOSE MIAHUATLAN,7,17,984,2545,69,269,54,47,38,37,9,3203,49,3,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,9,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7324,0,266,7590,9606,
21,PUEBLA,131,SAN JUAN ATENCO,4,5,530,207,38,57,18,375,78,66,13,581,20,8,2,2,3,3,0,5,0,0,0,0,0,0,0,0,0,7,16,0,0,2,0,0,5,0,2,16,6,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2068,0,153,2221,2911,
21,PUEBLA,132,SAN JUAN ATZOMPA,1,2,60,254,8,26,1,5,1,2,1,228,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,590,0,38,628,805,
21,PUEBLA,133,SAN MARTIN TEXMELUCAN,54,177,12766,7489,1483,2899,2231,1076,1732,3792,836,24520,1292,,,,,,,,,,,,,,,,,,,,,,,,,,,603,273,41,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,93,58,39,8,90,33,28,16,11,20,,,,,,,,,,,,,,,,,,,,,,,61846,59,3084,64989,109573,
21,PUEBLA,134,SAN MARTIN TOTOLTEPEC,1,1,19,75,51,2,100,3,1,1,2,206,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,463,0,19,482,604,
21,PUEBLA,135,SAN MATIAS TLALANCALECA,9,24,2245,1815,146,426,375,112,833,267,637,2493,94,,,,,,,,,,,,,,,,,,,,,,,,,,,48,35,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3,3,4,1,8,3,5,2,1,0,,,,,,,,,,,,,,,,,,,,,,,9587,6,486,10079,15019,
21,PUEBLA,136,SAN MIGUEL IXITLAN,1,1,73,150,20,9,1,1,0,1,1,116,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,374,0,23,397,487,
21,PUEBLA,137,SAN MIGUEL XOXTLA,4,13,1145,803,63,310,390,267,278,100,225,2269,77,14,0,1,3,0,0,1,0,0,2,0,1,0,0,0,0,3,1,6,3,4,1,0,0,0,0,35,22,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6035,4,294,6333,8889,
21,PUEBLA,138,SAN NICOLAS BUENOS AIRES,4,12,1382,473,357,96,681,592,276,96,30,749,26,10,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,6,2,3,1,5,20,0,1,0,0,8,5,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4828,0,309,5137,7280,
21,PUEBLA,139,SAN NICOLAS DE LOS RANCHOS,5,12,353,897,869,205,114,96,64,708,32,1757,88,11,4,2,1,1,1,3,2,2,1,0,0,0,0,1,0,24,4,7,0,1,4,0,1,0,0,94,16,3,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5392,0,389,5781,7948,
21,PUEBLA,140,SAN PABLO ANICANO,2,5,70,913,670,24,35,11,10,14,5,461,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,1,0,0,0,0,0,2232,0,123,2355,2941,
21,PUEBLA,141,SAN PEDRO CHOLULA,46,164,16446,5762,1139,1901,2057,1318,2142,1448,1423,26441,1684,189,37,14,16,13,29,87,9,11,7,5,7,4,4,2,10,61,43,35,6,22,5,2,9,10,5,631,144,32,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63396,65,3032,66493,102485,
21,PUEBLA,142,SAN PEDRO YELOIXTLAHUACA,2,5,474,638,29,43,29,10,292,49,10,567,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,0,2161,0,104,2265,2836,
21,PUEBLA,143,SAN SALVADOR EL SECO,10,33,2813,2236,862,419,528,1287,279,184,130,4758,209,33,2,2,3,3,0,6,3,6,0,2,0,1,0,0,9,16,10,9,2,0,2,2,5,16,3,86,50,4,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14024,3,945,14972,20289,
21,PUEBLA,144,SAN SALVADOR EL VERDE,10,34,2144,1777,873,623,896,271,997,281,1427,3954,211,,,,,,,,,,,,,,,,,,,,,,,,,,,100,42,7,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,13,11,8,3,14,3,20,4,5,13,,,,,,,,,,,,,,,,,,,,,,,13765,5,838,14608,22092,
21,PUEBLA,145,SAN SALVADOR HUIXCOLOTLA,4,14,994,1089,125,193,68,94,60,75,357,3182,73,,,,,,,,,,,,,,,,,,,,,,,,,,,89,18,11,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,7,12,2,39,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6549,1,330,6880,9289,
21,PUEBLA,177,SAN SEBASTIAN TLACOTEPEC,8,17,2594,1926,76,264,278,44,160,4,30,678,52,3,1,1,0,0,0,2,0,5,0,1,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6127,1,366,6494,8172,
21,PUEBLA,146,SANTA CATARINA TLALTEMPAN,1,1,144,198,25,12,2,1,2,15,10,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,426,1,46,473,748,
21,PUEBLA,147,SANTA INES AHUATEMPAN,4,7,693,1197,67,151,43,23,26,12,10,1029,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,0,1,1,0,0,0,0,3281,2,153,3436,4529,
21,PUEBLA,148,SANTA ISABEL CHOLULA,5,13,842,364,105,182,789,84,112,25,58,1765,80,14,1,3,0,0,1,4,0,4,2,3,0,0,0,0,0,7,4,2,8,8,0,1,1,2,1,93,15,2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4610,1,347,4958,7645,
21,PUEBLA,149,SANTIAGO MIAHUATLAN,6,27,1837,1556,127,800,1749,145,104,118,133,3509,242,66,3,1,1,0,1,1,0,0,2,2,2,0,0,0,0,9,9,4,1,1,5,3,1,0,0,93,69,7,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10624,13,465,11102,17231,
21,PUEBLA,150,SANTO TOMAS HUEYOTLIPAN,3,9,522,401,43,137,65,48,292,379,127,2199,56,2,1,0,1,0,0,2,2,0,1,0,0,0,0,0,1,7,0,3,0,0,1,0,0,0,4,28,4,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4350,1,227,4578,6130,
