ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,PCPP,PSI,MORENA,ES,PAN_PRD_MC_PCPP_PSI,PAN_PRD_MC_PCPP,PAN_PRD_MC_PSI,PAN_PRD_PCPP_PSI,PAN_MC_PCPP_PSI,PRD_MC_PCPP_PSI,PAN_PRD_MC,PAN_PRD_PCPP,PAN_PRD_PSI,PAN_MC_PCPP,PAN_MC_PSI,PAN_PCPP_PSI,PRD_MC_PCPP,PRD_MC_PSI,PRD_PCPP_PSI,MC_PCPP_PSI,PAN_PRD,PAN_MC,PAN_PCPP,PAN_PSI,PRD_MC,PRD_PCPP,PRD_PSI,MC_PCPP,MC_PSI,PCPP_PSI,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PAN_PRD_MC_NA_PCPP_PSI,PAN_PRD_MC_NA_PCPP,PAN_PRD_MC_NA_PSI,PAN_PRD_MC_PCPP_PSI,PAN_PRD_NA_PCPP_PSI,PAN_MC_NA_PCPP_PSI,PRD_MC_NA_PCPP_PSI,PAN_PRD_MC_NA,PAN_PRD_MC_PCPP,PAN_PRD_MC_PSI,PAN_PRD_NA_PCPP,PAN_PRD_NA_PSI,PAN_PRD_PCPP_PSI,PAN_MC_NA_PCPP,PAN_MC_NA_PSI,PAN_MC_PCPP_PSI,PAN_NA_PCPP_PSI,PRD_MC_NA_PCPP,PRD_MC_NA_PSI,PRD_MC_PCPP_PSI,PRD_NA_PCPP_PSI,MC_NA_PCPP_PSI,PAN_PRD_MC,PAN_PRD_NA,PAN_PRD_PCPP,PAN_PRD_PSI,PAN_MC_NA,PAN_MC_PCPP,PAN_MC_PSI,PAN_NA_PCPP,PAN_NA_PSI,PAN_PCPP_PSI,PRD_MC_NA,PRD_MC_PCPP,PRD_MC_PSI,PRD_NA_PCPP,PRD_NA_PSI,PRD_PCPP_PSI,MC_NA_PCPP,MC_NA_PSI,MC_PCPP_PSI,NA_PCPP_PSI,PAN_PRD,PAN_MC,PAN_NA,PAN_PCPP,PAN_PSI,PRD_MC,PRD_NA,PRD_PCPP,PRD_PSI,MC_NA,MC_PCPP,MC_PSI,NA_PCPP,NA_PSI,PCPP_PSI,C_COMUN_PAN_PRD_MC_PCPP,PAN_PRD_MC,PAN_PRD_PCPP,PAN_MC_PCPP,PRD_MC_PCPP,PAN_PRD,PAN_MC,PAN_PCPP,PRD_MC,PRD_PCPP,MC_PCPP,C_COMUN_PAN_PRD_MC_PSI,PAN_PRD_MC,PAN_PRD_PSI_,PAN_MC_PSI,PRD_MC_PSI,PAN_PRD,PAN_MC,PAN_PSI,PRD_MC,PRD_PSI,MC_PSI,C_COMUN_PAN_PRD_PCPP_PSI,PAN_PRD_PCPP,PAN_PRD_PSI,PAN_PCPP_PSI,PRD_PCPP_PSI,PAN_PRD,PAN_PCPP,PAN_PSI,PRD_PCPP,PRD_PSI,PCPP_PSI,C_COMUN_PAN_MC_PCPP_PSI,PAN_MC_PCPP,PAN_MC_PSI,PAN_PCPP_PSI,MC_PCPP_PSI,PAN_MC,PAN_PCPP,PAN_PSI,MC_PCPP,MC_PSI,PCPP_PSI,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
21,PUEBLA,57,CHILA DE LA SAL,2,3,170,472,4,9,6,2,1,0,0,231,16,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921,0,13,934,1212,
21,PUEBLA,59,CHILCHOTLA,7,19,2301,1173,596,1788,271,809,203,29,563,388,63,3,0,1,1,0,0,3,0,2,0,0,3,0,1,0,0,21,21,2,4,7,1,5,1,3,0,78,32,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8386,0,843,9229,12104,
21,PUEBLA,60,CHINANTLA,3,5,308,466,83,13,9,3,51,30,0,369,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,0,0,0,0,0,0,0,0,0,0,1418,0,60,1478,2323,
21,PUEBLA,31,COATEPEC,1,1,50,169,1,0,2,70,1,184,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514,0,22,536,749,
21,PUEBLA,32,COATZINGO,3,6,119,505,31,32,380,307,4,3,5,119,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,2,0,6,0,0,2,1,0,1524,0,112,1636,2278,
21,PUEBLA,33,COHETZALA,2,3,75,274,13,9,52,4,259,53,2,72,12,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844,0,21,865,1179,
21,PUEBLA,34,COHUECAN,3,6,1204,697,33,54,46,23,179,16,29,349,9,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,1,3,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2677,0,138,2815,3566,
21,PUEBLA,35,CORONANGO,12,56,2730,2764,1236,881,1060,425,467,1007,451,10624,399,33,6,1,0,2,3,13,2,3,32,3,1,0,1,1,2,20,9,10,1,11,3,2,6,0,1,294,68,6,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22688,19,1074,23781,36473,
21,PUEBLA,36,COXCATLAN,12,26,898,1661,215,450,634,330,673,1089,432,3545,241,3,2,0,1,0,0,2,0,1,0,1,0,1,3,1,12,2,0,4,2,9,3,2,4,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10224,1,772,10997,14760,
21,PUEBLA,37,COYOMEAPAN,8,19,3258,2087,72,150,146,61,19,10,23,1433,24,1,2,0,0,0,1,3,0,1,0,0,0,0,0,0,0,12,3,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7308,1,339,7648,8935,
21,PUEBLA,38,COYOTEPEC,3,4,262,444,2,23,11,13,71,5,6,614,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476,0,80,1556,1976,
21,PUEBLA,39,CUAPIAXTLA DE MADERO,2,10,672,714,483,146,79,47,17,30,45,1973,32,4,0,0,1,1,0,3,1,1,1,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,37,15,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4327,0,181,4508,6038,
21,PUEBLA,40,CUAUTEMPAN,4,14,486,1188,99,105,70,1250,141,835,60,586,57,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,8,6,4,0,7,3,1,5,0,2,7,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4933,1,337,5271,6671,
21,PUEBLA,41,CUAUTINCHAN,2,12,808,471,343,1111,228,91,120,658,29,1003,59,5,1,0,3,0,0,4,1,1,0,0,0,0,0,0,1,5,35,6,0,1,1,1,2,0,1,87,50,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5137,1,393,5531,6841,
21,PUEBLA,42,CUAUTLANCINGO,16,105,11294,4602,683,1295,1487,722,1027,484,263,20553,1215,153,25,9,8,10,0,33,7,13,4,4,2,3,0,0,3,89,22,17,7,5,1,1,3,5,18,489,129,40,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44854,55,1979,46888,70757,
21,PUEBLA,43,CUAYUCA DE ANDRADE,4,8,689,933,8,24,108,12,6,3,2,295,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2088,0,68,2156,2778,
21,PUEBLA,44,CUETZALAN DEL PROGRESO,20,52,6517,7115,302,651,245,271,231,76,118,4046,240,26,4,6,0,0,3,13,7,7,3,0,0,1,0,0,1,54,9,10,3,0,1,1,4,1,2,125,39,18,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20202,2,1669,21873,31820,
21,PUEBLA,45,CUYOACO,7,19,985,1791,62,416,389,1700,99,86,659,2111,55,4,1,0,0,2,0,2,0,2,0,0,1,0,0,0,1,5,6,2,5,3,0,1,1,0,1,47,19,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8464,0,504,8968,11442,
21,PUEBLA,61,DOMINGO ARENAS,3,8,276,464,516,168,138,89,346,83,23,1092,82,10,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,6,1,1,0,4,1,0,1,1,1,28,4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3350,5,260,3615,5018,
21,PUEBLA,62,ELOXOCHITLAN,6,19,340,2593,362,79,29,2784,44,18,148,311,21,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,2,6,0,1,7,0,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6759,0,307,7066,8683,
21,PUEBLA,63,EPATLAN,2,6,688,640,63,43,41,405,7,7,10,581,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,2,1,0,0,1,0,2508,0,162,2670,3707,
21,PUEBLA,64,ESPERANZA,9,19,693,539,125,188,179,1129,848,645,242,1915,122,13,11,1,3,7,0,19,0,1,0,0,2,1,0,0,0,4,12,6,2,3,2,0,8,2,1,44,20,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6801,1,498,7300,10175,
21,PUEBLA,65,FRANCISCO Z. MENA,9,23,2611,1747,226,309,89,96,483,26,21,3371,71,19,15,4,5,2,0,21,2,1,1,3,1,0,0,1,0,50,2,3,2,3,0,0,1,0,0,78,34,7,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9327,0,315,9642,12623,
21,PUEBLA,66,GENERAL FELIPE ANGELES,7,24,714,1339,292,359,153,295,183,129,1427,3267,227,,,,,,,,,,,,,,,,,,,,,,,,,,,102,26,9,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,6,0,1,20,11,4,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8670,2,719,9391,13860,
21,PUEBLA,67,GUADALUPE,4,9,1389,1531,23,85,16,13,6,23,9,503,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0,0,0,1,0,0,0,3631,0,189,3820,5408,
21,PUEBLA,68,GUADALUPE VICTORIA,10,19,1362,3850,94,97,151,241,704,47,62,1391,37,9,2,0,2,0,0,3,4,1,1,0,1,0,0,0,0,11,2,2,1,0,0,0,0,1,1,16,4,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8104,1,487,8592,11502,
21,PUEBLA,69,HERMENEGILDO GALEANA,4,10,1409,1413,38,109,326,13,12,42,35,311,13,4,0,0,0,1,0,1,0,1,0,0,60,0,1,2,0,41,1,1,1,1,0,0,0,0,0,4,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3843,0,204,4047,5337,
21,PUEBLA,58,HONEY,3,9,1372,1690,44,42,29,29,38,7,4,552,15,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,24,6,1,0,0,0,0,0,0,1,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3870,1,208,4079,5186,
21,PUEBLA,70,HUAQUECHULA,19,38,2784,3599,127,301,302,124,142,361,209,4580,100,,,,,,,,,,,,,,,,,,,,,,,,,,,103,54,5,45,23,4,1,3,4,0,0,2,10,1,2,3,2,0,1,0,0,0,0,0,0,0,12,4,1,2,0,4,0,0,1,1,0,0,0,0,0,0,1,0,0,2,33,11,2,8,3,1,1,2,0,1,2,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12986,2,665,13653,20393,
21,PUEBLA,71,HUATLATLAUCA,6,11,1274,537,28,84,8,616,5,23,14,875,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,0,0,0,4,0,1,1,1,0,3496,0,272,3768,5094,
21,PUEBLA,72,HUAUCHINANGO,37,118,8821,11937,1094,1651,1628,583,626,776,613,15823,831,177,27,46,13,9,6,57,16,30,9,7,7,6,3,4,4,209,37,39,29,14,6,9,10,6,12,538,170,26,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46108,57,3060,49225,71439,
21,PUEBLA,73,HUEHUETLA,9,21,1622,3394,2415,279,59,38,86,192,4,756,25,1,0,0,1,0,2,3,0,2,0,0,0,0,0,1,0,8,9,2,0,0,12,0,1,0,0,12,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8929,0,319,9248,11343,
21,PUEBLA,74,HUEHUETLAN EL CHICO,6,13,2132,1245,80,107,73,83,114,268,412,803,44,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,1,3,14,2,1,1,3,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,2,0,4,1,2,1,0,0,0,4,0,1,0,1,0,2,0,12,1,2,33,5,1,0,2,4,1,0,7,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503,1,264,5768,7283,
21,PUEBLA,75,HUEHUETLAN EL GRANDE,5,10,200,1109,295,124,31,983,6,36,18,479,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0,2,0,0,2,4,0,3308,0,210,3518,4970,
21,PUEBLA,76,HUEJOTZINGO,22,84,5450,4097,920,1295,1157,4019,1344,830,413,11539,456,309,33,42,26,13,17,45,17,21,20,16,10,9,9,6,4,64,74,29,12,99,17,9,28,11,19,308,128,22,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33023,46,2469,35538,53731,
21,PUEBLA,77,HUEYAPAN,5,12,1134,1376,32,723,39,33,256,113,17,830,35,6,0,1,1,0,0,3,0,0,0,0,1,0,0,0,1,5,0,4,0,0,1,0,1,0,0,42,24,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4687,0,245,4932,8275,
21,PUEBLA,78,HUEYTAMALCO,15,36,2816,4069,149,562,840,120,598,64,602,2400,87,11,6,5,9,1,0,25,2,2,0,2,1,0,1,0,0,18,4,2,6,1,0,0,0,3,2,85,17,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12533,29,778,13340,19500,
21,PUEBLA,79,HUEYTLALPAN,3,8,614,1520,501,84,15,17,5,4,3,366,19,1,1,2,0,0,0,26,0,0,1,0,0,0,0,0,0,44,1,1,0,3,0,1,1,0,0,10,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3246,1,152,3399,4075,
21,PUEBLA,80,HUITZILAN DE SERDAN,5,17,1629,3433,84,223,105,54,51,34,12,1357,26,4,0,1,0,0,0,12,1,4,0,2,0,0,0,0,0,30,4,4,2,0,1,0,0,0,0,23,30,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7132,0,498,7630,9430,
21,PUEBLA,81,HUITZILTEPEC,3,7,680,561,145,136,387,72,12,27,15,853,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,1,0,1,1,1,0,0,0,2927,0,210,3137,4025,
21,PUEBLA,83,IXCAMILPA DE GUERRERO,3,7,237,1002,15,47,11,417,15,13,174,173,9,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,12,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,3,0,1,4,0,0,3,0,0,0,0,1,2,107,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2267,0,80,2347,3066,
21,PUEBLA,84,IXCAQUIXTLA,3,9,402,1543,32,64,47,71,64,164,12,1817,32,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,2,1,0,41,7,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4319,0,182,4501,5800,
21,PUEBLA,85,IXTACAMAXTITLAN,15,38,1855,5125,262,575,148,1312,149,285,26,2706,105,7,1,0,1,0,0,14,0,0,2,1,0,1,0,0,0,18,18,3,0,39,15,2,0,4,0,52,24,6,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12781,8,914,13703,17912,
21,PUEBLA,86,IXTEPEC,3,8,794,800,936,198,95,20,21,5,27,572,16,0,1,0,0,0,0,0,0,0,1,10,0,0,0,0,0,7,1,1,2,0,0,5,0,0,0,13,2,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3534,0,233,3767,4822,
21,PUEBLA,87,IZUCAR DE MATAMOROS,34,103,5480,5488,2153,1041,1060,1252,2504,587,787,11926,450,,,,,,,,,,,,,,,,,,,,,,,,,,,442,136,23,115,232,14,15,11,22,4,4,10,7,5,6,16,1,3,5,6,4,3,2,1,0,2,22,26,4,5,7,2,6,6,4,5,2,2,2,0,1,0,6,1,0,2,123,24,37,16,15,18,19,5,2,13,14,3,8,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34229,13,1927,36169,57741,
21,PUEBLA,88,JALPAN,6,16,474,672,221,189,1138,1167,739,61,26,1682,78,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,9,28,1,0,13,1,0,1,0,1,39,11,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6573,1,512,7086,9278,
21,PUEBLA,89,JOLALPAN,6,16,788,1925,459,154,70,436,76,1261,30,1182,41,,,,,,,,,,,,,,,,,,,,,,,,,,,29,10,2,7,18,1,1,2,1,1,0,1,1,2,3,3,0,0,0,0,0,1,1,0,0,1,12,2,5,0,1,1,0,3,1,1,0,0,0,0,0,0,1,0,0,1,15,5,0,97,1,118,8,6,0,3,3,1,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6799,0,593,7392,9401,
21,PUEBLA,90,JONOTLA,3,7,312,691,30,87,255,17,566,5,5,293,13,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2284,0,175,2459,3415,
21,PUEBLA,91,JOPALA,7,16,1876,1005,951,95,846,66,27,16,44,1712,74,10,1,0,1,0,0,3,0,0,0,0,0,0,1,1,0,8,9,1,0,2,1,16,4,0,0,28,14,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6835,0,317,7152,9104,
21,PUEBLA,92,JUAN C. BONILLA,6,25,1332,768,284,377,1040,645,127,574,142,4857,183,25,2,4,0,2,1,7,3,0,0,3,1,0,0,0,0,71,9,9,1,2,2,0,5,4,1,157,43,2,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10739,5,685,11429,16551,
21,PUEBLA,93,JUAN GALINDO,5,11,768,1057,91,93,74,51,26,37,91,1921,65,8,0,2,2,2,0,2,2,2,1,0,0,0,1,0,0,6,1,0,0,1,3,0,0,1,1,48,9,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4381,2,121,4504,5886,
21,PUEBLA,94,JUAN N. MENDEZ,4,8,643,596,35,142,294,26,338,11,16,801,26,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,5,1,1,0,0,0,0,0,0,29,21,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3010,0,239,3249,3914,
21,PUEBLA,97,LA MAGDALENA TLATLAUQUITEPEC,1,1,143,161,3,9,4,2,0,1,6,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,405,0,19,424,484,
21,PUEBLA,95,LAFRAGUA,8,12,468,1118,77,60,137,749,790,18,32,657,13,0,0,0,0,0,0,1,0,0,0,350,1,0,0,0,0,0,5,0,1,2,4,1,0,1,0,6,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4497,0,257,4754,5751,
