state,mun,uniqueid,section,year,incumbent_party_magar,incumbent_candidate_magar,incumbent_party_JL,incumbent_candidate_JL,runnerup_party_magar,runnerup_candidate_magar,margin,listanominal,PAN,PRI,PRD,PT,PVEM,PARMEO,PC,total,valid,PSN,PAS,PUP,PANAL,PAN_PRD_PT_PC,PRI_PVEM,PAN_PRD_PT,PMC,PSD,MC,MORENA,PES,PRS,PAN_PRD,CI_1,CI_2,CI_3,CI_4,CI_5,PANAL_PSD,PMR,PAN_PRD_MC,PRI_PVEM_PANAL,PT_MORENA_PES,PRD_MC_PUP,PRI_PANAL,PVEM_PANAL,PRD_MC,FXM,RSP,PAN_PRI,PRI_PRD,PAN_PRI_PRD,PAN_PRI_PANAL,PAN_PRD_PANAL,PRI_PRD_PANAL,PAN_PANAL,PRD_PANAL,PT_PVEM_PUP,PT_PVEM_MORENA,PT_PUP_MORENA,PVEM_PUP_MORENA,PT_PVEM,PT_PUP,PT_MORENA,PVEM_PUP,PVEM_MORENA,PUP_MORENA,CC_PAN_PRI_PRD_PANAL,CC_PT_PVEM,CC_PAN_PRI_PRD,CC_PAN_PRI,CC_PRI_PANAL,CC_PVEM_PANAL,CC_PRD_PANAL,CC_PRI_PRD_PANAL,CC_PAN_PRD,CC_PRI_PRD,CC_PAN_PANAL,CC_PAN_PRI_PANAL,CC_PT_PVEM_PUP_MORENA,CI_6,CI_7,CI_8,CI_9,CI_10,CI_11,CI_12,CI_13,CI_14,CI_15,CI_16,CI_17,CI_18,CI_19,CI_20,CI_21,CI_22,CI_23,PAN_PRI_PRD_PANAL,PT_PVEM_PUP_MORENA,MUJER,CC_PAN_PRD_PUP,PAN_PUP,PRD_PUP,CC_PAN_PRD_PANAL,CC_PRD_PUP,CC_PVEM_MORENA_PANAL_FXM,PVEM_MORENA_PANAL,PVEM_MORENA_FXM,PVEM_PANAL_FXM,MORENA_PANAL_FXM,PVEM_FXM,MORENA_PANAL,MORENA_FXM,PANAL_FXM,CC_PVEM_MORENA_PANAL,CC_PVEM_MORENA,CC_PVEM_MORENA_FXM,CC_PVEM_FXM,CC_PT_PUP_PANAL,PT_PANAL,PUP_PANAL,CC_PT_PUP,CC_PT_PANAL,CC_MORENA_PANAL_FXM,CC_MORENA_PANAL,CC_MORENA_FXM,CC_PUP_PANAL_FXM,PUP_FXM,CC_PUP_PANAL,CC_PUP_FXM,CC_PANAL_FXM,PVEM_MORENA_PANAL_FXM,PAN_PRD_PUP,PUP_PANAL_FXM,PT_PUP_PANAL,extra,manipulated_year
OAXACA,SALINA CRUZ,20079,685,2016,PRI_PVEM,SANDRA NIDIA VILLALOBOS GONZALEZ,PRI,ROSA NIDIA VILLALOBOS GONZALEZ,PNA,,6.474063e-4,1480,0,0,0,93,0,NA,NA,730,714,NA,NA,16,6,NA,284,NA,NA,1,4,80,0,7,206,17,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SALINA CRUZ,20079,686,2016,PRI_PVEM,SANDRA NIDIA VILLALOBOS GONZALEZ,PRI,ROSA NIDIA VILLALOBOS GONZALEZ,PNA,,6.474063e-4,2634,0,0,0,143,0,NA,NA,1114,1075,NA,NA,45,12,NA,331,NA,NA,8,38,168,0,11,295,24,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SALINA CRUZ,20079,687,2016,PRI_PVEM,SANDRA NIDIA VILLALOBOS GONZALEZ,PRI,ROSA NIDIA VILLALOBOS GONZALEZ,PNA,,6.474063e-4,1712,0,0,0,62,0,NA,NA,774,741,NA,NA,88,10,NA,214,NA,NA,1,4,121,0,6,220,15,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SALINA CRUZ,20079,688,2016,PRI_PVEM,SANDRA NIDIA VILLALOBOS GONZALEZ,PRI,ROSA NIDIA VILLALOBOS GONZALEZ,PNA,,6.474063e-4,1488,0,0,0,108,0,NA,NA,789,770,NA,NA,7,26,NA,325,NA,NA,2,4,113,0,4,159,22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SALINA CRUZ,20079,689,2016,PRI_PVEM,SANDRA NIDIA VILLALOBOS GONZALEZ,PRI,ROSA NIDIA VILLALOBOS GONZALEZ,PNA,,6.474063e-4,1337,0,0,0,90,0,NA,NA,758,746,NA,NA,5,7,NA,388,NA,NA,1,8,112,0,4,125,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SALINA CRUZ,20079,690,2016,PRI_PVEM,SANDRA NIDIA VILLALOBOS GONZALEZ,PRI,ROSA NIDIA VILLALOBOS GONZALEZ,PNA,,6.474063e-4,599,0,0,0,53,0,NA,NA,345,336,NA,NA,1,9,NA,165,NA,NA,0,0,33,0,2,58,15,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SALINA CRUZ,20079,691,2016,PRI_PVEM,SANDRA NIDIA VILLALOBOS GONZALEZ,PRI,ROSA NIDIA VILLALOBOS GONZALEZ,PNA,,6.474063e-4,1222,0,0,0,97,0,NA,NA,643,630,NA,NA,8,13,NA,269,NA,NA,0,1,45,0,1,160,36,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SALINA CRUZ,20079,692,2016,PRI_PVEM,SANDRA NIDIA VILLALOBOS GONZALEZ,PRI,ROSA NIDIA VILLALOBOS GONZALEZ,PNA,,6.474063e-4,1187,0,0,0,54,0,NA,NA,574,565,NA,NA,2,5,NA,183,NA,NA,3,1,61,0,8,217,31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SALINA CRUZ,20079,693,2016,PRI_PVEM,SANDRA NIDIA VILLALOBOS GONZALEZ,PRI,ROSA NIDIA VILLALOBOS GONZALEZ,PNA,,6.474063e-4,1577,0,0,0,114,0,NA,NA,753,730,NA,NA,20,8,NA,191,NA,NA,2,11,94,0,5,270,15,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SALINA CRUZ,20079,694,2016,PRI_PVEM,SANDRA NIDIA VILLALOBOS GONZALEZ,PRI,ROSA NIDIA VILLALOBOS GONZALEZ,PNA,,6.474063e-4,1223,0,0,0,183,0,NA,NA,627,614,NA,NA,4,3,NA,221,NA,NA,0,7,73,0,1,104,18,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SALINA CRUZ,20079,695,2016,PRI_PVEM,SANDRA NIDIA VILLALOBOS GONZALEZ,PRI,ROSA NIDIA VILLALOBOS GONZALEZ,PNA,,6.474063e-4,1154,0,0,0,55,0,NA,NA,538,526,NA,NA,5,7,NA,158,NA,NA,2,1,136,0,6,132,24,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SALINA CRUZ,20079,696,2016,PRI_PVEM,SANDRA NIDIA VILLALOBOS GONZALEZ,PRI,ROSA NIDIA VILLALOBOS GONZALEZ,PNA,,6.474063e-4,936,0,0,0,71,0,NA,NA,547,537,NA,NA,5,3,NA,279,NA,NA,0,0,47,0,2,121,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SALINA CRUZ,20079,697,2016,PRI_PVEM,SANDRA NIDIA VILLALOBOS GONZALEZ,PRI,ROSA NIDIA VILLALOBOS GONZALEZ,PNA,,6.474063e-4,1392,0,0,0,68,0,NA,NA,672,659,NA,NA,4,3,NA,212,NA,NA,2,8,85,0,32,136,109,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SALINA CRUZ,20079,698,2016,PRI_PVEM,SANDRA NIDIA VILLALOBOS GONZALEZ,PRI,ROSA NIDIA VILLALOBOS GONZALEZ,PNA,,6.474063e-4,292,0,0,0,16,0,NA,NA,141,132,NA,NA,1,1,NA,53,NA,NA,0,0,25,0,1,27,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SALINA CRUZ,20079,699,2016,PRI_PVEM,SANDRA NIDIA VILLALOBOS GONZALEZ,PRI,ROSA NIDIA VILLALOBOS GONZALEZ,PNA,,6.474063e-4,1144,0,0,0,56,0,NA,NA,534,519,NA,NA,7,12,NA,172,NA,NA,2,7,76,0,9,156,22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SALINA CRUZ,20079,700,2016,PRI_PVEM,SANDRA NIDIA VILLALOBOS GONZALEZ,PRI,ROSA NIDIA VILLALOBOS GONZALEZ,PNA,,6.474063e-4,1147,0,0,0,52,0,NA,NA,563,547,NA,NA,11,10,NA,240,NA,NA,6,4,89,0,2,122,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SALINA CRUZ,20079,701,2016,PRI_PVEM,SANDRA NIDIA VILLALOBOS GONZALEZ,PRI,ROSA NIDIA VILLALOBOS GONZALEZ,PNA,,6.474063e-4,1137,0,0,0,74,0,NA,NA,590,568,NA,NA,19,6,NA,244,NA,NA,4,3,80,0,4,118,16,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SALINA CRUZ,20079,702,2016,PRI_PVEM,SANDRA NIDIA VILLALOBOS GONZALEZ,PRI,ROSA NIDIA VILLALOBOS GONZALEZ,PNA,,6.474063e-4,990,0,0,0,85,0,NA,NA,533,519,NA,NA,1,10,NA,222,NA,NA,1,3,59,0,7,121,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SALINA CRUZ,20079,703,2016,PRI_PVEM,SANDRA NIDIA VILLALOBOS GONZALEZ,PRI,ROSA NIDIA VILLALOBOS GONZALEZ,PNA,,6.474063e-4,1691,0,0,0,168,0,NA,NA,881,839,NA,NA,8,10,NA,283,NA,NA,1,5,119,0,2,220,23,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SALINA CRUZ,20079,704,2016,PRI_PVEM,SANDRA NIDIA VILLALOBOS GONZALEZ,PRI,ROSA NIDIA VILLALOBOS GONZALEZ,PNA,,6.474063e-4,568,0,0,0,31,0,NA,NA,359,348,NA,NA,6,6,NA,164,NA,NA,1,6,26,0,1,100,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SALINA CRUZ,20079,705,2016,PRI_PVEM,SANDRA NIDIA VILLALOBOS GONZALEZ,PRI,ROSA NIDIA VILLALOBOS GONZALEZ,PNA,,6.474063e-4,262,0,0,0,22,0,NA,NA,191,184,NA,NA,0,2,NA,104,NA,NA,1,2,22,0,0,29,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SALINA CRUZ,20079,706,2016,PRI_PVEM,SANDRA NIDIA VILLALOBOS GONZALEZ,PRI,ROSA NIDIA VILLALOBOS GONZALEZ,PNA,,6.474063e-4,646,0,0,0,65,0,NA,NA,376,362,NA,NA,16,1,NA,108,NA,NA,0,5,58,0,0,104,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SALINA CRUZ,20079,707,2016,PRI_PVEM,SANDRA NIDIA VILLALOBOS GONZALEZ,PRI,ROSA NIDIA VILLALOBOS GONZALEZ,PNA,,6.474063e-4,861,0,0,0,70,0,NA,NA,558,540,NA,NA,5,4,NA,257,NA,NA,1,0,38,0,2,157,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SALINA CRUZ,20079,708,2016,PRI_PVEM,SANDRA NIDIA VILLALOBOS GONZALEZ,PRI,ROSA NIDIA VILLALOBOS GONZALEZ,PNA,,6.474063e-4,2109,0,0,0,102,0,NA,NA,1311,1274,NA,NA,11,12,NA,513,NA,NA,2,7,150,0,2,465,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SALINA CRUZ,20079,709,2016,PRI_PVEM,SANDRA NIDIA VILLALOBOS GONZALEZ,PRI,ROSA NIDIA VILLALOBOS GONZALEZ,PNA,,6.474063e-4,930,0,0,0,81,0,NA,NA,424,409,NA,NA,1,6,NA,130,NA,NA,0,7,75,0,2,98,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SAN AGUSTIN AMATENGO,20080,710,2016,PAN_PRD_PT,LENINGUER RAYMUNDO CARBALUDO MORALES,PRD,LENINGUER RAYMUNDO CARBALLIDO MORALES,PRI_PVEM,,0.0107737512,612,0,0,0,7,0,NA,NA,442,416,NA,NA,0,5,NA,166,NA,NA,10,0,82,0,0,146,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
OAXACA,SAN AGUSTIN AMATENGO,20080,711,2016,PAN_PRD_PT,LENINGUER RAYMUNDO CARBALUDO MORALES,PRD,LENINGUER RAYMUNDO CARBALLIDO MORALES,PRI_PVEM,,0.0107737512,689,0,0,0,8,0,NA,NA,528,507,NA,NA,0,7,NA,262,NA,NA,6,0,70,0,0,154,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016
