state,mun,section,uniqueid,year,incumbent_party_magar,incumbent_candidate_magar,incumbent_vote,party_component,mutually_exclusive,incumbent_party_JL,incumbent_candidate_JL,runnerup_party_magar,runnerup_candidate_magar,runnerup_vote,runnerup_party_component,margin,listanominal,valid,total,PAN,PRI,PRD,PT,PVEM,PARMEO,PC,PSN,PAS,PUP,PANAL,PAN_PRD_PT_PC,PRI_PVEM,PAN_PRD_PT,PMC,PSD,MC,MORENA,PES,PRS,PAN_PRD,CI_1,CI_2,CI_3,CI_4,CI_5,PANAL_PSD,PMR,PAN_PRD_MC,PRI_PVEM_PANAL,PT_MORENA_PES,PRD_MC_PUP,PRI_PANAL,PVEM_PANAL,PRD_MC,FXM,RSP,PAN_PRI,PRI_PRD,PAN_PRI_PRD,PAN_PRI_PANAL,PAN_PRD_PANAL,PRI_PRD_PANAL,PAN_PANAL,PRD_PANAL,PT_PVEM_PUP,PT_PVEM_MORENA,PT_PUP_MORENA,PVEM_PUP_MORENA,PT_PVEM,PT_PUP,PT_MORENA,PVEM_PUP,PVEM_MORENA,PUP_MORENA,CC_PAN_PRI_PRD_PANAL,CC_PT_PVEM,CC_PAN_PRI_PRD,CC_PAN_PRI,CC_PRI_PANAL,CC_PVEM_PANAL,CC_PRD_PANAL,CC_PRI_PRD_PANAL,CC_PAN_PRD,CC_PRI_PRD,CC_PAN_PANAL,CC_PAN_PRI_PANAL,CC_PT_PVEM_PUP_MORENA,CI_6,CI_7,CI_8,CI_9,CI_10,CI_11,CI_12,CI_13,CI_14,CI_15,CI_16,CI_17,CI_18,CI_19,CI_20,CI_21,CI_22,CI_23,PAN_PRI_PRD_PANAL,PT_PVEM_PUP_MORENA,MUJER,CC_PAN_PRD_PUP,PAN_PUP,PRD_PUP,CC_PAN_PRD_PANAL,CC_PRD_PUP,CC_PVEM_MORENA_PANAL_FXM,PVEM_MORENA_PANAL,PVEM_MORENA_FXM,PVEM_PANAL_FXM,MORENA_PANAL_FXM,PVEM_FXM,MORENA_PANAL,MORENA_FXM,PANAL_FXM,CC_PVEM_MORENA_PANAL,CC_PVEM_MORENA,CC_PVEM_MORENA_FXM,CC_PVEM_FXM,CC_PT_PUP_PANAL,PT_PANAL,PUP_PANAL,CC_PT_PUP,CC_PT_PANAL,CC_MORENA_PANAL_FXM,CC_MORENA_PANAL,CC_MORENA_FXM,CC_PUP_PANAL_FXM,PUP_FXM,CC_PUP_PANAL,CC_PUP_FXM,CC_PANAL_FXM,PVEM_MORENA_PANAL_FXM,PAN_PRD_PUP,PUP_PANAL_FXM,PT_PUP_PANAL,extra,manipulated_year,final_incumbent
OAXACA,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO,1579,20334,2021,PT_MORENA_PES,JAVIER JUAREZ HERNANDEZ,NA,NA,TRUE,COAL,JAVIER JUAREZ HERNANDEZ,PRI_PVEM_PANAL,NA,NA,NA,0.0399192754,1402,856,890,4,324,9,52,0,NA,NA,NA,NA,170,42,NA,NA,NA,NA,NA,19,214,11,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,NA
OAXACA,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO,1580,20334,2021,PT_MORENA_PES,JAVIER JUAREZ HERNANDEZ,NA,NA,TRUE,COAL,JAVIER JUAREZ HERNANDEZ,PRI_PVEM_PANAL,NA,NA,NA,0.0399192754,1476,801,826,5,358,3,112,0,NA,NA,NA,NA,114,28,NA,NA,NA,NA,NA,4,158,6,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,NA
OAXACA,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO,1581,20334,2021,PT_MORENA_PES,JAVIER JUAREZ HERNANDEZ,NA,NA,TRUE,COAL,JAVIER JUAREZ HERNANDEZ,PRI_PVEM_PANAL,NA,NA,NA,0.0399192754,1443,691,716,2,264,29,67,0,NA,NA,NA,NA,73,16,NA,NA,NA,NA,NA,32,191,7,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,NA
OAXACA,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO,1582,20334,2021,PT_MORENA_PES,JAVIER JUAREZ HERNANDEZ,NA,NA,TRUE,COAL,JAVIER JUAREZ HERNANDEZ,PRI_PVEM_PANAL,NA,NA,NA,0.0399192754,888,490,506,1,191,4,80,0,NA,NA,NA,NA,52,27,NA,NA,NA,NA,NA,2,110,10,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,NA
OAXACA,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO,1583,20334,2021,PT_MORENA_PES,JAVIER JUAREZ HERNANDEZ,NA,NA,TRUE,COAL,JAVIER JUAREZ HERNANDEZ,PRI_PVEM_PANAL,NA,NA,NA,0.0399192754,1430,848,891,3,211,6,61,0,NA,NA,NA,NA,155,74,NA,NA,NA,NA,NA,5,321,3,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,NA
OAXACA,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO,1584,20334,2021,PT_MORENA_PES,JAVIER JUAREZ HERNANDEZ,NA,NA,TRUE,COAL,JAVIER JUAREZ HERNANDEZ,PRI_PVEM_PANAL,NA,NA,NA,0.0399192754,1260,701,719,6,227,16,68,0,NA,NA,NA,NA,91,19,NA,NA,NA,NA,NA,16,240,3,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,NA
OAXACA,VILLA DE ZAACHILA,2423,20565,2021,PUP,CASTULO BRETON MENDOZA,184,PUP,TRUE,PUP,CASTULO BRETON MENDOZA,PT_MORENA_PES,NA,NA,NA,0.0249774977,3324,2244,2297,248,102,152,207,87,NA,NA,NA,NA,184,183,NA,NA,NA,NA,NA,51,475,156,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,102,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,PUP
OAXACA,VILLA DE ZAACHILA,2424,20565,2021,PUP,CASTULO BRETON MENDOZA,162,PUP,TRUE,PUP,CASTULO BRETON MENDOZA,PT_MORENA_PES,NA,NA,NA,0.0249774977,2990,2020,2064,214,125,105,203,51,NA,NA,NA,NA,162,178,NA,NA,NA,NA,NA,40,360,129,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,117,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,PUP
OAXACA,VILLA DE ZAACHILA,2425,20565,2021,PUP,CASTULO BRETON MENDOZA,93,PUP,TRUE,PUP,CASTULO BRETON MENDOZA,PT_MORENA_PES,NA,NA,NA,0.0249774977,1626,1197,1215,156,81,84,94,37,NA,NA,NA,NA,93,68,NA,NA,NA,NA,NA,19,234,75,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,44,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,PUP
OAXACA,VILLA DE ZAACHILA,2426,20565,2021,PUP,CASTULO BRETON MENDOZA,170,PUP,TRUE,PUP,CASTULO BRETON MENDOZA,PT_MORENA_PES,NA,NA,NA,0.0249774977,3908,2344,2395,217,161,161,236,92,NA,NA,NA,NA,170,162,NA,NA,NA,NA,NA,57,458,190,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,65,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,68,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,PUP
OAXACA,VILLA DE ZAACHILA,2427,20565,2021,PUP,CASTULO BRETON MENDOZA,103,PUP,TRUE,PUP,CASTULO BRETON MENDOZA,PT_MORENA_PES,NA,NA,NA,0.0249774977,1863,1326,1362,103,136,79,220,31,NA,NA,NA,NA,103,77,NA,NA,NA,NA,NA,18,200,112,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,55,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,PUP
OAXACA,VILLA DE ZAACHILA,2428,20565,2021,PUP,CASTULO BRETON MENDOZA,889,PUP,TRUE,PUP,CASTULO BRETON MENDOZA,PT_MORENA_PES,NA,NA,NA,0.0249774977,16276,8141,8409,865,487,261,1779,533,NA,NA,NA,NA,889,124,NA,NA,NA,NA,NA,65,1531,891,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,66,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,180,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,PUP
OAXACA,VILLA DE ZAACHILA,2429,20565,2021,PUP,CASTULO BRETON MENDOZA,20,PUP,TRUE,PUP,CASTULO BRETON MENDOZA,PT_MORENA_PES,NA,NA,NA,0.0249774977,428,253,260,18,0,26,51,3,NA,NA,NA,NA,20,43,NA,NA,NA,NA,NA,3,26,11,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,PUP
OAXACA,VILLA SOLA DE VEGA,2291,20277,2021,PAN_PRD_MC,ESAU NUÑEZ CALVO,NA,NA,TRUE,COAL,ESAU NUÑEZ CALVO,PRI_PVEM_PANAL,NA,NA,NA,0.1805078929,624,334,357,8,25,8,2,58,NA,NA,NA,NA,0,7,NA,NA,NA,NA,NA,2,7,31,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,NA
OAXACA,VILLA SOLA DE VEGA,2292,20277,2021,PAN_PRD_MC,ESAU NUÑEZ CALVO,NA,NA,TRUE,COAL,ESAU NUÑEZ CALVO,PRI_PVEM_PANAL,NA,NA,NA,0.1805078929,1860,973,1020,60,54,9,5,262,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,3,63,73,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,191,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,NA
OAXACA,VILLA SOLA DE VEGA,2293,20277,2021,PAN_PRD_MC,ESAU NUÑEZ CALVO,NA,NA,TRUE,COAL,ESAU NUÑEZ CALVO,PRI_PVEM_PANAL,NA,NA,NA,0.1805078929,291,198,200,30,56,12,6,23,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,0,21,27,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,NA
OAXACA,VILLA SOLA DE VEGA,2294,20277,2021,PAN_PRD_MC,ESAU NUÑEZ CALVO,NA,NA,TRUE,COAL,ESAU NUÑEZ CALVO,PRI_PVEM_PANAL,NA,NA,NA,0.1805078929,745,450,475,104,40,3,1,68,NA,NA,NA,NA,0,9,NA,NA,NA,NA,NA,2,98,56,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,NA
OAXACA,VILLA SOLA DE VEGA,2295,20277,2021,PAN_PRD_MC,ESAU NUÑEZ CALVO,NA,NA,TRUE,COAL,ESAU NUÑEZ CALVO,PRI_PVEM_PANAL,NA,NA,NA,0.1805078929,586,167,183,15,9,3,0,59,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0,10,5,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,NA
OAXACA,VILLA SOLA DE VEGA,2296,20277,2021,PAN_PRD_MC,ESAU NUÑEZ CALVO,NA,NA,TRUE,COAL,ESAU NUÑEZ CALVO,PRI_PVEM_PANAL,NA,NA,NA,0.1805078929,624,316,342,36,39,7,6,68,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,1,25,17,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,NA
OAXACA,VILLA SOLA DE VEGA,2297,20277,2021,PAN_PRD_MC,ESAU NUÑEZ CALVO,NA,NA,TRUE,COAL,ESAU NUÑEZ CALVO,PRI_PVEM_PANAL,NA,NA,NA,0.1805078929,789,442,477,17,57,4,4,101,NA,NA,NA,NA,0,5,NA,NA,NA,NA,NA,2,17,79,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,NA
OAXACA,VILLA SOLA DE VEGA,2298,20277,2021,PAN_PRD_MC,ESAU NUÑEZ CALVO,NA,NA,TRUE,COAL,ESAU NUÑEZ CALVO,PRI_PVEM_PANAL,NA,NA,NA,0.1805078929,1155,523,558,7,11,4,5,151,NA,NA,NA,NA,0,11,NA,NA,NA,NA,NA,5,10,31,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,159,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,NA
OAXACA,VILLA SOLA DE VEGA,2299,20277,2021,PAN_PRD_MC,ESAU NUÑEZ CALVO,NA,NA,TRUE,COAL,ESAU NUÑEZ CALVO,PRI_PVEM_PANAL,NA,NA,NA,0.1805078929,820,418,438,13,24,3,1,89,NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,1,14,49,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,NA
OAXACA,VILLA SOLA DE VEGA,2300,20277,2021,PAN_PRD_MC,ESAU NUÑEZ CALVO,NA,NA,TRUE,COAL,ESAU NUÑEZ CALVO,PRI_PVEM_PANAL,NA,NA,NA,0.1805078929,1111,731,751,68,55,16,3,162,NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,1,51,17,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,NA
OAXACA,VILLA TEJUPAM DE LA UNION,2321,20486,2021,PAN_PRD_MC,LETICIA BAUTISTA SANCHEZ,NA,NA,TRUE,COAL,LETICIA BAUTISTA SANCHEZ,PRI_PVEM_PANAL,NA,NA,NA,0.1530829199,726,556,566,0,25,144,41,2,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,5,326,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,NA
OAXACA,VILLA TEJUPAM DE LA UNION,2322,20486,2021,PAN_PRD_MC,LETICIA BAUTISTA SANCHEZ,NA,NA,TRUE,COAL,LETICIA BAUTISTA SANCHEZ,PRI_PVEM_PANAL,NA,NA,NA,0.1530829199,798,594,610,7,23,226,23,0,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,2,290,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,NA
OAXACA,VILLA TEJUPAM DE LA UNION,2323,20486,2021,PAN_PRD_MC,LETICIA BAUTISTA SANCHEZ,NA,NA,TRUE,COAL,LETICIA BAUTISTA SANCHEZ,PRI_PVEM_PANAL,NA,NA,NA,0.1530829199,389,274,277,1,10,58,18,0,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,1,170,5,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,NA
OAXACA,ZAPOTITLAN LAGUNAS,2432,20567,2021,PAN_PRD_MC,FABIOLA HONORINA MORALES GONZALEZ,NA,NA,TRUE,COAL,FABIOLA HONORINA MORALES GONZALEZ,PT_MORENA_PES,NA,NA,NA,0.0238095238,1053,668,693,29,7,1,4,242,NA,NA,NA,NA,0,228,NA,NA,NA,NA,NA,0,67,5,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,NA
OAXACA,ZAPOTITLAN LAGUNAS,2433,20567,2021,PAN_PRD_MC,FABIOLA HONORINA MORALES GONZALEZ,NA,NA,TRUE,COAL,FABIOLA HONORINA MORALES GONZALEZ,PT_MORENA_PES,NA,NA,NA,0.0238095238,707,437,456,31,4,1,3,200,NA,NA,NA,NA,0,32,NA,NA,NA,NA,NA,0,59,4,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021,NA
