mun,state,uniqueid,section,year,listanominal,PAN,PRI,PRD,PT,PVEM,PARMEO,PC,total,valid,PSN,PAS,PUP,PANAL,PAN_PRD_PT_PC,PRI_PVEM,PAN_PRD_PT,PMC,PSD,MC,MORENA,PES,PRS,PAN_PRD,CI_1,CI_2,CI_3,CI_4,CI_5,PANAL_PSD,PMR,PAN_PRD_MC,PRI_PVEM_PANAL,PT_MORENA_PES,PRD_MC_PUP,PRI_PANAL,PVEM_PANAL,PRD_MC,FXM,RSP,PAN_PRI,PRI_PRD,PAN_PRI_PRD,PAN_PRI_PANAL,PAN_PRD_PANAL,PRI_PRD_PANAL,PAN_PANAL,PRD_PANAL,PT_PVEM_PUP,PT_PVEM_MORENA,PT_PUP_MORENA,PVEM_PUP_MORENA,PT_PVEM,PT_PUP,PT_MORENA,PVEM_PUP,PVEM_MORENA,PUP_MORENA,CC_PAN_PRI_PRD_PANAL,CC_PT_PVEM,CC_PAN_PRI_PRD,CC_PAN_PRI,CC_PRI_PANAL,CC_PVEM_PANAL,CC_PRD_PANAL,CC_PRI_PRD_PANAL,CC_PAN_PRD,CC_PRI_PRD,CC_PAN_PANAL,CC_PAN_PRI_PANAL,CC_PT_PVEM_PUP_MORENA,CI_6,CI_7,CI_8,CI_9,CI_10,CI_11,CI_12,CI_13,CI_14,CI_15,CI_16,CI_17,CI_18,CI_19,CI_20,CI_21,CI_22,CI_23,PAN_PRI_PRD_PANAL,PT_PVEM_PUP_MORENA,MUJER,CC_PAN_PRD_PUP,PAN_PUP,PRD_PUP,CC_PAN_PRD_PANAL,CC_PRD_PUP,CC_PVEM_MORENA_PANAL_FXM,PVEM_MORENA_PANAL,PVEM_MORENA_FXM,PVEM_PANAL_FXM,MORENA_PANAL_FXM,PVEM_FXM,MORENA_PANAL,MORENA_FXM,PANAL_FXM,CC_PVEM_MORENA_PANAL,CC_PVEM_MORENA,CC_PVEM_MORENA_FXM,CC_PVEM_FXM,CC_PT_PUP_PANAL,PT_PANAL,PUP_PANAL,CC_PT_PUP,CC_PT_PANAL,CC_MORENA_PANAL_FXM,CC_MORENA_PANAL,CC_MORENA_FXM,CC_PUP_PANAL_FXM,PUP_FXM,CC_PUP_PANAL,CC_PUP_FXM,CC_PANAL_FXM,PVEM_MORENA_PANAL_FXM,PAN_PRD_PUP,PUP_PANAL_FXM,PT_PUP_PANAL,extra
SAN PEDRO JICAYAN,OAXACA,20312,1485,2024,1287,0,6,244,41,393,NA,NA,960,915,NA,NA,1,69,NA,NA,NA,NA,NA,15,138,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,4,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO JICAYAN,OAXACA,20312,1486,2024,1222,0,4,241,31,337,NA,NA,904,873,NA,NA,2,68,NA,NA,NA,NA,NA,30,155,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,3,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO JICAYAN,OAXACA,20312,1487,2024,1168,0,3,209,58,260,NA,NA,824,789,NA,NA,4,68,NA,NA,NA,NA,NA,52,127,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,3,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO JICAYAN,OAXACA,20312,1488,2024,1040,0,4,250,83,131,NA,NA,768,723,NA,NA,2,53,NA,NA,NA,NA,NA,34,152,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,5,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO JICAYAN,OAXACA,20312,1489,2024,1632,0,3,331,199,42,NA,NA,1102,1051,NA,NA,2,83,NA,NA,NA,NA,NA,76,304,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,6,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO JICAYAN,OAXACA,20312,1490,2024,828,0,1,111,212,48,NA,NA,555,521,NA,NA,1,10,NA,NA,NA,NA,NA,14,122,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO JICAYAN,OAXACA,20312,1491,2024,1125,0,2,210,48,266,NA,NA,811,772,NA,NA,4,83,NA,NA,NA,NA,NA,21,134,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20318,1498,2024,3061,84,574,12,767,93,NA,NA,2113,4100,NA,NA,0,3,NA,NA,NA,NA,NA,0,482,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,8,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,9,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20319,1498,2024,3061,84,574,12,767,93,NA,NA,2113,4100,NA,NA,0,3,NA,NA,NA,NA,NA,0,482,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,8,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,9,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20318,1499,2024,3137,45,595,19,795,59,NA,NA,2113,4084,NA,NA,0,4,NA,NA,NA,NA,NA,0,464,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,18,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,15,0,NA,1,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20319,1499,2024,3137,45,595,19,795,59,NA,NA,2113,4084,NA,NA,0,4,NA,NA,NA,NA,NA,0,464,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,18,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,15,0,NA,1,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20318,1500,2024,2223,53,258,24,237,82,NA,NA,1319,2524,NA,NA,0,7,NA,NA,NA,NA,NA,0,537,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,23,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,9,0,NA,1,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20319,1500,2024,2223,53,258,24,237,82,NA,NA,1319,2524,NA,NA,0,7,NA,NA,NA,NA,NA,0,537,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,23,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,9,0,NA,1,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20318,1501,2024,2049,59,252,14,199,99,NA,NA,1201,2292,NA,NA,0,6,NA,NA,NA,NA,NA,0,475,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,10,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,6,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20319,1501,2024,2049,59,252,14,199,99,NA,NA,1201,2292,NA,NA,0,6,NA,NA,NA,NA,NA,0,475,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,10,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,6,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20318,1502,2024,1800,50,205,15,171,87,NA,NA,1001,1900,NA,NA,0,7,NA,NA,NA,NA,NA,0,374,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,14,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,10,0,NA,1,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20319,1502,2024,1800,50,205,15,171,87,NA,NA,1001,1900,NA,NA,0,7,NA,NA,NA,NA,NA,0,374,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,14,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,10,0,NA,1,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20318,1504,2024,1038,84,125,7,52,60,NA,NA,581,1138,NA,NA,0,6,NA,NA,NA,NA,NA,0,190,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,11,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20319,1504,2024,1038,84,125,7,52,60,NA,NA,581,1138,NA,NA,0,6,NA,NA,NA,NA,NA,0,190,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,11,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20318,1505,2024,3892,99,337,35,247,334,NA,NA,2047,3916,NA,NA,0,31,NA,NA,NA,NA,NA,0,774,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,19,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,22,0,NA,6,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20319,1505,2024,3892,99,337,35,247,334,NA,NA,2047,3916,NA,NA,0,31,NA,NA,NA,NA,NA,0,774,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,19,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,22,0,NA,6,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20318,1506,2024,2270,60,224,15,120,246,NA,NA,1255,2408,NA,NA,0,20,NA,NA,NA,NA,NA,0,449,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,19,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,13,0,NA,6,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20319,1506,2024,2270,60,224,15,120,246,NA,NA,1255,2408,NA,NA,0,20,NA,NA,NA,NA,NA,0,449,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,19,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,13,0,NA,6,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20318,1507,2024,1566,49,150,12,118,145,NA,NA,886,1708,NA,NA,0,26,NA,NA,NA,NA,NA,0,317,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,9,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,2,0,NA,5,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20319,1507,2024,1566,49,150,12,118,145,NA,NA,886,1708,NA,NA,0,26,NA,NA,NA,NA,NA,0,317,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,9,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,2,0,NA,5,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20318,1508,2024,869,15,183,4,169,21,NA,NA,584,1128,NA,NA,0,2,NA,NA,NA,NA,NA,0,150,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,9,0,NA,2,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20319,1508,2024,869,15,183,4,169,21,NA,NA,584,1128,NA,NA,0,2,NA,NA,NA,NA,NA,0,150,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,9,0,NA,2,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20318,1509,2024,2144,32,150,14,189,131,NA,NA,967,1796,NA,NA,0,8,NA,NA,NA,NA,NA,0,351,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,8,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,4,0,NA,1,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20319,1509,2024,2144,32,150,14,189,131,NA,NA,967,1796,NA,NA,0,8,NA,NA,NA,NA,NA,0,351,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,8,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,4,0,NA,1,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20318,1510,2024,3224,103,350,28,255,224,NA,NA,1846,3564,NA,NA,0,24,NA,NA,NA,NA,NA,0,715,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,23,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,26,0,NA,4,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20319,1510,2024,3224,103,350,28,255,224,NA,NA,1846,3564,NA,NA,0,24,NA,NA,NA,NA,NA,0,715,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,23,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,26,0,NA,4,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20318,2544,2024,2651,41,167,14,230,188,NA,NA,1255,2378,NA,NA,0,17,NA,NA,NA,NA,NA,0,496,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,11,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,7,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20319,2544,2024,2651,41,167,14,230,188,NA,NA,1255,2378,NA,NA,0,17,NA,NA,NA,NA,NA,0,496,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,11,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,7,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20318,2545,2024,2249,39,180,14,216,95,NA,NA,1088,2070,NA,NA,0,6,NA,NA,NA,NA,NA,0,433,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,12,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,15,0,NA,1,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20319,2545,2024,2249,39,180,14,216,95,NA,NA,1088,2070,NA,NA,0,6,NA,NA,NA,NA,NA,0,433,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,12,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,15,0,NA,1,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20318,2546,2024,1822,68,148,15,189,108,NA,NA,1051,2056,NA,NA,0,14,NA,NA,NA,NA,NA,0,451,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,13,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,4,0,NA,1,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SAN PEDRO MIXTEPEC,OAXACA,20319,2546,2024,1822,68,148,15,189,108,NA,NA,1051,2056,NA,NA,0,14,NA,NA,NA,NA,NA,0,451,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,13,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,4,0,NA,1,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
