id_entidad_electoral,fecha_jornada,id_cargo,nombre_cargo,id_estado,id_distrito,id_casilla,tipo_casilla,descripcion,ext_contigua,id_municipio,nombre_municipio,lista_nominal,estatus_casilla,descripcion,resultados_obtenidos,tipo_urna,descripcion,seccion,PAN,PRI,PC,PRD,PT,PVEM,Nulos,Total
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,30,IXMIQUILPAN,527,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,593,3,81,2,116,0,0,4,206
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,30,IXMIQUILPAN,438,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,601,8,121,0,146,0,0,2,277
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,31,JACALA DE LEDEZMA,567,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,608,0,316,0,24,0,0,8,348
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,31,JACALA DE LEDEZMA,512,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,614,0,200,0,22,0,0,33,255
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,31,JACALA DE LEDEZMA,76,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,624,0,27,0,8,0,0,4,39
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,31,JACALA DE LEDEZMA,323,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,629,0,124,0,37,0,0,22,183
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,32,JALTOCAN,591,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,631,55,297,5,3,4,0,17,381
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,34,LA MISION,609,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,649,0,213,0,100,0,0,10,323
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,35,LOLOTLA,524,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,657,68,286,0,9,0,2,16,381
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,35,LOLOTLA,548,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,661,147,186,0,2,0,7,41,383
13,10/11/1996,12,Ayuntamientos,13,0,1,C,Contigua,0,36,METEPEC,564,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,665,36,281,0,7,0,0,16,340
13,10/11/1996,12,Ayuntamientos,13,0,1,C,Contigua,0,36,METEPEC,657,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,668,171,162,0,29,0,0,17,379
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,37,METZTITLAN,473,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,675,0,88,0,196,0,0,10,294
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,37,METZTITLAN,467,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,679,0,165,0,35,0,0,6,206
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,37,METZTITLAN,127,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,682,0,38,0,60,0,0,2,100
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,37,METZTITLAN,207,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,683,0,82,0,22,0,0,8,112
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,37,METZTITLAN,343,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,684,0,179,0,61,0,0,4,244
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,37,METZTITLAN,238,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,687,0,121,0,26,0,0,13,160
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,38,MINERAL DEL CHICO,451,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,700,0,184,0,65,0,0,27,276
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,38,MINERAL DEL CHICO,199,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,702,0,59,0,33,0,0,39,131
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,38,MINERAL DEL CHICO,69,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,709,0,54,0,4,0,0,1,59
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,38,MINERAL DEL CHICO,396,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,712,0,142,0,64,0,0,68,274
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,39,MINERAL DEL MONTE,588,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,720,0,156,0,98,0,0,17,271
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,39,MINERAL DEL MONTE,476,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,723,0,164,0,86,0,0,17,267
13,10/11/1996,12,Ayuntamientos,13,0,1,C,Contigua,0,40,MINERAL DE LA REFORMA,553,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,728,89,104,8,21,0,0,28,250
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,40,MINERAL DE LA REFORMA,451,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,730,101,70,1,26,0,0,32,230
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,45,OMITLAN DE JUAREZ,240,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,814,0,87,0,68,0,0,7,162
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,47,PACHUCA DE SOTO,623,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,841,85,143,1,32,5,8,9,283
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,47,PACHUCA DE SOTO,739,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,842,107,154,1,49,13,8,12,344
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,47,PACHUCA DE SOTO,688,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,848,83,132,7,49,10,12,25,318
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,47,PACHUCA DE SOTO,470,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,851,83,100,1,38,1,10,6,239
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,47,PACHUCA DE SOTO,452,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,852,60,103,3,21,14,5,3,209
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,47,PACHUCA DE SOTO,673,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,854,95,123,0,43,7,12,12,292
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,47,PACHUCA DE SOTO,704,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,855,103,116,5,35,12,11,10,292
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,47,PACHUCA DE SOTO,743,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,865,87,139,6,55,6,11,10,314
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,47,PACHUCA DE SOTO,643,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,867,90,129,2,33,5,6,9,274
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,47,PACHUCA DE SOTO,714,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,870,82,145,2,44,3,7,21,304
13,10/11/1996,12,Ayuntamientos,13,0,1,C,Contigua,0,47,PACHUCA DE SOTO,691,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,880,62,115,11,35,21,14,15,273
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,47,PACHUCA DE SOTO,671,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,884,130,150,4,76,8,7,7,382
13,10/11/1996,12,Ayuntamientos,13,0,1,C,Contigua,0,47,PACHUCA DE SOTO,472,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,885,69,105,3,37,3,10,13,240
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,47,PACHUCA DE SOTO,620,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,892,80,175,1,38,3,16,6,319
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,47,PACHUCA DE SOTO,402,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,893,54,105,2,29,1,6,3,200
13,10/11/1996,12,Ayuntamientos,13,0,1,C,Contigua,0,47,PACHUCA DE SOTO,438,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,895,61,121,2,24,8,8,5,229
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,47,PACHUCA DE SOTO,545,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,897,80,89,5,30,9,7,9,229
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,47,PACHUCA DE SOTO,553,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,898,82,85,3,43,6,4,11,234
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,47,PACHUCA DE SOTO,655,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,905,90,136,6,59,6,5,12,314
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,47,PACHUCA DE SOTO,612,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,906,103,146,4,65,0,10,11,339
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,47,PACHUCA DE SOTO,395,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,907,34,107,0,54,2,5,7,209
13,10/11/1996,12,Ayuntamientos,13,0,1,C,Contigua,0,47,PACHUCA DE SOTO,587,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,918,79,89,1,39,7,7,5,227
13,10/11/1996,12,Ayuntamientos,13,0,1,C,Contigua,0,47,PACHUCA DE SOTO,478,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,925,82,86,2,27,7,10,3,217
13,10/11/1996,12,Ayuntamientos,13,0,1,C,Contigua,0,47,PACHUCA DE SOTO,698,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,932,96,98,5,28,16,10,10,263
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,47,PACHUCA DE SOTO,638,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,938,78,102,1,30,6,9,16,242
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,47,PACHUCA DE SOTO,350,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,944,44,82,0,35,5,3,5,174
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,47,PACHUCA DE SOTO,666,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,947,94,118,0,51,6,16,6,291
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,47,PACHUCA DE SOTO,682,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,957,83,167,1,48,12,16,11,338
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,47,PACHUCA DE SOTO,604,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,960,53,182,5,28,9,11,18,306
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,48,PISAFLORES,354,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,978,0,147,0,20,0,0,2,169
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,48,PISAFLORES,139,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,979,0,96,0,3,0,0,1,100
13,10/11/1996,12,Ayuntamientos,13,0,1,C,Contigua,0,49,PROGRESO DE OBREGON,450,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,984,40,145,0,65,1,0,4,255
13,10/11/1996,12,Ayuntamientos,13,0,1,C,Contigua,0,49,PROGRESO DE OBREGON,447,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,985,48,154,0,69,2,0,7,280
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,49,PROGRESO DE OBREGON,436,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,992,66,113,0,47,3,0,5,234
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,50,SAN AGUSTIN METZQUITITLAN,111,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,998,16,53,0,11,0,0,0,80
13,10/11/1996,12,Ayuntamientos,13,0,1,C,Contigua,0,40,MINERAL DE LA REFORMA,478,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,737,28,140,1,40,0,0,11,220
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,41,MIXQUIAHUALA DE JUAREZ,592,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,757,10,108,0,123,0,0,12,253
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,41,MIXQUIAHUALA DE JUAREZ,531,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,761,13,105,0,107,0,5,4,234
13,10/11/1996,12,Ayuntamientos,13,0,1,C,Contigua,0,42,MOLANGO DE ESCAMILLA,496,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,766,12,204,0,6,2,0,13,237
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,42,MOLANGO DE ESCAMILLA,258,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,767,0,227,0,0,0,0,0,227
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,42,MOLANGO DE ESCAMILLA,162,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,777,5,76,0,3,1,0,4,89
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,43,NICOLAS FLORES,202,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,788,0,108,0,23,0,0,14,145
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,43,NICOLAS FLORES,55,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,794,0,43,0,4,0,0,2,49
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,43,NICOLAS FLORES,73,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,798,0,28,0,28,0,0,1,57
13,10/11/1996,12,Ayuntamientos,13,0,1,C,Contigua,0,44,NOPALA DE VILLAGRAN,612,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,803,28,193,0,91,0,0,14,326
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,44,NOPALA DE VILLAGRAN,568,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,805,10,226,0,47,2,0,5,290
13,10/11/1996,12,Ayuntamientos,13,0,1,C,Contigua,0,28,HUEJUTLA DE REYES,384,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,483,76,121,2,4,2,0,14,219
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,28,HUEJUTLA DE REYES,552,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,486,109,179,4,8,5,3,28,336
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,28,HUEJUTLA DE REYES,537,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,494,124,124,2,3,1,0,31,285
13,10/11/1996,12,Ayuntamientos,13,0,1,C,Contigua,0,28,HUEJUTLA DE REYES,507,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,499,0,0,0,0,0,0,0,0
13,10/11/1996,12,Ayuntamientos,13,0,1,C,Contigua,0,28,HUEJUTLA DE REYES,451,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,500,71,118,5,9,2,1,17,223
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,29,HUICHAPAN,270,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,516,8,115,0,30,0,0,15,168
13,10/11/1996,12,Ayuntamientos,13,0,1,C,Contigua,0,29,HUICHAPAN,454,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,523,26,117,0,44,0,0,25,212
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,29,HUICHAPAN,407,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,531,29,120,0,31,0,0,10,190
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,29,HUICHAPAN,623,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,537,30,313,0,21,0,0,10,374
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,29,HUICHAPAN,440,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,540,37,116,0,1,0,0,9,163
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,54,SAN SALVADOR,453,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1076,17,141,0,110,4,0,5,277
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,54,SAN SALVADOR,744,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1078,9,198,2,88,3,0,2,302
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,55,SANTIAGO DE ANAYA,203,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1103,3,43,0,41,0,0,4,91
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,55,SANTIAGO DE ANAYA,287,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1108,6,59,0,44,0,0,1,110
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,56,SANTIAGO TULANTEPEC DE LUGO GU,665,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1110,103,170,0,6,8,0,11,298
13,10/11/1996,12,Ayuntamientos,13,0,1,C,Contigua,0,56,SANTIAGO TULANTEPEC DE LUGO GU,537,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1113,158,115,1,3,14,0,5,296
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,56,SANTIAGO TULANTEPEC DE LUGO GU,568,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1117,129,181,1,5,10,0,5,331
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,57,SINGUILUCAN,750,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1121,0,281,0,8,113,0,21,423
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,58,TASQUILLO,494,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1138,0,100,0,172,0,0,7,279
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,58,TASQUILLO,282,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1145,0,78,1,70,0,0,8,157
13,10/11/1996,12,Ayuntamientos,13,0,1,C,Contigua,0,58,TASQUILLO,501,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1151,0,206,3,70,0,0,10,289
13,10/11/1996,12,Ayuntamientos,13,0,1,C,Contigua,0,59,TECOZAUTLA,722,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1153,137,149,0,46,9,0,7,348
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,59,TECOZAUTLA,387,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1154,24,101,0,69,14,0,16,224
13,10/11/1996,12,Ayuntamientos,13,0,1,C,Contigua,0,59,TECOZAUTLA,498,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1159,5,170,0,35,1,0,39,250
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,59,TECOZAUTLA,404,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1161,20,136,0,24,1,0,12,193
13,10/11/1996,12,Ayuntamientos,13,0,1,C,Contigua,0,59,TECOZAUTLA,404,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1161,24,138,0,35,1,0,10,208
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,61,TEPEAPULCO,404,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1195,11,96,0,55,0,3,9,174
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,61,TEPEAPULCO,528,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1208,14,118,2,83,0,5,17,239
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,61,TEPEAPULCO,388,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1213,18,58,2,73,0,4,3,158
13,10/11/1996,12,Ayuntamientos,13,0,1,C,Contigua,0,61,TEPEAPULCO,388,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1213,20,64,0,65,0,3,8,160
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,61,TEPEAPULCO,580,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1219,24,80,3,106,0,7,15,235
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,61,TEPEAPULCO,533,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1221,45,83,1,81,0,12,11,233
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,62,TEPEHUACAN DE GUERRERO,434,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1229,27,187,0,71,0,0,13,298
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,62,TEPEHUACAN DE GUERRERO,247,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1233,3,105,0,63,0,0,4,175
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,66,TEZONTEPEC DE ALDAMA,557,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1313,0,115,0,284,0,0,3,402
13,10/11/1996,12,Ayuntamientos,13,0,1,C,Contigua,0,66,TEZONTEPEC DE ALDAMA,636,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1319,0,396,0,88,0,0,3,487
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,66,TEZONTEPEC DE ALDAMA,625,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1326,0,135,0,201,0,0,15,351
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,66,TEZONTEPEC DE ALDAMA,717,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1327,0,135,0,281,0,0,5,421
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,66,TEZONTEPEC DE ALDAMA,522,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1328,0,112,0,190,0,0,10,312
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,67,TIANGUISTENGO,661,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1333,72,230,4,22,0,1,17,346
13,10/11/1996,12,Ayuntamientos,13,0,1,B,Basica,0,67,TIANGUISTENGO,621,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1334,85,182,5,11,0,0,8,291
