Nombre,ListadoNominal,Casilla,TipoCasilla,PAN,PRI,PRD,PT,PVEM,PC,Alternativa,Validos,Nulos,Totales
ACAXOCHITLÁN,279,18,B,42,27,15,0,6,3,0,93,13,106
ACAXOCHITLÁN,738,19,B,159,146,5,0,3,44,0,357,0,357
ACAXOCHITLÁN,602,20,B,78,71,24,0,23,6,0,202,27,229
ACAXOCHITLÁN,603,20,C1,74,78,30,0,25,10,0,217,18,235
ACAXOCHITLÁN,581,21,B,65,84,15,0,14,2,0,180,18,198
ACAXOCHITLÁN,581,21,C1,65,65,14,0,23,9,0,176,14,190
ACAXOCHITLÁN,654,22,B,14,118,50,0,107,14,0,303,13,316
ACAXOCHITLÁN,654,22,C1,11,96,50,0,143,20,0,320,17,337
ACAXOCHITLÁN,549,23,B,41,169,22,0,31,14,0,277,14,291
ACAXOCHITLÁN,549,23,C1,48,158,16,0,40,12,0,274,10,284
ACAXOCHITLÁN,550,23,C2,25,123,18,0,59,21,0,246,24,270
ACAXOCHITLÁN,609,24,B,71,145,40,0,51,7,0,314,8,322
ACAXOCHITLÁN,610,24,C1,63,128,52,0,39,6,0,288,6,294
ACAXOCHITLÁN,610,24,C2,75,122,52,0,32,10,0,291,13,304
ACAXOCHITLÁN,620,25,B,73,116,33,0,16,35,0,273,7,280
ACAXOCHITLÁN,620,25,C1,95,92,42,0,26,32,0,287,8,295
ACAXOCHITLÁN,694,26,B,83,152,29,0,26,13,0,303,0,303
ACAXOCHITLÁN,685,27,B,179,171,32,0,23,4,0,409,12,421
ACAXOCHITLÁN,685,27,C1,210,144,46,0,25,3,0,428,22,450
ACAXOCHITLÁN,686,27,C2,,,,,,,,,,
ACAXOCHITLÁN,739,28,B,136,115,29,0,67,19,0,366,22,388
ACAXOCHITLÁN,630,29,B,149,54,165,0,8,10,0,386,19,405
ACAXOCHITLÁN,630,29,C1,131,94,120,0,14,9,0,368,18,386
ACAXOCHITLÁN,525,30,B,205,45,29,0,13,6,0,298,26,324
ACAXOCHITLÁN,525,30,C1,160,46,25,0,19,3,0,253,20,273
ACAXOCHITLÁN,526,30,C2,183,37,32,0,21,9,0,282,24,306
ACAXOCHITLÁN,539,31,B,171,47,11,0,11,6,0,246,29,275
ACAXOCHITLÁN,540,31,C1,159,36,7,0,14,11,0,227,47,274
ACAXOCHITLÁN,645,32,B,130,76,33,0,27,18,0,284,360,644
ACAXOCHITLÁN,646,32,C1,114,99,35,0,45,27,0,320,326,646
ACAXOCHITLÁN,386,33,B,86,95,5,0,6,5,0,197,9,206
ACAXOCHITLÁN,387,33,C1,68,107,12,0,6,7,0,200,11,211
ACTOPAN,641,34,B,17,141,127,3,0,0,0,288,2,290
ACTOPAN,641,34,C1,8,111,154,1,0,0,0,274,7,281
ACTOPAN,642,34,C2,5,90,149,5,0,0,0,249,2,251
ACTOPAN,642,34,C3,9,120,126,3,0,0,0,258,4,262
ACTOPAN,501,35,B,10,89,104,4,0,0,0,207,7,214
ACTOPAN,501,35,C1,3,77,113,2,0,0,0,195,5,200
ACTOPAN,501,35,C2,7,77,115,4,0,0,0,203,3,206
ACTOPAN,493,36,B,9,109,76,9,0,0,0,203,0,203
ACTOPAN,494,36,C1,4,111,89,4,0,0,0,208,0,208
ACTOPAN,557,37,B,19,89,115,3,0,0,0,226,5,231
ACTOPAN,557,37,C1,11,80,128,3,0,0,0,222,7,229
ACTOPAN,558,37,C2,14,117,132,4,0,0,0,267,7,274
ACTOPAN,649,38,B,8,154,108,2,0,0,0,272,7,279
ACTOPAN,649,38,C1,11,155,146,2,0,0,0,314,8,322
ACTOPAN,579,39,B,13,123,143,2,0,0,0,281,0,281
ACTOPAN,580,39,C1,11,118,129,9,0,0,0,267,5,272
ACTOPAN,580,39,C2,10,122,140,8,0,0,0,280,4,284
ACTOPAN,639,40,B,16,125,123,6,0,0,0,270,3,273
ACTOPAN,640,40,C1,15,136,152,13,0,0,0,316,5,321
ACTOPAN,640,40,C2,19,126,140,3,0,0,0,288,8,296
ACTOPAN,512,41,B,8,92,84,9,0,0,0,193,7,200
ACTOPAN,513,41,C1,7,79,108,2,0,0,0,196,5,201
ACTOPAN,461,42,B,9,108,80,2,0,0,0,199,5,204
ACTOPAN,462,42,C1,10,74,91,4,0,0,0,179,3,182
ACTOPAN,633,43,B,10,159,133,13,0,0,0,315,4,319
ACTOPAN,633,43,C1,9,138,133,7,0,0,0,287,2,289
ACTOPAN,596,44,B,20,168,117,5,0,0,0,310,7,317
ACTOPAN,597,44,C1,7,146,135,2,0,0,0,290,5,295
ACTOPAN,597,44,C2,12,133,114,7,0,0,0,266,0,266
ACTOPAN,601,45,B,11,157,114,8,0,0,0,290,5,295
ACTOPAN,602,45,C1,12,162,129,8,0,0,0,311,9,320
ACTOPAN,646,46,B,9,143,146,6,0,0,0,304,5,309
ACTOPAN,646,46,C1,10,155,124,3,0,0,0,292,10,302
ACTOPAN,557,47,B,12,110,102,5,0,0,0,229,5,234
ACTOPAN,558,47,C1,11,119,114,4,0,0,0,248,5,253
ACTOPAN,245,48,B,0,57,82,1,0,0,0,140,9,149
ACTOPAN,244,49,B,4,67,27,1,0,0,0,99,1,100
ACTOPAN,102,50,B,0,41,4,0,0,0,0,45,2,47
ACTOPAN,248,51,B,2,85,20,1,0,0,0,108,4,112
ACTOPAN,414,52,B,2,94,55,2,0,0,0,153,1,154
ACTOPAN,415,52,C1,2,106,49,3,0,0,0,160,11,171
ACTOPAN,397,53,B,4,108,94,2,0,0,0,208,4,212
ACTOPAN,537,54,B,3,72,82,2,0,0,0,159,5,164
ACTOPAN,537,54,C1,3,65,70,3,0,0,0,141,3,144
ACTOPAN,508,55,B,10,196,83,2,0,0,0,291,9,300
ACTOPAN,509,55,C1,5,188,97,3,0,0,0,293,4,297
ACTOPAN,281,56,B,4,54,114,4,0,0,0,176,4,180
ACTOPAN,664,57,B,1,202,67,6,0,0,0,276,12,288
ACTOPAN,402,58,B,6,135,64,3,0,0,0,208,21,229
ACTOPAN,473,59,B,7,180,34,2,0,0,0,223,0,223
ACTOPAN,537,60,B,13,87,124,3,0,0,0,227,1,228
ACTOPAN,537,60,C1,12,92,112,3,0,0,0,219,6,225
ACTOPAN,538,60,C2,15,94,113,4,0,0,0,226,5,231
ACTOPAN,539,61,B,19,110,103,3,0,0,0,235,0,235
ACTOPAN,566,62,B,4,124,109,5,0,0,0,242,6,248
ACTOPAN,566,62,C1,4,120,94,5,0,0,0,223,0,223
ACTOPAN,567,62,C2,9,140,95,4,0,0,0,248,11,259
ACTOPAN,334,63,B,3,93,86,2,0,0,0,184,0,184
ACTOPAN,529,64,B,2,94,250,1,0,0,0,347,4,351
ACTOPAN,529,65,B,3,128,93,2,0,0,0,226,5,231
ACTOPAN,529,65,C1,3,90,114,1,0,0,0,208,4,212
ACTOPAN,530,65,C2,3,100,112,2,0,0,0,217,16,233
ACTOPAN,521,66,B,3,125,107,3,0,0,0,238,5,243
ACTOPAN,521,66,C1,5,100,127,1,0,0,0,233,0,233
ACTOPAN,609,67,B,5,178,153,5,0,0,0,341,6,347
ACTOPAN,610,67,C1,5,183,166,3,0,0,0,357,7,364
ACTOPAN,587,68,B,8,181,147,0,0,0,0,336,5,341
ACTOPAN,587,68,C1,7,143,163,0,0,0,0,313,5,318
AGUA BLANCA DE ITURBIDE,563,69,B,186,163,32,0,0,0,0,381,5,386
AGUA BLANCA DE ITURBIDE,564,69,C1,178,176,28,0,0,0,0,382,10,392
AGUA BLANCA DE ITURBIDE,564,69,C2,201,163,37,0,0,0,0,401,0,401
AGUA BLANCA DE ITURBIDE,283,70,B,119,39,23,0,0,0,0,181,5,186
AGUA BLANCA DE ITURBIDE,131,71,B,42,23,15,0,0,0,0,80,3,83
AGUA BLANCA DE ITURBIDE,425,72,B,113,140,24,0,0,0,0,277,11,288
AGUA BLANCA DE ITURBIDE,297,73,B,114,38,36,0,0,0,0,188,8,196
AGUA BLANCA DE ITURBIDE,311,74,B,136,73,6,0,0,0,0,215,4,219
AGUA BLANCA DE ITURBIDE,125,75,B,64,21,3,0,0,0,0,88,8,96
AGUA BLANCA DE ITURBIDE,146,76,B,37,53,2,0,0,0,0,92,3,95
AGUA BLANCA DE ITURBIDE,688,77,B,231,212,18,0,0,0,0,461,22,483
AGUA BLANCA DE ITURBIDE,656,78,B,264,115,51,0,0,0,0,430,10,440
AGUA BLANCA DE ITURBIDE,528,79,B,267,42,47,0,0,0,0,356,2,358
AGUA BLANCA DE ITURBIDE,421,80,B,193,57,33,0,0,0,0,283,2,285
AJACUBA,559,81,B,41,200,88,16,0,0,0,345,4,349
AJACUBA,560,81,C1,36,275,67,3,0,0,0,381,7,388
AJACUBA,697,82,B,44,238,100,9,0,0,0,391,5,396
AJACUBA,698,82,C1,47,253,118,8,0,0,0,426,8,434
AJACUBA,535,83,B,27,176,83,2,0,0,0,288,58,346
AJACUBA,535,83,C1,30,255,57,3,0,0,0,345,8,353
AJACUBA,542,84,B,19,244,94,5,0,0,0,362,21,383
AJACUBA,542,84,C1,34,219,87,6,0,0,0,346,4,350
AJACUBA,584,85,B,33,40,253,4,0,0,0,330,9,339
AJACUBA,584,85,C1,48,41,287,6,0,0,0,382,3,385
AJACUBA,544,86,B,48,69,144,12,0,0,0,273,5,278
AJACUBA,544,86,C1,21,64,148,26,0,0,0,259,10,269
AJACUBA,544,86,C2,31,54,153,29,0,0,0,267,3,270
AJACUBA,189,87,B,3,30,87,0,0,0,0,120,1,121
AJACUBA,526,88,B,79,45,186,4,0,0,0,314,4,318
AJACUBA,527,88,C1,88,36,207,0,0,0,0,331,3,334
AJACUBA,527,88,C2,87,35,193,6,0,0,0,321,1,322
AJACUBA,507,89,B,77,42,179,12,0,0,0,310,5,315
AJACUBA,508,89,C1,81,44,172,4,0,0,0,301,2,303
AJACUBA,286,90,B,33,35,91,0,0,0,0,159,5,164
AJACUBA,197,91,B,5,83,48,6,0,0,0,142,1,143
ALFAJAYUCAN,669,92,B,59,194,34,5,88,0,8,388,10,398
ALFAJAYUCAN,670,92,C1,65,183,37,7,89,0,15,396,4,400
ALFAJAYUCAN,541,93,B,38,118,25,8,87,0,9,285,0,285
ALFAJAYUCAN,298,94,B,7,53,20,2,57,0,0,139,11,150
ALFAJAYUCAN,404,95,B,3,86,19,1,101,0,5,215,17,232
ALFAJAYUCAN,405,95,C1,6,75,16,1,108,0,4,210,5,215
ALFAJAYUCAN,453,96,B,11,86,78,5,71,0,2,253,0,253
ALFAJAYUCAN,668,97,B,16,96,40,3,125,0,2,282,20,302
ALFAJAYUCAN,302,98,B,4,61,16,8,84,0,2,175,5,180
ALFAJAYUCAN,564,99,B,15,38,151,0,34,0,0,238,248,486
ALFAJAYUCAN,564,99,C1,5,41,135,2,56,0,0,239,0,239
ALFAJAYUCAN,627,100,B,8,56,5,2,207,0,21,299,12,311
ALFAJAYUCAN,429,101,B,7,62,63,2,43,0,4,181,0,181
ALFAJAYUCAN,430,101,C1,11,63,51,1,58,0,2,186,16,202
ALFAJAYUCAN,238,102,B,0,55,64,1,30,0,0,150,2,152
ALFAJAYUCAN,542,103,B,14,75,32,3,120,0,11,255,37,292
ALFAJAYUCAN,542,103,C1,33,86,26,2,102,0,12,261,23,284
ALFAJAYUCAN,613,104,B,22,120,23,2,84,0,16,267,13,280
ALFAJAYUCAN,488,105,B,18,121,34,15,82,0,8,278,5,283
ALFAJAYUCAN,661,106,B,49,127,83,3,79,0,9,350,5,355
ALFAJAYUCAN,483,107,B,50,71,53,0,40,0,8,222,8,230
ALFAJAYUCAN,352,108,B,13,107,22,2,66,0,1,211,10,221
ALFAJAYUCAN,383,109,B,49,92,52,3,27,0,3,226,2,228
ALFAJAYUCAN,246,110,B,8,67,12,1,58,0,1,147,5,152
ALFAJAYUCAN,384,111,B,9,94,30,5,57,0,3,198,9,207
ALFAJAYUCAN,385,111,C1,22,87,38,3,39,0,3,192,0,192
ALFAJAYUCAN,175,112,B,4,35,3,1,50,0,0,93,3,96
ALFAJAYUCAN,263,113,B,2,112,32,3,11,0,1,161,2,163
ALMOLOYA,640,114,B,239,92,0,0,0,0,15,346,13,359
ALMOLOYA,640,114,C1,208,110,2,0,0,0,21,341,9,350
ALMOLOYA,640,114,C2,201,118,1,0,0,0,13,333,12,345
ALMOLOYA,573,115,B,187,110,4,0,0,0,24,325,10,335
ALMOLOYA,574,115,C1,218,126,2,0,0,0,15,361,213,574
ALMOLOYA,203,116,B,28,71,0,0,0,0,3,102,7,109
ALMOLOYA,361,117,B,82,113,0,0,0,0,3,198,10,208
ALMOLOYA,274,118,B,52,57,0,0,0,0,20,129,5,134
ALMOLOYA,391,119,B,156,74,0,0,0,0,18,248,0,248
ALMOLOYA,177,120,B,69,24,0,0,0,0,4,97,1,98
ALMOLOYA,700,121,B,264,127,5,0,0,0,8,404,12,416
ALMOLOYA,599,122,B,228,98,0,0,0,0,13,339,9,348
ALMOLOYA,284,123,B,99,46,0,0,0,0,13,158,1,159
ALMOLOYA,283,124,B,102,64,2,0,0,0,5,173,9,182
ALMOLOYA,317,125,B,57,43,0,0,0,0,73,173,23,196
ALMOLOYA,537,126,B,169,172,2,0,0,0,11,354,11,365
APAN,690,127,B,53,113,83,48,4,15,0,316,6,322
APAN,691,127,C1,50,111,47,71,6,19,0,304,4,308
APAN,691,127,C2,46,120,76,57,3,11,0,313,4,317
APAN,604,128,B,53,131,56,55,6,2,0,303,8,311
APAN,605,128,C1,32,79,52,39,4,2,0,208,0,208
APAN,605,128,C2,47,85,49,55,4,0,0,240,0,240
APAN,605,128,C3,39,96,39,62,3,4,0,243,0,243
APAN,705,129,B,58,124,66,68,8,2,0,326,3,329
APAN,706,129,C1,48,112,71,56,9,9,0,305,10,315
APAN,706,129,C2,64,109,51,71,10,4,0,309,2,311
APAN,654,130,B,70,127,37,72,6,3,0,315,4,319
APAN,655,130,C1,76,106,51,57,12,4,0,306,12,318
APAN,655,130,C2,63,111,53,58,9,4,0,298,4,302
APAN,582,131,B,37,133,48,65,6,1,0,290,2,292
APAN,583,131,C1,47,110,44,62,10,3,0,276,3,279
APAN,505,132,B,40,109,53,62,12,1,0,277,0,277
APAN,505,132,C1,37,122,48,76,3,1,0,287,1,288
APAN,525,133,B,58,108,37,50,11,3,0,267,3,270
APAN,526,133,C1,52,117,40,52,3,6,0,270,1,271
APAN,654,134,B,82,122,49,59,9,2,0,323,6,329
APAN,654,134,C1,64,120,63,65,7,3,0,322,7,329
APAN,655,134,C2,56,110,72,65,8,2,0,313,0,313
APAN,726,135,B,84,92,103,58,11,3,0,351,6,357
APAN,726,135,C1,46,129,115,64,5,0,0,359,6,365
APAN,535,136,B,36,105,67,55,10,1,0,274,0,274
APAN,536,136,C1,41,108,54,51,7,3,0,264,0,264
APAN,536,136,C2,43,132,58,55,3,1,0,292,4,296
APAN,742,137,B,40,118,80,110,6,5,0,359,11,370
APAN,742,137,C1,40,107,80,108,12,11,0,358,6,364
APAN,402,138,B,17,90,33,46,1,2,0,189,3,192
APAN,402,138,C1,23,110,25,39,2,3,0,202,2,204
APAN,504,139,B,8,117,71,35,3,2,0,236,4,240
APAN,275,140,B,0,87,56,10,2,1,0,156,0,156
APAN,267,141,B,10,38,65,16,6,0,0,135,4,139
APAN,421,142,B,10,75,79,35,5,3,0,207,13,220
APAN,717,143,B,47,134,61,128,8,2,0,380,6,386
APAN,718,143,C1,54,137,52,117,14,2,0,376,0,376
APAN,542,144,B,20,111,104,40,9,6,0,290,7,297
APAN,386,145,B,36,51,52,37,0,0,0,176,210,386
APAN,386,145,C1,29,77,67,35,1,0,0,209,0,209
APAN,606,146,B,45,135,23,71,5,2,0,281,4,285
APAN,607,146,C1,47,131,43,76,6,2,0,305,6,311
APAN,529,147,B,15,76,16,69,9,2,0,187,0,187
APAN,529,147,C1,22,116,10,51,2,0,0,201,3,204
APAN,489,148,B,17,88,22,42,2,1,0,172,16,188
APAN,489,148,C1,26,70,27,46,0,1,0,170,319,489
APAN,213,149,B,33,79,5,20,1,0,0,138,1,139
APAN,529,150,B,21,58,18,108,2,5,0,212,57,269
APAN,665,151,B,47,53,20,79,12,2,0,213,15,228
ATITALAQUIA,589,152,B,109,102,55,0,0,22,12,300,0,300
ATITALAQUIA,589,152,C1,119,122,38,0,0,24,9,312,3,315
ATITALAQUIA,590,152,C2,101,125,42,0,0,16,5,289,7,296
ATITALAQUIA,702,153,B,151,86,44,0,0,43,12,336,9,345
ATITALAQUIA,702,153,C1,147,100,41,0,0,49,7,344,6,350
ATITALAQUIA,703,153,C2,163,102,47,0,0,40,9,361,12,373
ATITALAQUIA,715,154,B,151,96,150,0,0,33,5,435,33,468
ATITALAQUIA,715,154,C1,,,,,,,,,,
ATITALAQUIA,583,155,B,90,111,53,0,1,74,2,331,5,336
ATITALAQUIA,583,155,C1,105,133,46,0,0,74,1,359,0,359
ATITALAQUIA,729,156,B,149,159,26,0,0,115,4,453,15,468
ATITALAQUIA,730,156,C1,145,196,23,0,0,103,5,472,20,492
ATITALAQUIA,654,157,B,131,81,73,0,0,47,6,338,10,348
ATITALAQUIA,654,157,C1,132,120,46,3,0,42,6,349,3,352
ATITALAQUIA,655,157,C2,131,111,69,0,0,34,4,349,5,354
ATITALAQUIA,559,158,B,110,106,20,0,0,21,8,265,0,265
ATITALAQUIA,559,158,C1,115,138,22,0,0,17,2,294,7,301
ATITALAQUIA,559,158,C2,134,129,18,0,0,17,7,305,7,312
ATITALAQUIA,442,159,B,37,116,32,0,0,8,1,194,4,198
ATITALAQUIA,443,159,C1,28,109,50,0,0,2,0,189,4,193
ATITALAQUIA,731,160,B,79,110,117,0,0,8,2,316,8,324
ATITALAQUIA,605,161,B,95,94,85,0,0,40,5,319,10,329
ATITALAQUIA,605,161,C1,103,106,59,0,0,50,7,325,21,346
ATITALAQUIA,605,161,C2,110,140,52,0,0,42,4,348,0,348
ATLAPEXCO,511,162,B,41,207,69,5,28,0,0,350,11,361
ATLAPEXCO,511,162,C1,39,210,64,2,30,0,0,345,44,389
ATLAPEXCO,512,162,C2,47,196,83,5,59,0,0,390,10,400
ATLAPEXCO,416,163,B,6,115,6,109,38,0,0,274,29,303
ATLAPEXCO,416,163,C1,3,141,5,91,42,0,0,282,7,289
ATLAPEXCO,307,164,B,4,77,6,2,129,0,0,218,2,220
ATLAPEXCO,526,165,B,34,143,84,21,71,0,0,353,16,369
ATLAPEXCO,526,165,C1,21,142,61,25,112,0,0,361,20,381
ATLAPEXCO,387,166,B,146,86,38,7,8,0,0,285,2,287
ATLAPEXCO,388,166,C1,116,105,29,8,5,0,0,263,0,263
ATLAPEXCO,362,167,B,184,66,17,15,7,0,0,289,14,303
ATLAPEXCO,426,168,B,238,55,34,2,5,0,0,334,16,350
ATLAPEXCO,502,169,B,55,138,170,10,4,0,0,377,10,387
ATLAPEXCO,502,169,C1,75,134,167,5,1,0,0,382,13,395
ATLAPEXCO,719,170,B,94,294,90,7,5,0,0,490,0,490
ATLAPEXCO,575,171,B,29,160,52,36,84,0,0,361,34,395
ATLAPEXCO,575,171,C1,22,172,45,27,111,0,0,377,15,392
ATLAPEXCO,440,172,B,20,130,97,7,11,0,0,265,22,287
ATLAPEXCO,420,173,B,9,97,132,9,28,0,0,275,0,275
ATLAPEXCO,451,174,B,44,189,24,7,26,0,0,290,0,290
ATLAPEXCO,541,175,B,49,180,103,28,26,0,0,386,18,404
ATLAPEXCO,396,176,B,24,69,79,10,67,0,0,249,40,289
ATLAPEXCO,397,176,C1,30,85,95,6,55,0,0,271,31,302
ATLAPEXCO,414,177,B,26,129,19,33,103,0,0,310,13,323
ATLAPEXCO,415,177,C1,38,103,15,27,117,0,0,300,15,315
ATOTONILCO EL GRANDE,552,178,B,172,98,9,0,0,0,0,279,4,283
ATOTONILCO EL GRANDE,552,178,C1,166,98,7,0,0,0,0,271,0,271
ATOTONILCO EL GRANDE,552,178,C2,150,124,7,0,0,0,0,281,5,286
ATOTONILCO EL GRANDE,512,179,B,153,142,5,0,0,0,0,300,5,305
ATOTONILCO EL GRANDE,513,179,C1,152,135,8,0,0,0,0,295,2,297
ATOTONILCO EL GRANDE,513,179,C2,163,123,6,0,0,0,0,292,2,294
ATOTONILCO EL GRANDE,608,180,B,187,168,9,0,0,0,0,364,6,370
ATOTONILCO EL GRANDE,609,180,C1,180,154,16,0,0,0,0,350,6,356
ATOTONILCO EL GRANDE,477,181,B,160,110,6,0,0,0,0,276,1,277
ATOTONILCO EL GRANDE,477,181,C1,183,87,8,0,0,0,0,278,3,281
ATOTONILCO EL GRANDE,190,182,B,96,19,2,0,0,0,0,117,0,117
ATOTONILCO EL GRANDE,391,183,B,57,92,2,0,0,0,0,151,10,161
ATOTONILCO EL GRANDE,527,184,B,158,70,1,0,0,0,0,229,31,260
ATOTONILCO EL GRANDE,233,185,B,51,35,1,0,0,0,0,87,3,90
ATOTONILCO EL GRANDE,516,186,B,132,95,2,0,0,0,0,229,38,267
ATOTONILCO EL GRANDE,483,187,B,156,111,3,0,0,0,0,270,0,270
ATOTONILCO EL GRANDE,483,187,C1,156,114,6,0,0,0,0,276,0,276
ATOTONILCO EL GRANDE,570,188,B,171,75,3,0,0,0,0,249,13,262
ATOTONILCO EL GRANDE,455,189,B,73,89,8,0,0,0,0,170,9,179
ATOTONILCO EL GRANDE,430,190,B,91,117,2,0,0,0,0,210,7,217
ATOTONILCO EL GRANDE,421,191,B,108,51,4,0,0,0,0,163,3,166
ATOTONILCO EL GRANDE,422,191,C1,119,63,10,0,0,0,0,192,8,200
ATOTONILCO EL GRANDE,622,192,B,203,36,4,0,0,0,0,243,13,256
ATOTONILCO EL GRANDE,413,193,B,92,84,3,0,0,0,0,179,8,187
ATOTONILCO EL GRANDE,414,193,C1,89,83,5,0,0,0,0,177,11,188
ATOTONILCO EL GRANDE,542,194,B,144,87,1,0,0,0,0,232,11,243
ATOTONILCO EL GRANDE,542,194,C1,164,82,2,0,0,0,0,248,9,257
ATOTONILCO EL GRANDE,747,195,B,228,147,11,0,0,0,0,386,11,397
ATOTONILCO EL GRANDE,455,196,B,89,57,91,0,0,0,0,237,10,247
ATOTONILCO EL GRANDE,573,197,B,93,154,40,0,0,0,0,287,11,298
ATOTONILCO EL GRANDE,573,197,C1,139,143,19,0,0,0,0,301,5,306
ATOTONILCO EL GRANDE,187,198,B,57,52,0,0,0,0,0,109,1,110
ATOTONILCO EL GRANDE,342,199,B,57,130,13,0,0,0,0,200,4,204
ATOTONILCO EL GRANDE,700,200,B,238,93,4,0,0,0,0,335,15,350
ATOTONILCO EL GRANDE,435,201,B,149,80,7,0,0,0,0,236,5,241
ATOTONILCO EL GRANDE,436,201,C1,158,61,5,0,0,0,0,224,5,229
ATOTONILCO EL GRANDE,466,202,B,110,147,2,0,0,0,0,259,8,267
ATOTONILCO EL GRANDE,472,203,B,135,79,7,0,0,0,0,221,2,223
ATOTONILCO EL GRANDE,473,203,C1,153,74,7,0,0,0,0,234,6,240
ATOTONILCO EL GRANDE,560,204,B,136,120,6,0,0,0,0,262,7,269
ATOTONILCO EL GRANDE,560,204,C1,128,156,10,0,0,0,0,294,5,299
ATOTONILCO EL GRANDE,158,205,B,35,49,1,0,0,0,0,85,3,88
ATOTONILCO DE TULA,718,206,B,100,204,67,67,0,0,0,438,8,446
ATOTONILCO DE TULA,719,206,C1,116,187,52,89,0,0,0,444,2,446
ATOTONILCO DE TULA,598,207,B,113,184,79,27,0,0,0,403,6,409
ATOTONILCO DE TULA,599,207,C1,136,166,71,43,0,0,0,416,6,422
ATOTONILCO DE TULA,716,208,B,83,215,69,94,0,0,0,461,3,464
ATOTONILCO DE TULA,717,208,C1,93,208,46,87,0,0,0,434,5,439
ATOTONILCO DE TULA,565,209,B,94,98,114,21,0,0,0,327,2,329
ATOTONILCO DE TULA,565,209,C1,104,128,100,15,0,0,0,347,2,349
ATOTONILCO DE TULA,566,209,C2,103,127,107,15,0,0,0,352,4,356
ATOTONILCO DE TULA,534,210,B,35,91,129,20,0,0,0,275,4,279
ATOTONILCO DE TULA,536,211,B,68,89,70,23,0,0,0,250,5,255
ATOTONILCO DE TULA,536,211,C1,33,101,72,18,0,0,0,224,2,226
ATOTONILCO DE TULA,690,212,B,42,352,55,14,0,0,0,463,7,470
ATOTONILCO DE TULA,642,213,B,251,215,6,4,0,0,0,476,3,479
ATOTONILCO DE TULA,476,214,B,76,177,63,11,0,0,0,327,2,329
ATOTONILCO DE TULA,476,214,C1,50,192,81,24,0,0,0,347,0,347
ATOTONILCO DE TULA,535,215,B,45,78,157,7,0,0,0,287,9,296
ATOTONILCO DE TULA,535,215,C1,37,86,182,12,0,0,0,317,1,318
ATOTONILCO DE TULA,536,215,C2,43,88,172,9,0,0,0,312,5,317
ATOTONILCO DE TULA,625,216,B,115,171,68,17,0,0,0,371,3,374
ATOTONILCO DE TULA,626,216,C1,110,194,69,23,0,0,0,396,4,400
ATOTONILCO DE TULA,626,216,C2,120,189,40,22,0,0,0,371,2,373
ATOTONILCO DE TULA,626,216,C3,138,223,27,22,0,0,0,410,3,413
ATOTONILCO DE TULA,337,217,B,70,98,10,28,0,0,0,206,0,206
ATOTONILCO DE TULA,372,218,B,31,103,11,58,0,0,0,203,5,208
ATOTONILCO DE TULA,197,219,B,22,69,43,8,0,0,0,142,5,147
