CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,VR,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6358,3,39,381,57,34,25,6,17,633,29,5,0,0,0,0,15,0,0,2,,,,,,18,,,,,,,,,,,,,1261,1,32,1294,2207
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6359,3,103,355,70,24,22,10,12,679,16,10,61,1,0,0,4,2,0,1,,,,,,22,,,,,,,,,,,,,1392,0,41,1433,2245
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6360,2,13,286,108,20,12,11,10,289,11,5,2,0,0,1,7,1,0,3,,,,,,15,,,,,,,,,,,,,794,1,20,815,1239
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6361,2,19,179,39,5,4,4,6,260,4,6,1,0,0,0,5,0,1,0,,,,,,9,,,,,,,,,,,,,542,0,4,546,791
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6362,2,12,192,65,11,9,4,6,205,8,2,2,0,0,0,6,0,2,0,,,,,,8,,,,,,,,,,,,,532,0,17,549,800
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6363,3,44,353,55,32,33,9,18,546,16,8,4,0,0,4,8,2,3,7,,,,,,18,,,,,,,,,,,,,1160,1,27,1188,1889
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6364,3,50,229,76,22,30,25,19,496,20,13,5,0,0,1,15,3,1,1,,,,,,8,,,,,,,,,,,,,1014,1,13,1028,1719
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6365,3,45,316,79,19,36,7,11,534,26,6,3,0,1,0,16,5,1,4,,,,,,26,,,,,,,,,,,,,1135,0,30,1165,2048
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6366,4,71,370,115,44,33,17,36,661,26,13,5,2,0,0,17,4,1,5,,,,,,34,,,,,,,,,,,,,1454,1,32,1487,2360
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6367,3,55,318,69,22,26,13,15,476,19,11,1,0,0,0,12,2,0,3,,,,,,21,,,,,,,,,,,,,1063,0,19,1082,1741
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6368,3,66,395,68,30,36,13,23,566,22,11,1,2,0,0,23,4,0,3,,,,,,31,,,,,,,,,,,,,1294,1,28,1323,2175
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6369,2,44,220,53,28,21,4,10,460,25,13,0,0,0,0,17,5,0,2,,,,,,29,,,,,,,,,,,,,931,0,19,950,1492
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6370,3,62,300,89,26,24,5,23,566,17,17,1,0,1,0,15,3,1,8,,,,,,28,,,,,,,,,,,,,1186,0,24,1210,2011
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6371,4,89,435,87,37,50,18,48,811,28,15,4,0,1,2,18,5,1,4,,,,,,47,,,,,,,,,,,,,1700,1,35,1736,2825
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6372,2,18,203,55,6,6,3,18,282,6,1,2,0,0,0,3,2,7,2,,,,,,3,,,,,,,,,,,,,617,3,18,638,1010
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6373,2,5,192,26,1,10,2,4,118,6,3,30,0,0,0,138,0,0,0,,,,,,10,,,,,,,,,,,,,545,0,18,563,856
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6374,2,13,211,50,3,8,5,5,187,5,4,1,0,0,0,7,0,2,2,,,,,,9,,,,,,,,,,,,,512,0,16,528,774
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6375,2,10,245,54,5,6,3,6,178,7,2,0,0,0,0,2,0,0,1,,,,,,4,,,,,,,,,,,,,523,0,10,533,754
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6376,2,12,190,107,12,13,6,9,251,6,3,3,0,0,0,8,1,1,0,,,,,,14,,,,,,,,,,,,,636,0,25,661,973
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6377,1,5,155,41,10,6,4,3,114,1,0,0,0,0,0,3,0,0,0,,,,,,6,,,,,,,,,,,,,348,0,9,357,462
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6378,3,22,421,111,19,27,8,16,352,11,11,3,1,0,0,5,1,0,4,,,,,,19,,,,,,,,,,,,,1031,1,35,1067,1615
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6379,3,50,272,40,21,34,14,13,476,18,7,2,1,0,0,15,3,2,5,,,,,,11,,,,,,,,,,,,,984,0,31,1015,1614
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6380,2,29,208,27,9,10,8,16,351,16,2,15,0,0,0,5,3,0,0,,,,,,17,,,,,,,,,,,,,716,0,18,734,1176
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6381,3,32,203,51,27,28,14,16,524,23,4,1,0,0,0,16,1,0,2,,,,,,26,,,,,,,,,,,,,968,0,21,989,1669
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6382,3,47,356,71,24,26,24,15,538,19,15,2,2,0,0,17,1,0,4,,,,,,19,,,,,,,,,,,,,1180,1,28,1209,2038
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6383,3,42,286,58,19,21,14,9,554,28,7,2,0,1,0,18,2,2,6,,,,,,28,,,,,,,,,,,,,1097,1,34,1132,1839
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6384,4,68,387,50,32,41,14,17,685,43,8,0,2,0,0,25,3,3,2,,,,,,37,,,,,,,,,,,,,1417,0,33,1450,2431
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6385,4,69,442,68,23,65,27,14,697,33,13,1,0,0,0,20,4,2,4,,,,,,31,,,,,,,,,,,,,1513,0,29,1542,2844
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6386,3,54,375,64,31,40,12,9,595,20,6,3,0,0,0,22,0,1,3,,,,,,28,,,,,,,,,,,,,1263,0,31,1294,2239
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6387,3,60,332,58,31,39,9,17,494,20,6,2,0,0,0,15,8,0,0,,,,,,23,,,,,,,,,,,,,1114,0,20,1134,1979
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6388,3,52,276,40,25,31,8,25,421,23,7,1,0,0,9,18,3,0,1,,,,,,31,,,,,,,,,,,,,971,0,29,1000,1819
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6389,3,54,302,50,23,28,13,12,471,19,5,7,0,0,0,25,1,0,2,,,,,,30,,,,,,,,,,,,,1042,0,30,1072,1665
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6390,3,40,337,124,27,34,12,12,510,16,5,4,2,1,0,14,2,2,2,,,,,,16,,,,,,,,,,,,,1160,0,29,1189,2005
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,30,CHICOLOAPAN,6391,2,26,266,77,20,36,8,6,356,18,6,1,0,0,0,10,0,0,1,,,,,,13,,,,,,,,,,,,,844,0,15,859,1407
,15,MEXICO,23,TEXCOCO DE MORA,31,CHICONCUAC,1142,3,66,159,19,7,24,128,116,317,8,158,8,3,0,1,4,0,0,3,,,,,,,236,,,,,,,,,,,,1257,0,31,1288,1651
,15,MEXICO,23,TEXCOCO DE MORA,31,CHICONCUAC,1143,4,105,220,40,17,36,169,368,389,15,51,8,1,3,1,13,1,1,5,,,,,,,544,,,,,,,,,,,,1987,0,50,2037,2645
,15,MEXICO,23,TEXCOCO DE MORA,31,CHICONCUAC,1144,5,78,220,36,38,22,252,436,556,17,191,9,0,3,1,11,2,0,2,,,,,,,422,,,,,,,,,,,,2296,0,47,2343,3066
,15,MEXICO,23,TEXCOCO DE MORA,31,CHICONCUAC,1145,6,123,278,47,30,67,364,327,667,21,254,23,0,2,5,24,1,0,4,,,,,,,371,,,,,,,,,,,,2608,1,53,2662,3546
,15,MEXICO,23,TEXCOCO DE MORA,31,CHICONCUAC,1146,3,46,158,23,58,127,124,197,410,13,53,5,1,0,0,7,2,1,1,,,,,,,169,,,,,,,,,,,,1395,0,38,1433,2086
,15,MEXICO,23,TEXCOCO DE MORA,31,CHICONCUAC,1147,6,143,292,51,65,197,254,400,831,26,310,11,2,3,0,24,4,0,6,,,,,,,407,,,,,,,,,,,,3026,1,79,3106,4311
,15,MEXICO,23,TEXCOCO DE MORA,31,CHICONCUAC,1148,4,55,198,25,63,215,93,274,487,15,58,1,1,0,1,16,7,2,5,,,,,,,155,,,,,,,,,,,,1671,0,33,1704,2346
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1149,5,82,730,118,54,24,15,46,752,29,18,1,1,1,0,26,8,0,19,,,,,,,,,,,,,,,,,,,1924,0,52,1976,3197
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1150,6,112,991,135,67,38,33,19,1040,38,36,5,4,1,3,50,11,1,3,,,,,,,,,,,,,,,,,,,2587,0,94,2681,4460
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1151,6,116,914,127,55,32,31,45,962,33,34,8,1,1,0,47,15,2,13,,,,,,,,,,,,,,,,,,,2436,0,73,2509,4461
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1152,3,39,460,53,22,19,15,19,428,14,10,3,1,2,1,29,4,2,5,,,,,,,,,,,,,,,,,,,1126,0,38,1164,1871
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1153,3,39,511,48,28,18,13,13,441,19,9,4,1,0,0,21,4,1,8,,,,,,,,,,,,,,,,,,,1178,0,29,1207,1998
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1154,3,62,513,75,40,17,16,11,423,14,12,4,0,0,2,18,2,1,4,,,,,,,,,,,,,,,,,,,1214,0,54,1268,2164
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1155,5,83,701,113,26,37,22,35,703,33,20,1,1,0,1,31,5,0,5,,,,,,,,,,,,,,,,,,,1817,2,80,1899,3194
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1156,2,46,396,46,15,6,10,8,281,11,8,4,0,0,0,17,1,0,1,,,,,,,,,,,,,,,,,,,850,0,32,882,1463
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1157,3,36,549,62,22,14,11,11,363,16,6,7,3,0,0,21,2,0,3,,,,,,,,,,,,,,,,,,,1126,0,36,1162,1912
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,32,CHIMALHUACAN,1158,3,57,568,52,28,10,10,12,358,21,9,4,0,0,0,17,3,5,6,,,,,,,,,,,,,,,,,,,1160,0,21,1181,2137
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,32,CHIMALHUACAN,1159,4,68,750,87,29,13,11,9,527,17,9,1,1,0,0,7,1,0,0,,,,,,,,,,,,,,,,,,,1530,0,50,1580,2704
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1160,5,66,900,131,30,14,25,16,627,23,15,7,0,0,0,27,12,1,4,,,,,,,,,,,,,,,,,,,1898,4,65,1967,3326
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1161,4,61,511,80,35,15,18,14,603,18,9,4,1,1,1,30,4,0,7,,,,,,,,,,,,,,,,,,,1412,11,37,1460,2570
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1162,4,55,669,88,26,15,16,10,506,14,12,8,1,0,0,18,3,2,5,,,,,,,,,,,,,,,,,,,1448,1,50,1499,2289
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1163,5,83,847,127,39,16,20,26,656,29,11,5,1,1,0,24,17,5,6,,,,,,,,,,,,,,,,,,,1913,0,40,1953,3316
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1164,10,178,1340,241,102,41,38,43,1507,71,34,6,3,0,0,38,12,3,7,,,,,,,,,,,,,,,,,,,3664,0,106,3770,6797
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1165,3,57,475,91,35,14,17,16,462,19,13,4,0,0,0,10,3,0,1,,,,,,,,,,,,,,,,,,,1217,0,52,1269,2117
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1166,4,63,689,90,31,14,17,24,550,20,12,1,4,0,1,21,7,1,3,,,,,,,,,,,,,,,,,,,1548,0,53,1601,2523
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1167,3,41,531,66,19,11,16,11,489,22,12,3,0,0,0,6,8,0,6,,,,,,,,,,,,,,,,,,,1241,0,38,1279,2019
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1168,3,49,647,65,32,17,21,11,391,13,14,3,0,0,0,12,1,0,3,,,,,,,,,,,,,,,,,,,1279,0,45,1324,2186
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1169,5,60,708,71,35,29,14,35,611,22,15,3,3,1,0,25,4,2,12,,,,,,,,,,,,,,,,,,,1650,0,61,1711,3082
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1170,6,98,890,133,42,22,22,27,788,33,33,4,2,0,2,33,5,1,4,,,,,,,,,,,,,,,,,,,2139,3,65,2207,3939
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,32,CHIMALHUACAN,1171,4,78,686,84,27,17,16,155,480,29,15,1,3,0,0,15,5,0,2,,,,,,,,,,,,,,,,,,,1613,0,60,1673,2902
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,32,CHIMALHUACAN,1172,6,86,1040,106,59,36,25,17,837,33,24,4,2,1,1,30,8,2,5,,,,,,,,,,,,,,,,,,,2316,0,77,2393,4086
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,32,CHIMALHUACAN,1173,6,113,981,111,45,37,26,33,909,33,71,6,0,0,2,26,5,4,13,,,,,,,,,,,,,,,,,,,2415,1,74,2490,4282
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1174,5,55,976,97,38,14,15,20,658,23,24,6,3,0,2,18,1,0,8,,,,,,,,,,,,,,,,,,,1958,0,39,1997,3162
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1175,4,57,724,74,31,18,10,26,508,23,16,3,3,0,0,14,1,0,5,,,,,,,,,,,,,,,,,,,1513,0,39,1552,2607
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1176,4,47,704,73,37,26,5,28,490,25,13,3,0,0,0,14,5,1,5,,,,,,,,,,,,,,,,,,,1476,3,48,1527,2467
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1177,4,40,856,72,16,19,13,24,445,16,13,1,1,0,1,9,5,0,4,,,,,,,,,,,,,,,,,,,1535,0,54,1589,2556
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1178,4,55,689,54,27,17,22,13,518,16,11,2,3,2,0,12,0,0,3,,,,,,,,,,,,,,,,,,,1444,0,43,1487,2279
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1179,3,60,581,62,15,15,16,11,389,6,9,2,0,0,0,13,5,0,5,,,,,,,,,,,,,,,,,,,1189,0,27,1216,1926
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1180,4,60,563,99,23,18,15,12,498,74,12,2,0,0,0,14,2,0,5,,,,,,,,,,,,,,,,,,,1397,0,53,1450,2311
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1181,3,41,425,85,14,17,11,35,447,15,11,2,2,0,0,10,6,0,0,,,,,,,,,,,,,,,,,,,1121,3,22,1146,1906
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1182,3,51,443,95,26,16,8,21,461,25,9,3,0,2,0,19,6,1,0,,,,,,,,,,,,,,,,,,,1186,4,32,1222,1987
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1183,4,70,424,181,136,28,14,16,593,28,13,0,0,0,0,23,4,3,4,,,,,,,,,,,,,,,,,,,1537,1,62,1600,2357
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1184,3,59,445,87,21,13,16,18,557,17,13,2,0,0,0,19,0,0,0,,,,,,,,,,,,,,,,,,,1267,0,48,1315,2123
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1185,3,59,591,99,38,17,16,20,489,18,7,2,6,0,0,25,5,2,3,,,,,,,,,,,,,,,,,,,1397,1,31,1429,2233
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1186,3,46,483,54,19,10,8,13,433,10,12,1,1,1,0,17,0,0,3,,,,,,,,,,,,,,,,,,,1111,0,23,1134,1831
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1187,3,41,532,45,22,13,10,9,463,18,11,1,2,1,2,16,2,0,3,,,,,,,,,,,,,,,,,,,1191,1,14,1206,1980
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1188,3,48,493,49,18,7,10,6,356,15,4,1,0,0,1,7,1,0,0,,,,,,,,,,,,,,,,,,,1016,0,6,1022,1692
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1189,3,32,799,37,17,13,5,8,362,7,9,4,2,0,0,8,4,0,2,,,,,,,,,,,,,,,,,,,1309,0,29,1338,2082
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1190,4,38,814,71,29,14,16,17,448,15,7,1,1,0,0,21,5,0,0,,,,,,,,,,,,,,,,,,,1497,0,32,1529,2470
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1191,6,75,1177,115,42,18,17,34,807,26,31,3,6,0,0,30,9,0,6,,,,,,,,,,,,,,,,,,,2396,0,58,2454,4089
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,32,CHIMALHUACAN,1192,13,203,2368,206,105,72,59,67,1950,62,63,17,2,1,2,86,17,0,16,,,,,,,,,,,,,,,,,,,5296,2,151,5449,9656
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1193,12,192,2358,208,69,58,35,72,1886,64,46,8,2,5,0,33,24,4,9,,,,,,,,,,,,,,,,,,,5073,0,117,5190,8595
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1194,8,130,1366,156,75,35,32,50,1193,41,32,6,1,2,1,35,7,2,2,,,,,,,,,,,,,,,,,,,3166,4,84,3254,5420
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1195,5,58,919,93,26,13,17,22,545,16,22,1,0,2,1,20,3,0,1,,,,,,,,,,,,,,,,,,,1759,1,54,1814,3089
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1196,3,19,638,70,13,3,11,14,345,16,4,0,0,0,0,8,6,2,0,,,,,,,,,,,,,,,,,,,1149,0,36,1185,1766
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1197,3,43,493,63,27,13,10,31,464,20,12,3,3,0,1,13,1,1,3,,,,,,,,,,,,,,,,,,,1201,0,27,1228,1981
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1198,3,38,501,63,24,11,12,17,499,13,15,2,0,1,0,18,4,1,2,,,,,,,,,,,,,,,,,,,1221,0,40,1261,1954
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1199,3,46,538,75,22,17,11,19,469,16,7,2,0,0,0,18,3,0,4,,,,,,,,,,,,,,,,,,,1247,0,20,1267,2053
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1200,4,71,605,74,27,20,9,40,633,21,11,1,0,0,0,18,4,0,3,,,,,,,,,,,,,,,,,,,1537,0,34,1571,2464
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1201,4,40,411,96,31,17,10,27,592,27,18,1,1,0,1,12,6,0,5,,,,,,,,,,,,,,,,,,,1295,0,78,1373,2317
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1202,5,73,676,114,48,29,25,21,747,23,28,6,7,1,0,37,9,0,3,,,,,,,,,,,,,,,,,,,1847,0,66,1913,3390
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1203,3,48,485,55,27,9,13,15,468,20,9,4,2,0,0,12,3,0,2,,,,,,,,,,,,,,,,,,,1172,0,38,1210,2027
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1204,5,69,734,97,28,33,19,50,697,30,9,9,4,0,1,28,6,2,6,,,,,,,,,,,,,,,,,,,1822,0,59,1881,3143
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1205,4,49,567,75,45,16,16,49,592,23,18,1,1,0,0,24,5,0,3,,,,,,,,,,,,,,,,,,,1484,1,48,1533,2504
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1206,3,50,422,54,22,17,14,41,497,21,8,1,0,0,0,23,1,0,6,,,,,,,,,,,,,,,,,,,1177,0,25,1202,1910
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1207,3,37,493,42,21,14,16,20,519,24,4,1,1,0,0,21,4,1,1,,,,,,,,,,,,,,,,,,,1219,0,27,1246,2043
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1208,4,65,785,97,30,18,18,24,673,17,22,4,2,1,0,31,4,0,5,,,,,,,,,,,,,,,,,,,1796,0,32,1828,2898
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1209,5,148,904,133,33,20,12,43,949,24,22,2,4,1,0,23,6,0,3,,,,,,,,,,,,,,,,,,,2327,0,60,2387,3442
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,32,CHIMALHUACAN,1210,9,129,1594,148,82,52,26,35,1379,71,45,3,1,0,6,46,9,1,9,,,,,,,,,,,,,,,,,,,3636,1,92,3729,6489
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,32,CHIMALHUACAN,1211,4,103,682,39,33,14,16,29,658,22,21,1,1,0,1,17,7,0,7,,,,,,,,,,,,,,,,,,,1651,0,41,1692,2594
,15,MEXICO,5,CHICOLOAPAN DE JUAREZ,32,CHIMALHUACAN,1212,4,109,826,57,36,9,9,23,710,23,21,7,1,1,0,16,2,1,2,,,,,,,,,,,,,,,,,,,1853,0,48,1901,2936
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1213,4,76,559,42,23,13,9,14,529,12,16,1,0,1,0,13,4,0,3,,,,,,,,,,,,,,,,,,,1315,0,30,1345,1961
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1214,2,75,312,38,10,1,9,13,381,7,5,3,0,0,0,5,0,0,1,,,,,,,,,,,,,,,,,,,860,3,15,878,1224
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1215,4,104,609,71,19,9,10,16,558,18,15,4,2,0,0,14,2,1,3,,,,,,,,,,,,,,,,,,,1455,1,42,1498,2310
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1216,7,84,1357,95,52,28,22,19,862,79,25,0,1,1,0,38,7,0,6,,,,,,,,,,,,,,,,,,,2676,4,89,2769,4573
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1217,6,116,1051,138,40,25,21,33,784,30,35,5,4,1,1,31,2,1,3,,,,,,,,,,,,,,,,,,,2321,0,74,2395,4137
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1218,6,118,1106,166,53,14,17,47,899,37,31,9,2,0,0,26,6,1,5,,,,,,,,,,,,,,,,,,,2537,0,62,2599,4361
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1219,5,74,758,104,36,15,21,88,741,25,6,3,1,0,6,19,11,1,5,,,,,,,,,,,,,,,,,,,1914,0,58,1972,3002
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1220,2,30,374,37,11,12,8,34,360,8,8,0,1,0,0,21,0,0,1,,,,,,,,,,,,,,,,,,,905,0,19,924,1448
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1221,3,42,317,66,27,17,13,27,420,15,7,2,0,0,0,8,9,0,2,,,,,,,,,,,,,,,,,,,972,0,43,1015,1652
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1222,3,46,508,77,31,25,13,16,509,29,5,6,1,0,0,26,3,0,1,,,,,,,,,,,,,,,,,,,1296,0,38,1334,2236
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1223,3,76,519,95,24,13,8,28,465,20,9,0,4,0,0,20,2,0,2,,,,,,,,,,,,,,,,,,,1285,0,43,1328,2111
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1224,4,98,653,73,37,31,9,46,570,31,9,4,0,1,1,18,13,1,8,,,,,,,,,,,,,,,,,,,1603,12,23,1638,2484
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1225,4,69,628,86,49,12,15,40,667,26,11,4,3,1,5,12,1,1,5,,,,,,,,,,,,,,,,,,,1635,2,50,1687,2817
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1226,2,27,360,55,20,10,13,11,335,14,6,2,0,0,0,8,2,0,6,,,,,,,,,,,,,,,,,,,869,0,31,900,1439
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1227,4,72,672,70,27,25,18,41,595,23,18,2,3,0,0,24,4,0,7,,,,,,,,,,,,,,,,,,,1601,0,54,1655,2690
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1228,3,38,369,47,18,17,10,14,447,12,7,2,0,0,0,4,8,0,2,,,,,,,,,,,,,,,,,,,995,0,26,1021,1715
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1229,3,40,570,55,21,13,10,14,436,17,7,0,2,0,0,15,3,0,2,,,,,,,,,,,,,,,,,,,1205,1,31,1237,1917
,15,MEXICO,3,CHIMALHUACAN,32,CHIMALHUACAN,1230,3,54,594,47,22,14,12,16,424,17,6,6,4,0,0,9,6,1,1,,,,,,,,,,,,,,,,,,,1233,1,33,1267,1938
