CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,PAZ,MDZ,PP,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,471,4,152,288,19,102,93,30,70,688,20,105,33,6,1,1,0,0,7,8,1,9,,1633,0,37,1670,2430
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,472,2,45,142,18,41,41,13,13,340,10,34,7,7,1,0,0,0,8,3,1,1,,725,1,39,765,1274
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,473,2,57,77,12,31,11,7,18,298,7,38,10,6,2,0,1,0,3,2,0,2,,582,0,26,608,881
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,474,1,98,100,12,9,10,16,20,159,4,12,9,8,0,0,0,0,4,0,0,0,,461,1,19,481,685
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,475,2,88,134,9,36,12,14,20,212,5,18,11,8,2,0,0,0,2,0,0,1,,572,1,23,596,847
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,476,1,54,98,9,12,14,24,7,150,9,14,10,10,0,0,0,0,2,1,0,0,,414,0,22,436,557
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,477,1,82,115,6,18,21,3,13,204,3,9,9,4,0,0,1,0,1,0,0,0,,489,0,27,516,713
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,478,1,18,51,7,21,5,4,10,160,9,17,14,3,0,0,0,1,1,2,0,0,,323,1,17,341,546
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,479,1,26,58,8,14,8,7,5,119,1,12,2,5,0,0,0,0,2,1,1,0,,269,0,5,274,500
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,480,1,62,84,11,14,14,10,11,172,5,19,16,5,0,0,0,0,3,1,0,0,,427,1,20,448,629
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,481,1,22,62,8,14,7,7,6,153,6,17,9,2,0,0,0,0,5,1,0,1,,320,1,8,329,512
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,482,1,33,94,6,22,12,6,17,200,10,17,5,0,1,0,0,0,2,2,0,0,,427,0,17,444,604
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,483,1,28,109,7,15,13,5,16,187,2,24,12,9,0,0,0,0,1,0,0,0,,428,0,7,435,580
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,484,1,59,78,11,11,12,2,27,118,5,19,20,2,0,0,0,0,4,1,0,0,,369,1,13,383,544
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,485,1,41,77,5,22,13,10,7,190,7,25,14,4,0,0,0,0,4,3,0,1,,423,0,17,440,669
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,486,2,34,79,14,45,21,14,15,218,7,39,9,3,0,1,0,0,5,1,0,0,,505,0,16,521,820
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,487,1,40,82,5,18,20,8,15,174,7,41,7,3,0,0,0,0,4,1,0,1,,426,0,14,440,719
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,488,2,41,90,7,13,15,7,24,148,2,23,8,8,1,0,0,0,3,1,0,3,,394,0,26,420,582
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,489,2,36,122,4,41,19,12,12,216,11,33,8,2,0,0,0,0,6,5,0,0,,527,0,11,538,840
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,490,1,72,116,9,16,7,11,15,190,3,43,10,1,0,0,1,0,1,0,0,0,,495,0,29,524,730
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,491,3,139,169,16,69,40,31,42,608,13,80,34,17,5,0,1,0,11,1,0,1,,1277,1,46,1324,2024
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,492,2,87,155,7,20,15,9,33,137,4,13,24,5,1,0,0,0,1,1,0,1,,513,0,18,531,778
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,493,2,37,86,10,17,18,11,11,228,5,33,13,3,1,0,0,0,4,3,0,2,,482,0,20,502,803
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,494,5,192,474,26,98,79,40,36,876,32,153,26,16,5,0,1,0,10,6,0,4,,2074,2,53,2129,3212
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,495,1,30,89,7,24,13,9,11,215,6,19,2,9,1,0,0,0,4,1,0,0,,440,0,11,451,674
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,496,2,108,180,7,18,28,13,14,217,12,28,12,11,0,1,1,0,3,0,0,0,,653,1,29,683,901
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,497,1,45,93,5,12,12,5,4,115,2,5,6,3,0,0,0,0,1,1,0,0,,309,1,14,324,398
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,498,1,65,84,3,15,8,11,10,157,6,19,5,5,2,2,0,0,3,0,0,0,,395,0,11,406,513
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,499,1,85,105,7,8,11,17,10,208,4,19,9,9,0,0,1,0,0,1,0,1,,495,1,32,528,703
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,500,3,146,241,22,43,40,31,41,590,31,53,18,17,5,0,0,0,13,1,0,2,,1294,0,43,1337,1915
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,501,2,88,95,10,33,16,11,26,335,11,31,10,9,7,0,0,0,6,0,0,0,,688,1,31,720,997
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,502,2,43,157,7,41,17,4,8,241,10,54,9,2,1,2,0,0,2,2,6,1,,607,0,23,630,918
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,503,2,45,114,8,22,6,5,14,161,10,33,8,1,3,0,0,0,7,2,0,0,,439,0,24,463,714
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,504,2,55,90,9,47,15,10,11,267,10,47,7,10,1,0,0,0,0,1,0,0,,580,1,18,599,956
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,505,1,61,99,10,14,7,3,15,138,2,21,10,5,0,0,0,0,1,1,0,0,,387,0,5,392,542
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,506,2,55,206,6,20,21,13,18,217,11,25,17,3,0,0,0,0,1,2,1,0,,616,0,14,630,1005
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,507,8,219,771,56,189,114,59,79,1509,53,149,46,21,1,2,0,0,19,12,0,10,,3309,2,114,3425,5985
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,508,2,50,139,11,62,21,3,9,255,12,28,15,7,0,0,0,0,5,4,1,0,,622,2,30,654,1029
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,509,2,37,168,11,81,25,10,7,327,9,37,7,10,0,1,0,0,3,3,5,0,,741,1,37,779,1260
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,510,4,128,316,26,114,58,35,38,743,35,77,26,13,3,1,1,0,17,7,1,0,,1639,0,51,1690,2804
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,511,1,1,95,6,9,2,5,3,88,3,13,0,0,0,0,0,0,4,5,0,2,,236,0,1,237,375
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,512,2,10,176,6,15,3,3,6,201,1,15,0,0,0,0,0,0,3,1,0,3,,443,0,10,453,772
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,513,1,21,148,19,18,4,11,4,179,6,19,3,2,0,0,1,0,2,1,0,0,,438,0,17,455,693
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,514,2,33,159,34,46,9,6,15,277,8,35,2,1,0,0,0,0,6,6,0,0,,637,0,23,660,1043
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,515,2,14,237,5,21,8,5,6,161,5,13,3,0,0,0,0,0,4,0,0,2,,484,0,16,500,765
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,517,2,23,297,9,43,8,11,9,173,9,43,0,2,0,0,0,0,0,3,4,0,,634,0,22,656,1062
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,518,2,23,180,4,40,9,6,10,292,12,15,5,2,1,0,1,0,9,1,1,1,,612,0,24,636,933
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,519,2,28,150,7,23,2,2,4,288,4,13,1,2,0,1,0,0,5,1,0,0,,531,0,11,542,804
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,520,3,30,326,16,72,10,13,9,475,10,20,0,5,1,0,0,0,20,3,0,4,,1014,0,25,1039,1587
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,521,4,64,410,16,104,16,19,16,718,17,22,8,4,0,0,0,3,23,8,2,3,,1453,0,30,1483,2368
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,522,2,39,180,8,76,5,15,8,256,15,15,2,1,0,0,1,1,9,8,1,4,,644,0,20,664,994
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,523,2,18,324,9,29,11,5,4,321,7,13,4,5,0,0,0,0,10,3,2,3,,768,0,12,780,1042
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,524,3,48,478,23,59,17,8,21,624,10,25,4,1,0,1,0,0,10,10,1,2,,1342,0,32,1374,1896
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,534,2,70,288,9,33,3,16,33,186,7,13,8,2,0,0,0,0,2,1,0,1,,672,0,8,680,895
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,535,2,60,224,11,64,15,8,17,294,9,55,6,4,1,0,0,0,11,4,0,1,,784,1,27,812,1177
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,536,2,57,206,16,28,14,8,9,191,7,27,5,1,0,1,0,0,3,1,0,1,,575,0,26,601,934
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,537,2,66,301,12,41,24,18,6,307,5,26,6,2,1,1,0,0,5,6,0,1,,828,0,24,852,1388
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,538,2,22,108,6,21,10,5,8,255,12,12,7,3,0,0,0,0,2,5,0,1,,477,1,13,491,942
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,539,5,143,429,30,83,59,41,36,931,24,86,37,10,2,2,1,0,19,10,3,2,,1948,0,74,2022,3705
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,540,2,45,237,6,17,14,8,12,345,5,19,5,3,1,3,0,0,0,0,0,0,,720,0,21,741,1217
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,541,1,10,253,2,11,7,4,3,106,4,4,1,1,0,0,0,0,1,0,0,0,,407,0,10,417,588
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,542,2,80,210,24,23,20,17,14,151,9,11,3,2,1,2,0,0,7,5,0,2,,581,0,30,611,941
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,543,3,119,412,20,33,27,31,20,335,14,14,9,1,3,1,0,0,9,5,1,3,,1057,1,45,1103,1588
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,545,1,32,139,1,15,9,2,2,66,3,4,0,1,0,0,0,0,1,0,0,0,,275,0,5,280,397
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,546,1,13,76,0,11,2,1,1,79,2,4,0,1,0,0,0,0,1,0,0,0,,191,0,4,195,263
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,547,1,8,146,4,12,2,2,1,85,6,4,2,0,0,0,0,0,1,1,1,0,,275,0,3,278,393
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,549,9,195,595,38,100,70,42,59,1482,53,102,33,38,6,1,1,1,28,6,0,2,,2852,3,56,2911,5465
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,551,5,124,463,33,90,56,37,21,805,41,102,18,19,1,0,0,0,16,2,0,3,,1831,1,71,1903,3204
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1883,2,25,115,8,31,15,11,19,323,8,14,6,3,0,0,0,1,6,2,2,0,,589,0,9,598,1028
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1884,2,37,163,6,20,13,7,15,295,5,33,9,2,0,0,0,0,6,1,0,0,,612,0,9,621,961
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1885,1,18,83,4,9,7,3,0,124,4,16,3,1,0,0,0,0,3,1,0,0,,276,0,6,282,480
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1886,1,17,83,3,13,7,8,5,200,5,14,2,9,0,0,0,0,3,0,0,0,,369,0,11,380,584
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1887,2,44,137,10,19,16,6,40,301,6,22,7,18,0,0,1,0,2,4,0,5,,638,1,19,658,1002
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1888,1,25,51,2,11,4,3,7,154,7,38,4,3,0,0,1,0,2,0,0,0,,312,0,37,349,543
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1889,2,28,123,12,24,25,15,14,281,13,17,4,6,0,0,0,0,3,0,0,0,,565,0,12,577,956
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1890,1,16,47,6,11,8,5,5,159,5,4,4,3,0,0,0,0,2,5,0,0,,280,0,9,289,511
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1891,2,50,121,7,9,17,11,14,265,10,26,7,3,1,0,0,0,5,0,1,0,,547,0,14,561,877
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1892,2,35,118,8,18,19,12,16,208,6,33,6,5,1,0,0,0,4,0,0,2,,491,1,10,502,770
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1893,1,22,92,3,9,9,6,3,175,3,18,1,3,0,0,0,0,5,1,0,0,,350,1,8,359,654
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1894,1,30,88,5,11,11,11,6,153,15,18,3,7,0,0,0,0,1,0,0,3,,362,0,8,370,636
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1895,1,18,62,3,10,5,5,1,131,7,17,0,2,2,0,0,0,3,3,0,1,,270,0,8,278,500
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1896,1,20,112,6,22,12,7,16,212,9,6,5,4,0,0,0,0,7,0,0,1,,439,0,5,444,746
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1897,1,17,74,3,15,12,4,4,125,3,16,3,2,0,0,0,0,0,0,0,1,,279,1,3,283,538
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1898,1,17,46,3,10,14,3,7,116,4,14,2,2,0,0,0,3,3,0,0,0,,244,0,7,251,365
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1899,2,51,123,9,29,17,12,17,297,10,23,8,5,0,0,0,0,5,0,0,0,,606,0,24,630,913
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1900,2,57,100,6,30,9,15,16,287,3,34,16,7,2,1,0,0,6,3,0,2,,594,0,17,611,889
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1901,1,53,60,9,16,11,4,5,189,6,15,7,5,0,0,0,0,4,1,0,1,,386,1,14,401,601
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1902,1,35,56,2,8,10,5,5,149,3,17,2,6,1,0,0,0,2,0,1,0,,302,0,7,309,431
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1903,1,21,46,5,19,12,9,9,155,5,16,3,1,0,0,0,0,3,0,0,0,,304,0,7,311,489
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1904,2,47,60,11,26,21,14,16,256,4,14,16,7,0,0,3,0,6,1,0,1,,503,2,19,524,797
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1905,2,44,164,9,21,15,11,13,354,15,29,8,7,0,0,0,0,8,0,0,1,,699,0,20,719,1213
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1906,1,39,84,12,11,10,6,9,225,7,14,10,2,0,0,0,0,4,2,0,0,,435,2,7,444,663
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1907,1,61,90,6,13,11,7,13,203,5,22,11,11,1,1,0,0,1,0,0,1,,457,0,10,467,684
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1908,2,62,141,9,27,29,13,19,303,13,29,9,6,1,0,0,0,8,1,0,1,,671,0,11,682,1037
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1909,1,15,25,1,3,7,2,2,55,2,8,2,0,1,0,0,0,0,0,0,1,,124,0,4,128,236
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,552,2,203,172,10,6,11,5,7,108,4,2,2,0,2,4,2,0,3,1,2,0,,544,0,17,561,995
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,553,1,32,50,3,5,0,0,1,23,0,0,0,0,1,0,0,0,0,0,0,0,,115,0,2,117,207
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,554,1,110,133,10,8,7,5,5,61,1,3,0,0,0,3,2,0,4,0,0,1,,353,0,21,374,556
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,555,1,57,61,3,2,4,0,2,31,1,1,0,0,0,0,0,0,0,0,0,0,,162,0,8,170,259
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,556,1,18,31,2,2,3,3,1,37,1,0,1,0,0,0,0,0,0,0,0,0,,99,0,7,106,146
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,557,1,52,41,6,5,12,9,2,43,1,0,0,0,0,0,0,0,3,0,0,0,,174,0,2,176,295
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,558,1,37,43,0,1,3,1,14,52,3,0,1,0,0,0,0,0,0,0,0,0,,155,0,12,167,292
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,559,1,97,22,4,1,7,0,4,25,0,2,0,0,7,1,0,0,0,0,0,0,,170,0,12,182,303
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,560,1,31,41,3,2,10,0,2,12,0,0,0,3,0,0,0,0,0,1,0,0,,105,0,5,110,209
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,562,1,31,55,2,6,5,1,1,22,1,18,0,0,0,0,0,0,0,0,0,0,,142,0,6,148,212
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,563,1,22,23,3,0,3,5,2,18,1,0,0,0,0,1,0,0,0,0,0,0,,78,0,0,78,138
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,564,1,64,12,2,1,5,3,2,26,2,1,0,0,1,2,1,0,0,0,0,0,,122,0,7,129,190
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,565,1,32,22,2,4,3,0,0,19,2,0,1,0,1,1,0,0,0,0,0,0,,87,0,3,90,132
1,32,ZACATECAS,13,JALPA,19,JALPA,566,2,251,134,14,26,30,54,22,119,31,0,5,1,4,3,3,0,1,0,0,1,,699,0,17,716,1237
1,32,ZACATECAS,13,JALPA,19,JALPA,567,2,243,71,12,9,43,60,12,50,20,1,1,0,12,1,6,0,2,0,0,2,,545,0,19,564,907
1,32,ZACATECAS,13,JALPA,19,JALPA,568,2,148,50,13,17,20,56,11,75,22,1,1,0,10,2,4,0,2,2,0,2,,436,0,27,463,801
1,32,ZACATECAS,13,JALPA,19,JALPA,569,2,280,122,10,26,56,55,17,142,25,4,4,2,7,3,0,0,3,0,0,1,,757,1,11,769,1242
1,32,ZACATECAS,13,JALPA,19,JALPA,570,1,164,68,7,8,11,40,6,58,13,2,4,1,8,1,3,0,2,1,0,0,,397,1,17,415,663
1,32,ZACATECAS,13,JALPA,19,JALPA,571,1,119,59,11,10,18,38,2,50,20,1,2,0,9,0,1,0,0,0,0,0,,340,0,18,358,598
1,32,ZACATECAS,13,JALPA,19,JALPA,572,2,274,98,16,22,33,63,15,147,35,3,4,2,8,2,1,0,7,0,0,2,,732,0,28,760,1233
1,32,ZACATECAS,13,JALPA,19,JALPA,573,3,298,211,23,31,61,82,41,163,28,2,4,1,4,1,3,2,6,3,1,0,,965,0,41,1006,1735
1,32,ZACATECAS,13,JALPA,19,JALPA,574,1,97,78,5,7,11,21,16,50,12,0,7,2,7,2,3,0,2,0,0,1,,321,2,13,336,634
1,32,ZACATECAS,13,JALPA,19,JALPA,575,1,104,88,5,5,10,33,5,42,18,1,2,0,8,2,2,1,0,0,0,1,,327,0,15,342,567
1,32,ZACATECAS,13,JALPA,19,JALPA,576,2,95,76,4,4,9,14,2,56,9,2,6,0,2,1,1,0,2,0,0,0,,283,0,3,286,462
1,32,ZACATECAS,13,JALPA,19,JALPA,577,1,64,63,10,7,8,20,4,37,7,0,0,0,0,1,2,0,0,1,0,0,,224,0,4,228,417
1,32,ZACATECAS,13,JALPA,19,JALPA,578,1,102,94,9,17,21,32,6,50,12,1,2,0,8,4,3,0,3,0,1,0,,365,0,25,390,669
1,32,ZACATECAS,13,JALPA,19,JALPA,579,1,132,71,9,15,22,30,23,53,18,0,1,1,2,2,1,2,3,0,1,1,,387,0,10,397,736
1,32,ZACATECAS,13,JALPA,19,JALPA,580,1,117,74,7,8,15,25,11,45,12,2,0,1,5,0,3,1,0,0,0,1,,327,1,9,337,585
1,32,ZACATECAS,13,JALPA,19,JALPA,581,1,69,92,4,1,7,19,3,34,14,0,2,0,3,0,0,0,3,0,0,0,,251,0,10,261,436
1,32,ZACATECAS,13,JALPA,19,JALPA,582,1,93,19,3,23,11,14,6,21,10,0,1,1,2,0,1,0,2,1,0,0,,208,0,15,223,434
1,32,ZACATECAS,13,JALPA,19,JALPA,583,1,142,63,15,31,14,29,6,29,15,1,0,2,0,0,2,0,1,0,1,0,,351,0,11,362,697
1,32,ZACATECAS,13,JALPA,19,JALPA,584,1,54,26,6,8,6,13,1,13,4,0,1,0,0,0,2,0,1,1,0,0,,136,0,4,140,201
1,32,ZACATECAS,13,JALPA,19,JALPA,586,2,84,74,14,5,31,18,16,41,21,0,1,0,1,0,0,1,1,0,0,1,,309,0,10,319,622
1,32,ZACATECAS,13,JALPA,19,JALPA,587,1,89,50,7,19,32,18,6,37,5,2,0,1,3,1,0,0,0,0,0,0,,270,0,15,285,496
1,32,ZACATECAS,13,JALPA,19,JALPA,588,1,43,41,4,2,6,8,0,11,2,0,1,0,1,1,0,0,0,0,0,0,,120,1,5,126,201
1,32,ZACATECAS,13,JALPA,19,JALPA,589,1,74,47,7,6,15,32,5,42,13,1,1,0,0,0,6,0,0,0,1,2,,252,0,11,263,492
1,32,ZACATECAS,13,JALPA,19,JALPA,590,1,75,31,7,11,7,13,5,14,3,0,1,0,2,4,0,0,0,0,0,0,,173,0,7,180,298
1,32,ZACATECAS,13,JALPA,19,JALPA,591,1,30,44,4,3,3,5,6,13,2,3,0,1,1,0,0,0,0,0,0,0,,115,0,5,120,229
1,32,ZACATECAS,13,JALPA,19,JALPA,593,1,37,66,5,5,6,9,8,12,14,0,0,0,1,2,0,0,0,0,0,0,,165,0,10,175,334
1,32,ZACATECAS,13,JALPA,19,JALPA,594,1,44,36,4,5,9,11,5,5,3,0,0,0,0,0,0,0,0,0,0,0,,122,0,3,125,200
1,32,ZACATECAS,13,JALPA,19,JALPA,596,1,42,72,4,3,29,14,8,25,7,1,0,0,3,2,1,0,1,0,0,2,,214,0,16,230,444
1,32,ZACATECAS,13,JALPA,19,JALPA,599,2,246,120,12,18,28,34,30,83,12,1,6,0,4,1,7,0,2,0,1,1,,606,0,25,631,995
1,32,ZACATECAS,13,JALPA,19,JALPA,600,1,14,25,4,0,4,3,3,4,0,0,0,0,1,0,0,0,0,0,0,0,,58,0,1,59,114
1,32,ZACATECAS,13,JALPA,19,JALPA,601,1,71,31,9,1,24,31,12,11,2,0,2,1,2,4,0,0,0,0,0,0,,201,0,11,212,313
1,32,ZACATECAS,13,JALPA,19,JALPA,603,1,21,30,3,6,10,4,3,10,0,0,0,0,1,0,0,0,0,0,0,0,,88,0,0,88,162
1,32,ZACATECAS,13,JALPA,19,JALPA,604,1,129,59,8,6,23,24,17,34,10,2,8,0,6,0,0,0,0,0,0,0,,326,0,7,333,517
1,32,ZACATECAS,13,JALPA,19,JALPA,605,1,29,36,4,3,16,6,3,14,2,0,0,0,1,0,0,0,0,1,0,1,,116,0,9,125,204
1,32,ZACATECAS,10,JEREZ,20,JEREZ,606,5,473,356,29,37,161,19,120,405,17,25,30,11,3,8,1,0,2,4,0,5,,1706,0,73,1779,3028
1,32,ZACATECAS,10,JEREZ,20,JEREZ,607,1,96,61,6,9,32,6,44,91,8,4,3,2,2,1,0,0,2,2,0,1,,370,0,27,397,674
1,32,ZACATECAS,10,JEREZ,20,JEREZ,608,2,179,169,2,33,60,10,94,264,8,9,11,1,1,2,0,0,0,0,0,0,,843,3,27,873,1404
1,32,ZACATECAS,10,JEREZ,20,JEREZ,609,3,195,138,7,64,119,12,72,218,18,13,11,7,1,2,0,0,3,0,0,3,,883,0,34,917,1560
1,32,ZACATECAS,10,JEREZ,20,JEREZ,610,2,140,94,8,21,33,5,38,138,1,4,4,4,1,0,1,0,6,2,0,1,,501,1,21,523,952
1,32,ZACATECAS,10,JEREZ,20,JEREZ,611,2,141,157,2,30,57,6,55,153,6,2,1,2,0,0,0,0,1,1,1,0,,615,0,19,634,1129
1,32,ZACATECAS,10,JEREZ,20,JEREZ,612,2,131,134,3,17,46,4,77,156,4,6,12,3,1,2,1,0,2,1,0,0,,600,0,18,618,965
1,32,ZACATECAS,10,JEREZ,20,JEREZ,613,1,93,96,5,16,19,8,24,72,3,2,4,3,1,0,1,0,0,0,0,1,,348,0,21,369,614
1,32,ZACATECAS,10,JEREZ,20,JEREZ,614,1,92,64,3,1,27,6,26,68,3,3,1,4,3,0,1,0,0,2,0,0,,304,0,15,319,541
1,32,ZACATECAS,10,JEREZ,20,JEREZ,615,1,80,78,9,13,34,6,24,84,5,7,5,3,1,0,1,0,0,0,0,0,,350,0,27,377,628
1,32,ZACATECAS,10,JEREZ,20,JEREZ,616,1,73,64,2,8,35,1,71,79,7,7,2,3,0,0,0,0,0,0,0,0,,352,0,14,366,583
1,32,ZACATECAS,10,JEREZ,20,JEREZ,617,4,262,250,20,37,179,15,197,409,23,14,13,10,7,3,0,0,4,1,0,2,,1446,0,45,1491,2371
1,32,ZACATECAS,10,JEREZ,20,JEREZ,618,1,84,59,1,19,43,5,46,103,1,8,5,5,0,1,0,0,1,0,0,0,,381,0,21,402,658
1,32,ZACATECAS,10,JEREZ,20,JEREZ,619,1,84,84,2,6,45,2,38,78,3,5,4,2,2,0,1,0,0,0,0,1,,357,0,7,364,624
1,32,ZACATECAS,10,JEREZ,20,JEREZ,620,1,28,36,2,6,18,0,15,35,1,4,2,2,0,0,1,0,0,0,0,0,,150,0,9,159,282
1,32,ZACATECAS,10,JEREZ,20,JEREZ,621,1,38,54,1,5,17,1,23,42,0,3,1,0,0,0,0,0,0,0,0,0,,185,0,17,202,343
1,32,ZACATECAS,10,JEREZ,20,JEREZ,622,1,67,57,3,2,28,2,36,58,1,6,4,1,1,0,0,0,1,1,0,0,,268,1,13,282,484
