DTO.,CLAVE,MUNICIPIO,SECCION,TIPO_SECCION,CASILLA,TIPO_CASILLA,PAN,TS,ACLG,PRD,PT,PVEM,CONV.,CAND. NO REGIST.,VOTOS NULOS,TOTAL,LISTA NOMINAL,Anulada
15,36,JIMÉNEZ,1411,U,1411,C1,,173,144,,,,,0,0,317,721,
15,36,JIMÉNEZ,1412,U,1412,B,,109,117,,,,,0,6,232,476,
15,36,JIMÉNEZ,1412,U,1412,C1,,107,113,,,,,0,0,220,477,
15,36,JIMÉNEZ,1413,R,1413,B,,56,42,,,,,0,3,101,201,
15,36,JIMÉNEZ,1413,R,1413,EX1,,38,77,,,,,0,5,120,339,
15,36,JIMÉNEZ,1414,R,1414,B,,69,23,,,,,0,1,93,241,
15,36,JIMÉNEZ,1414,R,1414,EX1,,34,36,,,,,0,6,76,161,
15,36,JIMÉNEZ,1415,R,1415,B,,110,70,,,,,0,7,187,441,
15,36,JIMÉNEZ,1416,R,1416,B,,74,112,,,,,0,5,191,464,
15,36,JIMÉNEZ,1417,R,1417,B,,61,66,,,,,0,0,127,334,
15,36,JIMÉNEZ,1418,R,1418,B,,66,209,,,,,0,11,286,533,
15,36,JIMÉNEZ,1419,R,1419,B,,151,133,,,,,0,9,293,630,
15,36,JIMÉNEZ,1420,R,1420,N.I.,,,,,,,,,,0,41,
15,36,JIMÉNEZ,1421,R,1421,B,,25,116,,,,,0,6,147,443,
15,36,JIMÉNEZ,1422,M,1422,B,,42,82,,,,,0,5,129,328,
15,36,JIMÉNEZ,1423,M,1423,B,,45,75,,,,,0,5,125,296,
2,37,JUÁREZ,1424,M,1424,B,,36,235,,,,,0,3,274,736,
2,37,JUÁREZ,1424,M,1424,C1,,24,233,,,,,0,10,267,737,
2,37,JUÁREZ,1424,M,1424,C2,,31,210,,,,,4,5,250,737,
2,37,JUÁREZ,1424,M,1424,C3,,31,236,,,,,0,15,282,737,
2,37,JUÁREZ,1425,U,1425,B,,40,204,,,,,0,4,248,718,
2,37,JUÁREZ,1425,U,1425,C1,,47,190,,,,,0,8,245,718,
2,37,JUÁREZ,1425,U,1425,C2,,39,203,,,,,0,6,248,719,
2,37,JUÁREZ,1426,U,1426,B,,70,124,,,,,0,0,194,682,
2,37,JUÁREZ,1426,U,1426,C1,,66,151,,,,,0,3,220,683,
2,37,JUÁREZ,1427,U,1427,B,,68,135,,,,,0,7,210,654,
2,37,JUÁREZ,1428,U,1428,B,,57,178,,,,,0,3,238,696,
2,37,JUÁREZ,1428,U,1428,C1,,69,160,,,,,0,10,239,696,
2,37,JUÁREZ,1429,U,1429,B,,95,97,,,,,0,0,192,624,
2,37,JUÁREZ,1429,U,1429,C1,,63,124,,,,,0,0,187,625,
2,37,JUÁREZ,1430,U,1430,B,,59,144,,,,,0,12,215,684,
2,37,JUÁREZ,1430,U,1430,C1,,61,167,,,,,0,11,239,684,
2,37,JUÁREZ,1430,U,1430,C2,,72,170,,,,,0,9,251,684,
2,37,JUÁREZ,1430,U,1430,C3,,58,145,,,,,0,10,213,685,
2,37,JUÁREZ,1431,U,1431,B,,66,83,,,,,0,1,150,399,
2,37,JUÁREZ,1431,U,1431,C1,,47,87,,,,,0,6,140,400,
2,37,JUÁREZ,1432,U,1432,B,,51,109,,,,,0,6,166,590,
2,37,JUÁREZ,1432,U,1432,C1,,62,125,,,,,0,1,188,590,
2,37,JUÁREZ,1433,U,1433,B,,59,96,,,,,0,8,163,505,
2,37,JUÁREZ,1433,U,1433,C1,,63,106,,,,,0,0,169,505,
2,37,JUÁREZ,1434,U,1434,B,,54,84,,,,,0,12,150,430,
2,37,JUÁREZ,1434,U,1434,C1,,55,59,,,,,0,0,114,431,
2,37,JUÁREZ,1435,U,1435,B,,76,78,,,,,0,2,156,399,
2,37,JUÁREZ,1435,U,1435,C1,,52,78,,,,,0,4,134,400,
2,37,JUÁREZ,1436,U,1436,B,,52,101,,,,,0,0,153,476,
2,37,JUÁREZ,1436,U,1436,C1,,69,73,,,,,0,3,145,477,
2,37,JUÁREZ,1437,U,1437,B,,78,79,,,,,0,6,163,502,
2,37,JUÁREZ,1437,U,1437,C1,,74,74,,,,,0,5,153,503,
2,37,JUÁREZ,1438,U,1438,B,,71,72,,,,,0,3,146,538,
2,37,JUÁREZ,1438,U,1438,C1,,60,98,,,,,0,0,158,538,
2,37,JUÁREZ,1439,U,1439,B,,47,52,,,,,0,3,102,392,
2,37,JUÁREZ,1440,U,1440,B,,57,53,,,,,0,2,112,405,
2,37,JUÁREZ,1440,U,1440,C1,,64,57,,,,,0,0,121,405,
2,37,JUÁREZ,1441,U,1441,B,,104,108,,,,,0,4,216,661,
2,37,JUÁREZ,1442,U,1442,B,,46,68,,,,,1,3,118,400,
2,37,JUÁREZ,1442,U,1442,C1,,51,61,,,,,0,1,113,400,
2,37,JUÁREZ,1443,U,1443,B,,60,94,,,,,0,2,156,538,
2,37,JUÁREZ,1444,U,1444,B,,35,52,,,,,0,0,87,380,
2,37,JUÁREZ,1444,U,1444,C1,,40,56,,,,,2,2,100,380,
3,37,JUÁREZ,1445,U,1445,B,,75,100,,,,,0,4,179,574,
3,37,JUÁREZ,1446,U,1446,B,,87,65,,,,,0,4,156,430,
3,37,JUÁREZ,1446,U,1446,C1,,74,54,,,,,0,2,130,431,
3,37,JUÁREZ,1447,U,1447,B,,74,144,,,,,0,6,224,726,
3,37,JUÁREZ,1448,U,1448,B,,50,52,,,,,0,2,104,391,
3,37,JUÁREZ,1448,U,1448,C1,,56,59,,,,,0,3,118,392,
3,37,JUÁREZ,1449,U,1449,B,,118,103,,,,,0,1,222,698,
3,37,JUÁREZ,1450,U,1450,B,,62,72,,,,,0,0,134,380,
3,37,JUÁREZ,1450,U,1450,C1,,57,70,,,,,0,8,135,380,
3,37,JUÁREZ,1451,U,1451,B,,56,73,,,,,1,0,130,428,
3,37,JUÁREZ,1451,U,1451,C1,,52,67,,,,,0,1,120,428,
2,37,JUÁREZ,1452,U,1452,B,,68,76,,,,,0,1,145,589,
2,37,JUÁREZ,1453,U,1453,B,,99,97,,,,,0,2,198,682,
2,37,JUÁREZ,1454,U,1454,B,,106,117,,,,,0,0,223,680,
2,37,JUÁREZ,1455,U,1455,B,,81,47,,,,,0,8,136,475,
2,37,JUÁREZ,1455,U,1455,C1,,81,65,,,,,0,9,155,476,
2,37,JUÁREZ,1456,U,1456,B,,92,105,,,,,0,0,197,654,
2,37,JUÁREZ,1457,U,1457,B,,64,55,,,,,0,0,119,394,
2,37,JUÁREZ,1457,U,1457,C1,,43,60,,,,,0,4,107,394,
2,37,JUÁREZ,1458,U,1458,B,,84,99,,,,,0,4,187,543,
2,37,JUÁREZ,1458,U,1458,C1,,84,85,,,,,0,6,175,544,
2,37,JUÁREZ,1459,U,1459,B,,61,68,,,,,0,3,132,385,
2,37,JUÁREZ,1459,U,1459,C1,,96,66,,,,,0,5,167,386,
2,37,JUÁREZ,1460,U,1460,B,,62,66,,,,,0,4,132,415,
2,37,JUÁREZ,1460,U,1460,C1,,53,71,,,,,0,0,124,416,
2,37,JUÁREZ,1461,U,1461,B,,62,86,,,,,0,0,148,557,
2,37,JUÁREZ,1461,U,1461,C1,,83,74,,,,,0,3,160,557,
2,37,JUÁREZ,1462,U,1462,B,,73,63,,,,,0,0,136,427,
2,37,JUÁREZ,1462,U,1462,C1,,85,74,,,,,0,0,159,427,
2,37,JUÁREZ,1463,U,1463,B,,56,81,,,,,0,3,140,490,
2,37,JUÁREZ,1463,U,1463,C1,,85,82,,,,,0,0,167,491,
2,37,JUÁREZ,1464,U,1464,B,,87,76,,,,,0,5,168,481,
2,37,JUÁREZ,1464,U,1464,C1,,78,66,,,,,0,5,149,481,
2,37,JUÁREZ,1465,U,1465,B,,88,129,,,,,0,8,225,685,
2,37,JUÁREZ,1466,U,1466,B,,60,59,,,,,0,2,121,435,
2,37,JUÁREZ,1466,U,1466,C1,,83,64,,,,,0,7,154,435,
2,37,JUÁREZ,1467,U,1467,B,,89,141,,,,,0,13,243,704,
2,37,JUÁREZ,1468,U,1468,B,,79,133,,,,,0,17,229,636,
2,37,JUÁREZ,1469,U,1469,B,,69,104,,,,,0,8,181,543,
2,37,JUÁREZ,1469,U,1469,C1,,66,110,,,,,0,9,185,543,
2,37,JUÁREZ,1469,U,1469,C2,,51,111,,,,,0,0,162,543,
2,37,JUÁREZ,1470,U,1470,B,,51,94,,,,,0,2,147,449,
2,37,JUÁREZ,1470,U,1470,C1,,47,92,,,,,0,2,141,450,
2,37,JUÁREZ,1471,U,1471,B,,66,115,,,,,0,8,189,545,
2,37,JUÁREZ,1471,U,1471,C1,,86,123,,,,,0,8,217,545,
2,37,JUÁREZ,1472,U,1472,B,,71,124,,,,,0,3,198,607,
2,37,JUÁREZ,1472,U,1472,C1,,73,114,,,,,0,6,193,608,
2,37,JUÁREZ,1473,U,1473,B,,59,73,,,,,0,7,139,379,
2,37,JUÁREZ,1473,U,1473,C1,,54,69,,,,,0,5,128,379,
2,37,JUÁREZ,1474,U,1474,B,,133,109,,,,,0,11,253,699,
2,37,JUÁREZ,1475,U,1475,B,,116,93,,,,,0,5,214,653,
2,37,JUÁREZ,1476,U,1476,B,,51,89,,,,,0,7,147,416,
2,37,JUÁREZ,1476,U,1476,C1,,57,67,,,,,0,0,124,417,
2,37,JUÁREZ,1477,U,1477,B,,110,122,,,,,0,6,238,739,
2,37,JUÁREZ,1478,U,1478,B,,77,91,,,,,0,5,173,588,
2,37,JUÁREZ,1478,U,1478,C1,,94,89,,,,,0,4,187,588,
2,37,JUÁREZ,1479,U,1479,B,,64,97,,,,,0,8,169,501,
2,37,JUÁREZ,1479,U,1479,C1,,46,109,,,,,0,5,160,502,
2,37,JUÁREZ,1480,U,1480,B,,87,118,,,,,0,8,213,638,
2,37,JUÁREZ,1481,U,1481,B,,63,67,,,,,0,5,135,414,
2,37,JUÁREZ,1481,U,1481,C1,,66,51,,,,,0,5,122,415,
2,37,JUÁREZ,1482,U,1482,B,,66,76,,,,,0,0,142,379,
2,37,JUÁREZ,1482,U,1482,C1,,61,74,,,,,0,0,135,379,
2,37,JUÁREZ,1483,U,1483,B,,56,121,,,,,0,6,183,525,
2,37,JUÁREZ,1483,U,1483,C1,,53,127,,,,,0,5,185,525,
2,37,JUÁREZ,1484,U,1484,B,,89,125,,,,,0,5,219,547,
2,37,JUÁREZ,1484,U,1484,C1,,68,127,,,,,0,10,205,547,
2,37,JUÁREZ,1485,U,1485,B,,84,53,,,,,0,1,138,415,
2,37,JUÁREZ,1485,U,1485,C1,,63,63,,,,,0,0,126,416,
2,37,JUÁREZ,1486,U,1486,B,,102,131,,,,,0,8,241,712,
2,37,JUÁREZ,1487,U,1487,B,,131,105,,,,,0,9,245,700,
2,37,JUÁREZ,1488,U,1488,B,,93,68,,,,,0,3,164,474,
2,37,JUÁREZ,1488,U,1488,C1,,92,79,,,,,0,0,171,475,
2,37,JUÁREZ,1489,U,1489,B,,106,110,,,,,0,5,221,663,
2,37,JUÁREZ,1490,U,1490,B,,64,58,,,,,0,5,127,393,
2,37,JUÁREZ,1490,U,1490,C1,,45,46,,,,,0,2,93,393,
2,37,JUÁREZ,1491,U,1491,B,,101,106,,,,,0,9,216,657,
2,37,JUÁREZ,1492,U,1492,B,,52,62,,,,,0,2,116,399,
2,37,JUÁREZ,1492,U,1492,C1,,39,56,,,,,0,0,95,399,
2,37,JUÁREZ,1493,U,1493,B,,50,61,,,,,0,2,113,464,
2,37,JUÁREZ,1493,U,1493,C1,,43,55,,,,,0,1,99,465,
3,37,JUÁREZ,1494,U,1494,B,,56,76,,,,,0,6,138,463,
3,37,JUÁREZ,1494,U,1494,C1,,61,81,,,,,0,2,144,464,
3,37,JUÁREZ,1495,U,1495,B,,100,73,,,,,0,2,175,497,
3,37,JUÁREZ,1496,U,1496,B,,55,75,,,,,0,1,131,440,
3,37,JUÁREZ,1496,U,1496,C1,,74,72,,,,,0,1,147,440,
3,37,JUÁREZ,1497,U,1497,B,,118,117,,,,,0,9,244,686,
2,37,JUÁREZ,1498,U,1498,B,,19,46,,,,,0,5,70,312,
2,37,JUÁREZ,1499,U,1499,B,,52,56,,,,,0,1,109,402,
2,37,JUÁREZ,1499,U,1499,C1,,38,60,,,,,0,3,101,402,
2,37,JUÁREZ,1500,U,1500,B,,80,71,,,,,0,2,153,532,
2,37,JUÁREZ,1501,U,1501,B,,81,78,,,,,0,2,161,532,
2,37,JUÁREZ,1502,U,1502,B,,100,114,,,,,0,6,220,722,
2,37,JUÁREZ,1503,U,1503,B,,83,71,,,,,0,3,157,492,
2,37,JUÁREZ,1503,U,1503,C1,,76,107,,,,,0,4,187,493,
2,37,JUÁREZ,1504,U,1504,B,,60,86,,,,,0,6,152,500,
2,37,JUÁREZ,1504,U,1504,C1,,55,80,,,,,0,5,140,500,
2,37,JUÁREZ,1504,U,1504,C2,,69,72,,,,,0,2,143,501,
2,37,JUÁREZ,1505,U,1505,B,,78,111,,,,,0,4,193,575,
2,37,JUÁREZ,1505,U,1505,C1,,81,105,,,,,0,4,190,575,
2,37,JUÁREZ,1506,U,1506,B,,102,102,,,,,0,8,212,619,
2,37,JUÁREZ,1506,U,1506,C1,,87,116,,,,,0,3,206,620,
2,37,JUÁREZ,1507,U,1507,B,,106,96,,,,,0,7,209,638,
2,37,JUÁREZ,1507,U,1507,C1,,102,94,,,,,0,2,198,638,
2,37,JUÁREZ,1508,U,1508,B,,105,111,,,,,0,0,216,568,
2,37,JUÁREZ,1508,U,1508,C1,,99,90,,,,,0,5,194,569,
2,37,JUÁREZ,1509,U,1509,B,,96,94,,,,,0,5,195,735,
2,37,JUÁREZ,1509,U,1509,C1,,113,93,,,,,0,6,212,735,
2,37,JUÁREZ,1510,U,1510,B,,67,163,,,,,0,6,236,738,
2,37,JUÁREZ,1510,U,1510,C1,,76,145,,,,,0,11,232,739,
2,37,JUÁREZ,1510,U,1510,C2,,67,164,,,,,0,8,239,739,
2,37,JUÁREZ,1511,U,1511,B,,125,59,,,,,0,6,190,649,
2,37,JUÁREZ,1511,U,1511,C1,,60,149,,,,,0,6,215,650,
2,37,JUÁREZ,1512,U,1512,B,,71,85,,,,,0,7,163,450,
2,37,JUÁREZ,1512,U,1512,C1,,76,73,,,,,0,10,159,451,
2,37,JUÁREZ,1513,U,1513,B,,60,72,,,,,0,1,133,383,
2,37,JUÁREZ,1513,U,1513,C1,,59,80,,,,,0,1,140,383,
2,37,JUÁREZ,1514,U,1514,B,,62,73,,,,,0,9,144,476,
2,37,JUÁREZ,1514,U,1514,C1,,52,99,,,,,0,8,159,476,
2,37,JUÁREZ,1515,U,1515,B,,121,115,,,,,0,7,243,693,
2,37,JUÁREZ,1516,U,1516,B,,94,129,,,,,0,0,223,723,
2,37,JUÁREZ,1517,U,1517,B,,83,57,,,,,0,9,149,435,
2,37,JUÁREZ,1517,U,1517,C1,,63,60,,,,,0,9,132,436,
2,37,JUÁREZ,1518,U,1518,B,,58,74,,,,,0,3,135,476,
2,37,JUÁREZ,1518,U,1518,C1,,90,71,,,,,0,3,164,477,
2,37,JUÁREZ,1519,U,1519,B,,77,88,,,,,0,4,169,533,
2,37,JUÁREZ,1519,U,1519,C1,,87,86,,,,,0,5,178,534,
2,37,JUÁREZ,1520,U,1520,B,,94,125,,,,,0,6,225,684,
2,37,JUÁREZ,1521,U,1521,B,,51,71,,,,,0,0,122,394,
2,37,JUÁREZ,1521,U,1521,C1,,47,67,,,,,0,0,114,394,
2,37,JUÁREZ,1522,U,1522,B,,79,91,,,,,0,2,172,663,
2,37,JUÁREZ,1523,U,1523,B,,61,61,,,,,0,4,126,479,
2,37,JUÁREZ,1523,U,1523,C1,,46,63,,,,,0,1,110,479,
2,37,JUÁREZ,1524,U,1524,B,,80,86,,,,,0,8,174,487,
2,37,JUÁREZ,1525,U,1525,B,,83,99,,,,,0,5,187,682,
2,37,JUÁREZ,1526,U,1526,B,,83,131,,,,,0,4,218,701,
3,37,JUÁREZ,1527,U,1527,B,,69,83,,,,,0,2,154,458,
3,37,JUÁREZ,1527,U,1527,C1,,69,76,,,,,0,3,148,458,
2,37,JUÁREZ,1528,U,1528,B,,50,97,,,,,0,5,152,458,
2,37,JUÁREZ,1529,U,1529,B,,67,102,,,,,1,8,178,585,
2,37,JUÁREZ,1530,U,1530,B,,63,75,,,,,0,6,144,565,
2,37,JUÁREZ,1531,U,1531,B,,44,96,,,,,0,3,143,447,
2,37,JUÁREZ,1531,U,1531,C1,,45,117,,,,,0,3,165,447,
2,37,JUÁREZ,1532,U,1532,B,,39,53,,,,,0,0,92,387,
2,37,JUÁREZ,1533,U,1533,B,,62,63,,,,,0,4,129,479,
2,37,JUÁREZ,1534,U,1534,B,,62,79,,,,,0,7,148,554,
2,37,JUÁREZ,1535,U,1535,B,,82,130,,,,,0,3,215,748,
2,37,JUÁREZ,1536,U,1536,B,,77,76,,,,,0,0,153,508,
2,37,JUÁREZ,1536,U,1536,C1,,72,104,,,,,0,0,176,509,
2,37,JUÁREZ,1537,U,1537,B,,81,82,,,,,0,0,163,506,
2,37,JUÁREZ,1537,U,1537,C1,,78,84,,,,,0,3,165,506,
2,37,JUÁREZ,1538,U,1538,B,,51,75,,,,,0,3,129,517,
2,37,JUÁREZ,1538,U,1538,C1,,73,76,,,,,0,4,153,517,
2,37,JUÁREZ,1538,U,1538,C2,,94,75,,,,,0,9,178,518,
2,37,JUÁREZ,1539,U,1539,B,,74,107,,,,,1,0,182,726,
2,37,JUÁREZ,1540,U,1540,B,,88,128,,,,,0,2,218,680,
2,37,JUÁREZ,1541,U,1541,B,,43,81,,,,,0,4,128,390,
2,37,JUÁREZ,1541,U,1541,C1,,50,62,,,,,0,12,124,390,
2,37,JUÁREZ,1542,U,1542,B,,95,127,,,,,0,10,232,653,
2,37,JUÁREZ,1542,U,1542,C1,,100,126,,,,,0,6,232,654,
2,37,JUÁREZ,1543,U,1543,B,,49,132,,,,,0,6,187,522,
2,37,JUÁREZ,1544,U,1544,B,,59,73,,,,,0,4,136,380,
2,37,JUÁREZ,1544,U,1544,C1,,48,74,,,,,0,5,127,380,
2,37,JUÁREZ,1545,U,1545,B,,102,126,,,,,0,12,240,696,
2,37,JUÁREZ,1546,U,1546,B,,71,82,,,,,0,3,156,541,
2,37,JUÁREZ,1546,U,1546,C1,,42,116,,,,,0,4,162,541,
2,37,JUÁREZ,1546,U,1546,C2,,56,97,,,,,0,7,160,541,
2,37,JUÁREZ,1547,U,1547,B,,65,137,,,,,0,4,206,617,
2,37,JUÁREZ,1547,U,1547,C1,,70,133,,,,,0,0,203,618,
2,37,JUÁREZ,1547,U,1547,C2,,90,117,,,,,0,0,207,618,
2,37,JUÁREZ,1548,U,1548,B,,46,96,,,,,0,10,152,555,
2,37,JUÁREZ,1548,U,1548,C1,,47,100,,,,,0,4,151,555,
2,37,JUÁREZ,1549,U,1549,B,,86,121,,,,,1,9,217,632,
2,37,JUÁREZ,1549,U,1549,C1,,92,142,,,,,0,19,253,633,
2,37,JUÁREZ,1550,U,1550,B,,100,119,,,,,0,10,229,583,
2,37,JUÁREZ,1551,U,1551,B,,65,151,,,,,0,8,224,591,
5,37,JUÁREZ,1552,U,1552,B,,81,104,,,,,0,0,185,558,
5,37,JUÁREZ,1553,U,1553,B,,86,96,,,,,0,1,183,702,
5,37,JUÁREZ,1554,U,1554,B,,88,74,,,,,0,4,166,462,
5,37,JUÁREZ,1554,U,1554,C1,,84,64,,,,,0,1,149,463,
5,37,JUÁREZ,1555,U,1555,B,,61,140,,,,,0,4,205,569,
2,37,JUÁREZ,1556,U,1556,B,,76,181,,,,,0,0,257,738,
2,37,JUÁREZ,1556,U,1556,C1,,80,176,,,,,0,19,275,738,
2,37,JUÁREZ,1557,U,1557,B,,43,131,,,,,0,8,182,480,
2,37,JUÁREZ,1557,U,1557,C1,,49,129,,,,,0,5,183,481,
2,37,JUÁREZ,1558,U,1558,B,,65,75,,,,,0,5,145,479,
2,37,JUÁREZ,1558,U,1558,C1,,53,113,,,,,0,2,168,480,
2,37,JUÁREZ,1559,U,1559,B,,79,107,,,,,0,13,199,579,
2,37,JUÁREZ,1559,U,1559,C1,,53,115,,,,,0,7,175,580,
2,37,JUÁREZ,1559,U,1559,C2,,75,120,,,,,0,6,201,580,
2,37,JUÁREZ,1560,U,1560,B,,53,166,,,,,0,0,219,630,
2,37,JUÁREZ,1560,U,1560,C1,,54,159,,,,,0,6,219,630,
2,37,JUÁREZ,1560,U,1560,C2,,62,186,,,,,0,0,248,630,
2,37,JUÁREZ,1560,U,1560,C3,,57,161,,,,,0,5,223,630,
2,37,JUÁREZ,1560,U,1560,C4,,57,180,,,,,0,7,244,631,
2,37,JUÁREZ,1561,U,1561,B,,91,136,,,,,0,12,239,678,
8,37,JUÁREZ,1562,M,1562,B,,35,158,,,,,0,9,202,552,
8,37,JUÁREZ,1562,M,1562,C1,,26,185,,,,,0,13,224,553,
2,37,JUÁREZ,1563,U,1563,B,,35,200,,,,,0,9,244,724,
2,37,JUÁREZ,1563,U,1563,C1,,49,162,,,,,2,1,214,724,
2,37,JUÁREZ,1563,U,1563,C2,,41,190,,,,,0,8,239,724,
2,37,JUÁREZ,1564,U,1564,B,,20,142,,,,,0,0,162,546,
2,37,JUÁREZ,1564,U,1564,C1,,35,129,,,,,0,3,167,547,
2,37,JUÁREZ,1565,U,1565,B,,71,70,,,,,0,5,146,392,
2,37,JUÁREZ,1565,U,1565,C1,,57,74,,,,,0,4,135,392,
3,37,JUÁREZ,1566,U,1566,B,,96,107,,,,,1,0,204,508,
3,37,JUÁREZ,1567,U,1567,B,,127,150,,,,,1,4,282,601,
3,37,JUÁREZ,1567,U,1567,C1,,111,154,,,,,0,6,271,601,
3,37,JUÁREZ,1567,U,1567,C2,,117,147,,,,,0,3,267,601,
3,37,JUÁREZ,1568,U,1568,B,,198,89,,,,,0,4,291,603,
3,37,JUÁREZ,1568,U,1568,C1,,167,120,,,,,0,7,294,603,
3,37,JUÁREZ,1569,U,1569,B,,153,145,,,,,0,4,302,695,
3,37,JUÁREZ,1570,U,1570,B,,78,87,,,,,0,0,165,528,
3,37,JUÁREZ,1570,U,1570,C1,,86,89,,,,,0,0,175,529,
3,37,JUÁREZ,1570,U,1570,C2,,78,84,,,,,0,0,162,529,
3,37,JUÁREZ,1571,U,1571,B,,98,64,,,,,0,3,165,421,
3,37,JUÁREZ,1571,U,1571,C1,,82,74,,,,,0,1,157,421,
3,37,JUÁREZ,1572,U,1572,B,,131,77,,,,,0,1,209,473,
3,37,JUÁREZ,1572,U,1572,C1,,125,87,,,,,0,3,215,474,
3,37,JUÁREZ,1573,U,1573,B,,87,101,,,,,0,3,191,454,
3,37,JUÁREZ,1573,U,1573,C1,,86,113,,,,,0,3,202,455,
4,37,JUÁREZ,1574,U,1574,B,,152,83,,,,,0,2,237,592,
4,37,JUÁREZ,1574,U,1574,C1,,132,107,,,,,0,4,243,593,
4,37,JUÁREZ,1575,U,1575,B,,173,138,,,,,0,2,313,737,
4,37,JUÁREZ,1575,U,1575,C1,,171,161,,,,,0,6,338,737,
4,37,JUÁREZ,1576,U,1576,B,,130,148,,,,,0,5,283,641,
4,37,JUÁREZ,1576,U,1576,C1,,132,149,,,,,0,9,290,641,
4,37,JUÁREZ,1577,U,1577,B,,124,87,,,,,0,4,215,484,
4,37,JUÁREZ,1577,U,1577,C1,,117,95,,,,,0,3,215,485,
4,37,JUÁREZ,1578,U,1578,B,,158,140,,,,,0,3,301,692,
4,37,JUÁREZ,1578,U,1578,C1,,186,126,,,,,0,7,319,692,
4,37,JUÁREZ,1578,U,1578,C2,,182,135,,,,,0,5,322,692,
3,37,JUÁREZ,1579,U,1579,B,,97,86,,,,,1,3,187,504,
3,37,JUÁREZ,1579,U,1579,C1,,113,95,,,,,0,2,210,505,
3,37,JUÁREZ,1579,U,1579,C2,,92,93,,,,,0,2,187,505,
3,37,JUÁREZ,1580,U,1580,B,,57,81,,,,,0,2,140,402,
3,37,JUÁREZ,1581,U,1581,B,,161,129,,,,,0,7,297,735,
3,37,JUÁREZ,1582,U,1582,B,,83,109,,,,,0,5,197,586,
3,37,JUÁREZ,1582,U,1582,C1,,117,105,,,,,1,6,229,587,
3,37,JUÁREZ,1583,U,1583,B,,81,80,,,,,0,4,165,535,
3,37,JUÁREZ,1583,U,1583,C1,,103,94,,,,,0,2,199,536,
3,37,JUÁREZ,1584,U,1584,B,,99,129,,,,,0,6,234,686,
3,37,JUÁREZ,1585,U,1585,B,,59,92,,,,,0,1,152,529,
3,37,JUÁREZ,1585,U,1585,C1,,85,71,,,,,0,0,156,529,
3,37,JUÁREZ,1586,U,1586,B,,100,131,,,,,0,7,238,639,
3,37,JUÁREZ,1587,U,1587,B,,82,63,,,,,0,3,148,478,
3,37,JUÁREZ,1587,U,1587,C1,,64,70,,,,,0,0,134,478,
3,37,JUÁREZ,1588,U,1588,B,,80,59,,,,,0,1,140,412,
3,37,JUÁREZ,1588,U,1588,C1,,68,75,,,,,0,1,144,413,
3,37,JUÁREZ,1589,U,1589,B,,95,82,,,,,0,3,180,606,
3,37,JUÁREZ,1590,U,1590,B,,81,96,,,,,0,3,180,457,
3,37,JUÁREZ,1591,U,1591,B,,79,56,,,,,0,0,135,404,
3,37,JUÁREZ,1591,U,1591,C1,,61,61,,,,,0,2,124,404,
3,37,JUÁREZ,1592,U,1592,B,,95,85,,,,,0,2,182,429,
3,37,JUÁREZ,1592,U,1592,C1,,91,88,,,,,0,1,180,430,
3,37,JUÁREZ,1593,U,1593,B,,77,86,,,,,0,4,167,403,
3,37,JUÁREZ,1593,U,1593,C1,,77,59,,,,,1,4,141,403,
3,37,JUÁREZ,1594,U,1594,B,,131,77,,,,,0,6,214,537,
3,37,JUÁREZ,1594,U,1594,C1,,118,69,,,,,0,3,190,538,
4,37,JUÁREZ,1595,U,1595,B,,153,105,,,,,0,6,264,629,
4,37,JUÁREZ,1595,U,1595,C1,,165,102,,,,,0,6,273,629,
4,37,JUÁREZ,1596,U,1596,B,,103,131,,,,,0,2,236,564,
4,37,JUÁREZ,1596,U,1596,C1,,114,134,,,,,0,4,252,564,
4,37,JUÁREZ,1597,U,1597,B,,101,87,,,,,0,2,190,454,
4,37,JUÁREZ,1597,U,1597,C1,,98,102,,,,,0,7,207,455,
4,37,JUÁREZ,1598,U,1598,B,,175,96,,,,,1,2,274,595,
4,37,JUÁREZ,1598,U,1598,C1,,163,110,,,,,0,0,273,595,
4,37,JUÁREZ,1598,U,1598,C2,,158,108,,,,,0,5,271,595,
4,37,JUÁREZ,1599,U,1599,B,,134,96,,,,,0,1,231,528,
4,37,JUÁREZ,1599,U,1599,C1,,150,89,,,,,0,3,242,528,
4,37,JUÁREZ,1600,U,1600,B,,191,95,,,,,0,6,292,639,
4,37,JUÁREZ,1600,U,1600,C1,,181,102,,,,,0,4,287,640,
4,37,JUÁREZ,1601,U,1601,B,,110,96,,,,,1,2,209,430,
4,37,JUÁREZ,1601,U,1601,C1,,124,78,,,,,0,1,203,431,
4,37,JUÁREZ,1602,U,1602,B,,91,89,,,,,0,3,183,387,
4,37,JUÁREZ,1602,U,1602,C1,,109,65,,,,,0,2,176,388,
4,37,JUÁREZ,1603,U,1603,B,,184,148,,,,,0,4,336,702,
4,37,JUÁREZ,1603,U,1603,C1,,145,144,,,,,0,3,292,702,
3,37,JUÁREZ,1604,U,1604,B,,78,73,,,,,0,1,152,457,
3,37,JUÁREZ,1605,U,1605,B,,124,144,,,,,0,7,275,542,
3,37,JUÁREZ,1606,U,1606,B,,153,103,,,,,6,4,266,566,
3,37,JUÁREZ,1607,U,1607,B,,146,161,,,,,0,0,307,708,
3,37,JUÁREZ,1608,U,1608,B,,150,151,,,,,1,2,304,726,
