ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
31,YUCATAN,1,MERIDA,84,191,31225,23011,772,751,1366,805,466,16470,798,75664,22,1597,77283,109953,
31,YUCATAN,2,MERIDA,127,228,36722,23679,1152,792,1346,914,445,16976,704,82730,24,1677,84431,115737,
31,YUCATAN,3,MERIDA,68,192,28797,20456,885,766,1635,779,477,21879,928,76602,24,1248,77874,118833,
31,YUCATAN,4,MERIDA,69,201,41806,22588,1005,763,1205,900,395,15784,705,85151,21,1272,86444,117468,
31,YUCATAN,5,MERIDA,70,186,39595,21032,831,670,1124,848,401,13649,563,78713,25,1154,79892,111563,
31,YUCATAN,6,KANASIN,41,147,22829,18834,1724,2536,1259,1604,1384,12375,643,63188,5,1569,64762,94775,
31,YUCATAN,7,MERIDA,52,171,24543,18513,549,688,1372,702,674,13514,690,61245,13,1603,62861,106292,
31,YUCATAN,8,UMAN,61,163,28517,23182,1787,2792,1076,1401,1027,11553,560,71895,9,1832,73736,95388,
31,YUCATAN,9,PROGRESO,81,176,26140,26833,892,2730,1098,1172,1942,10172,569,71548,5,1850,73403,104059,
31,YUCATAN,10,TIZIMIN,74,160,19037,28060,455,1591,1160,516,816,16056,460,68151,7,1364,69522,90495,
31,YUCATAN,11,VALLADOLID,65,157,22373,25821,711,3211,932,645,266,17996,620,72575,14,1361,73950,92739,
31,YUCATAN,12,TEKAX,72,164,25578,24637,6334,3576,2197,591,998,8043,320,72274,50,2323,74647,94571,
31,YUCATAN,13,TICUL,66,166,26666,28646,1876,1401,1132,2252,4410,12725,308,79416,22,1720,81158,96496,
31,YUCATAN,14,TECOH,85,170,25015,27964,1790,1452,470,2194,3233,6654,1118,69890,3,1260,71153,94010,
31,YUCATAN,15,IZAMAL,101,194,32791,33736,1265,1903,715,1908,485,10288,251,83342,5,1607,84954,101683,
31,YUCATAN,0,VOTO EN EL EXTRANJERO,0,0,300,73,16,7,12,20,0,237,7,672,0,9,681,1030,
